Bryant,2250,Gonzaga,2803
4:29,2803,Dan Garvin Turnover.,27,40
4:19,2803,Foul on Hunter Ware.,27,40
4:19,2250,Johnathan Williams made Free Throw.,27,41
4:19,2250,Johnathan Williams missed Free Throw.,27,41
4:19,2803,Dan Garvin Defensive Rebound.,27,41
4:09,2803,Bryant  Turnover.,27,41
3:55,2803,Foul on Dan Garvin.,27,41
3:55,2250,Official TV Timeout,27,41
3:55,2250,Johnathan Williams missed Free Throw.,27,41
3:55,2250,Gonzaga Deadball Team Rebound.,27,41
3:55,2250,Johnathan Williams made Free Throw.,27,42
3:42,2803,Gus Riley missed Layup.,27,42
3:42,2250,Johnathan Williams Block.,27,42
3:42,2250,Johnathan Williams Defensive Rebound.,27,42
3:25,2250,Johnathan Williams made Three Point Jumper. Assisted by Josh Perkins.,27,45
2:57,2803,Marcel Pettway made Jumper. Assisted by Ikenna Ndugba.,29,45
2:42,2250,Johnathan Williams made Layup.,29,47
2:28,2250,Foul on Zach Collins.,29,47
2:28,2803,Nisre Zouzoua missed Free Throw.,29,47
2:28,2803,Bryant Deadball Team Rebound.,29,47
2:28,2803,Nisre Zouzoua made Free Throw.,30,47
2:08,2250,Johnathan Williams missed Jumper.,30,47
2:08,2803,Bryant Defensive Rebound.,30,47
1:54,2803,Adam Grant Turnover.,30,47
1:54,2250,Nigel Williams-Goss Steal.,30,47
1:40,2250,Josh Perkins Turnover.,30,47
1:40,2803,Nisre Zouzoua Steal.,30,47
1:34,2803,Nisre Zouzoua made Layup.,32,47
1:18,2250,Przemek Karnowski missed Layup.,32,47
1:18,2803,Hunter Ware Defensive Rebound.,32,47
1:06,2803,Adam Grant made Three Point Jumper.,35,47
0:55,2803,Foul on Marcel Pettway.,35,47
0:55,2250,Przemek Karnowski missed Free Throw.,35,47
0:55,2250,Gonzaga Deadball Team Rebound.,35,47
0:55,2250,Przemek Karnowski made Free Throw.,35,48
0:37,2803,Nisre Zouzoua made Three Point Jumper. Assisted by Ikenna Ndugba.,38,48
0:21,2250,Przemek Karnowski made Jumper.,38,50
0:03,2803,Ikenna Ndugba Turnover.,38,50
0:03,2250,Nigel Williams-Goss Steal.,38,50
0:00,2250,End of 1st half,38,50
20:00,2250,Jump Ball won by Gonzaga,38,50
19:44,2250,Silas Melson missed Layup.,38,50
19:44,2250,Johnathan Williams Offensive Rebound.,38,50
19:33,2250,Silas Melson missed Three Point Jumper.,38,50
19:33,2250,Przemek Karnowski Offensive Rebound.,38,50
19:27,2250,Przemek Karnowski made Layup.,38,52
19:16,2803,Foul on Marcel Pettway.,38,52
19:16,2803,Marcel Pettway Turnover.,38,52
19:02,2250,Johnathan Williams Turnover.,38,52
19:02,2803,Ikenna Ndugba Steal.,38,52
18:53,2803,Adam Grant missed Layup.,38,52
18:53,2250,Przemek Karnowski Defensive Rebound.,38,52
18:46,2250,Jordan Mathews missed Three Point Jumper.,38,52
18:46,2250,Gonzaga Offensive Rebound.,38,52
18:45,2803,Foul on Dan Garvin.,38,52
18:41,2250,Jordan Mathews missed Three Point Jumper.,38,52
18:41,2250,Johnathan Williams Offensive Rebound.,38,52
18:41,2250,Johnathan Williams made Dunk.,38,54
18:21,2250,Foul on Jordan Mathews.,38,54
18:21,2803,Nisre Zouzoua made Free Throw.,39,54
18:21,2803,Nisre Zouzoua made Free Throw.,40,54
18:10,2250,Johnathan Williams Turnover.,40,54
18:10,2803,Sabastian Townes Steal.,40,54
18:04,2803,Sabastian Townes Turnover.,40,54
17:56,2803,Foul on Adam Grant.,40,54
17:39,2803,Foul on Ikenna Ndugba.,40,54
17:32,2250,Nigel Williams-Goss missed Dunk.,40,54
17:32,2803,Marcel Pettway Defensive Rebound.,40,54
17:21,2803,Ikenna Ndugba missed Layup.,40,54
17:21,2250,Przemek Karnowski Defensive Rebound.,40,54
17:14,2250,Silas Melson missed Layup.,40,54
17:14,2803,Nisre Zouzoua Defensive Rebound.,40,54
17:06,2803,Sabastian Townes made Layup. Assisted by Nisre Zouzoua.,42,54
17:06,2250,Foul on Killian Tillie.,42,54
17:06,2803,Sabastian Townes missed Free Throw.,42,54
17:06,2803,Sabastian Townes Offensive Rebound.,42,54
17:04,2803,Sabastian Townes missed Jumper.,42,54
17:04,2250,Przemek Karnowski Block.,42,54
17:04,2250,Przemek Karnowski Defensive Rebound.,42,54
16:56,2803,Foul on Marcel Pettway.,42,54
16:44,2250,Przemek Karnowski missed Jumper.,42,54
16:44,2803,Bryant Defensive Rebound.,42,54
16:42,2250,Foul on Zach Collins.,42,54
16:30,2250,Foul on Nigel Williams-Goss.,42,54
16:27,2803,Ikenna Ndugba missed Three Point Jumper.,42,54
16:27,2250,Jordan Mathews Defensive Rebound.,42,54
16:21,2250,Zach Collins made Dunk. Assisted by Nigel Williams-Goss.,42,56
16:08,2803,Sabastian Townes made Jumper. Assisted by Ikenna Ndugba.,44,56
16:01,2803,Foul on Gus Riley.,44,56
16:01,2803,Foul on Sabastian Townes.,44,56
16:01,2250,Zach Collins missed Free Throw.,44,56
16:01,2803,Gus Riley Defensive Rebound.,44,56
15:44,2803,Sabastian Townes made Jumper.,46,56
15:33,2250,Przemek Karnowski made Layup.,46,58
15:15,2803,Nisre Zouzoua missed Three Point Jumper.,46,58
15:15,2250,Przemek Karnowski Defensive Rebound.,46,58
15:09,2250,Foul on Zach Collins.,46,58
15:09,2250,Zach Collins Turnover.,46,58
15:09,2250,Official TV Timeout,46,58
14:54,2803,Adam Grant Turnover.,46,58
14:54,2250,Jordan Mathews Steal.,46,58
14:48,2250,Jordan Mathews missed Layup.,46,58
14:48,2250,Johnathan Williams Offensive Rebound.,46,58
14:48,2250,Johnathan Williams made Two Point Tip Shot.,46,60
14:26,2803,Hunter Ware missed Jumper.,46,60
14:26,2250,Przemek Karnowski Defensive Rebound.,46,60
14:13,2803,Foul on Gus Riley.,46,60
14:13,2250,Johnathan Williams made Free Throw.,46,61
14:13,2250,Johnathan Williams made Free Throw.,46,62
14:05,2803,Nisre Zouzoua missed Three Point Jumper.,46,62
14:05,2250,Przemek Karnowski Defensive Rebound.,46,62
13:40,2250,Johnathan Williams made Dunk. Assisted by Przemek Karnowski.,46,64
13:23,2803,Nisre Zouzoua missed Jumper.,46,64
13:23,2250,Przemek Karnowski Block.,46,64
13:23,2250,Nigel Williams-Goss Defensive Rebound.,46,64
13:15,2250,Josh Perkins missed Three Point Jumper.,46,64
13:15,2803,Sabastian Townes Defensive Rebound.,46,64
13:04,2803,Nisre Zouzoua made Layup.,48,64
12:52,2250,Przemek Karnowski made Jumper.,48,66
12:41,2803,Bryant  Timeout,48,66
12:29,2803,Marcel Pettway made Layup.,50,66
12:13,2250,Przemek Karnowski missed Jumper.,50,66
12:13,2803,Adam Grant Defensive Rebound.,50,66
12:01,2803,Dan Garvin made Layup.,52,66
11:44,2250,Johnathan Williams made Three Point Jumper. Assisted by Nigel Williams-Goss.,52,69
11:24,2803,Adam Grant missed Three Point Jumper.,52,69
11:24,2250,Johnathan Williams Defensive Rebound.,52,69
11:05,2803,Foul on Ikenna Ndugba.,52,69
11:05,2250,Official TV Timeout,52,69
11:05,2250,Przemek Karnowski missed Free Throw.,52,69
11:05,2250,Gonzaga Deadball Team Rebound.,52,69
11:05,2250,Przemek Karnowski missed Free Throw.,52,69
11:05,2803,Marcel Pettway Defensive Rebound.,52,69
10:52,2803,Adam Grant Turnover.,52,69
10:37,2250,Jordan Mathews missed Three Point Jumper.,52,69
10:37,2250,Zach Collins Offensive Rebound.,52,69
10:25,2250,Zach Collins made Layup. Assisted by Josh Perkins.,52,71
10:09,2803,Hunter Ware missed Jumper.,52,71
10:09,2803,Dan Garvin Offensive Rebound.,52,71
9:58,2803,Marcel Pettway made Layup. Assisted by Nisre Zouzoua.,54,71
9:43,2250,Josh Perkins made Three Point Jumper.,54,74
9:18,2803,Nisre Zouzoua made Three Point Jumper. Assisted by Adam Grant.,57,74
9:04,2803,Foul on Marcel Pettway.,57,74
9:04,2250,Zach Collins made Free Throw.,57,75
9:04,2250,Zach Collins made Free Throw.,57,76
8:46,2803,Nisre Zouzoua Turnover.,57,76
8:29,2250,Josh Perkins Turnover.,57,76
8:20,2803,Foul on Gus Riley.,57,76
8:20,2803,Gus Riley Turnover.,57,76
8:08,2803,Foul on Sabastian Townes.,57,76
8:08,2250,Zach Collins missed Free Throw.,57,76
8:08,2250,Gonzaga Deadball Team Rebound.,57,76
8:08,2250,Zach Collins made Free Throw.,57,77
7:58,2803,Nisre Zouzoua missed Jumper.,57,77
7:58,2250,Zach Collins Defensive Rebound.,57,77
7:52,2803,Foul on Adam Grant.,57,77
7:52,2250,Official TV Timeout,57,77
7:52,2250,Josh Perkins made Free Throw.,57,78
7:52,2250,Josh Perkins made Free Throw.,57,79
7:43,2250,Foul on Nigel Williams-Goss.,57,79
7:37,2803,Ikenna Ndugba missed Jumper.,57,79
7:37,2803,Bryant Offensive Rebound.,57,79
7:35,2250,Foul on Jordan Mathews.,57,79
7:35,2803,Dan Garvin made Free Throw.,58,79
7:35,2803,Dan Garvin missed Free Throw.,58,79
7:35,2250,Nigel Williams-Goss Defensive Rebound.,58,79
7:29,2803,Foul on Nisre Zouzoua.,58,79
7:29,2250,Nigel Williams-Goss made Free Throw.,58,80
7:29,2250,Nigel Williams-Goss made Free Throw.,58,81
7:13,2803,Adam Grant missed Jumper.,58,81
7:13,2803,Dan Garvin Offensive Rebound.,58,81
7:12,2250,Foul on Killian Tillie.,58,81
7:12,2803,Dan Garvin missed Free Throw.,58,81
7:12,2803,Bryant Deadball Team Rebound.,58,81
7:12,2803,Dan Garvin missed Free Throw.,58,81
7:12,2250,Zach Collins Defensive Rebound.,58,81
6:57,2250,Josh Perkins made Three Point Jumper. Assisted by Nigel Williams-Goss.,58,84
6:41,2803,Gus Riley made Three Point Jumper. Assisted by Adam Grant.,61,84
6:24,2803,Foul on Gus Riley.,61,84
6:24,2250,Zach Collins made Free Throw.,61,85
6:24,2250,Zach Collins made Free Throw.,61,86
5:59,2803,Dan Garvin made Layup.,63,86
5:47,2250,Josh Perkins made Three Point Jumper.,63,89
5:29,2803,Dan Garvin missed Layup.,63,89
5:29,2803,Dan Garvin Offensive Rebound.,63,89
5:17,2803,Dan Garvin missed Layup.,63,89
5:17,2803,Nisre Zouzoua Offensive Rebound.,63,89
5:13,2803,Nisre Zouzoua made Two Point Tip Shot.,65,89
5:07,2250,Zach Collins missed Three Point Jumper.,65,89
5:07,2250,Killian Tillie Offensive Rebound.,65,89
5:02,2250,Killian Tillie made Layup.,65,91
5:02,2803,Foul on Dan Garvin.,65,91
5:02,2250,Killian Tillie missed Free Throw.,65,91
5:02,2803,Gus Riley Defensive Rebound.,65,91
4:54,2250,Foul on Zach Collins.,65,91
4:54,2803,Ikenna Ndugba missed Free Throw.,65,91
4:54,2803,Bryant Deadball Team Rebound.,65,91
4:54,2803,Ikenna Ndugba made Free Throw.,66,91
4:40,2250,Killian Tillie missed Three Point Jumper.,66,91
4:40,2250,Gonzaga Offensive Rebound.,66,91
4:35,2803,Foul on Sabastian Townes.,66,91
4:35,2250,Johnathan Williams made Free Throw.,66,92
4:35,2250,Johnathan Williams made Free Throw.,66,93
4:25,2803,Hunter Ware missed Jumper.,66,93
4:25,2250,Bryan Alberts Defensive Rebound.,66,93
4:14,2250,Josh Perkins made Three Point Jumper.,66,96
3:51,2803,Ikenna Ndugba Turnover.,66,96
3:51,2250,Official TV Timeout,66,96
3:38,2250,Killian Tillie missed Jumper.,66,96
3:38,2250,Gonzaga Offensive Rebound.,66,96
3:34,2250,Bryan Alberts made Jumper. Assisted by Rui Hachimura.,66,98
3:17,2803,Ikenna Ndugba Turnover.,66,98
3:17,2250,Rui Hachimura Steal.,66,98
3:12,2250,Rui Hachimura made Layup.,66,100
2:56,2803,Hunter Ware missed Jumper.,66,100
2:56,2250,Killian Tillie Defensive Rebound.,66,100
2:34,2250,Rui Hachimura missed Three Point Jumper.,66,100
2:34,2250,Rui Hachimura Offensive Rebound.,66,100
2:15,2803,Foul on Bosko Kostur.,66,100
2:15,2250,Bryan Alberts made Free Throw.,66,101
2:15,2250,Bryan Alberts made Free Throw.,66,102
2:00,2803,Gus Riley Turnover.,66,102
2:00,2250,Bryan Alberts Steal.,66,102
1:54,2803,Foul on Bosko Kostur.,66,102
1:54,2250,Rui Hachimura made Free Throw.,66,103
1:54,2250,Rui Hachimura made Free Throw.,66,104
1:46,2803,Terrill Toe missed Three Point Jumper.,66,104
1:46,2803,Taylor McHugh Offensive Rebound.,66,104
1:39,2803,Taylor McHugh missed Jumper.,66,104
1:39,2250,Ryan Edwards Defensive Rebound.,66,104
1:22,2250,Rui Hachimura missed Three Point Jumper.,66,104
1:22,2803,Bryant Defensive Rebound.,66,104
1:20,2250,Foul on Ryan Edwards.,66,104
1:20,2803,Gus Riley made Free Throw.,67,104
1:20,2803,Gus Riley made Free Throw.,68,104
1:13,2250,Rem Bakamus Turnover.,68,104
1:13,2803,Gus Riley Steal.,68,104
1:07,2803,Taylor McHugh missed Layup.,68,104
1:07,2250,Rui Hachimura Block.,68,104
1:07,2250,Bryan Alberts Defensive Rebound.,68,104
1:03,2803,Foul on Tanner Johnson.,68,104
1:03,2250,Bryan Alberts made Free Throw.,68,105
1:03,2250,Bryan Alberts missed Free Throw.,68,105
1:03,2250,Rui Hachimura Offensive Rebound.,68,105
1:01,2803,Foul on Bosko Kostur.,68,105
1:01,2250,Rui Hachimura made Free Throw.,68,106
1:01,2250,Rui Hachimura made Free Throw.,68,107
0:52,2250,Ryan Edwards made Jumper.,68,109
0:50,2250,Foul on Bryan Alberts.,68,109
0:50,2803,Nisre Zouzoua made Free Throw.,69,109
0:50,2803,Nisre Zouzoua made Free Throw.,70,109
0:41,2250,Bryan Alberts missed Three Point Jumper.,70,109
0:41,2803,Nisre Zouzoua Defensive Rebound.,70,109
0:20,2803,Taylor McHugh missed Jumper.,70,109
0:20,2250,Rui Hachimura Block.,70,109
0:20,2803,Bryant Offensive Rebound.,70,109
0:12,2803,Nisre Zouzoua missed Jumper.,70,109
0:12,2250,Bryan Alberts Defensive Rebound.,70,109
0:00,2250,End of Game,70,109
