Mississippi State,68,Boise State,344
7:27,344,Foul on E.J. Datcher.,18,16
7:27,344,E.J. Datcher Turnover.,18,16
7:18,344,Foul on Eli Wright.,18,16
7:18,68,Justinian Jessup made Free Throw.,18,17
7:18,68,Justinian Jessup made Free Throw.,18,18
7:01,344,Tyson Carter missed Layup.,18,18
7:01,68,Marcus Dickinson Defensive Rebound.,18,18
6:56,68,Marcus Dickinson Turnover.,18,18
6:55,344,Quinndary Weatherspoon Steal.,18,18
6:52,344,Quinndary Weatherspoon made Dunk.,20,18
6:37,68,Justinian Jessup missed Three Point Jumper.,20,18
6:37,68,Justinian Jessup Offensive Rebound.,20,18
6:29,68,Zach Haney Turnover.,20,18
6:18,344,Tyson Carter missed Three Point Jumper.,20,18
6:18,68,David Wacker Defensive Rebound.,20,18
6:07,68,Marcus Dickinson Turnover.,20,18
6:06,344,Lamar Peters Steal.,20,18
6:02,68,Foul on David Wacker.,20,18
6:02,344,Quinndary Weatherspoon made Free Throw.,21,18
6:02,344,Quinndary Weatherspoon made Free Throw.,22,18
5:45,68,Zach Haney missed Jumper.,22,18
5:45,344,E.J. Datcher Defensive Rebound.,22,18
5:37,68,Foul on Justinian Jessup.,22,18
5:37,344,Quinndary Weatherspoon made Free Throw.,23,18
5:37,344,Quinndary Weatherspoon made Free Throw.,24,18
5:22,68,Marcus Dickinson made Three Point Jumper.,24,21
5:03,344,Quinndary Weatherspoon made Layup.,26,21
4:47,68,Marcus Dickinson missed Three Point Jumper.,26,21
4:47,344,Mississippi St Defensive Rebound.,26,21
4:33,344,Aric Holman missed Three Point Jumper.,26,21
4:33,68,Alex Hobbs Defensive Rebound.,26,21
4:20,68,David Wacker Turnover.,26,21
4:19,344,E.J. Datcher Steal.,26,21
4:13,344,Lamar Peters missed Three Point Jumper.,26,21
4:13,68,David Wacker Defensive Rebound.,26,21
3:45,68,Robin Jorch made Jumper.,26,23
3:17,68,Official TV Timeout,26,23
3:14,344,Quinndary Weatherspoon made Three Point Jumper.,29,23
2:52,68,Robin Jorch made Layup. Assisted by David Wacker.,29,25
2:23,344,Quinndary Weatherspoon missed Three Point Jumper.,29,25
2:23,68,Alex Hobbs Defensive Rebound.,29,25
2:04,68,David Wacker Turnover.,29,25
2:03,344,I.J. Ready Steal.,29,25
2:01,344,I.J. Ready made Layup.,31,25
1:33,68,Alex Hobbs missed Jumper.,31,25
1:33,344,Mississippi St Defensive Rebound.,31,25
1:30,68,Foul on Robin Jorch.,31,25
1:30,344,Mario Kegler made Free Throw.,32,25
1:30,344,Mario Kegler made Free Throw.,33,25
1:15,68,Marcus Dickinson Turnover.,33,25
1:14,344,Tyson Carter Steal.,33,25
1:12,344,Tyson Carter made Dunk.,35,25
1:09,68,Boise State  Timeout,35,25
0:57,68,James Reid made Jumper. Assisted by David Wacker.,35,27
0:29,68,Foul on Alex Hobbs.,35,27
0:29,344,I.J. Ready made Free Throw.,36,27
0:29,344,I.J. Ready made Free Throw.,37,27
0:00,68,Chandler Hutchison made Jumper.,37,29
0:00,68,End of 1st half,37,29
19:44,68,Justinian Jessup missed Three Point Jumper.,37,29
19:44,344,Aric Holman Defensive Rebound.,37,29
19:33,344,Mario Kegler made Jumper. Assisted by I.J. Ready.,39,29
19:10,68,Paris Austin Turnover.,39,29
19:09,344,Tyson Carter Steal.,39,29
19:07,344,Quinndary Weatherspoon made Dunk. Assisted by I.J. Ready.,41,29
18:50,344,Foul on Tyson Carter.,41,29
18:43,344,Foul on Tyson Carter.,41,29
18:43,68,Chandler Hutchison made Free Throw.,41,30
18:43,68,Chandler Hutchison made Free Throw.,41,31
18:31,344,Mario Kegler Turnover.,41,31
18:24,68,Paris Austin made Layup.,41,33
18:02,344,Tyson Carter made Three Point Jumper. Assisted by I.J. Ready.,44,33
17:46,68,Paris Austin Turnover.,44,33
17:45,344,I.J. Ready Steal.,44,33
17:36,344,Aric Holman made Dunk. Assisted by Quinndary Weatherspoon.,46,33
17:17,68,Chandler Hutchison Turnover.,46,33
16:59,344,Foul on Quinndary Weatherspoon.,46,33
16:59,344,Quinndary Weatherspoon Turnover.,46,33
16:35,68,Paris Austin missed Layup.,46,33
16:35,344,Quinndary Weatherspoon Defensive Rebound.,46,33
16:30,68,Foul on Paris Austin.,46,33
16:01,344,I.J. Ready made Three Point Jumper. Assisted by Eli Wright.,49,33
15:49,68,Nick Duncan missed Three Point Jumper.,49,33
15:49,344,Schnider Herard Defensive Rebound.,49,33
15:44,68,Official TV Timeout,49,33
15:18,344,Tyson Carter made Jumper.,51,33
14:50,68,Justinian Jessup made Three Point Jumper.,51,36
14:43,68,Foul on Justinian Jessup.,51,36
14:43,344,Tyson Carter made Free Throw.,52,36
14:43,344,Tyson Carter made Free Throw.,53,36
14:23,344,Foul on Lamar Peters.,53,36
14:16,68,Nick Duncan Turnover.,53,36
14:15,344,Quinndary Weatherspoon Steal.,53,36
14:13,344,Quinndary Weatherspoon made Dunk.,55,36
13:54,68,Nick Duncan made Three Point Jumper. Assisted by David Wacker.,55,39
13:28,68,Foul on Nick Duncan.,55,39
13:23,344,Aric Holman missed Layup.,55,39
13:23,344,Aric Holman Offensive Rebound.,55,39
13:21,344,Aric Holman made Two Point Tip Shot.,57,39
13:12,68,Chandler Hutchison made Layup.,57,41
12:45,344,Aric Holman Turnover.,57,41
12:44,68,Justinian Jessup Steal.,57,41
12:41,68,Chandler Hutchison made Layup. Assisted by Alex Hobbs.,57,43
12:15,344,Lamar Peters missed Three Point Jumper.,57,43
12:15,344,Lamar Peters Offensive Rebound.,57,43
12:09,68,Foul on Chandler Hutchison.,57,43
11:51,344,Tyson Carter missed Three Point Jumper.,57,43
11:51,68,Paris Austin Defensive Rebound.,57,43
11:40,68,Paris Austin made Layup.,57,45
11:19,344,Quinndary Weatherspoon made Layup.,59,45
11:06,68,Nick Duncan made Three Point Jumper. Assisted by Alex Hobbs.,59,48
10:48,68,Foul on Chandler Hutchison.,59,48
10:48,68,Official TV Timeout,59,48
10:31,344,Mario Kegler made Jumper.,61,48
10:12,344,Foul on Lamar Peters.,61,48
10:06,68,Alex Hobbs missed Jumper.,61,48
10:06,344,Quinndary Weatherspoon Defensive Rebound.,61,48
9:44,344,Tyson Carter missed Layup.,61,48
9:44,68,Zach Haney Defensive Rebound.,61,48
9:37,68,Paris Austin made Layup.,61,50
9:25,344,E.J. Datcher missed Jumper.,61,50
9:25,68,Chandler Hutchison Defensive Rebound.,61,50
9:20,344,Mississippi St  Timeout,61,50
8:57,68,Zach Haney made Jumper. Assisted by Paris Austin.,61,52
8:38,344,I.J. Ready made Jumper.,63,52
8:14,68,Justinian Jessup Turnover.,63,52
7:59,344,Tyson Carter missed Jumper.,63,52
7:59,68,Alex Hobbs Defensive Rebound.,63,52
7:50,68,Paris Austin made Layup.,63,54
7:30,68,Foul on Alex Hobbs.,63,54
7:30,68,Official TV Timeout,63,54
7:30,344,Eli Wright made Free Throw.,64,54
7:30,344,Eli Wright made Free Throw.,65,54
7:23,68,Nick Duncan made Three Point Jumper. Assisted by James Reid.,65,57
7:00,344,Aric Holman made Layup. Assisted by Quinndary Weatherspoon.,67,57
6:46,68,Alex Hobbs missed Jumper.,67,57
6:46,344,Mississippi St Defensive Rebound.,67,57
6:22,344,Mario Kegler made Three Point Jumper.,70,57
5:59,68,Paris Austin made Layup.,70,59
5:57,68,Boise State  Timeout,70,59
5:36,344,I.J. Ready missed Jumper.,70,59
5:36,68,Zach Haney Defensive Rebound.,70,59
5:26,68,James Reid missed Three Point Jumper.,70,59
5:26,344,Quinndary Weatherspoon Defensive Rebound.,70,59
5:08,344,Quinndary Weatherspoon missed Jumper.,70,59
5:08,344,Schnider Herard Offensive Rebound.,70,59
4:50,68,James Reid missed Three Point Jumper.,70,59
4:50,344,Aric Holman Defensive Rebound.,70,59
4:39,344,I.J. Ready missed Jumper.,70,59
4:39,344,I.J. Ready Offensive Rebound.,70,59
4:37,344,I.J. Ready made Layup.,72,59
4:37,68,Foul on James Reid.,72,59
4:37,344,I.J. Ready missed Free Throw.,72,59
4:37,68,Chandler Hutchison Defensive Rebound.,72,59
4:24,68,Nick Duncan missed Three Point Jumper.,72,59
4:24,344,Tyson Carter Defensive Rebound.,72,59
3:53,344,Schnider Herard Turnover.,72,59
3:53,68,Official TV Timeout,72,59
3:37,68,Nick Duncan made Three Point Jumper. Assisted by Paris Austin.,72,62
3:09,344,Quinndary Weatherspoon Turnover.,72,62
3:08,68,Alex Hobbs Steal.,72,62
3:04,68,Alex Hobbs missed Layup.,72,62
3:04,68,Alex Hobbs Offensive Rebound.,72,62
2:59,68,Alex Hobbs Turnover.,72,62
2:58,344,Quinndary Weatherspoon Steal.,72,62
2:58,68,Foul on Nick Duncan.,72,62
2:58,344,Quinndary Weatherspoon missed Free Throw.,72,62
2:58,68,Chandler Hutchison Defensive Rebound.,72,62
2:52,344,Foul on I.J. Ready.,72,62
2:52,68,Paris Austin missed Free Throw.,72,62
2:52,68,Boise State Deadball Team Rebound.,72,62
2:52,68,Paris Austin made Free Throw.,72,63
2:25,344,I.J. Ready missed Three Point Jumper.,72,63
2:25,68,Chandler Hutchison Defensive Rebound.,72,63
2:16,68,Paris Austin missed Layup.,72,63
2:16,344,I.J. Ready Defensive Rebound.,72,63
2:06,68,Foul on Nick Duncan.,72,63
2:06,344,Mario Kegler missed Free Throw.,72,63
2:06,68,Chandler Hutchison Defensive Rebound.,72,63
1:56,68,Paris Austin Turnover.,72,63
1:55,344,Quinndary Weatherspoon Steal.,72,63
1:46,344,Aric Holman made Dunk. Assisted by I.J. Ready.,74,63
1:40,344,Mississippi St  Timeout,74,63
1:34,68,Alex Hobbs missed Three Point Jumper.,74,63
1:34,344,Tyson Carter Defensive Rebound.,74,63
1:21,68,Foul on Alex Hobbs.,74,63
1:21,344,Tyson Carter made Free Throw.,75,63
1:21,344,Tyson Carter made Free Throw.,76,63
1:15,68,Paris Austin Turnover.,76,63
1:14,344,I.J. Ready Steal.,76,63
1:11,344,Tyson Carter made Dunk. Assisted by I.J. Ready.,78,63
1:02,68,Zach Haney made Three Point Jumper. Assisted by Alex Hobbs.,78,66
0:41,344,I.J. Ready made Jumper.,80,66
0:29,68,Paris Austin made Layup.,80,68
0:00,68,End of Game,80,68
