Southeast Missouri State,71,Bradley,2546
10:17,71,Luuk van Bree missed Jumper.,14,19
10:17,2546,Trey Kellum Defensive Rebound.,14,19
10:07,2546,Denzel Mahoney missed Jumper.,14,19
10:07,71,Dwayne Lautier-Ogunleye Defensive Rebound.,14,19
9:48,71,Dwayne Lautier-Ogunleye made Jumper.,14,21
9:31,71,Foul on Luuk van Bree.,14,21
9:28,2546,Antonius Cleveland missed Free Throw.,14,21
9:28,2546,SE Missouri St Deadball Team Rebound.,14,21
9:28,2546,Antonius Cleveland missed Free Throw.,14,21
9:28,71,Alex Foster Defensive Rebound.,14,21
9:03,71,JoJo McGlaston missed Jumper.,14,21
9:03,71,JoJo McGlaston Offensive Rebound.,14,21
8:51,71,JoJo McGlaston made Two Point Tip Shot.,14,23
8:46,71,Foul on Dwayne Lautier-Ogunleye.,14,23
8:46,2546,Jamaal Calvin missed Jumper.,14,23
8:46,71,JoJo McGlaston Defensive Rebound.,14,23
8:46,2546,Foul on Trey Kellum.,14,23
8:35,71,Dwayne Lautier-Ogunleye missed Three Point Jumper.,14,23
8:35,2546,Trey Kellum Defensive Rebound.,14,23
8:20,71,Foul on Luuk van Bree.,14,23
8:19,2546,Denzel Mahoney made Free Throw.,15,23
8:19,2546,Denzel Mahoney made Free Throw.,16,23
8:01,71,Koch Bar Turnover.,16,23
7:56,2546,Trey Kellum missed Jumper.,16,23
7:56,71,Donte Thomas Block.,16,23
7:53,71,Alex Foster Defensive Rebound.,16,23
7:42,71,Alex Foster made Jumper. Assisted by Donte Thomas.,16,25
7:21,2546,Denzel Mahoney missed Jumper.,16,25
7:21,71,Donte Thomas Defensive Rebound.,16,25
7:07,71,Darrell Brown Turnover.,16,25
7:07,2546,SE Missouri St  Timeout,16,25
6:49,2546,Jamaal Calvin made Three Point Jumper. Assisted by Milos Vranes.,19,25
6:30,71,JoJo McGlaston made Jumper.,19,27
6:15,2546,Daniel Simmons made Three Point Jumper. Assisted by Jamaal Calvin.,22,27
5:44,71,Ronnie Suggs missed Three Point Jumper.,22,27
5:44,2546,Antonius Cleveland Defensive Rebound.,22,27
5:35,2546,Daniel Simmons Turnover.,22,27
5:35,2546,Foul on Daniel Simmons.,22,27
5:12,71,Donte Thomas made Dunk. Assisted by Darrell Brown.,22,29
5:01,2546,Antonius Cleveland made Layup.,24,29
4:59,71,Bradley  Timeout,24,29
4:29,71,Dwayne Lautier-Ogunleye missed Three Point Jumper.,24,29
4:29,2546,Dondre Duffus Defensive Rebound.,24,29
4:16,71,Foul on Dwayne Lautier-Ogunleye.,24,29
4:16,2546,Antonius Cleveland made Free Throw.,25,29
4:16,2546,Antonius Cleveland missed Free Throw.,25,29
4:16,71,Koch Bar Defensive Rebound.,25,29
3:58,71,Darrell Brown missed Three Point Jumper.,25,29
3:58,2546,Trey Kellum Defensive Rebound.,25,29
3:38,71,Foul on Koch Bar.,25,29
3:38,2546,SE Missouri St  Timeout,25,29
3:38,2546,Trey Kellum made Free Throw.,26,29
3:38,2546,Trey Kellum made Free Throw.,27,29
3:12,2546,Foul on Dondre Duffus.,27,29
3:12,71,Darrell Brown made Free Throw.,27,30
3:12,71,Darrell Brown made Free Throw.,27,31
2:47,2546,Jonathan Dalton made Three Point Jumper. Assisted by Milos Vranes.,30,31
2:18,71,Ronnie Suggs made Jumper.,30,33
1:57,71,Foul on Ronnie Suggs.,30,33
1:57,2546,Daniel Simmons missed Free Throw.,30,33
1:57,2546,SE Missouri St Deadball Team Rebound.,30,33
1:57,2546,Daniel Simmons made Free Throw.,31,33
1:43,71,Jayden Hodgson missed Three Point Jumper.,31,33
1:43,2546,Jamaal Calvin Defensive Rebound.,31,33
1:35,2546,Milos Vranes missed Three Point Jumper.,31,33
1:35,71,Jayden Hodgson Defensive Rebound.,31,33
1:20,71,JoJo McGlaston made Three Point Jumper.,31,36
0:59,2546,Trey Kellum made Jumper. Assisted by Antonius Cleveland.,33,36
0:44,71,Donte Thomas made Jumper. Assisted by Darrell Brown.,33,38
0:38,2546,Daniel Simmons made Jumper.,35,38
0:06,71,Darrell Brown missed Jumper.,35,38
0:06,2546,Jamaal Calvin Defensive Rebound.,35,38
0:00,2546,Jamaal Calvin missed Three Point Jumper.,35,38
0:00,71,Jayden Hodgson Defensive Rebound.,35,38
0:00,71,End of 1st half,35,38
19:31,71,Koch Bar made Jumper.,35,40
19:11,2546,Jamaal Calvin missed Jumper.,35,40
19:11,71,JoJo McGlaston Defensive Rebound.,35,40
18:41,71,Antoine Pittman Turnover.,35,40
18:39,2546,Jamaal Calvin Steal.,35,40
18:36,2546,Jamaal Calvin missed Layup.,35,40
18:36,71,Antoine Pittman Defensive Rebound.,35,40
18:31,71,Darrell Brown made Jumper. Assisted by Luuk van Bree.,35,42
18:18,71,Foul on Luuk van Bree.,35,42
18:07,2546,Jamaal Calvin missed Three Point Jumper.,35,42
18:07,71,Koch Bar Defensive Rebound.,35,42
17:50,71,JoJo McGlaston missed Layup.,35,42
17:50,2546,Dondre Duffus Block.,35,42
17:50,71,Bradley Offensive Rebound.,35,42
17:46,71,Koch Bar missed Jumper.,35,42
17:46,2546,Denzel Mahoney Defensive Rebound.,35,42
17:36,2546,Dondre Duffus made Jumper.,37,42
17:07,2546,Foul on Antonius Cleveland.,37,42
17:07,71,Koch Bar made Free Throw.,37,43
17:07,71,Koch Bar missed Free Throw.,37,43
17:07,2546,Dondre Duffus Defensive Rebound.,37,43
16:53,2546,Dondre Duffus missed Jumper.,37,43
16:53,2546,Trey Kellum Offensive Rebound.,37,43
16:50,2546,Trey Kellum missed Jumper.,37,43
16:50,71,Koch Bar Defensive Rebound.,37,43
16:43,71,Darrell Brown Turnover.,37,43
16:30,2546,Jonathan Dalton missed Three Point Jumper.,37,43
16:30,71,Darrell Brown Defensive Rebound.,37,43
16:18,71,Koch Bar Turnover.,37,43
16:01,2546,Trey Kellum missed Jumper.,37,43
16:01,71,Bradley Defensive Rebound.,37,43
15:59,71,Bradley  Timeout,37,43
15:37,71,Darrell Brown Turnover.,37,43
15:36,2546,Trey Kellum Steal.,37,43
15:26,2546,Denzel Mahoney missed Three Point Jumper.,37,43
15:26,71,Donte Thomas Defensive Rebound.,37,43
15:03,71,Antoine Pittman missed Three Point Jumper.,37,43
15:03,71,Donte Thomas Offensive Rebound.,37,43
14:59,2546,Foul on Trey Kellum.,37,43
14:45,71,Dwayne Lautier-Ogunleye missed Jumper.,37,43
14:45,2546,Milos Vranes Defensive Rebound.,37,43
14:21,2546,Antonius Cleveland missed Jumper.,37,43
14:21,71,Darrell Brown Defensive Rebound.,37,43
14:12,71,Donte Thomas made Layup. Assisted by Darrell Brown.,37,45
14:12,2546,Foul on Trey Kellum.,37,45
14:12,71,Donte Thomas missed Free Throw.,37,45
14:12,71,Dwayne Lautier-Ogunleye Offensive Rebound.,37,45
14:10,71,Dwayne Lautier-Ogunleye missed Jumper.,37,45
14:10,71,Alex Foster Offensive Rebound.,37,45
14:06,71,Alex Foster made Jumper.,37,47
13:47,2546,Antonius Cleveland made Layup.,39,47
13:39,2546,Foul on William Tchiengang.,39,47
13:35,71,Alex Foster Turnover.,39,47
13:35,71,Foul on Alex Foster.,39,47
13:11,2546,Daniel Simmons made Three Point Jumper.,42,47
12:51,71,Darrell Brown Turnover.,42,47
12:50,2546,Jamaal Calvin Steal.,42,47
12:48,71,Foul on Donte Thomas.,42,47
12:48,2546,William Tchiengang made Free Throw.,43,47
12:48,2546,William Tchiengang made Free Throw.,44,47
12:18,71,Dwayne Lautier-Ogunleye made Jumper.,44,49
11:57,2546,Daniel Simmons missed Three Point Jumper.,44,49
11:57,71,JoJo McGlaston Defensive Rebound.,44,49
11:37,71,Koch Bar missed Jumper.,44,49
11:37,71,Koch Bar Offensive Rebound.,44,49
11:37,71,Bradley  Timeout,44,49
11:35,2546,Foul on William Tchiengang.,44,49
11:28,71,JoJo McGlaston made Three Point Jumper. Assisted by Dwayne Lautier-Ogunleye.,44,52
11:07,2546,Daniel Simmons missed Jumper.,44,52
11:07,71,Koch Bar Block.,44,52
11:05,71,Dwayne Lautier-Ogunleye Defensive Rebound.,44,52
10:54,71,Luuk van Bree Turnover.,44,52
10:37,2546,Daniel Simmons Turnover.,44,52
10:21,71,Dwayne Lautier-Ogunleye missed Jumper.,44,52
10:21,71,Dwayne Lautier-Ogunleye Offensive Rebound.,44,52
10:21,2546,Foul on Trey Kellum.,44,52
10:21,71,Dwayne Lautier-Ogunleye made Free Throw.,44,53
10:21,71,Dwayne Lautier-Ogunleye made Free Throw.,44,54
10:06,2546,Daniel Simmons missed Jumper.,44,54
10:06,71,Luuk van Bree Defensive Rebound.,44,54
9:40,71,JoJo McGlaston made Three Point Jumper. Assisted by Luuk van Bree.,44,57
9:32,2546,Daniel Simmons made Jumper.,46,57
9:32,71,Foul on Koch Bar.,46,57
9:32,2546,Daniel Simmons missed Free Throw.,46,57
9:32,71,Koch Bar Defensive Rebound.,46,57
9:15,71,JoJo McGlaston Turnover.,46,57
9:06,2546,Jonathan Dalton made Layup.,48,57
8:49,71,Dwayne Lautier-Ogunleye made Layup.,48,59
8:33,2546,Antonius Cleveland made Layup.,50,59
8:33,71,Foul on Koch Bar.,50,59
8:33,2546,Antonius Cleveland made Free Throw.,51,59
8:13,2546,Foul on Antonius Cleveland.,51,59
8:13,71,JoJo McGlaston made Free Throw.,51,60
8:13,71,JoJo McGlaston made Free Throw.,51,61
7:55,2546,Antonius Cleveland missed Jumper.,51,61
7:55,71,Alex Foster Block.,51,61
7:52,2546,Antonius Cleveland Offensive Rebound.,51,61
7:49,2546,Antonius Cleveland made Layup.,53,61
7:41,71,JoJo McGlaston made Layup. Assisted by Luuk van Bree.,53,63
7:19,2546,Jonathan Dalton missed Three Point Jumper.,53,63
7:19,71,Dwayne Lautier-Ogunleye Defensive Rebound.,53,63
6:58,2546,Foul on Jonathan Dalton.,53,63
6:58,71,Bradley  Timeout,53,63
6:58,71,Darrell Brown made Free Throw.,53,64
6:58,71,Darrell Brown made Free Throw.,53,65
6:41,2546,Denzel Mahoney made Jumper. Assisted by Jonathan Dalton.,55,65
6:24,2546,Foul on Jonathan Dalton.,55,65
6:24,71,Luuk van Bree missed Free Throw.,55,65
6:24,2546,Denzel Mahoney Defensive Rebound.,55,65
6:23,71,Foul on Donte Thomas.,55,65
6:10,2546,Antonius Cleveland missed Jumper.,55,65
6:10,71,Bradley Defensive Rebound.,55,65
5:57,71,Donte Thomas missed Three Point Jumper.,55,65
5:57,2546,Daniel Simmons Defensive Rebound.,55,65
5:39,71,Foul on Luuk van Bree.,55,65
5:39,2546,Denzel Mahoney made Free Throw.,56,65
5:39,2546,Denzel Mahoney made Free Throw.,57,65
5:18,2546,Foul on Trey Kellum.,57,65
5:18,71,Dwayne Lautier-Ogunleye made Free Throw.,57,66
5:18,71,Dwayne Lautier-Ogunleye made Free Throw.,57,67
5:04,2546,Jonathan Dalton made Layup.,59,67
4:35,71,JoJo McGlaston made Dunk. Assisted by Donte Thomas.,59,69
4:21,2546,Jonathan Dalton Turnover.,59,69
4:20,71,Antoine Pittman Steal.,59,69
3:55,71,Antoine Pittman made Three Point Jumper. Assisted by Darrell Brown.,59,72
3:35,71,Foul on Antoine Pittman.,59,72
3:34,2546,SE Missouri St  Timeout,59,72
3:34,2546,Antonius Cleveland missed Free Throw.,59,72
3:34,71,Donte Thomas Defensive Rebound.,59,72
3:32,2546,Foul on Denzel Mahoney.,59,72
3:32,71,Donte Thomas made Free Throw.,59,73
3:32,71,Donte Thomas missed Free Throw.,59,73
3:32,71,Donte Thomas Offensive Rebound.,59,73
3:17,71,Bradley  Timeout,59,73
3:02,71,Dwayne Lautier-Ogunleye missed Layup.,59,73
3:02,2546,Antonius Cleveland Defensive Rebound.,59,73
2:58,2546,Antonius Cleveland Turnover.,59,73
2:58,71,Dwayne Lautier-Ogunleye Steal.,59,73
2:47,2546,Foul on Denzel Mahoney.,59,73
2:47,71,Darrell Brown missed Free Throw.,59,73
2:47,71,Bradley Deadball Team Rebound.,59,73
2:47,71,Darrell Brown made Free Throw.,59,74
2:40,2546,Antonius Cleveland made Layup.,61,74
2:23,2546,Foul on Jonathan Dalton.,61,74
2:23,71,Dwayne Lautier-Ogunleye missed Free Throw.,61,74
2:23,71,Bradley Deadball Team Rebound.,61,74
2:23,71,Dwayne Lautier-Ogunleye made Free Throw.,61,75
2:20,2546,Milos Vranes made Layup. Assisted by Jonathan Dalton.,63,75
2:18,71,Foul on Koch Bar.,63,75
2:18,2546,Milos Vranes missed Free Throw.,63,75
2:18,71,Koch Bar Defensive Rebound.,63,75
1:53,71,Darrell Brown missed Jumper.,63,75
1:53,2546,Milos Vranes Defensive Rebound.,63,75
1:43,2546,Denzel Mahoney made Jumper. Assisted by Jamaal Calvin.,65,75
1:43,2546,SE Missouri St  Timeout,65,75
1:35,2546,Foul on Jamaal Calvin.,65,75
1:33,71,Luuk van Bree made Free Throw.,65,76
1:33,71,Luuk van Bree missed Free Throw.,65,76
1:33,2546,Milos Vranes Defensive Rebound.,65,76
1:26,2546,Daniel Simmons Turnover.,65,76
1:24,71,Luuk van Bree Steal.,65,76
1:24,71,Bradley  Timeout,65,76
1:20,2546,Foul on Antonius Cleveland.,65,76
1:20,71,Dwayne Lautier-Ogunleye made Free Throw.,65,77
1:20,71,Dwayne Lautier-Ogunleye made Free Throw.,65,78
1:17,2546,Daniel Simmons made Three Point Jumper. Assisted by Jonathan Dalton.,68,78
1:12,2546,SE Missouri St  Timeout,68,78
1:08,71,Dwayne Lautier-Ogunleye Turnover.,68,78
1:06,2546,Jamaal Calvin Steal.,68,78
1:06,2546,Daniel Simmons made Free Throw.,70,78
1:06,2546,Daniel Simmons made Free Throw.,69,78
1:06,71,Foul on Luuk van Bree.,68,78
1:04,2546,Foul on Antonius Cleveland.,70,78
1:04,71,Dwayne Lautier-Ogunleye missed Free Throw.,70,78
1:04,71,Bradley Deadball Team Rebound.,70,78
1:04,71,Dwayne Lautier-Ogunleye made Free Throw.,70,79
0:56,2546,Jonathan Dalton missed Jumper.,70,79
0:56,2546,Antonius Cleveland Offensive Rebound.,70,79
0:53,71,Foul on Ronnie Suggs.,70,79
0:53,2546,Antonius Cleveland missed Free Throw.,70,79
0:53,2546,SE Missouri St Deadball Team Rebound.,70,79
0:53,2546,Antonius Cleveland missed Free Throw.,70,79
0:53,71,JoJo McGlaston Defensive Rebound.,70,79
0:49,71,Darrell Brown missed Free Throw.,70,79
0:49,2546,Foul on Jamaal Calvin.,70,79
0:49,71,Bradley Deadball Team Rebound.,70,79
0:49,71,Darrell Brown missed Free Throw.,70,79
0:49,2546,Dondre Duffus Defensive Rebound.,70,79
0:46,2546,Jonathan Dalton missed Layup.,70,79
0:46,71,Dwayne Lautier-Ogunleye Defensive Rebound.,70,79
0:43,2546,Foul on Denzel Mahoney.,70,79
0:38,71,Dwayne Lautier-Ogunleye missed Free Throw.,70,79
0:38,71,Bradley Deadball Team Rebound.,70,79
0:38,71,Dwayne Lautier-Ogunleye made Free Throw.,70,80
0:31,2546,Dondre Duffus made Layup.,72,80
0:31,2546,SE Missouri St  Timeout,72,80
0:27,2546,Foul on Denzel Mahoney.,72,80
0:27,71,Ronnie Suggs made Free Throw.,72,81
0:27,71,Ronnie Suggs missed Free Throw.,72,81
0:27,2546,Daniel Simmons Defensive Rebound.,72,81
0:18,2546,Dondre Duffus made Layup.,74,81
0:14,2546,Foul on Dondre Duffus.,74,81
0:14,71,Darrell Brown made Free Throw.,74,82
0:14,71,Darrell Brown made Free Throw.,74,83
0:09,2546,Dondre Duffus made Layup.,76,83
0:05,2546,Foul on Milos Vranes.,76,83
0:05,71,Dwayne Lautier-Ogunleye missed Free Throw.,76,83
0:05,71,Bradley Deadball Team Rebound.,76,83
0:05,71,Dwayne Lautier-Ogunleye made Free Throw.,76,84
0:00,2546,Jonathan Dalton made Jumper.,78,84
0:00,71,End of Game,78,84
