North Carolina,62,Hawai'i,153
11:53,62,Official TV Timeout,54,42
11:42,62,Noah Allen made Layup.,54,44
11:26,153,Kennedy Meeks made Jumper.,56,44
11:16,153,Foul on Brandon Robinson.,56,44
11:16,153,Foul on Brandon Robinson.,56,44
10:53,62,Noah Allen made Three Point Jumper.,56,47
10:32,153,Isaiah Hicks made Layup. Assisted by Joel Berry II.,58,47
10:01,62,Gibson Johnson made Jumper. Assisted by Zigmars Raimo.,58,49
9:51,62,Foul on Noah Allen.,58,49
9:47,62,Foul on Gibson Johnson.,58,49
9:47,153,Isaiah Hicks made Free Throw.,59,49
9:47,153,Isaiah Hicks made Free Throw.,60,49
9:22,62,Noah Allen missed Jumper.,60,49
9:22,153,Kenny Williams Defensive Rebound.,60,49
9:14,153,Kennedy Meeks made Layup. Assisted by Joel Berry II.,62,49
8:44,153,Foul on Isaiah Hicks.,62,49
8:34,153,Foul on Justin Jackson.,62,49
8:34,62,Noah Allen missed Free Throw.,62,49
8:34,153,Kennedy Meeks Defensive Rebound.,62,49
8:24,153,Isaiah Hicks made Dunk. Assisted by Kenny Williams.,64,49
7:56,62,Sheriff Drammeh Turnover.,64,49
7:56,62,Official TV Timeout,64,49
7:48,153,Foul on Justin Jackson.,64,49
7:48,153,Justin Jackson Turnover.,64,49
7:37,153,Foul on Isaiah Hicks.,64,49
7:37,62,Jack Purchase made Free Throw.,64,50
7:37,62,Jack Purchase made Free Throw.,64,51
7:28,153,Isaiah Hicks Turnover.,64,51
7:28,62,Jack Purchase Steal.,64,51
7:18,62,Brocke Stepteau Turnover.,64,51
7:18,153,Kennedy Meeks Steal.,64,51
7:13,153,Kennedy Meeks Turnover.,64,51
6:56,62,Noah Allen made Layup. Assisted by Jack Purchase.,64,53
6:39,153,Foul on Joel Berry II.,64,53
6:39,153,Joel Berry II Turnover.,64,53
6:25,62,Sheriff Drammeh made Three Point Jumper. Assisted by Noah Allen.,64,56
6:08,153,Kennedy Meeks made Layup. Assisted by Joel Berry II.,66,56
5:56,153,Foul on Nate Britt.,66,56
5:56,62,Sheriff Drammeh made Free Throw.,66,57
5:56,62,Sheriff Drammeh made Free Throw.,66,58
5:45,153,Nate Britt made Three Point Jumper. Assisted by Justin Jackson.,69,58
5:17,62,Sheriff Drammeh missed Jumper.,69,58
5:17,153,Justin Jackson Defensive Rebound.,69,58
5:11,153,Joel Berry II made Jumper.,71,58
4:53,62,Gibson Johnson missed Jumper.,71,58
4:53,153,Joel Berry II Defensive Rebound.,71,58
4:38,153,Justin Jackson made Three Point Jumper. Assisted by Isaiah Hicks.,74,58
4:28,62,Hawai'i  Timeout,74,58
4:16,62,Sheriff Drammeh made Jumper. Assisted by Noah Allen.,74,60
4:02,153,Foul on Tony Bradley.,74,60
4:02,153,Tony Bradley Turnover.,74,60
3:50,153,Foul on Isaiah Hicks.,74,60
3:50,62,Gibson Johnson made Free Throw.,74,61
3:50,62,Gibson Johnson missed Free Throw.,74,61
3:50,153,Tony Bradley Defensive Rebound.,74,61
3:35,153,Tony Bradley missed Jumper.,74,61
3:35,153,Tony Bradley Offensive Rebound.,74,61
3:30,153,Nate Britt made Three Point Jumper. Assisted by Tony Bradley.,77,61
3:01,62,Noah Allen made Layup. Assisted by Brocke Stepteau.,77,63
2:44,153,Justin Jackson missed Three Point Jumper.,77,63
2:44,153,Joel Berry II Offensive Rebound.,77,63
2:32,153,Joel Berry II missed Jumper.,77,63
2:32,153,Tony Bradley Offensive Rebound.,77,63
2:25,153,Tony Bradley made Jumper.,79,63
2:12,62,Noah Allen missed Layup.,79,63
2:12,153,Tony Bradley Defensive Rebound.,79,63
2:00,153,Kenny Williams missed Jumper.,79,63
2:00,153,Tony Bradley Offensive Rebound.,79,63
2:00,153,Tony Bradley missed Two Point Tip Shot.,79,63
2:00,153,Tony Bradley Offensive Rebound.,79,63
1:53,62,Foul on Sheriff Drammeh.,79,63
1:36,153,Justin Jackson made Jumper. Assisted by Joel Berry II.,81,63
1:19,62,Jack Purchase made Three Point Jumper. Assisted by Brocke Stepteau.,81,66
1:03,153,Nate Britt made Jumper.,83,66
0:50,62,Brocke Stepteau missed Jumper.,83,66
0:50,153,Seventh Woods Defensive Rebound.,83,66
0:24,153,Kenny Williams Turnover.,83,66
0:24,62,Sheriff Drammeh Steal.,83,66
0:19,62,Sheriff Drammeh made Layup.,83,68
0:00,62,End of Game,83,68
