New Mexico State,167,New Mexico,166
18:28,167,Tim Williams Offensive Rebound.,30,31
18:25,167,Tim Williams missed Two Point Tip Shot.,30,31
18:25,166,Jalyn Pennie Defensive Rebound.,30,31
18:21,166,Ian Baker made Three Point Jumper. Assisted by Jalyn Pennie.,33,31
18:12,167,Sam Logwood made Jumper.,33,33
18:12,166,Foul on Johnathon Wilkins.,33,33
18:12,167,Sam Logwood missed Free Throw.,33,33
18:12,166,Jemerrio Jones Defensive Rebound.,33,33
17:57,166,Sidy N'Dir Turnover.,33,33
17:43,167,Elijah Brown missed Jumper.,33,33
17:43,166,Jemerrio Jones Defensive Rebound.,33,33
17:36,166,Jemerrio Jones missed Layup.,33,33
17:36,167,Sam Logwood Defensive Rebound.,33,33
17:22,167,Obij Aget missed Layup.,33,33
17:22,167,New Mexico Offensive Rebound.,33,33
17:10,167,Tim Williams missed Jumper.,33,33
17:10,166,Jemerrio Jones Defensive Rebound.,33,33
16:48,166,Jemerrio Jones missed Three Point Jumper.,33,33
16:48,167,Sam Logwood Defensive Rebound.,33,33
16:42,167,Foul on Jordan Hunter.,33,33
16:42,167,Jordan Hunter Turnover.,33,33
16:33,166,Sidy N'Dir Turnover.,33,33
16:32,167,Jalen Harris Steal.,33,33
16:31,166,Foul on Ian Baker.,33,33
16:28,167,Elijah Brown made Jumper. Assisted by Jalen Harris.,33,35
16:08,166,Ian Baker missed Jumper.,33,35
16:08,167,Obij Aget Defensive Rebound.,33,35
16:00,166,Foul on Matt Taylor.,33,35
15:50,167,Elijah Brown made Jumper.,33,37
15:28,167,Foul on Jalen Harris.,33,37
15:28,166,New Mexico St  Timeout,33,37
15:28,166,New Mexico St  Turnover.,33,37
15:20,166,Foul on Matt Taylor.,33,37
15:08,167,Elijah Brown missed Jumper.,33,37
15:08,166,Sidy N'Dir Defensive Rebound.,33,37
14:50,166,Matt Taylor missed Three Point Jumper.,33,37
14:50,167,Tim Williams Defensive Rebound.,33,37
14:31,167,Jalen Harris Turnover.,33,37
14:30,166,Eli Chuha Steal.,33,37
14:23,167,Foul on Obij Aget.,33,37
14:03,166,Jermaine Haley missed Three Point Jumper.,33,37
14:03,167,Elijah Brown Defensive Rebound.,33,37
13:57,167,Elijah Brown missed Layup.,33,37
13:57,167,Connor MacDougall Offensive Rebound.,33,37
13:55,166,Foul on Sidy N'Dir.,33,37
13:55,167,Connor MacDougall missed Free Throw.,33,37
13:55,167,New Mexico Deadball Team Rebound.,33,37
13:55,167,Connor MacDougall made Free Throw.,33,38
13:37,166,Jermaine Haley Turnover.,33,38
13:14,167,Damien Jefferson made Jumper.,33,40
13:01,167,Foul on Connor MacDougall.,33,40
12:51,166,Ian Baker missed Three Point Jumper.,33,40
12:51,167,New Mexico Defensive Rebound.,33,40
12:32,166,Foul on Johnathon Wilkins.,33,40
12:32,166,Foul on Jermaine Haley.,33,40
12:32,167,Sam Logwood made Free Throw.,33,41
12:32,167,Sam Logwood made Free Throw.,33,42
12:25,167,Foul on Joe Furstinger.,33,42
12:17,167,Foul on Connor MacDougall.,33,42
12:17,166,Sidy N'Dir Turnover.,33,42
11:59,167,Sam Logwood made Jumper.,33,44
11:50,166,New Mexico St  Timeout,33,44
11:29,166,New Mexico St  Timeout,33,44
11:24,167,Foul on Jalen Harris.,33,44
11:24,166,Ian Baker made Free Throw.,34,44
11:24,166,Ian Baker missed Free Throw.,34,44
11:24,167,Sam Logwood Defensive Rebound.,34,44
11:01,166,Foul on Jalyn Pennie.,34,44
11:01,167,Damien Jefferson missed Free Throw.,34,44
11:01,166,New Mexico St Defensive Rebound.,34,44
10:50,166,Ian Baker made Layup.,36,44
10:23,166,Foul on Chancellor Ellis.,36,44
10:23,167,Damien Jefferson missed Free Throw.,36,44
10:23,167,New Mexico Deadball Team Rebound.,36,44
10:23,167,Damien Jefferson missed Free Throw.,36,44
10:23,166,Jalyn Pennie Defensive Rebound.,36,44
10:16,166,Chancellor Ellis missed Three Point Jumper.,36,44
10:16,167,Jalen Harris Defensive Rebound.,36,44
10:08,167,Elijah Brown missed Three Point Jumper.,36,44
10:08,167,Obij Aget Offensive Rebound.,36,44
10:04,166,Foul on Tanveer Bhullar.,36,44
10:04,167,Tim Williams missed Free Throw.,36,44
10:04,167,New Mexico Deadball Team Rebound.,36,44
10:04,167,Tim Williams missed Free Throw.,36,44
10:04,166,Tanveer Bhullar Defensive Rebound.,36,44
9:42,166,Jalyn Pennie made Three Point Jumper. Assisted by Chancellor Ellis.,39,44
9:14,167,Jalen Harris Turnover.,39,44
9:13,166,Jalyn Pennie Steal.,39,44
9:11,166,Sidy N'Dir made Layup.,41,44
9:11,167,Foul on Damien Jefferson.,41,44
9:11,167,New Mexico  Timeout,41,44
9:11,166,Sidy N'Dir made Free Throw.,42,44
8:54,166,Foul on Eli Chuha.,42,44
8:54,167,Tim Williams made Free Throw.,42,45
8:54,167,Tim Williams made Free Throw.,42,46
8:39,166,Jalyn Pennie missed Three Point Jumper.,42,46
8:39,167,Damien Jefferson Defensive Rebound.,42,46
8:24,167,Tim Williams made Layup. Assisted by Obij Aget.,42,48
8:15,166,Ian Baker made Jumper.,44,48
7:55,167,Elijah Brown missed Three Point Jumper.,44,48
7:55,166,Tanveer Bhullar Defensive Rebound.,44,48
7:31,166,Ian Baker missed Jumper.,44,48
7:31,166,Tanveer Bhullar Offensive Rebound.,44,48
7:28,166,Tanveer Bhullar missed Layup.,44,48
7:28,166,Tanveer Bhullar Offensive Rebound.,44,48
7:28,167,Foul on Obij Aget.,44,48
7:28,166,New Mexico St  Timeout,44,48
7:28,166,Tanveer Bhullar missed Free Throw.,44,48
7:28,166,Eli Chuha Offensive Rebound.,44,48
7:05,166,Sidy N'Dir missed Three Point Jumper.,44,48
7:05,166,Jermaine Haley Offensive Rebound.,44,48
6:47,166,Sidy N'Dir Turnover.,44,48
6:44,167,Damien Jefferson Steal.,44,48
6:38,167,Elijah Brown made Three Point Jumper. Assisted by Jordan Hunter.,44,51
6:20,166,Sidy N'Dir missed Jumper.,44,51
6:20,167,Obij Aget Block.,44,51
6:20,166,Tanveer Bhullar Offensive Rebound.,44,51
6:20,167,Foul on Tim Williams.,44,51
6:20,166,Tanveer Bhullar missed Free Throw.,44,51
6:20,166,New Mexico St Deadball Team Rebound.,44,51
6:20,166,Tanveer Bhullar made Free Throw.,45,51
6:02,167,Tim Williams made Jumper. Assisted by Sam Logwood.,45,53
5:52,166,Ian Baker made Three Point Jumper.,48,53
5:42,166,Foul on Tanveer Bhullar.,48,53
5:42,167,Elijah Brown missed Free Throw.,48,53
5:42,167,New Mexico Deadball Team Rebound.,48,53
5:42,167,Elijah Brown made Free Throw.,48,54
5:19,167,Foul on Obij Aget.,48,54
5:19,166,Ian Baker made Free Throw.,49,54
5:19,166,Ian Baker missed Free Throw.,49,54
5:19,166,Eli Chuha Offensive Rebound.,49,54
5:01,166,Ian Baker Turnover.,49,54
4:40,167,Tim Williams made Jumper.,49,56
4:21,166,Matt Taylor missed Three Point Jumper.,49,56
4:21,167,Elijah Brown Defensive Rebound.,49,56
4:15,166,Foul on Sidy N'Dir.,49,56
4:15,167,Elijah Brown made Free Throw.,49,57
4:15,167,Elijah Brown made Free Throw.,49,58
4:13,166,Eli Chuha missed Jumper.,49,58
4:13,167,Jordan Hunter Defensive Rebound.,49,58
4:04,167,Tim Williams missed Jumper.,49,58
4:04,167,Connor MacDougall Offensive Rebound.,49,58
3:55,167,Connor MacDougall missed Layup.,49,58
3:54,166,Tanveer Bhullar Defensive Rebound.,49,58
3:49,166,New Mexico St  Timeout,49,58
3:49,166,Tanveer Bhullar made Free Throw.,50,58
3:49,166,Tanveer Bhullar made Free Throw.,51,58
3:24,167,Tim Williams made Jumper. Assisted by Elijah Brown.,51,60
3:04,166,Ian Baker missed Three Point Jumper.,51,60
3:04,167,Sam Logwood Defensive Rebound.,51,60
2:58,167,Sam Logwood made Layup.,51,62
2:41,166,Sidy N'Dir missed Three Point Jumper.,51,62
2:41,166,Eli Chuha Offensive Rebound.,51,62
2:38,166,Eli Chuha missed Layup.,51,62
2:38,167,Joe Furstinger Defensive Rebound.,51,62
2:12,167,Elijah Brown made Jumper.,51,64
1:57,166,Sidy N'Dir missed Jumper.,51,64
1:57,166,Matt Taylor Offensive Rebound.,51,64
1:48,167,Foul on Damien Jefferson.,51,64
1:48,166,Sidy N'Dir made Free Throw.,52,64
1:48,166,Sidy N'Dir made Free Throw.,53,64
1:29,167,Tim Williams missed Jumper.,53,64
1:29,167,Joe Furstinger Offensive Rebound.,53,64
1:12,166,Foul on Tanveer Bhullar.,53,64
1:12,167,Tim Williams made Free Throw.,53,65
1:12,167,Tim Williams made Free Throw.,53,66
1:07,167,Foul on Jordan Hunter.,53,66
1:07,166,Ian Baker made Free Throw.,54,66
1:07,166,Ian Baker made Free Throw.,55,66
1:01,166,Foul on Matt Taylor.,55,66
1:01,167,Damien Jefferson made Free Throw.,55,67
1:01,167,Damien Jefferson missed Free Throw.,55,67
1:01,166,Tanveer Bhullar Defensive Rebound.,55,67
0:53,166,Sidy N'Dir made Layup.,57,67
0:53,166,Foul on Sidy N'Dir.,57,67
0:53,167,Joe Furstinger missed Free Throw.,57,67
0:53,167,New Mexico Deadball Team Rebound.,57,67
0:53,167,Joe Furstinger made Free Throw.,57,68
0:46,166,Eli Chuha Turnover.,57,68
0:45,167,Damien Jefferson Steal.,57,68
0:42,167,Damien Jefferson missed Layup.,57,68
0:42,167,Damien Jefferson Offensive Rebound.,57,68
0:39,167,Damien Jefferson made Layup.,57,70
0:36,166,Sidy N'Dir missed Jumper.,57,70
0:35,166,Tanveer Bhullar Offensive Rebound.,57,70
0:34,166,Tanveer Bhullar made Layup.,59,70
0:34,166,New Mexico St  Timeout,59,70
0:34,166,Foul on Sidy N'Dir.,59,70
0:34,167,Tim Williams made Free Throw.,59,71
0:34,167,Tim Williams made Free Throw.,59,72
0:29,166,Ian Baker missed Layup.,59,72
0:29,167,Elijah Brown Defensive Rebound.,59,72
0:00,167,End of Game,59,72
