North Dakota State,2426,Navy,2449
11:20,2426,Tom Lacey Offensive Rebound.,14,16
11:03,2426,Nourse Fox Turnover.,14,16
10:53,2426,Foul on James Hemphill.,14,16
10:44,2449,Tyson Ward made Three Point Jumper. Assisted by Khy Kabellis.,17,16
10:34,2426,Ryan Pearson Turnover.,17,16
10:32,2449,Tyson Ward Steal.,17,16
10:31,2449,Tyson Ward made Layup.,19,16
10:11,2426,Ryan Pearson missed Layup.,19,16
10:11,2449,Deng Geu Block.,19,16
10:09,2449,Carlin Dupree Defensive Rebound.,19,16
10:04,2449,Khy Kabellis missed Three Point Jumper.,19,16
10:04,2449,Khy Kabellis Offensive Rebound.,19,16
9:52,2449,Khy Kabellis Turnover.,19,16
9:51,2426,Bryce Dulin Steal.,19,16
9:44,2426,James Hemphill missed Layup.,19,16
9:44,2449,Deng Geu Block.,19,16
9:43,2426,Nourse Fox Offensive Rebound.,19,16
9:22,2426,Ryan Pearson made Jumper.,19,18
9:04,2449,Deng Geu Turnover.,19,18
8:52,2426,Tim Abruzzo Turnover.,19,18
8:51,2449,Spencer Eliason Steal.,19,18
8:44,2426,Foul on George Kiernan.,19,18
8:44,2449,Carlin Dupree made Free Throw.,20,18
8:44,2449,Carlin Dupree missed Free Throw.,20,18
8:44,2449,Spencer Eliason Offensive Rebound.,20,18
8:15,2449,Dexter Werner made Jumper.,22,18
8:03,2426,Foul on George Kiernan.,22,18
8:03,2426,George Kiernan Turnover.,22,18
7:40,2449,Khy Kabellis Turnover.,22,18
7:40,2449,Foul on Khy Kabellis.,22,18
7:40,2426,Official TV Timeout,22,18
7:33,2426,Hasan Abdullah made Three Point Jumper. Assisted by Bryce Dulin.,22,21
7:03,2449,Paul Miller Turnover.,22,21
6:34,2426,Bryce Dulin Turnover.,22,21
6:32,2449,Dexter Werner Steal.,22,21
6:29,2449,Carlin Dupree missed Layup.,22,21
6:29,2449,Spencer Eliason Offensive Rebound.,22,21
6:26,2449,Spencer Eliason made Layup.,24,21
6:11,2426,Hasan Abdullah made Three Point Jumper. Assisted by Evan Wieck.,24,24
5:48,2449,Dexter Werner made Layup.,26,24
5:34,2426,Tom Lacey missed Layup.,26,24
5:34,2449,Spencer Eliason Block.,26,24
5:33,2449,Khy Kabellis Defensive Rebound.,26,24
5:25,2449,Paul Miller missed Three Point Jumper.,26,24
5:25,2426,Tom Lacey Defensive Rebound.,26,24
5:12,2426,Hasan Abdullah Turnover.,26,24
5:06,2449,Deng Geu made Layup.,28,24
5:06,2426,Foul on Hasan Abdullah.,28,24
4:59,2449,Deng Geu missed Free Throw.,28,24
4:59,2426,Tim Abruzzo Defensive Rebound.,28,24
4:45,2426,Hasan Abdullah Turnover.,28,24
4:43,2449,Carlin Dupree Steal.,28,24
4:41,2449,Carlin Dupree missed Dunk.,28,24
4:41,2426,Tom Lacey Block.,28,24
4:41,2449,North Dakota St Offensive Rebound.,28,24
4:24,2449,Carlin Dupree Turnover.,28,24
4:00,2426,Tom Lacey missed Jumper.,28,24
4:00,2449,Dexter Werner Defensive Rebound.,28,24
4:00,2426,Foul on Evan Wieck.,28,24
4:00,2449,Dexter Werner missed Free Throw.,28,24
4:00,2426,Tom Lacey Defensive Rebound.,28,24
3:43,2426,Bryce Dulin made Jumper. Assisted by Tom Lacey.,28,26
3:15,2449,Paul Miller missed Jumper.,28,26
3:15,2426,Evan Wieck Defensive Rebound.,28,26
3:07,2426,Tim Abruzzo missed Layup.,28,26
3:07,2449,Deng Geu Block.,28,26
3:07,2426,Navy Offensive Rebound.,28,26
3:07,2426,Official TV Timeout,28,26
2:49,2426,Tom Lacey Turnover.,28,26
2:48,2449,Dexter Werner Steal.,28,26
2:44,2449,Dexter Werner missed Dunk.,28,26
2:44,2426,Tom Lacey Block.,28,26
2:42,2426,Evan Wieck Defensive Rebound.,28,26
2:38,2426,Tom Lacey Turnover.,28,26
2:26,2449,Deng Geu missed Jumper.,28,26
2:26,2426,Hasan Abdullah Defensive Rebound.,28,26
2:04,2426,Hasan Abdullah missed Three Point Jumper.,28,26
2:04,2449,Carlin Dupree Defensive Rebound.,28,26
1:43,2426,Foul on Evan Wieck.,28,26
1:43,2449,Dexter Werner made Free Throw.,29,26
1:43,2449,Dexter Werner made Free Throw.,30,26
1:26,2426,Bryce Dulin Turnover.,30,26
1:25,2449,Carlin Dupree Steal.,30,26
1:22,2449,Tyson Ward made Layup.,32,26
1:01,2426,Bryce Dulin Turnover.,32,26
1:01,2426,Foul on Bryce Dulin.,32,26
0:46,2449,Deng Geu Turnover.,32,26
0:45,2426,Hasan Abdullah Steal.,32,26
0:37,2426,Hasan Abdullah missed Three Point Jumper.,32,26
0:37,2449,Spencer Eliason Defensive Rebound.,32,26
0:29,2449,North Dakota St  Timeout,32,26
0:08,2449,Paul Miller missed Three Point Jumper.,32,26
0:08,2426,Navy Defensive Rebound.,32,26
0:03,2426,Navy  Timeout,32,26
0:00,2426,End of 1st half,32,26
19:36,2449,Dexter Werner missed Layup.,32,26
19:36,2426,Tim Abruzzo Defensive Rebound.,32,26
19:07,2426,Tim Abruzzo made Layup.,32,28
18:38,2449,A.J. Jacobson made Three Point Jumper. Assisted by Khy Kabellis.,35,28
18:10,2426,Hasan Abdullah missed Three Point Jumper.,35,28
18:10,2426,Shawn Anderson Offensive Rebound.,35,28
18:02,2426,Shawn Anderson Turnover.,35,28
18:01,2449,Dexter Werner Steal.,35,28
17:40,2426,Foul on Shawn Anderson.,35,28
17:18,2449,Paul Miller missed Three Point Jumper.,35,28
17:18,2426,Tim Abruzzo Defensive Rebound.,35,28
17:14,2449,Foul on Dexter Werner.,35,28
16:59,2449,Foul on A.J. Jacobson.,35,28
16:59,2426,Tom Lacey missed Free Throw.,35,28
16:59,2426,Navy Deadball Team Rebound.,35,28
16:59,2426,Tom Lacey missed Free Throw.,35,28
16:59,2449,Dexter Werner Defensive Rebound.,35,28
16:40,2449,Carlin Dupree made Layup.,37,28
16:20,2426,Tim Abruzzo missed Three Point Jumper.,37,28
16:20,2449,Carlin Dupree Defensive Rebound.,37,28
16:15,2449,Paul Miller Turnover.,37,28
15:49,2449,Foul on Deng Geu.,37,28
15:49,2426,Official TV Timeout,37,28
15:49,2426,Tom Lacey made Free Throw.,37,29
15:49,2426,Tom Lacey made Free Throw.,37,30
15:23,2449,Deng Geu missed Three Point Jumper.,37,30
15:23,2426,Hasan Abdullah Defensive Rebound.,37,30
15:14,2449,Foul on Deng Geu.,37,30
15:13,2426,Evan Wieck made Free Throw.,37,31
15:13,2426,Evan Wieck made Free Throw.,37,32
14:57,2449,Paul Miller made Layup. Assisted by Deng Geu.,39,32
14:32,2449,Foul on Tyson Ward.,39,32
14:32,2426,Shawn Anderson made Free Throw.,39,33
14:32,2426,Shawn Anderson made Free Throw.,39,34
13:59,2426,Shawn Anderson made Jumper.,39,36
13:48,2449,Khy Kabellis made Jumper.,41,36
13:14,2426,Nourse Fox missed Jumper.,41,36
13:14,2449,Carlin Dupree Defensive Rebound.,41,36
12:54,2449,Carlin Dupree missed Jumper.,41,36
12:54,2426,Ryan Pearson Defensive Rebound.,41,36
12:40,2449,Foul on Khy Kabellis.,41,36
12:40,2426,Nourse Fox made Free Throw.,41,37
12:40,2426,Nourse Fox made Free Throw.,41,38
12:17,2449,Spencer Eliason Turnover.,41,38
12:07,2426,Shawn Anderson made Layup.,41,40
12:05,2449,Khy Kabellis Turnover.,41,40
11:41,2426,Ryan Pearson missed Jumper.,41,40
11:41,2426,James Hemphill Offensive Rebound.,41,40
11:17,2426,Nourse Fox Turnover.,41,40
11:16,2449,A.J. Jacobson Steal.,41,40
10:58,2449,Paul Miller Turnover.,41,40
10:57,2426,Evan Wieck Steal.,41,40
10:52,2426,Ryan Pearson missed Jumper.,41,40
10:52,2449,Spencer Eliason Defensive Rebound.,41,40
10:47,2426,Official TV Timeout,41,40
10:29,2449,Dexter Werner made Layup.,43,40
10:13,2426,Shawn Anderson missed Jumper.,43,40
10:13,2449,Paul Miller Defensive Rebound.,43,40
9:59,2449,A.J. Jacobson missed Layup.,43,40
9:59,2426,James Hemphill Defensive Rebound.,43,40
9:38,2449,Foul on Paul Miller.,43,40
9:38,2426,Shawn Anderson made Free Throw.,43,41
9:38,2426,Shawn Anderson made Free Throw.,43,42
9:15,2449,Carlin Dupree Turnover.,43,42
9:14,2426,Hasan Abdullah Steal.,43,42
9:09,2426,Shawn Anderson missed Layup.,43,42
9:09,2449,Carlin Dupree Block.,43,42
9:07,2449,Dexter Werner Defensive Rebound.,43,42
8:59,2426,Foul on Shawn Anderson.,43,42
8:47,2426,Foul on Bryce Dulin.,43,42
8:47,2449,Carlin Dupree missed Free Throw.,43,42
8:47,2449,North Dakota St Deadball Team Rebound.,43,42
8:47,2449,Carlin Dupree missed Free Throw.,43,42
8:47,2426,Bryce Dulin Defensive Rebound.,43,42
8:24,2426,Ryan Pearson made Layup.,43,44
8:03,2449,Dexter Werner made Jumper.,45,44
7:28,2426,Hasan Abdullah missed Jumper.,45,44
7:28,2426,Bryce Dulin Offensive Rebound.,45,44
7:23,2426,Hasan Abdullah made Three Point Jumper. Assisted by Bryce Dulin.,45,47
7:01,2449,Tyson Ward made Three Point Jumper. Assisted by Khy Kabellis.,48,47
6:36,2426,Bryce Dulin made Layup. Assisted by Tom Lacey.,48,49
6:17,2449,Paul Miller missed Layup.,48,49
6:17,2426,Hasan Abdullah Defensive Rebound.,48,49
6:10,2426,James Hemphill made Layup. Assisted by Hasan Abdullah.,48,51
5:52,2426,Foul on Bryce Dulin.,48,51
5:52,2426,Official TV Timeout,48,51
5:41,2426,Foul on Hasan Abdullah.,48,51
5:41,2449,Tyson Ward made Free Throw.,49,51
5:41,2449,Tyson Ward made Free Throw.,50,51
5:29,2426,Bryce Dulin missed Three Point Jumper.,50,51
5:29,2449,North Dakota St Defensive Rebound.,50,51
5:19,2449,A.J. Jacobson Turnover.,50,51
5:19,2449,Foul on A.J. Jacobson.,50,51
5:00,2449,Foul on Paul Miller.,50,51
5:00,2426,Shawn Anderson missed Free Throw.,50,51
5:00,2449,Tyson Ward Defensive Rebound.,50,51
4:45,2449,Dexter Werner made Layup.,52,51
4:32,2426,Navy  Timeout,52,51
4:22,2449,Foul on Deng Geu.,52,51
4:22,2426,Shawn Anderson made Free Throw.,52,52
4:22,2426,Shawn Anderson missed Free Throw.,52,52
4:22,2449,Tyson Ward Defensive Rebound.,52,52
4:22,2426,Foul on Tom Lacey.,52,52
3:58,2426,Foul on Tom Lacey.,52,52
3:58,2426,Official TV Timeout,52,52
3:58,2449,Carlin Dupree missed Free Throw.,52,52
3:58,2449,North Dakota St Deadball Team Rebound.,52,52
3:58,2449,Carlin Dupree made Free Throw.,53,52
3:44,2426,Bryce Dulin missed Three Point Jumper.,53,52
3:44,2449,A.J. Jacobson Defensive Rebound.,53,52
3:40,2426,Foul on Tom Lacey.,53,52
3:40,2449,A.J. Jacobson missed Free Throw.,53,52
3:40,2426,Bryce Dulin Defensive Rebound.,53,52
3:28,2426,Evan Wieck missed Layup.,53,52
3:28,2449,Dexter Werner Block.,53,52
3:26,2449,A.J. Jacobson Defensive Rebound.,53,52
3:09,2449,Paul Miller missed Three Point Jumper.,53,52
3:09,2426,Bryce Dulin Defensive Rebound.,53,52
2:44,2426,Shawn Anderson missed Three Point Jumper.,53,52
2:44,2426,Tom Lacey Offensive Rebound.,53,52
2:42,2449,Foul on Paul Miller.,53,52
2:42,2426,Tom Lacey made Free Throw.,53,53
2:42,2426,Tom Lacey made Free Throw.,53,54
2:24,2449,Khy Kabellis made Layup.,55,54
1:59,2426,Shawn Anderson missed Layup.,55,54
1:59,2449,A.J. Jacobson Defensive Rebound.,55,54
1:32,2449,Dexter Werner made Jumper.,57,54
1:27,2426,Navy  Timeout,57,54
1:03,2426,Ryan Pearson missed Three Point Jumper.,57,54
1:03,2449,Carlin Dupree Defensive Rebound.,57,54
0:37,2426,Foul on Shawn Anderson.,57,54
0:37,2449,Khy Kabellis made Free Throw.,58,54
0:37,2449,Khy Kabellis missed Free Throw.,58,54
0:36,2426,Tom Lacey Defensive Rebound.,58,54
0:35,2449,Paul Miller Turnover.,58,54
0:35,2426,George Kiernan Steal.,58,54
0:28,2426,Foul on Hasan Abdullah.,58,54
0:28,2449,A.J. Jacobson made Free Throw.,59,54
0:28,2449,A.J. Jacobson made Free Throw.,60,54
0:25,2426,Zach Fong made Three Point Jumper. Assisted by Hasan Abdullah.,60,57
0:24,2426,Navy  Timeout,60,57
0:23,2449,Carlin Dupree Turnover.,60,57
0:17,2426,Bryce Dulin Turnover.,60,57
0:17,2449,A.J. Jacobson Steal.,60,57
0:17,2426,Foul on Bryce Dulin.,60,57
0:17,2449,A.J. Jacobson made Free Throw.,61,57
0:17,2449,North Dakota St  Timeout,61,57
0:17,2449,A.J. Jacobson made Free Throw.,62,57
0:09,2426,Zach Fong missed Three Point Jumper.,62,57
0:09,2449,A.J. Jacobson Defensive Rebound.,62,57
0:07,2426,Foul on Tom Lacey.,62,57
0:07,2449,A.J. Jacobson made Free Throw.,63,57
0:07,2449,A.J. Jacobson made Free Throw.,64,57
0:02,2426,Tom Lacey made Dunk. Assisted by Hasan Abdullah.,64,59
0:01,2426,Foul on Hasan Abdullah.,64,59
0:01,2449,Paul Miller made Free Throw.,65,59
0:01,2449,Paul Miller made Free Throw.,66,59
0:00,2426,End of Game,66,59
