North Florida,99,LSU,2454
14:30,99,Skylar Mays Defensive Rebound.,9,11
14:29,2454,Foul on Aaron Bodager.,9,11
14:13,99,Antonio Blakeney missed Jumper.,9,11
14:13,2454,Wajid Aminu Defensive Rebound.,9,11
14:01,2454,Garrett Sams Turnover.,9,11
14:00,99,Jalyn Patterson Steal.,9,11
13:58,99,Antonio Blakeney made Layup. Assisted by Jalyn Patterson.,9,13
13:58,2454,Foul on Aaron Bodager.,9,13
13:58,99,Antonio Blakeney missed Free Throw.,9,13
13:58,2454,Garrett Sams Defensive Rebound.,9,13
13:46,99,Foul on Brandon Sampson.,9,13
13:25,2454,Garrett Sams missed Jumper.,9,13
13:25,2454,Wajid Aminu Offensive Rebound.,9,13
13:22,2454,Wajid Aminu made Layup.,11,13
13:11,2454,Foul on Wajid Aminu.,11,13
13:03,99,Duop Reath missed Jumper.,11,13
13:03,2454,Romelo Banks Defensive Rebound.,11,13
12:50,2454,Wajid Aminu missed Three Point Jumper.,11,13
12:50,2454,Garrett Sams Offensive Rebound.,11,13
12:35,2454,Nick Malonga missed Jumper.,11,13
12:35,2454,Romelo Banks Offensive Rebound.,11,13
12:34,99,Foul on Duop Reath.,11,13
12:34,2454,Romelo Banks missed Free Throw.,11,13
12:34,2454,North Florida Deadball Team Rebound.,11,13
12:34,2454,Romelo Banks missed Free Throw.,11,13
12:34,99,Duop Reath Defensive Rebound.,11,13
12:19,99,Duop Reath made Jumper.,11,15
12:05,2454,Wajid Aminu Turnover.,11,15
12:04,99,Duop Reath Steal.,11,15
12:02,2454,Foul on Wajid Aminu.,11,15
12:02,99,Antonio Blakeney made Free Throw.,11,16
12:02,99,Antonio Blakeney missed Free Throw.,11,16
12:02,2454,Romelo Banks Defensive Rebound.,11,16
11:49,99,Foul on Antonio Blakeney.,11,16
11:49,99,Official TV Timeout,11,16
11:49,2454,Garrett Sams missed Free Throw.,11,16
11:49,2454,North Florida Deadball Team Rebound.,11,16
11:49,2454,Garrett Sams missed Free Throw.,11,16
11:49,2454,North Florida Deadball Team Rebound.,11,16
11:49,2454,Garrett Sams missed Free Throw.,11,16
11:49,99,Wayde Sims Defensive Rebound.,11,16
11:43,99,Kieran Hayward missed Three Point Jumper.,11,16
11:43,2454,Garrett Sams Defensive Rebound.,11,16
11:29,2454,Garrett Sams missed Three Point Jumper.,11,16
11:29,99,Kieran Hayward Defensive Rebound.,11,16
11:07,99,Elbert Robinson III made Jumper. Assisted by Jalyn Patterson.,11,18
10:57,99,Foul on Kieran Hayward.,11,18
10:44,99,Foul on Elbert Robinson III.,11,18
10:44,2454,Foul on Romelo Banks.,11,18
10:36,99,Foul on Kieran Hayward.,11,18
10:28,2454,Chris Davenport Turnover.,11,18
10:18,99,Elbert Robinson III Turnover.,11,18
10:18,99,Foul on Elbert Robinson III.,11,18
10:01,2454,Romelo Banks made Jumper. Assisted by Dallas Moore.,13,18
9:43,99,Elbert Robinson III made Layup.,13,20
9:43,2454,Foul on Romelo Banks.,13,20
9:43,99,Elbert Robinson III missed Free Throw.,13,20
9:43,2454,Romelo Banks Defensive Rebound.,13,20
9:23,2454,Chris Davenport missed Three Point Jumper.,13,20
9:23,99,Elbert Robinson III Defensive Rebound.,13,20
8:58,99,Brandon Sampson missed Jumper.,13,20
8:58,2454,Chris Davenport Block.,13,20
8:57,2454,Chris Davenport Defensive Rebound.,13,20
8:52,2454,Chris Davenport Turnover.,13,20
8:51,99,Elbert Robinson III Steal.,13,20
8:47,99,Kieran Hayward missed Three Point Jumper.,13,20
8:47,2454,Dallas Moore Defensive Rebound.,13,20
8:40,99,Foul on Kieran Hayward.,13,20
8:40,2454,Dallas Moore made Free Throw.,14,20
8:40,2454,Dallas Moore made Free Throw.,15,20
8:25,99,Duop Reath made Jumper.,15,22
8:14,2454,Aaron Horne Turnover.,15,22
8:01,99,Brandon Sampson made Jumper.,15,24
7:47,99,Foul on Brandon Sampson.,15,24
7:47,99,Official TV Timeout,15,24
7:47,2454,Dallas Moore made Free Throw.,16,24
7:47,2454,Dallas Moore made Free Throw.,17,24
7:16,99,Duop Reath missed Jumper.,17,24
7:16,2454,Garrett Sams Defensive Rebound.,17,24
7:04,2454,Dallas Moore missed Layup.,17,24
7:04,99,LSU Defensive Rebound.,17,24
6:48,99,Skylar Mays made Three Point Jumper.,17,27
6:34,99,Foul on Antonio Blakeney.,17,27
6:34,2454,Garrett Sams missed Free Throw.,17,27
6:34,2454,North Florida Deadball Team Rebound.,17,27
6:34,2454,Garrett Sams made Free Throw.,18,27
6:29,99,Duop Reath Turnover.,18,27
6:15,2454,Wajid Aminu Turnover.,18,27
6:06,99,Skylar Mays Turnover.,18,27
5:53,2454,Dallas Moore made Three Point Jumper.,21,27
5:42,99,Antonio Blakeney missed Jumper.,21,27
5:42,2454,Dallas Moore Defensive Rebound.,21,27
5:28,99,Foul on Aaron Epps.,21,27
5:28,2454,Chris Davenport missed Free Throw.,21,27
5:28,2454,North Florida Deadball Team Rebound.,21,27
5:28,2454,Chris Davenport missed Free Throw.,21,27
5:28,99,Duop Reath Defensive Rebound.,21,27
4:54,99,Duop Reath made Three Point Jumper.,21,30
4:39,2454,Wajid Aminu made Dunk. Assisted by Chris Davenport.,23,30
4:24,99,Antonio Blakeney made Jumper. Assisted by Jalyn Patterson.,23,32
4:13,2454,Dallas Moore missed Layup.,23,32
4:13,2454,Wajid Aminu Offensive Rebound.,23,32
4:13,99,Foul on Aaron Epps.,23,32
4:13,2454,North Florida  Timeout,23,32
4:13,2454,Wajid Aminu missed Free Throw.,23,32
4:13,2454,North Florida Deadball Team Rebound.,23,32
4:13,2454,Wajid Aminu made Free Throw.,24,32
3:59,99,Skylar Mays missed Three Point Jumper.,24,32
3:59,2454,Chris Davenport Defensive Rebound.,24,32
3:39,99,Foul on Wayde Sims.,24,32
3:39,2454,Chris Davenport made Free Throw.,25,32
3:39,2454,Chris Davenport made Free Throw.,26,32
3:11,99,Jalyn Patterson missed Three Point Jumper.,26,32
3:11,2454,CJ Fisher Defensive Rebound.,26,32
3:02,2454,Wajid Aminu missed Layup.,26,32
3:02,99,Jalyn Patterson Defensive Rebound.,26,32
2:56,99,Marshall Graves missed Three Point Jumper.,26,32
2:56,99,Jalyn Patterson Offensive Rebound.,26,32
2:51,99,Antonio Blakeney missed Three Point Jumper.,26,32
2:51,99,LSU Offensive Rebound.,26,32
2:35,99,Antonio Blakeney made Jumper.,26,34
2:16,2454,Chris Davenport made Layup.,28,34
2:07,99,Duop Reath missed Layup.,28,34
2:07,99,Marshall Graves Offensive Rebound.,28,34
2:04,99,Antonio Blakeney Turnover.,28,34
1:45,2454,Dallas Moore made Jumper.,30,34
1:26,99,Wayde Sims missed Jumper.,30,34
1:26,2454,Garrett Sams Defensive Rebound.,30,34
1:11,2454,Chris Davenport Turnover.,30,34
1:10,99,Wayde Sims Steal.,30,34
0:58,99,Antonio Blakeney missed Three Point Jumper.,30,34
0:58,2454,Romelo Banks Defensive Rebound.,30,34
0:52,2454,Dallas Moore missed Jumper.,30,34
0:52,2454,Chris Davenport Offensive Rebound.,30,34
0:47,2454,Aaron Bodager made Three Point Jumper. Assisted by Chris Davenport.,33,34
0:25,99,Duop Reath Turnover.,33,34
0:02,2454,Aaron Bodager missed Three Point Jumper.,33,34
0:02,99,LSU Deadball Team Rebound.,33,34
0:00,99,End of 1st half,33,34
19:49,2454,Foul on Romelo Banks.,33,34
19:49,99,Duop Reath missed Free Throw.,33,34
19:49,99,LSU Deadball Team Rebound.,33,34
19:49,99,Duop Reath made Free Throw.,33,35
19:31,2454,Romelo Banks made Jumper.,35,35
19:19,99,Duop Reath made Layup.,35,37
19:02,2454,Aaron Bodager made Three Point Jumper. Assisted by Dallas Moore.,38,37
18:45,99,Aaron Epps Turnover.,38,37
18:45,2454,Dallas Moore Steal.,38,37
18:45,99,Foul on Aaron Epps.,38,37
18:26,2454,Romelo Banks missed Jumper.,38,37
18:26,99,Duop Reath Block.,38,37
18:23,2454,Aaron Bodager Offensive Rebound.,38,37
18:16,2454,Nick Malonga missed Three Point Jumper.,38,37
18:16,99,Duop Reath Defensive Rebound.,38,37
18:06,99,Aaron Epps made Layup. Assisted by Duop Reath.,38,39
18:06,2454,Foul on Aaron Bodager.,38,39
18:06,99,Aaron Epps made Free Throw.,38,40
17:51,99,Foul on Duop Reath.,38,40
17:47,2454,Chris Davenport made Layup. Assisted by Aaron Bodager.,40,40
17:26,99,Aaron Epps Turnover.,40,40
17:14,2454,Nick Malonga Turnover.,40,40
17:02,99,Duop Reath made Dunk. Assisted by Jalyn Patterson.,40,42
16:47,2454,Aaron Bodager made Three Point Jumper. Assisted by Dallas Moore.,43,42
16:42,99,Jalyn Patterson Turnover.,43,42
16:16,2454,Romelo Banks made Jumper.,45,42
16:05,99,Brandon Sampson made Jumper.,45,44
15:47,2454,Chris Davenport missed Three Point Jumper.,45,44
15:47,2454,Romelo Banks Offensive Rebound.,45,44
15:43,2454,Romelo Banks made Jumper.,47,44
15:38,2454,Foul on Nick Malonga.,47,44
15:38,99,Official TV Timeout,47,44
15:38,99,Brandon Sampson made Free Throw.,47,45
15:38,99,Brandon Sampson made Free Throw.,47,46
15:12,2454,Chris Davenport missed Three Point Jumper.,47,46
15:12,99,LSU Defensive Rebound.,47,46
14:56,99,Brandon Sampson made Three Point Jumper. Assisted by Jalyn Patterson.,47,49
14:35,2454,Romelo Banks made Dunk. Assisted by Chris Davenport.,49,49
14:22,99,Antonio Blakeney missed Three Point Jumper.,49,49
14:22,99,Jalyn Patterson Offensive Rebound.,49,49
14:17,99,Brandon Sampson made Three Point Jumper. Assisted by Jalyn Patterson.,49,52
14:09,2454,Aaron Bodager missed Three Point Jumper.,49,52
14:09,99,Duop Reath Defensive Rebound.,49,52
14:02,99,Jalyn Patterson missed Jumper.,49,52
14:02,2454,Dallas Moore Defensive Rebound.,49,52
13:53,2454,Chris Davenport Turnover.,49,52
13:51,99,Brandon Sampson Steal.,49,52
13:47,99,Antonio Blakeney missed Three Point Jumper.,49,52
13:47,2454,Chris Davenport Block.,49,52
13:46,99,LSU Offensive Rebound.,49,52
13:27,99,Aaron Epps missed Jumper.,49,52
13:27,99,Antonio Blakeney Offensive Rebound.,49,52
13:22,99,Antonio Blakeney Turnover.,49,52
12:56,2454,Dallas Moore missed Three Point Jumper.,49,52
12:56,99,Aaron Epps Defensive Rebound.,49,52
12:46,99,Aaron Epps made Layup. Assisted by Jalyn Patterson.,49,54
12:38,2454,North Florida  Timeout,49,54
12:26,2454,Chris Davenport Turnover.,49,54
12:24,99,Aaron Epps Steal.,49,54
12:20,2454,Foul on Wajid Aminu.,49,54
12:20,99,Aaron Epps made Free Throw.,49,55
12:20,99,Aaron Epps made Free Throw.,49,56
12:03,2454,Dallas Moore missed Three Point Jumper.,49,56
12:03,99,Elbert Robinson III Defensive Rebound.,49,56
11:53,2454,Foul on Nick Malonga.,49,56
11:53,99,Official TV Timeout,49,56
11:45,2454,Foul on Wajid Aminu.,49,56
11:44,99,Brandon Sampson missed Jumper.,49,56
11:44,99,Skylar Mays Offensive Rebound.,49,56
11:36,99,Skylar Mays Turnover.,49,56
11:35,2454,Dallas Moore Steal.,49,56
11:34,2454,Aaron Bodager made Layup. Assisted by Garrett Sams.,51,56
11:21,99,Kieran Hayward missed Jumper.,51,56
11:21,2454,Dallas Moore Defensive Rebound.,51,56
11:07,2454,Wajid Aminu missed Jumper.,51,56
11:07,99,Elbert Robinson III Block.,51,56
11:06,99,Elbert Robinson III Defensive Rebound.,51,56
10:47,99,Elbert Robinson III missed Jumper.,51,56
10:47,2454,Aaron Bodager Defensive Rebound.,51,56
10:22,99,Foul on Kieran Hayward.,51,56
10:19,99,Foul on Duop Reath.,51,56
10:19,2454,Romelo Banks missed Free Throw.,51,56
10:19,2454,North Florida Deadball Team Rebound.,51,56
10:19,2454,Romelo Banks missed Free Throw.,51,56
10:19,99,Aaron Epps Defensive Rebound.,51,56
10:00,99,Duop Reath made Three Point Jumper. Assisted by Skylar Mays.,51,59
9:38,2454,Wajid Aminu made Layup.,53,59
9:31,99,Antonio Blakeney missed Layup.,53,59
9:31,2454,Romelo Banks Defensive Rebound.,53,59
9:25,2454,Aaron Bodager Turnover.,53,59
9:14,99,Brandon Sampson missed Three Point Jumper.,53,59
9:14,2454,Wajid Aminu Defensive Rebound.,53,59
9:08,2454,Dallas Moore missed Three Point Jumper.,53,59
9:08,99,Skylar Mays Defensive Rebound.,53,59
9:00,99,Antonio Blakeney made Layup. Assisted by Skylar Mays.,53,61
8:34,2454,Dallas Moore missed Layup.,53,61
8:34,99,Duop Reath Block.,53,61
8:33,2454,North Florida Offensive Rebound.,53,61
8:31,2454,Dallas Moore Turnover.,53,61
8:30,99,Duop Reath Steal.,53,61
8:27,2454,Foul on Romelo Banks.,53,61
8:27,99,Duop Reath missed Free Throw.,53,61
8:27,2454,Romelo Banks Defensive Rebound.,53,61
8:04,99,Foul on Duop Reath.,53,61
8:04,2454,Romelo Banks missed Free Throw.,53,61
8:04,2454,North Florida Deadball Team Rebound.,53,61
8:04,2454,Romelo Banks made Free Throw.,54,61
7:55,99,Official TV Timeout,54,61
7:42,99,Antonio Blakeney missed Three Point Jumper.,54,61
7:42,99,Aaron Epps Offensive Rebound.,54,61
7:36,99,Aaron Epps missed Jumper.,54,61
7:36,2454,Aaron Bodager Defensive Rebound.,54,61
7:31,2454,Garrett Sams missed Jumper.,54,61
7:31,2454,Garrett Sams Offensive Rebound.,54,61
7:29,2454,Garrett Sams missed Jumper.,54,61
7:29,99,Aaron Epps Defensive Rebound.,54,61
7:06,99,Antonio Blakeney made Three Point Jumper. Assisted by Elbert Robinson III.,54,64
6:42,2454,Chris Davenport Turnover.,54,64
6:28,99,Aaron Epps made Jumper. Assisted by Elbert Robinson III.,54,66
6:08,2454,Chris Davenport made Three Point Jumper. Assisted by Garrett Sams.,57,66
6:08,2454,North Florida  Timeout,57,66
5:57,2454,Foul on Aaron Bodager.,57,66
5:57,99,Elbert Robinson III made Free Throw.,57,67
5:57,99,Elbert Robinson III missed Free Throw.,57,67
5:57,2454,Garrett Sams Defensive Rebound.,57,67
5:43,2454,Chris Davenport Turnover.,57,67
5:42,99,Brandon Sampson Steal.,57,67
5:30,99,Elbert Robinson III Turnover.,57,67
5:30,99,Foul on Elbert Robinson III.,57,67
5:14,2454,Dallas Moore made Layup. Assisted by Chris Davenport.,59,67
5:14,99,Foul on Elbert Robinson III.,59,67
5:14,2454,Dallas Moore missed Free Throw.,59,67
5:14,99,Aaron Epps Defensive Rebound.,59,67
5:08,2454,Foul on Aaron Bodager.,59,67
5:08,99,Brandon Sampson missed Free Throw.,59,67
5:08,2454,Romelo Banks Defensive Rebound.,59,67
4:51,2454,Chris Davenport made Jumper.,61,67
4:31,99,Elbert Robinson III Turnover.,61,67
4:11,2454,Romelo Banks made Layup. Assisted by Chris Davenport.,63,67
3:57,99,Aaron Epps missed Three Point Jumper.,63,67
3:57,2454,Chris Davenport Block.,63,67
3:54,2454,Chris Davenport Defensive Rebound.,63,67
3:53,99,Official TV Timeout,63,67
3:39,2454,Chris Davenport Turnover.,63,67
3:24,99,Antonio Blakeney made Jumper.,63,69
3:12,2454,Dallas Moore missed Jumper.,63,69
3:12,2454,Dallas Moore Offensive Rebound.,63,69
3:00,2454,Nick Malonga missed Three Point Jumper.,63,69
3:00,99,Brandon Sampson Defensive Rebound.,63,69
2:51,99,Brandon Sampson made Jumper. Assisted by Jalyn Patterson.,63,71
2:27,2454,Chris Davenport made Three Point Jumper. Assisted by Dallas Moore.,66,71
2:11,99,Antonio Blakeney made Jumper.,66,73
1:51,2454,Chris Davenport Turnover.,66,73
1:37,99,Antonio Blakeney missed Jumper.,66,73
1:37,99,Brandon Sampson Offensive Rebound.,66,73
1:35,99,Brandon Sampson missed Jumper.,66,73
1:35,2454,Chris Davenport Block.,66,73
1:33,99,Elbert Robinson III Offensive Rebound.,66,73
1:29,99,Antonio Blakeney missed Jumper.,66,73
1:29,99,Brandon Sampson Offensive Rebound.,66,73
1:28,2454,Foul on Chris Davenport.,66,73
1:28,2454,Technical Foul on Romelo Banks.,66,73
1:28,2454,Foul on Romelo Banks.,66,73
1:28,99,Technical Foul on Duop Reath.,66,73
1:28,99,Foul on Duop Reath.,66,73
1:28,99,Brandon Sampson made Free Throw.,66,74
1:28,99,Brandon Sampson made Free Throw.,66,75
1:12,99,Foul on Wayde Sims.,66,75
1:12,2454,Chris Davenport made Free Throw.,67,75
1:12,2454,Chris Davenport made Free Throw.,68,75
1:04,99,Jalyn Patterson Turnover.,68,75
1:04,2454,Garrett Sams Steal.,68,75
1:02,99,Foul on Jalyn Patterson.,68,75
1:02,2454,Garrett Sams made Free Throw.,69,75
1:02,2454,Garrett Sams made Free Throw.,70,75
0:55,2454,Foul on Nick Malonga.,70,75
0:55,99,Antonio Blakeney made Free Throw.,70,76
0:55,99,Antonio Blakeney made Free Throw.,70,77
0:55,99,LSU  Timeout,70,77
0:42,2454,Chris Davenport missed Three Point Jumper.,70,77
0:42,2454,Dallas Moore Offensive Rebound.,70,77
0:36,99,Foul on Antonio Blakeney.,70,77
0:36,2454,Garrett Sams missed Free Throw.,70,77
0:36,2454,North Florida Deadball Team Rebound.,70,77
0:36,2454,Garrett Sams missed Free Throw.,70,77
0:36,99,LSU Defensive Rebound.,70,77
0:33,2454,Foul on Karlos Odum.,70,77
0:33,99,Jalyn Patterson made Free Throw.,70,78
0:33,99,Jalyn Patterson missed Free Throw.,70,78
0:33,2454,Wajid Aminu Defensive Rebound.,70,78
0:20,2454,Osborn Blount missed Three Point Jumper.,70,78
0:20,99,Jalyn Patterson Defensive Rebound.,70,78
0:12,2454,Foul on Garrett Sams.,70,78
0:12,99,Antonio Blakeney missed Free Throw.,70,78
0:12,99,LSU Deadball Team Rebound.,70,78
0:12,99,Antonio Blakeney missed Free Throw.,70,78
0:12,2454,Chris Davenport Defensive Rebound.,70,78
0:05,2454,Chris Davenport missed Three Point Jumper.,70,78
0:05,2454,Wajid Aminu Offensive Rebound.,70,78
0:00,99,End of Game,70,78
