St. Thomas (TX),Error,Rice,242
10:24,-1,Sam Flores made Three Point Jumper. Assisted by Nathan Thormaehlen.,14,18
9:58,-1,Foul on Anthony Burras.,14,18
9:54,242,Ako Adams Turnover.,14,18
9:52,-1,Peter Ellwanger Steal.,14,18
9:51,242,Foul on Austin Meyer.,14,18
9:51,-1,Orowo Eleyae made Free Throw.,15,18
9:51,-1,Orowo Eleyae made Free Throw.,16,18
9:34,242,Austin Meyer made Layup.,16,20
9:34,-1,Foul on Peter Ellwanger.,16,20
9:34,242,Austin Meyer made Free Throw.,16,21
9:19,-1,Anthony Burras Turnover.,16,21
9:03,-1,Foul on Orowo Eleyae.,16,21
9:03,242,Austin Meyer made Free Throw.,16,22
9:03,242,Austin Meyer made Free Throw.,16,23
8:40,-1,Nathan Thormaehlen missed Layup.,16,23
8:40,242,Austin Meyer Block.,16,23
8:38,242,Malik Osborne Defensive Rebound.,16,23
8:34,242,A.J. Lapray made Three Point Jumper. Assisted by Ako Adams.,16,26
8:12,-1,Sam Flores missed Three Point Jumper.,16,26
8:12,242,Malik Osborne Defensive Rebound.,16,26
7:46,-1,Foul on Nathan Thormaehlen.,16,26
7:44,242,Official TV Timeout,16,26
7:44,242,Ako Adams made Free Throw.,16,27
7:44,242,Ako Adams missed Free Throw.,16,27
7:44,-1,Nathan Thormaehlen Defensive Rebound.,16,27
7:30,-1,Peter Ellwanger missed Three Point Jumper.,16,27
7:30,242,Robert Martin Defensive Rebound.,16,27
7:16,242,A.J. Lapray missed Three Point Jumper.,16,27
7:16,-1,Nathan Thormaehlen Defensive Rebound.,16,27
6:47,242,Foul on Malik Osborne.,16,27
6:46,-1,Anthony Burras Turnover.,16,27
6:17,242,Foul on Robert Martin.,16,27
6:17,242,Robert Martin Turnover.,16,27
6:07,-1,Paul Taulton made Layup. Assisted by Kennard Robinson.,18,27
5:49,242,A.J. Lapray missed Three Point Jumper.,18,27
5:49,242,Austin Meyer Offensive Rebound.,18,27
5:44,242,Ako Adams missed Layup.,18,27
5:44,-1,Nathan Thormaehlen Defensive Rebound.,18,27
5:37,-1,Kennard Robinson missed Layup.,18,27
5:37,242,Austin Meyer Defensive Rebound.,18,27
5:07,242,Ako Adams made Jumper.,18,29
4:58,-1,Lennard Robinson Turnover.,18,29
4:41,242,Ako Adams missed Jumper.,18,29
4:41,-1,Paul Taulton Defensive Rebound.,18,29
4:13,-1,Paul Taulton missed Jumper.,18,29
4:13,242,Ako Adams Defensive Rebound.,18,29
3:58,-1,Foul on Josh Bearden.,18,29
3:58,242,Official TV Timeout,18,29
3:58,242,Najja Hunter missed Free Throw.,18,29
3:58,242,Rice Deadball Team Rebound.,18,29
3:58,242,Najja Hunter made Free Throw.,18,30
3:44,-1,Bryon Makel made Three Point Jumper. Assisted by Paul Taulton.,21,30
3:22,242,Najja Hunter missed Layup.,21,30
3:22,-1,Orowo Eleyae Defensive Rebound.,21,30
3:15,-1,Bryon Makel made Three Point Jumper.,24,30
2:49,242,A.J. Lapray missed Jumper.,24,30
2:49,-1,Kennard Robinson Defensive Rebound.,24,30
2:44,-1,Kennard Robinson made Layup.,26,30
2:22,242,Ako Adams missed Three Point Jumper.,26,30
2:22,-1,Orowo Eleyae Defensive Rebound.,26,30
2:16,-1,Bryon Makel made Jumper.,28,30
1:46,242,Ako Adams missed Three Point Jumper.,28,30
1:46,-1,Paul Taulton Defensive Rebound.,28,30
1:34,-1,Josh Bearden missed Three Point Jumper.,28,30
1:34,242,Dylan Jones Defensive Rebound.,28,30
1:16,242,Najja Hunter Turnover.,28,30
1:01,-1,Bryon Makel missed Three Point Jumper.,28,30
1:01,242,Tim Harrison Defensive Rebound.,28,30
0:38,242,Austin Meyer missed Layup.,28,30
0:38,242,Rice Offensive Rebound.,28,30
0:31,242,A.J. Lapray made Three Point Jumper.,28,33
0:22,-1,Kennard Robinson Turnover.,28,33
0:06,-1,Foul on Josh Bearden.,28,33
0:06,242,Ako Adams made Free Throw.,28,34
0:06,242,Ako Adams made Free Throw.,28,35
0:00,-1,Bryon Makel made Jumper.,30,35
0:00,242,End of 1st half,30,35
19:42,-1,Foul on Kennard Robinson.,30,35
19:27,242,Robert Martin Turnover.,30,35
19:25,-1,Paul Taulton Steal.,30,35
19:23,-1,Kennard Robinson Turnover.,30,35
19:08,242,Malik Osborne missed Layup.,30,35
19:08,-1,Kennard Robinson Defensive Rebound.,30,35
19:00,-1,Lennard Robinson made Three Point Jumper. Assisted by Nathan Thormaehlen.,33,35
18:45,-1,Foul on Paul Taulton.,33,35
18:23,242,Ako Adams missed Jumper.,33,35
18:23,242,Rice Offensive Rebound.,33,35
18:09,242,Malik Osborne missed Three Point Jumper.,33,35
18:09,-1,Paul Taulton Defensive Rebound.,33,35
18:00,-1,Lennard Robinson missed Three Point Jumper.,33,35
18:00,242,A.J. Lapray Defensive Rebound.,33,35
18:00,-1,Foul on Paul Taulton.,33,35
17:44,-1,Foul on Bryon Makel.,33,35
17:44,242,Robert Martin made Free Throw.,33,36
17:44,242,Robert Martin made Free Throw.,33,37
17:39,-1,Bryon Makel Turnover.,33,37
17:36,242,A.J. Lapray Steal.,33,37
17:35,242,A.J. Lapray Turnover.,33,37
17:18,-1,Lennard Robinson Turnover.,33,37
17:05,242,Ako Adams Turnover.,33,37
17:01,-1,Lennard Robinson Steal.,33,37
16:59,-1,Kennard Robinson made Layup.,35,37
16:51,242,Ako Adams Turnover.,35,37
16:51,-1,Lennard Robinson Steal.,35,37
16:51,242,Foul on Ako Adams.,35,37
16:44,-1,Kennard Robinson missed Three Point Jumper.,35,37
16:44,-1,Bryon Makel Offensive Rebound.,35,37
16:44,242,Foul on Ako Adams.,35,37
16:39,-1,Kennard Robinson made Three Point Jumper. Assisted by Paul Taulton.,38,37
16:30,242,Austin Meyer made Layup. Assisted by A.J. Lapray.,38,39
16:19,-1,Bryon Makel made Jumper.,40,39
15:56,242,Robert Martin missed Layup.,40,39
15:56,242,Austin Meyer Offensive Rebound.,40,39
15:51,242,Austin Meyer made Dunk.,40,41
15:30,-1,Paul Taulton missed Jumper.,40,41
15:30,-1,Nathan Thormaehlen Offensive Rebound.,40,41
15:30,242,Foul on A.J. Lapray.,40,41
15:30,242,Official TV Timeout,40,41
15:28,-1,Kennard Robinson Turnover.,40,41
15:03,-1,Foul on Orowo Eleyae.,40,41
15:03,242,Tim Harrison made Free Throw.,40,42
15:03,242,Tim Harrison missed Free Throw.,40,42
15:03,-1,Lennard Robinson Defensive Rebound.,40,42
14:47,-1,Nathan Thormaehlen missed Three Point Jumper.,40,42
14:47,-1,Kennard Robinson Offensive Rebound.,40,42
14:42,-1,Kennard Robinson Turnover.,40,42
14:40,242,Najja Hunter Steal.,40,42
14:22,242,Foul on Ako Adams.,40,42
14:22,242,Ako Adams Turnover.,40,42
14:01,-1,Kennard Robinson missed Three Point Jumper.,40,42
14:01,-1,Josh Bearden Offensive Rebound.,40,42
13:57,-1,Sam Flores made Three Point Jumper. Assisted by Josh Bearden.,43,42
13:31,242,Tim Harrison missed Three Point Jumper.,43,42
13:31,-1,Kennard Robinson Defensive Rebound.,43,42
13:23,-1,Lennard Robinson Turnover.,43,42
13:11,242,Robert Martin missed Layup.,43,42
13:11,-1,Sam Flores Defensive Rebound.,43,42
13:05,-1,Kennard Robinson missed Layup.,43,42
13:05,242,Malik Osborne Defensive Rebound.,43,42
13:01,-1,Foul on Sam Flores.,43,42
12:48,242,Najja Hunter Turnover.,43,42
12:47,-1,Kennard Robinson Steal.,43,42
12:45,-1,Orowo Eleyae made Layup. Assisted by Kennard Robinson.,45,42
12:36,-1,Foul on Michael Alfred.,45,42
12:36,242,Bishop Mency made Free Throw.,45,43
12:36,242,Bishop Mency made Free Throw.,45,44
12:23,-1,Orowo Eleyae missed Jumper.,45,44
12:23,242,Rice Defensive Rebound.,45,44
11:51,242,Bishop Mency missed Three Point Jumper.,45,44
11:51,242,Dylan Jones Offensive Rebound.,45,44
11:45,242,Dylan Jones Turnover.,45,44
11:45,242,Official TV Timeout,45,44
11:30,-1,Michael Alfred missed Three Point Jumper.,45,44
11:30,242,Bishop Mency Defensive Rebound.,45,44
11:10,242,A.J. Lapray made Three Point Jumper. Assisted by Miles Lester.,45,47
10:58,-1,Kennard Robinson missed Three Point Jumper.,45,47
10:58,242,A.J. Lapray Defensive Rebound.,45,47
10:39,242,A.J. Lapray missed Three Point Jumper.,45,47
10:39,-1,Sam Flores Defensive Rebound.,45,47
10:39,242,Foul on Bishop Mency.,45,47
10:23,-1,Sam Flores made Three Point Jumper. Assisted by Anthony Burras.,48,47
9:51,242,Miles Lester missed Jumper.,48,47
9:51,242,Malik Osborne Offensive Rebound.,48,47
9:50,-1,Foul on Michael Alfred.,48,47
9:50,242,Malik Osborne missed Free Throw.,48,47
9:50,-1,Josh Bearden Defensive Rebound.,48,47
9:35,-1,Orowo Eleyae missed Jumper.,48,47
9:35,242,Malik Osborne Defensive Rebound.,48,47
9:23,242,A.J. Lapray missed Three Point Jumper.,48,47
9:23,242,Bishop Mency Offensive Rebound.,48,47
9:19,242,Bishop Mency missed Jumper.,48,47
9:19,-1,Orowo Eleyae Defensive Rebound.,48,47
9:13,242,Foul on Ako Adams.,48,47
8:58,-1,Sam Flores missed Three Point Jumper.,48,47
8:58,242,Robert Martin Defensive Rebound.,48,47
8:45,242,Robert Martin Turnover.,48,47
8:31,-1,Josh Bearden missed Jumper.,48,47
8:31,242,A.J. Lapray Defensive Rebound.,48,47
8:17,242,Robert Martin Turnover.,48,47
8:15,-1,Bryon Makel Steal.,48,47
8:07,-1,Josh Bearden made Layup. Assisted by Anthony Burras.,50,47
7:54,242,Robert Martin Turnover.,50,47
7:52,-1,Anthony Burras Steal.,50,47
7:51,-1,Orowo Eleyae made Layup.,52,47
7:51,242,Foul on Miles Lester.,52,47
7:51,242,Official TV Timeout,52,47
7:51,-1,Orowo Eleyae Turnover.,52,47
7:30,242,Najja Hunter missed Jumper.,52,47
7:30,-1,Bryon Makel Defensive Rebound.,52,47
7:21,242,Foul on Austin Meyer.,52,47
7:21,-1,Bryon Makel made Free Throw.,53,47
7:21,-1,Bryon Makel missed Free Throw.,53,47
7:21,242,Bishop Mency Defensive Rebound.,53,47
7:07,-1,Foul on Josh Bearden.,53,47
7:07,242,Austin Meyer missed Free Throw.,53,47
7:07,242,Rice Deadball Team Rebound.,53,47
7:07,242,Austin Meyer missed Free Throw.,53,47
7:07,-1,Bryon Makel Defensive Rebound.,53,47
6:44,-1,Sam Flores missed Three Point Jumper.,53,47
6:44,242,Bishop Mency Defensive Rebound.,53,47
6:34,242,Bishop Mency made Dunk. Assisted by Austin Meyer.,53,49
6:05,-1,Bryon Makel missed Jumper.,53,49
6:05,242,A.J. Lapray Defensive Rebound.,53,49
6:00,-1,Foul on Josh Bearden.,53,49
6:00,242,Miles Lester made Free Throw.,53,50
6:00,242,Miles Lester made Free Throw.,53,51
5:41,-1,Kennard Robinson Turnover.,53,51
5:39,242,Miles Lester Steal.,53,51
5:38,-1,Foul on Bryon Makel.,53,51
5:38,242,Miles Lester made Free Throw.,53,52
5:38,242,Miles Lester made Free Throw.,53,53
5:05,-1,Bryon Makel missed Jumper.,53,53
5:05,-1,Kennard Robinson Offensive Rebound.,53,53
4:58,-1,Bryon Makel Turnover.,53,53
4:56,242,Miles Lester Steal.,53,53
4:47,-1,Foul on Orowo Eleyae.,53,53
4:47,242,Austin Meyer made Free Throw.,53,54
4:47,242,Austin Meyer missed Free Throw.,53,54
4:47,-1,Orowo Eleyae Defensive Rebound.,53,54
4:27,-1,Bryon Makel Turnover.,53,54
4:26,242,A.J. Lapray Steal.,53,54
4:23,242,Miles Lester made Three Point Jumper. Assisted by A.J. Lapray.,53,57
3:56,-1,Bryon Makel made Layup.,55,57
3:32,242,Official TV Timeout,55,57
3:31,-1,Foul on Bryon Makel.,55,57
3:31,242,Bishop Mency made Free Throw.,55,58
3:31,242,Bishop Mency missed Free Throw.,55,58
3:31,-1,University of St. Thomas Defensive Rebound.,55,58
3:14,-1,Orowo Eleyae made Jumper.,57,58
2:56,-1,Foul on Kennard Robinson.,57,58
2:56,242,A.J. Lapray made Free Throw.,57,59
2:56,242,A.J. Lapray made Free Throw.,57,60
2:43,-1,Anthony Burras Turnover.,57,60
2:27,242,A.J. Lapray missed Three Point Jumper.,57,60
2:27,242,Bishop Mency Offensive Rebound.,57,60
2:25,242,A.J. Lapray missed Three Point Jumper.,57,60
2:25,242,Robert Martin Offensive Rebound.,57,60
2:24,-1,Foul on Lennard Robinson.,57,60
2:24,242,Robert Martin made Free Throw.,57,61
2:24,242,Robert Martin made Free Throw.,57,62
2:08,-1,Orowo Eleyae missed Jumper.,57,62
2:08,242,A.J. Lapray Defensive Rebound.,57,62
2:01,242,Rice  Timeout,57,62
1:47,242,Robert Martin made Layup.,57,64
1:35,-1,Sam Flores missed Three Point Jumper.,57,64
1:35,242,Bishop Mency Defensive Rebound.,57,64
1:27,-1,Foul on Lennard Robinson.,57,64
1:27,242,Miles Lester made Free Throw.,57,65
1:27,242,Miles Lester made Free Throw.,57,66
1:15,-1,Bryon Makel made Jumper.,59,66
1:12,-1,University of St. Thomas  Timeout,59,66
1:08,-1,Foul on Nathan Thormaehlen.,59,66
1:08,242,Austin Meyer made Free Throw.,59,67
1:08,242,Austin Meyer made Free Throw.,59,68
0:58,-1,Lennard Robinson missed Three Point Jumper.,59,68
0:58,242,A.J. Lapray Defensive Rebound.,59,68
0:57,-1,Foul on Kennard Robinson.,59,68
0:57,242,A.J. Lapray made Free Throw.,59,69
0:57,242,A.J. Lapray made Free Throw.,59,70
0:47,-1,Kennard Robinson missed Three Point Jumper.,59,70
0:47,242,Austin Meyer Block.,59,70
0:44,242,Ako Adams Defensive Rebound.,59,70
0:41,242,Ako Adams Turnover.,59,70
0:35,-1,Lennard Robinson missed Three Point Jumper.,59,70
0:35,242,A.J. Lapray Defensive Rebound.,59,70
0:28,242,A.J. Lapray Turnover.,59,70
0:27,-1,Kennard Robinson Steal.,59,70
0:22,-1,Bryon Makel missed Three Point Jumper.,59,70
0:22,242,Bishop Mency Defensive Rebound.,59,70
0:00,242,End of Game,59,70
