LIU Brooklyn,225,Brown,2341
7:22,225,Zach Hunsaker Turnover.,21,26
7:17,2341,Raul Frias Turnover.,21,26
7:15,225,Zach Hunsaker Steal.,21,26
7:14,225,Travis Fuller made Dunk.,21,28
6:57,2341,Julian Batts missed Jumper.,21,28
6:57,225,Desmond Cambridge Defensive Rebound.,21,28
6:50,225,Brandon Anderson Turnover.,21,28
6:49,2341,Raiquan Clark Steal.,21,28
6:46,2341,Raiquan Clark Turnover.,21,28
6:44,225,Joshua Howard Steal.,21,28
6:44,2341,Foul on Ashtyn Bradley.,21,28
6:44,225,Joshua Howard made Free Throw.,21,29
6:44,225,Joshua Howard made Free Throw.,21,30
6:28,225,Foul on Jason Massey.,21,30
6:28,2341,Raiquan Clark made Free Throw.,22,30
6:28,2341,Raiquan Clark made Free Throw.,23,30
6:19,225,Desmond Cambridge missed Three Point Jumper.,23,30
6:19,225,Brown Offensive Rebound.,23,30
5:55,2341,Foul on Julian Batts.,23,30
5:55,225,David Erebor made Free Throw.,23,31
5:55,225,David Erebor made Free Throw.,23,32
5:40,2341,Zach Coleman missed Jumper.,23,32
5:40,2341,Eral Penn Offensive Rebound.,23,32
5:35,2341,Eral Penn missed Layup.,23,32
5:35,225,Joshua Howard Defensive Rebound.,23,32
5:31,225,Brandon Anderson made Three Point Jumper.,23,35
5:08,225,Foul on Jason Massey.,23,35
5:08,2341,Eral Penn made Free Throw.,24,35
5:08,2341,Eral Penn missed Free Throw.,24,35
5:08,2341,Raiquan Clark Offensive Rebound.,24,35
5:06,2341,Raiquan Clark made Layup.,26,35
4:58,225,Zach Hunsaker missed Three Point Jumper.,26,35
4:58,2341,Julian Batts Defensive Rebound.,26,35
4:35,2341,Eral Penn made Dunk. Assisted by Raiquan Clark.,28,35
4:34,225,Brown  Timeout,28,35
4:24,225,Brandon Anderson Turnover.,28,35
4:22,2341,Zach Coleman Steal.,28,35
4:18,225,Foul on Travis Fuller.,28,35
4:18,2341,Shyheim Hicks made Free Throw.,29,35
4:18,2341,Shyheim Hicks made Free Throw.,30,35
4:18,2341,Shyheim Hicks made Free Throw.,31,35
4:07,2341,Foul on Shyheim Hicks.,31,35
4:07,225,Brandon Anderson made Free Throw.,31,36
4:07,225,Brandon Anderson made Free Throw.,31,37
3:52,2341,Zach Coleman made Dunk. Assisted by Julian Batts.,33,37
3:45,225,Obi Okolie Turnover.,33,37
3:43,2341,Julian Batts Steal.,33,37
3:38,2341,Eral Penn made Layup.,35,37
3:24,225,Obi Okolie made Layup. Assisted by Brandon Anderson.,35,39
3:06,2341,Raiquan Clark made Three Point Jumper. Assisted by Julian Batts.,38,39
2:51,225,Joshua Howard Turnover.,38,39
2:51,2341,Julian Batts Steal.,38,39
2:51,225,Foul on Joshua Howard.,38,39
2:51,225,Official TV Timeout,38,39
2:51,2341,Zach Coleman missed Free Throw.,38,39
2:51,2341,LIU Brooklyn Deadball Team Rebound.,38,39
2:51,2341,Zach Coleman made Free Throw.,39,39
2:36,2341,Foul on Shyheim Hicks.,39,39
2:36,225,Brandon Anderson made Free Throw.,39,40
2:36,225,Brandon Anderson made Free Throw.,39,41
2:25,2341,Shyheim Hicks made Three Point Jumper. Assisted by Raiquan Clark.,42,41
2:17,2341,Foul on Raiquan Clark.,42,41
2:17,225,Brandon Anderson made Free Throw.,42,42
2:17,225,Brandon Anderson made Free Throw.,42,43
2:08,2341,Shyheim Hicks Turnover.,42,43
2:08,2341,Foul on Raul Frias.,42,43
2:08,225,Brandon Anderson made Free Throw.,42,44
2:08,225,Brandon Anderson made Free Throw.,42,45
1:53,2341,Raiquan Clark made Layup. Assisted by Eral Penn.,44,45
1:53,225,Foul on Desmond Cambridge.,44,45
1:53,2341,Raiquan Clark made Free Throw.,45,45
1:49,225,Brandon Anderson Turnover.,45,45
1:49,225,Foul on Brandon Anderson.,45,45
1:39,2341,Zach Coleman Turnover.,45,45
1:38,225,Desmond Cambridge Steal.,45,45
1:27,225,Desmond Cambridge missed Three Point Jumper.,45,45
1:27,2341,Shyheim Hicks Defensive Rebound.,45,45
1:11,2341,Zach Coleman missed Three Point Jumper.,45,45
1:11,2341,Shyheim Hicks Offensive Rebound.,45,45
0:54,2341,Julian Batts made Three Point Jumper.,48,45
0:30,225,Zach Hunsaker missed Three Point Jumper.,48,45
0:30,225,Desmond Cambridge Offensive Rebound.,48,45
0:26,2341,Foul on Julian Batts.,48,45
0:26,225,Desmond Cambridge made Free Throw.,48,46
0:26,225,Desmond Cambridge made Free Throw.,48,47
0:02,2341,Zach Coleman Turnover.,48,47
0:02,225,Brandon Anderson Steal.,48,47
0:01,225,Brandon Anderson missed Three Point Jumper.,48,47
0:01,225,Brown Offensive Rebound.,48,47
0:00,225,End of 1st half,48,47
19:31,2341,Joel Hernandez missed Three Point Jumper.,48,47
19:31,225,Travis Fuller Defensive Rebound.,48,47
19:19,225,Zach Hunsaker made Layup. Assisted by Travis Fuller.,48,49
18:54,2341,Joel Hernandez made Dunk. Assisted by Julian Batts.,50,49
18:45,225,Travis Fuller made Layup. Assisted by Desmond Cambridge.,50,51
18:38,2341,Julian Batts Turnover.,50,51
18:38,2341,Foul on Julian Batts.,50,51
18:29,225,Jason Massey missed Layup.,50,51
18:29,225,Jason Massey Offensive Rebound.,50,51
18:24,225,Zach Hunsaker missed Three Point Jumper.,50,51
18:24,225,Jason Massey Offensive Rebound.,50,51
18:21,2341,Foul on Joel Hernandez.,50,51
18:17,225,Brandon Anderson missed Layup.,50,51
18:17,2341,Joel Hernandez Defensive Rebound.,50,51
18:14,225,Foul on Tamenang Choh.,50,51
18:03,2341,Raiquan Clark missed Layup.,50,51
18:03,225,Brandon Anderson Defensive Rebound.,50,51
17:54,225,Joshua Howard missed Three Point Jumper.,50,51
17:54,2341,Shyheim Hicks Defensive Rebound.,50,51
17:43,2341,Joel Hernandez missed Jumper.,50,51
17:43,225,Zach Hunsaker Defensive Rebound.,50,51
17:34,225,Brandon Anderson made Layup. Assisted by Zach Hunsaker.,50,53
17:08,2341,Jamall Robinson missed Three Point Jumper.,50,53
17:08,2341,Joel Hernandez Offensive Rebound.,50,53
17:04,2341,Joel Hernandez Turnover.,50,53
16:46,225,Brandon Anderson made Three Point Jumper.,50,56
16:28,2341,Shyheim Hicks made Layup.,52,56
16:16,225,Jason Massey made Layup.,52,58
15:59,225,Foul on Travis Fuller.,52,58
15:59,225,Official TV Timeout,52,58
15:58,2341,Jamall Robinson missed Three Point Jumper.,52,58
15:58,225,Matt DeWolf Defensive Rebound.,52,58
15:40,225,Obi Okolie made Layup.,52,60
15:28,2341,Shyheim Hicks missed Jumper.,52,60
15:28,225,Matt DeWolf Defensive Rebound.,52,60
15:20,225,Joshua Howard missed Layup.,52,60
15:20,2341,Joel Hernandez Block.,52,60
15:18,2341,Joel Hernandez Defensive Rebound.,52,60
15:14,2341,Raiquan Clark made Layup.,54,60
14:56,225,Obi Okolie Turnover.,54,60
14:55,2341,Joel Hernandez Steal.,54,60
14:52,2341,Joel Hernandez made Layup.,56,60
14:19,2341,Foul on Jamall Robinson.,56,60
14:19,225,Obi Okolie made Free Throw.,56,61
14:19,225,Obi Okolie missed Free Throw.,56,61
14:19,2341,Raul Frias Defensive Rebound.,56,61
13:58,2341,Joel Hernandez made Layup.,58,61
13:43,225,Jason Massey made Layup. Assisted by Obi Okolie.,58,63
13:34,2341,Joel Hernandez made Layup.,60,63
13:34,225,Foul on Jason Massey.,60,63
13:34,2341,Joel Hernandez missed Free Throw.,60,63
13:34,2341,Raul Frias Offensive Rebound.,60,63
13:32,2341,Raul Frias missed Layup.,60,63
13:32,225,Matt DeWolf Defensive Rebound.,60,63
13:19,225,Brandon Anderson missed Three Point Jumper.,60,63
13:19,225,Desmond Cambridge Offensive Rebound.,60,63
13:16,225,Desmond Cambridge made Layup.,60,65
12:53,225,Foul on Matt DeWolf.,60,65
12:44,2341,Joel Hernandez Turnover.,60,65
12:24,225,Brandon Anderson missed Jumper.,60,65
12:24,2341,Raiquan Clark Defensive Rebound.,60,65
12:20,2341,Julian Batts missed Three Point Jumper.,60,65
12:20,2341,Zach Coleman Offensive Rebound.,60,65
12:16,2341,Zach Coleman Turnover.,60,65
12:04,2341,Foul on Raul Frias.,60,65
11:57,2341,Foul on Eral Penn.,60,65
11:57,225,Official TV Timeout,60,65
11:47,225,Zach Hunsaker Turnover.,60,65
11:46,2341,Eral Penn Steal.,60,65
11:42,2341,Joel Hernandez made Layup.,62,65
11:38,2341,Foul on Raul Frias.,62,65
11:16,225,Zach Hunsaker made Layup. Assisted by Joshua Howard.,62,67
11:02,2341,Eral Penn made Layup. Assisted by Joel Hernandez.,64,67
10:30,225,Zach Hunsaker made Three Point Jumper.,64,70
9:59,2341,Julian Batts Turnover.,64,70
9:58,225,Desmond Cambridge Steal.,64,70
9:47,2341,Foul on Jamall Robinson.,64,70
9:47,225,Joshua Howard missed Free Throw.,64,70
9:47,2341,Shyheim Hicks Defensive Rebound.,64,70
9:29,2341,Joel Hernandez missed Jumper.,64,70
9:29,225,Desmond Cambridge Defensive Rebound.,64,70
9:14,225,Brandon Anderson missed Layup.,64,70
9:14,2341,Julian Batts Defensive Rebound.,64,70
9:04,225,Foul on Zach Hunsaker.,64,70
9:04,2341,Eral Penn missed Free Throw.,64,70
9:04,2341,LIU Brooklyn Deadball Team Rebound.,64,70
9:04,2341,Eral Penn made Free Throw.,65,70
8:59,225,Zach Hunsaker Turnover.,65,70
8:55,2341,Raiquan Clark made Layup.,67,70
8:51,225,Joshua Howard Turnover.,67,70
8:49,2341,Julian Batts Steal.,67,70
8:49,2341,Julian Batts missed Layup.,67,70
8:49,2341,Eral Penn Offensive Rebound.,67,70
8:47,2341,Eral Penn made Layup.,69,70
8:47,225,Brown  Timeout,69,70
8:22,225,Desmond Cambridge missed Three Point Jumper.,69,70
8:22,2341,Raiquan Clark Defensive Rebound.,69,70
8:11,2341,Joel Hernandez missed Layup.,69,70
8:11,225,Travis Fuller Defensive Rebound.,69,70
7:59,225,Tamenang Choh made Layup. Assisted by Brandon Anderson.,69,72
7:40,2341,Raiquan Clark Turnover.,69,72
7:40,2341,Foul on Raiquan Clark.,69,72
7:40,225,Official TV Timeout,69,72
7:27,225,Tamenang Choh missed Layup.,69,72
7:27,2341,Eral Penn Block.,69,72
7:26,225,Brown Offensive Rebound.,69,72
7:24,225,Brandon Anderson missed Three Point Jumper.,69,72
7:24,2341,Eral Penn Block.,69,72
7:22,225,Brandon Anderson Offensive Rebound.,69,72
7:13,225,Brandon Anderson missed Three Point Jumper.,69,72
7:13,2341,Raiquan Clark Defensive Rebound.,69,72
6:46,2341,Raiquan Clark Turnover.,69,72
6:45,2341,Foul on Shyheim Hicks.,69,72
6:45,225,Brandon Anderson made Free Throw.,69,73
6:45,225,Brandon Anderson made Free Throw.,69,74
6:19,2341,Zach Coleman made Layup. Assisted by Joel Hernandez.,71,74
5:53,225,Tamenang Choh Turnover.,71,74
5:53,225,Foul on Tamenang Choh.,71,74
5:33,2341,Raiquan Clark made Three Point Jumper. Assisted by Joel Hernandez.,74,74
5:10,2341,Foul on Zach Coleman.,74,74
5:10,225,Obi Okolie made Free Throw.,74,75
5:10,225,Obi Okolie made Free Throw.,74,76
4:58,2341,Joel Hernandez missed Jumper.,74,76
4:58,225,Travis Fuller Defensive Rebound.,74,76
4:40,225,Brandon Anderson made Layup.,74,78
4:33,225,Foul on Zach Hunsaker.,74,78
4:33,2341,Julian Batts made Free Throw.,75,78
4:33,2341,Julian Batts made Free Throw.,76,78
4:31,2341,Foul on Joel Hernandez.,76,78
4:31,225,Brandon Anderson made Free Throw.,76,79
4:31,225,Brandon Anderson missed Free Throw.,76,79
4:31,2341,Zach Coleman Defensive Rebound.,76,79
4:30,225,Foul on Matt DeWolf.,76,79
4:30,2341,Zach Coleman missed Free Throw.,76,79
4:30,225,Desmond Cambridge Defensive Rebound.,76,79
4:19,225,Jason Massey made Jumper. Assisted by Brandon Anderson.,76,81
4:11,2341,Jamall Robinson missed Three Point Jumper.,76,81
4:11,225,Brandon Anderson Defensive Rebound.,76,81
4:02,225,Jason Massey made Layup. Assisted by Brandon Anderson.,76,83
4:00,2341,LIU Brooklyn  Timeout,76,83
4:00,225,Official TV Timeout,76,83
3:48,225,Foul on Jason Massey.,76,83
3:48,2341,Joel Hernandez missed Free Throw.,76,83
3:48,2341,LIU Brooklyn Deadball Team Rebound.,76,83
3:48,2341,Joel Hernandez missed Free Throw.,76,83
3:48,225,Zach Hunsaker Defensive Rebound.,76,83
3:25,225,Travis Fuller Turnover.,76,83
3:25,225,Foul on Travis Fuller.,76,83
3:15,2341,Julian Batts missed Three Point Jumper.,76,83
3:15,225,Brown Defensive Rebound.,76,83
2:45,225,Zach Hunsaker Turnover.,76,83
2:31,2341,Raiquan Clark missed Layup.,76,83
2:31,225,Matt DeWolf Defensive Rebound.,76,83
2:28,2341,Foul on Zach Coleman.,76,83
2:28,225,Matt DeWolf missed Free Throw.,76,83
2:28,225,Brown Deadball Team Rebound.,76,83
2:28,225,Matt DeWolf made Free Throw.,76,84
2:21,2341,Zach Coleman missed Three Point Jumper.,76,84
2:21,225,Zach Hunsaker Defensive Rebound.,76,84
2:16,2341,LIU Brooklyn  Timeout,76,84
2:13,225,Brandon Anderson Turnover.,76,84
2:13,225,Foul on Brandon Anderson.,76,84
2:05,2341,Raiquan Clark made Layup.,78,84
1:55,225,Desmond Cambridge missed Dunk.,78,84
1:55,225,Travis Fuller Offensive Rebound.,78,84
1:52,225,Travis Fuller missed Layup.,78,84
1:52,2341,Joel Hernandez Defensive Rebound.,78,84
1:49,2341,Julian Batts missed Three Point Jumper.,78,84
1:49,2341,Joel Hernandez Offensive Rebound.,78,84
1:47,225,Foul on Desmond Cambridge.,78,84
1:47,2341,Joel Hernandez made Free Throw.,79,84
1:47,2341,Joel Hernandez made Free Throw.,80,84
1:42,225,Brandon Anderson Turnover.,80,84
1:42,2341,Julian Batts Steal.,80,84
1:38,2341,Joel Hernandez missed Three Point Jumper.,80,84
1:38,225,Desmond Cambridge Defensive Rebound.,80,84
1:17,225,Desmond Cambridge made Layup. Assisted by Brandon Anderson.,80,86
1:03,2341,Julian Batts missed Three Point Jumper.,80,86
1:03,225,Obi Okolie Defensive Rebound.,80,86
1:00,2341,Foul on Zach Coleman.,80,86
1:00,225,Obi Okolie made Free Throw.,80,87
1:00,225,Obi Okolie made Free Throw.,80,88
0:50,2341,Zach Coleman missed Three Point Jumper.,80,88
0:50,225,Travis Fuller Defensive Rebound.,80,88
0:41,225,Travis Fuller made Layup. Assisted by Desmond Cambridge.,80,90
0:35,2341,Julian Batts made Layup. Assisted by Raiquan Clark.,82,90
0:34,2341,LIU Brooklyn  Timeout,82,90
0:34,225,Desmond Cambridge missed Layup.,82,90
0:34,225,Desmond Cambridge Offensive Rebound.,82,90
0:32,225,Desmond Cambridge made Layup.,82,92
0:20,225,Foul on Brandon Anderson.,82,92
0:20,2341,Raiquan Clark made Free Throw.,83,92
0:20,2341,Raiquan Clark missed Free Throw.,83,92
0:20,225,Desmond Cambridge Defensive Rebound.,83,92
0:15,2341,Foul on Raiquan Clark.,83,92
0:15,225,Desmond Cambridge made Free Throw.,83,93
0:15,225,Desmond Cambridge missed Free Throw.,83,93
0:15,2341,Raiquan Clark Defensive Rebound.,83,93
0:11,2341,Julian Batts made Three Point Jumper.,86,93
0:08,2341,LIU Brooklyn  Timeout,86,93
0:07,2341,Foul on Eral Penn.,86,93
0:07,225,Brandon Anderson missed Free Throw.,86,93
0:07,225,Brown Deadball Team Rebound.,86,93
0:07,225,Brandon Anderson made Free Throw.,86,94
0:02,2341,Shyheim Hicks missed Three Point Jumper.,86,94
0:02,225,Travis Fuller Defensive Rebound.,86,94
0:00,225,End of Game,86,94
