Southern-New Orleans,Error,McNeese,2377
15:55,2377,Foul on Stephen Ugochukwu.,41,62
15:55,2377,Official TV Timeout,41,62
15:55,-1,George Brock made Free Throw.,42,62
15:55,-1,George Brock made Free Throw.,43,62
15:51,2377,James Harvey Turnover.,43,62
15:40,-1,George Brock made Layup.,45,62
15:40,2377,Foul on Stephen Ugochukwu.,45,62
15:40,-1,George Brock missed Free Throw.,45,62
15:40,2377,Demarco Owens Defensive Rebound.,45,62
15:33,2377,Jarren Greenwood missed Three Point Jumper.,45,62
15:33,2377,Quatarrius Wilson Offensive Rebound.,45,62
15:29,2377,Quatarrius Wilson made Layup.,45,64
15:23,-1,Antonio Williams missed Three Point Jumper.,45,64
15:23,2377,Demarco Owens Defensive Rebound.,45,64
15:07,2377,Kalob Ledoux made Jumper.,45,66
14:49,-1,Teandre Jones missed Jumper.,45,66
14:49,2377,Kalob Ledoux Defensive Rebound.,45,66
14:40,-1,Foul on George Brock.,45,66
14:25,2377,Jarren Greenwood made Layup.,45,68
14:04,2377,Foul on Quatarrius Wilson.,45,68
14:04,-1,D'Ante Russell-Hall missed Free Throw.,45,68
14:04,-1,Southern (NO) Deadball Team Rebound.,45,68
14:04,-1,D'Ante Russell-Hall made Free Throw.,46,68
14:04,-1,D'Ante Russell-Hall missed Free Throw.,46,68
14:04,2377,Quatarrius Wilson Defensive Rebound.,46,68
13:45,2377,Demarco Owens made Layup.,46,70
13:35,-1,Lewis Ntolla missed Layup.,46,70
13:35,2377,Quatarrius Wilson Defensive Rebound.,46,70
13:28,2377,Kalob Ledoux missed Jumper.,46,70
13:28,-1,D'Ante Russell-Hall Defensive Rebound.,46,70
13:21,-1,Andre Funches missed Layup.,46,70
13:21,-1,Teandre Jones Offensive Rebound.,46,70
13:16,-1,Teandre Jones made Two Point Tip Shot.,48,70
13:03,2377,Jacob Ledoux missed Three Point Jumper.,48,70
13:03,-1,Andre Funches Defensive Rebound.,48,70
12:57,-1,Lewis Ntolla Turnover.,48,70
12:35,2377,Kalob Ledoux missed Jumper.,48,70
12:35,-1,Andre Funches Defensive Rebound.,48,70
12:29,-1,Teandre Jones made Layup. Assisted by Andre Funches.,50,70
12:20,2377,Jarren Greenwood Turnover.,50,70
12:17,-1,D'Ante Russell-Hall Steal.,50,70
12:15,-1,Teandre Jones missed Layup.,50,70
12:15,2377,Jarren Greenwood Defensive Rebound.,50,70
12:10,2377,Jarren Greenwood missed Layup.,50,70
12:10,2377,Quatarrius Wilson Offensive Rebound.,50,70
12:07,2377,Quatarrius Wilson made Layup.,50,72
11:53,-1,Andre Funches missed Three Point Jumper.,50,72
11:53,2377,Quatarrius Wilson Defensive Rebound.,50,72
11:34,-1,Foul on D'Ante Russell-Hall.,50,72
11:34,2377,Official TV Timeout,50,72
11:34,2377,Jacob Ledoux made Free Throw.,50,73
11:34,2377,Jacob Ledoux made Free Throw.,50,74
11:13,-1,Giovanni Lee made Jumper.,52,74
11:06,2377,Jacob Ledoux missed Three Point Jumper.,52,74
11:06,-1,Giovanni Lee Defensive Rebound.,52,74
10:57,-1,D'Ante Russell-Hall missed Three Point Jumper.,52,74
10:57,2377,Quatarrius Wilson Defensive Rebound.,52,74
10:39,2377,Quatarrius Wilson missed Jumper.,52,74
10:39,-1,Southern (NO) Defensive Rebound.,52,74
10:05,-1,Southern (NO)  Turnover.,52,74
10:05,-1,Southern (NO)  Timeout,52,74
9:40,2377,Jacob Ledoux Turnover.,52,74
9:38,-1,Lewis Ntolla Steal.,52,74
9:35,-1,Giovanni Lee missed Three Point Jumper.,52,74
9:35,2377,Jarren Greenwood Defensive Rebound.,52,74
9:27,2377,Jacob Ledoux made Layup. Assisted by Jarren Greenwood.,52,76
9:06,-1,Matthew Haynes missed Three Point Jumper.,52,76
9:06,2377,Jarren Greenwood Defensive Rebound.,52,76
8:59,2377,Jarren Greenwood made Layup.,52,78
8:25,-1,Southern (NO)  Turnover.,52,78
8:13,2377,Jacob Ledoux missed Three Point Jumper.,52,78
8:13,2377,Adrian Brown Offensive Rebound.,52,78
8:08,2377,Adrian Brown made Layup.,52,80
8:04,-1,Antonio Williams missed Three Point Jumper.,52,80
8:04,2377,Adrian Brown Defensive Rebound.,52,80
7:51,-1,Foul on Antonio Williams.,52,80
7:51,2377,Official TV Timeout,52,80
7:51,2377,Demarco Owens made Free Throw.,52,81
7:51,2377,Demarco Owens made Free Throw.,52,82
7:40,-1,Teandre Jones missed Three Point Jumper.,52,82
7:40,2377,Richard Laku Defensive Rebound.,52,82
7:31,2377,Jacob Ledoux made Layup.,52,84
7:18,-1,Andre Funches made Three Point Jumper. Assisted by Darrell Jacob.,55,84
7:02,2377,Adrian Brown missed Layup.,55,84
7:02,-1,Teandre Jones Defensive Rebound.,55,84
6:57,2377,Foul on Richard Laku.,55,84
6:57,-1,Teandre Jones made Free Throw.,56,84
6:57,-1,Teandre Jones made Free Throw.,57,84
6:50,-1,Foul on Teandre Jones.,57,84
6:50,2377,Jacob Ledoux missed Free Throw.,57,84
6:50,2377,McNeese Deadball Team Rebound.,57,84
6:50,2377,Jacob Ledoux made Free Throw.,57,85
6:38,-1,Antonio Williams missed Three Point Jumper.,57,85
6:38,2377,Kelvin Henry Jr. Defensive Rebound.,57,85
6:33,2377,Demarco Owens made Layup. Assisted by Kelvin Henry Jr..,57,87
6:33,-1,Foul on Teandre Jones.,57,87
6:33,2377,Demarco Owens missed Free Throw.,57,87
6:33,2377,Jacob Ledoux Offensive Rebound.,57,87
6:30,2377,Jacob Ledoux made Layup.,57,89
6:14,-1,Teandre Jones missed Three Point Jumper.,57,89
6:14,-1,Andre Funches Offensive Rebound.,57,89
6:10,-1,Andre Funches missed Jumper.,57,89
6:10,2377,Richard Laku Defensive Rebound.,57,89
5:59,2377,Demarco Owens missed Three Point Jumper.,57,89
5:59,2377,Adrian Brown Offensive Rebound.,57,89
5:53,2377,Adrian Brown missed Layup.,57,89
5:53,2377,Richard Laku Offensive Rebound.,57,89
5:48,2377,Richard Laku made Layup.,57,91
5:43,-1,Darrell Jacob made Layup.,59,91
5:26,-1,Foul on Teandre Jones.,59,91
5:26,2377,Adrian Brown made Free Throw.,59,92
5:26,2377,Adrian Brown made Free Throw.,59,93
5:16,-1,Andre Funches made Three Point Jumper. Assisted by Teandre Jones.,62,93
5:08,2377,Stephen Ugochukwu missed Layup.,62,93
5:08,-1,Darrell Jacob Block.,62,93
5:05,-1,Andre Funches Defensive Rebound.,62,93
5:01,-1,George Brock missed Three Point Jumper.,62,93
5:01,2377,Adrian Brown Defensive Rebound.,62,93
4:38,2377,James Harvey missed Three Point Jumper.,62,93
4:38,-1,Tevin Lewis Defensive Rebound.,62,93
4:36,2377,Foul on Adrian Brown.,62,93
4:36,-1,Tevin Lewis made Free Throw.,63,93
4:36,-1,Tevin Lewis made Free Throw.,64,93
4:11,2377,Adrian Brown missed Dunk.,64,93
4:11,-1,George Brock Defensive Rebound.,64,93
4:06,-1,Teandre Jones made Dunk. Assisted by George Brock.,66,93
3:45,-1,Foul on Tevin Lewis.,66,93
3:45,2377,Official TV Timeout,66,93
3:45,2377,Myles Hutchinson made Free Throw.,66,94
3:45,2377,Myles Hutchinson made Free Throw.,66,95
3:30,-1,George Brock missed Layup.,66,95
3:30,2377,Adrian Brown Block.,66,95
3:30,2377,Kelvin Henry Jr. Defensive Rebound.,66,95
3:29,2377,Stephen Ugochukwu made Free Throw.,66,96
3:29,2377,Stephen Ugochukwu made Free Throw.,66,97
3:26,-1,Foul on Darrell Jacob.,66,97
3:12,-1,George Brock made Layup.,68,97
2:54,2377,Adrian Brown made Dunk. Assisted by Richard Laku.,68,99
2:54,-1,Foul on George Brock.,68,99
2:54,2377,Adrian Brown made Free Throw.,68,100
2:44,-1,George Brock made Three Point Jumper. Assisted by Tevin Lewis.,71,100
2:35,2377,Kelvin Henry Jr. missed Layup.,71,100
2:35,2377,Jacob Bonnington Offensive Rebound.,71,100
2:31,2377,Jacob Bonnington made Two Point Tip Shot.,71,102
2:20,-1,George Brock missed Three Point Jumper.,71,102
2:20,2377,Fred Haywood Defensive Rebound.,71,102
1:53,2377,Kelvin Henry Jr. missed Layup.,71,102
1:53,2377,Myles Hutchinson Offensive Rebound.,71,102
1:50,2377,Myles Hutchinson missed Layup.,71,102
1:50,2377,Fred Haywood Offensive Rebound.,71,102
1:41,2377,Jacob Bonnington missed Jumper.,71,102
1:41,-1,Terrance Collinslun Defensive Rebound.,71,102
1:34,-1,Matthew Haynes made Three Point Jumper.,74,102
1:14,-1,Foul on Lewis Ntolla.,74,102
1:14,2377,Fred Haywood made Free Throw.,74,103
1:14,2377,Fred Haywood missed Free Throw.,74,103
1:14,-1,Terrance Collinslun Defensive Rebound.,74,103
1:04,-1,Tevin Lewis missed Three Point Jumper.,74,103
1:04,2377,Jacob Bonnington Defensive Rebound.,74,103
0:57,2377,Kelvin Henry Jr. Turnover.,74,103
0:55,-1,Giovanni Lee Steal.,74,103
0:55,2377,Foul on Myles Hutchinson.,74,103
0:55,-1,Giovanni Lee made Free Throw.,75,103
0:55,-1,Giovanni Lee made Free Throw.,76,103
0:35,2377,Kelvin Henry Jr. missed Three Point Jumper.,76,103
0:35,2377,Myles Hutchinson Offensive Rebound.,76,103
0:30,2377,Fred Haywood missed Layup.,76,103
0:30,2377,Fred Haywood Offensive Rebound.,76,103
0:26,2377,Fred Haywood missed Layup.,76,103
0:26,2377,Jacob Bonnington Offensive Rebound.,76,103
0:20,2377,Jacob Bonnington missed Jumper.,76,103
0:20,-1,Southern (NO) Defensive Rebound.,76,103
0:06,-1,Giovanni Lee made Three Point Jumper.,79,103
0:00,2377,End of Game,79,103
