Southern Utah,2439,UNLV,253
3:31,253,Foul on James McGee.,34,40
3:31,2439,Official TV Timeout,34,40
3:31,2439,Kris Clyburn made Free Throw.,34,41
3:31,2439,Kris Clyburn made Free Throw.,34,42
3:18,253,Jacob Calloway missed Jumper.,34,42
3:18,2439,Shakur Juiston Defensive Rebound.,34,42
3:07,2439,Jordan Johnson missed Jumper.,34,42
3:07,2439,Shakur Juiston Offensive Rebound.,34,42
3:02,253,Foul on James McGee.,34,42
3:02,2439,Shakur Juiston missed Free Throw.,34,42
3:02,2439,UNLV Deadball Team Rebound.,34,42
3:02,2439,Shakur Juiston missed Free Throw.,34,42
3:02,2439,Brandon McCoy Offensive Rebound.,34,42
2:59,2439,Brandon McCoy Turnover.,34,42
2:52,253,Matthew Johnson Turnover.,34,42
2:52,253,Foul on Matthew Johnson.,34,42
2:40,253,Foul on Ivan Madunic.,34,42
2:40,2439,Brandon McCoy made Free Throw.,34,43
2:40,2439,Brandon McCoy made Free Throw.,34,44
2:25,253,Brandon Better missed Layup.,34,44
2:25,2439,Brandon McCoy Block.,34,44
2:24,2439,Brandon McCoy Defensive Rebound.,34,44
2:16,2439,Brandon McCoy made Dunk. Assisted by Shakur Juiston.,34,46
2:04,253,Southern Utah  Timeout,34,46
1:43,253,Jacob Calloway made Jumper.,36,46
1:31,2439,Shakur Juiston made Layup.,36,48
1:12,253,Jadon Cohee missed Layup.,36,48
1:12,2439,Brandon McCoy Defensive Rebound.,36,48
1:08,2439,Brandon McCoy Turnover.,36,48
1:07,253,Matthew Johnson Steal.,36,48
1:03,253,Brandon Better missed Three Point Jumper.,36,48
1:03,253,Jacob Calloway Offensive Rebound.,36,48
1:01,253,Jacob Calloway missed Jumper.,36,48
1:01,253,Ivan Madunic Offensive Rebound.,36,48
0:58,253,Ivan Madunic missed Two Point Tip Shot.,36,48
0:58,253,Ivan Madunic Offensive Rebound.,36,48
0:58,2439,Foul on Jordan Johnson.,36,48
0:52,253,Matthew Johnson made Layup.,38,48
0:38,2439,Shakur Juiston missed Jumper.,38,48
0:38,253,Elijah Graves Defensive Rebound.,38,48
0:15,253,Matthew Johnson Turnover.,38,48
0:15,2439,Jovan Mooring Steal.,38,48
0:03,2439,Jordan Johnson made Jumper.,38,50
0:00,2439,End of 1st half,38,50
19:52,253,Jadon Cohee made Layup.,40,50
19:36,2439,Brandon McCoy made Jumper. Assisted by Jordan Johnson.,40,52
19:15,253,James McGee Turnover.,40,52
19:14,2439,Shakur Juiston Steal.,40,52
19:08,253,Foul on James McGee.,40,52
19:04,253,Foul on Jacob Calloway.,40,52
18:55,2439,Shakur Juiston made Jumper. Assisted by Kris Clyburn.,40,54
18:37,253,Brandon Better made Jumper.,42,54
18:26,2439,Brandon McCoy Turnover.,42,54
18:19,253,Jacob Calloway Steal.,42,54
18:01,253,Jadon Cohee missed Layup.,42,54
18:01,2439,Brandon McCoy Block.,42,54
18:00,253,Southern Utah Offensive Rebound.,42,54
17:57,253,Brandon Better Turnover.,42,54
17:56,2439,Kris Clyburn Steal.,42,54
17:54,2439,Shakur Juiston made Dunk. Assisted by Jovan Mooring.,42,56
17:34,2439,Foul on Jordan Johnson.,42,56
17:22,253,Jadon Cohee missed Three Point Jumper.,42,56
17:22,2439,UNLV Defensive Rebound.,42,56
17:05,2439,Brandon McCoy made Layup. Assisted by Jovan Mooring.,42,58
16:50,253,James McGee made Jumper. Assisted by Jadon Cohee.,44,58
16:43,253,Foul on Brandon Better.,44,58
16:40,253,Foul on Jacob Calloway.,44,58
16:35,2439,Kris Clyburn missed Three Point Jumper.,44,58
16:35,253,Ivan Madunic Defensive Rebound.,44,58
16:12,253,Ivan Madunic Turnover.,44,58
16:11,2439,Amauri Hardy Steal.,44,58
16:09,2439,Brandon McCoy Turnover.,44,58
16:09,2439,Foul on Brandon McCoy.,44,58
15:59,253,Jamal Aytes missed Jumper.,44,58
15:59,2439,Shakur Juiston Defensive Rebound.,44,58
15:52,2439,Jordan Johnson Turnover.,44,58
15:51,253,Brandon Better Steal.,44,58
15:50,2439,Foul on Shakur Juiston.,44,58
15:50,2439,Official TV Timeout,44,58
15:46,2439,Foul on Anthony Smith.,44,58
15:45,253,Jamal Aytes made Jumper.,46,58
15:33,2439,Anthony Smith missed Three Point Jumper.,46,58
15:33,253,Jamal Aytes Defensive Rebound.,46,58
15:22,253,Jamal Aytes missed Layup.,46,58
15:22,2439,Brandon McCoy Block.,46,58
15:20,253,Southern Utah Offensive Rebound.,46,58
15:16,253,Jadon Cohee made Jumper. Assisted by Ivan Madunic.,48,58
15:03,2439,Brandon McCoy missed Jumper.,48,58
15:03,253,Jadon Cohee Defensive Rebound.,48,58
14:56,253,Jadon Cohee made Layup.,50,58
14:38,2439,Amauri Hardy missed Jumper.,50,58
14:38,253,Ivan Madunic Defensive Rebound.,50,58
14:33,253,Brandon Better made Layup. Assisted by Ivan Madunic.,52,58
14:21,2439,UNLV  Timeout,52,58
14:01,2439,Shakur Juiston made Layup. Assisted by Kris Clyburn.,52,60
13:45,253,Brandon Better missed Three Point Jumper.,52,60
13:45,2439,Shakur Juiston Defensive Rebound.,52,60
13:37,2439,Jordan Johnson Turnover.,52,60
13:36,253,James McGee Steal.,52,60
13:31,253,Jadon Cohee made Jumper. Assisted by Brandon Better.,54,60
13:20,2439,Jovan Mooring missed Three Point Jumper.,54,60
13:20,253,Brandon Better Defensive Rebound.,54,60
13:09,253,Jamal Aytes missed Jumper.,54,60
13:09,2439,Shakur Juiston Defensive Rebound.,54,60
13:00,2439,Brandon McCoy made Layup. Assisted by Jordan Johnson.,54,62
13:00,253,Foul on Jamal Aytes.,54,62
13:00,2439,Brandon McCoy missed Free Throw.,54,62
13:00,2439,Kris Clyburn Offensive Rebound.,54,62
12:57,2439,Brandon McCoy missed Jumper.,54,62
12:57,2439,Kris Clyburn Offensive Rebound.,54,62
12:53,253,Foul on Jacob Calloway.,54,62
12:42,2439,Jordan Johnson Turnover.,54,62
12:41,253,Jadon Cohee Steal.,54,62
12:40,253,Jadon Cohee made Layup.,56,62
12:24,253,Foul on James McGee.,56,62
12:24,2439,Tervell Beck made Free Throw.,56,63
12:24,2439,Tervell Beck missed Free Throw.,56,63
12:24,253,Ivan Madunic Defensive Rebound.,56,63
12:11,253,Christian Musoko made Layup.,58,63
12:04,2439,Kris Clyburn missed Layup.,58,63
12:04,253,Southern Utah Defensive Rebound.,58,63
12:03,2439,Foul on Cheickna Dembele.,58,63
11:59,2439,Official TV Timeout,58,63
11:49,2439,Foul on Tervell Beck.,58,63
11:44,253,Jamil Jackson missed Layup.,58,63
11:44,2439,Brandon McCoy Block.,58,63
11:43,2439,Brandon McCoy Defensive Rebound.,58,63
11:36,2439,Tervell Beck made Layup. Assisted by Jordan Johnson.,58,65
11:14,253,Christian Musoko made Jumper.,60,65
11:05,2439,Tervell Beck missed Three Point Jumper.,60,65
11:05,253,Southern Utah Defensive Rebound.,60,65
10:45,253,Brandon Better missed Three Point Jumper.,60,65
10:45,2439,UNLV Defensive Rebound.,60,65
10:35,253,Foul on Brandon Better.,60,65
10:35,2439,Jordan Johnson missed Free Throw.,60,65
10:35,253,Ivan Madunic Defensive Rebound.,60,65
10:23,253,Jadon Cohee missed Jumper.,60,65
10:23,253,Christian Musoko Offensive Rebound.,60,65
10:19,253,Christian Musoko missed Layup.,60,65
10:19,253,Ivan Madunic Offensive Rebound.,60,65
10:17,253,Ivan Madunic made Two Point Tip Shot.,62,65
10:07,2439,Shakur Juiston Turnover.,62,65
10:06,253,Ivan Madunic Steal.,62,65
10:03,253,Jadon Cohee made Layup. Assisted by Ivan Madunic.,64,65
9:44,2439,Jovan Mooring made Jumper.,64,67
9:22,253,Ivan Madunic missed Three Point Jumper.,64,67
9:22,2439,Brandon McCoy Defensive Rebound.,64,67
9:14,253,Foul on Jadon Cohee.,64,67
9:14,2439,Kris Clyburn missed Free Throw.,64,67
9:14,2439,UNLV Deadball Team Rebound.,64,67
9:14,2439,Kris Clyburn missed Free Throw.,64,67
9:14,2439,Shakur Juiston Offensive Rebound.,64,67
9:12,2439,Shakur Juiston made Layup.,64,69
8:51,253,Jadon Cohee made Three Point Jumper. Assisted by Jamil Jackson.,67,69
8:43,2439,Jovan Mooring made Layup. Assisted by Jordan Johnson.,67,71
8:43,253,Foul on Brandon Better.,67,71
8:43,2439,Jovan Mooring made Free Throw.,67,72
8:14,253,Jamal Aytes made Layup. Assisted by Jadon Cohee.,69,72
8:07,2439,Jovan Mooring made Layup.,69,74
7:46,253,Jamal Aytes missed Jumper.,69,74
7:46,2439,Shakur Juiston Defensive Rebound.,69,74
7:40,2439,Jovan Mooring missed Three Point Jumper.,69,74
7:40,253,Ivan Madunic Defensive Rebound.,69,74
7:28,253,James McGee made Three Point Jumper. Assisted by Jamil Jackson.,72,74
7:12,253,Foul on Jamal Aytes.,72,74
7:12,2439,Official TV Timeout,72,74
7:12,2439,Jordan Johnson made Free Throw.,72,75
7:12,2439,Jordan Johnson made Free Throw.,72,76
7:00,253,Jadon Cohee missed Jumper.,72,76
7:00,2439,Kris Clyburn Block.,72,76
6:57,253,Jamal Aytes Offensive Rebound.,72,76
6:56,253,Jamal Aytes made Layup.,74,76
6:49,2439,Jordan Johnson made Layup.,74,78
6:32,253,Jamal Aytes missed Jumper.,74,78
6:32,2439,Shakur Juiston Defensive Rebound.,74,78
6:31,253,Foul on Jacob Calloway.,74,78
6:31,2439,Shakur Juiston made Free Throw.,74,79
6:31,2439,Shakur Juiston missed Free Throw.,74,79
6:31,253,Ivan Madunic Defensive Rebound.,74,79
6:22,2439,Foul on Kris Clyburn.,74,79
6:22,253,James McGee missed Free Throw.,74,79
6:22,2439,Brandon McCoy Defensive Rebound.,74,79
6:18,2439,Shakur Juiston made Dunk. Assisted by Jordan Johnson.,74,81
5:57,253,Jamal Aytes missed Jumper.,74,81
5:57,2439,Brandon McCoy Block.,74,81
5:55,2439,Anthony Smith Defensive Rebound.,74,81
5:52,2439,Jordan Johnson made Layup. Assisted by Anthony Smith.,74,83
5:50,253,Foul on James McGee.,74,83
5:50,253,Southern Utah  Timeout,74,83
5:50,2439,Jordan Johnson made Free Throw.,74,84
5:36,253,Jadon Cohee made Layup.,76,84
5:12,2439,Brandon McCoy missed Layup.,76,84
5:12,253,Ivan Madunic Block.,76,84
5:10,253,Brandon Better Defensive Rebound.,76,84
5:03,253,Brandon Better made Three Point Jumper.,79,84
4:48,2439,Brandon McCoy made Layup. Assisted by Anthony Smith.,79,86
4:48,253,Foul on Ivan Madunic.,79,86
4:48,2439,Brandon McCoy made Free Throw.,79,87
4:35,253,Jadon Cohee Turnover.,79,87
4:34,2439,Brandon McCoy Steal.,79,87
4:14,2439,Shakur Juiston made Dunk. Assisted by Jordan Johnson.,79,89
4:06,253,Brandon Better missed Three Point Jumper.,79,89
4:06,2439,Anthony Smith Defensive Rebound.,79,89
3:58,253,Foul on Jadon Cohee.,79,89
3:58,2439,Official TV Timeout,79,89
3:58,2439,Jordan Johnson made Free Throw.,79,90
3:58,2439,Jordan Johnson made Free Throw.,79,91
3:46,253,Jadon Cohee made Jumper.,81,91
3:22,2439,Anthony Smith made Three Point Jumper. Assisted by Jordan Johnson.,81,94
3:01,253,Brandon Better missed Three Point Jumper.,81,94
3:01,2439,Brandon McCoy Defensive Rebound.,81,94
2:33,2439,Jordan Johnson missed Jumper.,81,94
2:33,253,Jamal Aytes Defensive Rebound.,81,94
2:22,253,Jadon Cohee missed Jumper.,81,94
2:22,2439,Brandon McCoy Defensive Rebound.,81,94
2:12,2439,Jordan Johnson made Three Point Jumper. Assisted by Amauri Hardy.,81,97
1:46,253,Christian Musoko missed Layup.,81,97
1:46,2439,Shakur Juiston Defensive Rebound.,81,97
1:42,2439,Amauri Hardy made Three Point Jumper. Assisted by Jordan Johnson.,81,100
1:18,253,Brandon Better missed Jumper.,81,100
1:18,2439,Brandon McCoy Defensive Rebound.,81,100
0:52,2439,Amauri Hardy missed Three Point Jumper.,81,100
0:52,2439,Shakur Juiston Offensive Rebound.,81,100
0:41,253,Foul on Jadon Cohee.,81,100
0:41,2439,Shakur Juiston made Free Throw.,81,101
0:41,2439,Shakur Juiston missed Free Throw.,81,101
0:41,253,Jamal Aytes Defensive Rebound.,81,101
0:29,2439,Foul on Shakur Juiston.,81,101
0:29,253,Jadon Cohee missed Free Throw.,81,101
0:29,253,Southern Utah Deadball Team Rebound.,81,101
0:29,253,Jadon Cohee made Free Throw.,82,101
0:00,2439,End of Game,82,101
