New Mexico,120,Maryland,167
1:42,120,Kevin Huerter Defensive Rebound.,61,80
1:42,120,Jared Nickens missed Three Point Jumper.,61,80
1:42,167,Dane Kuiper Defensive Rebound.,61,80
1:42,167,Chris McNeal missed Three Point Jumper.,61,80
1:42,167,Makuach Maluach Offensive Rebound.,61,80
1:42,120,Foul on Reese Mona.,61,80
0:55,167,Makuach Maluach made Free Throw.,62,80
0:37,120,Travis Valmon Turnover.,62,80
0:37,120,Foul on Joshua Tomaic.,62,80
0:37,167,Chris McNeal made Free Throw.,63,80
0:37,167,Chris McNeal made Free Throw.,64,80
0:13,120,Joshua Tomaic Turnover.,64,80
0:10,167,Jachai Simmons Steal.,64,80
0:03,167,Dane Kuiper missed Three Point Jumper.,64,80
0:03,120,Sean Obi Defensive Rebound.,64,80
0:00,167,Chris McNeal made Free Throw.,65,80
0:00,120,End of 2nd half,64,80
