Siena Heights,Error,Detroit Mercy,2174
15:33,-1,Hadi Akle Turnover.,7,15
15:32,2174,Jermaine Jackson Jr. Steal.,7,15
15:31,2174,Jermaine Jackson Jr. missed Jumper.,7,15
15:31,-1,Josh Winowiecki Block.,7,15
15:29,-1,Trevor Holston Defensive Rebound.,7,15
15:14,-1,Josh Winowiecki missed Jumper.,7,15
15:14,-1,Josh Winowiecki Offensive Rebound.,7,15
15:13,2174,Foul on Jaleel Hogan.,7,15
15:03,-1,Nick Randle made Three Point Jumper. Assisted by Kevin Smith II.,10,15
14:50,2174,Malik Eichler missed Jumper.,10,15
14:50,-1,Nick Randle Defensive Rebound.,10,15
14:36,-1,Josh Winowiecki missed Jumper.,10,15
14:36,2174,Detroit Mercy Defensive Rebound.,10,15
14:15,2174,Jermaine Jackson Jr. missed Jumper.,10,15
14:15,-1,Josh Winowiecki Defensive Rebound.,10,15
14:04,-1,Nick Randle missed Jumper.,10,15
14:04,2174,Kameron Chatman Defensive Rebound.,10,15
13:57,2174,Kameron Chatman made Three Point Jumper.,10,18
13:46,-1,Nick Randle Turnover.,10,18
13:45,2174,Malik Eichler Steal.,10,18
13:43,2174,Josh McFolley missed Three Point Jumper.,10,18
13:43,-1,Tony Jackson II Defensive Rebound.,10,18
13:15,-1,Josh Winowiecki Turnover.,10,18
13:13,2174,Jermaine Jackson Jr. Steal.,10,18
13:12,2174,Corey Allen made Layup. Assisted by Jermaine Jackson Jr..,10,20
12:54,-1,Tony Jackson II Turnover.,10,20
12:53,2174,Josh McFolley Steal.,10,20
12:52,2174,Corey Allen made Layup. Assisted by Josh McFolley.,10,22
12:52,-1,Siena Heights  Timeout,10,22
12:52,-1,Tony Jackson II Turnover.,10,22
12:52,2174,Josh McFolley Steal.,10,22
12:39,2174,Corey Allen Turnover.,10,22
12:39,-1,Steal.,10,22
12:31,2174,Foul on Malik Eichler.,10,22
12:31,-1,made Free Throw.,11,22
12:31,-1,made Free Throw.,12,22
12:18,2174,Malik Eichler made Jumper. Assisted by Josh McFolley.,12,24
12:06,-1,made Layup. Assisted by Kevin Smith II.,14,24
11:52,-1,Foul on Josh Winowiecki.,14,24
11:52,2174,Official TV Timeout,14,24
11:41,2174,Jermaine Jackson Jr. Turnover.,14,24
11:21,-1,Trevor Holston missed Layup.,14,24
11:21,2174,Cole Long Defensive Rebound.,14,24
11:15,2174,Jermaine Jackson Jr. made Three Point Jumper.,14,27
11:05,-1,Nick Randle Turnover.,14,27
11:05,2174,DeShawndre Black Steal.,14,27
10:59,2174,Cole Long missed Layup.,14,27
10:59,-1,Tony Jackson II Block.,14,27
10:58,2174,Cole Long Offensive Rebound.,14,27
10:53,2174,DeShawndre Black made Jumper.,14,29
10:46,2174,Foul on DeShawndre Black.,14,29
10:21,-1,Kevin Smith II Turnover.,14,29
10:21,2174,Roschon Prince Steal.,14,29
9:59,2174,Roschon Prince missed Layup.,14,29
9:59,-1,Tony Jackson II Block.,14,29
9:59,2174,Detroit Mercy Offensive Rebound.,14,29
9:58,2174,Cole Long made Three Point Jumper. Assisted by Jermaine Jackson Jr..,14,32
9:26,-1,made Layup. Assisted by Kevin Smith II.,16,32
9:26,2174,Foul on DeShawndre Black.,16,32
9:26,-1,made Free Throw.,17,32
9:18,2174,Roschon Prince made Layup. Assisted by Jermaine Jackson Jr..,17,34
9:00,-1,Trevor Holston Turnover.,17,34
8:44,2174,Jack Ballantyne missed Three Point Jumper.,17,34
8:44,-1,Jon Hovermale Defensive Rebound.,17,34
8:19,-1,made Layup. Assisted by Tony Jackson II.,19,34
8:14,2174,Cole Long made Dunk. Assisted by Jermaine Jackson Jr..,19,36
7:47,-1,Quincy Lunsford missed Three Point Jumper.,19,36
7:47,-1,Offensive Rebound.,19,36
7:40,-1,missed Three Point Jumper.,19,36
7:40,-1,Josh Winowiecki Offensive Rebound.,19,36
7:39,2174,Foul on Jack Ballantyne.,19,36
7:39,2174,Official TV Timeout,19,36
7:39,-1,Josh Winowiecki made Free Throw.,20,36
7:39,-1,Josh Winowiecki made Free Throw.,21,36
7:26,2174,Kameron Chatman missed Jumper.,21,36
7:26,2174,Gerald Blackshear Jr. Offensive Rebound.,21,36
7:21,2174,Gerald Blackshear Jr. missed Jumper.,21,36
7:21,-1,Tony Jackson II Defensive Rebound.,21,36
7:13,-1,made Layup. Assisted by Josh Winowiecki.,23,36
7:04,2174,Gerald Blackshear Jr. missed Jumper.,23,36
7:04,-1,Josh Winowiecki Block.,23,36
7:04,2174,Detroit Mercy Offensive Rebound.,23,36
6:59,2174,Josh McFolley made Three Point Jumper. Assisted by Kameron Chatman.,23,39
6:44,-1,Josh Winowiecki missed Layup.,23,39
6:44,2174,Gerald Blackshear Jr. Block.,23,39
6:42,-1,Tony Jackson II Offensive Rebound.,23,39
6:39,-1,Nick Randle missed Three Point Jumper.,23,39
6:39,2174,Josh McFolley Defensive Rebound.,23,39
6:31,2174,Kameron Chatman made Three Point Jumper. Assisted by Josh McFolley.,23,42
6:17,2174,Foul on Josh McFolley.,23,42
6:17,-1,made Free Throw.,24,42
6:17,-1,made Free Throw.,25,42
6:05,-1,Foul on Nick Randle.,25,42
6:02,-1,Foul on Quincy Lunsford.,25,42
6:02,2174,Josh McFolley made Free Throw.,25,43
6:02,2174,Josh McFolley missed Free Throw.,25,43
6:02,2174,Josh McFolley made Free Throw.,25,44
6:02,2174,Detroit Mercy Deadball Team Rebound.,25,43
5:38,-1,Nick Randle missed Layup.,25,44
5:38,2174,Kameron Chatman Defensive Rebound.,25,44
5:31,2174,Gerald Blackshear Jr. Turnover.,25,44
5:25,-1,Foul on Josh Winowiecki.,25,44
5:25,-1,Josh Winowiecki Turnover.,25,44
5:07,2174,Gerald Blackshear Jr. missed Layup.,25,44
5:07,-1,Defensive Rebound.,25,44
5:02,-1,Nick Randle Turnover.,25,44
5:01,2174,Josh McFolley Steal.,25,44
4:56,2174,Josh McFolley made Dunk.,25,46
4:33,-1,missed Layup.,25,46
4:33,2174,Gerald Blackshear Jr. Defensive Rebound.,25,46
4:25,2174,Kameron Chatman missed Jumper.,25,46
4:25,-1,Josh Winowiecki Defensive Rebound.,25,46
4:04,2174,Foul on Corey Allen.,25,46
4:04,-1,Tony Jackson II made Free Throw.,26,46
4:04,-1,Tony Jackson II made Free Throw.,27,46
3:44,2174,Gerald Blackshear Jr. Turnover.,27,46
3:44,2174,Official TV Timeout,27,46
3:33,-1,Siena Heights  Turnover.,27,46
3:19,2174,Isaiah Jones missed Jumper.,27,46
3:19,2174,Isaiah Jones Offensive Rebound.,27,46
3:16,2174,Isaiah Jones made Jumper.,27,48
3:03,-1,Trevor Holston Turnover.,27,48
3:01,2174,Isaiah Jones Steal.,27,48
2:53,-1,Foul on Trevor Holston.,27,48
2:53,2174,Bass Ollie made Free Throw.,27,49
2:53,2174,Bass Ollie missed Free Throw.,27,49
2:53,-1,Josh Winowiecki Defensive Rebound.,27,49
2:32,-1,Jon Hovermale missed Three Point Jumper.,27,49
2:32,-1,Josh Winowiecki Offensive Rebound.,27,49
2:28,-1,Josh Winowiecki missed Jumper.,27,49
2:28,2174,Isaiah Jones Block.,27,49
2:27,2174,Josh McFolley Defensive Rebound.,27,49
2:22,2174,Corey Allen made Three Point Jumper. Assisted by Josh McFolley.,27,52
2:04,-1,Tony Jackson II Turnover.,27,52
1:51,-1,Foul on Josh Winowiecki.,27,52
1:45,2174,Kameron Chatman missed Three Point Jumper.,27,52
1:45,2174,Jermaine Jackson Jr. Offensive Rebound.,27,52
1:41,2174,Jermaine Jackson Jr. missed Jumper.,27,52
1:41,2174,Isaiah Jones Offensive Rebound.,27,52
1:38,2174,Isaiah Jones missed Jumper.,27,52
1:38,-1,Josh Winowiecki Block.,27,52
1:37,-1,Josh Winowiecki Defensive Rebound.,27,52
1:34,-1,Trevor Holston Turnover.,27,52
1:21,2174,Jermaine Jackson Jr. missed Three Point Jumper.,27,52
1:21,-1,Josh Winowiecki Defensive Rebound.,27,52
1:12,-1,Jon Hovermale missed Three Point Jumper.,27,52
1:12,2174,Jermaine Jackson Jr. Defensive Rebound.,27,52
1:04,2174,Kameron Chatman Turnover.,27,52
1:04,-1,Josh Winowiecki Steal.,27,52
0:46,-1,Trevor Holston missed Layup.,27,52
0:46,2174,Kameron Chatman Defensive Rebound.,27,52
0:30,2174,Isaiah Jones missed Jumper.,27,52
0:30,-1,Josh Winowiecki Defensive Rebound.,27,52
0:10,-1,Trevor Holston Turnover.,27,52
0:10,2174,Detroit Mercy  Timeout,27,52
0:04,2174,Jermaine Jackson Jr. made Three Point Jumper. Assisted by DeShawndre Black.,27,55
0:00,-1,Nick Randle Turnover.,27,55
0:00,2174,Kameron Chatman missed Jumper.,27,55
0:00,-1,Siena Heights Deadball Team Rebound.,27,55
0:00,2174,End of 1st half,27,56
19:45,-1,made Three Point Jumper. Assisted by Hadi Akle.,30,55
19:27,2174,Jermaine Jackson Jr. missed Three Point Jumper.,30,55
19:27,2174,Kameron Chatman Offensive Rebound.,30,55
19:18,-1,Foul on  .,30,55
19:18,2174,Jaleel Hogan made Free Throw.,30,56
19:18,2174,Jaleel Hogan made Free Throw.,30,57
19:08,-1,Josh Winowiecki missed Dunk.,30,57
19:08,-1,Tony Jackson II Offensive Rebound.,30,57
19:04,-1,Tony Jackson II made Jumper.,32,57
18:55,2174,Corey Allen made Layup.,32,59
18:41,2174,Foul on Jermaine Jackson Jr..,32,59
18:35,-1,missed Dunk.,32,59
18:35,2174,Josh McFolley Defensive Rebound.,32,59
18:29,2174,Corey Allen made Three Point Jumper. Assisted by Josh McFolley.,32,62
18:10,2174,Foul on Josh McFolley.,32,62
18:10,-1,Josh Winowiecki made Free Throw.,33,62
18:10,-1,Josh Winowiecki missed Free Throw.,33,62
18:10,-1,Siena Heights Deadball Team Rebound.,33,62
18:09,2174,Foul on Jaleel Hogan.,33,62
17:58,-1,Nick Randle missed Jumper.,33,62
17:58,2174,Kameron Chatman Defensive Rebound.,33,62
17:51,2174,Corey Allen made Three Point Jumper. Assisted by Jermaine Jackson Jr..,33,65
17:26,-1,missed Jumper.,33,65
17:26,-1,Siena Heights Offensive Rebound.,33,65
17:12,-1,missed Layup.,33,65
17:12,-1,Josh Winowiecki Offensive Rebound.,33,65
17:05,2174,Foul on Jaleel Hogan.,33,65
17:05,-1,made Free Throw.,34,65
17:05,-1,made Free Throw.,35,65
16:51,2174,Corey Allen Turnover.,35,65
16:49,-1,Hadi Akle Steal.,35,65
16:42,-1,Hadi Akle Turnover.,35,65
16:41,2174,Kameron Chatman Steal.,35,65
16:39,2174,Kameron Chatman made Dunk. Assisted by Jack Ballantyne.,35,67
16:30,-1,Nick Randle Turnover.,35,67
16:29,2174,Kameron Chatman Steal.,35,67
16:26,2174,Corey Allen missed Three Point Jumper.,35,67
16:26,-1,Josh Winowiecki Defensive Rebound.,35,67
16:15,-1,missed Jumper.,35,67
16:15,-1,Siena Heights Offensive Rebound.,35,67
16:09,-1,missed Layup.,35,67
16:09,2174,Jack Ballantyne Defensive Rebound.,35,67
16:03,-1,Foul on Tony Jackson II.,35,67
16:03,2174,Corey Allen missed Free Throw.,35,67
16:03,2174,Detroit Mercy Deadball Team Rebound.,35,67
16:03,2174,Corey Allen made Free Throw.,35,68
16:02,-1,Josh Winowiecki Turnover.,35,68
16:01,2174,Jermaine Jackson Jr. Steal.,35,68
15:56,2174,Kameron Chatman made Three Point Jumper. Assisted by Jermaine Jackson Jr..,35,71
15:49,-1,Nick Randle Turnover.,35,71
15:49,2174,Jermaine Jackson Jr. Steal.,35,71
15:49,2174,Official TV Timeout,35,71
15:42,2174,Jack Ballantyne missed Jumper.,35,71
15:42,-1,Josh Winowiecki Defensive Rebound.,35,71
15:24,-1,Josh Winowiecki missed Jumper.,35,71
15:24,2174,Jack Ballantyne Defensive Rebound.,35,71
15:17,2174,Jermaine Jackson Jr. missed Layup.,35,71
15:17,-1,Jon Hovermale Block.,35,71
15:14,-1,Jon Hovermale Defensive Rebound.,35,71
15:00,-1,Quincy Lunsford missed Jumper.,35,71
15:00,2174,Kameron Chatman Defensive Rebound.,35,71
14:52,2174,Kameron Chatman missed Three Point Jumper.,35,71
14:52,2174,Corey Allen Offensive Rebound.,35,71
14:45,2174,Jermaine Jackson Jr. made Three Point Jumper. Assisted by Corey Allen.,35,74
14:38,2174,Foul on DeShawndre Black.,35,74
14:29,-1,Trevor Holston made Jumper. Assisted by Quincy Lunsford.,37,74
14:14,2174,Jack Ballantyne made Layup. Assisted by DeShawndre Black.,37,76
14:02,2174,Foul on Roschon Prince.,37,76
13:46,-1,Josh Winowiecki made Layup. Assisted by Kevin Smith II.,39,76
13:37,2174,DeShawndre Black made Three Point Jumper. Assisted by Jack Ballantyne.,39,79
13:22,-1,Kevin Smith II missed Jumper.,39,79
13:22,-1,Kevin Smith II Offensive Rebound.,39,79
13:17,-1,Kevin Smith II made Jumper.,41,79
13:10,2174,Roschon Prince Turnover.,41,79
12:59,-1,Quincy Lunsford missed Three Point Jumper.,41,79
12:59,2174,Jack Ballantyne Defensive Rebound.,41,79
12:46,-1,Foul on Trevor Holston.,41,79
12:46,2174,Roschon Prince missed Free Throw.,41,79
12:46,2174,Detroit Mercy Deadball Team Rebound.,41,79
12:46,2174,Roschon Prince made Free Throw.,41,80
12:42,2174,Foul on Jermaine Jackson Jr..,41,80
12:42,-1,Carter Drazga made Free Throw.,42,80
12:42,-1,Carter Drazga made Free Throw.,43,80
12:36,2174,Jack Ballantyne made Three Point Jumper. Assisted by Roschon Prince.,43,83
12:24,-1,Kevin Smith II Turnover.,43,83
12:14,2174,Jack Ballantyne made Layup. Assisted by DeShawndre Black.,43,85
12:06,-1,Turnover.,43,85
12:05,2174,Josh McFolley Steal.,43,85
12:04,2174,Cole Long missed Layup.,43,85
12:04,2174,Cole Long Offensive Rebound.,43,85
12:01,2174,Cole Long missed Jumper.,43,85
12:01,-1,Defensive Rebound.,43,85
11:55,-1,Kevin Smith II made Layup.,45,85
11:45,-1,Foul on Kevin Smith II.,45,85
11:45,2174,Official TV Timeout,45,85
11:45,2174,Jack Ballantyne made Free Throw.,45,86
11:45,2174,Jack Ballantyne made Free Throw.,45,87
11:31,2174,Foul on Roschon Prince.,45,87
11:31,-1,Jon Hovermale missed Free Throw.,45,87
11:31,-1,Siena Heights Deadball Team Rebound.,45,87
11:31,-1,Jon Hovermale made Free Throw.,46,87
11:24,2174,Josh McFolley made Layup.,46,89
11:10,-1,missed Layup.,46,89
11:10,2174,Roschon Prince Block.,46,89
11:08,2174,Jack Ballantyne Defensive Rebound.,46,89
10:43,2174,DeShawndre Black made Three Point Jumper. Assisted by Cole Long.,46,92
10:34,-1,made Layup. Assisted by Kevin Smith II.,48,92
10:34,-1,missed Free Throw.,48,92
10:34,2174,Cole Long Defensive Rebound.,48,92
10:20,2174,DeShawndre Black made Jumper. Assisted by Cole Long.,48,94
10:02,-1,Turnover.,48,94
10:02,2174,DeShawndre Black Steal.,48,94
9:59,2174,Josh McFolley missed Dunk.,48,94
9:59,-1,Kevin Smith II Defensive Rebound.,48,94
9:55,-1,Carter Drazga missed Three Point Jumper.,48,94
9:55,2174,Malik Eichler Defensive Rebound.,48,94
9:49,-1,Foul on  .,48,94
9:42,2174,Foul on Malik Eichler.,48,94
9:42,2174,Malik Eichler Turnover.,48,94
9:34,-1,missed Layup.,48,94
9:34,2174,Malik Eichler Defensive Rebound.,48,94
9:29,2174,Roschon Prince missed Dunk.,48,94
9:29,-1,Trevor Holston Defensive Rebound.,48,94
9:21,-1,made Layup. Assisted by Carter Drazga.,50,94
9:11,2174,Josh McFolley made Three Point Jumper. Assisted by DeShawndre Black.,50,97
8:45,-1,Trevor Holston made Three Point Jumper. Assisted by PJ Austin.,53,97
8:25,2174,Kameron Chatman made Layup. Assisted by DeShawndre Black.,53,99
8:09,-1,Kevin Smith II made Layup.,55,99
7:55,2174,Kameron Chatman made Layup. Assisted by Jaleel Hogan.,55,101
7:37,-1,PJ Austin missed Layup.,55,101
7:37,2174,Jaleel Hogan Block.,55,101
7:37,2174,Jaleel Hogan Defensive Rebound.,55,101
7:33,2174,Jermaine Jackson Jr. made Layup. Assisted by Jaleel Hogan.,55,103
7:14,-1,Kevin Smith II missed Jumper.,55,103
7:14,-1,Trevor Holston Offensive Rebound.,55,103
7:06,-1,Kevin Smith II made Layup. Assisted by Trevor Holston.,57,103
6:40,2174,Jermaine Jackson Jr. made Three Point Jumper.,57,106
6:37,-1,Carter Drazga missed Jumper.,57,106
6:37,2174,DeShawndre Black Defensive Rebound.,57,106
6:37,-1,Foul on Trevor Holston.,57,106
6:37,2174,Official TV Timeout,57,106
6:37,2174,Jaleel Hogan made Free Throw.,57,107
6:37,2174,Jaleel Hogan missed Free Throw.,57,107
6:37,2174,Kameron Chatman Offensive Rebound.,57,107
6:31,2174,Josh McFolley missed Three Point Jumper.,57,107
6:31,-1,Siena Heights Defensive Rebound.,57,107
6:28,-1,Turnover.,57,107
6:27,2174,Josh McFolley Steal.,57,107
6:24,2174,Kameron Chatman made Layup.,57,109
6:02,-1,Carter Drazga Turnover.,57,109
6:01,2174,Jermaine Jackson Jr. Steal.,57,109
5:59,2174,Jermaine Jackson Jr. made Layup.,57,111
5:49,-1,PJ Austin Turnover.,57,111
5:47,2174,Jaleel Hogan Steal.,57,111
5:45,2174,Kameron Chatman made Dunk. Assisted by Jaleel Hogan.,57,113
5:44,-1,Siena Heights  Timeout,57,113
5:41,2174,Foul on Corey Allen.,57,113
5:41,-1,Quincy Lunsford made Free Throw.,58,113
5:41,-1,Quincy Lunsford made Free Throw.,59,113
5:28,2174,Jaleel Hogan made Layup. Assisted by Jermaine Jackson Jr..,59,115
5:22,2174,Foul on Jermaine Jackson Jr..,59,115
5:22,-1,Carter Drazga missed Free Throw.,59,115
5:22,-1,Siena Heights Deadball Team Rebound.,59,115
5:22,-1,Carter Drazga made Free Throw.,60,115
5:12,2174,Jaleel Hogan missed Jumper.,60,115
5:12,2174,Jaleel Hogan Offensive Rebound.,60,115
5:10,2174,Jaleel Hogan made Jumper.,60,117
5:00,-1,PJ Austin missed Jumper.,60,117
5:00,2174,Josh McFolley Defensive Rebound.,60,117
4:55,2174,Jermaine Jackson Jr. Turnover.,60,117
4:54,-1,Carter Drazga Steal.,60,117
4:50,-1,Trevor Holston made Layup. Assisted by Carter Drazga.,62,117
4:36,2174,Jaleel Hogan made Layup. Assisted by Kameron Chatman.,62,119
4:22,-1,Quincy Lunsford missed Three Point Jumper.,62,119
4:22,2174,Kameron Chatman Defensive Rebound.,62,119
4:04,2174,DeShawndre Black made Layup.,62,121
3:52,2174,Foul on Malik Eichler.,62,121
3:52,2174,Official TV Timeout,62,121
3:52,-1,missed Free Throw.,62,121
3:52,-1,Siena Heights Deadball Team Rebound.,62,121
3:52,-1,made Free Throw.,63,121
3:32,2174,Malik Eichler made Layup.,63,123
3:07,-1,Trevor Holston made Layup. Assisted by Carter Drazga.,65,123
2:54,2174,Bass Ollie missed Jumper.,65,123
2:54,-1,Defensive Rebound.,65,123
2:44,-1,Turnover.,65,123
2:43,2174,Bass Ollie Steal.,65,123
2:41,2174,Bass Ollie Turnover.,65,123
2:37,-1,Carter Drazga Steal.,65,123
2:37,2174,Foul on Malik Eichler.,65,123
2:37,-1,Trevor Holston made Free Throw.,66,123
2:37,-1,Trevor Holston made Free Throw.,67,123
2:30,2174,Malik Eichler missed Three Point Jumper.,67,123
2:30,-1,PJ Austin Defensive Rebound.,67,123
1:56,2174,DeShawndre Black missed Three Point Jumper.,67,123
1:56,2174,Jermaine Jackson Jr. Offensive Rebound.,67,123
1:34,2174,DeShawndre Black made Layup.,67,125
1:26,-1,PJ Austin missed Three Point Jumper.,67,125
1:26,2174,Malik Eichler Defensive Rebound.,67,125
1:20,-1,Foul on Trevor Holston.,67,125
1:20,2174,Isaiah Jones missed Free Throw.,67,125
1:20,2174,Detroit Mercy Deadball Team Rebound.,67,125
1:20,2174,Isaiah Jones missed Free Throw.,67,125
1:20,-1,Trevor Holston Defensive Rebound.,67,125
1:11,-1,PJ Austin missed Three Point Jumper.,67,125
1:11,2174,Malik Eichler Block.,67,125
1:10,2174,Bass Ollie Defensive Rebound.,67,125
0:55,-1,Foul on Carter Drazga.,67,125
0:55,2174,Isaiah Jones made Free Throw.,67,126
0:55,2174,Isaiah Jones made Free Throw.,67,127
0:51,2174,Foul on Jermaine Jackson Jr..,67,127
0:51,-1,Quincy Lunsford made Free Throw.,68,127
0:51,-1,Quincy Lunsford made Free Throw.,69,127
0:40,2174,Isaiah Jones made Layup.,69,129
0:20,-1,Quincy Lunsford missed Layup.,69,129
0:20,2174,Isaiah Jones Block.,69,129
0:16,2174,Bass Ollie Defensive Rebound.,69,129
0:13,2174,Malik Eichler made Dunk. Assisted by Bass Ollie.,69,131
0:05,-1,Carter Drazga missed Three Point Jumper.,69,131
0:05,-1,PJ Austin Offensive Rebound.,69,131
0:02,-1,PJ Austin missed Jumper.,69,131
0:02,2174,Isaiah Jones Block.,69,131
0:00,2174,Bass Ollie Defensive Rebound.,69,131
0:00,2174,End of Game,69,132
