Southern Illinois,93,Murray State,79
2:45,79,Rudy Stradnieks missed Three Point Jumper.,30,24
2:45,93,Jonathan Stark Defensive Rebound.,30,24
2:35,79,Foul on Sean Lloyd Jr..,30,24
2:35,93,Byron Hawkins missed Free Throw.,30,24
2:35,93,Murray State Deadball Team Rebound.,30,24
2:35,93,Byron Hawkins made Free Throw.,30,25
2:13,79,Sean Lloyd Jr. Turnover.,30,25
2:02,93,Terrell Miller Jr. made Layup. Assisted by Jonathan Stark.,30,27
1:44,79,Aaron Cook made Jumper.,32,27
1:15,79,Foul on Aaron Cook.,32,27
1:15,93,Terrell Miller Jr. made Free Throw.,32,28
1:15,93,Terrell Miller Jr. made Free Throw.,32,29
1:15,79,Southern Illinois  Timeout,32,29
0:56,79,Armon Fletcher made Three Point Jumper. Assisted by Sean Lloyd Jr..,35,29
0:48,93,Ja Morant made Layup.,35,31
0:31,79,Aaron Cook missed Jumper.,35,31
0:31,93,Terrell Miller Jr. Defensive Rebound.,35,31
0:24,93,Terrell Miller Jr. Turnover.,35,31
0:24,93,Foul on Terrell Miller Jr..,35,31
0:00,79,Aaron Cook missed Layup.,35,31
0:00,79,Kavion Pippen Offensive Rebound.,35,31
0:00,79,Kavion Pippen made Two Point Tip Shot.,37,31
0:00,93,End of 1st half,35,31
19:39,93,Jonathan Stark Turnover.,37,31
19:37,79,Kavion Pippen Steal.,37,31
19:11,79,Aaron Cook Turnover.,37,31
19:10,93,Shaq Buchanan Steal.,37,31
19:01,79,Foul on Jonathan Wiley.,37,31
18:59,93,Brion Sanchious Turnover.,37,31
18:42,79,Armon Fletcher missed Three Point Jumper.,37,31
18:42,93,Murray State Defensive Rebound.,37,31
18:25,93,Jonathan Stark made Layup.,37,33
18:06,79,Sean Lloyd Jr. missed Layup.,37,33
18:06,93,Murray State Defensive Rebound.,37,33
17:49,79,Foul on Sean Lloyd Jr..,37,33
17:49,93,Jonathan Stark missed Free Throw.,37,33
17:49,93,Murray State Deadball Team Rebound.,37,33
17:49,93,Jonathan Stark made Free Throw.,37,34
17:34,79,Armon Fletcher made Layup.,39,34
17:13,93,Terrell Miller Jr. missed Three Point Jumper.,39,34
17:13,79,Kavion Pippen Defensive Rebound.,39,34
16:59,79,Kavion Pippen missed Jumper.,39,34
16:59,93,Terrell Miller Jr. Defensive Rebound.,39,34
16:48,93,Ja Morant missed Layup.,39,34
16:48,93,Ja Morant Offensive Rebound.,39,34
16:48,79,Foul on Rudy Stradnieks.,39,34
16:45,93,Terrell Miller Jr. made Jumper. Assisted by Jonathan Stark.,39,36
16:31,79,Rudy Stradnieks made Jumper.,41,36
16:18,93,Ja Morant missed Jumper.,41,36
16:18,93,Anthony Smith Offensive Rebound.,41,36
16:13,93,Anthony Smith made Two Point Tip Shot.,41,38
16:04,79,Rudy Stradnieks made Layup. Assisted by Armon Fletcher.,43,38
15:55,93,Terrell Miller Jr. made Three Point Jumper. Assisted by Jonathan Stark.,43,41
15:27,79,Tyler Smithpeters made Three Point Jumper. Assisted by Sean Lloyd Jr..,46,41
15:04,93,Anthony Smith made Layup.,46,43
14:44,79,Armon Fletcher missed Three Point Jumper.,46,43
14:44,93,Anthony Smith Defensive Rebound.,46,43
14:35,93,Terrell Miller Jr. made Three Point Jumper. Assisted by Ja Morant.,46,46
14:15,79,Rudy Stradnieks missed Three Point Jumper.,46,46
14:15,93,Ja Morant Defensive Rebound.,46,46
14:06,93,Jonathan Stark missed Three Point Jumper.,46,46
14:06,79,Rudy Stradnieks Defensive Rebound.,46,46
14:03,93,Foul on Anthony Smith.,46,46
14:03,93,Official TV Timeout,46,46
13:41,79,Armon Fletcher missed Three Point Jumper.,46,46
13:41,79,Jonathan Wiley Offensive Rebound.,46,46
13:34,79,Armon Fletcher missed Layup.,46,46
13:34,79,Rudy Stradnieks Offensive Rebound.,46,46
13:31,79,Rudy Stradnieks missed Layup.,46,46
13:31,93,Terrell Miller Jr. Defensive Rebound.,46,46
13:30,79,Foul on Armon Fletcher.,46,46
13:22,93,Terrell Miller Jr. missed Three Point Jumper.,46,46
13:22,79,Rudy Stradnieks Defensive Rebound.,46,46
13:11,93,Foul on Shaq Buchanan.,46,46
13:11,93,Foul on Terrell Miller Jr..,46,46
13:11,93,Technical Foul on Terrell Miller Jr..,46,46
13:11,79,Foul on Sean Lloyd Jr..,46,46
13:11,79,Technical Foul on Sean Lloyd Jr..,46,46
12:55,79,Tyler Smithpeters made Three Point Jumper.,49,46
12:32,79,Foul on Eric McGill.,49,46
12:26,93,Jonathan Stark made Three Point Jumper. Assisted by Anthony Smith.,49,49
12:11,79,Jonathan Wiley missed Jumper.,49,49
12:11,93,Jonathan Stark Defensive Rebound.,49,49
12:00,93,Byron Hawkins missed Three Point Jumper.,49,49
12:00,93,Ja Morant Offensive Rebound.,49,49
11:57,93,Ja Morant missed Layup.,49,49
11:57,79,Eric McGill Defensive Rebound.,49,49
11:43,79,Rudy Stradnieks missed Jumper.,49,49
11:43,93,Anthony Smith Defensive Rebound.,49,49
11:35,93,Ja Morant made Layup.,49,51
11:35,79,Foul on Rudy Stradnieks.,49,51
11:35,93,Official TV Timeout,49,51
11:35,93,Ja Morant made Free Throw.,49,52
11:20,79,Sean Lloyd Jr. missed Jumper.,49,52
11:20,93,Anthony Smith Block.,49,52
11:18,93,Jonathan Stark Defensive Rebound.,49,52
11:15,93,Jalen Dupree made Layup. Assisted by Jonathan Stark.,49,54
10:56,79,Tyler Smithpeters missed Three Point Jumper.,49,54
10:56,93,Anthony Smith Defensive Rebound.,49,54
10:44,93,Ja Morant Turnover.,49,54
10:43,79,Tyler Smithpeters Steal.,49,54
10:35,79,Sean Lloyd Jr. made Three Point Jumper. Assisted by Tyler Smithpeters.,52,54
10:16,93,Byron Hawkins missed Three Point Jumper.,52,54
10:16,93,Jalen Dupree Offensive Rebound.,52,54
10:12,93,Jalen Dupree Turnover.,52,54
10:11,79,Tyler Smithpeters Steal.,52,54
9:46,79,Sean Lloyd Jr. missed Three Point Jumper.,52,54
9:46,79,Southern Illinois Offensive Rebound.,52,54
9:36,79,Kavion Pippen missed Layup.,52,54
9:36,93,Terrell Miller Jr. Defensive Rebound.,52,54
9:33,93,Jalen Dupree missed Jumper.,52,54
9:33,79,Aaron Cook Defensive Rebound.,52,54
9:26,79,Aaron Cook missed Layup.,52,54
9:26,93,Jalen Dupree Block.,52,54
9:25,93,Murray State Defensive Rebound.,52,54
9:15,79,Foul on Armon Fletcher.,52,54
9:15,93,Ja Morant made Free Throw.,52,55
9:15,93,Ja Morant missed Free Throw.,52,55
9:15,79,Jonathan Wiley Defensive Rebound.,52,55
9:04,79,Jonathan Wiley made Layup.,54,55
8:47,93,Terrell Miller Jr. Turnover.,54,55
8:46,79,Eric McGill Steal.,54,55
8:43,79,Eric McGill missed Layup.,54,55
8:43,93,Ja Morant Block.,54,55
8:41,79,Armon Fletcher Offensive Rebound.,54,55
8:40,79,Armon Fletcher made Layup.,56,55
8:29,93,Ja Morant Turnover.,56,55
8:28,79,Aaron Cook Steal.,56,55
8:07,79,Jonathan Wiley missed Jumper.,56,55
8:07,93,Shaq Buchanan Defensive Rebound.,56,55
7:50,93,Murray State  Timeout,56,55
7:40,79,Foul on Jonathan Wiley.,56,55
7:40,93,Official TV Timeout,56,55
7:40,93,Shaq Buchanan missed Free Throw.,56,55
7:40,79,Jonathan Wiley Defensive Rebound.,56,55
7:35,93,Official TV Timeout,56,55
7:21,93,Foul on Anthony Smith.,56,55
7:10,79,Jonathan Wiley made Jumper.,58,55
6:49,93,Shaq Buchanan made Three Point Jumper. Assisted by Jonathan Stark.,58,58
6:28,79,Kavion Pippen made Jumper.,60,58
6:18,93,Jonathan Stark missed Three Point Jumper.,60,58
6:18,93,Byron Hawkins Offensive Rebound.,60,58
6:09,93,Jonathan Stark made Three Point Jumper.,60,61
5:42,79,Eric McGill made Three Point Jumper. Assisted by Aaron Cook.,63,61
5:41,93,Murray State  Timeout,63,61
5:30,93,Terrell Miller Jr. missed Layup.,63,61
5:30,93,Murray State Offensive Rebound.,63,61
5:14,79,Foul on Jonathan Wiley.,63,61
5:14,93,Anthony Smith made Free Throw.,63,62
5:14,93,Anthony Smith made Free Throw.,63,63
5:02,93,Foul on Jonathan Stark.,63,63
4:51,79,Kavion Pippen made Layup. Assisted by Aaron Cook.,65,63
4:24,93,Jonathan Stark made Three Point Jumper.,65,66
4:02,79,Eric McGill missed Three Point Jumper.,65,66
4:02,93,Shaq Buchanan Defensive Rebound.,65,66
3:40,93,Shaq Buchanan made Three Point Jumper. Assisted by Jonathan Stark.,65,69
3:32,79,Southern Illinois  Timeout,65,69
3:32,79,Kavion Pippen made Jumper.,67,69
2:55,93,Terrell Miller Jr. missed Jumper.,67,69
2:55,79,Kavion Pippen Block.,67,69
2:53,93,Jonathan Stark Offensive Rebound.,67,69
2:45,93,Jonathan Stark missed Three Point Jumper.,67,69
2:45,79,Tyler Smithpeters Defensive Rebound.,67,69
2:35,79,Armon Fletcher missed Layup.,67,69
2:35,93,Terrell Miller Jr. Defensive Rebound.,67,69
2:13,93,Shaq Buchanan made Jumper.,67,71
2:02,93,Foul on Shaq Buchanan.,67,71
1:52,79,Sean Lloyd Jr. made Layup.,69,71
1:32,93,Anthony Smith made Layup. Assisted by Jonathan Stark.,69,73
1:13,79,Sean Lloyd Jr. made Layup.,71,73
0:42,79,Foul on Sean Lloyd Jr..,71,73
0:42,93,Jonathan Stark made Free Throw.,71,74
0:42,93,Jonathan Stark made Free Throw.,71,75
0:26,79,Armon Fletcher missed Three Point Jumper.,71,75
0:26,93,Terrell Miller Jr. Defensive Rebound.,71,75
0:21,79,Foul on Aaron Cook.,71,75
0:21,93,Jonathan Stark made Free Throw.,71,76
0:21,93,Jonathan Stark made Free Throw.,71,77
0:17,79,Aaron Cook made Layup.,73,77
0:16,79,Southern Illinois  Timeout,73,77
0:16,79,Foul on Tyler Smithpeters.,73,77
0:16,93,Shaq Buchanan missed Free Throw.,73,77
0:16,93,Murray State Deadball Team Rebound.,73,77
0:16,93,Shaq Buchanan made Free Throw.,73,78
0:16,79,Foul on Eric McGill.,73,78
0:16,93,Jonathan Stark missed Free Throw.,73,78
0:16,93,Murray State Deadball Team Rebound.,73,78
0:16,93,Jonathan Stark made Free Throw.,73,79
0:10,79,Aaron Cook missed Three Point Jumper.,73,79
0:10,93,Terrell Miller Jr. Block.,73,79
0:05,93,Terrell Miller Jr. Defensive Rebound.,73,79
0:05,93,Shaq Buchanan made Dunk. Assisted by Ja Morant.,73,81
0:00,93,End of Game,73,79
