Western Illinois,66,Iowa State,2710
8:10,2710,Foul on Brandon Gilbeck.,14,15
8:10,2710,Brandon Gilbeck Turnover.,14,15
7:57,66,Donovan Jackson made Three Point Jumper. Assisted by Nick Weiler-Babb.,14,18
7:35,2710,Jalen Morgan Turnover.,14,18
7:35,66,Official TV Timeout,14,18
7:16,66,Jeff Beverly Turnover.,14,18
7:13,2710,Dalan Ancrum Steal.,14,18
7:00,2710,Kobe Webster missed Jumper.,14,18
7:00,66,Lindell Wigginton Defensive Rebound.,14,18
6:51,66,Nick Weiler-Babb missed Three Point Jumper.,14,18
6:51,2710,Western Illinois Defensive Rebound.,14,18
6:22,2710,C.J. Duff missed Three Point Jumper.,14,18
6:22,2710,Dalan Ancrum Offensive Rebound.,14,18
6:11,2710,Brandon Gilbeck Turnover.,14,18
6:09,66,Nick Weiler-Babb Steal.,14,18
6:05,66,Nick Weiler-Babb missed Jumper.,14,18
6:05,2710,C.J. Duff Defensive Rebound.,14,18
5:54,2710,Jeremiah Usiosefe missed Three Point Jumper.,14,18
5:54,66,Lindell Wigginton Defensive Rebound.,14,18
5:45,66,Lindell Wigginton made Jumper.,14,20
5:39,2710,Western Illinois  Timeout,14,20
5:29,66,Foul on Solomon Young.,14,20
5:16,2710,Dalan Ancrum missed Three Point Jumper.,14,20
5:16,66,Solomon Young Defensive Rebound.,14,20
5:10,66,Donovan Jackson made Three Point Jumper. Assisted by Lindell Wigginton.,14,23
4:53,2710,Kobe Webster Turnover.,14,23
4:52,66,Solomon Young Steal.,14,23
4:45,2710,Foul on Brandon Gilbeck.,14,23
4:45,66,Nick Weiler-Babb made Free Throw.,14,24
4:45,66,Nick Weiler-Babb missed Free Throw.,14,24
4:45,2710,Jeremiah Usiosefe Defensive Rebound.,14,24
4:24,2710,Jeremiah Usiosefe made Three Point Jumper. Assisted by Kobe Webster.,17,24
4:12,66,Foul on Solomon Young.,17,24
4:12,66,Solomon Young Turnover.,17,24
3:43,66,Official TV Timeout,17,24
3:42,66,Official TV Timeout,17,24
3:39,2710,Dalan Ancrum missed Three Point Jumper.,17,24
3:39,66,Lindell Wigginton Defensive Rebound.,17,24
3:33,66,Nick Weiler-Babb missed Three Point Jumper.,17,24
3:33,2710,Delo Bruster Defensive Rebound.,17,24
3:33,66,Foul on Cameron Lard.,17,24
3:16,2710,Dalan Ancrum missed Three Point Jumper.,17,24
3:16,66,Jeff Beverly Defensive Rebound.,17,24
2:57,66,Zoran Talley Jr. missed Jumper.,17,24
2:57,2710,Dalan Ancrum Defensive Rebound.,17,24
2:46,66,Foul on Nick Weiler-Babb.,17,24
2:46,2710,Dalan Ancrum made Free Throw.,18,24
2:46,2710,Dalan Ancrum made Free Throw.,19,24
2:34,66,Foul on Hans Brase.,19,24
2:34,66,Hans Brase Turnover.,19,24
2:02,2710,C.J. Duff missed Jumper.,19,24
2:02,66,Hans Brase Defensive Rebound.,19,24
1:53,66,Donovan Jackson missed Three Point Jumper.,19,24
1:53,2710,C.J. Duff Defensive Rebound.,19,24
1:25,2710,Jeremiah Usiosefe missed Jumper.,19,24
1:25,66,Hans Brase Defensive Rebound.,19,24
1:19,66,Hans Brase made Three Point Jumper. Assisted by Nick Weiler-Babb.,19,27
1:02,2710,Dalan Ancrum made Three Point Jumper.,22,27
0:54,66,Nick Weiler-Babb made Layup.,22,29
0:35,2710,Dalan Ancrum made Three Point Jumper. Assisted by Delo Bruster.,25,29
0:01,66,Zoran Talley Jr. missed Three Point Jumper.,25,29
0:01,2710,C.J. Duff Defensive Rebound.,25,29
0:00,66,End of 1st half,25,29
19:45,66,Donovan Jackson missed Three Point Jumper.,25,29
19:45,66,Jeff Beverly Offensive Rebound.,25,29
19:41,66,Lindell Wigginton Turnover.,25,29
19:28,2710,Dalan Ancrum missed Jumper.,25,29
19:28,66,Lindell Wigginton Defensive Rebound.,25,29
19:20,66,Lindell Wigginton made Layup.,25,31
19:00,2710,Kobe Webster Turnover.,25,31
18:59,66,Solomon Young Steal.,25,31
18:51,66,Lindell Wigginton missed Three Point Jumper.,25,31
18:51,66,Jeff Beverly Offensive Rebound.,25,31
18:48,66,Jeff Beverly missed Jumper.,25,31
18:48,2710,Brandon Gilbeck Block.,25,31
18:45,66,Jeff Beverly Offensive Rebound.,25,31
18:43,66,Jeff Beverly made Jumper.,25,33
18:22,2710,Dalan Ancrum Turnover.,25,33
18:20,66,Jeff Beverly Steal.,25,33
18:00,66,Solomon Young missed Jumper.,25,33
18:00,66,Iowa State Offensive Rebound.,25,33
17:43,66,Jeff Beverly missed Jumper.,25,33
17:43,2710,Kobe Webster Defensive Rebound.,25,33
17:25,2710,Brandon Gilbeck missed Jumper.,25,33
17:25,66,Nick Weiler-Babb Defensive Rebound.,25,33
17:19,2710,Foul on C.J. Duff.,25,33
17:19,66,Lindell Wigginton missed Free Throw.,25,33
17:19,66,Iowa State Deadball Team Rebound.,25,33
17:19,66,Lindell Wigginton made Free Throw.,25,34
16:59,2710,Brandon Gilbeck Turnover.,25,34
16:57,66,Solomon Young Steal.,25,34
16:52,66,Lindell Wigginton made Jumper.,25,36
16:36,2710,Jeremiah Usiosefe made Three Point Jumper. Assisted by Kobe Webster.,28,36
16:10,66,Nick Weiler-Babb Turnover.,28,36
16:08,2710,Kobe Webster Steal.,28,36
16:01,2710,Kobe Webster made Jumper.,30,36
15:37,2710,Foul on Jeremiah Usiosefe.,30,36
15:37,66,Official TV Timeout,30,36
15:37,66,Solomon Young missed Free Throw.,30,36
15:37,66,Iowa State Deadball Team Rebound.,30,36
15:37,66,Solomon Young made Free Throw.,30,37
15:25,2710,Dalan Ancrum missed Three Point Jumper.,30,37
15:25,66,Nick Weiler-Babb Defensive Rebound.,30,37
15:10,66,Lindell Wigginton made Jumper.,30,39
14:54,2710,C.J. Duff missed Jumper.,30,39
14:54,66,Nick Weiler-Babb Defensive Rebound.,30,39
14:49,66,Cameron Lard made Layup. Assisted by Lindell Wigginton.,30,41
14:29,2710,Kobe Webster missed Three Point Jumper.,30,41
14:29,66,Solomon Young Defensive Rebound.,30,41
14:16,66,Cameron Lard made Jumper. Assisted by Nick Weiler-Babb.,30,43
13:52,2710,Dalan Ancrum made Jumper.,32,43
13:31,66,Cameron Lard made Jumper. Assisted by Nick Weiler-Babb.,32,45
13:17,2710,Kobe Webster made Jumper.,34,45
13:08,66,Lindell Wigginton missed Jumper.,34,45
13:08,66,Cameron Lard Offensive Rebound.,34,45
13:06,66,Cameron Lard made Jumper.,34,47
13:06,66,Iowa State  Timeout,34,47
12:39,2710,Dalan Ancrum Turnover.,34,47
12:37,66,Donovan Jackson Steal.,34,47
12:36,66,Lindell Wigginton made Three Point Jumper. Assisted by Nick Weiler-Babb.,34,50
12:24,2710,Kobe Webster missed Jumper.,34,50
12:24,66,Cameron Lard Defensive Rebound.,34,50
12:23,2710,Foul on Brandon Gilbeck.,34,50
12:10,66,Hans Brase Turnover.,34,50
11:45,2710,Kobe Webster missed Jumper.,34,50
11:45,66,Donovan Jackson Defensive Rebound.,34,50
11:40,2710,Foul on Jalen Morgan.,34,50
11:40,66,Official TV Timeout,34,50
11:32,66,Cameron Lard missed Jumper.,34,50
11:32,2710,Isaac Johnson Defensive Rebound.,34,50
10:58,2710,Isaac Johnson missed Jumper.,34,50
10:58,2710,Western Illinois Deadball Team Rebound.,34,50
10:58,2710,Western Illinois  Turnover.,34,50
10:52,66,Foul on Hans Brase.,34,50
10:52,66,Hans Brase Turnover.,34,50
10:39,2710,Isaac Johnson made Three Point Jumper. Assisted by Dalan Ancrum.,37,50
10:23,66,Hans Brase missed Three Point Jumper.,37,50
10:23,2710,Kobe Webster Defensive Rebound.,37,50
10:15,2710,Kobe Webster missed Jumper.,37,50
10:15,66,Hans Brase Defensive Rebound.,37,50
10:09,66,Nick Weiler-Babb Turnover.,37,50
9:58,2710,Foul on Jalen Morgan.,37,50
9:58,2710,Jalen Morgan Turnover.,37,50
9:50,2710,Foul on Kobe Webster.,37,50
9:38,66,Cameron Lard Turnover.,37,50
9:07,2710,Western Illinois  Turnover.,37,50
8:51,66,Terrence Lewis made Three Point Jumper. Assisted by Nick Weiler-Babb.,37,53
8:37,2710,Delo Bruster missed Three Point Jumper.,37,53
8:37,66,Nick Weiler-Babb Defensive Rebound.,37,53
8:33,2710,Foul on Jalen Morgan.,37,53
8:33,66,Terrence Lewis made Free Throw.,37,54
8:33,66,Terrence Lewis missed Free Throw.,37,54
8:33,2710,Brandon Gilbeck Defensive Rebound.,37,54
8:20,2710,Isaac Johnson Turnover.,37,54
8:17,66,Zoran Talley Jr. Steal.,37,54
8:12,66,Terrence Lewis missed Three Point Jumper.,37,54
8:12,66,Cameron Lard Offensive Rebound.,37,54
7:50,66,Cameron Lard made Dunk. Assisted by Zoran Talley Jr..,37,56
7:33,2710,Isaac Johnson missed Three Point Jumper.,37,56
7:31,2710,Brandon Gilbeck Offensive Rebound.,37,56
7:31,66,Foul on Hans Brase.,37,56
7:31,66,Official TV Timeout,37,56
7:30,66,Official TV Timeout,37,56
7:25,2710,Dalan Ancrum missed Three Point Jumper.,37,56
7:25,66,Cameron Lard Defensive Rebound.,37,56
7:05,66,Terrence Lewis made Jumper.,37,58
6:42,2710,Brandon Gilbeck missed Jumper.,37,58
6:42,66,Nick Weiler-Babb Defensive Rebound.,37,58
6:34,66,Cameron Lard made Layup. Assisted by Nick Weiler-Babb.,37,60
6:13,2710,Jeremiah Usiosefe missed Three Point Jumper.,37,60
6:13,66,Zoran Talley Jr. Defensive Rebound.,37,60
5:47,66,Terrence Lewis missed Jumper.,37,60
5:47,2710,Brandon Gilbeck Defensive Rebound.,37,60
5:47,66,Foul on Nick Weiler-Babb.,37,60
5:34,2710,Isaac Johnson missed Jumper.,37,60
5:34,66,Terrence Lewis Defensive Rebound.,37,60
5:05,66,Lindell Wigginton made Three Point Jumper.,37,63
4:36,2710,Jeremiah Usiosefe made Layup. Assisted by Brandon Gilbeck.,39,63
4:20,66,Terrence Lewis missed Three Point Jumper.,39,63
4:20,2710,Isaac Johnson Defensive Rebound.,39,63
4:09,2710,Kobe Webster missed Three Point Jumper.,39,63
4:09,66,Solomon Young Defensive Rebound.,39,63
3:47,66,Donovan Jackson Turnover.,39,63
3:47,66,Official TV Timeout,39,63
3:22,2710,Brandon Gilbeck made Jumper. Assisted by Isaac Johnson.,41,63
3:14,66,Lindell Wigginton missed Jumper.,41,63
3:14,2710,Dalan Ancrum Defensive Rebound.,41,63
3:07,2710,Kobe Webster missed Three Point Jumper.,41,63
3:07,66,Solomon Young Defensive Rebound.,41,63
3:00,66,Terrence Lewis made Layup. Assisted by Lindell Wigginton.,41,65
2:41,2710,Isaac Johnson missed Three Point Jumper.,41,65
2:41,66,Hans Brase Defensive Rebound.,41,65
2:32,66,Lindell Wigginton made Three Point Jumper.,41,68
2:09,2710,C.J. Duff missed Jumper.,41,68
2:09,66,Hans Brase Defensive Rebound.,41,68
2:02,66,Terrence Lewis made Dunk. Assisted by Lindell Wigginton.,41,70
1:49,2710,Brandon Gilbeck made Jumper. Assisted by Kobe Webster.,43,70
1:26,66,Donovan Jackson missed Three Point Jumper.,43,70
1:26,2710,Dalan Ancrum Defensive Rebound.,43,70
1:13,2710,Dalan Ancrum missed Three Point Jumper.,43,70
1:13,66,Hans Brase Defensive Rebound.,43,70
0:46,66,Lindell Wigginton missed Jumper.,43,70
0:46,2710,Isaac Johnson Defensive Rebound.,43,70
0:38,2710,Isaac Johnson missed Jumper.,43,70
0:38,66,Hans Brase Defensive Rebound.,43,70
0:06,66,Lindell Wigginton missed Three Point Jumper.,43,70
0:06,2710,Kobe Webster Defensive Rebound.,43,70
0:00,2710,Isaac Johnson made Layup. Assisted by Kobe Webster.,45,70
0:00,66,End of Game,45,70
