Loyola Marymount,68,Boise State,2351
3:02,2351,James Batemon missed Three Point Jumper.,18,26
3:02,68,Derrick Alston Defensive Rebound.,18,26
2:53,68,Derrick Alston Turnover.,18,26
2:52,2351,Donald Gipson Steal.,18,26
2:33,2351,Steven Haney made Three Point Jumper. Assisted by Donald Gipson.,21,26
2:15,68,Alex Hobbs Turnover.,21,26
2:14,2351,Donald Gipson Steal.,21,26
2:11,2351,Steven Haney missed Three Point Jumper.,21,26
2:11,68,Alex Hobbs Defensive Rebound.,21,26
1:52,68,Lexus Williams Turnover.,21,26
1:51,2351,Donald Gipson Steal.,21,26
1:49,2351,Donald Gipson made Layup.,23,26
1:46,68,Boise State  Timeout,23,26
1:19,68,Zach Haney missed Layup.,23,26
1:19,2351,Steven Haney Defensive Rebound.,23,26
1:10,2351,Steven Haney made Three Point Jumper. Assisted by James Batemon.,26,26
0:40,68,Justinian Jessup made Three Point Jumper.,26,29
0:23,2351,Donald Gipson missed Three Point Jumper.,26,29
0:23,68,Boise State Defensive Rebound.,26,29
0:01,68,Derrick Alston Turnover.,26,29
0:00,68,End of 1st half,26,29
19:37,2351,Cameron Allen made Layup.,28,29
19:09,68,Christian Sengfelder missed Three Point Jumper.,28,29
19:09,2351,Mattias Markusson Defensive Rebound.,28,29
18:42,68,Foul on Zach Haney.,28,29
18:42,2351,James Batemon made Free Throw.,29,29
18:42,2351,James Batemon made Free Throw.,30,29
18:27,68,Lexus Williams missed Three Point Jumper.,30,29
18:27,2351,Eli Scott Defensive Rebound.,30,29
18:04,2351,James Batemon missed Jumper.,30,29
18:04,68,Zach Haney Defensive Rebound.,30,29
17:45,68,Zach Haney missed Three Point Jumper.,30,29
17:45,2351,James Batemon Defensive Rebound.,30,29
17:34,2351,Eli Scott missed Three Point Jumper.,30,29
17:34,68,Alex Hobbs Defensive Rebound.,30,29
17:28,2351,Foul on Cameron Allen.,30,29
17:23,2351,Foul on Zafir Williams.,30,29
17:14,68,Justinian Jessup Turnover.,30,29
17:09,2351,Steven Haney Steal.,30,29
17:08,2351,Steven Haney made Layup.,32,29
16:52,2351,Foul on Zafir Williams.,32,29
16:52,68,Alex Hobbs made Free Throw.,32,30
16:52,68,Alex Hobbs made Free Throw.,32,31
16:47,2351,Eli Scott Turnover.,32,31
16:41,68,Marcus Dickinson made Three Point Jumper. Assisted by Alex Hobbs.,32,34
16:07,2351,Jeffery McClendon made Jumper.,34,34
15:51,68,Zach Haney missed Layup.,34,34
15:51,2351,Zafir Williams Block.,34,34
15:49,2351,James Batemon Defensive Rebound.,34,34
15:44,2351,Eli Scott made Layup.,36,34
15:44,68,Foul on Alex Hobbs.,36,34
15:44,68,Official TV Timeout,36,34
15:44,2351,Eli Scott made Free Throw.,37,34
15:15,68,Marcus Dickinson missed Three Point Jumper.,37,34
15:15,68,Cam Christon Offensive Rebound.,37,34
15:15,68,Cam Christon Turnover.,37,34
14:55,2351,Jeffery McClendon missed Jumper.,37,34
14:55,68,Lexus Williams Defensive Rebound.,37,34
14:47,68,Justinian Jessup missed Layup.,37,34
14:47,2351,Donald Gipson Defensive Rebound.,37,34
14:18,2351,Steven Haney made Three Point Jumper.,40,34
13:51,2351,Foul on James Batemon.,40,34
13:31,68,Lexus Williams missed Layup.,40,34
13:31,2351,Mattias Markusson Defensive Rebound.,40,34
13:22,2351,Donald Gipson missed Three Point Jumper.,40,34
13:22,68,Cam Christon Defensive Rebound.,40,34
13:12,68,Lexus Williams missed Three Point Jumper.,40,34
13:12,68,Boise State Offensive Rebound.,40,34
13:05,68,Marcus Dickinson made Three Point Jumper. Assisted by Lexus Williams.,40,37
12:49,2351,Steven Haney missed Three Point Jumper.,40,37
12:49,68,Lexus Williams Defensive Rebound.,40,37
12:36,68,Marcus Dickinson made Three Point Jumper. Assisted by Lexus Williams.,40,40
12:27,2351,Loyola Marymount  Timeout,40,40
12:27,68,Official TV Timeout,40,40
12:26,68,Foul on Marcus Dickinson.,40,40
12:15,2351,Mattias Markusson missed Jumper.,40,40
12:15,68,Cam Christon Defensive Rebound.,40,40
11:46,68,Official TV Timeout,40,40
11:46,68,Alex Hobbs missed Layup.,40,40
11:46,68,Alex Hobbs Offensive Rebound.,40,40
11:46,2351,Foul on Mattias Markusson.,40,40
11:17,68,Marcus Dickinson made Jumper.,40,42
11:06,2351,Eli Scott Turnover.,40,42
10:54,2351,Foul on Zafir Williams.,40,42
10:54,68,Justinian Jessup made Free Throw.,40,43
10:54,68,Justinian Jessup made Free Throw.,40,44
10:32,2351,Steven Haney missed Three Point Jumper.,40,44
10:32,68,Justinian Jessup Defensive Rebound.,40,44
10:21,68,Alex Hobbs made Layup.,40,46
9:45,2351,James Batemon missed Jumper.,40,46
9:45,68,Marcus Dickinson Defensive Rebound.,40,46
9:29,68,Justinian Jessup Turnover.,40,46
9:17,2351,Donald Gipson missed Three Point Jumper.,40,46
9:17,2351,Loyola Marymount Offensive Rebound.,40,46
8:55,2351,Joe Quintana missed Three Point Jumper.,40,46
8:55,68,Justinian Jessup Defensive Rebound.,40,46
8:48,2351,Foul on Mattias Markusson.,40,46
8:48,68,Justinian Jessup made Free Throw.,40,47
8:48,68,Justinian Jessup made Free Throw.,40,48
8:30,2351,Cameron Allen missed Three Point Jumper.,40,48
8:30,68,Zach Haney Defensive Rebound.,40,48
8:22,68,Alex Hobbs Turnover.,40,48
8:22,68,Foul on Alex Hobbs.,40,48
8:01,2351,Joe Quintana missed Jumper.,40,48
8:01,68,Christian Sengfelder Defensive Rebound.,40,48
7:40,68,Justinian Jessup missed Jumper.,40,48
7:40,2351,Loyola Marymount Deadball Team Rebound.,40,48
7:37,68,Foul on Zach Haney.,40,48
7:36,68,Official TV Timeout,40,48
7:28,68,Foul on Cam Christon.,40,48
7:16,2351,Steven Haney missed Three Point Jumper.,40,48
7:16,2351,Zafir Williams Offensive Rebound.,40,48
7:12,2351,Zafir Williams made Layup.,42,48
6:44,2351,Foul on Zafir Williams.,42,48
6:44,68,Justinian Jessup made Free Throw.,42,49
6:44,68,Justinian Jessup made Free Throw.,42,50
6:21,2351,James Batemon missed Three Point Jumper.,42,50
6:21,68,Zach Haney Defensive Rebound.,42,50
6:16,2351,Foul on Steven Haney.,42,50
6:16,68,Lexus Williams made Free Throw.,42,51
6:16,68,Lexus Williams made Free Throw.,42,52
6:04,2351,Eli Scott missed Jumper.,42,52
6:04,68,Zach Haney Block.,42,52
6:01,68,Christian Sengfelder Defensive Rebound.,42,52
5:44,68,Justinian Jessup missed Three Point Jumper.,42,52
5:44,68,Christian Sengfelder Offensive Rebound.,42,52
5:39,68,Christian Sengfelder missed Jumper.,42,52
5:39,68,Justinian Jessup Offensive Rebound.,42,52
5:33,68,Christian Sengfelder made Three Point Jumper. Assisted by Justinian Jessup.,42,55
5:21,2351,Loyola Marymount  Timeout,42,55
5:18,2351,Cameron Allen Turnover.,42,55
4:57,68,Justinian Jessup missed Three Point Jumper.,42,55
4:57,2351,Donald Gipson Defensive Rebound.,42,55
4:44,2351,Erik Johansson missed Three Point Jumper.,42,55
4:44,68,Christian Sengfelder Defensive Rebound.,42,55
4:32,2351,Foul on Steven Haney.,42,55
4:32,68,Christian Sengfelder made Free Throw.,42,56
4:32,68,Christian Sengfelder missed Free Throw.,42,56
4:32,68,Zach Haney Offensive Rebound.,42,56
4:23,68,Christian Sengfelder missed Jumper.,42,56
4:23,2351,Loyola Marymount Deadball Team Rebound.,42,56
4:22,68,Foul on Christian Sengfelder.,42,56
4:22,2351,Zafir Williams made Free Throw.,43,56
4:22,2351,Zafir Williams made Free Throw.,44,56
4:02,68,Justinian Jessup made Three Point Jumper. Assisted by Zach Haney.,44,59
3:38,2351,Zafir Williams missed Jumper.,44,59
3:38,68,Zach Haney Defensive Rebound.,44,59
3:23,2351,Foul on James Batemon.,44,59
3:23,68,Official TV Timeout,44,59
3:23,68,Lexus Williams missed Free Throw.,44,59
3:23,68,Boise State Deadball Team Rebound.,44,59
3:23,68,Lexus Williams made Free Throw.,44,60
3:11,2351,James Batemon missed Three Point Jumper.,44,60
3:11,68,Justinian Jessup Defensive Rebound.,44,60
2:53,68,Christian Sengfelder missed Three Point Jumper.,44,60
2:53,2351,Erik Johansson Defensive Rebound.,44,60
2:41,2351,James Batemon missed Three Point Jumper.,44,60
2:41,2351,Loyola Marymount Deadball Team Rebound.,44,60
2:38,68,Foul on Christian Sengfelder.,44,60
2:38,2351,Zafir Williams missed Free Throw.,44,60
2:38,68,Justinian Jessup Defensive Rebound.,44,60
2:18,68,Lexus Williams made Three Point Jumper. Assisted by Marcus Dickinson.,44,63
1:58,2351,Donald Gipson missed Jumper.,44,63
1:58,68,Lexus Williams Defensive Rebound.,44,63
1:37,68,Lexus Williams made Layup.,44,65
1:37,2351,Foul on Zafir Williams.,44,65
1:37,68,Lexus Williams missed Free Throw.,44,65
1:37,2351,Donald Gipson Defensive Rebound.,44,65
1:32,2351,Erik Johansson Turnover.,44,65
1:30,68,Lexus Williams Steal.,44,65
1:16,2351,Foul on Jeffery McClendon.,44,65
1:16,68,Lexus Williams made Free Throw.,44,66
1:16,68,Lexus Williams made Free Throw.,44,67
1:00,2351,Joe Quintana made Layup.,46,67
0:48,68,Lexus Williams Turnover.,46,67
0:47,2351,Jeffery McClendon Steal.,46,67
0:43,2351,Joe Quintana missed Layup.,46,67
0:43,68,Christian Sengfelder Defensive Rebound.,46,67
0:37,68,Marcus Dickinson Turnover.,46,67
0:36,2351,Donald Gipson Steal.,46,67
0:36,68,Foul on Lexus Williams.,46,67
0:36,2351,Donald Gipson made Free Throw.,47,67
0:36,2351,Donald Gipson made Free Throw.,48,67
0:33,2351,Foul on Joe Quintana.,48,67
0:33,68,Justinian Jessup made Free Throw.,48,68
0:33,68,Justinian Jessup missed Free Throw.,48,68
0:33,2351,Jeffery McClendon Defensive Rebound.,48,68
0:27,2351,Donald Gipson missed Layup.,48,68
0:27,68,Christian Sengfelder Defensive Rebound.,48,68
0:18,68,Christian Sengfelder Turnover.,48,68
0:09,2351,Donald Gipson missed Jumper.,48,68
0:09,68,Zach Haney Block.,48,68
0:07,68,Zach Haney Defensive Rebound.,48,68
0:00,68,End of Game,48,68
