Minnesota,333,Alabama,135
15:27,135,Jordan Murphy made Dunk. Assisted by Nate Mason.,13,2
15:06,333,Herb Jones Turnover.,13,2
15:04,135,Reggie Lynch Steal.,13,2
14:59,135,Nate Mason missed Three Point Jumper.,13,2
14:59,333,Alabama Deadball Team Rebound.,13,2
14:47,333,Dazon Ingram missed Three Point Jumper.,13,2
14:47,333,Galin Smith Offensive Rebound.,13,2
14:44,333,Galin Smith missed Two Point Tip Shot.,13,2
14:44,333,Galin Smith Offensive Rebound.,13,2
14:42,333,Galin Smith made Layup.,13,4
14:42,135,Foul on Dupree McBrayer.,13,4
14:42,333,Galin Smith made Free Throw.,13,5
14:24,333,Foul on Riley Norris.,13,5
14:24,135,Jordan Murphy made Free Throw.,14,5
14:24,135,Jordan Murphy made Free Throw.,15,5
14:08,333,John Petty missed Layup.,15,5
14:08,135,Reggie Lynch Block.,15,5
14:06,135,Amir Coffey Defensive Rebound.,15,5
13:58,135,Isaiah Washington made Jumper.,17,5
13:38,135,Foul on Nate Mason.,17,5
13:28,333,Galin Smith Turnover.,17,5
13:14,135,Isaiah Washington made Jumper.,19,5
12:57,333,Avery Johnson Jr. made Layup.,19,7
12:42,135,Nate Mason missed Layup.,19,7
12:42,333,Galin Smith Block.,19,7
12:39,333,Galin Smith Defensive Rebound.,19,7
12:35,333,Riley Norris missed Three Point Jumper.,19,7
12:35,135,Jordan Murphy Defensive Rebound.,19,7
12:26,135,Amir Coffey missed Layup.,19,7
12:26,333,Avery Johnson Jr. Defensive Rebound.,19,7
12:21,333,Avery Johnson Jr. Turnover.,19,7
12:20,135,Isaiah Washington Steal.,19,7
12:18,135,Isaiah Washington made Layup.,21,7
12:15,333,Alabama  Timeout,21,7
12:15,333,Official TV Timeout,21,7
11:49,333,Riley Norris made Three Point Jumper. Assisted by Daniel Giddens.,21,10
11:16,135,Isaiah Washington missed Three Point Jumper.,21,10
11:16,333,Daniel Giddens Defensive Rebound.,21,10
10:56,333,Dazon Ingram missed Layup.,21,10
10:56,135,Jordan Murphy Block.,21,10
10:54,135,Bakary Konate Defensive Rebound.,21,10
10:50,135,Nate Mason missed Layup.,21,10
10:50,135,Jordan Murphy Offensive Rebound.,21,10
10:47,135,Jordan Murphy made Layup.,23,10
10:34,135,Foul on Isaiah Washington.,23,10
10:31,135,Foul on Bakary Konate.,23,10
10:31,333,Collin Sexton missed Free Throw.,23,10
10:31,333,Alabama Deadball Team Rebound.,23,10
10:31,333,Collin Sexton made Free Throw.,23,11
10:10,135,Isaiah Washington Turnover.,23,11
10:09,333,Riley Norris Steal.,23,11
10:05,333,Collin Sexton made Layup.,23,13
9:51,135,Foul on Davonte Fitzgerald.,23,13
9:51,135,Davonte Fitzgerald Turnover.,23,13
9:40,333,Riley Norris missed Three Point Jumper.,23,13
9:40,135,Reggie Lynch Defensive Rebound.,23,13
9:27,135,Isaiah Washington missed Jumper.,23,13
9:27,135,Reggie Lynch Offensive Rebound.,23,13
9:22,135,Reggie Lynch missed Layup.,23,13
9:22,135,Reggie Lynch Offensive Rebound.,23,13
9:18,135,Reggie Lynch made Jumper.,25,13
8:53,333,Collin Sexton missed Jumper.,25,13
8:53,135,Davonte Fitzgerald Defensive Rebound.,25,13
8:42,135,Davonte Fitzgerald missed Three Point Jumper.,25,13
8:42,333,Alabama Defensive Rebound.,25,13
8:25,333,Herb Jones missed Jumper.,25,13
8:25,333,Avery Johnson Jr. Offensive Rebound.,25,13
8:12,135,Foul on Davonte Fitzgerald.,25,13
8:12,333,Avery Johnson Jr. missed Free Throw.,25,13
8:12,333,Alabama Deadball Team Rebound.,25,13
8:12,333,Avery Johnson Jr. missed Free Throw.,25,13
8:12,135,Jordan Murphy Defensive Rebound.,25,13
7:48,135,Jordan Murphy made Three Point Jumper. Assisted by Reggie Lynch.,28,13
7:34,333,Donta Hall missed Jumper.,28,13
7:34,135,Jordan Murphy Defensive Rebound.,28,13
7:17,135,Nate Mason made Layup. Assisted by Reggie Lynch.,30,13
6:54,135,Foul on Jordan Murphy.,30,13
6:54,333,Official TV Timeout,30,13
6:54,333,Herb Jones made Free Throw.,30,14
6:54,333,Herb Jones made Free Throw.,30,15
6:29,135,Jordan Murphy missed Jumper.,30,15
6:29,333,Donta Hall Defensive Rebound.,30,15
6:21,333,Dazon Ingram made Dunk. Assisted by Collin Sexton.,30,17
6:03,333,Foul on Herb Jones.,30,17
6:03,135,Reggie Lynch made Free Throw.,31,17
6:03,135,Reggie Lynch made Free Throw.,32,17
5:43,333,Herb Jones Turnover.,32,17
5:42,135,Reggie Lynch Steal.,32,17
5:15,135,Isaiah Washington Turnover.,32,17
4:57,333,Donta Hall made Layup. Assisted by Collin Sexton.,32,19
4:31,135,Amir Coffey missed Three Point Jumper.,32,19
4:31,135,Jordan Murphy Offensive Rebound.,32,19
4:25,135,Jordan Murphy missed Layup.,32,19
4:25,333,John Petty Block.,32,19
4:24,135,Reggie Lynch Offensive Rebound.,32,19
4:23,333,Foul on Dazon Ingram.,32,19
4:16,135,Dupree McBrayer missed Jumper.,32,19
4:16,135,Jordan Murphy Offensive Rebound.,32,19
4:14,333,Foul on Riley Norris.,32,19
4:14,333,Foul on Alabama.,32,19
4:14,333,Technical Foul on Alabama.,32,19
4:14,135,Nate Mason made Free Throw.,33,19
4:14,135,Nate Mason made Free Throw.,34,19
4:09,135,Jordan Murphy made Jumper.,36,19
4:09,333,Foul on Donta Hall.,36,19
4:09,135,Jordan Murphy missed Free Throw.,36,19
4:09,333,John Petty Defensive Rebound.,36,19
3:57,333,Collin Sexton missed Three Point Jumper.,36,19
3:57,135,Jordan Murphy Defensive Rebound.,36,19
3:32,135,Dupree McBrayer missed Layup.,36,19
3:32,333,Dazon Ingram Defensive Rebound.,36,19
3:26,333,Collin Sexton Turnover.,36,19
3:26,333,Official TV Timeout,36,19
3:13,135,Amir Coffey Turnover.,36,19
3:12,333,Collin Sexton Steal.,36,19
3:11,333,Collin Sexton made Layup.,36,21
2:48,135,Dupree McBrayer missed Jumper.,36,21
2:48,135,Jordan Murphy Offensive Rebound.,36,21
2:40,135,Nate Mason missed Three Point Jumper.,36,21
2:40,135,Minnesota Offensive Rebound.,36,21
2:38,333,Foul on Dazon Ingram.,36,21
2:38,135,Reggie Lynch made Free Throw.,37,21
2:38,135,Reggie Lynch made Free Throw.,38,21
2:18,333,John Petty Turnover.,38,21
2:17,135,Reggie Lynch Steal.,38,21
2:11,135,Amir Coffey Turnover.,38,21
2:10,333,Dazon Ingram Steal.,38,21
2:07,333,Dazon Ingram made Layup.,38,23
2:06,135,Minnesota  Timeout,38,23
1:52,333,Foul on Galin Smith.,38,23
1:52,135,Amir Coffey made Free Throw.,39,23
1:52,135,Amir Coffey missed Free Throw.,39,23
1:52,333,Donta Hall Defensive Rebound.,39,23
1:43,333,Donta Hall made Dunk. Assisted by Collin Sexton.,39,25
1:20,135,Jordan Murphy missed Layup.,39,25
1:20,333,Galin Smith Block.,39,25
1:18,135,Jordan Murphy Offensive Rebound.,39,25
1:16,135,Jordan Murphy made Layup.,41,25
0:54,333,Collin Sexton made Jumper.,41,27
0:39,135,Reggie Lynch missed Layup.,41,27
0:39,333,Galin Smith Block.,41,27
0:38,333,Dazon Ingram Defensive Rebound.,41,27
0:31,135,Foul on Jordan Murphy.,41,27
0:31,333,Donta Hall made Free Throw.,41,28
0:31,333,Donta Hall made Free Throw.,41,29
0:01,135,Nate Mason Turnover.,41,29
0:00,333,End of 1st half,41,29
19:41,333,Collin Sexton missed Layup.,41,29
19:41,333,Donta Hall Offensive Rebound.,41,29
19:39,333,Donta Hall missed Two Point Tip Shot.,41,29
19:39,333,Daniel Giddens Offensive Rebound.,41,29
19:38,135,Foul on Dupree McBrayer.,41,29
19:26,333,Dazon Ingram Turnover.,41,29
19:08,135,Amir Coffey missed Three Point Jumper.,41,29
19:08,135,Jordan Murphy Offensive Rebound.,41,29
19:04,135,Nate Mason made Three Point Jumper. Assisted by Dupree McBrayer.,44,29
18:43,333,Collin Sexton Turnover.,44,29
18:42,135,Jordan Murphy Steal.,44,29
18:35,135,Nate Mason made Three Point Jumper. Assisted by Dupree McBrayer.,47,29
18:18,333,Collin Sexton made Three Point Jumper. Assisted by Dazon Ingram.,47,32
17:57,333,Foul on Daniel Giddens.,47,32
17:57,135,Amir Coffey made Free Throw.,48,32
17:57,135,Amir Coffey missed Free Throw.,48,32
17:57,333,Donta Hall Defensive Rebound.,48,32
17:46,333,John Petty made Three Point Jumper. Assisted by Dazon Ingram.,48,35
17:17,135,Nate Mason made Layup.,50,35
17:17,333,Foul on Collin Sexton.,50,35
17:17,135,Nate Mason missed Free Throw.,50,35
17:17,333,Donta Hall Defensive Rebound.,50,35
17:06,333,Daniel Giddens missed Jumper.,50,35
17:06,333,Donta Hall Offensive Rebound.,50,35
17:05,333,Donta Hall made Dunk.,50,37
16:59,333,Foul on Dazon Ingram.,50,37
16:59,135,Amir Coffey missed Free Throw.,50,37
16:59,135,Minnesota Deadball Team Rebound.,50,37
16:59,135,Amir Coffey made Free Throw.,51,37
16:52,333,Daniel Giddens Turnover.,51,37
16:38,135,Dupree McBrayer made Three Point Jumper. Assisted by Nate Mason.,54,37
16:35,333,Alabama  Timeout,54,37
16:35,333,Official TV Timeout,54,37
16:23,333,Collin Sexton missed Layup.,54,37
16:23,333,Collin Sexton Offensive Rebound.,54,37
16:21,333,Collin Sexton missed Layup.,54,37
16:21,135,Jordan Murphy Block.,54,37
16:20,333,Alabama Offensive Rebound.,54,37
16:13,135,Foul on Reggie Lynch.,54,37
16:13,333,Collin Sexton made Free Throw.,54,38
16:13,333,Collin Sexton made Free Throw.,54,39
15:50,135,Dupree McBrayer missed Jumper.,54,39
15:50,333,Collin Sexton Defensive Rebound.,54,39
15:42,333,Riley Norris missed Layup.,54,39
15:42,333,John Petty Offensive Rebound.,54,39
15:40,333,John Petty made Layup.,54,41
15:19,135,Foul on Jordan Murphy.,54,41
15:19,135,Jordan Murphy Turnover.,54,41
15:19,333,Official TV Timeout,54,41
15:08,333,John Petty missed Three Point Jumper.,54,41
15:08,333,Galin Smith Offensive Rebound.,54,41
15:05,333,Galin Smith made Two Point Tip Shot.,54,43
14:40,135,Nate Mason made Three Point Jumper.,57,43
14:26,135,Foul on Reggie Lynch.,57,43
14:26,333,Galin Smith made Free Throw.,57,44
14:26,333,Galin Smith missed Free Throw.,57,44
14:26,135,Amir Coffey Defensive Rebound.,57,44
14:06,135,Nate Mason Turnover.,57,44
14:06,135,Foul on Nate Mason.,57,44
14:06,135,Technical Foul on Nate Mason.,57,44
14:06,135,Foul on Nate Mason.,57,44
14:06,135,Technical Foul on Nate Mason.,57,44
14:06,135,Minnesota  Timeout,57,44
14:06,333,Collin Sexton made Free Throw.,57,45
14:06,333,Collin Sexton missed Free Throw.,57,45
14:06,333,Alabama Deadball Team Rebound.,57,45
14:06,333,Collin Sexton made Free Throw.,57,46
14:06,333,Collin Sexton made Free Throw.,57,47
14:06,333,Foul on Collin Sexton.,57,44
14:06,333,Technical Foul on Collin Sexton.,57,44
14:06,135,Foul on Minnesota.,57,44
14:06,135,Technical Foul on Minnesota.,57,44
13:43,333,Riley Norris made Three Point Jumper. Assisted by Collin Sexton.,57,50
13:39,333,"Alex Reese, Donta Hall, Lawson Schaffer, Herb Jones, Landon Fuller, Daniel Giddens and Avery Johnson Jr. ejected for leaving the bench.",57,50
13:39,135,Technical Foul on Dupree McBrayer.,57,50
13:39,333,Foul on Dazon Ingram.,57,50
13:39,333,Technical Foul on Dazon Ingram.,57,50
13:20,135,Isaiah Washington made Layup.,59,50
13:04,333,Collin Sexton missed Layup.,59,50
13:04,333,Galin Smith Offensive Rebound.,59,50
13:02,333,Galin Smith missed Two Point Tip Shot.,59,50
13:02,135,Davonte Fitzgerald Defensive Rebound.,59,50
12:58,135,Amir Coffey made Layup. Assisted by Dupree McBrayer.,61,50
12:43,135,Foul on Isaiah Washington.,61,50
12:43,333,Dazon Ingram missed Free Throw.,61,50
12:43,135,Amir Coffey Defensive Rebound.,61,50
12:28,135,Amir Coffey missed Jumper.,61,50
12:28,333,Galin Smith Defensive Rebound.,61,50
12:20,333,Collin Sexton made Layup. Assisted by Dazon Ingram.,61,52
12:04,135,Dupree McBrayer missed Three Point Jumper.,61,52
12:04,135,Bakary Konate Offensive Rebound.,61,52
12:03,333,Foul on Riley Norris.,61,52
11:39,135,Isaiah Washington missed Layup.,61,52
11:39,135,Reggie Lynch Offensive Rebound.,61,52
11:37,333,Foul on Dazon Ingram (5th personal foul - Alabama has 4 available players).,61,52
11:37,333,Official TV Timeout,61,52
11:37,135,Reggie Lynch made Free Throw.,62,52
11:37,135,Reggie Lynch made Free Throw.,63,52
11:30,135,Foul on Jordan Murphy.,63,52
11:30,333,Collin Sexton made Free Throw.,63,53
11:30,333,Collin Sexton made Free Throw.,63,54
11:12,135,Isaiah Washington Turnover.,63,54
11:11,333,Galin Smith Steal.,63,54
11:05,333,Collin Sexton Turnover.,63,54
11:04,135,Amir Coffey Steal.,63,54
11:02,135,Amir Coffey made Dunk. Assisted by Dupree McBrayer.,65,54
10:50,333,John Petty missed Three Point Jumper (Petty leaves game with injury - Alabama has 3 available players).,65,54
10:50,135,Amir Coffey Defensive Rebound.,65,54
10:41,135,Davonte Fitzgerald made Layup. Assisted by Dupree McBrayer.,67,54
10:28,135,Foul on Isaiah Washington.,67,54
10:28,333,Collin Sexton made Free Throw.,67,55
10:28,333,Collin Sexton made Free Throw.,67,56
10:17,135,Jamir Harris made Three Point Jumper. Assisted by Dupree McBrayer.,70,56
9:47,333,Collin Sexton missed Three Point Jumper.,70,56
9:47,135,Reggie Lynch Defensive Rebound.,70,56
9:38,135,Jamir Harris missed Three Point Jumper.,70,56
9:38,333,Riley Norris Defensive Rebound.,70,56
9:13,135,Foul on Amir Coffey.,70,56
9:13,333,Riley Norris made Free Throw.,70,57
9:13,333,Riley Norris made Free Throw.,70,58
9:05,135,Amir Coffey missed Three Point Jumper.,70,58
9:05,135,Jamir Harris Offensive Rebound.,70,58
8:56,135,Dupree McBrayer missed Three Point Jumper.,70,58
8:56,333,Collin Sexton Defensive Rebound.,70,58
8:34,333,Collin Sexton made Layup.,70,60
8:23,135,Isaiah Washington made Jumper.,72,60
8:03,333,Riley Norris missed Three Point Jumper.,72,60
8:03,135,Jordan Murphy Defensive Rebound.,72,60
7:51,135,Amir Coffey made Layup. Assisted by Isaiah Washington.,74,60
7:44,333,Alabama  Timeout,74,60
7:44,333,Official TV Timeout,74,60
7:32,333,Collin Sexton made Layup.,74,62
7:15,135,Jamir Harris made Three Point Jumper. Assisted by Dupree McBrayer.,77,62
6:57,333,Riley Norris made Jumper.,77,64
6:37,135,Dupree McBrayer made Jumper. Assisted by Jamir Harris.,79,64
6:17,333,Collin Sexton made Three Point Jumper.,79,67
6:03,135,Isaiah Washington missed Jumper.,79,67
6:03,333,Collin Sexton Defensive Rebound.,79,67
5:37,333,Riley Norris made Jumper.,79,69
5:11,135,Isaiah Washington missed Jumper.,79,69
5:11,135,Amir Coffey Offensive Rebound.,79,69
4:50,135,Isaiah Washington made Layup. Assisted by Dupree McBrayer.,81,69
4:20,333,Collin Sexton made Three Point Jumper.,81,72
3:59,135,Jamir Harris missed Three Point Jumper.,81,72
3:59,333,Riley Norris Defensive Rebound.,81,72
3:48,135,Foul on Jordan Murphy.,81,72
3:48,333,Official TV Timeout,81,72
3:48,333,Riley Norris made Free Throw.,81,73
3:48,333,Riley Norris missed Free Throw.,81,73
3:48,135,Reggie Lynch Defensive Rebound.,81,73
3:25,135,Isaiah Washington made Jumper.,83,73
3:11,333,Collin Sexton made Three Point Jumper.,83,76
2:46,135,Isaiah Washington missed Jumper.,83,76
2:46,333,Galin Smith Defensive Rebound.,83,76
2:43,135,Foul on Michael Hurt.,83,76
2:43,333,Galin Smith made Free Throw.,83,77
2:43,333,Galin Smith made Free Throw.,83,78
2:28,135,Isaiah Washington missed Jumper.,83,78
2:28,333,Alabama Defensive Rebound.,83,78
2:11,333,Collin Sexton missed Three Point Jumper.,83,78
2:11,135,Reggie Lynch Defensive Rebound.,83,78
1:46,135,Amir Coffey missed Jumper.,83,78
1:46,333,Collin Sexton Defensive Rebound.,83,78
1:39,333,Collin Sexton made Layup.,83,80
1:29,135,Isaiah Washington missed Jumper.,83,80
1:29,333,Collin Sexton Defensive Rebound.,83,80
1:18,333,Collin Sexton missed Jumper.,83,80
1:18,135,Reggie Lynch Defensive Rebound.,83,80
1:12,135,Amir Coffey made Layup. Assisted by Isaiah Washington.,85,80
1:12,333,Foul on Riley Norris.,85,80
1:12,135,Amir Coffey made Free Throw.,86,80
1:05,333,Alabama  Timeout,86,80
0:43,333,Galin Smith made Dunk. Assisted by Collin Sexton.,86,82
0:17,333,Foul on Collin Sexton.,86,82
0:17,135,Dupree McBrayer made Free Throw.,87,82
0:17,135,Dupree McBrayer made Free Throw.,88,82
0:10,135,Foul on Amir Coffey.,88,82
0:10,333,Collin Sexton missed Free Throw.,88,82
0:10,333,Alabama Deadball Team Rebound.,88,82
0:10,333,Collin Sexton missed Free Throw.,88,82
0:08,135,Michael Hurt Defensive Rebound.,88,82
0:08,333,Foul on Galin Smith.,88,82
0:08,135,Michael Hurt made Free Throw.,89,82
0:08,135,Michael Hurt missed Free Throw.,89,82
0:08,333,Galin Smith Defensive Rebound.,89,82
