Southern Miss,2754,Youngstown State,2572
2:52,2572,Cortez Edwards made Free Throw.,26,27
2:38,2754,Garrett Covington Turnover.,26,27
2:22,2572,Tyree Griffin made Jumper. Assisted by D'Angelo Richardson.,28,27
2:16,2754,Naz Bohannon Turnover.,28,27
2:07,2572,LaDavius Draine made Jumper. Assisted by Tyree Griffin.,30,27
1:44,2572,Foul on D'Angelo Richardson.,30,27
1:44,2754,Cameron Morse missed Free Throw.,30,27
1:44,2572,LaDavius Draine Defensive Rebound.,30,27
1:20,2572,D'Angelo Richardson missed Layup.,30,27
1:20,2754,Naz Bohannon Defensive Rebound.,30,27
1:14,2754,Braun Hartfield missed Three Point Jumper.,30,27
1:14,2572,Tyree Griffin Defensive Rebound.,30,27
1:07,2572,LaDavius Draine Turnover.,30,27
1:07,2572,Foul on LaDavius Draine.,30,27
0:55,2754,Francisco Santiago Turnover.,30,27
0:54,2572,Cortez Edwards Steal.,30,27
0:52,2572,Cortez Edwards made Dunk.,32,27
0:36,2754,Cameron Morse missed Three Point Jumper.,32,27
0:36,2754,Naz Bohannon Offensive Rebound.,32,27
0:32,2754,Naz Bohannon made Layup.,32,29
0:22,2572,Southern Miss  Timeout,32,29
0:04,2754,Foul on Jeremiah Ferguson.,32,29
0:02,2572,Tyree Griffin Turnover.,32,29
0:00,2754,Naz Bohannon Steal.,32,29
0:00,2754,Naz Bohannon Turnover.,32,29
0:00,2572,Tyree Griffin missed Layup.,32,29
0:00,2572,Southern Miss Deadball Team Rebound.,32,29
0:00,2754,End of 1st half,32,29
19:52,2754,Foul on Tyree Robinson.,32,29
19:33,2572,Cortez Edwards made Jumper.,34,29
19:08,2572,Foul on Tim Rowe.,34,29
19:08,2754,Cameron Morse made Free Throw.,34,30
19:08,2754,Cameron Morse made Free Throw.,34,31
19:08,2754,Cameron Morse made Free Throw.,34,32
18:43,2572,D'Angelo Richardson missed Three Point Jumper.,34,32
18:43,2754,Cameron Morse Defensive Rebound.,34,32
18:33,2754,Devin Haygood made Layup. Assisted by Jeremiah Ferguson.,34,34
18:10,2572,Kevin Holland made Three Point Jumper. Assisted by Cortez Edwards.,37,34
17:57,2754,Naz Bohannon missed Layup.,37,34
17:57,2572,Tim Rowe Block.,37,34
17:55,2572,D'Angelo Richardson Defensive Rebound.,37,34
17:39,2572,D'Angelo Richardson missed Jumper.,37,34
17:39,2754,Braun Hartfield Defensive Rebound.,37,34
17:32,2754,Braun Hartfield missed Layup.,37,34
17:32,2754,Naz Bohannon Offensive Rebound.,37,34
17:29,2754,Naz Bohannon made Layup.,37,36
17:03,2572,Kevin Holland missed Jumper.,37,36
17:03,2754,Youngstown State Defensive Rebound.,37,36
16:41,2754,Jeremiah Ferguson made Layup.,37,38
16:23,2572,Tyree Griffin Turnover.,37,38
16:21,2754,Braun Hartfield Steal.,37,38
16:19,2754,Michael Akuchie Turnover.,37,38
16:01,2572,Kevin Holland made Three Point Jumper. Assisted by Tyree Griffin.,40,38
15:46,2754,Cameron Morse Turnover.,40,38
15:43,2572,Cortez Edwards Steal.,40,38
15:41,2572,Cortez Edwards made Layup.,42,38
15:25,2754,Cameron Morse made Three Point Jumper. Assisted by Jeremiah Ferguson.,42,41
15:08,2572,Tyree Griffin made Jumper. Assisted by D'Angelo Richardson.,44,41
14:48,2572,Foul on D'Angelo Richardson.,44,41
14:48,2754,Official TV Timeout,44,41
14:46,2754,Michael Akuchie missed Three Point Jumper.,44,41
14:46,2754,Braun Hartfield Offensive Rebound.,44,41
14:43,2572,Foul on Eddie Davis III.,44,41
14:43,2754,Braun Hartfield missed Free Throw.,44,41
14:43,2754,Youngstown State Deadball Team Rebound.,44,41
14:43,2754,Braun Hartfield missed Free Throw.,44,41
14:43,2572,Eddie Davis III Defensive Rebound.,44,41
14:16,2572,Tyree Griffin missed Layup.,44,41
14:16,2572,Eddie Davis III Offensive Rebound.,44,41
14:14,2754,Foul on Jeremiah Ferguson.,44,41
14:14,2572,Eddie Davis III missed Free Throw.,44,41
14:14,2572,Southern Miss Deadball Team Rebound.,44,41
14:14,2572,Eddie Davis III made Free Throw.,45,41
13:57,2754,Garrett Covington made Layup. Assisted by Noe Anabir.,45,43
13:39,2754,Foul on Garrett Covington.,45,43
13:35,2572,Tyree Griffin Turnover.,45,43
13:22,2754,Jeremiah Ferguson missed Three Point Jumper.,45,43
13:22,2754,Garrett Covington Offensive Rebound.,45,43
13:18,2754,Garrett Covington Turnover.,45,43
13:18,2572,D'Angelo Richardson Steal.,45,43
12:51,2572,Cortez Edwards missed Layup.,45,43
12:51,2754,Michael Akuchie Defensive Rebound.,45,43
12:45,2572,Foul on Kevin Holland.,45,43
12:45,2754,Jeremiah Ferguson made Free Throw.,45,44
12:45,2754,Jeremiah Ferguson made Free Throw.,45,45
12:27,2572,Kevin Holland made Three Point Jumper.,48,45
12:08,2754,Braun Hartfield missed Three Point Jumper.,48,45
12:08,2572,Tyree Griffin Defensive Rebound.,48,45
11:46,2572,Tyree Griffin made Three Point Jumper. Assisted by D'Angelo Richardson.,51,45
11:27,2754,Cameron Morse missed Three Point Jumper.,51,45
11:27,2572,Tyree Griffin Defensive Rebound.,51,45
10:56,2572,Kevin Holland made Three Point Jumper. Assisted by D'Angelo Richardson.,54,45
10:52,2754,Youngstown State  Timeout,54,45
10:45,2754,Tyree Robinson Turnover.,54,45
10:45,2754,Foul on Tyree Robinson.,54,45
10:45,2754,Official TV Timeout,54,45
10:42,2572,Eddie Davis III Turnover.,54,45
10:39,2572,Foul on Eddie Davis III.,54,45
10:35,2754,Braun Hartfield made Layup.,54,47
10:16,2572,Cortez Edwards missed Layup.,54,47
10:16,2754,Jeremiah Ferguson Defensive Rebound.,54,47
10:06,2754,Braun Hartfield made Layup.,54,49
10:03,2572,Southern Miss  Timeout,54,49
9:35,2572,Cortez Edwards missed Three Point Jumper.,54,49
9:35,2754,Youngstown State Deadball Team Rebound.,54,49
9:21,2572,Foul on Tim Rowe.,54,49
9:12,2572,Foul on Tyree Griffin.,54,49
9:12,2754,Devin Haygood missed Free Throw.,54,49
9:12,2572,D'Angelo Richardson Defensive Rebound.,54,49
8:46,2572,Tyree Griffin missed Three Point Jumper.,54,49
8:46,2754,Naz Bohannon Defensive Rebound.,54,49
8:29,2754,Cameron Morse made Three Point Jumper.,54,52
8:01,2572,Cortez Edwards Turnover.,54,52
8:00,2754,Cameron Morse Steal.,54,52
7:56,2754,Naz Bohannon missed Layup.,54,52
7:56,2754,Braun Hartfield Offensive Rebound.,54,52
7:53,2754,Braun Hartfield made Layup.,54,54
7:53,2754,Youngstown State  Timeout,54,54
7:32,2572,Kevin Holland missed Three Point Jumper.,54,54
7:32,2572,Southern Miss Deadball Team Rebound.,54,54
7:30,2754,Foul on Devin Haygood.,54,54
7:17,2572,Tyree Griffin missed Jumper.,54,54
7:17,2754,Garrett Covington Defensive Rebound.,54,54
7:09,2754,Braun Hartfield missed Jumper.,54,54
7:09,2572,Southern Miss Defensive Rebound.,54,54
6:37,2572,Eddie Davis III made Layup. Assisted by Tyree Griffin.,56,54
6:12,2754,Jeremiah Ferguson missed Layup.,56,54
6:12,2754,Devin Haygood Offensive Rebound.,56,54
6:07,2754,Devin Haygood Turnover.,56,54
6:06,2572,Tyree Griffin Steal.,56,54
5:57,2754,Foul on Cameron Morse.,56,54
5:40,2572,D'Angelo Richardson missed Three Point Jumper.,56,54
5:40,2572,Southern Miss Deadball Team Rebound.,56,54
5:37,2754,Foul on Braun Hartfield.,56,54
5:37,2572,Cortez Edwards made Free Throw.,57,54
5:37,2572,Cortez Edwards missed Free Throw.,57,54
5:37,2754,Devin Haygood Defensive Rebound.,57,54
5:14,2572,Foul on Tyree Griffin.,57,54
5:14,2754,Cameron Morse missed Free Throw.,57,54
5:14,2572,D'Angelo Richardson Defensive Rebound.,57,54
5:02,2572,Eddie Davis III missed Layup.,57,54
5:02,2754,Garrett Covington Defensive Rebound.,57,54
4:55,2754,Braun Hartfield Turnover.,57,54
4:55,2754,Foul on Braun Hartfield.,57,54
4:44,2754,Foul on Devin Haygood.,57,54
4:44,2572,Cortez Edwards missed Free Throw.,57,54
4:44,2572,Southern Miss Deadball Team Rebound.,57,54
4:44,2572,Cortez Edwards made Free Throw.,58,54
4:24,2754,Jeremiah Ferguson made Three Point Jumper. Assisted by Cameron Morse.,58,57
3:59,2572,Eddie Davis III made Layup. Assisted by Tyree Griffin.,60,57
3:59,2754,Foul on Garrett Covington.,60,57
3:59,2754,Official TV Timeout,60,57
3:59,2572,Eddie Davis III made Free Throw.,61,57
3:45,2572,Foul on Kevin Holland.,61,57
3:45,2754,Tyree Robinson made Free Throw.,61,58
3:45,2754,Tyree Robinson made Free Throw.,61,59
3:39,2572,Cortez Edwards made Layup. Assisted by Eddie Davis III.,63,59
3:11,2754,Tyree Robinson missed Jumper.,63,59
3:11,2572,Cortez Edwards Defensive Rebound.,63,59
2:40,2572,D'Angelo Richardson missed Jumper.,63,59
2:40,2754,Braun Hartfield Block.,63,59
2:38,2754,Tyree Robinson Defensive Rebound.,63,59
2:34,2754,Jeremiah Ferguson missed Layup.,63,59
2:34,2754,Youngstown State Offensive Rebound.,63,59
2:27,2754,Jeremiah Ferguson missed Jumper.,63,59
2:27,2754,Jeremiah Ferguson Offensive Rebound.,63,59
2:23,2754,Jeremiah Ferguson missed Layup.,63,59
2:23,2572,Eddie Davis III Defensive Rebound.,63,59
2:04,2572,D'Angelo Richardson Turnover.,63,59
2:03,2754,Cameron Morse Steal.,63,59
1:36,2754,Naz Bohannon missed Jumper.,63,59
1:36,2572,D'Angelo Richardson Defensive Rebound.,63,59
1:14,2572,Kevin Holland missed Three Point Jumper.,63,59
1:14,2754,Braun Hartfield Defensive Rebound.,63,59
1:05,2754,Braun Hartfield missed Layup.,63,59
1:05,2572,Kevin Holland Defensive Rebound.,63,59
0:50,2754,Foul on Jeremiah Ferguson.,63,59
0:50,2754,Youngstown State  Timeout,63,59
0:50,2572,Tyree Griffin made Free Throw.,64,59
0:50,2572,Tyree Griffin made Free Throw.,65,59
0:45,2754,Cameron Morse missed Three Point Jumper.,65,59
0:45,2572,Cortez Edwards Defensive Rebound.,65,59
0:37,2754,Foul on Jeremiah Ferguson.,65,59
0:37,2572,Tyree Griffin made Free Throw.,66,59
0:37,2572,Tyree Griffin made Free Throw.,67,59
0:34,2572,Foul on Tyree Griffin.,67,59
0:34,2754,Cameron Morse made Free Throw.,67,60
0:34,2754,Cameron Morse made Free Throw.,67,61
0:28,2754,Foul on Braun Hartfield.,67,61
0:28,2572,D'Angelo Richardson missed Free Throw.,67,61
0:28,2572,Southern Miss Deadball Team Rebound.,67,61
0:28,2572,D'Angelo Richardson made Free Throw.,68,61
0:21,2754,Tyree Robinson made Layup. Assisted by Naz Bohannon.,68,63
0:21,2572,Foul on Cortez Edwards.,68,63
0:21,2754,Tyree Robinson made Free Throw.,68,64
0:20,2754,Foul on Braun Hartfield.,68,64
0:20,2572,Tyree Griffin missed Free Throw.,68,64
0:20,2572,Southern Miss Deadball Team Rebound.,68,64
0:20,2572,Tyree Griffin made Free Throw.,69,64
0:13,2754,Cameron Morse missed Three Point Jumper.,69,64
0:13,2572,Tyree Griffin Defensive Rebound.,69,64
0:08,2754,Foul on Cameron Morse.,69,64
0:08,2572,Tyree Griffin made Free Throw.,70,64
0:08,2572,Tyree Griffin made Free Throw.,71,64
0:03,2754,Cameron Morse missed Three Point Jumper.,71,64
0:03,2754,Naz Bohannon Offensive Rebound.,71,64
0:00,2754,End of Game,71,64
