Cal Poly,70,Idaho,13
16:32,70,Jordan Scott Offensive Rebound.,36,42
16:25,70,Victor Sanders made Three Point Jumper. Assisted by Jordan Scott.,36,45
16:04,13,Donovan Fields missed Layup.,36,45
16:04,70,Jordan Scott Defensive Rebound.,36,45
16:00,70,Official TV Timeout,36,45
15:37,70,Victor Sanders made Three Point Jumper. Assisted by Nate Sherwood.,36,48
15:23,13,Mark Crowe Turnover.,36,48
15:22,70,Victor Sanders Steal.,36,48
15:18,70,Perrion Callandret made Layup. Assisted by Brayon Blake.,36,50
14:48,13,Victor Joseph missed Three Point Jumper.,36,50
14:48,70,Victor Sanders Defensive Rebound.,36,50
14:47,13,Foul on Luke Meikle.,36,50
14:22,70,Jordan Scott missed Layup.,36,50
14:22,13,Cal Poly Defensive Rebound.,36,50
14:08,13,Victor Joseph missed Three Point Jumper.,36,50
14:08,70,Jordan Scott Defensive Rebound.,36,50
13:59,70,Nate Sherwood Turnover.,36,50
13:59,70,Foul on Nate Sherwood.,36,50
13:42,13,Donovan Fields missed Layup.,36,50
13:42,13,Aleks Abrams Offensive Rebound.,36,50
13:42,70,Foul on Brayon Blake.,36,50
13:37,13,Donovan Fields missed Three Point Jumper.,36,50
13:37,70,Brayon Blake Defensive Rebound.,36,50
13:27,70,Victor Sanders missed Three Point Jumper.,36,50
13:27,13,Karlis Garoza Defensive Rebound.,36,50
13:07,13,Karlis Garoza missed Jumper.,36,50
13:07,13,Karlis Garoza Offensive Rebound.,36,50
13:03,13,Karlis Garoza missed Layup.,36,50
13:03,13,Aleks Abrams Offensive Rebound.,36,50
12:58,13,Aleks Abrams made Layup.,38,50
12:34,70,Nate Sherwood missed Jumper.,38,50
12:34,13,Aleks Abrams Block.,38,50
12:33,13,Donovan Fields Defensive Rebound.,38,50
12:27,13,Donovan Fields Turnover.,38,50
12:27,70,Victor Sanders Steal.,38,50
12:27,70,Victor Sanders Turnover.,38,50
11:58,70,Foul on Victor Sanders.,38,50
11:58,70,Official TV Timeout,38,50
11:58,13,Karlis Garoza made Free Throw.,39,50
11:58,13,Karlis Garoza missed Free Throw.,39,50
11:58,70,Jordan Scott Defensive Rebound.,39,50
11:44,70,Victor Sanders made Layup. Assisted by Chad Sherwood.,39,52
11:26,13,Marcellus Garrick missed Three Point Jumper.,39,52
11:26,70,Trevon Allen Defensive Rebound.,39,52
11:02,13,Foul on Aleks Abrams.,39,52
11:02,70,Trevon Allen made Three Point Jumper. Assisted by Chad Sherwood.,39,55
10:41,13,Jakub Niziol missed Three Point Jumper.,39,55
10:41,70,Jordan Scott Defensive Rebound.,39,55
10:01,70,Nate Sherwood made Layup. Assisted by Chad Sherwood.,39,57
9:42,13,Iziah James made Three Point Jumper. Assisted by Jakub Niziol.,42,57
9:24,70,Victor Sanders missed Three Point Jumper.,42,57
9:24,13,Aleks Abrams Defensive Rebound.,42,57
9:06,13,Jakub Niziol missed Three Point Jumper.,42,57
9:06,70,Nate Sherwood Block.,42,57
9:06,13,Cal Poly Offensive Rebound.,42,57
8:54,13,Victor Joseph Turnover.,42,57
8:53,70,Perrion Callandret Steal.,42,57
8:51,70,Perrion Callandret made Dunk.,42,59
8:32,70,Foul on Perrion Callandret.,42,59
8:29,13,Luke Meikle missed Three Point Jumper.,42,59
8:29,70,Chad Sherwood Defensive Rebound.,42,59
8:05,70,Perrion Callandret missed Three Point Jumper.,42,59
8:05,13,Hank Hollingsworth Defensive Rebound.,42,59
7:41,13,Victor Joseph made Layup.,44,59
7:17,70,Scott Blakney missed Layup.,44,59
7:17,13,Luke Meikle Defensive Rebound.,44,59
7:10,13,Victor Joseph made Layup.,46,59
7:09,13,Cal Poly  Timeout,46,59
7:01,70,Victor Sanders made Three Point Jumper.,46,62
6:52,13,Donovan Fields missed Three Point Jumper.,46,62
6:52,13,Hank Hollingsworth Offensive Rebound.,46,62
6:48,70,Foul on Scott Blakney.,46,62
6:48,13,Hank Hollingsworth missed Free Throw.,46,62
6:48,13,Cal Poly Deadball Team Rebound.,46,62
6:48,13,Hank Hollingsworth missed Free Throw.,46,62
6:48,70,Brayon Blake Defensive Rebound.,46,62
6:28,70,Brayon Blake missed Jumper.,46,62
6:28,13,Victor Joseph Defensive Rebound.,46,62
6:14,13,Luke Meikle missed Jumper.,46,62
6:14,70,Scott Blakney Defensive Rebound.,46,62
5:51,70,Trevon Allen missed Jumper.,46,62
5:51,13,Luke Meikle Defensive Rebound.,46,62
5:44,13,Luke Meikle made Jumper.,48,62
5:22,70,Perrion Callandret missed Layup.,48,62
5:22,13,Victor Joseph Defensive Rebound.,48,62
5:17,70,Foul on Victor Sanders.,48,62
5:17,13,Victor Joseph made Free Throw.,49,62
5:17,13,Victor Joseph made Free Throw.,50,62
4:53,70,Foul on Victor Sanders.,50,62
4:53,70,Victor Sanders Turnover.,50,62
4:32,13,Victor Joseph made Three Point Jumper.,53,62
4:11,13,Foul on Luke Meikle.,53,62
4:11,70,Victor Sanders made Free Throw.,53,63
4:11,70,Victor Sanders made Free Throw.,53,64
3:59,13,Victor Joseph missed Layup.,53,64
3:59,70,Brayon Blake Defensive Rebound.,53,64
3:32,70,Nate Sherwood missed Layup.,53,64
3:32,13,Cal Poly Deadball Team Rebound.,53,64
3:31,70,Foul on Brayon Blake.,53,64
3:31,70,Official TV Timeout,53,64
3:31,13,Luke Meikle made Free Throw.,54,64
3:31,13,Luke Meikle made Free Throw.,55,64
3:13,13,Foul on Victor Joseph.,55,64
3:13,70,Brayon Blake made Free Throw.,55,65
3:13,70,Brayon Blake missed Free Throw.,55,65
3:13,13,Luke Meikle Defensive Rebound.,55,65
2:54,13,Luke Meikle missed Layup.,55,65
2:54,70,Nate Sherwood Block.,55,65
2:51,13,Luke Meikle Offensive Rebound.,55,65
2:44,13,Victor Joseph made Three Point Jumper.,58,65
2:12,70,Perrion Callandret made Three Point Jumper. Assisted by Nate Sherwood.,58,68
1:48,70,Foul on Chad Sherwood.,58,68
1:48,13,Hank Hollingsworth missed Free Throw.,58,68
1:48,13,Cal Poly Deadball Team Rebound.,58,68
1:48,13,Hank Hollingsworth made Free Throw.,59,68
1:11,70,Jordan Scott missed Jumper.,59,68
1:11,13,Victor Joseph Block.,59,68
1:09,13,Donovan Fields Defensive Rebound.,59,68
1:07,13,Donovan Fields missed Layup.,59,68
1:07,70,Perrion Callandret Block.,59,68
1:07,13,Cal Poly Offensive Rebound.,59,68
1:01,13,Victor Joseph missed Three Point Jumper.,59,68
1:01,70,Brayon Blake Defensive Rebound.,59,68
0:53,13,Foul on Iziah James.,59,68
0:53,70,Perrion Callandret made Free Throw.,59,69
0:53,70,Perrion Callandret made Free Throw.,59,70
0:44,13,Jakub Niziol missed Three Point Jumper.,59,70
0:44,70,Brayon Blake Defensive Rebound.,59,70
0:42,13,Foul on Luke Meikle.,59,70
0:42,70,Brayon Blake missed Free Throw.,59,70
0:42,70,Idaho Deadball Team Rebound.,59,70
0:42,70,Brayon Blake made Free Throw.,59,71
0:32,13,Jakub Niziol made Layup.,61,71
0:27,13,Foul on Jakub Niziol.,61,71
0:27,70,Trevon Allen made Free Throw.,61,72
0:27,70,Trevon Allen missed Free Throw.,61,72
0:27,13,Luke Meikle Defensive Rebound.,61,72
0:23,70,Foul on Trevon Allen.,61,72
0:23,13,Donovan Fields made Free Throw.,62,72
0:23,13,Donovan Fields made Free Throw.,63,72
0:22,13,Foul on Victor Joseph.,63,72
0:22,70,Trevon Allen made Free Throw.,63,73
0:22,70,Trevon Allen made Free Throw.,63,74
0:18,13,Iziah James made Three Point Jumper. Assisted by Jakub Niziol.,66,74
0:17,13,Foul on Mark Crowe.,66,74
0:17,70,Garrett Kingman missed Free Throw.,66,74
0:17,70,Idaho Deadball Team Rebound.,66,74
0:17,70,Garrett Kingman made Free Throw.,66,75
0:06,13,Trevor John missed Jumper.,66,75
0:06,70,Garrett Kingman Defensive Rebound.,66,75
0:02,70,Garrett Kingman Turnover.,66,75
0:01,13,Mark Crowe missed Layup.,66,75
0:01,13,Cal Poly Deadball Team Rebound.,66,75
0:00,70,End of Game,66,75
