Ecclesia,Error,Houston Baptist,2277
12:17,2277,Atif Russell missed Three Point Jumper.,13,18
12:17,2277,Jalen Weber Offensive Rebound.,13,18
12:13,2277,Cody Stetler made Layup. Assisted by Jalen Weber.,13,20
11:44,-1,Austin Burroughs missed Three Point Jumper.,13,20
11:44,2277,Alex Fountain Defensive Rebound.,13,20
11:36,2277,Alex Fountain missed Three Point Jumper.,13,20
11:36,2277,Cody Stetler Offensive Rebound.,13,20
11:32,-1,Foul on David Gaut Jr..,13,20
11:32,2277,Official TV Timeout,13,20
11:32,2277,Cody Stetler made Free Throw.,13,21
11:32,2277,Cody Stetler missed Free Throw.,13,21
11:32,-1,Aaron Bolt Defensive Rebound.,13,21
11:22,-1,Chris White missed Jumper.,13,21
11:22,2277,Alex Fountain Block.,13,21
11:21,-1,Chris White Offensive Rebound.,13,21
11:02,-1,Ecclesia  Turnover.,13,21
10:52,2277,Jalon Gates made Three Point Jumper. Assisted by William Gates Jr..,13,24
10:31,-1,David Gaut Jr. made Three Point Jumper. Assisted by Dequcelan Bagsby.,16,24
10:21,2277,Alex Fountain made Three Point Jumper. Assisted by Braxton Bonds.,16,27
10:05,-1,Aaron Bolt made Layup. Assisted by Dequcelan Bagsby.,18,27
9:40,2277,Cody Stetler made Layup.,18,29
9:19,-1,Chris White missed Three Point Jumper.,18,29
9:19,2277,Cody Stetler Defensive Rebound.,18,29
9:06,2277,Cody Stetler missed Layup.,18,29
9:06,-1,Cash Krueger Block.,18,29
9:05,-1,Ecclesia Defensive Rebound.,18,29
8:48,-1,Dequcelan Bagsby made Three Point Jumper.,21,29
8:38,-1,Foul on Dequcelan Bagsby.,21,29
8:33,2277,Josh Ibarra made Layup. Assisted by Colter Lasher.,21,31
8:20,-1,Ecclesia  Turnover.,21,31
8:14,2277,Jalon Gates missed Three Point Jumper.,21,31
8:14,2277,Josh Ibarra Offensive Rebound.,21,31
8:09,-1,Foul on Jordan Torrey.,21,31
8:03,2277,Colter Lasher missed Three Point Jumper.,21,31
8:03,-1,Chris White Defensive Rebound.,21,31
7:51,-1,Dequcelan Bagsby missed Three Point Jumper.,21,31
7:51,2277,Josh Ibarra Defensive Rebound.,21,31
7:45,2277,Braxton Bonds made Layup.,21,33
7:45,-1,Foul on Jordan Torrey.,21,33
7:45,2277,Braxton Bonds made Free Throw.,21,34
7:26,-1,David Gaut Jr. made Three Point Jumper. Assisted by Chris Reed.,24,34
7:18,2277,Jalon Gates missed Three Point Jumper.,24,34
7:18,-1,David Gaut Jr. Defensive Rebound.,24,34
7:13,-1,David Gaut Jr. missed Layup.,24,34
7:13,-1,Chris White Offensive Rebound.,24,34
6:58,-1,Chris Reed made Jumper.,26,34
6:46,2277,Josh Ibarra missed Layup.,26,34
6:46,2277,Josh Ibarra Offensive Rebound.,26,34
6:44,2277,Josh Ibarra made Layup.,26,36
6:16,-1,Dequcelan Bagsby missed Layup.,26,36
6:16,2277,Josh Ibarra Defensive Rebound.,26,36
6:10,2277,Jalon Gates missed Three Point Jumper.,26,36
6:10,-1,Dequcelan Bagsby Defensive Rebound.,26,36
6:02,2277,Foul on Braxton Bonds.,26,36
5:37,-1,Dequcelan Bagsby missed Three Point Jumper.,26,36
5:37,2277,Asa Cantwell Defensive Rebound.,26,36
5:26,-1,Foul on Aaron Bolt.,26,36
5:26,2277,Josh Ibarra made Free Throw.,26,37
5:26,2277,Josh Ibarra made Free Throw.,26,38
4:58,-1,David Gaut Jr. missed Three Point Jumper.,26,38
4:58,2277,Houston Baptist Defensive Rebound.,26,38
4:47,-1,Foul on Aaron Bolt.,26,38
4:47,2277,Josh Ibarra missed Free Throw.,26,38
4:47,-1,Chris White Defensive Rebound.,26,38
4:40,-1,David Gaut Jr. made Layup.,28,38
4:40,2277,Foul on Josh Ibarra.,28,38
4:40,-1,David Gaut Jr. made Free Throw.,29,38
4:23,2277,Josh Ibarra missed Layup.,29,38
4:23,2277,Atif Russell Offensive Rebound.,29,38
4:18,2277,Atif Russell missed Layup.,29,38
4:18,-1,Ecclesia Defensive Rebound.,29,38
4:02,-1,Chris Reed Turnover.,29,38
4:01,2277,Asa Cantwell Steal.,29,38
3:58,2277,Colter Lasher made Layup. Assisted by Josh Ibarra.,29,40
3:43,-1,Chris White Turnover.,29,40
3:42,2277,Colter Lasher Steal.,29,40
3:40,2277,Colter Lasher made Dunk. Assisted by Braxton Bonds.,29,42
3:30,-1,Dequcelan Bagsby Turnover.,29,42
3:30,-1,Foul on Dequcelan Bagsby.,29,42
3:30,2277,Official TV Timeout,29,42
3:15,2277,Alex Fountain made Three Point Jumper. Assisted by Josh Ibarra.,29,45
3:04,-1,Elrando Hempstead made Layup. Assisted by Chris White.,31,45
2:55,2277,Asa Cantwell made Three Point Jumper.,31,48
2:29,-1,Elrando Hempstead missed Jumper.,31,48
2:29,-1,Elrando Hempstead Offensive Rebound.,31,48
2:27,-1,Elrando Hempstead made Layup.,33,48
2:17,2277,Josh Ibarra missed Jumper.,33,48
2:17,-1,Elrando Hempstead Defensive Rebound.,33,48
2:10,-1,David Gaut Jr. made Three Point Jumper. Assisted by Dequcelan Bagsby.,36,48
1:54,2277,Alex Fountain missed Three Point Jumper.,36,48
1:54,-1,Chris White Defensive Rebound.,36,48
1:48,-1,Chris White missed Layup.,36,48
1:48,-1,Elrando Hempstead Offensive Rebound.,36,48
1:46,-1,Elrando Hempstead made Dunk.,38,48
1:45,2277,Houston Baptist  Timeout,38,48
1:29,2277,Josh Ibarra made Layup. Assisted by Alex Fountain.,38,50
1:08,-1,Chris Reed missed Jumper.,38,50
1:08,2277,Asa Cantwell Defensive Rebound.,38,50
1:01,2277,Atif Russell made Layup. Assisted by Asa Cantwell.,38,52
1:01,-1,Foul on Chris Reed.,38,52
1:01,2277,Atif Russell made Free Throw.,38,53
0:48,2277,Foul on Atif Russell.,38,53
0:48,-1,David Gaut Jr. made Free Throw.,39,53
0:48,-1,David Gaut Jr. made Free Throw.,40,53
0:35,2277,Asa Cantwell made Three Point Jumper. Assisted by Braxton Bonds.,40,56
0:02,-1,Dequcelan Bagsby missed Three Point Jumper.,40,56
0:02,2277,Braxton Bonds Block.,40,56
0:01,-1,Ecclesia Offensive Rebound.,40,56
0:00,2277,End of 1st half,40,56
19:51,2277,Josh Ibarra missed Layup.,40,56
19:51,2277,Reveal Chukwujekwu Offensive Rebound.,40,56
19:49,2277,Reveal Chukwujekwu missed Two Point Tip Shot.,40,56
19:49,-1,Aaron Bolt Defensive Rebound.,40,56
19:38,-1,Dequcelan Bagsby missed Jumper.,40,56
19:38,2277,Josh Ibarra Defensive Rebound.,40,56
19:31,2277,Colter Lasher made Jumper. Assisted by Braxton Bonds.,40,58
19:06,-1,Aaron Bolt made Jumper. Assisted by Cash Krueger.,42,58
19:06,2277,Foul on Josh Ibarra.,42,58
19:06,-1,Aaron Bolt missed Free Throw.,42,58
19:06,2277,Colter Lasher Defensive Rebound.,42,58
18:46,2277,Atif Russell missed Three Point Jumper.,42,58
18:46,2277,Reveal Chukwujekwu Offensive Rebound.,42,58
18:38,2277,Colter Lasher made Three Point Jumper. Assisted by Reveal Chukwujekwu.,42,61
18:18,-1,Aaron Bolt missed Jumper.,42,61
18:18,2277,Reveal Chukwujekwu Defensive Rebound.,42,61
18:11,2277,Colter Lasher made Layup. Assisted by Reveal Chukwujekwu.,42,63
17:44,-1,Aaron Bolt Turnover.,42,63
17:39,2277,Josh Ibarra made Layup. Assisted by Colter Lasher.,42,65
17:29,-1,David Gaut Jr. made Three Point Jumper.,45,65
17:07,2277,Braxton Bonds missed Layup.,45,65
17:07,-1,Aaron Bolt Defensive Rebound.,45,65
16:59,-1,Austin Burroughs missed Three Point Jumper.,45,65
16:59,2277,Colter Lasher Defensive Rebound.,45,65
16:52,2277,Atif Russell made Layup. Assisted by Reveal Chukwujekwu.,45,67
16:37,-1,Dequcelan Bagsby missed Layup.,45,67
16:37,2277,Josh Ibarra Defensive Rebound.,45,67
16:23,2277,Atif Russell missed Layup.,45,67
16:23,2277,Josh Ibarra Offensive Rebound.,45,67
16:20,2277,Josh Ibarra made Layup.,45,69
16:00,-1,Cash Krueger made Three Point Jumper. Assisted by Austin Burroughs.,48,69
15:50,2277,Atif Russell missed Dunk.,48,69
15:50,-1,Austin Burroughs Defensive Rebound.,48,69
15:44,-1,David Gaut Jr. missed Three Point Jumper.,48,69
15:44,2277,Colter Lasher Defensive Rebound.,48,69
15:42,-1,Foul on Cash Krueger.,48,69
15:42,2277,Official TV Timeout,48,69
15:28,-1,Foul on Cash Krueger.,48,69
15:27,2277,Braxton Bonds made Layup. Assisted by Atif Russell.,48,71
15:04,-1,Aaron Bolt Turnover.,48,71
15:03,2277,Atif Russell Steal.,48,71
14:58,2277,Atif Russell made Layup.,48,73
14:45,-1,Dequcelan Bagsby Turnover.,48,73
14:44,2277,Reveal Chukwujekwu Steal.,48,73
14:40,2277,Reveal Chukwujekwu Turnover.,48,73
14:39,-1,Cash Krueger Steal.,48,73
14:34,-1,Dequcelan Bagsby made Three Point Jumper. Assisted by Chris White.,51,73
14:16,2277,Colter Lasher made Three Point Jumper.,51,76
13:47,-1,David Gaut Jr. made Three Point Jumper. Assisted by Dequcelan Bagsby.,54,76
13:38,2277,Colter Lasher made Three Point Jumper. Assisted by Braxton Bonds.,54,79
13:26,-1,Ecclesia  Timeout,54,79
13:19,-1,Elrando Hempstead made Layup.,56,79
13:04,2277,Atif Russell missed Three Point Jumper.,56,79
13:04,-1,Cash Krueger Defensive Rebound.,56,79
12:49,-1,David Gaut Jr. missed Three Point Jumper.,56,79
12:49,2277,Reveal Chukwujekwu Defensive Rebound.,56,79
12:43,-1,Foul on Cash Krueger.,56,79
12:43,2277,Alex Fountain made Free Throw.,56,80
12:43,2277,Alex Fountain made Free Throw.,56,81
12:25,-1,David Gaut Jr. missed Three Point Jumper.,56,81
12:25,2277,Alex Fountain Defensive Rebound.,56,81
12:17,2277,Atif Russell missed Three Point Jumper.,56,81
12:17,-1,Dequcelan Bagsby Defensive Rebound.,56,81
12:10,2277,Foul on Alex Fountain.,56,81
12:10,-1,David Gaut Jr. made Free Throw.,57,81
12:10,-1,David Gaut Jr. made Free Throw.,58,81
11:55,2277,Cody Stetler made Layup. Assisted by William Gates Jr..,58,83
11:43,-1,Cash Krueger made Three Point Jumper. Assisted by Dequcelan Bagsby.,61,83
11:30,2277,Asa Cantwell missed Three Point Jumper.,61,83
11:30,2277,Cody Stetler Offensive Rebound.,61,83
11:24,2277,Jalen Weber made Three Point Jumper.,61,86
11:06,-1,Cash Krueger missed Three Point Jumper.,61,86
11:06,2277,Cody Stetler Defensive Rebound.,61,86
10:55,-1,Foul on Cash Krueger.,61,86
10:55,2277,Official TV Timeout,61,86
10:55,2277,William Gates Jr. made Free Throw.,61,87
10:55,2277,William Gates Jr. missed Free Throw.,61,87
10:55,-1,Chris White Defensive Rebound.,61,87
10:35,-1,Aaron Bolt Turnover.,61,87
10:34,2277,Jalen Weber Steal.,61,87
10:32,-1,Foul on David Gaut Jr..,61,87
10:32,2277,Jalen Weber made Free Throw.,61,88
10:32,2277,Jalen Weber made Free Throw.,61,89
10:19,-1,Aaron Bolt missed Layup.,61,89
10:19,2277,Cody Stetler Defensive Rebound.,61,89
10:06,2277,Asa Cantwell made Three Point Jumper. Assisted by Jalen Weber.,61,92
9:47,-1,Elrando Hempstead missed Jumper.,61,92
9:47,2277,Alex Fountain Defensive Rebound.,61,92
9:38,2277,Alex Fountain made Three Point Jumper.,61,95
9:08,-1,Chris White missed Jumper.,61,95
9:08,2277,Alex Fountain Defensive Rebound.,61,95
9:02,2277,Asa Cantwell made Three Point Jumper. Assisted by Jalen Weber.,61,98
8:49,2277,Foul on William Gates Jr..,61,98
8:26,-1,Aaron Bolt Turnover.,61,98
8:25,2277,Asa Cantwell Steal.,61,98
8:19,2277,Asa Cantwell Turnover.,61,98
8:02,2277,Foul on Asa Cantwell.,61,98
8:02,-1,Austin Burroughs missed Free Throw.,61,98
8:02,-1,Ecclesia Deadball Team Rebound.,61,98
8:02,-1,Austin Burroughs made Free Throw.,62,98
7:56,2277,Jalen Weber missed Three Point Jumper.,62,98
7:56,2277,Cody Stetler Offensive Rebound.,62,98
7:54,2277,Cody Stetler made Layup.,62,100
7:40,2277,Foul on William Gates Jr..,62,100
7:40,2277,Official TV Timeout,62,100
7:37,-1,Austin Burroughs made Three Point Jumper. Assisted by Elrando Hempstead.,65,100
7:22,-1,Foul on Randy Stanley.,65,100
7:22,2277,William Gates Jr. made Free Throw.,65,101
7:22,2277,William Gates Jr. made Free Throw.,65,102
7:03,-1,Elrando Hempstead made Jumper.,67,102
6:51,2277,Cody Stetler missed Layup.,67,102
6:51,-1,Elrando Hempstead Block.,67,102
6:48,-1,Chris Reed Defensive Rebound.,67,102
6:38,-1,Randy Stanley missed Jumper.,67,102
6:38,-1,Elrando Hempstead Offensive Rebound.,67,102
6:33,-1,Dequcelan Bagsby missed Three Point Jumper.,67,102
6:33,2277,William Gates Jr. Defensive Rebound.,67,102
6:27,-1,Foul on Chris Reed.,67,102
6:27,2277,Alex Fountain made Free Throw.,67,103
6:27,2277,Alex Fountain made Free Throw.,67,104
6:11,2277,Cody Stetler missed Layup.,67,104
6:11,-1,Chris Reed Defensive Rebound.,67,104
6:04,2277,Foul on Alex Fountain.,67,104
6:04,-1,Chris Reed missed Free Throw.,67,104
6:04,-1,Ecclesia Deadball Team Rebound.,67,104
6:04,-1,Chris Reed made Free Throw.,68,104
5:51,2277,Alex Fountain made Jumper.,68,106
5:37,-1,Austin Burroughs missed Three Point Jumper.,68,106
5:37,2277,William Gates Jr. Defensive Rebound.,68,106
5:29,2277,William Gates Jr. missed Three Point Jumper.,68,106
5:29,-1,Austin Burroughs Defensive Rebound.,68,106
5:19,-1,Randy Stanley missed Jumper.,68,106
5:19,2277,Colin Just Defensive Rebound.,68,106
5:09,2277,Alex Fountain made Three Point Jumper.,68,109
4:50,-1,Dequcelan Bagsby made Three Point Jumper. Assisted by Chris Reed.,71,109
4:30,2277,Alex Fountain missed Jumper.,71,109
4:30,-1,Elrando Hempstead Defensive Rebound.,71,109
4:09,-1,Chris Reed missed Jumper.,71,109
4:09,2277,Colin Just Defensive Rebound.,71,109
3:58,2277,William Gates Jr. Turnover.,71,109
3:58,2277,Foul on William Gates Jr..,71,109
3:58,2277,Official TV Timeout,71,109
3:27,-1,Randy Stanley Turnover.,71,109
3:20,2277,Colin Just missed Jumper.,71,109
3:20,2277,Kyren Block Offensive Rebound.,71,109
3:18,2277,Kyren Block missed Layup.,71,109
3:18,-1,Jordan Torrey Defensive Rebound.,71,109
3:05,-1,Chris Reed missed Jumper.,71,109
3:05,2277,Kyren Block Defensive Rebound.,71,109
2:58,-1,Foul on Hakim Iyakaremye.,71,109
2:58,2277,Jalen Weber made Free Throw.,71,110
2:58,2277,Jalen Weber made Free Throw.,71,111
2:46,-1,Cass Freeman made Layup.,73,111
2:34,2277,Tyquon Jordan Turnover.,73,111
2:34,-1,Jordan Torrey Steal.,73,111
2:19,-1,Cass Freeman made Three Point Jumper. Assisted by Tyler Newton.,76,111
2:01,2277,Jalon Gates made Three Point Jumper. Assisted by Kyren Block.,76,114
1:48,-1,Hakim Iyakaremye Turnover.,76,114
1:47,2277,Michael Saladin Steal.,76,114
1:43,2277,Michael Saladin missed Layup.,76,114
1:43,-1,Jordan Torrey Defensive Rebound.,76,114
1:34,-1,Cass Freeman missed Three Point Jumper.,76,114
1:34,2277,Michael Saladin Defensive Rebound.,76,114
1:24,2277,Kyren Block missed Layup.,76,114
1:24,2277,Tyquon Jordan Offensive Rebound.,76,114
1:17,-1,Foul on Jordan Torrey.,76,114
1:17,2277,Tyquon Jordan missed Free Throw.,76,114
1:17,2277,Houston Baptist Deadball Team Rebound.,76,114
1:17,2277,Tyquon Jordan made Free Throw.,76,115
1:08,2277,Foul on Colin Just.,76,115
1:08,-1,Jordan Torrey made Free Throw.,77,115
1:08,-1,Jordan Torrey made Free Throw.,78,115
1:03,2277,Braxton Bonds Turnover.,78,115
1:03,-1,Cass Freeman Steal.,78,115
0:53,2277,Foul on Tyquon Jordan.,78,115
0:53,-1,Cass Freeman missed Free Throw.,78,115
0:53,-1,Ecclesia Deadball Team Rebound.,78,115
0:53,-1,Cass Freeman made Free Throw.,79,115
0:32,2277,Tyquon Jordan missed Jumper.,79,115
0:32,2277,Tyquon Jordan Offensive Rebound.,79,115
0:29,-1,Foul on Randy Stanley.,79,115
0:29,2277,Tyquon Jordan missed Free Throw.,79,115
0:29,2277,Houston Baptist Deadball Team Rebound.,79,115
0:29,2277,Tyquon Jordan made Free Throw.,79,116
0:17,2277,Foul on Michael Saladin.,79,116
0:17,-1,Cass Freeman made Free Throw.,80,116
0:17,-1,Cass Freeman missed Free Throw.,80,116
0:17,2277,Kyren Block Defensive Rebound.,80,116
0:00,2277,End of Game,80,116
