Idaho State,2198,Eastern Kentucky,304
9:57,2198,Jaylen Babb-Harrison made Three Point Jumper. Assisted by Asante Gist.,16,14
9:45,304,Novak Topalovic Turnover.,16,14
9:45,304,Foul on Novak Topalovic.,16,14
9:30,2198,Asante Gist Turnover.,16,14
9:29,304,Geno Luzcando Steal.,16,14
9:26,304,Geno Luzcando made Layup.,18,14
9:11,2198,DeAndre Dishman Turnover.,18,14
9:11,304,Geno Luzcando Steal.,18,14
8:56,304,Gary Chivichyan missed Three Point Jumper.,18,14
8:56,2198,DeAndre Dishman Defensive Rebound.,18,14
8:47,2198,Asante Gist missed Layup.,18,14
8:47,304,Stephen Lennox Block.,18,14
8:46,304,Gary Chivichyan Defensive Rebound.,18,14
8:40,2198,Foul on Dillon Avare.,18,14
8:29,304,Gary Chivichyan made Three Point Jumper.,21,14
8:14,304,Foul on Gary Chivichyan.,21,14
8:14,2198,Zach Charles missed Free Throw.,21,14
8:14,2198,Eastern Kentucky Deadball Team Rebound.,21,14
8:14,2198,Zach Charles made Free Throw.,21,15
7:52,304,Brandon Boyd made Three Point Jumper. Assisted by Stephen Lennox.,24,15
7:38,2198,Dillon Avare missed Three Point Jumper.,24,15
7:38,304,Robert Jones III Defensive Rebound.,24,15
7:28,304,Robert Jones III made Three Point Jumper. Assisted by Brandon Boyd.,27,15
7:09,304,Foul on Robert Jones III.,27,15
7:09,2198,Official TV Timeout,27,15
7:09,2198,Nick Mayo missed Free Throw.,27,15
7:09,2198,Eastern Kentucky Deadball Team Rebound.,27,15
7:09,2198,Nick Mayo made Free Throw.,27,16
6:55,304,Stephen Lennox missed Layup.,27,16
6:55,2198,Asante Gist Defensive Rebound.,27,16
6:44,2198,Nick Mayo made Layup. Assisted by Asante Gist.,27,18
6:25,304,Robert Jones III Turnover.,27,18
6:25,2198,Isaac McGlone Steal.,27,18
6:19,2198,Dillon Avare Turnover.,27,18
6:14,304,Hayes Garrity Turnover.,27,18
6:11,2198,Zach Charles Steal.,27,18
5:50,2198,Asante Gist missed Three Point Jumper.,27,18
5:50,304,Stephen Lennox Defensive Rebound.,27,18
5:43,304,Brandon Boyd Turnover.,27,18
5:42,2198,Dillon Avare Steal.,27,18
5:37,2198,Nick Mayo missed Jumper.,27,18
5:37,2198,Nick Mayo Offensive Rebound.,27,18
5:35,2198,Nick Mayo made Layup.,27,20
5:10,2198,Foul on Dillon Avare.,27,20
5:05,2198,Foul on Nick Mayo.,27,20
5:05,304,Foul on Novak Topalovic.,27,20
4:49,304,Brandon Boyd made Layup.,29,20
4:42,2198,Asante Gist Turnover.,29,20
4:23,304,Hayes Garrity Turnover.,29,20
4:07,304,Foul on Balint Mocsan.,29,20
4:07,2198,Isaac McGlone made Free Throw.,29,21
4:07,2198,Isaac McGlone made Free Throw.,29,22
4:07,2198,Isaac McGlone made Free Throw.,29,23
4:00,304,Hayes Garrity missed Jumper.,29,23
4:00,2198,Marlon Adams Defensive Rebound.,29,23
3:44,304,Foul on Hayes Garrity.,29,23
3:44,2198,Official TV Timeout,29,23
3:44,2198,Asante Gist made Free Throw.,29,24
3:44,2198,Asante Gist made Free Throw.,29,25
3:44,304,Geno Luzcando Turnover.,29,25
3:29,2198,Asante Gist made Three Point Jumper.,29,28
3:08,304,Brandon Boyd made Layup.,31,28
2:50,2198,Asante Gist missed Three Point Jumper.,31,28
2:50,304,Geno Luzcando Defensive Rebound.,31,28
2:41,304,Geno Luzcando missed Layup.,31,28
2:41,2198,Marlon Adams Block.,31,28
2:40,304,Geno Luzcando Offensive Rebound.,31,28
2:39,304,Geno Luzcando made Layup.,33,28
2:09,2198,Jaylen Babb-Harrison Turnover.,33,28
2:06,2198,Foul on Marlon Adams.,33,28
2:06,304,Hayes Garrity missed Free Throw.,33,28
2:06,2198,Dillon Avare Defensive Rebound.,33,28
1:47,2198,Asante Gist missed Three Point Jumper.,33,28
1:47,2198,Marlon Adams Offensive Rebound.,33,28
1:39,2198,Nick Mayo made Three Point Jumper. Assisted by Jaylen Babb-Harrison.,33,31
1:26,304,Erik Nakken made Three Point Jumper. Assisted by Hayes Garrity.,36,31
1:08,2198,Marlon Adams made Layup. Assisted by Nick Mayo.,36,33
0:55,304,Hayes Garrity Turnover.,36,33
0:47,2198,Asante Gist Turnover.,36,33
0:45,304,Brandon Boyd Steal.,36,33
0:42,304,Brandon Boyd made Layup.,38,33
0:35,304,Foul on Brandon Boyd.,38,33
0:35,2198,Jaylen Babb-Harrison made Free Throw.,38,34
0:35,2198,Jaylen Babb-Harrison made Free Throw.,38,35
0:28,304,Idaho State  Timeout,38,35
0:08,304,Stephen Lennox Turnover.,38,35
0:08,304,Foul on Stephen Lennox.,38,35
0:00,2198,End of 1st half,38,35
19:49,2198,Foul on Asante Gist.,38,35
19:45,304,Brandon Boyd Turnover.,38,35
19:44,2198,Isaac McGlone Steal.,38,35
19:40,2198,Isaac McGlone missed Layup.,38,35
19:40,304,Robert Jones III Defensive Rebound.,38,35
19:35,304,Geno Luzcando Turnover.,38,35
19:23,2198,Asante Gist missed Three Point Jumper.,38,35
19:20,2198,Zach Charles Offensive Rebound.,38,35
19:20,304,Foul on Novak Topalovic.,38,35
19:19,2198,Jaylen Babb-Harrison missed Three Point Jumper.,38,35
19:19,304,Stephen Lennox Defensive Rebound.,38,35
18:58,304,Robert Jones III made Three Point Jumper.,41,35
18:37,2198,Asante Gist missed Three Point Jumper.,41,35
18:37,304,Idaho State Defensive Rebound.,41,35
18:18,304,Robert Jones III made Layup. Assisted by Stephen Lennox.,43,35
18:08,2198,Isaac McGlone Turnover.,43,35
18:07,304,Brandon Boyd Steal.,43,35
18:05,304,Brandon Boyd made Dunk.,45,35
17:47,2198,Zach Charles missed Layup.,45,35
17:47,304,Brandon Boyd Defensive Rebound.,45,35
17:31,2198,Foul on Asante Gist.,45,35
17:16,304,Robert Jones III missed Jumper.,45,35
17:16,2198,Nick Mayo Defensive Rebound.,45,35
17:07,2198,Nick Mayo Turnover.,45,35
16:53,304,Gary Chivichyan missed Three Point Jumper.,45,35
16:53,2198,Parker Chitty Defensive Rebound.,45,35
16:45,2198,DeAndre Dishman made Layup. Assisted by Parker Chitty.,45,37
16:27,2198,Foul on Dillon Avare.,45,37
16:15,304,Brandon Boyd Turnover.,45,37
16:01,2198,Nick Mayo missed Layup.,45,37
16:01,2198,Nick Mayo Offensive Rebound.,45,37
15:58,304,Foul on Robert Jones III.,45,37
15:58,2198,Official TV Timeout,45,37
15:58,2198,Nick Mayo made Free Throw.,45,38
15:58,2198,Nick Mayo made Free Throw.,45,39
15:51,304,Geno Luzcando Turnover.,45,39
15:39,2198,Nick Mayo missed Jumper.,45,39
15:39,304,Geno Luzcando Defensive Rebound.,45,39
15:31,304,Gary Chivichyan made Jumper.,47,39
15:21,2198,Parker Chitty made Three Point Jumper. Assisted by Dillon Avare.,47,42
14:51,304,Brandon Boyd made Three Point Jumper.,50,42
14:39,2198,Marlon Adams Turnover.,50,42
14:38,304,Brandon Boyd Steal.,50,42
14:25,2198,Foul on Dillon Avare.,50,42
14:07,304,Gary Chivichyan Turnover.,50,42
14:07,304,Foul on Gary Chivichyan.,50,42
13:56,2198,Jaylen Babb-Harrison made Jumper.,50,44
13:30,304,Erik Nakken Turnover.,50,44
13:29,2198,Jaylen Babb-Harrison Steal.,50,44
13:20,2198,Parker Chitty missed Three Point Jumper.,50,44
13:20,304,Erik Nakken Defensive Rebound.,50,44
12:53,2198,Foul on Parker Chitty.,50,44
12:53,304,Brandon Boyd Turnover.,50,44
12:52,2198,Jaylen Babb-Harrison Steal.,50,44
12:49,2198,Jaylen Babb-Harrison missed Layup.,50,44
12:49,304,Stephen Lennox Defensive Rebound.,50,44
12:41,304,Hayes Garrity Turnover.,50,44
12:41,2198,Zach Charles Steal.,50,44
12:33,2198,Dillon Avare made Three Point Jumper. Assisted by Parker Chitty.,50,47
12:20,2198,Foul on Zach Charles.,50,47
12:07,304,Geno Luzcando Turnover.,50,47
12:06,2198,Nick Mayo Steal.,50,47
12:01,2198,Jaylen Babb-Harrison missed Three Point Jumper.,50,47
12:01,304,Geno Luzcando Defensive Rebound.,50,47
11:54,2198,Foul on Parker Chitty.,50,47
11:54,2198,Official TV Timeout,50,47
11:54,304,Geno Luzcando made Free Throw.,51,47
11:54,304,Geno Luzcando made Free Throw.,52,47
11:44,2198,Dillon Avare made Three Point Jumper. Assisted by Jaylen Babb-Harrison.,52,50
11:29,304,Hayes Garrity missed Layup.,52,50
11:28,2198,Zach Charles Block.,52,50
11:27,2198,Nick Mayo Defensive Rebound.,52,50
11:24,2198,Dillon Avare missed Three Point Jumper.,52,50
11:24,2198,Nick Mayo Offensive Rebound.,52,50
11:21,2198,Nick Mayo missed Two Point Tip Shot.,52,50
11:21,304,Novak Topalovic Defensive Rebound.,52,50
11:00,304,Novak Topalovic made Jumper. Assisted by Hayes Garrity.,54,50
10:46,2198,Parker Chitty missed Three Point Jumper.,54,50
10:46,304,Novak Topalovic Defensive Rebound.,54,50
10:37,304,Erik Nakken made Three Point Jumper. Assisted by Geno Luzcando.,57,50
10:35,2198,Foul on Parker Chitty.,57,50
10:35,304,Novak Topalovic made Free Throw.,58,50
10:35,304,Novak Topalovic missed Free Throw.,58,50
10:35,2198,Jaylen Babb-Harrison Defensive Rebound.,58,50
10:28,2198,Dillon Avare Turnover.,58,50
10:27,304,Geno Luzcando Steal.,58,50
10:26,304,Geno Luzcando Turnover.,58,50
10:25,2198,Zach Charles Steal.,58,50
10:23,2198,Jaylen Babb-Harrison made Jumper. Assisted by Zach Charles.,58,52
9:52,304,Geno Luzcando Turnover.,58,52
9:51,2198,DeAndre Dishman Steal.,58,52
9:49,2198,DeAndre Dishman Turnover.,58,52
9:49,304,Geno Luzcando Steal.,58,52
9:48,2198,Foul on Asante Gist.,58,52
9:48,304,Geno Luzcando missed Free Throw.,58,52
9:48,304,Idaho State Deadball Team Rebound.,58,52
9:48,304,Geno Luzcando made Free Throw.,59,52
9:32,2198,Marlon Adams Turnover.,59,52
9:31,304,Robert Jones III Steal.,59,52
9:26,2198,Asante Gist Steal.,59,52
9:26,304,Robert Jones III Turnover.,59,52
9:16,2198,Marlon Adams made Layup. Assisted by Isaac McGlone.,59,54
8:55,304,Balint Mocsan missed Three Point Jumper.,59,54
8:55,2198,DeAndre Dishman Defensive Rebound.,59,54
8:37,304,Foul on Novak Topalovic.,59,54
8:37,2198,Marlon Adams made Free Throw.,59,55
8:37,2198,Marlon Adams missed Free Throw.,59,55
8:37,2198,Jaylen Babb-Harrison Offensive Rebound.,59,55
8:36,2198,Jaylen Babb-Harrison made Layup.,59,57
8:22,304,Geno Luzcando Turnover.,59,57
8:13,2198,Jaylen Babb-Harrison missed Three Point Jumper.,59,57
8:13,304,Stephen Lennox Defensive Rebound.,59,57
7:57,2198,Official TV Timeout,59,57
7:45,304,Brandon Boyd missed Jumper.,59,57
7:45,2198,DeAndre Dishman Defensive Rebound.,59,57
7:43,304,Foul on Robert Jones III.,59,57
7:21,2198,DeAndre Dishman made Jumper. Assisted by Jaylen Babb-Harrison.,59,59
6:55,2198,Foul on Marlon Adams.,59,59
6:55,304,Robert Jones III made Free Throw.,60,59
6:55,304,Robert Jones III made Free Throw.,61,59
6:45,2198,Nick Mayo Turnover.,61,59
6:44,304,Geno Luzcando Steal.,61,59
6:41,304,Geno Luzcando Turnover.,61,59
6:40,2198,Dillon Avare Steal.,61,59
6:37,2198,Marlon Adams made Layup. Assisted by Jaylen Babb-Harrison.,61,61
6:16,304,Gary Chivichyan missed Three Point Jumper.,61,61
6:16,2198,Marlon Adams Defensive Rebound.,61,61
5:51,2198,Isaac McGlone missed Jumper.,61,61
5:51,2198,Marlon Adams Offensive Rebound.,61,61
5:47,2198,Marlon Adams missed Jumper.,61,61
5:47,304,Robert Jones III Defensive Rebound.,61,61
5:22,304,Brandon Boyd Turnover.,61,61
5:21,2198,Isaac McGlone Steal.,61,61
5:02,2198,Dillon Avare Turnover.,61,61
5:01,304,Geno Luzcando Steal.,61,61
4:58,2198,Foul on Isaac McGlone.,61,61
4:58,304,Geno Luzcando missed Free Throw.,61,61
4:58,304,Idaho State Deadball Team Rebound.,61,61
4:58,304,Geno Luzcando missed Free Throw.,61,61
4:58,2198,Jaylen Babb-Harrison Defensive Rebound.,61,61
4:41,2198,Isaac McGlone made Three Point Jumper. Assisted by Jaylen Babb-Harrison.,61,64
4:10,304,Brandon Boyd made Layup.,63,64
3:53,2198,Jaylen Babb-Harrison missed Three Point Jumper.,63,64
3:53,304,Geno Luzcando Defensive Rebound.,63,64
3:44,304,Brandon Boyd missed Layup.,63,64
3:43,2198,Zach Charles Block.,63,64
3:42,304,Novak Topalovic made Free Throw.,65,64
3:42,304,Novak Topalovic made Free Throw.,64,64
3:42,304,Novak Topalovic Offensive Rebound.,64,64
3:41,2198,Foul on Jaylen Babb-Harrison.,65,64
3:41,2198,Official TV Timeout,65,64
3:27,2198,Zach Charles missed Jumper.,65,64
3:27,2198,Zach Charles Offensive Rebound.,65,64
3:24,304,Foul on Robert Jones III.,65,64
3:24,2198,Zach Charles made Free Throw.,65,65
3:24,2198,Zach Charles missed Free Throw.,65,65
3:24,2198,Dillon Avare Offensive Rebound.,65,65
3:12,2198,Jaylen Babb-Harrison Turnover.,65,65
3:11,304,Geno Luzcando Steal.,65,65
3:10,304,Geno Luzcando Turnover.,65,65
2:56,2198,Nick Mayo made Jumper. Assisted by Isaac McGlone.,65,67
2:45,304,Brandon Boyd Turnover.,65,67
2:44,2198,Nick Mayo Steal.,65,67
2:40,2198,Nick Mayo made Layup.,65,69
2:24,304,Novak Topalovic made Layup. Assisted by Geno Luzcando.,67,69
2:12,2198,Nick Mayo missed Jumper.,67,69
2:12,304,Geno Luzcando Defensive Rebound.,67,69
1:55,304,Novak Topalovic missed Layup.,67,69
1:55,304,Geno Luzcando Offensive Rebound.,67,69
1:49,304,Geno Luzcando made Two Point Tip Shot.,69,69
1:31,2198,Zach Charles Turnover.,69,69
1:31,304,Idaho State  Timeout,69,69
1:04,304,Geno Luzcando missed Three Point Jumper.,69,69
1:04,304,Idaho State Offensive Rebound.,69,69
0:46,304,Geno Luzcando made Layup.,71,69
0:41,2198,Eastern Kentucky  Timeout,71,69
0:28,2198,Jaylen Babb-Harrison missed Three Point Jumper.,71,69
0:28,2198,Nick Mayo Offensive Rebound.,71,69
0:23,2198,Eastern Kentucky  Timeout,71,69
0:17,2198,Dillon Avare missed Three Point Jumper.,71,69
0:17,2198,Eastern Kentucky Offensive Rebound.,71,69
0:08,2198,Nick Mayo made Jumper. Assisted by Dillon Avare.,71,71
0:01,304,Idaho State  Timeout,71,71
0:00,2198,End of 2nd half,71,71
4:48,2198,Nick Mayo Turnover.,71,71
4:22,304,Geno Luzcando missed Three Point Jumper.,71,71
4:22,304,Novak Topalovic Offensive Rebound.,71,71
3:59,304,Brandon Boyd missed Jumper.,71,71
3:59,2198,Nick Mayo Defensive Rebound.,71,71
3:48,2198,Nick Mayo made Three Point Jumper. Assisted by Jaylen Babb-Harrison.,71,74
3:33,304,Brandon Boyd made Three Point Jumper. Assisted by Novak Topalovic.,74,74
3:04,2198,Dillon Avare made Three Point Jumper. Assisted by Jaylen Babb-Harrison.,74,77
2:35,304,Brandon Boyd made Three Point Jumper.,77,77
2:20,2198,Isaac McGlone made Three Point Jumper.,77,80
1:56,2198,Foul on Isaac McGlone.,77,80
1:56,304,Brandon Boyd made Free Throw.,78,80
1:56,304,Brandon Boyd made Free Throw.,79,80
1:56,304,Brandon Boyd missed Free Throw.,79,80
1:56,2198,Jaylen Babb-Harrison Defensive Rebound.,79,80
1:40,2198,Dillon Avare made Three Point Jumper. Assisted by Nick Mayo.,79,83
1:22,304,Brandon Boyd missed Three Point Jumper.,79,83
1:22,2198,Jaylen Babb-Harrison Defensive Rebound.,79,83
0:56,2198,Jaylen Babb-Harrison missed Three Point Jumper.,79,83
0:56,2198,Nick Mayo Offensive Rebound.,79,83
0:53,2198,Nick Mayo made Layup.,79,85
0:46,2198,Foul on Nick Mayo.,79,85
0:46,304,Novak Topalovic made Free Throw.,80,85
0:46,2198,Eastern Kentucky  Timeout,80,85
0:46,2198,Official TV Timeout,80,85
0:46,304,Novak Topalovic missed Free Throw.,80,85
0:46,2198,Zach Charles Defensive Rebound.,80,85
0:44,304,Foul on Brandon Boyd.,80,85
0:44,2198,Zach Charles made Free Throw.,80,86
0:44,2198,Zach Charles made Free Throw.,80,87
0:37,304,Erik Nakken missed Three Point Jumper.,80,87
0:37,2198,Zach Charles Defensive Rebound.,80,87
0:34,304,Foul on Gary Chivichyan.,80,87
0:34,2198,Zach Charles made Free Throw.,80,88
0:34,2198,Zach Charles made Free Throw.,80,89
0:30,304,Hayes Garrity missed Three Point Jumper.,80,89
0:30,2198,Zach Charles Defensive Rebound.,80,89
0:28,304,Foul on Erik Nakken.,80,89
0:28,2198,Zach Charles made Free Throw.,80,90
0:28,2198,Zach Charles made Free Throw.,80,91
0:22,304,Gary Chivichyan missed Three Point Jumper.,80,91
0:22,304,Geno Luzcando Offensive Rebound.,80,91
0:19,304,Geno Luzcando missed Two Point Tip Shot.,80,91
0:19,304,Geno Luzcando Offensive Rebound.,80,91
0:17,304,Geno Luzcando made Jumper.,82,91
0:17,304,Idaho State  Timeout,82,91
0:00,2198,End of Game,82,91
