Alabama State,338,Kennesaw State,2011
10:08,338,Foul on Josh Burnett.,15,20
9:50,2011,Artis Cleveland missed Jumper.,15,20
9:50,338,Josh Burnett Defensive Rebound.,15,20
9:32,338,Kendrick Ray missed Three Point Jumper.,15,20
9:32,2011,Reginald Gee Defensive Rebound.,15,20
9:10,2011,Terrance LeFlore missed Three Point Jumper.,15,20
9:10,2011,Artis Cleveland Offensive Rebound.,15,20
9:06,338,Foul on Zach Cameron.,15,20
9:06,2011,Artis Cleveland missed Free Throw.,15,20
9:06,2011,Alabama St Deadball Team Rebound.,15,20
9:06,2011,Artis Cleveland made Free Throw.,16,20
8:48,338,Johannes Nielsen made Jumper. Assisted by Anthony Wilson.,16,22
8:36,338,Foul on Anthony Wilson.,16,22
8:33,2011,Reginald Gee missed Three Point Jumper.,16,22
8:33,338,Anthony Wilson Defensive Rebound.,16,22
8:22,338,Anthony Wilson made Jumper. Assisted by Josh Burnett.,16,24
8:09,2011,Reginald Gee made Three Point Jumper. Assisted by Steve Rogers.,19,24
7:44,338,Kendrick Ray made Three Point Jumper.,19,27
7:25,2011,Rodney Simeon made Three Point Jumper.,22,27
7:14,338,Josh Burnett made Jumper. Assisted by Anthony Wilson.,22,29
6:56,2011,Rodney Simeon missed Three Point Jumper.,22,29
6:56,338,Anthony Wilson Defensive Rebound.,22,29
6:48,338,Kendrick Ray missed Jumper.,22,29
6:48,2011,Rodney Simeon Defensive Rebound.,22,29
6:23,2011,Amir Warnock missed Layup.,22,29
6:23,338,Zach Cameron Defensive Rebound.,22,29
6:14,338,Official TV Timeout,22,29
6:13,338,Johannes Nielsen Turnover.,22,29
5:53,2011,Torloft Thomas made Three Point Jumper. Assisted by Terrance LeFlore.,25,29
5:39,338,Kyle Clarke made Layup.,25,31
5:17,2011,Tony Armstrong made Layup.,27,31
4:57,338,Jordan Jones made Jumper. Assisted by Zach Cameron.,27,33
4:41,338,Foul on Zach Cameron.,27,33
4:34,2011,Amir Warnock made Layup.,29,33
4:18,338,Jordan Jones Turnover.,29,33
4:17,2011,Rodney Simeon Steal.,29,33
4:05,2011,Torloft Thomas Turnover.,29,33
3:44,338,Jordan Jones made Jumper. Assisted by Aubrey Williams.,29,35
3:21,2011,Tony Armstrong made Jumper.,31,35
3:12,338,Kyle Clarke Turnover.,31,35
3:12,338,Official TV Timeout,31,35
2:58,2011,Terrance LeFlore missed Jumper.,31,35
2:58,2011,Tony Armstrong Offensive Rebound.,31,35
2:53,2011,Tony Armstrong made Layup.,33,35
2:30,338,Jordan Jones missed Layup.,33,35
2:30,2011,Amir Warnock Defensive Rebound.,33,35
2:04,338,Foul on Jordan Jones.,33,35
2:04,2011,Terrance LeFlore missed Free Throw.,33,35
2:04,2011,Alabama St Deadball Team Rebound.,33,35
2:04,2011,Terrance LeFlore missed Free Throw.,33,35
2:04,338,Johannes Nielsen Defensive Rebound.,33,35
1:54,2011,Foul on Terrance LeFlore.,33,35
1:54,338,Kyle Clarke made Free Throw.,33,36
1:54,338,Kyle Clarke made Free Throw.,33,37
1:22,338,Foul on Kyle Clarke.,33,37
1:22,2011,Rodney Simeon made Free Throw.,34,37
1:22,2011,Rodney Simeon missed Free Throw.,34,37
1:22,338,Aubrey Williams Defensive Rebound.,34,37
1:10,2011,Foul on Tony Armstrong.,34,37
1:10,338,Aubrey Williams made Free Throw.,34,38
1:10,338,Aubrey Williams made Free Throw.,34,39
0:57,2011,Amir Warnock Turnover.,34,39
0:45,338,Nick Masterson missed Three Point Jumper.,34,39
0:45,338,Aubrey Williams Offensive Rebound.,34,39
0:40,338,Aubrey Williams Turnover.,34,39
0:30,2011,Rodney Simeon made Three Point Jumper. Assisted by Tony Armstrong.,37,39
0:15,338,Kendrick Ray missed Jumper.,37,39
0:15,338,Aubrey Williams Offensive Rebound.,37,39
0:13,2011,Foul on Amir Warnock.,37,39
0:13,338,Aubrey Williams missed Free Throw.,37,39
0:13,338,Kennesaw St Deadball Team Rebound.,37,39
0:13,338,Aubrey Williams made Free Throw.,37,40
0:06,2011,Rodney Simeon missed Three Point Jumper.,37,40
0:06,2011,Amir Warnock Offensive Rebound.,37,40
0:05,2011,Amir Warnock made Jumper.,39,40
0:00,338,End of 1st half,37,40
19:50,2011,Rodney Simeon missed Three Point Jumper.,39,40
19:50,338,Kyle Clarke Defensive Rebound.,39,40
19:36,2011,Foul on Rodney Simeon.,39,40
19:17,338,Jordan Jones missed Jumper.,39,40
19:17,2011,Torloft Thomas Defensive Rebound.,39,40
19:09,2011,Terrance LeFlore made Jumper.,41,40
19:05,2011,Foul on Rodney Simeon.,41,40
19:02,338,Jordan Jones made Jumper. Assisted by Nick Masterson.,41,42
18:39,338,Foul on Jordan Jones.,41,42
18:39,2011,Tony Armstrong made Free Throw.,42,42
18:39,2011,Tony Armstrong missed Free Throw.,42,42
18:39,338,Jordan Jones Defensive Rebound.,42,42
18:29,338,Kendrick Ray missed Layup.,42,42
18:29,2011,Reginald Gee Defensive Rebound.,42,42
18:09,2011,Reginald Gee missed Three Point Jumper.,42,42
18:09,2011,Amir Warnock Offensive Rebound.,42,42
17:57,2011,Amir Warnock made Layup.,44,42
17:47,2011,Foul on Tony Armstrong.,44,42
17:47,338,Aubrey Williams made Free Throw.,44,43
17:47,338,Aubrey Williams made Free Throw.,44,44
17:14,2011,Terrance LeFlore made Jumper.,46,44
17:03,338,Kyle Clarke missed Layup.,46,44
17:03,338,Aubrey Williams Offensive Rebound.,46,44
17:00,338,Aubrey Williams made Layup.,46,46
16:32,338,Foul on Aubrey Williams.,46,46
16:32,2011,Amir Warnock missed Free Throw.,46,46
16:32,2011,Alabama St Deadball Team Rebound.,46,46
16:32,2011,Amir Warnock made Free Throw.,47,46
16:13,2011,Foul on Terrance LeFlore.,47,46
16:10,338,Jordan Jones missed Jumper.,47,46
16:10,2011,Steve Rogers Defensive Rebound.,47,46
16:01,2011,Steve Rogers missed Three Point Jumper.,47,46
16:01,338,Jordan Jones Defensive Rebound.,47,46
15:49,338,Jordan Jones Turnover.,47,46
15:49,338,Official TV Timeout,47,46
15:36,2011,Tony Armstrong made Layup.,49,46
15:18,338,Aubrey Williams made Layup. Assisted by Kyle Clarke.,49,48
15:05,338,Foul on Jordan Jones.,49,48
15:05,2011,Steve Rogers missed Free Throw.,49,48
15:05,2011,Alabama St Deadball Team Rebound.,49,48
15:05,2011,Steve Rogers made Free Throw.,50,48
14:54,338,Kyle Clarke Turnover.,50,48
14:53,2011,Tony Armstrong Steal.,50,48
14:53,338,Foul on Kyle Clarke.,50,48
14:37,2011,Torloft Thomas Turnover.,50,48
14:36,338,Nick Masterson Steal.,50,48
14:28,338,Aubrey Williams made Jumper.,50,50
14:14,2011,Tony Armstrong made Layup.,52,50
13:55,338,Kendrick Ray missed Three Point Jumper.,52,50
13:55,2011,Tony Armstrong Defensive Rebound.,52,50
13:44,2011,Tony Armstrong missed Jumper.,52,50
13:44,338,Aubrey Williams Defensive Rebound.,52,50
13:33,338,Nick Masterson made Jumper. Assisted by Aubrey Williams.,52,52
13:03,2011,Terrance LeFlore missed Jumper.,52,52
13:03,2011,Tony Armstrong Offensive Rebound.,52,52
12:56,2011,Torloft Thomas missed Jumper.,52,52
12:56,338,Aubrey Williams Defensive Rebound.,52,52
12:46,338,Kendrick Ray made Dunk.,52,54
12:23,2011,Mikel Tyson missed Layup.,52,54
12:23,338,Kennesaw St Defensive Rebound.,52,54
12:23,2011,Foul on Corvon Butler.,52,54
12:11,2011,Foul on Terrance LeFlore.,52,54
12:07,338,Nick Masterson missed Three Point Jumper.,52,54
12:07,2011,Torloft Thomas Defensive Rebound.,52,54
11:42,338,Foul on Johannes Nielsen.,52,54
11:41,338,Official TV Timeout,52,54
11:12,2011,Rodney Simeon missed Three Point Jumper.,52,54
11:12,2011,Torloft Thomas Offensive Rebound.,52,54
11:11,2011,Alabama St  Turnover.,52,54
10:55,338,Josh Burnett missed Layup.,52,54
10:55,338,Aubrey Williams Offensive Rebound.,52,54
10:55,2011,Foul on Corvon Butler.,52,54
10:55,338,Aubrey Williams made Free Throw.,52,55
10:55,338,Aubrey Williams missed Free Throw.,52,55
10:55,2011,Tony Armstrong Defensive Rebound.,52,55
10:23,2011,Alabama St  Turnover.,52,55
10:10,2011,Foul on Steve Rogers.,52,55
10:10,338,Kendrick Ray made Free Throw.,52,56
10:10,338,Kendrick Ray made Free Throw.,52,57
9:52,2011,Corvon Butler missed Layup.,52,57
9:52,338,Aubrey Williams Defensive Rebound.,52,57
9:40,338,Josh Burnett missed Three Point Jumper.,52,57
9:40,2011,Rodney Simeon Defensive Rebound.,52,57
9:35,338,Foul on Anthony Wilson.,52,57
9:35,2011,Rodney Simeon missed Free Throw.,52,57
9:35,2011,Alabama St Deadball Team Rebound.,52,57
9:35,2011,Rodney Simeon made Free Throw.,53,57
9:23,338,Johannes Nielsen Turnover.,53,57
9:21,2011,Corvon Butler Steal.,53,57
9:03,2011,Corvon Butler made Jumper. Assisted by Tony Armstrong.,55,57
8:37,338,Anthony Wilson missed Three Point Jumper.,55,57
8:37,2011,Steve Rogers Defensive Rebound.,55,57
8:22,2011,Rodney Simeon missed Three Point Jumper.,55,57
8:22,338,Josh Burnett Defensive Rebound.,55,57
8:16,338,Kendrick Ray made Layup. Assisted by Josh Burnett.,55,59
8:16,2011,Foul on Rodney Simeon.,55,59
8:16,338,Kendrick Ray made Free Throw.,55,60
8:07,2011,Torloft Thomas Turnover.,55,60
8:05,338,Anthony Wilson Steal.,55,60
7:47,338,Aubrey Williams Turnover.,55,60
7:47,338,Official TV Timeout,55,60
7:34,2011,Tony Armstrong Turnover.,55,60
7:24,2011,Foul on Tony Armstrong.,55,60
7:24,338,Aubrey Williams made Free Throw.,55,61
7:24,338,Aubrey Williams made Free Throw.,55,62
7:02,2011,Corvon Butler missed Three Point Jumper.,55,62
7:02,338,Kendrick Ray Defensive Rebound.,55,62
6:40,338,Johannes Nielsen made Layup. Assisted by Aubrey Williams.,55,64
6:28,2011,Reginald Gee missed Layup.,55,64
6:28,2011,Corvon Butler Offensive Rebound.,55,64
6:27,2011,Corvon Butler missed Layup.,55,64
6:26,338,Aubrey Williams Defensive Rebound.,55,64
6:23,338,Josh Burnett made Layup. Assisted by Kendrick Ray.,55,66
6:21,2011,Official TV Timeout,55,66
6:16,2011,Tony Armstrong made Jumper.,57,66
5:55,338,Kendrick Ray missed Jumper.,57,66
5:55,338,Josh Burnett Offensive Rebound.,57,66
5:16,338,Aubrey Williams Turnover.,57,66
5:16,2011,Corvon Butler Steal.,57,66
5:15,2011,Corvon Butler made Dunk.,59,66
5:08,338,Aubrey Williams missed Jumper.,59,66
5:08,338,Kendrick Ray Offensive Rebound.,59,66
5:04,338,Foul on Kendrick Ray.,59,66
5:04,338,Kendrick Ray Turnover.,59,66
4:47,338,Foul on Aubrey Williams.,59,66
4:47,2011,Tony Armstrong made Free Throw.,60,66
4:47,2011,Tony Armstrong made Free Throw.,61,66
4:31,338,Aubrey Williams missed Layup.,61,66
4:31,2011,Rodney Simeon Defensive Rebound.,61,66
4:08,2011,Tony Armstrong made Jumper.,63,66
3:44,338,Kendrick Ray made Layup.,63,68
3:44,2011,Foul on Rodney Simeon.,63,68
3:44,338,Official TV Timeout,63,68
3:44,338,Kendrick Ray made Free Throw.,63,69
3:15,2011,Steve Rogers made Layup. Assisted by Tony Armstrong.,65,69
2:52,338,Aubrey Williams missed Jumper.,65,69
2:52,338,Anthony Wilson Offensive Rebound.,65,69
2:48,338,Kendrick Ray made Three Point Jumper. Assisted by Anthony Wilson.,65,72
2:19,2011,Rodney Simeon missed Three Point Jumper.,65,72
2:19,2011,Rodney Simeon Offensive Rebound.,65,72
2:15,2011,Rodney Simeon missed Jumper.,65,72
2:15,2011,Alabama St Offensive Rebound.,65,72
1:57,2011,Rodney Simeon missed Three Point Jumper.,65,72
1:57,338,Kendrick Ray Defensive Rebound.,65,72
1:29,338,Kendrick Ray missed Jumper.,65,72
1:29,338,Johannes Nielsen Offensive Rebound.,65,72
1:24,338,Johannes Nielsen made Layup.,65,74
1:06,2011,Rodney Simeon made Jumper.,67,74
1:05,2011,Alabama St  Timeout,67,74
0:50,338,Kendrick Ray missed Layup.,67,74
0:50,338,Kendrick Ray Offensive Rebound.,67,74
0:43,338,Kendrick Ray made Layup.,67,76
0:37,2011,Terrance LeFlore missed Layup.,67,76
0:37,338,Anthony Wilson Block.,67,76
0:37,2011,Alabama St Offensive Rebound.,67,76
0:34,2011,Torloft Thomas made Three Point Jumper. Assisted by Terrance LeFlore.,70,76
0:33,2011,Alabama St  Timeout,70,76
0:27,338,Josh Burnett Turnover.,70,76
0:24,2011,Terrance LeFlore Steal.,70,76
0:24,2011,Terrance LeFlore missed Layup.,70,76
0:24,338,Kendrick Ray Defensive Rebound.,70,76
0:24,2011,Foul on Steve Rogers.,70,76
0:24,338,Kendrick Ray made Free Throw.,70,77
0:24,338,Kendrick Ray made Free Throw.,70,78
0:17,2011,Torloft Thomas made Layup.,72,78
0:16,2011,Foul on Tony Armstrong.,72,78
0:16,338,Kendrick Ray made Free Throw.,72,79
0:16,338,Kendrick Ray missed Free Throw.,72,79
0:16,2011,Torloft Thomas Defensive Rebound.,72,79
0:07,2011,Rodney Simeon missed Three Point Jumper.,72,79
0:07,2011,Tony Armstrong Offensive Rebound.,72,79
0:04,2011,Tony Armstrong missed Jumper.,72,79
0:04,338,Aubrey Williams Defensive Rebound.,72,79
0:00,338,End of Game,72,79
