Hawaii Hilo,Error,Hawai'i,62
3:07,62,Official TV Timeout,47,80
3:07,-1,Eric Iii Wattree made Free Throw.,48,80
2:46,-1,Foul on Ryley Callaghan.,48,80
2:46,62,Brian Garrett made Free Throw.,48,81
2:46,62,Brian Garrett made Free Throw.,48,82
2:35,-1,Ryan Reyes missed Jumper.,48,82
2:35,-1,Darius Johnson-Wilson Offensive Rebound.,48,82
2:31,-1,Darius Johnson-Wilson missed Jumper.,48,82
2:31,-1,Hawai'i Hilo Offensive Rebound.,48,82
2:13,62,Foul on Zigmars Raimo.,48,82
2:13,-1,Anthony Canencia missed Free Throw.,48,82
2:13,-1,Hawai'i Hilo Deadball Team Rebound.,48,82
2:13,-1,Anthony Canencia made Free Throw.,49,82
2:01,62,Larry Lewis Jr. made Layup.,49,84
2:01,-1,Foul on Eric Iii Wattree.,49,84
2:01,62,Larry Lewis Jr. missed Free Throw.,49,84
2:01,62,Larry Lewis Jr. Offensive Rebound.,49,84
1:48,62,Zigmars Raimo missed Three Point Jumper.,49,84
1:48,62,Ido Flaisher Offensive Rebound.,49,84
1:44,62,Ido Flaisher missed Jumper.,49,84
1:44,62,Ido Flaisher Offensive Rebound.,49,84
1:41,62,Ido Flaisher made Layup.,49,86
1:25,62,Foul on Larry Lewis Jr..,49,86
1:25,-1,Eric Iii Wattree made Free Throw.,50,86
1:25,-1,Eric Iii Wattree made Free Throw.,51,86
1:16,62,Brian Garrett missed Three Point Jumper.,51,86
1:16,62,Zigmars Raimo Offensive Rebound.,51,86
1:03,62,Brian Garrett missed Jumper.,51,86
1:03,-1,Ryan Reyes Defensive Rebound.,51,86
0:53,-1,Eric Iii Wattree missed Three Point Jumper.,51,86
0:53,62,Brian Garrett Defensive Rebound.,51,86
0:47,-1,Foul on Ryley Callaghan.,51,86
0:47,62,Brian Garrett missed Free Throw.,51,86
0:47,62,Hawai'i Deadball Team Rebound.,51,86
0:47,62,Brian Garrett missed Free Throw.,51,86
0:47,-1,Hawai'i Hilo Defensive Rebound.,51,86
0:32,62,Foul on Matthew Owies.,51,86
0:32,-1,Ryan Reyes made Free Throw.,52,86
0:32,-1,Ryan Reyes missed Free Throw.,52,86
0:32,62,Ido Flaisher Defensive Rebound.,52,86
0:17,62,Larry Lewis Jr. missed Three Point Jumper.,52,86
0:17,-1,Anthony Canencia Defensive Rebound.,52,86
0:02,-1,Ryley Callaghan made Three Point Jumper.,55,86
0:00,62,End of Game,55,86
