Cleveland State,2711,Western Michigan,325
9:45,325,Kenny Carpenter missed Jumper.,14,25
9:45,2711,Bryce Moore Defensive Rebound.,14,25
9:18,325,Foul on Kenny Carpenter.,14,25
9:18,2711,Brandon Johnson made Free Throw.,14,26
9:18,2711,Brandon Johnson made Free Throw.,14,27
9:04,325,Tyree Appleby Turnover.,14,27
8:49,325,Foul on Tyree Appleby.,14,27
8:38,2711,Brandon Johnson Turnover.,14,27
8:36,325,Kenny Carpenter Steal.,14,27
8:32,325,Kenny Carpenter missed Layup.,14,27
8:32,2711,Thomas Wilder Defensive Rebound.,14,27
8:24,2711,Thomas Wilder missed Layup.,14,27
8:24,325,Cleveland State Defensive Rebound.,14,27
8:01,325,Tyree Appleby Turnover.,14,27
8:01,2711,Official TV Timeout,14,27
7:41,2711,Thomas Wilder made Three Point Jumper.,14,30
7:12,325,Stefan Kenic missed Three Point Jumper.,14,30
7:12,2711,Josh Davis Defensive Rebound.,14,30
7:02,2711,Bryce Moore missed Three Point Jumper.,14,30
7:02,325,Terrell Hales Defensive Rebound.,14,30
6:55,2711,Foul on Thomas Wilder.,14,30
6:55,325,Tyree Appleby made Free Throw.,15,30
6:55,325,Tyree Appleby made Free Throw.,16,30
6:41,2711,Jarrin Randall missed Three Point Jumper.,16,30
6:41,325,Kenny Carpenter Defensive Rebound.,16,30
6:29,325,Kenny Carpenter missed Layup.,16,30
6:29,325,Cleveland State Offensive Rebound.,16,30
6:28,2711,Foul on Jarrin Randall.,16,30
6:17,325,Kenny Carpenter made Jumper.,18,30
5:46,2711,Reggie Jones made Three Point Jumper.,18,33
5:28,325,Anthony Wright made Layup. Assisted by Tyree Appleby.,20,33
5:11,2711,Reggie Jones missed Three Point Jumper.,20,33
5:11,2711,Brandon Johnson Offensive Rebound.,20,33
4:49,2711,Brandon Johnson made Layup. Assisted by Michael Flowers.,20,35
4:36,325,Tyree Appleby Turnover.,20,35
4:35,2711,Reggie Jones Steal.,20,35
4:29,2711,Reggie Jones missed Three Point Jumper.,20,35
4:29,2711,Western Michigan Offensive Rebound.,20,35
4:19,2711,Drake LaMont missed Jumper.,20,35
4:19,325,Anthony Wright Defensive Rebound.,20,35
4:10,2711,Foul on Michael Flowers.,20,35
4:10,325,Kasheem Thomas made Free Throw.,21,35
4:10,325,Kasheem Thomas missed Free Throw.,21,35
4:10,2711,Josh Davis Defensive Rebound.,21,35
3:42,2711,Jared Printy Turnover.,21,35
3:41,325,Kenny Carpenter Steal.,21,35
3:35,325,Dontel Highsmith missed Layup.,21,35
3:35,2711,Drake LaMont Block.,21,35
3:33,325,Cleveland State Offensive Rebound.,21,35
3:22,325,Foul on Kenny Carpenter.,21,35
3:22,325,Kenny Carpenter Turnover.,21,35
3:17,2711,Reggie Jones Turnover.,21,35
3:15,325,Tyree Appleby Steal.,21,35
3:13,325,Tyree Appleby made Dunk.,23,35
2:55,2711,Reggie Jones Turnover.,23,35
2:55,2711,Foul on Reggie Jones.,23,35
2:37,325,Kasheem Thomas Turnover.,23,35
2:36,2711,Brandon Johnson Steal.,23,35
2:17,325,Foul on Bobby Word.,23,35
2:11,2711,Bryce Moore Turnover.,23,35
2:10,325,Tyree Appleby Steal.,23,35
2:07,325,Bobby Word made Dunk.,25,35
1:55,2711,Thomas Wilder Turnover.,25,35
1:54,325,Tyree Appleby Steal.,25,35
1:52,2711,Foul on Brandon Johnson.,25,35
1:52,2711,Western Michigan  Timeout,25,35
1:52,325,Dontel Highsmith missed Free Throw.,25,35
1:52,325,Cleveland State Deadball Team Rebound.,25,35
1:52,325,Dontel Highsmith missed Free Throw.,25,35
1:52,2711,Drake LaMont Defensive Rebound.,25,35
1:42,325,Foul on Tyree Appleby.,25,35
1:31,2711,Thomas Wilder missed Jumper.,25,35
1:31,2711,Thomas Wilder Offensive Rebound.,25,35
1:19,2711,Thomas Wilder made Three Point Jumper. Assisted by Josh Davis.,25,38
1:09,325,Kasheem Thomas Turnover.,25,38
0:44,2711,Thomas Wilder Turnover.,25,38
0:43,325,Dontel Highsmith Steal.,25,38
0:39,325,Anthony Wright made Dunk. Assisted by Anthony Wright.,27,38
0:05,2711,Thomas Wilder Turnover.,27,38
0:04,325,Anthony Wright Steal.,27,38
0:00,325,Kenny Carpenter made Three Point Jumper. Assisted by Anthony Wright.,30,38
0:00,2711,End of 1st half,30,38
20:00,2711,Foul on Bryce Moore.,30,38
19:48,325,Bobby Word made Layup.,32,38
19:32,2711,Drake LaMont missed Jumper.,32,38
19:32,325,Anthony Wright Block.,32,38
19:30,325,Anthony Wright Defensive Rebound.,32,38
19:10,325,Tyree Appleby made Three Point Jumper. Assisted by Anthony Wright.,35,38
18:52,2711,Thomas Wilder missed Three Point Jumper.,35,38
18:52,325,Anthony Wright Defensive Rebound.,35,38
18:30,325,Dontel Highsmith missed Layup.,35,38
18:30,2711,Josh Davis Defensive Rebound.,35,38
18:22,2711,Brandon Johnson made Layup. Assisted by Thomas Wilder.,35,40
18:04,325,Anthony Wright made Layup. Assisted by Tyree Appleby.,37,40
17:32,2711,Thomas Wilder missed Jumper.,37,40
17:32,325,Bobby Word Defensive Rebound.,37,40
17:25,325,Bobby Word missed Layup.,37,40
17:25,2711,Thomas Wilder Defensive Rebound.,37,40
17:18,2711,Thomas Wilder Turnover.,37,40
17:18,2711,Foul on Thomas Wilder.,37,40
17:02,325,Terrell Hales missed Layup.,37,40
17:02,2711,Brandon Johnson Block.,37,40
17:00,2711,Thomas Wilder Defensive Rebound.,37,40
16:57,325,Foul on Kasheem Thomas.,37,40
16:57,2711,Technical Foul on Josh Davis.,37,40
16:57,325,Technical Foul on Bobby Word.,37,40
16:57,325,Foul on Bobby Word.,37,40
16:57,2711,Foul on Josh Davis.,37,40
16:57,2711,Thomas Wilder made Free Throw.,37,41
16:57,2711,Thomas Wilder made Free Throw.,37,42
16:45,325,Kenny Carpenter Turnover.,37,42
16:43,2711,Drake LaMont Steal.,37,42
16:29,2711,Brandon Johnson Turnover.,37,42
16:27,325,Kasheem Thomas Steal.,37,42
16:25,325,Kenny Carpenter made Layup. Assisted by Kasheem Thomas.,39,42
15:59,2711,Reggie Jones Turnover.,39,42
15:58,325,Anthony Wright Steal.,39,42
15:53,2711,Official TV Timeout,39,42
15:48,325,Kenny Carpenter missed Jumper.,39,42
15:48,2711,Drake LaMont Defensive Rebound.,39,42
15:30,325,Foul on Anthony Wright.,39,42
15:16,325,Foul on Terrell Hales.,39,42
15:16,2711,Thomas Wilder made Free Throw.,39,43
15:16,2711,Thomas Wilder missed Free Throw.,39,43
15:16,2711,Western Michigan Deadball Team Rebound.,39,43
15:16,2711,Thomas Wilder made Free Throw.,39,44
15:04,325,Kenny Carpenter missed Jumper.,39,44
15:04,2711,Bryce Moore Defensive Rebound.,39,44
14:53,2711,Thomas Wilder missed Jumper.,39,44
14:53,325,Anthony Wright Defensive Rebound.,39,44
14:37,325,Bobby Word made Jumper.,41,44
14:36,325,Foul on Bobby Word.,41,44
14:14,2711,Bryce Moore made Free Throw.,41,45
14:07,2711,Bryce Moore made Free Throw.,41,46
13:52,325,Tyree Appleby missed Jumper.,41,46
13:52,325,Terrell Hales Offensive Rebound.,41,46
13:51,325,Terrell Hales missed Jumper.,41,46
13:51,325,Anthony Wright Offensive Rebound.,41,46
13:51,2711,Foul on Thomas Wilder.,41,46
13:51,325,Terrell Hales made Free Throw.,42,46
13:51,325,Terrell Hales missed Free Throw.,42,46
13:51,2711,Brandon Johnson Defensive Rebound.,42,46
13:27,325,Foul on Anthony Wright.,42,46
13:19,2711,Jarrin Randall missed Jumper.,42,46
13:19,2711,Drake LaMont Offensive Rebound.,42,46
13:19,325,Foul on Stefan Kenic.,42,46
13:19,2711,Drake LaMont made Free Throw.,42,47
13:19,2711,Drake LaMont made Free Throw.,42,48
13:10,2711,Foul on Jarrin Randall.,42,48
12:56,325,Dontel Highsmith Turnover.,42,48
12:56,2711,Josh Davis Steal.,42,48
12:34,325,Foul on Kenny Carpenter.,42,48
12:34,2711,Drake LaMont made Free Throw.,42,49
12:34,2711,Drake LaMont missed Free Throw.,42,49
12:34,325,Dontel Highsmith Defensive Rebound.,42,49
12:17,2711,Foul on Jared Printy.,42,49
12:14,325,Kenny Carpenter made Layup. Assisted by Stefan Kenic.,44,49
11:50,2711,Drake LaMont Turnover.,44,49
11:50,2711,Official TV Timeout,44,49
11:24,325,Anthony Wright missed Three Point Jumper.,44,49
11:24,2711,Western Michigan Deadball Team Rebound.,44,49
11:23,325,Foul on Stefan Kenic.,44,49
11:23,2711,Brandon Johnson missed Free Throw.,44,49
11:23,2711,Reggie Jones Offensive Rebound.,44,49
11:20,2711,Reggie Jones missed Jumper.,44,49
11:20,2711,Reggie Jones Offensive Rebound.,44,49
11:18,325,Foul on Stefan Kenic.,44,49
11:18,2711,Reggie Jones missed Free Throw.,44,49
11:18,2711,Western Michigan Deadball Team Rebound.,44,49
11:18,2711,Reggie Jones made Free Throw.,44,50
11:06,325,Tyree Appleby made Jumper.,46,50
10:47,2711,Western Michigan  Timeout,46,50
10:39,325,Foul on Dontel Highsmith.,46,50
10:39,2711,Reggie Jones made Free Throw.,46,51
10:39,2711,Reggie Jones made Free Throw.,46,52
10:16,325,Bobby Word Turnover.,46,52
10:06,325,Foul on Dontel Highsmith.,46,52
10:06,2711,Reggie Jones made Free Throw.,46,53
10:06,2711,Reggie Jones made Free Throw.,46,54
9:53,325,Kenny Carpenter Turnover.,46,54
9:53,325,Cleveland State  Timeout,46,54
9:43,2711,Reggie Jones made Three Point Jumper.,46,57
9:26,325,Tyree Appleby Turnover.,46,57
8:59,2711,Reggie Jones missed Three Point Jumper.,46,57
8:59,2711,Reggie Jones Offensive Rebound.,46,57
8:56,2711,Reggie Jones Turnover.,46,57
8:46,325,Tyree Appleby Turnover.,46,57
8:37,2711,Josh Davis made Three Point Jumper. Assisted by Reggie Jones.,46,60
8:27,325,Cleveland State  Timeout,46,60
8:27,2711,Official TV Timeout,46,60
8:25,2711,Foul on Jarrin Randall.,46,60
8:25,325,Kasheem Thomas made Free Throw.,47,60
8:25,325,Kasheem Thomas made Free Throw.,48,60
8:14,2711,Reggie Jones missed Jumper.,48,60
8:14,2711,Drake LaMont Offensive Rebound.,48,60
8:11,2711,Drake LaMont missed Two Point Tip Shot.,48,60
8:11,325,Kasheem Thomas Defensive Rebound.,48,60
8:04,325,Dontel Highsmith missed Three Point Jumper.,48,60
8:04,2711,Josh Davis Defensive Rebound.,48,60
7:46,325,Foul on Dontel Highsmith.,48,60
7:46,2711,Reggie Jones made Free Throw.,48,61
7:46,2711,Reggie Jones made Free Throw.,48,62
7:29,325,Anthony Wright Turnover.,48,62
7:29,325,Foul on Anthony Wright.,48,62
7:12,2711,Reggie Jones made Layup.,48,64
7:04,325,Kenny Carpenter missed Three Point Jumper.,48,64
7:04,2711,Michael Flowers Defensive Rebound.,48,64
7:01,2711,Michael Flowers Turnover.,48,64
7:01,325,Kasheem Thomas Steal.,48,64
7:01,325,Tyree Appleby made Three Point Jumper. Assisted by Kasheem Thomas.,51,64
6:21,2711,Reggie Jones missed Layup.,51,64
6:21,2711,Josh Davis Offensive Rebound.,51,64
6:14,325,Foul on Terrell Hales.,51,64
6:14,2711,Josh Davis missed Free Throw.,51,64
6:14,2711,Western Michigan Deadball Team Rebound.,51,64
6:14,2711,Josh Davis missed Free Throw.,51,64
6:14,325,Terrell Hales Defensive Rebound.,51,64
6:09,325,Shawn Christian Jr. missed Three Point Jumper.,51,64
6:09,2711,Josh Davis Defensive Rebound.,51,64
5:49,2711,Brandon Johnson missed Jumper.,51,64
5:49,325,Kasheem Thomas Defensive Rebound.,51,64
5:39,325,Kasheem Thomas Turnover.,51,64
5:38,2711,Bryce Moore Steal.,51,64
5:37,325,Foul on Tyree Appleby.,51,64
5:37,2711,Michael Flowers made Free Throw.,51,65
5:37,2711,Michael Flowers made Free Throw.,51,66
5:20,325,Bobby Word missed Three Point Jumper.,51,66
5:20,2711,Western Michigan Defensive Rebound.,51,66
4:52,2711,Brandon Johnson missed Jumper.,51,66
4:52,325,Bobby Word Defensive Rebound.,51,66
4:42,325,Kenny Carpenter missed Jumper.,51,66
4:42,2711,Brandon Johnson Defensive Rebound.,51,66
4:41,325,Foul on Shawn Christian Jr..,51,66
4:41,2711,Brandon Johnson missed Free Throw.,51,66
4:41,2711,Western Michigan Deadball Team Rebound.,51,66
4:41,2711,Brandon Johnson made Free Throw.,51,67
4:35,325,Shawn Christian Jr. missed Three Point Jumper.,51,67
4:35,2711,Bryce Moore Defensive Rebound.,51,67
4:17,2711,Josh Davis missed Three Point Jumper.,51,67
4:17,325,Kasheem Thomas Defensive Rebound.,51,67
4:09,325,Tyree Appleby made Three Point Jumper. Assisted by Kenny Carpenter.,54,67
4:07,325,Cleveland State  Timeout,54,67
4:07,2711,Official TV Timeout,54,67
3:41,2711,Drake LaMont missed Jumper.,54,67
3:41,325,Tyree Appleby Defensive Rebound.,54,67
3:36,2711,Foul on Drake LaMont.,54,67
3:36,325,Tyree Appleby made Free Throw.,55,67
3:36,325,Tyree Appleby made Free Throw.,56,67
3:11,325,Foul on Anthony Wright.,56,67
3:11,2711,Thomas Wilder made Free Throw.,56,68
3:11,2711,Thomas Wilder made Free Throw.,56,69
3:05,325,Bobby Word made Three Point Jumper. Assisted by Kenny Carpenter.,59,69
2:48,2711,Brandon Johnson made Layup. Assisted by Reggie Jones.,59,71
2:36,325,Kasheem Thomas made Three Point Jumper. Assisted by Kenny Carpenter.,62,71
2:30,2711,Foul on Thomas Wilder.,62,71
2:30,2711,Thomas Wilder Turnover.,62,71
2:28,325,Kenny Carpenter made Layup. Assisted by Tyree Appleby.,64,71
2:17,2711,Reggie Jones Turnover.,64,71
2:16,325,Kenny Carpenter Steal.,64,71
2:14,325,Tyree Appleby Turnover.,64,71
2:08,2711,Brandon Johnson made Layup. Assisted by Reggie Jones.,64,73
2:08,325,Foul on Dontel Highsmith.,64,73
2:08,2711,Brandon Johnson missed Free Throw.,64,73
2:08,325,Kenny Carpenter Defensive Rebound.,64,73
2:04,325,Kenny Carpenter missed Layup.,64,73
2:04,2711,Drake LaMont Block.,64,73
2:04,325,Cleveland State Offensive Rebound.,64,73
1:59,325,Cleveland State  Turnover.,64,73
1:57,2711,Reggie Jones Turnover.,64,73
1:56,325,Kenny Carpenter Turnover.,64,73
1:56,2711,Foul on Jarrin Randall.,64,73
1:56,2711,Jarrin Randall Turnover.,64,73
1:53,325,Bobby Word Turnover.,64,73
1:42,325,Foul on Kenny Carpenter.,64,73
1:42,2711,Reggie Jones made Free Throw.,64,74
1:42,2711,Reggie Jones made Free Throw.,64,75
1:36,325,Kenny Carpenter missed Three Point Jumper.,64,75
1:36,2711,Reggie Jones Defensive Rebound.,64,75
1:26,2711,Michael Flowers Turnover.,64,75
1:24,325,Kasheem Thomas Steal.,64,75
1:20,325,Kasheem Thomas made Three Point Jumper. Assisted by Kenny Carpenter.,67,75
1:04,325,Foul on Bobby Word.,67,75
1:04,2711,Michael Flowers made Free Throw.,67,76
1:04,2711,Michael Flowers missed Free Throw.,67,76
1:04,325,Tyree Appleby Defensive Rebound.,67,76
0:55,325,Tyree Appleby missed Three Point Jumper.,67,76
0:55,2711,Michael Flowers Defensive Rebound.,67,76
0:45,2711,Reggie Jones made Layup.,67,78
0:34,325,Kasheem Thomas missed Three Point Jumper.,67,78
0:34,2711,Reggie Jones Defensive Rebound.,67,78
0:12,2711,Western Michigan  Turnover.,67,78
0:02,325,Kenny Carpenter missed Three Point Jumper.,67,78
0:02,2711,Brandon Johnson Defensive Rebound.,67,78
0:00,2711,End of Game,67,78
