Loyola-Chicago,57,Florida,2350
13:36,2350,Cameron Krutwig Defensive Rebound.,15,8
13:18,2350,Clayton Custer missed Jumper.,15,8
13:18,2350,Adarius Avery Offensive Rebound.,15,8
13:15,2350,Adarius Avery made Layup.,17,8
13:15,57,Foul on Deaundrae Ballard.,17,8
13:15,2350,Adarius Avery made Free Throw.,18,8
13:09,57,Keith Stone missed Layup.,18,8
13:09,2350,Aundre Jackson Defensive Rebound.,18,8
12:49,2350,Lucas Williamson missed Jumper.,18,8
12:49,2350,Adarius Avery Offensive Rebound.,18,8
12:40,2350,Adarius Avery made Layup.,20,8
12:26,57,Keith Stone made Layup.,20,10
12:02,2350,Aundre Jackson made Layup.,22,10
11:51,57,Jalen Hudson made Jumper.,22,12
11:26,2350,Clayton Custer made Jumper. Assisted by Aundre Jackson.,24,12
11:15,57,Florida  Timeout,24,12
11:06,57,KeVaughn Allen missed Jumper.,24,12
11:06,2350,Cameron Krutwig Defensive Rebound.,24,12
10:44,57,Foul on KeVaughn Allen.,24,12
10:43,2350,Adarius Avery missed Jumper.,24,12
10:43,57,Egor Koulechov Defensive Rebound.,24,12
10:32,57,Kevarrius Hayes made Jumper. Assisted by Chris Chiozza.,24,14
10:07,2350,Donte Ingram made Three Point Jumper. Assisted by Clayton Custer.,27,14
9:57,57,Egor Koulechov missed Jumper.,27,14
9:57,2350,Cameron Satterwhite Block.,27,14
9:57,2350,Cameron Krutwig Defensive Rebound.,27,14
9:32,2350,Donte Ingram missed Jumper.,27,14
9:32,57,Chris Chiozza Defensive Rebound.,27,14
9:19,57,Kevarrius Hayes missed Jumper.,27,14
9:19,2350,Adarius Avery Defensive Rebound.,27,14
8:48,2350,Donte Ingram Turnover.,27,14
8:45,57,KeVaughn Allen Turnover.,27,14
8:45,2350,Lucas Williamson Steal.,27,14
8:33,2350,Marques Townes missed Jumper.,27,14
8:33,57,Florida Defensive Rebound.,27,14
8:24,57,Jalen Hudson missed Jumper.,27,14
8:24,57,Kevarrius Hayes Offensive Rebound.,27,14
8:15,2350,Foul on Aundre Jackson.,27,14
8:15,57,Kevarrius Hayes missed Free Throw.,27,14
8:15,57,Florida Deadball Team Rebound.,27,14
8:15,57,Kevarrius Hayes made Free Throw.,27,15
8:12,2350,Aundre Jackson Turnover.,27,15
8:12,57,Chris Chiozza Steal.,27,15
8:07,57,Chris Chiozza made Layup.,27,17
7:49,57,Foul on Chris Chiozza.,27,17
7:49,57,Official TV Timeout,27,17
7:32,57,Foul on Mike Okauru.,27,17
7:21,2350,Aundre Jackson missed Jumper.,27,17
7:21,2350,Cameron Krutwig Offensive Rebound.,27,17
7:04,2350,Lucas Williamson Turnover.,27,17
7:04,57,KeVaughn Allen Steal.,27,17
6:59,57,KeVaughn Allen made Dunk.,27,19
6:55,2350,Loyola-Chicago  Timeout,27,19
6:33,2350,Adarius Avery missed Jumper.,27,19
6:33,57,Jalen Hudson Defensive Rebound.,27,19
6:20,57,Chris Chiozza made Three Point Jumper. Assisted by Jalen Hudson.,27,22
6:01,2350,Clayton Custer made Jumper.,29,22
5:53,57,Jalen Hudson missed Three Point Jumper.,29,22
5:53,57,Jalen Hudson Offensive Rebound.,29,22
5:49,57,Jalen Hudson missed Jumper.,29,22
5:49,2350,Adarius Avery Defensive Rebound.,29,22
5:43,57,Foul on Kevarrius Hayes.,29,22
5:27,2350,Foul on Cameron Krutwig.,29,22
5:27,2350,Cameron Krutwig Turnover.,29,22
5:14,57,KeVaughn Allen missed Jumper.,29,22
5:14,2350,Marques Townes Block.,29,22
5:14,57,Deaundrae Ballard Offensive Rebound.,29,22
5:05,57,KeVaughn Allen missed Three Point Jumper.,29,22
5:05,2350,Loyola-Chicago Defensive Rebound.,29,22
4:40,2350,Cameron Krutwig missed Jumper.,29,22
4:40,57,Kevarrius Hayes Block.,29,22
4:40,2350,Loyola-Chicago Offensive Rebound.,29,22
4:34,2350,Donte Ingram made Three Point Jumper. Assisted by Adarius Avery.,32,22
4:28,57,KeVaughn Allen Turnover.,32,22
4:28,2350,Cameron Krutwig Steal.,32,22
4:07,2350,Donte Ingram missed Three Point Jumper.,32,22
4:07,57,Florida Defensive Rebound.,32,22
3:50,57,KeVaughn Allen missed Jumper.,32,22
3:50,2350,Donte Ingram Defensive Rebound.,32,22
3:32,2350,Cameron Krutwig missed Jumper.,32,22
3:32,57,Egor Koulechov Defensive Rebound.,32,22
3:27,57,Egor Koulechov missed Three Point Jumper.,32,22
3:27,2350,Marques Townes Defensive Rebound.,32,22
3:09,2350,Loyola-Chicago  Turnover.,32,22
3:09,57,Official TV Timeout,32,22
2:58,57,Egor Koulechov made Layup.,32,24
2:58,2350,Foul on Donte Ingram.,32,24
2:58,57,Egor Koulechov made Free Throw.,32,25
2:35,2350,Clayton Custer missed Jumper.,32,25
2:35,57,Jalen Hudson Defensive Rebound.,32,25
2:13,57,Deaundrae Ballard missed Three Point Jumper.,32,25
2:13,2350,Donte Ingram Defensive Rebound.,32,25
2:06,57,Foul on Egor Koulechov.,32,25
1:59,2350,Clayton Custer Turnover.,32,25
1:59,57,Jalen Hudson Steal.,32,25
1:50,2350,Foul on Aundre Jackson.,32,25
1:50,57,Jalen Hudson missed Free Throw.,32,25
1:50,57,Florida Deadball Team Rebound.,32,25
1:50,57,Jalen Hudson made Free Throw.,32,26
1:50,57,Jalen Hudson made Free Throw.,32,27
1:29,2350,Marques Townes missed Jumper.,32,27
1:29,57,Kevarrius Hayes Block.,32,27
1:29,2350,Loyola-Chicago Offensive Rebound.,32,27
1:19,2350,Loyola-Chicago  Turnover.,32,27
1:11,57,Jalen Hudson missed Three Point Jumper.,32,27
1:11,57,Keith Stone Offensive Rebound.,32,27
1:06,57,Keith Stone made Layup.,32,29
0:40,2350,Adarius Avery missed Three Point Jumper.,32,29
0:40,2350,Donte Ingram Offensive Rebound.,32,29
0:21,2350,Adarius Avery Turnover.,32,29
0:21,57,KeVaughn Allen Steal.,32,29
0:15,57,KeVaughn Allen made Layup.,32,31
0:05,2350,Marques Townes made Jumper.,34,31
0:00,57,End of 1st half,34,31
20:00,2350,Jump Ball won by Loyola-Chicago,34,31
19:54,2350,Aundre Jackson missed Jumper.,34,31
19:54,57,Chris Chiozza Defensive Rebound.,34,31
19:37,57,Deaundrae Ballard made Jumper.,34,33
19:10,57,Foul on Keith Stone.,34,33
19:10,2350,Cameron Krutwig made Free Throw.,35,33
19:10,2350,Cameron Krutwig made Free Throw.,36,33
18:56,57,Keith Stone missed Three Point Jumper.,36,33
18:56,2350,Cameron Krutwig Defensive Rebound.,36,33
18:26,2350,Cameron Satterwhite missed Jumper.,36,33
18:26,57,Chris Chiozza Defensive Rebound.,36,33
18:16,57,Keith Stone made Layup. Assisted by Chris Chiozza.,36,35
18:02,2350,Cameron Krutwig made Layup. Assisted by Marques Townes.,38,35
17:37,57,Keith Stone missed Jumper.,38,35
17:37,57,Chris Chiozza Offensive Rebound.,38,35
17:29,2350,Foul on Cameron Krutwig.,38,35
17:29,57,Chris Chiozza made Free Throw.,38,36
17:29,57,Chris Chiozza made Free Throw.,38,37
17:05,57,Foul on Kevarrius Hayes.,38,37
17:03,2350,Donte Ingram Turnover.,38,37
17:03,57,Kevarrius Hayes Steal.,38,37
17:01,57,Kevarrius Hayes made Dunk.,38,39
16:43,2350,Donte Ingram missed Three Point Jumper.,38,39
16:43,2350,Cameron Krutwig Offensive Rebound.,38,39
16:36,2350,Cameron Krutwig made Layup.,40,39
16:15,57,Deaundrae Ballard missed Jumper.,40,39
16:15,2350,Cameron Krutwig Defensive Rebound.,40,39
16:02,2350,Aundre Jackson made Layup. Assisted by Cameron Krutwig.,42,39
15:51,57,Florida  Timeout,42,39
15:51,57,Official TV Timeout,42,39
15:41,57,Egor Koulechov missed Jumper.,42,39
15:41,57,Gorjok Gak Offensive Rebound.,42,39
15:41,57,Gorjok Gak made Two Point Tip Shot.,42,41
15:02,2350,Donte Ingram missed Jumper.,42,41
15:02,57,Gorjok Gak Defensive Rebound.,42,41
14:53,57,KeVaughn Allen missed Three Point Jumper.,42,41
14:53,2350,Donte Ingram Defensive Rebound.,42,41
14:35,2350,Aundre Jackson made Layup.,44,41
14:03,57,Egor Koulechov missed Jumper.,44,41
14:03,2350,Cameron Satterwhite Defensive Rebound.,44,41
13:34,2350,Aundre Jackson made Jumper.,46,41
13:06,57,Gorjok Gak made Dunk. Assisted by KeVaughn Allen.,46,43
12:37,2350,Donte Ingram made Three Point Jumper. Assisted by Aundre Jackson.,49,43
12:19,57,Deaundrae Ballard missed Three Point Jumper.,49,43
12:19,2350,Donte Ingram Defensive Rebound.,49,43
11:47,57,Foul on KeVaughn Allen.,49,43
11:47,57,Official TV Timeout,49,43
11:47,2350,Adarius Avery missed Free Throw.,49,43
11:47,2350,Loyola-Chicago Deadball Team Rebound.,49,43
11:47,2350,Adarius Avery missed Free Throw.,49,43
11:47,57,Kevarrius Hayes Defensive Rebound.,49,43
11:41,57,Jalen Hudson made Jumper.,49,45
11:16,2350,Aundre Jackson made Layup.,51,45
11:16,57,Official TV Timeout,51,45
11:04,2350,Foul on Marques Townes.,51,45
11:04,57,Deaundrae Ballard missed Free Throw.,51,45
11:04,57,Florida Defensive Rebound.,51,45
11:04,57,Deaundrae Ballard made Free Throw.,51,46
10:50,57,Foul on Egor Koulechov.,51,46
10:37,2350,Donte Ingram missed Three Point Jumper.,51,46
10:37,57,Egor Koulechov Defensive Rebound.,51,46
10:13,57,Kevarrius Hayes missed Jumper.,51,46
10:13,2350,Cameron Krutwig Defensive Rebound.,51,46
9:46,57,Foul on Egor Koulechov.,51,46
9:17,57,Foul on Jalen Hudson.,51,46
9:12,2350,Cameron Krutwig missed Jumper.,51,46
9:12,57,Keith Stone Defensive Rebound.,51,46
9:07,2350,Foul on Marques Townes.,51,46
8:56,57,Keith Stone Turnover.,51,46
8:56,2350,Adarius Avery Steal.,51,46
8:45,2350,Donte Ingram made Jumper.,53,46
8:30,2350,Foul on Adarius Avery.,53,46
8:30,57,Jalen Hudson made Free Throw.,53,47
8:30,57,Jalen Hudson missed Free Throw.,53,47
8:30,2350,Donte Ingram Defensive Rebound.,53,47
8:08,2350,Cameron Krutwig made Layup. Assisted by Cameron Satterwhite.,55,47
7:41,57,KeVaughn Allen missed Three Point Jumper.,55,47
7:41,2350,Donte Ingram Defensive Rebound.,55,47
7:15,2350,Marques Townes missed Jumper.,55,47
7:15,57,Kevarrius Hayes Block.,55,47
7:15,57,Keith Stone Defensive Rebound.,55,47
7:09,57,KeVaughn Allen made Three Point Jumper. Assisted by Chris Chiozza.,55,50
6:56,2350,Loyola-Chicago  Timeout,55,50
6:54,2350,Aundre Jackson made Layup. Assisted by Cameron Satterwhite.,57,50
6:34,57,Chris Chiozza missed Jumper.,57,50
6:34,57,Deaundrae Ballard Offensive Rebound.,57,50
6:28,57,Deaundrae Ballard made Jumper.,57,52
5:57,2350,Marques Townes Turnover.,57,52
5:40,57,Chris Chiozza missed Three Point Jumper.,57,52
5:40,57,Florida Offensive Rebound.,57,52
5:34,2350,Foul on Aundre Jackson.,57,52
5:32,57,Egor Koulechov missed Jumper.,57,52
5:32,57,Kevarrius Hayes Offensive Rebound.,57,52
5:28,57,KeVaughn Allen missed Three Point Jumper.,57,52
5:28,57,Egor Koulechov Offensive Rebound.,57,52
5:15,57,Jalen Hudson made Layup.,57,54
4:57,2350,Cameron Krutwig made Layup. Assisted by Cameron Satterwhite.,59,54
4:35,2350,Foul on Lucas Williamson.,59,54
4:33,57,Egor Koulechov missed Jumper.,59,54
4:33,2350,Aundre Jackson Block.,59,54
4:33,2350,Cameron Satterwhite Defensive Rebound.,59,54
4:07,2350,Cameron Krutwig made Jumper.,61,54
3:59,57,Jalen Hudson missed Three Point Jumper.,61,54
3:59,57,Egor Koulechov Offensive Rebound.,61,54
3:55,57,Egor Koulechov made Layup.,61,56
3:25,2350,Donte Ingram missed Three Point Jumper.,61,56
3:25,57,Egor Koulechov Defensive Rebound.,61,56
2:55,57,Kevarrius Hayes missed Jumper.,61,56
2:55,2350,Cameron Satterwhite Defensive Rebound.,61,56
2:36,2350,Cameron Krutwig missed Jumper.,61,56
2:36,57,Jalen Hudson Defensive Rebound.,61,56
2:23,2350,Foul on Adarius Avery.,61,56
2:23,57,Official TV Timeout,61,56
2:23,57,KeVaughn Allen made Free Throw.,61,57
2:23,57,KeVaughn Allen missed Free Throw.,61,57
2:23,2350,Donte Ingram Defensive Rebound.,61,57
1:58,2350,Cameron Krutwig Turnover.,61,57
1:58,57,Chris Chiozza Steal.,61,57
1:34,57,Chris Chiozza made Layup.,61,59
1:11,2350,Lucas Williamson missed Jumper.,61,59
1:11,57,Chris Chiozza Defensive Rebound.,61,59
1:05,57,Jalen Hudson missed Three Point Jumper.,61,59
1:05,2350,Cameron Satterwhite Defensive Rebound.,61,59
0:46,2350,Loyola-Chicago  Timeout,61,59
0:35,2350,Aundre Jackson Turnover.,61,59
0:35,57,Chris Chiozza Steal.,61,59
0:35,57,Florida  Timeout,61,59
0:35,57,Jump Ball won by Florida,61,59
0:23,57,KeVaughn Allen missed Layup.,61,59
0:23,57,Kevarrius Hayes Offensive Rebound.,61,59
0:23,57,Kevarrius Hayes Turnover.,61,59
0:16,57,Foul on Chris Chiozza.,61,59
0:16,2350,Cameron Satterwhite made Free Throw.,62,59
0:16,2350,Cameron Satterwhite made Free Throw.,63,59
0:08,57,Chris Chiozza missed Layup.,63,59
0:08,57,Florida Offensive Rebound.,63,59
0:05,57,Jalen Hudson missed Three Point Jumper.,63,59
0:05,57,Egor Koulechov Offensive Rebound.,63,59
0:04,57,Egor Koulechov missed Jumper.,63,59
0:04,2350,Lucas Williamson Defensive Rebound.,63,59
0:02,2350,Cameron Satterwhite made Free Throw.,64,59
0:02,57,Foul on Jalen Hudson.,64,59
0:02,2350,Cameron Satterwhite made Free Throw.,65,59
0:00,57,End of Game,65,59
