San Diego Christian,Error,Northern Arizona,2464
12:17,3096,Jordan Van Ommering Steal.,8,12
12:16,3096,Jordan Van Ommering missed Three Point Jumper.,8,12
12:16,2464,Lenell Henry Defensive Rebound.,8,12
11:59,2464,Lenell Henry Turnover.,8,12
11:47,3096,Anthony Gonzalez made Three Point Jumper. Assisted by Hayden Fredrick.,11,12
11:23,3096,Foul on Dominique Watkins.,11,12
11:04,2464,Karl Harris missed Jumper.,11,12
11:04,3096,Anthony Gonzalez Defensive Rebound.,11,12
10:55,3096,Anthony Gonzalez Turnover.,11,12
10:54,2464,Gino Littles Steal.,11,12
10:50,3096,Foul on Anthony Gonzalez.,11,12
10:50,2464,Chris Bowling made Free Throw.,11,13
10:50,2464,Chris Bowling made Free Throw.,11,14
10:30,3096,Jordan Van Ommering missed Three Point Jumper.,11,14
10:30,2464,Isaiah Thomas Defensive Rebound.,11,14
10:11,2464,Gino Littles missed Layup.,11,14
10:11,3096,Jordan Van Ommering Defensive Rebound.,11,14
9:57,3096,Hayden Fredrick Turnover.,11,14
9:37,2464,Isaiah Thomas made Dunk. Assisted by Jojo Anderson.,11,16
9:16,3096,Rovan Halloway made Layup. Assisted by Derek Novsek.,13,16
9:16,2464,Northern Arizona  Timeout,13,16
9:02,2464,Jojo Anderson missed Three Point Jumper.,13,16
9:02,3096,Rovan Halloway Defensive Rebound.,13,16
8:34,3096,Hayden Fredrick missed Three Point Jumper.,13,16
8:34,2464,Isaiah Thomas Defensive Rebound.,13,16
8:10,2464,Chris Bowling missed Three Point Jumper.,13,16
8:10,3096,Hayden Fredrick Defensive Rebound.,13,16
8:02,3096,Shawn Stanley missed Three Point Jumper.,13,16
8:02,2464,Isaiah Thomas Defensive Rebound.,13,16
7:38,2464,Jojo Anderson made Layup.,13,18
7:38,3096,Foul on Derek Novsek.,13,18
7:38,2464,Jojo Anderson missed Free Throw.,13,18
7:38,3096,Stephen Short Defensive Rebound.,13,18
7:18,3096,Derek Novsek made Jumper.,15,18
6:51,2464,Foul on Corey Brown.,15,18
6:51,2464,Corey Brown Turnover.,15,18
6:51,3096,Foul on Alex Dumas.,15,18
6:51,3096,Alex Dumas Turnover.,15,18
6:46,2464,Torry Johnson missed Layup.,15,18
6:46,3096,Nick Crankshaw Defensive Rebound.,15,18
6:36,3096,Derek Novsek made Jumper.,17,18
6:06,2464,Torry Johnson missed Three Point Jumper.,17,18
6:06,2464,Jojo Anderson Offensive Rebound.,17,18
6:00,2464,Torry Johnson missed Layup.,17,18
6:00,2464,Isaiah Thomas Offensive Rebound.,17,18
5:56,2464,Isaiah Thomas made Layup.,17,20
5:43,3096,Derek Novsek missed Three Point Jumper.,17,20
5:43,2464,Isaiah Thomas Defensive Rebound.,17,20
5:36,2464,Torry Johnson made Layup.,17,22
5:36,3096,Foul on Alex Dumas.,17,22
5:36,2464,Torry Johnson made Free Throw.,17,23
5:15,2464,Foul on Gino Littles.,17,23
5:10,3096,Foul on Stephen Short.,17,23
5:10,3096,Stephen Short Turnover.,17,23
4:50,2464,Torry Johnson missed Three Point Jumper.,17,23
4:50,2464,Isaiah Thomas Offensive Rebound.,17,23
4:46,2464,Jojo Anderson missed Three Point Jumper.,17,23
4:46,2464,Isaiah Thomas Offensive Rebound.,17,23
4:30,2464,Torry Johnson missed Three Point Jumper.,17,23
4:30,3096,San Diego Christian College Defensive Rebound.,17,23
4:13,3096,Kyle Corbett made Layup. Assisted by Dominique Watkins.,19,23
4:13,2464,Foul on Kye De Laveaga.,19,23
4:13,3096,Kyle Corbett missed Free Throw.,19,23
4:13,2464,Torry Johnson Defensive Rebound.,19,23
4:02,2464,Isaiah Thomas made Dunk. Assisted by Kye De Laveaga.,19,25
3:34,3096,Derek Novsek made Layup. Assisted by Nick Crankshaw.,21,25
3:15,2464,Torry Johnson made Jumper.,21,27
3:06,3096,Dominique Watkins Turnover.,21,27
2:47,2464,Lenell Henry made Layup. Assisted by Torry Johnson.,21,29
2:16,3096,Hayden Fredrick missed Three Point Jumper.,21,29
2:16,2464,Isaiah Thomas Defensive Rebound.,21,29
1:59,2464,Jojo Anderson missed Three Point Jumper.,21,29
1:59,2464,Isaiah Thomas Offensive Rebound.,21,29
1:53,2464,Jojo Anderson missed Layup.,21,29
1:53,3096,Hayden Fredrick Block.,21,29
1:50,3096,Hayden Fredrick Defensive Rebound.,21,29
1:46,3096,Hayden Fredrick Turnover.,21,29
1:32,2464,Chris Bowling Turnover.,21,29
1:30,3096,Derek Novsek Steal.,21,29
1:26,3096,Rovan Halloway made Layup. Assisted by Shawn Stanley.,23,29
1:03,2464,Lenell Henry missed Jumper.,23,29
1:03,2464,Jojo Anderson Offensive Rebound.,23,29
0:52,2464,Jojo Anderson Turnover.,23,29
0:50,3096,Hayden Fredrick Steal.,23,29
0:47,3096,Derek Novsek made Layup. Assisted by Hayden Fredrick.,25,29
0:26,2464,Lenell Henry made Three Point Jumper.,25,32
0:04,3096,Nick Crankshaw made Three Point Jumper. Assisted by Hayden Fredrick.,28,32
0:00,2464,End of 1st half,28,32
19:47,2464,Karl Harris made Layup.,28,34
19:26,3096,Hayden Fredrick missed Three Point Jumper.,28,34
19:26,3096,Nick Crankshaw Offensive Rebound.,28,34
19:19,2464,Foul on Corey Brown.,28,34
19:19,3096,Rovan Halloway made Free Throw.,29,34
19:19,3096,Rovan Halloway made Free Throw.,30,34
19:04,2464,Karl Harris missed Layup.,30,34
19:04,2464,Isaiah Thomas Offensive Rebound.,30,34
18:59,3096,Foul on Nick Crankshaw.,30,34
18:59,2464,Isaiah Thomas made Free Throw.,30,35
18:59,2464,Isaiah Thomas made Free Throw.,30,36
18:38,3096,Hayden Fredrick made Layup.,32,36
18:22,2464,Karl Harris missed Three Point Jumper.,32,36
18:22,3096,Hayden Fredrick Defensive Rebound.,32,36
18:07,3096,Hayden Fredrick missed Three Point Jumper.,32,36
18:07,2464,Isaiah Thomas Defensive Rebound.,32,36
17:52,2464,Isaiah Thomas Turnover.,32,36
17:44,3096,Hayden Fredrick made Jumper. Assisted by Derek Novsek.,34,36
17:21,2464,Gino Littles made Three Point Jumper. Assisted by Jojo Anderson.,34,39
16:56,3096,Derek Novsek missed Three Point Jumper.,34,39
16:56,2464,Karl Harris Defensive Rebound.,34,39
16:31,2464,Karl Harris missed Jumper.,34,39
16:31,3096,Nick Crankshaw Defensive Rebound.,34,39
16:22,3096,Nick Crankshaw made Three Point Jumper.,37,39
16:04,2464,Gino Littles made Three Point Jumper.,37,42
15:39,3096,Hayden Fredrick missed Jumper.,37,42
15:39,2464,Isaiah Thomas Defensive Rebound.,37,42
15:26,2464,Isaiah Thomas made Dunk. Assisted by Jojo Anderson.,37,44
15:11,3096,Stephen Short missed Three Point Jumper.,37,44
15:11,2464,Karl Harris Defensive Rebound.,37,44
15:05,2464,Karl Harris made Layup.,37,46
14:59,3096,San Diego Christian College  Timeout,37,46
14:40,3096,Stephen Short missed Layup.,37,46
14:40,2464,Jojo Anderson Block.,37,46
14:38,2464,Isaiah Thomas Defensive Rebound.,37,46
14:33,2464,Karl Harris made Layup.,37,48
14:19,3096,Hayden Fredrick missed Layup.,37,48
14:19,2464,Karl Harris Defensive Rebound.,37,48
14:07,2464,Karl Harris made Three Point Jumper. Assisted by Jojo Anderson.,37,51
13:49,3096,Shawn Stanley missed Three Point Jumper.,37,51
13:49,2464,Karl Harris Defensive Rebound.,37,51
13:34,2464,Karl Harris missed Three Point Jumper.,37,51
13:34,2464,Gino Littles Offensive Rebound.,37,51
13:29,2464,Gino Littles made Layup.,37,53
13:15,3096,Hayden Fredrick Turnover.,37,53
13:04,2464,Corey Brown made Layup. Assisted by Gino Littles.,37,55
12:51,3096,Derek Novsek made Three Point Jumper. Assisted by Anthony Gonzalez.,40,55
12:33,2464,Corey Brown made Jumper.,40,57
12:21,3096,Derek Novsek made Three Point Jumper. Assisted by Anthony Gonzalez.,43,57
11:54,2464,Gino Littles missed Jumper.,43,57
11:54,2464,Gino Littles Offensive Rebound.,43,57
11:41,2464,Torry Johnson missed Jumper.,43,57
11:41,3096,Nick Crankshaw Block.,43,57
11:39,3096,Dominique Watkins Defensive Rebound.,43,57
11:37,3096,Foul on Derek Novsek.,43,57
11:37,3096,Derek Novsek Turnover.,43,57
11:11,2464,Gino Littles missed Jumper.,43,57
11:11,2464,Corey Brown Offensive Rebound.,43,57
11:06,2464,Corey Brown missed Layup.,43,57
11:06,3096,Stephen Short Defensive Rebound.,43,57
10:50,3096,Foul on Dominique Watkins.,43,57
10:50,3096,Dominique Watkins Turnover.,43,57
10:42,2464,Torry Johnson missed Jumper.,43,57
10:42,3096,Anthony Gonzalez Defensive Rebound.,43,57
10:34,3096,Derek Novsek made Layup. Assisted by Anthony Gonzalez.,45,57
10:16,2464,Torry Johnson Turnover.,45,57
10:14,3096,Anthony Gonzalez Steal.,45,57
10:12,3096,Anthony Gonzalez made Layup.,47,57
9:53,3096,Foul on Dominique Watkins.,47,57
9:46,3096,Foul on Nick Crankshaw.,47,57
9:36,2464,Chris Bowling Turnover.,47,57
9:34,3096,Alex Dumas Steal.,47,57
9:24,2464,Foul on Chris Bowling.,47,57
9:19,3096,Derek Novsek missed Jumper.,47,57
9:19,2464,Karl Harris Block.,47,57
9:18,3096,Anthony Gonzalez Offensive Rebound.,47,57
9:11,3096,Jordan Van Ommering missed Three Point Jumper.,47,57
9:11,2464,Northern Arizona Defensive Rebound.,47,57
9:07,3096,Foul on Derek Novsek.,47,57
9:01,2464,Jojo Anderson Turnover.,47,57
8:39,3096,Anthony Gonzalez missed Three Point Jumper.,47,57
8:39,2464,Jojo Anderson Defensive Rebound.,47,57
8:29,2464,Karl Harris made Dunk. Assisted by Jojo Anderson.,47,59
8:19,2464,Foul on Karl Harris.,47,59
8:14,2464,Foul on Isaiah Thomas.,47,59
8:05,3096,Alex Dumas made Layup.,49,59
7:47,2464,Karl Harris missed Jumper.,49,59
7:47,3096,Derek Novsek Defensive Rebound.,49,59
7:34,3096,Alex Dumas made Three Point Jumper. Assisted by Derek Novsek.,52,59
7:18,2464,Jojo Anderson made Three Point Jumper. Assisted by Karl Harris.,52,62
7:04,3096,Rovan Halloway made Layup. Assisted by Alex Dumas.,54,62
6:40,3096,Foul on Alex Dumas.,54,62
6:40,2464,Karl Harris made Free Throw.,54,63
6:40,2464,Karl Harris missed Free Throw.,54,63
6:40,3096,Derek Novsek Defensive Rebound.,54,63
6:30,3096,Derek Novsek missed Three Point Jumper.,54,63
6:30,3096,Alex Dumas Offensive Rebound.,54,63
6:25,3096,Alex Dumas made Layup.,56,63
6:11,2464,Foul on Corey Brown.,56,63
6:11,2464,Corey Brown Turnover.,56,63
6:00,3096,Jordan Van Ommering made Layup. Assisted by Alex Dumas.,58,63
6:00,2464,Foul on Kye De Laveaga.,58,63
6:00,3096,Jordan Van Ommering missed Free Throw.,58,63
6:00,2464,Karl Harris Defensive Rebound.,58,63
5:57,2464,Karl Harris Turnover.,58,63
5:56,3096,Alex Dumas Steal.,58,63
5:52,3096,Alex Dumas made Layup.,60,63
5:45,2464,Northern Arizona  Timeout,60,63
5:38,3096,Foul on Alex Dumas.,60,63
5:38,2464,Jojo Anderson missed Free Throw.,60,63
5:38,3096,Anthony Gonzalez Defensive Rebound.,60,63
5:25,3096,Alex Dumas missed Three Point Jumper.,60,63
5:25,2464,Gino Littles Defensive Rebound.,60,63
5:12,2464,Kye De Laveaga made Three Point Jumper. Assisted by Gino Littles.,60,66
4:45,3096,Derek Novsek made Three Point Jumper. Assisted by Nick Crankshaw.,63,66
4:26,2464,Isaiah Thomas made Layup. Assisted by Corey Brown.,63,68
4:11,2464,Foul on Isaiah Thomas.,63,68
4:11,3096,Alex Dumas missed Free Throw.,63,68
4:11,3096,San Diego Christian College Deadball Team Rebound.,63,68
4:11,3096,Alex Dumas made Free Throw.,64,68
3:53,2464,Isaiah Thomas made Layup. Assisted by Jojo Anderson.,64,70
3:52,3096,Foul on Rovan Halloway.,64,70
3:52,2464,Isaiah Thomas made Free Throw.,64,71
3:34,3096,Hayden Fredrick missed Three Point Jumper.,64,71
3:34,2464,Lenell Henry Defensive Rebound.,64,71
3:05,2464,Karl Harris missed Jumper.,64,71
3:05,3096,San Diego Christian College Defensive Rebound.,64,71
3:01,2464,Foul on Lenell Henry.,64,71
3:01,3096,Nick Crankshaw made Free Throw.,65,71
3:01,3096,Nick Crankshaw missed Free Throw.,65,71
3:01,2464,Isaiah Thomas Defensive Rebound.,65,71
2:43,2464,Karl Harris missed Layup.,65,71
2:43,3096,Derek Novsek Defensive Rebound.,65,71
2:36,3096,Derek Novsek Turnover.,65,71
2:35,2464,Gino Littles Steal.,65,71
2:31,2464,Karl Harris missed Layup.,65,71
2:31,3096,Derek Novsek Defensive Rebound.,65,71
2:27,2464,Foul on Lenell Henry.,65,71
2:27,3096,Derek Novsek made Free Throw.,66,71
2:27,3096,Derek Novsek made Free Throw.,67,71
2:26,3096,Foul on Anthony Gonzalez.,67,71
2:26,2464,Karl Harris missed Free Throw.,67,71
2:26,2464,Northern Arizona Deadball Team Rebound.,67,71
2:26,2464,Karl Harris made Free Throw.,67,72
2:03,3096,Anthony Gonzalez made Layup.,69,72
1:32,2464,Gino Littles missed Layup.,69,72
1:32,3096,Shawn Stanley Defensive Rebound.,69,72
1:16,3096,Hayden Fredrick missed Three Point Jumper.,69,72
1:16,2464,Karl Harris Defensive Rebound.,69,72
0:54,3096,Foul on Shawn Stanley.,69,72
0:54,2464,Jojo Anderson made Free Throw.,69,73
0:54,2464,Jojo Anderson missed Free Throw.,69,73
0:54,3096,Nick Crankshaw Defensive Rebound.,69,73
0:40,3096,Derek Novsek missed Three Point Jumper.,69,73
0:40,2464,Karl Harris Defensive Rebound.,69,73
0:26,3096,Foul on Shawn Stanley.,69,73
0:26,2464,Gino Littles made Free Throw.,69,74
0:26,2464,Gino Littles made Free Throw.,69,75
0:20,2464,Foul on Karl Harris.,69,75
0:20,3096,Derek Novsek made Free Throw.,70,75
0:20,3096,Derek Novsek missed Free Throw.,70,75
0:20,2464,Karl Harris Defensive Rebound.,70,75
0:18,3096,Foul on Hayden Fredrick.,70,75
0:18,2464,Karl Harris made Free Throw.,70,76
0:18,2464,Karl Harris made Free Throw.,70,77
0:12,3096,Hayden Fredrick Turnover.,70,77
0:10,2464,Kye De Laveaga Steal.,70,77
0:08,3096,Foul on Hayden Fredrick.,70,77
0:08,2464,Jojo Anderson made Free Throw.,70,78
0:08,2464,Jojo Anderson made Free Throw.,70,79
0:04,3096,Derek Novsek missed Three Point Jumper.,70,79
0:04,2464,Gino Littles Defensive Rebound.,70,79
0:00,2464,End of Game,70,79
