Oakland,2199,Eastern Michigan,2473
10:04,2473,Isaiah Brock Block.,15,16
10:03,2199,Eastern Michigan Offensive Rebound.,15,16
9:50,2199,James Thompson IV made Layup. Assisted by Malik Ellison.,15,18
9:37,2473,Jalen Hayes made Layup. Assisted by Nick Daniels.,17,18
9:18,2199,James Thompson IV made Layup.,17,20
9:06,2473,Martez Walker made Three Point Jumper. Assisted by Kendrick Nunn.,20,20
9:06,2199,Foul on Ty Groce.,20,20
9:06,2473,Martez Walker made Free Throw.,21,20
8:46,2199,James Thompson IV made Layup. Assisted by Malik Ellison.,21,22
8:35,2473,Nick Daniels made Three Point Jumper. Assisted by Kendrick Nunn.,24,22
8:22,2199,Malik Ellison missed Three Point Jumper.,24,22
8:22,2473,Martez Walker Defensive Rebound.,24,22
8:15,2473,Martez Walker made Layup.,26,22
8:15,2199,Eastern Michigan  Timeout,26,22
8:15,2199,Official TV Timeout,26,22
7:59,2199,Tim Bond made Three Point Jumper. Assisted by Paul Jackson.,26,25
7:48,2473,Jalen Hayes missed Jumper.,26,25
7:48,2473,Chris Palombizio Offensive Rebound.,26,25
7:43,2473,Martez Walker missed Three Point Jumper.,26,25
7:43,2473,Jalen Hayes Offensive Rebound.,26,25
7:42,2199,Foul on Tim Bond.,26,25
7:29,2473,Jalen Hayes made Jumper.,28,25
6:59,2199,James Thompson IV made Dunk. Assisted by Malik Ellison.,28,27
6:37,2473,Kendrick Nunn made Layup. Assisted by Jalen Hayes.,30,27
6:37,2199,Foul on Tim Bond.,30,27
6:37,2473,Kendrick Nunn missed Free Throw.,30,27
6:37,2199,James Thompson IV Defensive Rebound.,30,27
6:27,2199,Paul Jackson missed Three Point Jumper.,30,27
6:27,2199,Jordan Nobles Offensive Rebound.,30,27
6:24,2473,Foul on Martez Walker.,30,27
6:20,2199,Elijah Minnie made Layup.,30,29
6:03,2473,Kendrick Nunn missed Layup.,30,29
6:03,2199,Elijah Minnie Block.,30,29
6:03,2473,Oakland Offensive Rebound.,30,29
6:01,2473,Nick Daniels Turnover.,30,29
6:01,2199,Malik Ellison Steal.,30,29
5:58,2199,Malik Ellison missed Layup.,30,29
5:58,2473,Chris Palombizio Block.,30,29
5:56,2473,Chris Palombizio Defensive Rebound.,30,29
5:47,2473,Jalen Hayes missed Jumper.,30,29
5:47,2199,Elijah Minnie Defensive Rebound.,30,29
5:37,2473,Foul on Chris Palombizio.,30,29
5:37,2199,James Thompson IV made Free Throw.,30,30
5:37,2199,James Thompson IV made Free Throw.,30,31
5:18,2473,Brailen Neely Turnover.,30,31
5:17,2199,Jordan Nobles Steal.,30,31
5:00,2199,Paul Jackson missed Layup.,30,31
5:00,2473,Martez Walker Block.,30,31
5:00,2199,Eastern Michigan Offensive Rebound.,30,31
4:50,2199,Paul Jackson missed Jumper.,30,31
4:50,2473,Isaiah Brock Defensive Rebound.,30,31
4:49,2199,Foul on James Thompson IV.,30,31
4:49,2473,Isaiah Brock made Free Throw.,31,31
4:49,2473,Isaiah Brock missed Free Throw.,31,31
4:49,2199,James Thompson IV Defensive Rebound.,31,31
4:26,2199,Elijah Minnie missed Three Point Jumper.,31,31
4:26,2199,James Thompson IV Offensive Rebound.,31,31
4:21,2199,James Thompson IV Turnover.,31,31
4:21,2199,Foul on James Thompson IV.,31,31
4:13,2473,Kendrick Nunn missed Three Point Jumper.,31,31
4:13,2473,Isaiah Brock Offensive Rebound.,31,31
4:09,2199,Foul on Elijah Minnie.,31,31
4:09,2473,Isaiah Brock missed Free Throw.,31,31
4:09,2473,Oakland Deadball Team Rebound.,31,31
4:09,2473,Isaiah Brock missed Free Throw.,31,31
4:09,2199,Bud Jones Defensive Rebound.,31,31
3:47,2199,Paul Jackson missed Three Point Jumper.,31,31
3:47,2473,Isaiah Brock Defensive Rebound.,31,31
3:39,2473,Nick Daniels made Three Point Jumper. Assisted by Isaiah Brock.,34,31
3:21,2199,Jordan Nobles Turnover.,34,31
3:20,2473,Nick Daniels Steal.,34,31
3:18,2473,Nick Daniels Turnover.,34,31
3:17,2199,Paul Jackson Steal.,34,31
3:00,2199,Kevin McAdoo missed Three Point Jumper.,34,31
3:00,2199,Elijah Minnie Offensive Rebound.,34,31
3:00,2473,Foul on Nick Daniels.,34,31
3:00,2199,Official TV Timeout,34,31
3:00,2199,Elijah Minnie made Free Throw.,34,32
3:00,2199,Elijah Minnie made Free Throw.,34,33
2:58,2199,Official TV Timeout,34,31
2:51,2199,Foul on Bud Jones.,34,33
2:51,2473,Jalen Hayes made Free Throw.,35,33
2:51,2473,Jalen Hayes missed Free Throw.,35,33
2:51,2199,Elijah Minnie Defensive Rebound.,35,33
2:30,2199,Paul Jackson made Layup.,35,35
2:16,2473,Jalen Hayes made Jumper.,37,35
2:16,2199,Foul on Jordan Nobles.,37,35
2:16,2473,Julius Palmer made Free Throw.,38,35
2:16,2473,Julius Palmer made Free Throw.,39,35
1:56,2199,Paul Jackson missed Jumper.,39,35
1:56,2473,Julius Palmer Block.,39,35
1:55,2199,Bud Jones Offensive Rebound.,39,35
1:53,2199,Bud Jones missed Layup.,39,35
1:53,2473,Jalen Hayes Defensive Rebound.,39,35
1:45,2473,Nick Daniels Turnover.,39,35
1:32,2199,Elijah Minnie Turnover.,39,35
1:30,2473,Kendrick Nunn Steal.,39,35
1:28,2473,Jalen Hayes made Layup. Assisted by Kendrick Nunn.,41,35
1:27,2199,Foul on Elijah Minnie.,41,35
1:27,2473,Jalen Hayes made Free Throw.,42,35
1:04,2199,Paul Jackson made Layup.,42,37
0:54,2473,Chris Palombizio missed Jumper.,42,37
0:54,2199,Jordan Nobles Defensive Rebound.,42,37
0:39,2199,Paul Jackson made Jumper.,42,39
0:38,2473,Oakland  Timeout,42,39
0:14,2473,Kendrick Nunn made Three Point Jumper.,45,39
0:04,2199,Paul Jackson made Three Point Jumper.,45,42
0:00,2199,End of 1st half,45,42
19:41,2199,Tim Bond made Layup.,45,44
19:22,2473,Nick Daniels missed Three Point Jumper.,45,44
19:22,2473,Jalen Hayes Offensive Rebound.,45,44
19:17,2473,Martez Walker made Three Point Jumper. Assisted by Jalen Hayes.,48,44
18:54,2199,Paul Jackson missed Layup.,48,44
18:54,2473,Nick Daniels Defensive Rebound.,48,44
18:34,2473,Jalen Hayes missed Layup.,48,44
18:34,2199,Jordan Nobles Defensive Rebound.,48,44
18:11,2199,Jordan Nobles missed Three Point Jumper.,48,44
18:11,2199,Elijah Minnie Offensive Rebound.,48,44
18:06,2199,Elijah Minnie made Layup.,48,46
17:55,2473,Kendrick Nunn made Three Point Jumper. Assisted by Martez Walker.,51,46
17:39,2199,James Thompson IV made Layup. Assisted by Paul Jackson.,51,48
17:39,2473,Foul on Isaiah Brock.,51,48
17:39,2199,James Thompson IV missed Free Throw.,51,48
17:39,2473,Kendrick Nunn Defensive Rebound.,51,48
17:17,2473,Nick Daniels missed Three Point Jumper.,51,48
17:17,2199,Tim Bond Defensive Rebound.,51,48
17:10,2199,Elijah Minnie made Dunk. Assisted by Tim Bond.,51,50
16:56,2473,Jalen Hayes missed Layup.,51,50
16:56,2473,Isaiah Brock Offensive Rebound.,51,50
16:54,2473,Isaiah Brock made Layup.,53,50
16:54,2199,Foul on Tim Bond.,53,50
16:54,2473,Isaiah Brock missed Free Throw.,53,50
16:54,2199,Elijah Minnie Defensive Rebound.,53,50
16:42,2199,Paul Jackson missed Layup.,53,50
16:42,2473,Isaiah Brock Block.,53,50
16:41,2199,Elijah Minnie Offensive Rebound.,53,50
16:39,2199,Elijah Minnie made Layup.,53,52
16:25,2473,Isaiah Brock made Layup.,55,52
16:14,2473,Foul on Kendrick Nunn.,55,52
16:11,2199,Paul Jackson Turnover.,55,52
15:53,2473,Kendrick Nunn missed Three Point Jumper.,55,52
15:53,2199,Eastern Michigan Defensive Rebound.,55,52
15:49,2199,Official TV Timeout,55,52
15:33,2199,Elijah Minnie missed Three Point Jumper.,55,52
15:33,2199,Jordan Nobles Offensive Rebound.,55,52
15:30,2199,Jordan Nobles made Two Point Tip Shot.,55,54
15:16,2473,Martez Walker missed Three Point Jumper.,55,54
15:16,2199,Elijah Minnie Block.,55,54
15:14,2473,Martez Walker Offensive Rebound.,55,54
15:12,2473,Isaiah Brock missed Layup.,55,54
15:12,2199,James Thompson IV Block.,55,54
15:10,2199,Paul Jackson Defensive Rebound.,55,54
15:04,2199,Elijah Minnie missed Jumper.,55,54
15:04,2199,Ty Groce Offensive Rebound.,55,54
15:04,2473,Foul on Martez Walker.,55,54
15:04,2199,Ty Groce missed Free Throw.,55,54
15:04,2199,Eastern Michigan Deadball Team Rebound.,55,54
15:04,2199,Ty Groce made Free Throw.,55,55
14:51,2473,Jalen Hayes Turnover.,55,55
14:50,2199,Ty Groce Steal.,55,55
14:49,2473,Foul on Kendrick Nunn.,55,55
14:34,2199,Paul Jackson missed Layup.,55,55
14:34,2473,Brailen Neely Block.,55,55
14:32,2473,Jalen Hayes Defensive Rebound.,55,55
14:22,2473,Jalen Hayes Turnover.,55,55
14:01,2199,James Thompson IV made Dunk. Assisted by Jordan Nobles.,55,57
13:42,2473,Isaiah Brock made Dunk. Assisted by Kendrick Nunn.,57,57
13:19,2199,James Thompson IV made Layup.,57,59
13:12,2473,Brailen Neely Turnover.,57,59
13:11,2199,Ty Groce Steal.,57,59
12:55,2199,Paul Jackson made Jumper.,57,61
12:34,2473,Jalen Hayes missed Layup.,57,61
12:34,2199,James Thompson IV Defensive Rebound.,57,61
12:13,2199,Ty Groce Turnover.,57,61
11:56,2473,Martez Walker made Layup.,59,61
11:45,2199,Tim Bond Turnover.,59,61
11:45,2199,Official TV Timeout,59,61
11:34,2473,Kendrick Nunn Turnover.,59,61
11:33,2199,Tim Bond Steal.,59,61
11:26,2199,Elijah Minnie made Jumper. Assisted by Paul Jackson.,59,63
11:16,2473,Kendrick Nunn made Three Point Jumper. Assisted by Nick Daniels.,62,63
10:52,2199,James Thompson IV made Layup.,62,65
10:36,2473,Jalen Hayes missed Layup.,62,65
10:36,2199,James Thompson IV Block.,62,65
10:35,2199,Tim Bond Defensive Rebound.,62,65
10:34,2473,Foul on Jalen Hayes.,62,65
10:19,2473,Foul on Julius Palmer.,62,65
10:19,2199,Paul Jackson made Free Throw.,62,66
10:19,2199,Paul Jackson made Free Throw.,62,67
10:13,2473,Kendrick Nunn Turnover.,62,67
10:12,2199,Elijah Minnie Steal.,62,67
10:11,2473,Foul on Martez Walker.,62,67
10:11,2199,Elijah Minnie missed Free Throw.,62,67
10:11,2473,Kendrick Nunn Defensive Rebound.,62,67
10:00,2473,Kendrick Nunn missed Three Point Jumper.,62,67
10:00,2473,Julius Palmer Offensive Rebound.,62,67
9:50,2473,Jalen Hayes missed Layup.,62,67
9:50,2199,James Thompson IV Defensive Rebound.,62,67
9:44,2199,Tim Bond missed Layup.,62,67
9:44,2473,Julius Palmer Block.,62,67
9:43,2473,Brailen Neely Defensive Rebound.,62,67
9:38,2473,Nick Daniels missed Layup.,62,67
9:38,2199,James Thompson IV Block.,62,67
9:36,2199,James Thompson IV Defensive Rebound.,62,67
9:32,2199,Elijah Minnie made Three Point Jumper. Assisted by Tim Bond.,62,70
9:17,2473,Jalen Hayes made Jumper. Assisted by Kendrick Nunn.,64,70
8:56,2473,Foul on Jalen Hayes.,64,70
8:56,2199,Elijah Minnie made Free Throw.,64,71
8:56,2199,Elijah Minnie missed Free Throw.,64,71
8:56,2473,Jalen Hayes Defensive Rebound.,64,71
8:43,2473,Kendrick Nunn missed Three Point Jumper.,64,71
8:43,2199,Tim Bond Defensive Rebound.,64,71
8:34,2199,Jordan Nobles missed Layup.,64,71
8:34,2199,James Thompson IV Offensive Rebound.,64,71
8:31,2199,James Thompson IV made Dunk.,64,73
8:21,2199,Foul on Elijah Minnie.,64,73
8:21,2473,Julius Palmer made Free Throw.,65,73
8:21,2473,Julius Palmer made Free Throw.,66,73
8:03,2473,Foul on Julius Palmer.,66,73
8:03,2199,Elijah Minnie made Free Throw.,66,74
8:03,2199,Elijah Minnie made Free Throw.,66,75
7:48,2199,Official TV Timeout,66,75
7:40,2473,Martez Walker made Three Point Jumper. Assisted by Jalen Hayes.,69,75
7:26,2199,Malik Ellison Turnover.,69,75
7:25,2473,Jalen Hayes Steal.,69,75
7:21,2199,Foul on Paul Jackson.,69,75
7:21,2473,Martez Walker missed Free Throw.,69,75
7:21,2473,Oakland Deadball Team Rebound.,69,75
7:21,2473,Martez Walker made Free Throw.,70,75
7:00,2199,Tim Bond made Jumper.,70,77
6:41,2473,Jalen Hayes made Jumper.,72,77
6:06,2199,Tim Bond Turnover.,72,77
6:05,2473,Nick Daniels Steal.,72,77
6:03,2199,Foul on Paul Jackson.,72,77
6:03,2473,Martez Walker made Free Throw.,73,77
6:03,2473,Martez Walker made Free Throw.,74,77
5:41,2199,Elijah Minnie missed Three Point Jumper.,74,77
5:41,2199,Eastern Michigan Offensive Rebound.,74,77
5:38,2199,Eastern Michigan  Timeout,74,77
5:38,2199,Official TV Timeout,74,77
5:36,2199,Official TV Timeout,74,77
5:32,2199,Elijah Minnie made Three Point Jumper. Assisted by Tim Bond.,74,80
5:15,2473,Julius Palmer made Layup. Assisted by Jalen Hayes.,76,80
4:59,2199,Jordan Nobles made Layup. Assisted by Tim Bond.,76,82
4:43,2473,Jalen Hayes made Layup.,78,82
4:43,2199,Foul on James Thompson IV.,78,82
4:43,2473,Jalen Hayes made Free Throw.,79,82
4:26,2199,Tim Bond missed Three Point Jumper.,79,82
4:26,2473,Martez Walker Defensive Rebound.,79,82
4:01,2473,Jalen Hayes missed Three Point Jumper.,79,82
4:01,2199,James Thompson IV Defensive Rebound.,79,82
3:42,2473,Foul on Nick Daniels.,79,82
3:42,2199,Official TV Timeout,79,82
3:42,2199,Jordan Nobles missed Free Throw.,79,82
3:42,2199,Eastern Michigan Deadball Team Rebound.,79,82
3:37,2199,Jordan Nobles missed Free Throw.,79,82
3:37,2473,Jalen Hayes Defensive Rebound.,79,82
3:26,2473,Martez Walker Turnover.,79,82
3:24,2199,Elijah Minnie Steal.,79,82
3:08,2199,Jordan Nobles made Jumper. Assisted by Paul Jackson.,79,84
2:53,2473,Jalen Hayes missed Layup.,79,84
2:53,2199,Elijah Minnie Defensive Rebound.,79,84
2:28,2199,Paul Jackson Turnover.,79,84
2:18,2473,Kendrick Nunn Turnover.,79,84
2:17,2199,Tim Bond Steal.,79,84
1:54,2199,Ty Groce made Three Point Jumper. Assisted by Paul Jackson.,79,87
1:40,2473,Kendrick Nunn missed Three Point Jumper.,79,87
1:40,2199,Ty Groce Defensive Rebound.,79,87
1:17,2473,Foul on Julius Palmer.,79,87
1:17,2199,Tim Bond made Free Throw.,79,88
1:17,2199,Tim Bond missed Free Throw.,79,88
1:17,2473,Chris Palombizio Defensive Rebound.,79,88
1:09,2473,Kendrick Nunn made Three Point Jumper.,82,88
1:07,2473,Oakland  Timeout,82,88
1:02,2473,Foul on Kendrick Nunn.,82,88
1:02,2199,Tim Bond made Free Throw.,82,89
1:02,2199,Tim Bond made Free Throw.,82,90
0:55,2473,Kendrick Nunn made Three Point Jumper. Assisted by Nick Daniels.,85,90
0:55,2473,Oakland  Timeout,85,90
0:53,2473,Foul on Nick Daniels.,85,90
0:53,2199,Ty Groce made Free Throw.,85,91
0:53,2199,Ty Groce missed Free Throw.,85,91
0:53,2473,Chris Palombizio Defensive Rebound.,85,91
0:46,2473,Kendrick Nunn missed Three Point Jumper.,85,91
0:46,2199,Elijah Minnie Defensive Rebound.,85,91
0:43,2473,Foul on Jalen Hayes.,85,91
0:43,2199,Elijah Minnie missed Free Throw.,85,91
0:43,2199,Eastern Michigan Deadball Team Rebound.,85,91
0:43,2199,Elijah Minnie made Free Throw.,85,92
0:34,2473,Jalen Hayes Turnover.,85,92
0:21,2473,Foul on Nick Daniels.,85,92
0:21,2199,Tim Bond made Free Throw.,85,93
0:21,2199,Tim Bond missed Free Throw.,85,93
0:21,2473,Jalen Hayes Defensive Rebound.,85,93
0:16,2199,Foul on Jordan Nobles.,85,93
0:09,2473,Chris Palombizio made Layup.,87,93
0:09,2199,Foul on Ty Groce.,87,93
0:09,2473,Chris Palombizio missed Free Throw.,87,93
0:09,2473,Kendrick Nunn Offensive Rebound.,87,93
0:08,2473,Kendrick Nunn made Jumper.,89,93
0:08,2473,Oakland  Timeout,89,93
0:07,2473,Foul on Stan Scott.,89,93
