Wisc. Parkside,Error,UIC,82
1:26,82,Marcus Ottey missed Three Point Jumper.,23,31
1:26,-1,Joe Borcia Defensive Rebound.,23,31
1:08,-1,Jonah Matulle missed Three Point Jumper.,23,31
1:08,-1,Joe Borcia Offensive Rebound.,23,31
0:58,-1,Jonah Matulle made Layup. Assisted by Jameel Moore.,25,31
0:54,82,UIC  Timeout,25,31
0:44,82,Dikembe Dixson made Jumper.,25,33
0:10,-1,Jonah Matulle missed Jumper.,25,33
0:10,82,Jordan Blount Block.,25,33
0:09,82,Marcus Ottey Defensive Rebound.,25,33
0:04,82,Marcus Ottey made Layup.,25,35
0:00,82,End of 1st half,25,35
19:40,-1,Adam Bonk made Three Point Jumper. Assisted by Ramar Evans.,28,35
19:21,82,Tai Odiase missed Layup.,28,35
19:21,-1,UW-Parkside Defensive Rebound.,28,35
19:20,82,Foul on Jordan Blount.,28,35
18:59,-1,Adam Bonk missed Layup.,28,35
18:59,82,Tai Odiase Block.,28,35
18:57,82,Godwin Boahen Defensive Rebound.,28,35
18:52,82,Dikembe Dixson missed Jumper.,28,35
18:52,-1,Ramar Evans Defensive Rebound.,28,35
18:47,-1,Ramar Evans missed Layup.,28,35
18:47,82,Jordan Blount Block.,28,35
18:47,-1,UW-Parkside Offensive Rebound.,28,35
18:22,-1,Ramar Evans missed Jumper.,28,35
18:22,82,Godwin Boahen Defensive Rebound.,28,35
18:16,82,Dominique Matthews made Three Point Jumper. Assisted by Godwin Boahen.,28,38
17:54,82,Foul on Dikembe Dixson.,28,38
17:54,-1,Joe Borcia missed Free Throw.,28,38
17:54,-1,UW-Parkside Deadball Team Rebound.,28,38
17:54,-1,Joe Borcia made Free Throw.,29,38
17:44,82,Dominique Matthews made Layup.,29,40
17:43,-1,Foul on Bret Barclay.,29,40
17:43,82,Dominique Matthews made Free Throw.,29,41
17:21,-1,Ramar Evans missed Layup.,29,41
17:21,82,Tai Odiase Block.,29,41
17:19,82,Dominique Matthews Defensive Rebound.,29,41
17:16,82,Foul on Dominique Matthews.,29,41
17:16,82,Dominique Matthews Turnover.,29,41
16:43,-1,Espen Fjaerestad missed Three Point Jumper.,29,41
16:43,-1,UW-Parkside Offensive Rebound.,29,41
16:42,-1,UW-Parkside  Turnover.,29,41
16:36,-1,Foul on Ramar Evans.,29,41
16:36,82,Godwin Boahen missed Free Throw.,29,41
16:36,82,UIC Deadball Team Rebound.,29,41
16:36,82,Godwin Boahen made Free Throw.,29,42
16:04,-1,Adam Bonk missed Three Point Jumper.,29,42
16:04,-1,Joe Borcia Offensive Rebound.,29,42
16:01,-1,Joe Borcia missed Layup.,29,42
16:01,82,Dikembe Dixson Defensive Rebound.,29,42
16:00,82,Dikembe Dixson Turnover.,29,42
15:52,-1,Ramar Evans Turnover.,29,42
15:51,82,Dikembe Dixson Steal.,29,42
15:49,82,Dikembe Dixson made Dunk.,29,44
15:28,-1,Foul on Adam Bonk.,29,44
15:28,-1,Adam Bonk Turnover.,29,44
15:28,82,Official TV Timeout,29,44
15:16,82,Dikembe Dixson made Jumper.,29,46
14:43,-1,Linwood Lee missed Jumper.,29,46
14:43,-1,Cody McIntyre Offensive Rebound.,29,46
14:40,-1,Cody McIntyre missed Layup.,29,46
14:40,82,Tai Odiase Defensive Rebound.,29,46
14:34,-1,Foul on Jonah Matulle.,29,46
14:28,82,Godwin Boahen made Three Point Jumper. Assisted by Dikembe Dixson.,29,49
14:07,-1,Jonah Matulle missed Layup.,29,49
14:07,82,Tai Odiase Block.,29,49
14:05,82,Jordan Blount Defensive Rebound.,29,49
14:00,82,Dominique Matthews missed Three Point Jumper.,29,49
14:00,-1,Joe Borcia Defensive Rebound.,29,49
13:33,-1,Joe Borcia made Layup.,31,49
13:16,82,Dikembe Dixson made Jumper.,31,51
13:04,-1,Jonah Matulle made Layup. Assisted by Joe Borcia.,33,51
12:51,82,Godwin Boahen made Layup.,33,53
12:28,-1,Ramar Evans missed Three Point Jumper.,33,53
12:28,82,Dominique Matthews Defensive Rebound.,33,53
12:22,82,Dominique Matthews made Layup.,33,55
12:20,82,UIC  Timeout,33,55
12:03,-1,Joe Borcia Turnover.,33,55
12:02,82,Clint Robinson Steal.,33,55
12:00,82,Dominique Matthews Turnover.,33,55
12:00,82,Official TV Timeout,33,55
11:45,-1,Linwood Lee Turnover.,33,55
11:33,82,Dikembe Dixson missed Jumper.,33,55
11:33,-1,UW-Parkside Defensive Rebound.,33,55
11:08,-1,Jonah Matulle missed Three Point Jumper.,33,55
11:08,82,Michael Diggins Defensive Rebound.,33,55
11:00,82,Marcus Ottey Turnover.,33,55
10:58,-1,Linwood Lee Steal.,33,55
10:54,-1,Linwood Lee missed Layup.,33,55
10:54,82,Michael Diggins Defensive Rebound.,33,55
10:35,82,Foul on Clint Robinson.,33,55
10:23,-1,Jameel Moore missed Three Point Jumper.,33,55
10:23,82,Dikembe Dixson Defensive Rebound.,33,55
10:08,-1,Foul on Espen Fjaerestad.,33,55
10:05,82,Dikembe Dixson made Layup.,33,57
9:44,-1,Espen Fjaerestad made Three Point Jumper. Assisted by Ramar Evans.,36,57
9:20,82,Dominique Matthews missed Three Point Jumper.,36,57
9:20,82,UIC Offensive Rebound.,36,57
9:10,82,Foul on Clint Robinson.,36,57
9:10,82,Clint Robinson Turnover.,36,57
8:49,-1,Adam Bonk missed Three Point Jumper.,36,57
8:49,82,Dikembe Dixson Defensive Rebound.,36,57
8:37,82,Michael Diggins missed Three Point Jumper.,36,57
8:37,-1,Cody McIntyre Defensive Rebound.,36,57
8:28,-1,Espen Fjaerestad made Three Point Jumper. Assisted by Ramar Evans.,39,57
8:07,82,Clint Robinson missed Layup.,39,57
8:07,82,Clint Robinson Offensive Rebound.,39,57
8:06,-1,Foul on Jameel Moore.,39,57
8:06,82,Clint Robinson made Free Throw.,39,58
8:06,82,Clint Robinson made Free Throw.,39,59
7:49,-1,Jameel Moore missed Layup.,39,59
7:49,82,Jacob Wiley Block.,39,59
7:47,82,Marcus Ottey Defensive Rebound.,39,59
7:44,82,Marcus Ottey Turnover.,39,59
7:44,82,Official TV Timeout,39,59
7:34,-1,Joe Borcia made Layup. Assisted by Adam Bonk.,41,59
7:20,82,Dikembe Dixson missed Three Point Jumper.,41,59
7:20,82,UIC Offensive Rebound.,41,59
7:18,-1,Foul on Joe Borcia.,41,59
7:18,82,Clint Robinson made Free Throw.,41,60
7:18,82,Clint Robinson made Free Throw.,41,61
7:01,82,Foul on Godwin Boahen.,41,61
6:41,-1,Adam Bonk missed Jumper.,41,61
6:41,-1,Joe Borcia Offensive Rebound.,41,61
6:38,-1,Joe Borcia missed Layup.,41,61
6:38,82,UIC Defensive Rebound.,41,61
6:21,82,Marcus Ottey missed Jumper.,41,61
6:21,-1,Cody McIntyre Defensive Rebound.,41,61
6:16,-1,Adam Bonk made Three Point Jumper. Assisted by Jameel Moore.,44,61
5:53,82,Tai Odiase made Layup.,44,63
5:41,-1,Adam Bonk made Jumper. Assisted by Jonah Matulle.,46,63
5:24,82,Dominique Matthews missed Three Point Jumper.,46,63
5:24,-1,Cody McIntyre Defensive Rebound.,46,63
4:57,-1,Joe Borcia missed Layup.,46,63
4:57,82,Tai Odiase Block.,46,63
4:55,82,Tai Odiase Defensive Rebound.,46,63
4:44,82,Tai Odiase made Dunk. Assisted by Marcus Ottey.,46,65
4:26,-1,Adam Bonk missed Three Point Jumper.,46,65
4:26,82,Godwin Boahen Defensive Rebound.,46,65
4:18,82,Dominique Matthews missed Layup.,46,65
4:18,-1,UW-Parkside Defensive Rebound.,46,65
4:17,82,Foul on Dominique Matthews.,46,65
4:17,-1,Cody McIntyre made Free Throw.,47,65
4:17,-1,Cody McIntyre made Free Throw.,48,65
4:04,82,Dikembe Dixson missed Layup.,48,65
4:04,-1,Joe Borcia Block.,48,65
4:01,82,Jacob Wiley Offensive Rebound.,48,65
3:58,82,Jacob Wiley made Layup.,48,67
3:40,-1,Cody McIntyre missed Jumper.,48,67
3:40,82,Godwin Boahen Defensive Rebound.,48,67
3:31,82,Godwin Boahen made Jumper.,48,69
3:08,82,Official TV Timeout,48,69
2:56,-1,Ramar Evans missed Layup.,48,69
2:56,82,Marcus Ottey Defensive Rebound.,48,69
2:39,-1,Foul on Jonah Matulle.,48,69
2:39,82,Tai Odiase made Free Throw.,48,70
2:39,82,Tai Odiase made Free Throw.,48,71
2:19,-1,Cody McIntyre missed Layup.,48,71
2:19,82,Tai Odiase Block.,48,71
2:17,82,Jordan Blount Defensive Rebound.,48,71
2:11,82,Jordan Blount missed Layup.,48,71
2:11,-1,Ramar Evans Defensive Rebound.,48,71
1:51,-1,Jonah Matulle missed Three Point Jumper.,48,71
1:51,82,Godwin Boahen Defensive Rebound.,48,71
1:42,82,Dikembe Dixson made Jumper.,48,73
1:17,-1,Linwood Lee missed Three Point Jumper.,48,73
1:17,82,Dikembe Dixson Defensive Rebound.,48,73
1:12,82,UIC  Timeout,48,73
0:54,82,Jacob Wiley made Three Point Jumper. Assisted by Michael Diggins.,48,76
0:32,-1,Linwood Lee missed Jumper.,48,76
0:32,82,Jordan Blount Defensive Rebound.,48,76
0:01,82,UIC  Turnover.,48,76
0:00,82,End of Game,48,76
