McMurry,Error,Texas State,326
14:25,-1,Parker Gettys Turnover.,32,68
14:10,326,Shelby Adams missed Jumper.,32,68
14:10,-1,Aaron Gettys Defensive Rebound.,32,68
13:58,-1,Foul on Parker Gettys.,32,68
13:58,-1,Parker Gettys Turnover.,32,68
13:43,326,Alex Peacock made Jumper.,32,70
13:24,326,Foul on Reggie Miller.,32,70
13:24,-1,Zacc Carter missed Free Throw.,32,70
13:24,-1,McMurry Deadball Team Rebound.,32,70
13:24,-1,Zacc Carter made Free Throw.,33,70
13:13,326,Eric Terry missed Layup.,33,70
13:13,-1,Zacc Carter Block.,33,70
13:11,-1,Brandon Bullock Defensive Rebound.,33,70
13:07,-1,Aaron Gettys missed Three Point Jumper.,33,70
13:07,326,Isaiah Gurley Defensive Rebound.,33,70
13:01,-1,Foul on Colin Taylor.,33,70
13:01,326,Isaiah Gurley missed Free Throw.,33,70
13:01,326,Texas State Deadball Team Rebound.,33,70
13:01,326,Isaiah Gurley missed Free Throw.,33,70
13:01,-1,Parker Gettys Defensive Rebound.,33,70
12:52,-1,Krishawn Terry missed Three Point Jumper.,33,70
12:52,-1,Krishawn Terry Offensive Rebound.,33,70
12:48,-1,Krishawn Terry made Layup.,35,70
12:37,326,Isaiah Gurley missed Jumper.,35,70
12:37,-1,Defensive Rebound.,35,70
12:23,-1,Zacc Carter Turnover.,35,70
12:23,326,Isaiah Gurley Steal.,35,70
12:20,-1,Foul on Colin Taylor.,35,70
12:20,326,Reggie Miller made Free Throw.,35,71
12:20,326,Reggie Miller made Free Throw.,35,72
12:01,-1,Isaac Moreno missed Jumper.,35,72
12:01,326,Eric Terry Block.,35,72
11:59,326,Tyler Blount Defensive Rebound.,35,72
11:55,326,Official TV Timeout,35,72
11:55,326,Tre'Larenz Nottingham Steal.,35,72
11:55,326,Texas State  Turnover.,35,72
11:55,326,Official TV Timeout,35,72
11:37,-1,Isaac Moreno made Jumper.,37,72
11:10,-1,Foul on Isaac Moreno.,37,72
11:10,326,Reggie Miller made Free Throw.,37,73
11:10,326,Reggie Miller made Free Throw.,37,74
10:47,-1,Krishawn Terry Turnover.,37,74
10:47,326,Shelby Adams Steal.,37,74
10:47,-1,Foul on Krishawn Terry.,37,74
10:47,326,Shelby Adams missed Free Throw.,37,74
10:47,326,Texas State Deadball Team Rebound.,37,74
10:47,326,Shelby Adams made Free Throw.,37,75
10:29,-1,Elijah Johnson Turnover.,37,75
10:28,326,Eric Terry Steal.,37,75
10:26,326,Foul on Reggie Miller.,37,75
10:26,326,Reggie Miller Turnover.,37,75
9:58,-1,made Jumper.,39,75
9:47,326,Foul on Eric Terry.,39,75
9:47,326,Eric Terry Turnover.,39,75
9:37,-1,Elijah Johnson Turnover.,39,75
9:35,326,Shelby Adams Steal.,39,75
9:33,326,Shelby Adams made Layup.,39,77
9:15,-1,Foul on  .,39,77
9:15,-1,Turnover.,39,77
9:07,326,Tyler Blount missed Three Point Jumper.,39,77
9:07,326,Shelby Adams Offensive Rebound.,39,77
8:57,-1,Foul on Khalil Butler.,39,77
8:57,326,Shelby Adams missed Free Throw.,39,77
8:57,326,Texas State Deadball Team Rebound.,39,77
8:57,326,Shelby Adams made Free Throw.,39,78
8:48,-1,made Layup. Assisted by Daniel Anozie.,41,78
8:33,326,Shelby Adams made Layup. Assisted by Quentin Scott.,41,80
8:14,-1,Foul on Daniel Anozie.,41,80
8:14,-1,Daniel Anozie Turnover.,41,80
8:06,326,Quentin Scott missed Three Point Jumper.,41,80
8:06,-1,Khalil Butler Defensive Rebound.,41,80
7:59,-1,Darius Watts made Three Point Jumper. Assisted by Isaac Moreno.,44,80
7:45,326,Shelby Adams missed Three Point Jumper.,44,80
7:45,326,Quentin Scott Offensive Rebound.,44,80
7:39,-1,Foul on Daniel Anozie.,44,80
7:39,326,Official TV Timeout,44,80
7:39,326,Quentin Scott missed Free Throw.,44,80
7:39,326,Texas State Deadball Team Rebound.,44,80
7:39,326,Quentin Scott missed Free Throw.,44,80
7:39,326,Tyler Blount Offensive Rebound.,44,80
7:29,326,Isaiah Gurley made Jumper.,44,82
7:09,-1,Krishawn Terry Turnover.,44,82
7:09,326,Shelby Adams Steal.,44,82
6:52,326,Reggie Miller made Jumper. Assisted by Immanuel King.,44,84
6:52,-1,Foul on Khalil Butler.,44,84
6:52,326,Reggie Miller made Free Throw.,44,85
6:41,-1,Krishawn Terry missed Three Point Jumper.,44,85
6:41,326,Immanuel King Defensive Rebound.,44,85
6:30,326,Quentin Scott missed Jumper.,44,85
6:30,-1,Krishawn Terry Defensive Rebound.,44,85
6:23,-1,Khalil Butler missed Three Point Jumper.,44,85
6:23,326,Immanuel King Defensive Rebound.,44,85
6:13,-1,Foul on Daniel Anozie.,44,85
6:13,326,Isaiah Gurley made Free Throw.,44,86
6:13,326,Isaiah Gurley made Free Throw.,44,87
6:04,-1,Colin Taylor Turnover.,44,87
6:01,326,Quentin Scott Steal.,44,87
5:53,326,Isaiah Gurley made Layup. Assisted by Reggie Miller.,44,89
5:38,-1,Daniel Anozie Turnover.,44,89
5:38,326,Isaiah Gurley Steal.,44,89
5:25,326,Isaiah Gurley made Jumper. Assisted by Reggie Miller.,44,91
5:11,-1,Colin Taylor made Jumper.,46,91
5:02,326,Shelby Adams made Layup. Assisted by Reggie Miller.,46,93
5:00,-1,McMurry  Timeout,46,93
5:00,326,Official TV Timeout,46,93
4:49,326,Foul on Quentin Scott.,46,93
4:49,-1,Krishawn Terry missed Free Throw.,46,93
4:49,326,Shelby Adams Defensive Rebound.,46,93
4:34,326,Eric Terry missed Jumper.,46,93
4:34,326,Eric Terry Offensive Rebound.,46,93
4:27,326,Eric Terry Turnover.,46,93
4:26,-1,Parker Gettys Steal.,46,93
4:26,-1,Parker Gettys Turnover.,46,93
4:08,326,Isaiah Gurley missed Three Point Jumper.,46,93
4:08,326,Reggie Miller Offensive Rebound.,46,93
4:00,-1,Foul on  .,46,93
4:00,326,Quentin Scott missed Free Throw.,46,93
4:00,326,Texas State Deadball Team Rebound.,46,93
4:00,326,Quentin Scott missed Free Throw.,46,93
4:00,326,Eric Terry Offensive Rebound.,46,93
3:52,326,Quentin Scott missed Jumper.,46,93
3:52,-1,Colin Taylor Defensive Rebound.,46,93
3:44,326,Foul on Isaiah Gurley.,46,93
3:44,326,Official TV Timeout,46,93
3:44,-1,missed Free Throw.,46,93
3:44,326,Quentin Scott Defensive Rebound.,46,93
3:26,-1,Foul on  .,46,93
3:26,326,Quentin Scott made Free Throw.,46,94
3:26,326,Quentin Scott missed Free Throw.,46,94
3:26,326,Shelby Adams Offensive Rebound.,46,94
3:16,326,Eric Terry Turnover.,46,94
3:08,-1,Parker Gettys Turnover.,46,94
3:08,326,Isaiah Gurley Steal.,46,94
2:53,326,Reggie Miller made Three Point Jumper. Assisted by Isaiah Gurley.,46,97
2:27,326,Foul on Eric Terry.,46,97
2:27,-1,Daniel Anozie made Free Throw.,47,97
2:27,-1,Daniel Anozie missed Free Throw.,47,97
2:27,-1,Elijah Johnson Offensive Rebound.,47,97
2:22,-1,Elijah Johnson missed Three Point Jumper.,47,97
2:22,326,Isaiah Gurley Defensive Rebound.,47,97
2:10,-1,Foul on Daniel Anozie.,47,97
2:10,326,Quentin Scott missed Free Throw.,47,97
2:10,326,Texas State Deadball Team Rebound.,47,97
2:10,326,Quentin Scott missed Free Throw.,47,97
2:10,-1,Daniel Anozie Defensive Rebound.,47,97
2:03,-1,Elijah Johnson Turnover.,47,97
2:02,326,Quentin Scott Steal.,47,97
1:59,-1,Foul on  .,47,97
1:59,326,Shelby Adams missed Free Throw.,47,97
1:59,326,Texas State Deadball Team Rebound.,47,97
1:59,326,Shelby Adams made Free Throw.,47,98
1:41,-1,Isaac Moreno Turnover.,47,98
1:40,326,Shelby Adams Steal.,47,98
1:38,326,Reggie Miller missed Layup.,47,98
1:38,326,Quentin Scott Offensive Rebound.,47,98
1:35,326,Quentin Scott missed Two Point Tip Shot.,47,98
1:35,326,Reggie Miller Offensive Rebound.,47,98
1:31,326,Quentin Scott made Dunk. Assisted by Reggie Miller.,47,100
1:08,-1,Daniel Anozie made Jumper. Assisted by Elijah Johnson.,49,100
0:37,326,Foul on Eric Terry.,49,100
0:22,326,Foul on Isaiah Gurley.,49,100
0:22,-1,Daniel Anozie made Free Throw.,50,100
0:22,-1,Daniel Anozie missed Free Throw.,50,100
0:22,326,Shelby Adams Defensive Rebound.,50,100
0:00,326,End of Game,50,100
