Antelope Valley,Error,Sacramento State,16
8:53,-1,Jacob Mast Defensive Rebound.,18,20
8:44,-1,Jacob Mast made Three Point Jumper. Assisted by Devonne Nolan.,21,20
8:24,16,Jeff Wu made Layup.,21,22
8:16,16,Foul on James Herrick.,21,22
8:16,-1,Deividas Mockaitis missed Free Throw.,21,22
8:16,16,Bryce Fowler Defensive Rebound.,21,22
8:16,-1,Foul on Jacob Mast.,21,22
8:16,16,Bryce Fowler made Free Throw.,21,23
8:16,16,Bryce Fowler missed Free Throw.,21,23
8:16,-1,Marquis Reed Defensive Rebound.,21,23
7:50,16,Official TV Timeout,21,23
7:46,-1,Hayden Hall missed Three Point Jumper.,21,23
7:46,-1,Marquis Reed Offensive Rebound.,21,23
7:41,-1,Marquis Reed missed Layup.,21,23
7:41,16,Joshua Patton Block.,21,23
7:39,16,Izayah Mauriohoohoo-Le'Afa Defensive Rebound.,21,23
7:26,16,Jeff Wu made Jumper.,21,25
7:11,16,Foul on Jordan Tolbert.,21,25
7:11,-1,Hayden Hall made Free Throw.,22,25
7:11,-1,Hayden Hall made Free Throw.,23,25
6:56,16,Jordan Tolbert missed Three Point Jumper.,23,25
6:56,16,Bryce Fowler Offensive Rebound.,23,25
6:46,16,Jeff Wu Turnover.,23,25
6:43,-1,Steven Bush Steal.,23,25
6:41,-1,Steven Bush missed Layup.,23,25
6:41,16,Bryce Fowler Block.,23,25
6:41,-1,Antelope Valley Offensive Rebound.,23,25
6:40,-1,Hayden Hall made Three Point Jumper.,26,25
6:21,16,Jeff Wu made Jumper.,26,27
6:11,-1,Hayden Hall Turnover.,26,27
5:57,16,Justin Strings missed Layup.,26,27
5:57,16,Jeff Wu Offensive Rebound.,26,27
5:49,16,Jordan Tolbert made Layup.,26,29
5:27,-1,Hayden Hall made Three Point Jumper. Assisted by Miles Nolen-Webb.,29,29
5:09,16,Izayah Mauriohoohoo-Le'Afa made Layup.,29,31
4:36,-1,Steven Bush missed Three Point Jumper.,29,31
4:36,16,Izayah Mauriohoohoo-Le'Afa Defensive Rebound.,29,31
4:31,-1,Foul on Hayden Hall.,29,31
4:31,16,Joshua Patton missed Free Throw.,29,31
4:31,16,Sacramento State Deadball Team Rebound.,29,31
4:31,16,Joshua Patton made Free Throw.,29,32
4:22,16,Foul on Jordan Tolbert.,29,32
4:22,-1,Miles Nolen-Webb made Free Throw.,30,32
4:22,-1,Miles Nolen-Webb missed Free Throw.,30,32
4:22,16,Jordan Tolbert Defensive Rebound.,30,32
4:12,16,Jeff Wu made Three Point Jumper. Assisted by Joshua Patton.,30,35
3:54,-1,Carliss Bussey Jr Turnover.,30,35
3:54,16,Official TV Timeout,30,35
3:40,16,Justin Strings made Jumper.,30,37
3:23,-1,Deividas Mockaitis made Jumper. Assisted by Miles Nolen-Webb.,32,37
3:12,16,Jeff Wu missed Three Point Jumper.,32,37
3:12,-1,Miles Nolen-Webb Defensive Rebound.,32,37
2:58,-1,Marquis Reed missed Layup.,32,37
2:58,16,Bryce Fowler Defensive Rebound.,32,37
2:36,16,Justin Strings missed Layup.,32,37
2:36,16,Bryce Fowler Offensive Rebound.,32,37
2:30,16,Bryce Fowler made Layup. Assisted by Izayah Mauriohoohoo-Le'Afa.,32,39
2:22,16,Foul on Jeff Wu.,32,39
2:22,-1,Hayden Hall made Free Throw.,33,39
2:22,-1,Hayden Hall made Free Throw.,34,39
2:04,-1,Foul on Marquis Reed.,34,39
2:04,16,Justin Strings made Free Throw.,34,40
2:04,16,Justin Strings made Free Throw.,34,41
1:42,-1,Deividas Mockaitis missed Layup.,34,41
1:42,16,Justin Strings Defensive Rebound.,34,41
1:42,-1,Foul on Marquis Reed.,34,41
1:42,16,Justin Strings missed Free Throw.,34,41
1:42,16,Sacramento State Deadball Team Rebound.,34,41
1:42,16,Justin Strings missed Free Throw.,34,41
1:42,-1,Marquis Reed Defensive Rebound.,34,41
1:24,-1,Deividas Mockaitis missed Layup.,34,41
1:24,16,Justin Strings Defensive Rebound.,34,41
1:13,16,Kevin Hicks made Three Point Jumper. Assisted by Jeff Wu.,34,44
0:56,16,Foul on Jeff Wu.,34,44
0:56,-1,Hayden Hall missed Free Throw.,34,44
0:56,-1,Antelope Valley Deadball Team Rebound.,34,44
0:56,-1,Hayden Hall made Free Throw.,35,44
0:39,-1,Foul on Carliss Bussey Jr.,35,44
0:39,16,Bryce Fowler missed Free Throw.,35,44
0:39,16,Sacramento State Deadball Team Rebound.,35,44
0:39,16,Bryce Fowler made Free Throw.,35,45
0:31,-1,Marquis Reed Turnover.,35,45
0:29,16,Justin Strings Steal.,35,45
0:28,-1,Foul on Marquis Reed.,35,45
0:28,16,Justin Strings missed Free Throw.,35,45
0:28,16,Sacramento State Deadball Team Rebound.,35,45
0:28,16,Justin Strings missed Free Throw.,35,45
0:28,-1,Carliss Bussey Jr Defensive Rebound.,35,45
0:03,-1,Hayden Hall missed Three Point Jumper.,35,45
0:03,16,Justin Strings Defensive Rebound.,35,45
0:00,16,Jeff Wu missed Layup.,35,45
0:00,-1,Antelope Valley Defensive Rebound.,35,45
0:00,16,End of 1st half,35,45
19:35,16,Foul on Bryce Fowler.,35,45
19:35,-1,Sheldon Blackwell made Free Throw.,36,45
19:35,-1,Sheldon Blackwell made Free Throw.,37,45
19:26,16,Justin Strings Turnover.,37,45
19:14,-1,Sheldon Blackwell Turnover.,37,45
19:14,16,Bryce Fowler Steal.,37,45
19:01,16,Joshua Patton made Layup. Assisted by Izayah Mauriohoohoo-Le'Afa.,37,47
19:01,-1,Foul on Deividas Mockaitis.,37,47
19:01,16,Joshua Patton made Free Throw.,37,48
18:49,-1,Jacob Mast made Layup.,39,48
18:49,16,Foul on Justin Strings.,39,48
18:49,-1,Jacob Mast made Free Throw.,40,48
18:28,16,Bryce Fowler made Layup.,40,50
18:07,-1,Sheldon Blackwell missed Layup.,40,50
18:07,16,Joshua Patton Block.,40,50
18:05,-1,Marquis Reed Offensive Rebound.,40,50
18:03,-1,Marquis Reed missed Layup.,40,50
18:03,16,Joshua Patton Defensive Rebound.,40,50
17:48,16,Joshua Patton made Dunk. Assisted by Bryce Fowler.,40,52
17:42,-1,Antelope Valley  Timeout,40,52
17:33,-1,Miles Nolen-Webb missed Jumper.,40,52
17:33,16,Justin Strings Block.,40,52
17:32,16,Bryce Fowler Defensive Rebound.,40,52
17:27,-1,Foul on Jacob Mast.,40,52
17:27,16,Justin Strings missed Free Throw.,40,52
17:27,16,Sacramento State Deadball Team Rebound.,40,52
17:27,16,Justin Strings made Free Throw.,40,53
17:08,-1,Miles Nolen-Webb Turnover.,40,53
16:40,16,Jeff Wu made Jumper. Assisted by Izayah Mauriohoohoo-Le'Afa.,40,55
16:30,-1,Jacob Mast missed Layup.,40,55
16:30,16,Justin Strings Block.,40,55
16:27,-1,Marquis Reed Offensive Rebound.,40,55
16:25,16,Foul on Joshua Patton.,40,55
16:25,-1,Marquis Reed made Free Throw.,41,55
16:25,-1,Marquis Reed made Free Throw.,42,55
16:15,16,Jeff Wu made Layup.,42,57
15:58,-1,Jacob Mast made Layup. Assisted by Miles Nolen-Webb.,44,57
15:35,16,Bryce Fowler missed Jumper.,44,57
15:35,16,Justin Strings Offensive Rebound.,44,57
15:31,16,Justin Strings missed Layup.,44,57
15:31,-1,Marquis Reed Block.,44,57
15:31,16,Sacramento State Offensive Rebound.,44,57
15:31,16,Official TV Timeout,44,57
15:22,16,Justin Strings missed Jumper.,44,57
15:22,-1,Sheldon Blackwell Block.,44,57
15:19,-1,Marquis Reed Defensive Rebound.,44,57
15:14,16,Foul on Bryce Fowler.,44,57
15:14,-1,Miles Nolen-Webb made Free Throw.,45,57
15:14,-1,Miles Nolen-Webb made Free Throw.,46,57
15:02,16,Jeff Wu made Three Point Jumper. Assisted by Jordan Tolbert.,46,60
14:50,-1,Marquis Reed Turnover.,46,60
14:34,-1,Foul on Sheldon Blackwell.,46,60
14:34,16,Justin Strings made Free Throw.,46,61
14:34,16,Justin Strings missed Free Throw.,46,61
14:34,-1,Jacob Mast Defensive Rebound.,46,61
14:13,16,Foul on Kevin Hicks.,46,61
14:13,-1,Devonne Nolan made Free Throw.,47,61
14:13,-1,Devonne Nolan missed Free Throw.,47,61
14:13,16,Izayah Mauriohoohoo-Le'Afa Defensive Rebound.,47,61
14:05,16,Izayah Mauriohoohoo-Le'Afa made Three Point Jumper. Assisted by Kevin Hicks.,47,64
13:43,-1,Miles Nolen-Webb made Jumper.,49,64
13:26,16,Joshua Patton made Jumper. Assisted by Izayah Mauriohoohoo-Le'Afa.,49,66
13:12,-1,Deividas Mockaitis missed Jumper.,49,66
13:12,16,Joshua Patton Block.,49,66
13:10,-1,Deividas Mockaitis Offensive Rebound.,49,66
13:06,-1,Deividas Mockaitis missed Layup.,49,66
13:06,-1,Miles Nolen-Webb Offensive Rebound.,49,66
13:02,-1,Carliss Bussey Jr Turnover.,49,66
12:53,16,Jordan Tolbert Turnover.,49,66
12:50,-1,Deividas Mockaitis Steal.,49,66
12:46,-1,Miles Nolen-Webb Turnover.,49,66
12:44,16,Izayah Mauriohoohoo-Le'Afa Steal.,49,66
12:41,16,Izayah Mauriohoohoo-Le'Afa made Layup.,49,68
12:19,-1,Miles Nolen-Webb missed Layup.,49,68
12:19,16,Joshua Patton Block.,49,68
12:16,16,Joshua Patton Defensive Rebound.,49,68
12:13,16,Kevin Hicks Turnover.,49,68
11:56,-1,Steven Bush missed Three Point Jumper.,49,68
11:56,-1,Ezekiel Armstrong Offensive Rebound.,49,68
11:42,16,Foul on Joshua Patton.,49,68
11:42,16,Official TV Timeout,49,68
11:42,16,Foul on Jordan Tolbert.,49,68
11:42,-1,Devonne Nolan made Free Throw.,50,68
11:42,-1,Devonne Nolan made Free Throw.,51,68
11:16,16,Chibueze Jacobs made Jumper.,51,70
11:04,-1,Devonne Nolan missed Layup.,51,70
11:04,-1,Deividas Mockaitis Offensive Rebound.,51,70
11:02,-1,Deividas Mockaitis missed Layup.,51,70
11:02,16,Justin Strings Defensive Rebound.,51,70
10:57,-1,Foul on Jacob Mast.,51,70
10:57,16,Kevin Hicks made Free Throw.,51,71
10:57,16,Kevin Hicks made Free Throw.,51,72
10:42,-1,Sheldon Blackwell missed Layup.,51,72
10:42,16,Jordan Tolbert Defensive Rebound.,51,72
10:28,16,Justin Strings missed Layup.,51,72
10:28,-1,Hayden Hall Defensive Rebound.,51,72
10:21,16,Foul on Kevin Hicks.,51,72
10:21,-1,Devonne Nolan missed Free Throw.,51,72
10:21,-1,Antelope Valley Deadball Team Rebound.,51,72
10:21,-1,Devonne Nolan missed Free Throw.,51,72
10:21,16,Bryce Fowler Defensive Rebound.,51,72
10:05,16,Justin Strings made Layup. Assisted by Izayah Mauriohoohoo-Le'Afa.,51,74
9:52,-1,Marquis Reed made Layup.,53,74
9:36,-1,Foul on Sheldon Blackwell.,53,74
9:28,16,Jordan Tolbert made Jumper.,53,76
9:14,16,Foul on Jordan Tolbert.,53,76
9:14,-1,Ezekiel Armstrong made Free Throw.,54,76
9:14,-1,Ezekiel Armstrong made Free Throw.,55,76
9:14,-1,Antelope Valley  Timeout,55,76
8:45,16,Chibueze Jacobs made Three Point Jumper. Assisted by Izayah Mauriohoohoo-Le'Afa.,55,79
8:31,-1,Devonne Nolan missed Three Point Jumper.,55,79
8:31,16,Bryce Fowler Defensive Rebound.,55,79
8:13,16,Justin Strings made Layup. Assisted by Izayah Mauriohoohoo-Le'Afa.,55,81
7:55,-1,Ezekiel Armstrong Turnover.,55,81
7:55,16,Official TV Timeout,55,81
7:28,16,Bryce Fowler missed Jumper.,55,81
7:28,-1,Jacob Mast Defensive Rebound.,55,81
7:27,16,Foul on Calvin Martin.,55,81
7:27,-1,Jacob Mast missed Free Throw.,55,81
7:27,-1,Antelope Valley Deadball Team Rebound.,55,81
7:27,-1,Jacob Mast made Free Throw.,56,81
7:14,-1,Foul on Deividas Mockaitis.,56,81
7:12,-1,Foul on Jacob Mast.,56,81
7:12,16,Chibueze Jacobs missed Free Throw.,56,81
7:12,16,Calvin Martin Offensive Rebound.,56,81
7:00,16,Calvin Martin made Layup. Assisted by Jeff Wu.,56,83
6:47,-1,Hayden Hall made Layup. Assisted by Marquis Reed.,58,83
6:16,16,Jordan Tolbert missed Jumper.,58,83
6:16,-1,Devonne Nolan Defensive Rebound.,58,83
6:10,-1,Miles Nolen-Webb made Layup.,60,83
5:54,16,Jordan Tolbert Turnover.,60,83
5:51,-1,Hayden Hall Steal.,60,83
5:49,-1,Marquis Reed missed Layup.,60,83
5:49,-1,Steven Bush Offensive Rebound.,60,83
5:44,-1,Steven Bush made Layup.,62,83
5:42,16,Sacramento State  Timeout,62,83
5:13,16,Jeff Wu made Three Point Jumper. Assisted by Kevin Hicks.,62,86
5:04,-1,Steven Bush made Three Point Jumper. Assisted by Devonne Nolan.,65,86
4:50,16,Jeff Wu Turnover.,65,86
4:49,-1,Miles Nolen-Webb Steal.,65,86
4:41,-1,Marquis Reed made Dunk. Assisted by Miles Nolen-Webb.,67,86
4:36,16,Sacramento State  Timeout,67,86
4:29,16,Bryce Fowler made Jumper.,67,88
4:12,-1,Marquis Reed missed Layup.,67,88
4:12,16,James Herrick Block.,67,88
4:12,16,Sacramento State Defensive Rebound.,67,88
4:08,-1,Foul on Miles Nolen-Webb.,67,88
4:08,16,Izayah Mauriohoohoo-Le'Afa missed Free Throw.,67,88
4:08,-1,Miles Nolen-Webb Defensive Rebound.,67,88
3:53,-1,Devonne Nolan made Layup.,69,88
3:36,-1,Foul on Hayden Hall.,69,88
3:36,16,Official TV Timeout,69,88
3:36,16,Izayah Mauriohoohoo-Le'Afa made Free Throw.,69,89
3:36,16,Izayah Mauriohoohoo-Le'Afa made Free Throw.,69,90
3:27,16,Foul on Justin Strings.,69,90
3:27,-1,Steven Bush made Free Throw.,70,90
3:27,-1,Steven Bush made Free Throw.,71,90
3:27,-1,Steven Bush made Free Throw.,72,90
2:58,-1,Foul on Hayden Hall.,72,90
2:58,16,Joshua Patton made Free Throw.,72,91
2:58,16,Joshua Patton made Free Throw.,72,92
2:50,-1,Deividas Mockaitis missed Jumper.,72,92
2:50,16,Justin Strings Defensive Rebound.,72,92
2:22,16,Izayah Mauriohoohoo-Le'Afa Turnover.,72,92
2:20,-1,Devonne Nolan Steal.,72,92
2:14,16,Foul on Izayah Mauriohoohoo-Le'Afa.,72,92
2:14,-1,Miles Nolen-Webb made Free Throw.,73,92
2:14,-1,Miles Nolen-Webb made Free Throw.,74,92
1:58,16,Joshua Patton missed Layup.,74,92
1:58,16,Justin Strings Offensive Rebound.,74,92
1:44,16,Bryce Fowler made Layup. Assisted by Izayah Mauriohoohoo-Le'Afa.,74,94
1:32,-1,Devonne Nolan missed Three Point Jumper.,74,94
1:32,16,Joshua Patton Defensive Rebound.,74,94
1:01,16,Justin Strings missed Jumper.,74,94
1:01,-1,Miles Nolen-Webb Defensive Rebound.,74,94
0:54,-1,Devonne Nolan missed Jumper.,74,94
0:54,-1,Steven Bush Offensive Rebound.,74,94
0:44,-1,Miles Nolen-Webb missed Three Point Jumper.,74,94
0:44,16,Sacramento State Defensive Rebound.,74,94
0:15,16,Jamion Wright made Three Point Jumper. Assisted by Jordan Tolbert.,74,97
0:04,-1,Miles Nolen-Webb missed Jumper.,74,97
0:04,16,Bryce Fowler Defensive Rebound.,74,97
0:00,16,End of Game,74,97
