American,2710,Western Illinois,44
14:08,2710,Official TV Timeout,4,12
13:52,44,Cheikh Diallo Turnover.,4,12
13:38,2710,Dalan Ancrum Turnover.,4,12
13:36,44,Jesse Little Steal.,4,12
13:29,44,Sa'eed Nelson missed Jumper.,4,12
13:29,2710,Brandon Gilbeck Block.,4,12
13:27,2710,Delo Bruster Defensive Rebound.,4,12
13:22,2710,Delo Bruster missed Three Point Jumper.,4,12
13:22,44,Cheikh Diallo Defensive Rebound.,4,12
13:03,2710,Foul on Dalan Ancrum.,4,12
13:03,44,Sam Iorio made Free Throw.,5,12
13:03,44,Sam Iorio made Free Throw.,6,12
12:46,2710,Kobe Webster missed Three Point Jumper.,6,12
12:46,44,Sam Iorio Defensive Rebound.,6,12
12:22,44,Matt Cimino missed Three Point Jumper.,6,12
12:22,2710,Brandon Gilbeck Defensive Rebound.,6,12
12:10,2710,C.J. Duff made Three Point Jumper. Assisted by Kobe Webster.,6,15
11:42,44,Sam Iorio missed Three Point Jumper.,6,15
11:42,44,Jesse Little Offensive Rebound.,6,15
11:23,44,Matt Cimino missed Three Point Jumper.,6,15
11:23,2710,Brandon Gilbeck Defensive Rebound.,6,15
11:12,2710,Kobe Webster missed Layup.,6,15
11:12,44,Matt Cimino Block.,6,15
11:10,44,Jesse Little Defensive Rebound.,6,15
11:05,2710,Foul on C.J. Duff.,6,15
11:05,2710,Official TV Timeout,6,15
11:05,44,Sa'eed Nelson made Free Throw.,7,15
11:05,44,Sa'eed Nelson made Free Throw.,8,15
10:53,2710,Jeremiah Usiosefe missed Three Point Jumper.,8,15
10:53,44,Larry Motuzis Defensive Rebound.,8,15
10:33,2710,Foul on Isaac Johnson.,8,15
10:33,44,Sam Iorio missed Free Throw.,8,15
10:33,44,American Deadball Team Rebound.,8,15
10:33,44,Sam Iorio made Free Throw.,9,15
10:16,2710,C.J. Duff missed Three Point Jumper.,9,15
10:16,44,Matt Cimino Defensive Rebound.,9,15
10:00,44,Larry Motuzis made Three Point Jumper. Assisted by Cheikh Diallo.,12,15
9:48,2710,Western Illinois  Timeout,12,15
9:30,2710,Brandon Gilbeck Turnover.,12,15
9:30,44,Larry Motuzis Steal.,12,15
9:13,44,Larry Motuzis missed Jumper.,12,15
9:13,2710,Jalen Morgan Defensive Rebound.,12,15
9:04,2710,Brandon Gilbeck Turnover.,12,15
9:04,2710,Foul on Brandon Gilbeck.,12,15
8:39,44,Sa'eed Nelson Turnover.,12,15
8:13,2710,Delo Bruster made Layup.,12,17
7:54,44,Sa'eed Nelson missed Jumper.,12,17
7:54,2710,Kobe Webster Defensive Rebound.,12,17
7:43,2710,Jeremiah Usiosefe Turnover.,12,17
7:43,2710,Official TV Timeout,12,17
7:24,44,Larry Motuzis missed Three Point Jumper.,12,17
7:24,2710,Jeremiah Usiosefe Defensive Rebound.,12,17
7:01,2710,Kobe Webster made Jumper.,12,19
6:39,44,Sam Iorio made Three Point Jumper. Assisted by Larry Motuzis.,15,19
6:10,2710,Brandon Gilbeck Turnover.,15,19
6:10,2710,Foul on Brandon Gilbeck.,15,19
5:56,44,Sa'eed Nelson made Jumper.,17,19
5:55,2710,Foul on Delo Bruster.,17,19
5:55,44,Sa'eed Nelson made Free Throw.,18,19
5:42,2710,Jeremiah Usiosefe Turnover.,18,19
5:20,44,Jesse Little made Layup. Assisted by Larry Motuzis.,20,19
5:00,2710,Charles Gavin made Jumper. Assisted by Kobe Webster.,20,21
5:00,44,Foul on Jesse Little.,20,21
5:00,2710,Charles Gavin missed Free Throw.,20,21
5:00,44,Sam Iorio Defensive Rebound.,20,21
4:48,44,Larry Motuzis Turnover.,20,21
4:48,44,Foul on Larry Motuzis.,20,21
4:34,2710,Kobe Webster Turnover.,20,21
4:32,44,Sam Iorio Steal.,20,21
4:30,44,Larry Motuzis made Layup. Assisted by Sam Iorio.,22,21
4:14,2710,Lynrick Moxey made Jumper.,22,23
3:59,44,Sa'eed Nelson made Layup.,24,23
3:39,2710,Delo Bruster made Layup.,24,25
3:20,44,Larry Motuzis missed Jumper.,24,25
3:20,2710,Charles Gavin Defensive Rebound.,24,25
3:12,2710,Charles Gavin Turnover.,24,25
3:12,2710,Foul on Charles Gavin.,24,25
3:12,2710,Official TV Timeout,24,25
2:50,44,Cheikh Diallo missed Three Point Jumper.,24,25
2:50,2710,Delo Bruster Defensive Rebound.,24,25
2:43,2710,Delo Bruster made Jumper.,24,27
2:19,44,Sa'eed Nelson missed Jumper.,24,27
2:19,2710,Lynrick Moxey Defensive Rebound.,24,27
2:05,2710,Kobe Webster missed Jumper.,24,27
2:05,2710,Western Illinois Offensive Rebound.,24,27
1:51,2710,C.J. Duff missed Jumper.,24,27
1:51,44,Matt Cimino Defensive Rebound.,24,27
1:48,44,Sa'eed Nelson Turnover.,24,27
1:34,2710,Kobe Webster Turnover.,24,27
1:33,44,Sam Iorio Steal.,24,27
1:15,44,Larry Motuzis made Jumper.,26,27
0:55,2710,Charles Gavin made Layup. Assisted by Delo Bruster.,26,29
0:31,44,Larry Motuzis missed Three Point Jumper.,26,29
0:31,2710,Jeremiah Usiosefe Defensive Rebound.,26,29
0:03,2710,Kobe Webster made Three Point Jumper.,26,32
0:00,2710,End of 1st half,26,32
19:40,44,Jesse Little missed Jumper.,26,32
19:40,2710,Brandon Gilbeck Defensive Rebound.,26,32
19:18,2710,C.J. Duff missed Three Point Jumper.,26,32
19:18,44,Jesse Little Defensive Rebound.,26,32
18:53,44,Sam Iorio made Three Point Jumper. Assisted by Larry Motuzis.,29,32
18:22,2710,Dalan Ancrum missed Three Point Jumper.,29,32
18:22,44,Sa'eed Nelson Defensive Rebound.,29,32
17:54,44,Sam Iorio missed Layup.,29,32
17:54,2710,Brandon Gilbeck Defensive Rebound.,29,32
17:29,2710,Jeremiah Usiosefe made Three Point Jumper. Assisted by Kobe Webster.,29,35
17:10,44,Sam Iorio made Layup. Assisted by Jesse Little.,31,35
16:59,2710,Kobe Webster missed Jumper.,31,35
16:59,44,Sam Iorio Defensive Rebound.,31,35
16:43,44,Cheikh Diallo made Three Point Jumper. Assisted by Jesse Little.,34,35
16:12,44,Foul on Cheikh Diallo.,34,35
16:03,2710,C.J. Duff made Jumper.,34,37
15:42,44,Sa'eed Nelson made Jumper. Assisted by Jesse Little.,36,37
15:19,2710,Brandon Gilbeck Turnover.,36,37
15:19,2710,Official TV Timeout,36,37
15:03,44,Larry Motuzis missed Jumper.,36,37
15:03,2710,Brandon Gilbeck Block.,36,37
15:01,2710,Kobe Webster Defensive Rebound.,36,37
14:56,2710,Kobe Webster missed Three Point Jumper.,36,37
14:56,44,Matt Cimino Defensive Rebound.,36,37
14:36,2710,Foul on Delo Bruster.,36,37
14:28,44,Matt Cimino Turnover.,36,37
14:27,2710,C.J. Duff Steal.,36,37
14:17,2710,Dalan Ancrum missed Three Point Jumper.,36,37
14:17,44,Cheikh Diallo Defensive Rebound.,36,37
13:58,44,Matt Cimino missed Three Point Jumper.,36,37
13:58,2710,Western Illinois Defensive Rebound.,36,37
13:42,44,Foul on Sa'eed Nelson.,36,37
13:28,2710,C.J. Duff made Jumper. Assisted by Delo Bruster.,36,39
13:00,44,Jesse Little missed Layup.,36,39
13:00,2710,Brandon Gilbeck Block.,36,39
12:59,2710,Western Illinois Defensive Rebound.,36,39
12:43,2710,Dalan Ancrum made Jumper.,36,41
12:29,44,Cheikh Diallo missed Three Point Jumper.,36,41
12:29,2710,Dalan Ancrum Defensive Rebound.,36,41
12:18,2710,Dalan Ancrum made Jumper.,36,43
12:08,44,American  Timeout,36,43
11:59,44,Sam Iorio made Jumper.,38,43
11:42,2710,Dalan Ancrum made Three Point Jumper. Assisted by Kobe Webster.,38,46
11:27,44,Sa'eed Nelson Turnover.,38,46
11:26,2710,Delo Bruster Steal.,38,46
11:19,2710,Dalan Ancrum missed Layup.,38,46
11:19,2710,Brandon Gilbeck Offensive Rebound.,38,46
11:19,2710,Brandon Gilbeck made Dunk.,38,48
11:19,2710,Official TV Timeout,38,48
11:19,2710,Official TV Timeout,38,48
11:12,44,Sa'eed Nelson missed Jumper.,38,48
11:12,44,Jesse Little Offensive Rebound.,38,48
11:12,44,Jesse Little made Jumper.,40,48
10:57,2710,Dalan Ancrum missed Jumper.,40,48
10:57,2710,Brandon Gilbeck Offensive Rebound.,40,48
10:52,2710,Brandon Gilbeck made Jumper.,40,50
10:39,44,Sam Iorio missed Three Point Jumper.,40,50
10:39,2710,Brandon Gilbeck Defensive Rebound.,40,50
10:19,44,Foul on Jesse Little.,40,50
10:13,2710,Dalan Ancrum missed Jumper.,40,50
10:13,44,Jesse Little Defensive Rebound.,40,50
9:58,44,Sam Iorio Turnover.,40,50
9:57,2710,Delo Bruster Steal.,40,50
9:45,44,Foul on Sam Iorio.,40,50
9:38,2710,Delo Bruster Turnover.,40,50
9:37,44,Sam Iorio Steal.,40,50
9:33,44,Sa'eed Nelson missed Jumper.,40,50
9:33,2710,Brandon Gilbeck Block.,40,50
9:31,44,Larry Motuzis Offensive Rebound.,40,50
9:30,44,Larry Motuzis made Jumper.,42,50
9:30,2710,Foul on Brandon Gilbeck.,42,50
9:27,44,Larry Motuzis missed Free Throw.,42,50
9:27,2710,Brandon Gilbeck Defensive Rebound.,42,50
9:10,2710,Brandon Gilbeck made Dunk. Assisted by Delo Bruster.,42,52
8:55,44,Larry Motuzis missed Three Point Jumper.,42,52
8:55,2710,Delo Bruster Defensive Rebound.,42,52
8:37,2710,Delo Bruster Turnover.,42,52
8:36,44,Sam Iorio Steal.,42,52
8:34,44,Sam Iorio made Layup.,44,52
8:13,2710,Kobe Webster Turnover.,44,52
8:11,44,Larry Motuzis Steal.,44,52
8:04,2710,Foul on Delo Bruster.,44,52
8:04,2710,Official TV Timeout,44,52
8:00,44,Sa'eed Nelson made Free Throw.,45,52
8:00,44,Sa'eed Nelson made Free Throw.,46,52
7:48,2710,Brandon Gilbeck made Layup. Assisted by Dalan Ancrum.,46,54
7:31,44,Jesse Little made Layup. Assisted by Sa'eed Nelson.,48,54
7:13,44,Foul on Larry Motuzis.,48,54
7:07,2710,Dalan Ancrum missed Three Point Jumper.,48,54
7:07,44,Sam Iorio Defensive Rebound.,48,54
6:43,44,Sam Iorio missed Three Point Jumper.,48,54
6:43,2710,Brandon Gilbeck Defensive Rebound.,48,54
6:16,2710,Brandon Gilbeck missed Layup.,48,54
6:16,44,Larry Motuzis Defensive Rebound.,48,54
6:07,44,Sa'eed Nelson made Three Point Jumper. Assisted by Larry Motuzis.,51,54
5:42,2710,Brandon Gilbeck Turnover.,51,54
5:30,44,Larry Motuzis missed Three Point Jumper.,51,54
5:30,2710,Kobe Webster Defensive Rebound.,51,54
5:17,44,Foul on Cheikh Diallo.,51,54
5:17,2710,Brandon Gilbeck missed Free Throw.,51,54
5:17,2710,Western Illinois Deadball Team Rebound.,51,54
5:17,2710,Brandon Gilbeck missed Free Throw.,51,54
5:17,44,Cheikh Diallo Defensive Rebound.,51,54
5:08,44,Sam Iorio made Three Point Jumper. Assisted by Sa'eed Nelson.,54,54
4:56,2710,Western Illinois  Timeout,54,54
4:51,2710,Dalan Ancrum Turnover.,54,54
4:49,44,Cheikh Diallo Steal.,54,54
4:40,44,Larry Motuzis missed Three Point Jumper.,54,54
4:40,44,Jesse Little Offensive Rebound.,54,54
4:29,44,Larry Motuzis missed Jumper.,54,54
4:29,44,Jesse Little Offensive Rebound.,54,54
4:26,44,Jesse Little made Jumper.,56,54
4:26,2710,Foul on Jeremiah Usiosefe.,56,54
4:26,44,Jesse Little missed Free Throw.,56,54
4:26,2710,Dalan Ancrum Defensive Rebound.,56,54
4:18,44,Foul on Cheikh Diallo.,56,54
4:18,2710,Kobe Webster made Free Throw.,56,55
4:18,2710,Kobe Webster made Free Throw.,56,56
3:50,44,Sa'eed Nelson Turnover.,56,56
3:49,2710,Jeremiah Usiosefe Steal.,56,56
3:47,44,Foul on Larry Motuzis.,56,56
3:47,2710,Official TV Timeout,56,56
3:47,2710,Jeremiah Usiosefe made Free Throw.,56,57
3:47,2710,Jeremiah Usiosefe made Free Throw.,56,58
3:28,44,Jesse Little missed Jumper.,56,58
3:28,2710,Brandon Gilbeck Defensive Rebound.,56,58
3:11,2710,Kobe Webster made Jumper.,56,60
2:39,44,Larry Motuzis missed Three Point Jumper.,56,60
2:39,2710,Brandon Gilbeck Defensive Rebound.,56,60
2:15,2710,Jeremiah Usiosefe made Three Point Jumper. Assisted by Dalan Ancrum.,56,63
1:55,44,Cheikh Diallo Turnover.,56,63
1:55,2710,C.J. Duff Steal.,56,63
1:55,44,American  Timeout,56,63
1:50,44,Foul on Jesse Little.,56,63
1:50,2710,Brandon Gilbeck made Free Throw.,56,64
1:50,2710,Brandon Gilbeck made Free Throw.,56,65
1:34,44,Sam Iorio missed Three Point Jumper.,56,65
1:34,2710,Western Illinois Defensive Rebound.,56,65
1:15,44,Foul on Larry Motuzis.,56,65
1:15,2710,Kobe Webster made Free Throw.,56,66
1:15,2710,Kobe Webster made Free Throw.,56,67
1:07,44,Jesse Little missed Three Point Jumper.,56,67
1:07,2710,Jeremiah Usiosefe Defensive Rebound.,56,67
1:01,44,Foul on Nick Macarchuk.,56,67
1:01,2710,Kobe Webster made Free Throw.,56,68
1:01,2710,Kobe Webster made Free Throw.,56,69
0:23,2710,Kobe Webster missed Layup.,56,69
0:23,44,Jesse Little Defensive Rebound.,56,69
0:14,44,Sa'eed Nelson missed Three Point Jumper.,56,69
0:14,2710,Brandon Gilbeck Defensive Rebound.,56,69
