Southern,2655,Tulane,2582
14:03,2655,Cameron Reynolds made Three Point Jumper. Assisted by Ray Ona Embo.,8,16
13:49,2582,Jared Sam Turnover.,8,16
13:48,2655,Cameron Reynolds made Jumper.,8,18
13:47,2655,Foul on Melvin Frazier.,8,18
13:12,2582,Jared Sam made Jumper.,10,18
12:52,2655,Jordan Cornish missed Three Point Jumper.,10,18
12:52,2655,Blake Paul Offensive Rebound.,10,18
12:44,2655,Ray Ona Embo missed Three Point Jumper.,10,18
12:44,2582,Mubashar Ali Defensive Rebound.,10,18
12:25,2582,Jamar Sandifer missed Three Point Jumper.,10,18
12:25,2655,Cameron Reynolds Defensive Rebound.,10,18
12:13,2655,Melvin Frazier missed Three Point Jumper.,10,18
12:13,2582,LaQuentin Collins Defensive Rebound.,10,18
11:43,2582,LaQuentin Collins missed Jumper.,10,18
11:43,2655,Blake Paul Block.,10,18
11:42,2582,LaQuentin Collins Offensive Rebound.,10,18
11:41,2582,LaQuentin Collins made Jumper.,12,18
11:27,2655,Blake Paul made Layup. Assisted by Melvin Frazier.,12,20
11:00,2582,Mubashar Ali Turnover.,12,20
10:59,2655,Ray Ona Embo Steal.,12,20
10:56,2655,Ray Ona Embo made Layup.,12,22
10:30,2582,Jared Sam missed Jumper.,12,22
10:30,2655,Blake Paul Block.,12,22
10:28,2655,Melvin Frazier Defensive Rebound.,12,22
10:16,2655,Foul on Blake Paul.,12,22
10:16,2655,Blake Paul Turnover.,12,22
10:16,2655,Official TV Timeout,12,22
10:01,2582,Richard Lee made Three Point Jumper. Assisted by Emanual Shepherd.,15,22
9:41,2655,Ray Ona Embo Turnover.,15,22
9:41,2655,Foul on Ray Ona Embo.,15,22
9:17,2582,Aaron Ray missed Jumper.,15,22
9:17,2582,Aaron Ray Offensive Rebound.,15,22
9:15,2582,Aaron Ray made Layup.,17,22
8:57,2655,Cameron Reynolds made Jumper.,17,24
8:36,2582,Mubashar Ali made Layup. Assisted by Aaron Ray.,19,24
8:15,2582,Foul on Aaron Ray.,19,24
8:02,2655,Cameron Reynolds made Jumper.,19,26
7:42,2582,Eddie Reese made Three Point Jumper.,22,26
7:22,2655,Caleb Daniels missed Three Point Jumper.,22,26
7:22,2655,Melvin Frazier Offensive Rebound.,22,26
7:16,2655,Melvin Frazier Turnover.,22,26
7:15,2582,Emanual Shepherd Steal.,22,26
7:09,2582,Eddie Reese made Three Point Jumper.,25,26
6:54,2582,Foul on Mubashar Ali.,25,26
6:54,2655,Official TV Timeout,25,26
6:38,2655,Cameron Reynolds missed Three Point Jumper.,25,26
6:38,2582,Mubashar Ali Defensive Rebound.,25,26
6:21,2655,Foul on Colin Slater.,25,26
6:11,2582,Mubashar Ali missed Jumper.,25,26
6:11,2655,Samir Sehic Defensive Rebound.,25,26
5:58,2655,Jordan Cornish missed Layup.,25,26
5:58,2655,Jordan Cornish Offensive Rebound.,25,26
5:55,2655,Jordan Cornish made Layup.,25,28
5:44,2582,Eddie Reese made Layup.,27,28
5:28,2655,Colin Slater made Three Point Jumper. Assisted by Cameron Reynolds.,27,31
5:11,2582,Richard Lee missed Jumper.,27,31
5:11,2655,Cameron Reynolds Defensive Rebound.,27,31
4:58,2655,Samir Sehic made Layup. Assisted by Jordan Cornish.,27,33
4:38,2582,Aaron Ray missed Layup.,27,33
4:38,2582,Jared Sam Offensive Rebound.,27,33
4:36,2582,Jared Sam missed Layup.,27,33
4:36,2582,Jared Sam Offensive Rebound.,27,33
4:34,2582,Jared Sam made Layup.,29,33
4:19,2655,Samir Sehic made Layup. Assisted by Jordan Cornish.,29,35
4:00,2582,Eddie Reese missed Three Point Jumper.,29,35
4:00,2655,Samir Sehic Defensive Rebound.,29,35
3:50,2655,Samir Sehic missed Three Point Jumper.,29,35
3:50,2582,Jared Sam Defensive Rebound.,29,35
3:35,2582,Richard Lee missed Jumper.,29,35
3:35,2655,Samir Sehic Defensive Rebound.,29,35
3:28,2655,Samir Sehic made Layup. Assisted by Jordan Cornish.,29,37
3:24,2582,Southern  Timeout,29,37
3:24,2655,Official TV Timeout,29,37
3:10,2582,Jared Sam missed Jumper.,29,37
3:10,2655,Jordan Cornish Defensive Rebound.,29,37
2:58,2655,Caleb Daniels made Three Point Jumper. Assisted by Jordan Cornish.,29,40
2:39,2582,Emanual Shepherd missed Jumper.,29,40
2:39,2582,Chris Thomas Offensive Rebound.,29,40
2:37,2582,Chris Thomas missed Layup.,29,40
2:37,2655,Caleb Daniels Block.,29,40
2:35,2655,Tulane Defensive Rebound.,29,40
2:26,2582,Foul on Torrey Mayo.,29,40
2:12,2655,Jordan Cornish made Three Point Jumper. Assisted by Caleb Daniels.,29,43
1:56,2582,Jamar Sandifer missed Layup.,29,43
1:56,2655,Cameron Reynolds Defensive Rebound.,29,43
1:49,2655,Samir Sehic made Layup. Assisted by Jordan Cornish.,29,45
1:30,2582,Jared Sam missed Layup.,29,45
1:30,2655,Samir Sehic Defensive Rebound.,29,45
1:23,2655,Jordan Cornish Turnover.,29,45
1:05,2582,Eddie Reese missed Three Point Jumper.,29,45
1:05,2655,Caleb Daniels Defensive Rebound.,29,45
0:55,2655,Jordan Cornish made Three Point Jumper.,29,48
0:29,2582,Aaron Ray missed Three Point Jumper.,29,48
0:29,2655,Tulane Defensive Rebound.,29,48
0:26,2582,Foul on Jared Sam.,29,48
0:07,2655,Samir Sehic made Three Point Jumper. Assisted by Jordan Cornish.,29,51
0:00,2655,End of 1st half,29,51
19:46,2582,Jared Sam missed Layup.,29,51
19:46,2582,Southern Offensive Rebound.,29,51
19:41,2655,Foul on Blake Paul.,29,51
19:41,2582,Jamar Sandifer made Free Throw.,30,51
19:41,2582,Jamar Sandifer made Free Throw.,31,51
19:17,2655,Melvin Frazier made Layup.,31,53
19:06,2582,Jamar Sandifer missed Three Point Jumper.,31,53
19:06,2655,Melvin Frazier Block.,31,53
19:03,2655,Jordan Cornish Defensive Rebound.,31,53
18:57,2582,Foul on Emanual Shepherd.,31,53
18:57,2655,Blake Paul made Free Throw.,31,54
18:57,2655,Blake Paul missed Free Throw.,31,54
18:57,2582,Emanual Shepherd Defensive Rebound.,31,54
18:37,2582,Eddie Reese made Three Point Jumper. Assisted by Jared Sam.,34,54
18:22,2582,Foul on Jamar Sandifer.,34,54
18:17,2655,Jordan Cornish Turnover.,34,54
18:17,2582,Jared Sam Steal.,34,54
18:12,2582,Richard Lee made Jumper.,36,54
18:01,2655,Blake Paul made Dunk. Assisted by Ray Ona Embo.,36,56
17:38,2582,Richard Lee missed Jumper.,36,56
17:38,2582,Emanual Shepherd Offensive Rebound.,36,56
17:35,2582,Emanual Shepherd made Layup. Assisted by Chris Thomas.,38,56
17:28,2582,Foul on Chris Thomas.,38,56
17:28,2655,Jordan Cornish made Free Throw.,38,57
17:28,2655,Jordan Cornish made Free Throw.,38,58
17:16,2655,Foul on Blake Paul.,38,58
17:16,2582,Aaron Ray made Free Throw.,39,58
17:16,2582,Aaron Ray made Free Throw.,40,58
16:56,2582,Foul on Eddie Reese.,40,58
16:37,2655,Jordan Cornish missed Three Point Jumper.,40,58
16:37,2582,Eddie Reese Defensive Rebound.,40,58
16:30,2655,Foul on Cameron Reynolds.,40,58
16:30,2582,Eddie Reese made Free Throw.,41,58
16:30,2582,Eddie Reese made Free Throw.,42,58
16:20,2655,Melvin Frazier missed Layup.,42,58
16:20,2655,Samir Sehic Offensive Rebound.,42,58
16:17,2582,Foul on Aaron Ray.,42,58
16:17,2655,Samir Sehic missed Free Throw.,42,58
16:17,2655,Tulane Deadball Team Rebound.,42,58
16:17,2655,Samir Sehic made Free Throw.,42,59
16:08,2582,Eddie Reese made Layup.,44,59
15:53,2655,Jordan Cornish made Three Point Jumper. Assisted by Cameron Reynolds.,44,62
15:43,2582,Eddie Reese missed Three Point Jumper.,44,62
15:43,2655,Melvin Frazier Defensive Rebound.,44,62
15:33,2655,Ray Ona Embo made Three Point Jumper. Assisted by Jordan Cornish.,44,65
15:10,2582,Jared Sam missed Layup.,44,65
15:10,2582,Jared Sam Offensive Rebound.,44,65
15:05,2582,Jared Sam missed Layup.,44,65
15:05,2582,Jared Sam Offensive Rebound.,44,65
15:01,2655,Foul on Samir Sehic.,44,65
15:01,2655,Official TV Timeout,44,65
15:01,2582,Jared Sam made Free Throw.,45,65
15:01,2582,Jared Sam made Free Throw.,46,65
15:01,2655,Ray Ona Embo Turnover.,46,65
15:01,2582,Eddie Reese Steal.,46,65
15:01,2582,Aaron Ray made Layup. Assisted by Eddie Reese.,48,65
14:53,2655,Cameron Reynolds missed Three Point Jumper.,48,65
14:53,2582,Jared Sam Defensive Rebound.,48,65
14:24,2582,Jared Sam made Jumper.,50,65
13:52,2582,Foul on Emanual Shepherd.,50,65
13:52,2655,Samir Sehic made Free Throw.,50,66
13:52,2655,Samir Sehic made Free Throw.,50,67
13:32,2582,Jared Sam missed Jumper.,50,67
13:32,2582,Aaron Ray Offensive Rebound.,50,67
13:29,2582,Aaron Ray missed Layup.,50,67
13:29,2582,Aaron Ray Offensive Rebound.,50,67
13:26,2582,Aaron Ray missed Layup.,50,67
13:26,2655,Melvin Frazier Block.,50,67
13:25,2582,Eddie Reese Offensive Rebound.,50,67
13:20,2582,Aaron Ray missed Layup.,50,67
13:20,2655,Melvin Frazier Defensive Rebound.,50,67
13:17,2582,Foul on Aaron Ray.,50,67
13:17,2655,Melvin Frazier missed Free Throw.,50,67
13:17,2582,Emanual Shepherd Defensive Rebound.,50,67
13:06,2582,Emanual Shepherd missed Jumper.,50,67
13:06,2655,Melvin Frazier Defensive Rebound.,50,67
12:41,2655,Melvin Frazier made Layup.,50,69
12:41,2582,Foul on Emanual Shepherd.,50,69
12:41,2655,Melvin Frazier missed Free Throw.,50,69
12:41,2582,Emanual Shepherd Defensive Rebound.,50,69
12:20,2582,Jared Sam made Jumper. Assisted by Aaron Ray.,52,69
11:56,2582,Foul on Aaron Ray.,52,69
11:56,2655,Official TV Timeout,52,69
11:52,2655,Jordan Cornish missed Free Throw.,52,69
11:52,2655,Samir Sehic Offensive Rebound.,52,69
11:34,2655,Jordan Cornish made Jumper.,52,71
11:10,2582,Mubashar Ali Turnover.,52,71
11:09,2655,Colin Slater Steal.,52,71
11:04,2655,Caleb Daniels missed Layup.,52,71
11:04,2582,Mubashar Ali Defensive Rebound.,52,71
10:53,2582,Mubashar Ali made Layup. Assisted by Eddie Reese.,54,71
10:31,2655,Cameron Reynolds made Jumper.,54,73
10:19,2582,Eddie Reese missed Layup.,54,73
10:19,2655,Cameron Reynolds Defensive Rebound.,54,73
10:09,2582,Foul on Richard Lee.,54,73
10:09,2655,Samir Sehic made Free Throw.,54,74
10:09,2655,Samir Sehic missed Free Throw.,54,74
10:09,2655,Tulane Deadball Team Rebound.,54,74
10:02,2655,Colin Slater made Jumper. Assisted by Jordan Cornish.,54,76
9:48,2582,LaQuentin Collins missed Jumper.,54,76
9:48,2655,Samir Sehic Defensive Rebound.,54,76
9:40,2582,Foul on Emanual Shepherd.,54,76
9:40,2655,Colin Slater made Free Throw.,54,77
9:40,2655,Colin Slater made Free Throw.,54,78
9:32,2582,Jamar Sandifer missed Layup.,54,78
9:32,2655,Cameron Reynolds Block.,54,78
9:31,2582,Jamar Sandifer Offensive Rebound.,54,78
9:24,2655,Foul on Colin Slater.,54,78
9:15,2582,Jared Sam missed Jumper.,54,78
9:15,2582,Southern Offensive Rebound.,54,78
9:13,2655,Foul on Caleb Daniels.,54,78
9:08,2655,Foul on Samir Sehic.,54,78
9:08,2582,Jared Sam made Free Throw.,55,78
9:08,2582,Jared Sam missed Free Throw.,55,78
9:08,2655,Cameron Reynolds Defensive Rebound.,55,78
8:56,2582,Foul on Jamar Sandifer.,55,78
8:56,2655,Cameron Reynolds made Free Throw.,55,79
8:56,2655,Cameron Reynolds made Free Throw.,55,80
8:45,2655,Foul on Colin Slater.,55,80
8:45,2582,LaQuentin Collins made Free Throw.,56,80
8:45,2582,LaQuentin Collins made Free Throw.,57,80
8:35,2655,Colin Slater missed Three Point Jumper.,57,80
8:35,2582,Eddie Reese Block.,57,80
8:33,2582,Jamar Sandifer Defensive Rebound.,57,80
8:29,2582,Eddie Reese Turnover.,57,80
8:10,2655,Ray Ona Embo missed Jumper.,57,80
8:10,2582,Jared Sam Defensive Rebound.,57,80
8:03,2582,Eddie Reese missed Three Point Jumper.,57,80
8:03,2655,Melvin Frazier Defensive Rebound.,57,80
7:52,2655,Melvin Frazier Turnover.,57,80
7:36,2582,Jamar Sandifer missed Jumper.,57,80
7:36,2655,Melvin Frazier Defensive Rebound.,57,80
7:06,2655,Bul Ajang made Jumper. Assisted by Ray Ona Embo.,57,82
6:55,2582,Jared Sam missed Layup.,57,82
6:55,2655,Tulane Defensive Rebound.,57,82
6:48,2655,Caleb Daniels made Jumper.,57,84
6:32,2655,Foul on Colin Slater.,57,84
6:32,2582,LaQuentin Collins made Free Throw.,58,84
6:32,2582,LaQuentin Collins made Free Throw.,59,84
6:09,2655,Melvin Frazier made Dunk. Assisted by Bul Ajang.,59,86
5:53,2582,Aaron Ray Turnover.,59,86
5:52,2655,Colin Slater Steal.,59,86
5:47,2655,Ray Ona Embo made Layup. Assisted by Colin Slater.,59,88
5:15,2582,LaQuentin Collins made Three Point Jumper. Assisted by Aaron Ray.,62,88
5:01,2582,Foul on Chris Thomas.,62,88
5:01,2655,Melvin Frazier made Free Throw.,62,89
5:01,2655,Melvin Frazier made Free Throw.,62,90
5:00,2582,LaQuentin Collins missed Three Point Jumper.,62,90
5:00,2655,Melvin Frazier Defensive Rebound.,62,90
4:49,2655,Colin Slater Turnover.,62,90
4:45,2582,Mubashar Ali made Layup. Assisted by Eddie Reese.,64,90
4:29,2655,Shakwon Barrett missed Jumper.,64,90
4:29,2655,Caleb Daniels Offensive Rebound.,64,90
4:13,2582,Foul on LaQuentin Collins.,64,90
4:13,2655,Caleb Daniels made Free Throw.,64,91
4:13,2655,Caleb Daniels missed Free Throw.,64,91
4:13,2582,Emanual Shepherd Defensive Rebound.,64,91
4:08,2582,Eddie Reese made Three Point Jumper. Assisted by Emanual Shepherd.,67,91
3:53,2655,Colin Slater missed Three Point Jumper.,67,91
3:53,2582,Mubashar Ali Defensive Rebound.,67,91
3:26,2582,Mubashar Ali made Dunk. Assisted by LaQuentin Collins.,69,91
3:09,2655,Buay Koka Turnover.,69,91
3:08,2582,Aaron Ray Steal.,69,91
3:04,2582,Aaron Ray missed Layup.,69,91
3:04,2655,Buay Koka Defensive Rebound.,69,91
2:53,2655,Bul Ajang made Layup.,69,93
2:43,2582,Mubashar Ali Turnover.,69,93
2:42,2655,Buay Koka Steal.,69,93
2:40,2655,Shakwon Barrett missed Jumper.,69,93
2:40,2582,Aaron Ray Defensive Rebound.,69,93
2:32,2582,Aaron Ray Turnover.,69,93
2:32,2655,Colin Slater Steal.,69,93
2:23,2655,Bul Ajang missed Jumper.,69,93
2:23,2582,Southern Defensive Rebound.,69,93
2:15,2655,Official TV Timeout,69,93
1:58,2582,Jared Sam missed Jumper.,69,93
1:58,2655,Bul Ajang Defensive Rebound.,69,93
1:40,2655,Buay Koka missed Jumper.,69,93
1:40,2582,Jamar Sandifer Defensive Rebound.,69,93
1:33,2582,Jamar Sandifer made Layup.,71,93
1:33,2655,Foul on Bul Ajang.,71,93
1:33,2582,Jamar Sandifer missed Free Throw.,71,93
1:33,2655,Buay Koka Defensive Rebound.,71,93
1:30,2582,Foul on Jamar Sandifer.,71,93
1:30,2655,Shakwon Barrett made Free Throw.,71,94
1:30,2655,Shakwon Barrett missed Free Throw.,71,94
1:30,2582,Southern Defensive Rebound.,71,94
1:21,2655,Foul on Buay Koka.,71,94
1:21,2582,Emanual Shepherd missed Free Throw.,71,94
1:21,2582,Southern Deadball Team Rebound.,71,94
1:21,2582,Emanual Shepherd made Free Throw.,72,94
1:19,2655,Shakwon Barrett missed Layup.,72,94
1:19,2582,Torrey Mayo Block.,72,94
1:17,2582,Jamar Sandifer Defensive Rebound.,72,94
1:12,2655,Jackson Johnson Defensive Rebound.,72,94
1:02,2655,Cameron Galic missed Jumper.,72,94
1:02,2582,Jamar Sandifer Defensive Rebound.,72,94
0:50,2582,Emanual Shepherd made Layup.,74,94
0:38,2582,Foul on Jamar Sandifer.,74,94
0:38,2655,Jackson Johnson missed Free Throw.,74,94
0:38,2655,Tulane Deadball Team Rebound.,74,94
0:38,2655,Jackson Johnson made Free Throw.,74,95
0:33,2582,Richard Lee missed Three Point Jumper.,74,95
0:33,2582,Torrey Mayo Offensive Rebound.,74,95
0:23,2655,Foul on Buay Koka.,74,95
0:23,2582,Richard Lee made Free Throw.,75,95
0:23,2582,Richard Lee made Free Throw.,76,95
0:00,2655,End of Game,76,95
