LIU Brooklyn,2349,UMass Lowell,2341
7:44,2341,Jamall Robinson made Three Point Jumper. Assisted by Jashaun Agosto.,53,59
7:26,2349,Rinardo Perry Turnover.,53,59
7:26,2349,Official TV Timeout,53,59
7:05,2341,Raul Frias missed Three Point Jumper.,53,59
7:05,2341,Joel Hernandez Offensive Rebound.,53,59
7:01,2341,Joel Hernandez made Layup.,55,59
7:01,2349,Foul on Rinardo Perry.,55,59
7:01,2341,Technical Foul on Zach Coleman.,55,59
7:01,2341,Foul on Zach Coleman.,55,59
7:01,2349,Technical Foul on Rinardo Perry.,55,59
7:01,2349,Foul on Rinardo Perry.,55,59
7:01,2341,Joel Hernandez missed Free Throw.,55,59
7:01,2349,Josh Gantz Defensive Rebound.,55,59
6:47,2349,Jahad Thomas made Layup. Assisted by Shawn Jones.,55,61
6:25,2341,Joel Hernandez made Layup.,57,61
6:18,2349,Josh Gantz missed Layup.,57,61
6:18,2349,Josh Gantz Offensive Rebound.,57,61
6:14,2349,Ryan Jones missed Three Point Jumper.,57,61
6:14,2341,Jashaun Agosto Defensive Rebound.,57,61
6:06,2341,Jamall Robinson made Layup. Assisted by Joel Hernandez.,59,61
5:45,2349,Jahad Thomas missed Jumper.,59,61
5:45,2341,Joel Hernandez Defensive Rebound.,59,61
5:19,2341,Joel Hernandez Turnover.,59,61
4:53,2349,Rinardo Perry made Layup.,59,63
4:53,2341,Foul on Jamall Robinson.,59,63
4:53,2349,Rinardo Perry missed Free Throw.,59,63
4:53,2349,Shawn Jones Offensive Rebound.,59,63
4:35,2349,Shawn Jones made Layup.,59,65
4:11,2349,Foul on Josh Gantz.,59,65
4:11,2341,Joel Hernandez made Free Throw.,60,65
4:11,2341,Joel Hernandez made Free Throw.,61,65
3:54,2349,Ryan Jones missed Jumper.,61,65
3:54,2341,Zach Coleman Defensive Rebound.,61,65
3:34,2341,Zach Coleman Turnover.,61,65
3:33,2349,Jahad Thomas Steal.,61,65
3:11,2349,Jahad Thomas missed Layup.,61,65
3:11,2341,Julian Batts Defensive Rebound.,61,65
3:05,2341,Joel Hernandez missed Layup.,61,65
3:05,2349,Connor Bennett Defensive Rebound.,61,65
3:03,2341,Foul on Julian Batts.,61,65
2:58,2349,Official TV Timeout,61,65
2:58,2349,Jahad Thomas made Free Throw.,61,66
2:58,2349,Jahad Thomas made Free Throw.,61,67
2:36,2341,Jashaun Agosto missed Jumper.,61,67
2:36,2341,Jashaun Agosto Offensive Rebound.,61,67
2:29,2341,Joel Hernandez missed Layup.,61,67
2:29,2349,Jahad Thomas Defensive Rebound.,61,67
2:05,2349,Ryan Jones missed Jumper.,61,67
2:05,2341,Zach Coleman Defensive Rebound.,61,67
1:56,2341,Joel Hernandez made Layup. Assisted by Zach Coleman.,63,67
1:30,2349,Jahad Thomas missed Jumper.,63,67
1:30,2341,Zach Coleman Defensive Rebound.,63,67
1:24,2341,Jamall Robinson made Three Point Jumper. Assisted by Jashaun Agosto.,66,67
0:59,2349,Shawn Jones made Layup.,66,69
0:38,2341,Zach Coleman missed Three Point Jumper.,66,69
0:38,2349,Ryan Jones Defensive Rebound.,66,69
0:27,2349,Rinardo Perry made Layup. Assisted by Jahad Thomas.,66,71
0:20,2341,Jashaun Agosto missed Three Point Jumper.,66,71
0:20,2349,Ryan Jones Defensive Rebound.,66,71
0:14,2341,Foul on Jashaun Agosto.,66,71
0:14,2349,Ryan Jones made Free Throw.,66,72
0:14,2349,UMass Lowell  Timeout,66,72
0:14,2349,Ryan Jones missed Free Throw.,66,72
0:14,2341,Raiquan Clark Defensive Rebound.,66,72
0:05,2341,Joel Hernandez missed Three Point Jumper.,66,72
0:05,2349,Josh Gantz Block.,66,72
0:05,2349,Jahad Thomas Defensive Rebound.,66,72
0:05,2349,Rinardo Perry made Layup. Assisted by Jahad Thomas.,66,74
0:05,2341,Joel Hernandez missed Three Point Jumper.,66,74
0:05,2349,UMass Lowell Defensive Rebound.,66,74
0:00,2349,End of Game,66,74
