Wichita State,87,Notre Dame,2724
11:06,2724,Landry Shamet missed Three Point Jumper.,12,8
11:06,87,Matt Farrell Defensive Rebound.,12,8
10:49,87,D.J. Harvey missed Jumper.,12,8
10:49,2724,Zach Brown Defensive Rebound.,12,8
10:37,2724,Darral Willis Jr. made Three Point Jumper. Assisted by Austin Reaves.,15,8
10:11,87,John Mooney missed Three Point Jumper.,15,8
10:11,2724,Landry Shamet Defensive Rebound.,15,8
10:08,2724,Landry Shamet Turnover.,15,8
10:08,87,Matt Farrell Steal.,15,8
10:02,87,Official TV Timeout,15,8
9:36,87,Foul on Matt Farrell.,15,8
9:36,87,Matt Farrell Turnover.,15,8
9:11,87,Foul on Bonzie Colson.,15,8
9:07,2724,Darral Willis Jr. made Jumper.,17,8
8:49,87,D.J. Harvey missed Three Point Jumper.,17,8
8:49,2724,Darral Willis Jr. Defensive Rebound.,17,8
8:30,2724,Samajae Haynes-Jones made Jumper.,19,8
8:21,87,Notre Dame  Timeout,19,8
8:01,87,Bonzie Colson made Jumper. Assisted by TJ Gibbs.,19,10
7:32,87,Foul on Elijah Burns.,19,10
7:22,2724,Darral Willis Jr. missed Three Point Jumper.,19,10
7:22,87,Bonzie Colson Defensive Rebound.,19,10
7:17,2724,Foul on Rauno Nurger.,19,10
7:05,87,Bonzie Colson made Jumper. Assisted by Rex Pflueger.,19,12
6:51,2724,Austin Reaves made Jumper.,21,12
6:30,87,Matt Farrell missed Three Point Jumper.,21,12
6:30,2724,Darral Willis Jr. Defensive Rebound.,21,12
6:14,2724,Samajae Haynes-Jones missed Three Point Jumper.,21,12
6:14,2724,Wichita State Offensive Rebound.,21,12
5:56,2724,Conner Frankamp made Jumper.,23,12
5:21,87,Bonzie Colson missed Jumper.,23,12
5:21,2724,Shaquille Morris Defensive Rebound.,23,12
5:08,2724,Darral Willis Jr. missed Jumper.,23,12
5:08,87,Bonzie Colson Defensive Rebound.,23,12
4:40,87,Bonzie Colson missed Three Point Jumper.,23,12
4:40,2724,Darral Willis Jr. Defensive Rebound.,23,12
4:32,2724,Rashard Kelly made Jumper. Assisted by Landry Shamet.,25,12
4:16,87,Matt Farrell made Jumper.,25,14
4:09,2724,Conner Frankamp made Three Point Jumper. Assisted by Darral Willis Jr..,28,14
3:47,87,Martinas Geben made Dunk. Assisted by Matt Farrell.,28,16
3:31,2724,Landry Shamet missed Jumper.,28,16
3:31,87,TJ Gibbs Defensive Rebound.,28,16
3:30,2724,Foul on Rashard Kelly.,28,16
3:30,87,Official TV Timeout,28,16
3:03,87,Bonzie Colson made Jumper.,28,18
2:53,2724,Conner Frankamp missed Three Point Jumper.,28,18
2:51,2724,Rashard Kelly Offensive Rebound.,28,18
2:51,87,Foul on Bonzie Colson.,28,18
2:51,2724,Rashard Kelly made Free Throw.,29,18
2:51,2724,Rashard Kelly made Free Throw.,30,18
2:34,87,Bonzie Colson missed Jumper.,30,18
2:34,87,Austin Torres Offensive Rebound.,30,18
2:33,2724,Foul on Zach Brown.,30,18
2:17,87,Matt Farrell made Three Point Jumper.,30,21
1:53,2724,Rauno Nurger made Jumper. Assisted by Zach Brown.,32,21
1:36,87,Matt Farrell Turnover.,32,21
1:36,2724,Conner Frankamp Steal.,32,21
1:26,2724,Rauno Nurger missed Three Point Jumper.,32,21
1:26,2724,Wichita State Offensive Rebound.,32,21
1:13,2724,Zach Brown made Three Point Jumper. Assisted by Conner Frankamp.,35,21
0:44,87,Rex Pflueger missed Jumper.,35,21
0:44,87,Austin Torres Offensive Rebound.,35,21
0:42,2724,Foul on Rauno Nurger.,35,21
0:40,87,Matt Farrell missed Jumper.,35,21
0:40,2724,Wichita State Defensive Rebound.,35,21
0:31,2724,Conner Frankamp made Jumper.,37,21
0:05,87,John Mooney made Dunk. Assisted by TJ Gibbs.,37,23
0:00,87,End of 1st half,37,23
20:00,87,Jump Ball won by Notre Dame,37,23
19:39,87,TJ Gibbs made Jumper.,37,25
19:15,2724,Conner Frankamp Turnover.,37,25
19:15,87,Bonzie Colson Steal.,37,25
19:05,87,Matt Farrell made Jumper.,37,27
18:54,2724,Darral Willis Jr. made Three Point Jumper. Assisted by Landry Shamet.,40,27
18:36,87,Matt Farrell Turnover.,40,27
18:36,2724,Landry Shamet Steal.,40,27
18:22,2724,Zach Brown made Jumper. Assisted by Conner Frankamp.,42,27
17:59,87,Martinas Geben made Dunk. Assisted by TJ Gibbs.,42,29
17:42,2724,Conner Frankamp missed Three Point Jumper.,42,29
17:42,87,Matt Farrell Defensive Rebound.,42,29
17:26,87,TJ Gibbs missed Jumper.,42,29
17:26,87,Martinas Geben Offensive Rebound.,42,29
17:21,87,Martinas Geben made Layup.,42,31
17:02,87,Foul on TJ Gibbs.,42,31
16:53,2724,Rashard Kelly made Dunk. Assisted by Conner Frankamp.,44,31
16:25,87,Bonzie Colson made Jumper. Assisted by Martinas Geben.,44,33
16:17,2724,Zach Brown Turnover.,44,33
16:17,87,Matt Farrell Steal.,44,33
16:12,87,Matt Farrell missed Jumper.,44,33
16:12,87,Bonzie Colson Offensive Rebound.,44,33
16:06,2724,Foul on Shaquille Morris.,44,33
16:06,87,Bonzie Colson made Free Throw.,44,34
16:06,87,Bonzie Colson made Free Throw.,44,35
15:50,2724,Conner Frankamp missed Three Point Jumper.,44,35
15:50,2724,Rauno Nurger Offensive Rebound.,44,35
15:50,2724,Rauno Nurger made Two Point Tip Shot.,46,35
15:30,2724,Foul on Rauno Nurger.,46,35
15:30,87,Official TV Timeout,46,35
15:30,87,TJ Gibbs made Free Throw.,46,36
15:30,87,TJ Gibbs made Free Throw.,46,37
15:06,2724,Darral Willis Jr. Turnover.,46,37
14:40,87,Rex Pflueger made Jumper.,46,39
14:03,2724,Rashard Kelly missed Jumper.,46,39
14:03,87,Martinas Geben Block.,46,39
14:03,2724,Darral Willis Jr. Offensive Rebound.,46,39
13:52,2724,Darral Willis Jr. missed Jumper.,46,39
13:52,87,Matt Farrell Defensive Rebound.,46,39
13:41,87,TJ Gibbs missed Jumper.,46,39
13:41,2724,Landry Shamet Block.,46,39
13:41,2724,Conner Frankamp Defensive Rebound.,46,39
13:30,2724,Zach Brown missed Three Point Jumper.,46,39
13:30,2724,Landry Shamet Offensive Rebound.,46,39
13:30,2724,Landry Shamet made Jumper.,48,39
13:15,87,Matt Farrell Turnover.,48,39
12:57,2724,Foul on Darral Willis Jr..,48,39
12:57,2724,Darral Willis Jr. Turnover.,48,39
12:45,2724,Foul on Rauno Nurger.,48,39
12:45,87,Bonzie Colson missed Free Throw.,48,39
12:45,87,Notre Dame Deadball Team Rebound.,48,39
12:45,87,Bonzie Colson made Free Throw.,48,40
12:29,2724,Shaquille Morris made Jumper. Assisted by Landry Shamet.,50,40
12:08,87,Rex Pflueger missed Three Point Jumper.,50,40
12:08,2724,Austin Reaves Defensive Rebound.,50,40
11:57,87,Official TV Timeout,50,40
11:48,87,Foul on John Mooney.,50,40
11:48,2724,Shaquille Morris made Free Throw.,51,40
11:48,2724,Shaquille Morris made Free Throw.,52,40
11:35,87,Bonzie Colson made Layup.,52,42
11:10,2724,Darral Willis Jr. missed Jumper.,52,42
11:10,87,Bonzie Colson Block.,52,42
11:10,87,Martinas Geben Defensive Rebound.,52,42
11:04,87,Matt Farrell made Three Point Jumper. Assisted by Martinas Geben.,52,45
10:46,2724,Austin Reaves missed Jumper.,52,45
10:46,2724,Rashard Kelly Offensive Rebound.,52,45
10:44,87,Foul on Bonzie Colson.,52,45
10:33,2724,Samajae Haynes-Jones missed Jumper.,52,45
10:33,87,Martinas Geben Defensive Rebound.,52,45
10:30,2724,Foul on Darral Willis Jr..,52,45
10:19,87,Martinas Geben made Jumper. Assisted by Bonzie Colson.,52,47
10:03,2724,Landry Shamet missed Three Point Jumper.,52,47
10:03,2724,Rashard Kelly Offensive Rebound.,52,47
9:34,2724,Zach Brown made Three Point Jumper. Assisted by Landry Shamet.,55,47
9:11,87,Matt Farrell made Jumper. Assisted by Martinas Geben.,55,49
9:11,2724,Foul on Zach Brown.,55,49
9:09,87,Matt Farrell made Free Throw.,55,50
8:59,2724,Shaquille Morris made Dunk. Assisted by Landry Shamet.,57,50
8:30,87,Matt Farrell missed Jumper.,57,50
8:30,87,Bonzie Colson Offensive Rebound.,57,50
8:27,2724,Foul on Rashard Kelly.,57,50
8:27,87,Bonzie Colson made Free Throw.,57,51
8:27,87,Bonzie Colson made Free Throw.,57,52
8:05,2724,Conner Frankamp missed Jumper.,57,52
8:05,87,Rex Pflueger Block.,57,52
8:05,87,Bonzie Colson Defensive Rebound.,57,52
7:56,87,Matt Farrell missed Three Point Jumper.,57,52
7:56,2724,Shaquille Morris Defensive Rebound.,57,52
7:43,2724,Zach Brown made Three Point Jumper. Assisted by Conner Frankamp.,60,52
7:29,87,Notre Dame  Timeout,60,52
7:29,87,Official TV Timeout,60,52
7:21,2724,Foul on Rashard Kelly.,60,52
7:21,87,Bonzie Colson made Free Throw.,60,53
7:21,87,Bonzie Colson missed Free Throw.,60,53
7:21,2724,Darral Willis Jr. Defensive Rebound.,60,53
7:13,2724,Landry Shamet made Jumper.,62,53
6:56,87,TJ Gibbs made Three Point Jumper. Assisted by Matt Farrell.,62,56
6:32,2724,Landry Shamet missed Three Point Jumper.,62,56
6:32,87,Bonzie Colson Defensive Rebound.,62,56
5:57,87,Bonzie Colson made Three Point Jumper. Assisted by TJ Gibbs.,62,59
5:32,2724,Landry Shamet missed Three Point Jumper.,62,59
5:32,2724,Wichita State Offensive Rebound.,62,59
5:18,2724,Shaquille Morris missed Jumper.,62,59
5:18,87,Martinas Geben Defensive Rebound.,62,59
4:49,87,Bonzie Colson missed Three Point Jumper.,62,59
4:49,2724,Conner Frankamp Defensive Rebound.,62,59
4:47,87,Foul on Rex Pflueger.,62,59
4:27,2724,Conner Frankamp missed Three Point Jumper.,62,59
4:27,2724,Zach Brown Offensive Rebound.,62,59
3:53,2724,Conner Frankamp missed Three Point Jumper.,62,59
3:53,87,Rex Pflueger Defensive Rebound.,62,59
3:50,2724,Foul on Shaquille Morris.,62,59
3:50,87,Official TV Timeout,62,59
3:50,87,Rex Pflueger made Free Throw.,62,60
3:50,87,Rex Pflueger made Free Throw.,62,61
3:35,2724,Austin Reaves missed Three Point Jumper.,62,61
3:35,87,Bonzie Colson Defensive Rebound.,62,61
3:06,87,TJ Gibbs missed Layup.,62,61
3:06,2724,Rashard Kelly Defensive Rebound.,62,61
2:46,2724,Rauno Nurger missed Jumper.,62,61
2:46,2724,Rashard Kelly Offensive Rebound.,62,61
2:39,87,Foul on Bonzie Colson.,62,61
2:19,2724,Landry Shamet Turnover.,62,61
2:19,87,Bonzie Colson Steal.,62,61
1:50,87,Foul on TJ Gibbs.,62,61
1:50,87,TJ Gibbs Turnover.,62,61
1:25,2724,Landry Shamet made Jumper.,64,61
1:14,87,Notre Dame  Timeout,64,61
0:58,87,Bonzie Colson made Jumper.,64,63
0:53,2724,Wichita State  Timeout,64,63
0:34,2724,Landry Shamet made Jumper.,66,63
0:17,87,Bonzie Colson missed Three Point Jumper.,66,63
0:17,2724,Wichita State Defensive Rebound.,66,63
0:14,2724,Conner Frankamp Turnover.,66,63
0:14,87,Matt Farrell Steal.,66,63
0:14,87,Bonzie Colson made Jumper. Assisted by Matt Farrell.,66,65
0:13,87,Foul on Austin Torres.,66,65
0:13,2724,Austin Reaves missed Free Throw.,66,65
0:13,87,Bonzie Colson Defensive Rebound.,66,65
0:06,87,Matt Farrell missed Jumper.,66,65
0:06,2724,Zach Brown Block.,66,65
0:06,87,Notre Dame Defensive Rebound.,66,65
0:05,87,Jump Ball won by Notre Dame,66,65
0:03,87,Notre Dame  Timeout,66,65
0:01,2724,Foul on Shaquille Morris.,66,65
0:01,87,Martinas Geben made Free Throw.,66,66
0:01,87,Martinas Geben made Free Throw.,66,67
0:01,2724,Wichita State  Timeout,66,67
0:01,2724,Landry Shamet Turnover.,66,67
0:01,87,Rex Pflueger Steal.,66,67
0:00,87,End of Game,66,67
