Fresno State,2244,George Mason,278
8:06,2244,Justin Kier Defensive Rebound.,27,19
7:56,2244,Ian Boyd missed Three Point Jumper.,27,19
7:56,278,Jahmel Taylor Defensive Rebound.,27,19
7:44,278,Bryson Williams missed Layup.,27,19
7:44,278,Bryson Williams Offensive Rebound.,27,19
7:40,278,Bryson Williams made Layup.,29,19
7:20,2244,Jaire Grayer missed Three Point Jumper.,29,19
7:20,278,Jahmel Taylor Defensive Rebound.,29,19
7:03,278,Bryson Williams missed Jumper.,29,19
7:02,2244,Justin Kier Defensive Rebound.,29,19
6:53,2244,Foul on Justin Kier.,29,19
6:53,2244,Justin Kier Turnover.,29,19
6:53,2244,Official TV Timeout,29,19
6:44,278,Jahmel Taylor missed Three Point Jumper.,29,19
6:44,278,Johnny McWilliams Offensive Rebound.,29,19
6:39,278,Johnny McWilliams missed Layup.,29,19
6:39,278,Bryson Williams Offensive Rebound.,29,19
6:37,278,Bryson Williams made Layup.,31,19
6:20,2244,Foul on Goanar Mar.,31,19
6:20,2244,Goanar Mar Turnover.,31,19
6:10,278,Johnny McWilliams missed Three Point Jumper.,31,19
6:10,2244,Jaire Grayer Defensive Rebound.,31,19
6:02,2244,Jaire Grayer missed Layup.,31,19
6:02,278,Bryson Williams Block.,31,19
6:00,2244,Goanar Mar Offensive Rebound.,31,19
5:58,2244,Goanar Mar made Layup.,31,21
5:41,278,Jahmel Taylor made Three Point Jumper. Assisted by Deshon Taylor.,34,21
5:20,2244,Otis Livingston II made Three Point Jumper.,34,24
4:57,278,Bryson Williams made Jumper.,36,24
4:37,2244,AJ Wilson missed Three Point Jumper.,36,24
4:37,278,Ray Bowles Jr. Defensive Rebound.,36,24
4:28,278,Jahmel Taylor missed Three Point Jumper.,36,24
4:28,2244,Jaire Grayer Defensive Rebound.,36,24
4:21,2244,Ian Boyd missed Jumper.,36,24
4:21,278,Bryson Williams Defensive Rebound.,36,24
3:58,278,Johnny McWilliams missed Three Point Jumper.,36,24
3:58,278,Fresno State Offensive Rebound.,36,24
3:54,2244,Official TV Timeout,36,24
3:48,278,Johnny McWilliams missed Three Point Jumper.,36,24
3:48,278,Jaron Hopkins Offensive Rebound.,36,24
3:37,278,Deshon Taylor made Jumper.,38,24
3:04,2244,Ian Boyd missed Jumper.,38,24
3:04,278,Bryson Williams Defensive Rebound.,38,24
2:51,278,Johnny McWilliams missed Three Point Jumper.,38,24
2:51,2244,AJ Wilson Defensive Rebound.,38,24
2:40,2244,Foul on Otis Livingston II.,38,24
2:40,2244,Otis Livingston II Turnover.,38,24
2:40,278,Deshon Taylor made Three Point Jumper.,41,24
2:12,278,Foul on Ray Bowles Jr..,41,24
2:02,2244,Justin Kier missed Jumper.,41,24
2:02,2244,George Mason Deadball Team Rebound.,41,24
1:59,278,Foul on Deshon Taylor.,41,24
1:59,2244,Jaire Grayer made Free Throw.,41,25
1:59,2244,Jaire Grayer made Free Throw.,41,26
1:51,278,Deshon Taylor Turnover.,41,26
1:36,2244,Justin Kier made Jumper.,41,28
1:08,278,Jaron Hopkins made Layup.,43,28
0:47,2244,Justin Kier missed Jumper.,43,28
0:47,278,Jahmel Taylor Defensive Rebound.,43,28
0:42,278,Jahmel Taylor Turnover.,43,28
0:41,2244,Goanar Mar Steal.,43,28
0:39,278,Foul on Terrell Carter II.,43,28
0:39,2244,Greg Calixte made Free Throw.,43,29
0:39,2244,Greg Calixte missed Free Throw.,43,29
0:39,278,Jaron Hopkins Defensive Rebound.,43,29
0:20,278,Ray Bowles Jr. missed Layup.,43,29
0:20,2244,AJ Wilson Defensive Rebound.,43,29
0:02,2244,Ian Boyd missed Three Point Jumper.,43,29
0:02,2244,AJ Wilson Offensive Rebound.,43,29
0:00,2244,AJ Wilson missed Two Point Tip Shot.,43,29
0:00,278,Fresno State Deadball Team Rebound.,43,29
0:00,2244,End of 1st half,43,29
19:48,2244,Goanar Mar made Jumper.,43,31
19:30,278,Bryson Williams made Jumper.,45,31
19:01,2244,Ian Boyd made Layup.,45,33
18:46,278,Bryson Williams missed Jumper.,45,33
18:46,2244,Goanar Mar Defensive Rebound.,45,33
18:43,278,Foul on Bryson Williams.,45,33
18:24,2244,Justin Kier missed Jumper.,45,33
18:24,278,Fresno State Deadball Team Rebound.,45,33
18:22,2244,Foul on Goanar Mar.,45,33
18:08,278,Jaron Hopkins made Layup.,47,33
17:41,2244,Jaire Grayer missed Three Point Jumper.,47,33
17:41,2244,Goanar Mar Offensive Rebound.,47,33
17:37,2244,Goanar Mar made Layup.,47,35
17:16,278,Deshon Taylor missed Three Point Jumper.,47,35
17:16,2244,Justin Kier Defensive Rebound.,47,35
17:11,2244,Otis Livingston II made Layup. Assisted by Justin Kier.,47,37
16:49,278,Ray Bowles Jr. made Three Point Jumper. Assisted by Sam Bittner.,50,37
16:29,278,Foul on Ray Bowles Jr..,50,37
16:25,2244,Ian Boyd missed Jumper.,50,37
16:25,2244,Ian Boyd Offensive Rebound.,50,37
16:23,2244,Ian Boyd made Layup.,50,39
16:03,278,Jaron Hopkins Turnover.,50,39
15:52,2244,Otis Livingston II made Three Point Jumper. Assisted by Goanar Mar.,50,42
15:26,278,Ray Bowles Jr. made Dunk.,52,42
15:10,278,Foul on Jaron Hopkins.,52,42
15:10,2244,Official TV Timeout,52,42
15:02,2244,Goanar Mar made Jumper.,52,44
14:41,278,Fresno State  Timeout,52,44
14:30,278,Foul on Jahmel Taylor.,52,44
14:30,278,Jahmel Taylor Turnover.,52,44
14:10,2244,Goanar Mar missed Three Point Jumper.,52,44
14:10,2244,Jaire Grayer Offensive Rebound.,52,44
14:00,2244,Goanar Mar made Jumper.,52,46
13:41,278,Jahmel Taylor made Three Point Jumper.,55,46
13:10,278,Foul on Jahmel Taylor.,55,46
12:53,2244,Ian Boyd made Jumper.,55,48
12:38,278,Foul on Bryson Williams.,55,48
12:38,278,Bryson Williams Turnover.,55,48
12:23,2244,Ian Boyd made Layup.,55,50
12:07,278,Deshon Taylor missed Three Point Jumper.,55,50
12:07,2244,Jaire Grayer Defensive Rebound.,55,50
11:56,278,Foul on Jaron Hopkins.,55,50
11:54,2244,Official TV Timeout,55,50
11:54,2244,Justin Kier missed Free Throw.,55,50
11:54,2244,George Mason Deadball Team Rebound.,55,50
11:54,2244,Justin Kier made Free Throw.,55,51
11:42,278,Jaron Hopkins missed Jumper.,55,51
11:42,2244,Ian Boyd Defensive Rebound.,55,51
11:38,2244,Ian Boyd Turnover.,55,51
11:37,278,Sam Bittner Steal.,55,51
11:35,278,Bryson Williams made Dunk. Assisted by Ray Bowles Jr..,57,51
11:11,2244,Ian Boyd made Three Point Jumper. Assisted by Jaire Grayer.,57,54
10:48,278,Deshon Taylor missed Layup.,57,54
10:48,2244,Ian Boyd Defensive Rebound.,57,54
10:42,2244,Jaire Grayer missed Jumper.,57,54
10:42,278,Bryson Williams Defensive Rebound.,57,54
10:38,2244,Foul on Greg Calixte.,57,54
10:30,2244,Foul on Justin Kier.,57,54
10:28,2244,Foul on Ian Boyd.,57,54
10:28,278,Ray Bowles Jr. made Free Throw.,58,54
10:28,278,Ray Bowles Jr. made Free Throw.,59,54
10:13,2244,Goanar Mar made Jumper.,59,56
9:44,278,Ray Bowles Jr. made Layup.,61,56
9:17,2244,Greg Calixte missed Layup.,61,56
9:17,278,Bryson Williams Defensive Rebound.,61,56
8:52,278,Deshon Taylor missed Three Point Jumper.,61,56
8:52,2244,Ian Boyd Defensive Rebound.,61,56
8:36,2244,Justin Kier missed Jumper.,61,56
8:36,2244,George Mason Deadball Team Rebound.,61,56
8:33,278,Foul on Bryson Williams.,61,56
8:33,2244,Greg Calixte made Free Throw.,61,57
8:33,2244,Greg Calixte made Free Throw.,61,58
8:20,278,Bryson Williams made Jumper.,63,58
7:56,2244,Javon Greene missed Three Point Jumper.,63,58
7:56,278,Bryson Williams Defensive Rebound.,63,58
7:27,278,Sam Bittner missed Three Point Jumper.,63,58
7:27,278,Deshon Taylor Offensive Rebound.,63,58
7:00,2244,Foul on Greg Calixte.,63,58
7:00,2244,Official TV Timeout,63,58
6:59,278,Bryson Williams missed Free Throw.,63,58
6:59,278,Fresno State Deadball Team Rebound.,63,58
6:59,278,Bryson Williams made Free Throw.,64,58
6:44,2244,Jaire Grayer missed Jumper.,64,58
6:44,278,Jaron Hopkins Defensive Rebound.,64,58
6:17,278,Ray Bowles Jr. made Jumper.,66,58
5:55,2244,Goanar Mar made Three Point Jumper. Assisted by Otis Livingston II.,66,61
5:43,278,Ray Bowles Jr. missed Three Point Jumper.,66,61
5:43,2244,Jaire Grayer Defensive Rebound.,66,61
5:19,2244,Goanar Mar missed Jumper.,66,61
5:19,2244,Goanar Mar Offensive Rebound.,66,61
5:16,278,Foul on Bryson Williams.,66,61
5:16,2244,Goanar Mar made Free Throw.,66,62
5:16,2244,Goanar Mar made Free Throw.,66,63
4:51,278,Jaron Hopkins made Jumper.,68,63
4:26,2244,Otis Livingston II missed Layup.,68,63
4:26,278,Terrell Carter II Block.,68,63
4:25,278,Jaron Hopkins Defensive Rebound.,68,63
4:09,278,Deshon Taylor made Jumper.,70,63
4:09,2244,Foul on Ian Boyd.,70,63
4:09,278,Deshon Taylor made Free Throw.,71,63
3:52,278,Foul on Terrell Carter II.,71,63
3:52,2244,Official TV Timeout,71,63
3:52,2244,Otis Livingston II made Free Throw.,71,64
3:52,2244,Otis Livingston II made Free Throw.,71,65
3:35,278,Ray Bowles Jr. made Layup.,73,65
3:12,278,Foul on Deshon Taylor.,73,65
3:12,2244,Otis Livingston II missed Free Throw.,73,65
3:12,2244,George Mason Deadball Team Rebound.,73,65
3:12,2244,Otis Livingston II made Free Throw.,73,66
3:12,2244,Otis Livingston II made Free Throw.,73,67
2:51,278,Jaron Hopkins missed Jumper.,73,67
2:51,278,Sam Bittner Offensive Rebound.,73,67
2:47,278,Ray Bowles Jr. missed Three Point Jumper.,73,67
2:47,2244,Goanar Mar Defensive Rebound.,73,67
2:40,2244,Jaire Grayer made Layup. Assisted by Justin Kier.,73,69
2:31,278,Fresno State  Timeout,73,69
2:09,278,Deshon Taylor made Jumper.,75,69
1:51,278,Foul on Ray Bowles Jr..,75,69
1:51,2244,Ian Boyd made Free Throw.,75,70
1:51,2244,Ian Boyd made Free Throw.,75,71
1:34,278,Deshon Taylor missed Jumper.,75,71
1:34,2244,Ian Boyd Defensive Rebound.,75,71
1:23,2244,Justin Kier missed Jumper.,75,71
1:23,278,Jaron Hopkins Defensive Rebound.,75,71
0:53,278,Jaron Hopkins Turnover.,75,71
0:52,2244,George Mason  Timeout,75,71
0:39,2244,Otis Livingston II missed Three Point Jumper.,75,71
0:39,278,Ray Bowles Jr. Defensive Rebound.,75,71
0:31,2244,Foul on Ian Boyd.,75,71
0:31,278,Deshon Taylor made Free Throw.,76,71
0:31,278,Deshon Taylor missed Free Throw.,76,71
0:31,2244,Jaire Grayer Defensive Rebound.,76,71
0:23,2244,Otis Livingston II made Jumper.,76,73
0:22,2244,George Mason  Timeout,76,73
0:19,2244,Foul on Jaire Grayer.,76,73
0:19,278,Jahmel Taylor made Free Throw.,77,73
0:19,278,Jahmel Taylor made Free Throw.,78,73
0:13,2244,Otis Livingston II Turnover.,78,73
0:12,278,Deshon Taylor Steal.,78,73
0:08,2244,Foul on Goanar Mar.,78,73
0:08,278,Deshon Taylor made Free Throw.,79,73
0:08,278,Deshon Taylor missed Free Throw.,79,73
0:08,2244,Ian Boyd Defensive Rebound.,79,73
0:01,2244,Otis Livingston II missed Layup.,79,73
0:01,278,Bryson Williams Block.,79,73
0:00,278,Jahmel Taylor Defensive Rebound.,79,73
0:00,2244,End of Game,79,73
