Southern-New Orleans,Error,Lamar,2320
16:22,2320,Josh Nzeakor made Layup. Assisted by Colton Weisbrod.,6,8
16:19,2320,Official TV Timeout,6,8
16:08,-1,Darrell Jacob made Layup. Assisted by George Brock.,8,8
15:50,2320,Colton Weisbrod made Layup.,8,10
15:35,-1,George Brock missed Jumper.,8,10
15:35,2320,Josh Nzeakor Defensive Rebound.,8,10
15:27,2320,Torey Noel missed Three Point Jumper.,8,10
15:27,2320,Josh Nzeakor Offensive Rebound.,8,10
15:15,-1,Foul on D'Ante Russell-Hall.,8,10
15:15,2320,Colton Weisbrod made Free Throw.,8,11
15:15,2320,Colton Weisbrod missed Free Throw.,8,11
15:15,-1,Teandre Jones Defensive Rebound.,8,11
14:49,-1,D'Ante Russell-Hall Turnover.,8,11
14:37,2320,Colton Weisbrod made Layup.,8,13
14:37,-1,Foul on Teandre Jones.,8,13
14:37,2320,Colton Weisbrod made Free Throw.,8,14
14:23,-1,George Brock made Three Point Jumper. Assisted by D'Ante Russell-Hall.,11,14
14:14,2320,T.J. Atwood made Layup. Assisted by Joey Frenchwood.,11,16
13:59,-1,Antonio Williams missed Three Point Jumper.,11,16
13:59,2320,Joey Frenchwood Defensive Rebound.,11,16
13:53,2320,James Harrison missed Three Point Jumper.,11,16
13:53,2320,T.J. Atwood Offensive Rebound.,11,16
13:46,2320,Josh Nzeakor made Layup. Assisted by T.J. Atwood.,11,18
13:32,-1,Lewis Ntolla missed Layup.,11,18
13:32,2320,Colton Weisbrod Defensive Rebound.,11,18
13:26,2320,James Harrison missed Jumper.,11,18
13:26,-1,George Brock Defensive Rebound.,11,18
13:20,-1,George Brock made Three Point Jumper.,14,18
13:10,-1,Foul on Lewis Ntolla.,14,18
13:10,2320,Josh Nzeakor made Free Throw.,14,19
13:10,2320,Josh Nzeakor missed Free Throw.,14,19
13:10,-1,Andre Funches Defensive Rebound.,14,19
12:57,-1,George Brock made Three Point Jumper.,17,19
12:37,2320,Joey Frenchwood missed Three Point Jumper.,17,19
12:37,-1,Antonio Williams Defensive Rebound.,17,19
12:25,-1,George Brock Turnover.,17,19
12:03,2320,Nick Garth made Three Point Jumper. Assisted by T.J. Atwood.,17,22
11:44,-1,George Brock Turnover.,17,22
11:43,2320,Official TV Timeout,17,22
11:27,2320,T.J. Atwood missed Layup.,17,22
11:27,2320,Avery Sullivan Offensive Rebound.,17,22
11:22,2320,Avery Sullivan missed Layup.,17,22
11:22,-1,Za'Quan Brooks Block.,17,22
11:22,2320,Avery Sullivan Offensive Rebound.,17,22
11:19,2320,Torey Noel made Three Point Jumper. Assisted by Avery Sullivan.,17,25
11:03,-1,Andre Funches Turnover.,17,25
10:44,2320,Avery Sullivan made Layup. Assisted by Colton Weisbrod.,17,27
10:32,-1,Za'Quan Brooks Turnover.,17,27
10:18,2320,Torey Noel missed Three Point Jumper.,17,27
10:18,-1,George Brock Defensive Rebound.,17,27
9:54,-1,George Brock missed Three Point Jumper.,17,27
9:54,-1,Darrell Jacob Offensive Rebound.,17,27
9:50,-1,Darrell Jacob missed Layup.,17,27
9:50,2320,Avery Sullivan Block.,17,27
9:50,-1,Teandre Jones Offensive Rebound.,17,27
9:45,-1,Teandre Jones missed Jumper.,17,27
9:45,2320,Avery Sullivan Defensive Rebound.,17,27
9:41,2320,Nick Garth made Three Point Jumper. Assisted by Torey Noel.,17,30
9:22,-1,Darrell Jacob made Layup. Assisted by Teandre Jones.,19,30
9:22,2320,Foul on Colton Weisbrod.,19,30
9:22,-1,Darrell Jacob missed Free Throw.,19,30
9:22,-1,Southern (NO) Deadball Team Rebound.,19,30
9:04,2320,Nick Garth made Three Point Jumper. Assisted by Avery Sullivan.,19,33
8:33,-1,Matthew Haynes made Three Point Jumper.,22,33
8:25,-1,Foul on George Brock.,22,33
8:11,2320,Avery Sullivan made Dunk. Assisted by James Harrison.,22,35
7:57,-1,Matthew Haynes Turnover.,22,35
7:56,2320,Torey Noel Steal.,22,35
7:54,2320,Nick Garth made Three Point Jumper. Assisted by Torey Noel.,22,38
7:34,-1,Matthew Haynes Turnover.,22,38
7:33,2320,Avery Sullivan Steal.,22,38
7:30,2320,Nick Garth made Three Point Jumper. Assisted by Torey Noel.,22,41
7:27,2320,Official TV Timeout,22,41
7:26,2320,Foul on T.J. Atwood.,22,41
7:08,-1,D'Ante Russell-Hall Turnover.,22,41
7:06,2320,T.J. Atwood Steal.,22,41
7:06,2320,Lamar  Timeout,22,41
6:55,2320,James Harrison missed Layup.,22,41
6:55,-1,Marcel Daniels Defensive Rebound.,22,41
6:49,2320,Foul on James Harrison.,22,41
6:46,-1,Tevin Lewis missed Layup.,22,41
6:46,-1,George Brock Offensive Rebound.,22,41
6:40,-1,D'Ante Russell-Hall missed Three Point Jumper.,22,41
6:40,-1,Darrell Jacob Offensive Rebound.,22,41
6:35,-1,Darrell Jacob made Dunk.,24,41
6:03,2320,T.J. Atwood made Layup.,24,43
5:41,-1,Tevin Lewis missed Three Point Jumper.,24,43
5:41,2320,James Harrison Defensive Rebound.,24,43
5:30,2320,T.J. Atwood made Layup.,24,45
5:14,-1,Tevin Lewis made Layup. Assisted by George Brock.,26,45
4:41,2320,Josh Nzeakor Turnover.,26,45
4:25,-1,George Brock missed Jumper.,26,45
4:25,2320,Josh Nzeakor Defensive Rebound.,26,45
4:18,-1,Foul on Andre Funches.,26,45
4:18,2320,Nick Garth made Free Throw.,26,46
4:18,2320,Nick Garth missed Free Throw.,26,46
4:18,2320,Lamar Deadball Team Rebound.,26,46
4:18,2320,Nick Garth made Free Throw.,26,47
4:05,-1,Darrell Jacob Turnover.,26,47
3:44,2320,Josh Nzeakor missed Layup.,26,47
3:44,2320,Josh Nzeakor Offensive Rebound.,26,47
3:43,-1,Foul on Darrell Jacob.,26,47
3:43,2320,Official TV Timeout,26,47
3:43,-1,Technical Foul on Southern (NO).,26,47
3:43,2320,Nick Garth made Free Throw.,26,48
3:43,2320,Nick Garth made Free Throw.,26,49
3:43,2320,Josh Nzeakor missed Free Throw.,26,49
3:43,2320,Lamar Deadball Team Rebound.,26,49
3:43,2320,Josh Nzeakor made Free Throw.,26,50
3:25,-1,Andre Funches made Three Point Jumper. Assisted by George Brock.,29,50
3:18,2320,Josh Nzeakor made Layup. Assisted by Joey Frenchwood.,29,52
3:02,-1,Marcel Daniels made Layup.,31,52
2:57,2320,Josh Nzeakor Turnover.,31,52
2:42,-1,Andre Funches made Layup. Assisted by George Brock.,33,52
2:11,2320,Joey Frenchwood Turnover.,33,52
2:11,2320,Foul on Joey Frenchwood.,33,52
1:58,-1,Marcel Daniels missed Three Point Jumper.,33,52
1:58,-1,Za'Quan Brooks Offensive Rebound.,33,52
1:57,2320,Foul on T.J. Atwood.,33,52
1:57,-1,Za'Quan Brooks missed Free Throw.,33,52
1:57,2320,Lamar Defensive Rebound.,33,52
1:47,2320,Colton Weisbrod made Layup. Assisted by Josh Nzeakor.,33,54
1:30,-1,Andre Funches missed Three Point Jumper.,33,54
1:30,2320,Lamar Defensive Rebound.,33,54
1:12,2320,James Harrison Turnover.,33,54
1:11,-1,Marcel Daniels Steal.,33,54
1:08,-1,Teandre Jones made Layup. Assisted by Marcel Daniels.,35,54
0:52,-1,Foul on Za'Quan Brooks.,35,54
0:52,2320,Jordan Foster missed Free Throw.,35,54
0:52,2320,Lamar Deadball Team Rebound.,35,54
0:52,2320,Jordan Foster missed Free Throw.,35,54
0:52,2320,James Harrison Offensive Rebound.,35,54
0:49,2320,James Harrison missed Jumper.,35,54
0:49,-1,Marcel Daniels Defensive Rebound.,35,54
0:43,-1,George Brock missed Layup.,35,54
0:43,2320,Zjori Bosha Block.,35,54
0:43,-1,Southern (NO) Offensive Rebound.,35,54
0:35,-1,Teandre Jones made Layup.,37,54
0:18,2320,James Harrison Turnover.,37,54
0:13,2320,Foul on James Harrison.,37,54
0:13,-1,George Brock made Free Throw.,38,54
0:13,-1,George Brock made Free Throw.,39,54
0:03,2320,Zjori Bosha missed Three Point Jumper.,39,54
0:03,2320,Colton Weisbrod Offensive Rebound.,39,54
0:00,2320,Colton Weisbrod missed Layup.,39,54
0:00,2320,Jordan Foster Offensive Rebound.,39,54
0:00,2320,End of 1st half,39,54
19:40,2320,Joey Frenchwood made Three Point Jumper. Assisted by Zjori Bosha.,39,57
19:17,-1,Darrell Jacob missed Jumper.,39,57
19:17,2320,Joey Frenchwood Defensive Rebound.,39,57
19:03,2320,Josh Nzeakor made Jumper.,39,59
18:55,2320,Foul on Colton Weisbrod.,39,59
18:41,-1,D'Ante Russell-Hall missed Dunk.,39,59
18:41,2320,Zjori Bosha Defensive Rebound.,39,59
18:39,2320,Zjori Bosha Turnover.,39,59
18:39,-1,George Brock Steal.,39,59
18:39,2320,Foul on Zjori Bosha.,39,59
18:29,-1,Darrell Jacob made Layup. Assisted by George Brock.,41,59
18:16,2320,Joey Frenchwood missed Three Point Jumper.,41,59
18:16,2320,Colton Weisbrod Offensive Rebound.,41,59
18:15,-1,Foul on Darrell Jacob.,41,59
18:15,2320,Colton Weisbrod missed Free Throw.,41,59
18:15,2320,Lamar Deadball Team Rebound.,41,59
18:15,2320,Colton Weisbrod made Free Throw.,41,60
18:04,-1,Teandre Jones missed Layup.,41,60
18:04,2320,Josh Nzeakor Defensive Rebound.,41,60
17:55,2320,Zjori Bosha missed Three Point Jumper.,41,60
17:55,2320,Josh Nzeakor Offensive Rebound.,41,60
17:49,2320,Joey Frenchwood Turnover.,41,60
17:48,-1,D'Ante Russell-Hall Steal.,41,60
17:40,2320,Foul on Torey Noel.,41,60
17:40,-1,Darrell Jacob made Free Throw.,42,60
17:40,-1,Darrell Jacob missed Free Throw.,42,60
17:40,-1,Teandre Jones Offensive Rebound.,42,60
17:35,-1,Teandre Jones Turnover.,42,60
17:34,2320,Zjori Bosha Steal.,42,60
17:33,2320,Zjori Bosha made Dunk.,42,62
17:26,-1,George Brock Turnover.,42,62
17:25,2320,Zjori Bosha Steal.,42,62
17:23,2320,Zjori Bosha made Layup. Assisted by Joey Frenchwood.,42,64
17:23,-1,Foul on Darrell Jacob.,42,64
17:23,2320,Zjori Bosha made Free Throw.,42,65
17:11,-1,Marcel Daniels made Three Point Jumper. Assisted by Teandre Jones.,45,65
16:48,-1,Foul on Lewis Ntolla.,45,65
16:48,2320,Colton Weisbrod made Free Throw.,45,66
16:48,2320,Colton Weisbrod made Free Throw.,45,67
16:32,2320,Foul on Colton Weisbrod.,45,67
16:32,-1,George Brock made Free Throw.,46,67
16:32,-1,George Brock made Free Throw.,47,67
16:32,-1,George Brock made Free Throw.,48,67
16:24,-1,Foul on D'Ante Russell-Hall.,48,67
16:11,-1,Foul on Marcel Daniels.,48,67
16:02,-1,Foul on Lewis Ntolla.,48,67
16:02,2320,T.J. Atwood missed Free Throw.,48,67
16:02,2320,Lamar Deadball Team Rebound.,48,67
16:02,2320,T.J. Atwood made Free Throw.,48,68
15:54,2320,Foul on Nick Garth.,48,68
15:53,2320,Official TV Timeout,48,68
15:39,-1,D'Ante Russell-Hall missed Three Point Jumper.,48,68
15:39,-1,Teandre Jones Offensive Rebound.,48,68
15:31,-1,George Brock missed Three Point Jumper.,48,68
15:31,2320,Lamar Defensive Rebound.,48,68
15:14,2320,T.J. Atwood made Layup.,48,70
14:49,-1,George Brock missed Layup.,48,70
14:49,2320,T.J. Atwood Block.,48,70
14:49,2320,Zjori Bosha Defensive Rebound.,48,70
14:44,2320,Zjori Bosha made Three Point Jumper. Assisted by Joey Frenchwood.,48,73
14:14,-1,Marcel Daniels missed Three Point Jumper.,48,73
14:14,2320,Nick Garth Defensive Rebound.,48,73
13:55,2320,T.J. Atwood Turnover.,48,73
13:55,2320,Foul on T.J. Atwood.,48,73
13:38,-1,Teandre Jones Turnover.,48,73
13:38,-1,Foul on Teandre Jones.,48,73
13:25,-1,Foul on Antonio Williams.,48,73
13:25,2320,Nick Garth made Free Throw.,48,74
13:25,2320,Nick Garth missed Free Throw.,48,74
13:25,-1,Teandre Jones Defensive Rebound.,48,74
13:21,-1,Teandre Jones Turnover.,48,74
13:21,2320,Zjori Bosha Steal.,48,74
13:14,2320,Torey Noel Turnover.,48,74
13:14,-1,George Brock Steal.,48,74
12:57,-1,Antonio Williams missed Three Point Jumper.,48,74
12:57,2320,Zjori Bosha Defensive Rebound.,48,74
12:49,2320,Torey Noel made Layup. Assisted by Zjori Bosha.,48,76
12:21,-1,Andre Funches made Layup. Assisted by Terrance Collins-Lundy.,50,76
12:00,2320,Nick Garth missed Three Point Jumper.,50,76
12:00,-1,Lewis Ntolla Defensive Rebound.,50,76
11:52,2320,Foul on Torey Noel.,50,76
11:52,2320,Official TV Timeout,50,76
11:52,-1,George Brock missed Free Throw.,50,76
11:52,2320,Avery Sullivan Defensive Rebound.,50,76
11:36,2320,Nick Garth missed Three Point Jumper.,50,76
11:36,-1,George Brock Defensive Rebound.,50,76
11:29,-1,George Brock missed Three Point Jumper.,50,76
11:29,2320,T.J. Atwood Defensive Rebound.,50,76
11:18,2320,Avery Sullivan made Layup. Assisted by Nick Garth.,50,78
10:59,-1,Terrance Collins-Lundy missed Three Point Jumper.,50,78
10:59,2320,Joey Frenchwood Defensive Rebound.,50,78
10:45,2320,Joey Frenchwood Turnover.,50,78
10:33,-1,Giovanni Lee Turnover.,50,78
10:33,-1,Foul on Giovanni Lee.,50,78
10:22,2320,Joey Frenchwood Turnover.,50,78
10:21,-1,Giovanni Lee Steal.,50,78
10:19,-1,Andre Funches made Layup. Assisted by Giovanni Lee.,52,78
10:19,2320,Foul on T.J. Atwood.,52,78
10:19,-1,Andre Funches missed Free Throw.,52,78
10:19,2320,Avery Sullivan Defensive Rebound.,52,78
10:12,2320,Avery Sullivan Turnover.,52,78
10:02,-1,Giovanni Lee missed Jumper.,52,78
10:02,2320,Torey Noel Defensive Rebound.,52,78
9:46,2320,Colton Weisbrod missed Layup.,52,78
9:46,-1,Lewis Ntolla Block.,52,78
9:46,2320,Avery Sullivan Offensive Rebound.,52,78
9:44,-1,Foul on Terrance Collins-Lundy.,52,78
9:44,2320,Avery Sullivan missed Free Throw.,52,78
9:44,2320,Lamar Deadball Team Rebound.,52,78
9:44,2320,Avery Sullivan missed Free Throw.,52,78
9:44,-1,Terrance Collins-Lundy Defensive Rebound.,52,78
9:33,-1,Andre Funches made Three Point Jumper. Assisted by Giovanni Lee.,55,78
9:08,2320,Avery Sullivan missed Jumper.,55,78
9:08,2320,Colton Weisbrod Offensive Rebound.,55,78
9:02,2320,Colton Weisbrod made Layup.,55,80
8:34,2320,Foul on Colton Weisbrod.,55,80
8:34,-1,Terrance Collins-Lundy missed Free Throw.,55,80
8:34,2320,Colton Weisbrod Defensive Rebound.,55,80
8:13,2320,Colton Weisbrod made Layup.,55,82
7:54,-1,Antonio Williams Turnover.,55,82
7:53,2320,Avery Sullivan Steal.,55,82
7:51,2320,Nick Garth missed Layup.,55,82
7:51,-1,Lewis Ntolla Defensive Rebound.,55,82
7:42,-1,Antonio Williams Turnover.,55,82
7:41,2320,Avery Sullivan Steal.,55,82
7:37,2320,Nick Garth missed Three Point Jumper.,55,82
7:37,2320,Avery Sullivan Offensive Rebound.,55,82
7:31,2320,Zjori Bosha missed Three Point Jumper.,55,82
7:31,-1,Terrance Collins-Lundy Defensive Rebound.,55,82
7:23,-1,Antonio Williams Turnover.,55,82
7:23,-1,Foul on Antonio Williams.,55,82
7:23,2320,Official TV Timeout,55,82
7:10,2320,Avery Sullivan made Layup. Assisted by Nick Garth.,55,84
6:49,-1,George Brock missed Three Point Jumper.,55,84
6:49,2320,Colton Weisbrod Defensive Rebound.,55,84
6:24,2320,Nick Garth made Three Point Jumper. Assisted by Avery Sullivan.,55,87
6:07,-1,Matthew Haynes made Jumper. Assisted by George Brock.,57,87
5:57,2320,Avery Sullivan made Layup. Assisted by Torey Noel.,57,89
5:56,-1,Foul on Za'Quan Brooks.,57,89
5:56,2320,Avery Sullivan missed Free Throw.,57,89
5:56,2320,Zjori Bosha Offensive Rebound.,57,89
5:47,2320,Nick Garth missed Three Point Jumper.,57,89
5:47,2320,Colton Weisbrod Offensive Rebound.,57,89
5:34,2320,Zjori Bosha missed Layup.,57,89
5:34,2320,T.J. Atwood Offensive Rebound.,57,89
5:32,2320,T.J. Atwood made Two Point Tip Shot.,57,91
5:27,-1,George Brock missed Layup.,57,91
5:27,-1,Southern (NO) Offensive Rebound.,57,91
5:15,2320,Foul on T.J. Atwood.,57,91
5:14,2320,Lamar Deadball Team Rebound.,57,91
5:14,-1,Za'Quan Brooks missed Free Throw.,57,91
5:14,-1,Za'Quan Brooks missed Free Throw.,57,91
5:14,2320,Josh Nzeakor Defensive Rebound.,57,91
5:07,-1,Foul on Za'Quan Brooks.,57,91
5:07,-1,Technical Foul on Za'Quan Brooks.,57,91
5:07,2320,Nick Garth made Free Throw.,57,92
5:07,2320,Nick Garth made Free Throw.,57,93
5:07,-1,Foul on Za'Quan Brooks.,57,93
5:07,2320,Zjori Bosha missed Free Throw.,57,93
5:07,2320,Lamar Deadball Team Rebound.,57,93
5:07,2320,Zjori Bosha missed Free Throw.,57,93
5:07,-1,Matthew Haynes Defensive Rebound.,57,93
4:46,2320,Foul on Avery Sullivan.,57,93
4:46,-1,Darrell Jacob missed Free Throw.,57,93
4:46,-1,Southern (NO) Deadball Team Rebound.,57,93
4:46,-1,Darrell Jacob missed Free Throw.,57,93
4:46,2320,Zjori Bosha Defensive Rebound.,57,93
4:32,2320,Jordan Foster Turnover.,57,93
4:32,-1,Za'Quan Brooks Steal.,57,93
4:14,-1,George Brock missed Three Point Jumper.,57,93
4:14,2320,Avery Sullivan Defensive Rebound.,57,93
4:04,2320,Jordan Foster Turnover.,57,93
3:39,-1,Za'Quan Brooks missed Three Point Jumper.,57,93
3:39,2320,Jordan Foster Defensive Rebound.,57,93
3:32,2320,Zjori Bosha made Layup. Assisted by Torey Noel.,57,95
3:19,-1,Darrell Jacob Turnover.,57,95
3:18,2320,Torey Noel Steal.,57,95
3:16,2320,Torey Noel Turnover.,57,95
3:15,-1,Matthew Haynes Steal.,57,95
3:06,2320,Foul on Torey Noel.,57,95
3:06,2320,Official TV Timeout,57,95
3:06,-1,George Brock made Free Throw.,58,95
3:06,-1,George Brock made Free Throw.,59,95
3:06,-1,George Brock made Free Throw.,60,95
2:54,2320,Cannon Broussard missed Layup.,60,95
2:54,2320,Jordan Foster Offensive Rebound.,60,95
2:50,2320,Jordan Foster made Two Point Tip Shot. Assisted by Avery Sullivan.,60,97
2:23,-1,George Brock missed Jumper.,60,97
2:23,-1,Matthew Haynes Offensive Rebound.,60,97
2:19,-1,Tevin Lewis made Layup. Assisted by Matthew Haynes.,62,97
1:53,2320,Jordan Foster made Layup. Assisted by Nick Garth.,62,99
1:46,-1,Matthew Haynes missed Three Point Jumper.,62,99
1:46,2320,Avery Sullivan Defensive Rebound.,62,99
1:39,2320,Cannon Broussard missed Three Point Jumper.,62,99
1:39,2320,Avery Sullivan Offensive Rebound.,62,99
1:35,2320,Avery Sullivan missed Layup.,62,99
1:35,-1,D'Ante Russell-Hall Block.,62,99
1:35,2320,Avery Sullivan Offensive Rebound.,62,99
1:30,2320,James Harrison made Three Point Jumper. Assisted by Avery Sullivan.,62,102
1:14,2320,Foul on Cannon Broussard.,62,102
1:14,-1,George Brock made Free Throw.,63,102
1:14,-1,George Brock made Free Throw.,64,102
1:10,-1,Foul on D'Ante Russell-Hall.,64,102
1:09,2320,Avery Sullivan missed Free Throw.,64,102
1:09,-1,Southern (NO) Deadball Team Rebound.,64,102
0:52,2320,Avery Sullivan missed Free Throw.,64,102
0:52,-1,Teandre Jones Defensive Rebound.,64,102
0:49,-1,Matthew Haynes missed Three Point Jumper.,64,102
0:49,-1,Tevin Lewis Offensive Rebound.,64,102
0:49,-1,Giovanni Lee made Three Point Jumper. Assisted by Tevin Lewis.,67,102
0:46,2320,Cannon Broussard missed Layup.,67,102
0:46,-1,Matthew Haynes Block.,67,102
0:46,2320,Nick Garth Offensive Rebound.,67,102
0:33,2320,James Harrison made Three Point Jumper. Assisted by Nick Garth.,67,105
0:28,-1,Teandre Jones Turnover.,67,105
0:00,2320,End of 2nd half,67,105
