Quincy,Error,Illinois State,2287
15:33,-1,Bobby Frasco made Three Point Jumper. Assisted by Ryan Briscoe.,8,13
15:14,2287,William Tinsley missed Three Point Jumper.,8,13
15:14,-1,Bobby Frasco Defensive Rebound.,8,13
15:04,-1,Bobby Frasco made Three Point Jumper. Assisted by Ryan Briscoe.,11,13
14:45,2287,Taylor Bruninga made Three Point Jumper. Assisted by Matt Hein.,11,16
14:25,-1,Demetrius Houston made Three Point Jumper.,14,16
14:16,2287,Taylor Bruninga made Three Point Jumper. Assisted by William Tinsley.,14,19
13:57,-1,Tanner Stuckman missed Layup.,14,19
13:57,2287,Taylor Bruninga Defensive Rebound.,14,19
13:49,2287,William Tinsley missed Three Point Jumper.,14,19
13:49,2287,Illinois State Offensive Rebound.,14,19
13:42,2287,Jerron Martin missed Three Point Jumper.,14,19
13:42,-1,Demetrius Houston Defensive Rebound.,14,19
13:25,-1,Demetrius Houston missed Three Point Jumper.,14,19
13:25,2287,Jerron Martin Defensive Rebound.,14,19
13:17,2287,Madison Williams made Three Point Jumper. Assisted by Jerron Martin.,14,22
13:02,2287,Foul on Matt Hein.,14,22
13:02,-1,Ryan Briscoe Turnover.,14,22
12:52,2287,Phil Fayne made Jumper. Assisted by Madison Williams.,14,24
12:21,-1,Robby Dosier missed Three Point Jumper.,14,24
12:21,2287,Matt Hein Defensive Rebound.,14,24
12:18,-1,Foul on Bobby Frasco.,14,24
12:16,2287,Keyshawn Evans made Layup.,14,26
12:13,-1,Foul on Ryan Briscoe.,14,26
12:10,2287,Keyshawn Evans missed Free Throw.,14,26
12:10,-1,Bobby Frasco Defensive Rebound.,14,26
12:03,-1,Robert DeVries made Layup.,16,26
11:37,2287,Madison Williams made Jumper.,16,28
11:16,-1,Robby Dosier missed Three Point Jumper.,16,28
11:16,2287,Phil Fayne Defensive Rebound.,16,28
10:52,2287,Keyshawn Evans missed Layup.,16,28
10:52,-1,Robby Dosier Defensive Rebound.,16,28
10:42,-1,Bobby Frasco missed Three Point Jumper.,16,28
10:42,2287,Phil Fayne Defensive Rebound.,16,28
10:25,2287,Matt Hein missed Three Point Jumper.,16,28
10:25,-1,Bobby Frasco Defensive Rebound.,16,28
10:15,-1,Bobby Frasco missed Jumper.,16,28
10:15,2287,Matt Hein Defensive Rebound.,16,28
10:06,-1,Foul on Robert DeVries.,16,28
10:03,2287,Official TV Timeout,16,28
10:03,2287,Matt Hein made Free Throw.,16,29
10:03,2287,Matt Hein made Free Throw.,16,30
9:51,2287,Foul on Matt Hein.,16,30
9:50,-1,Demetrius Houston made Free Throw.,17,30
9:50,-1,Demetrius Houston missed Free Throw.,17,30
9:50,2287,Taylor Bruninga Defensive Rebound.,17,30
9:35,2287,Madison Williams Turnover.,17,30
9:32,-1,Tanner Stuckman Steal.,17,30
9:28,-1,Tanner Stuckman made Three Point Jumper. Assisted by De'Andr Alexander.,20,30
9:24,2287,Illinois State  Timeout,20,30
9:16,2287,William Tinsley Turnover.,20,30
8:58,-1,De'Andr Alexander made Layup.,22,30
8:33,-1,Foul on Marcus Hinton.,22,30
8:33,2287,Isaac Gassman made Free Throw.,22,31
8:33,2287,Isaac Gassman missed Free Throw.,22,31
8:33,-1,Bobby Frasco Defensive Rebound.,22,31
8:10,-1,Tanner Stuckman made Jumper. Assisted by De'Andr Alexander.,24,31
7:52,2287,Phil Fayne made Dunk. Assisted by Keyshawn Evans.,24,33
7:37,-1,Tanner Stuckman missed Three Point Jumper.,24,33
7:37,2287,William Tinsley Defensive Rebound.,24,33
7:29,2287,Keyshawn Evans missed Three Point Jumper.,24,33
7:29,2287,Phil Fayne Offensive Rebound.,24,33
7:12,2287,Keyshawn Evans made Layup.,24,35
7:01,-1,Demetrius Houston missed Jumper.,24,35
7:01,2287,Matt Hein Defensive Rebound.,24,35
6:45,2287,Phil Fayne made Jumper. Assisted by Keyshawn Evans.,24,37
6:23,-1,Demetrius Houston Turnover.,24,37
6:21,2287,Phil Fayne Steal.,24,37
6:20,-1,Foul on Bobby Frasco.,24,37
6:20,2287,Official TV Timeout,24,37
6:20,2287,Phil Fayne missed Free Throw.,24,37
6:20,2287,Illinois State Deadball Team Rebound.,24,37
6:20,2287,Phil Fayne made Free Throw.,24,38
6:07,2287,Phil Fayne made Dunk. Assisted by Keyshawn Evans.,24,40
5:54,-1,Tanner Stuckman missed Jumper.,24,40
5:54,-1,Joey Liem Offensive Rebound.,24,40
5:46,-1,Demetrius Houston made Jumper.,26,40
5:25,2287,Jerron Martin missed Jumper.,26,40
5:25,-1,De'Andr Alexander Defensive Rebound.,26,40
5:15,-1,Demetrius Houston missed Three Point Jumper.,26,40
5:15,2287,William Tinsley Defensive Rebound.,26,40
4:57,2287,Keyshawn Evans missed Jumper.,26,40
4:57,-1,Tanner Stuckman Defensive Rebound.,26,40
4:55,2287,Foul on Phil Fayne.,26,40
4:35,2287,Foul on Isaac Gassman.,26,40
4:32,-1,Joey Liem Turnover.,26,40
4:30,2287,Madison Williams Steal.,26,40
4:26,2287,Madison Williams made Layup.,26,42
4:15,-1,Robert DeVries missed Three Point Jumper.,26,42
4:15,-1,Quincy Offensive Rebound.,26,42
4:04,-1,Ryan Briscoe made Three Point Jumper. Assisted by Joey Liem.,29,42
3:43,2287,Madison Williams missed Jumper.,29,42
3:43,2287,William Tinsley Offensive Rebound.,29,42
3:38,2287,Isaac Gassman missed Three Point Jumper.,29,42
3:38,-1,Demetrius Houston Defensive Rebound.,29,42
3:29,-1,Ryan Briscoe missed Layup.,29,42
3:29,-1,Quincy Offensive Rebound.,29,42
3:26,2287,Official TV Timeout,29,42
3:11,-1,Ryan Briscoe missed Jumper.,29,42
3:11,2287,William Tinsley Block.,29,42
3:09,-1,Tanner Stuckman Offensive Rebound.,29,42
3:06,-1,Tanner Stuckman missed Jumper.,29,42
3:06,2287,Taylor Bruninga Defensive Rebound.,29,42
2:58,2287,Foul on Matt Hein.,29,42
2:58,2287,Matt Hein Turnover.,29,42
2:38,-1,Tanner Stuckman made Layup. Assisted by Ryan Briscoe.,31,42
2:38,2287,Foul on Luke Litwiller.,31,42
2:38,-1,Tanner Stuckman made Free Throw.,32,42
2:21,2287,Taylor Bruninga missed Three Point Jumper.,32,42
2:21,-1,Tanner Stuckman Defensive Rebound.,32,42
2:00,-1,Demetrius Houston missed Layup.,32,42
2:00,2287,Phil Fayne Defensive Rebound.,32,42
1:53,2287,Keyshawn Evans missed Jumper.,32,42
1:53,-1,Tanner Stuckman Defensive Rebound.,32,42
1:38,2287,Foul on William Tinsley.,32,42
1:38,-1,Demetrius Houston made Free Throw.,33,42
1:38,-1,Demetrius Houston missed Free Throw.,33,42
1:38,2287,Taylor Bruninga Defensive Rebound.,33,42
1:22,2287,Madison Williams missed Three Point Jumper.,33,42
1:22,-1,Demetrius Houston Defensive Rebound.,33,42
1:09,-1,Demetrius Houston missed Jumper.,33,42
1:09,2287,Madison Williams Defensive Rebound.,33,42
0:53,2287,Taylor Bruninga missed Three Point Jumper.,33,42
0:53,-1,Tanner Stuckman Defensive Rebound.,33,42
0:42,2287,Foul on Taylor Bruninga.,33,42
0:42,-1,Ryan Briscoe made Free Throw.,34,42
0:42,-1,Ryan Briscoe made Free Throw.,35,42
0:28,-1,Foul on Tanner Stuckman.,35,42
0:28,2287,Phil Fayne made Free Throw.,35,43
0:28,2287,Phil Fayne missed Free Throw.,35,43
0:28,-1,Tanner Stuckman Defensive Rebound.,35,43
0:05,-1,Robby Dosier missed Three Point Jumper.,35,43
0:05,2287,Taylor Bruninga Defensive Rebound.,35,43
0:00,2287,Madison Williams missed Three Point Jumper.,35,43
0:00,-1,Quincy Deadball Team Rebound.,35,43
0:00,2287,End of 1st half,35,43
19:46,-1,Demetrius Houston missed Three Point Jumper.,35,43
19:46,-1,Bobby Frasco Offensive Rebound.,35,43
19:10,-1,Bobby Frasco Turnover.,35,43
19:08,2287,William Tinsley Steal.,35,43
19:06,2287,Keyshawn Evans made Layup.,35,45
18:53,2287,Foul on Taylor Bruninga.,35,45
18:45,-1,Ryan Briscoe missed Three Point Jumper.,35,45
18:45,2287,Illinois State Defensive Rebound.,35,45
18:30,2287,Taylor Bruninga missed Three Point Jumper.,35,45
18:30,-1,Ryan Briscoe Defensive Rebound.,35,45
18:20,2287,Foul on Taylor Bruninga.,35,45
18:16,-1,Ryan Briscoe Turnover.,35,45
18:05,2287,William Tinsley missed Jumper.,35,45
18:05,-1,Marsalis Johnson Block.,35,45
18:01,-1,Marsalis Johnson Defensive Rebound.,35,45
17:50,-1,Marcus Hinton Turnover.,35,45
17:50,2287,William Tinsley Steal.,35,45
17:22,2287,Luke Litwiller made Three Point Jumper. Assisted by Keyshawn Evans.,35,48
16:49,-1,Ryan Briscoe missed Layup.,35,48
16:49,2287,Phil Fayne Defensive Rebound.,35,48
16:43,2287,Keyshawn Evans made Three Point Jumper. Assisted by Phil Fayne.,35,51
16:40,-1,Quincy  Timeout,35,51
16:23,2287,Foul on Luke Litwiller.,35,51
16:21,-1,Bobby Frasco made Three Point Jumper.,38,51
16:01,2287,Isaac Gassman made Three Point Jumper. Assisted by Madison Williams.,38,54
15:49,-1,Foul on Ryan Briscoe.,38,54
15:49,-1,Ryan Briscoe Turnover.,38,54
15:49,2287,Official TV Timeout,38,54
15:33,2287,Madison Williams missed Jumper.,38,54
15:33,2287,Madison Williams Offensive Rebound.,38,54
15:27,2287,Madison Williams missed Jumper.,38,54
15:27,2287,William Tinsley Offensive Rebound.,38,54
15:23,2287,William Tinsley made Three Point Jumper. Assisted by Keyshawn Evans.,38,57
15:10,-1,Marcus Hinton missed Three Point Jumper.,38,57
15:10,2287,William Tinsley Defensive Rebound.,38,57
14:59,2287,Luke Litwiller made Three Point Jumper. Assisted by Madison Williams.,38,60
14:47,2287,Foul on Luke Litwiller.,38,60
14:24,-1,De'Andr Alexander made Layup.,40,60
14:06,2287,Matt Hein made Jumper.,40,62
13:44,-1,Demetrius Houston Turnover.,40,62
13:32,2287,Matt Hein made Layup.,40,64
13:15,-1,De'Andr Alexander made Layup.,42,64
13:02,2287,William Tinsley missed Jumper.,42,64
13:02,-1,Bobby Frasco Defensive Rebound.,42,64
12:46,-1,De'Andr Alexander Turnover.,42,64
12:24,2287,William Tinsley missed Jumper.,42,64
12:24,-1,Tanner Stuckman Defensive Rebound.,42,64
12:23,2287,Foul on William Tinsley.,42,64
12:07,-1,Robert DeVries missed Three Point Jumper.,42,64
12:07,-1,Robby Dosier Offensive Rebound.,42,64
11:59,-1,Robby Dosier Turnover.,42,64
11:57,2287,Isaac Gassman Steal.,42,64
11:54,2287,Phil Fayne made Dunk. Assisted by William Tinsley.,42,66
11:38,-1,De'Andr Alexander Turnover.,42,66
11:36,2287,Phil Fayne Steal.,42,66
11:34,2287,Phil Fayne missed Layup.,42,66
11:34,-1,Robby Dosier Defensive Rebound.,42,66
11:23,2287,Official TV Timeout,42,66
11:07,-1,Demetrius Houston made Layup.,44,66
10:53,2287,William Tinsley Turnover.,44,66
10:50,-1,Ryan Briscoe Steal.,44,66
10:31,-1,Robert DeVries missed Three Point Jumper.,44,66
10:31,2287,Taylor Bruninga Defensive Rebound.,44,66
10:12,2287,Matt Hein Turnover.,44,66
10:01,-1,Foul on Robby Dosier.,44,66
10:01,-1,Robby Dosier Turnover.,44,66
9:49,-1,Foul on Tanner Stuckman.,44,66
9:45,2287,Phil Fayne made Jumper.,44,68
9:30,2287,Foul on Phil Fayne.,44,68
9:23,-1,Tanner Stuckman missed Layup.,44,68
9:23,2287,Luke Litwiller Defensive Rebound.,44,68
8:59,2287,Phil Fayne made Layup. Assisted by Taylor Bruninga.,44,70
8:59,-1,Foul on Bobby Frasco.,44,70
8:59,2287,Phil Fayne made Free Throw.,44,71
8:45,2287,Foul on Luke Litwiller.,44,71
8:45,-1,Tanner Stuckman made Free Throw.,45,71
8:45,-1,Tanner Stuckman made Free Throw.,46,71
8:28,2287,Keyshawn Evans Turnover.,46,71
8:19,-1,Foul on Marcus Hinton.,46,71
8:19,-1,Marcus Hinton Turnover.,46,71
8:04,2287,William Tinsley made Three Point Jumper. Assisted by Madison Williams.,46,74
7:48,-1,Bobby Frasco missed Three Point Jumper.,46,74
7:48,2287,Keyshawn Evans Defensive Rebound.,46,74
7:41,2287,Keyshawn Evans Turnover.,46,74
7:41,2287,Official TV Timeout,46,74
7:20,-1,Demetrius Houston missed Layup.,46,74
7:20,2287,Madison Williams Block.,46,74
7:19,-1,Quincy Offensive Rebound.,46,74
7:19,-1,Bobby Frasco missed Three Point Jumper.,46,74
7:19,2287,Isaac Gassman Defensive Rebound.,46,74
6:56,2287,William Tinsley made Three Point Jumper. Assisted by Matt Hein.,46,77
6:38,-1,Demetrius Houston missed Jumper.,46,77
6:38,2287,Illinois State Defensive Rebound.,46,77
6:20,-1,Foul on Robby Dosier.,46,77
6:19,2287,Phil Fayne missed Free Throw.,46,77
6:19,2287,Illinois State Deadball Team Rebound.,46,77
6:19,2287,Phil Fayne missed Free Throw.,46,77
6:19,-1,Bobby Frasco Defensive Rebound.,46,77
5:58,-1,Robby Dosier made Jumper.,48,77
5:39,2287,Phil Fayne missed Jumper.,48,77
5:39,-1,Robby Dosier Defensive Rebound.,48,77
5:28,-1,Ryan Briscoe missed Three Point Jumper.,48,77
5:28,2287,William Tinsley Defensive Rebound.,48,77
4:59,2287,Matt Hein Turnover.,48,77
4:53,2287,Foul on Jerron Martin.,48,77
4:53,-1,Ryan Briscoe made Free Throw.,49,77
4:53,-1,Ryan Briscoe missed Free Throw.,49,77
4:53,2287,William Tinsley Defensive Rebound.,49,77
4:38,2287,Taylor Bruninga missed Three Point Jumper.,49,77
4:38,-1,Quincy Defensive Rebound.,49,77
4:18,-1,Marsalis Johnson missed Jumper.,49,77
4:18,2287,William Tinsley Defensive Rebound.,49,77
4:00,2287,William Tinsley missed Three Point Jumper.,49,77
4:00,2287,Isaac Gassman Offensive Rebound.,49,77
3:56,2287,Isaac Gassman missed Layup.,49,77
3:56,2287,Taylor Bruninga Offensive Rebound.,49,77
3:52,2287,Taylor Bruninga made Two Point Tip Shot.,49,79
3:48,2287,Foul on Taylor Bruninga.,49,79
3:48,2287,Official TV Timeout,49,79
3:48,-1,Marsalis Johnson made Free Throw.,50,79
3:48,-1,Marsalis Johnson made Free Throw.,51,79
3:31,2287,Luke Litwiller Turnover.,51,79
3:10,-1,Robert DeVries missed Three Point Jumper.,51,79
3:10,2287,William Tinsley Defensive Rebound.,51,79
2:57,2287,Luke Litwiller made Three Point Jumper. Assisted by Jerron Martin.,51,82
2:32,-1,Marsalis Johnson made Jumper. Assisted by Trevor Meny.,53,82
2:00,2287,Taylor Bruninga made Dunk. Assisted by Jerron Martin.,53,84
1:44,-1,Marsalis Johnson made Layup. Assisted by Robby Dosier.,55,84
1:25,2287,Isaac Gassman made Jumper.,55,86
1:11,-1,Trevor Meny made Layup.,57,86
0:53,2287,Luke Litwiller missed Three Point Jumper.,57,86
0:53,-1,Marsalis Johnson Defensive Rebound.,57,86
0:38,-1,Trevor Meny missed Three Point Jumper.,57,86
0:38,-1,Quincy Offensive Rebound.,57,86
0:25,-1,Marsalis Johnson Turnover.,57,86
0:22,2287,Isaac Gassman Steal.,57,86
0:00,2287,End of Game,57,86
