Marquette,99,LSU,269
13:32,99,Brandon Rachal Steal.,23,13
13:20,269,Foul on Greg Elliott.,23,13
13:11,99,Daryl Edwards missed Layup.,23,13
13:11,99,Daryl Edwards Offensive Rebound.,23,13
12:49,99,Tremont Waters Turnover.,23,13
12:49,269,Jamal Cain Steal.,23,13
12:44,269,Markus Howard made Layup. Assisted by Jamal Cain.,25,13
12:36,99,Tremont Waters missed Layup.,25,13
12:36,269,Theo John Block.,25,13
12:36,269,Jamal Cain Defensive Rebound.,25,13
12:29,99,Foul on Duop Reath.,25,13
12:29,269,Theo John made Free Throw.,26,13
12:29,269,Theo John missed Free Throw.,26,13
12:29,99,Daryl Edwards Defensive Rebound.,26,13
12:18,99,Tremont Waters made Three Point Jumper.,26,16
11:58,269,Haanif Cheatham made Three Point Jumper. Assisted by Andrew Rowsey.,29,16
11:40,269,Foul on Sacar Anim.,29,16
11:40,99,Official TV Timeout,29,16
11:31,99,Tremont Waters made Three Point Jumper.,29,19
11:09,269,Sacar Anim Turnover.,29,19
10:52,99,Aaron Epps missed Jumper.,29,19
10:52,269,Andrew Rowsey Defensive Rebound.,29,19
10:41,269,Andrew Rowsey Turnover.,29,19
10:32,99,Tremont Waters made Three Point Jumper.,29,22
10:08,269,Sacar Anim made Layup.,31,22
10:08,99,Foul on Aaron Epps.,31,22
10:08,269,Sacar Anim made Free Throw.,32,22
9:57,99,Tremont Waters made Jumper.,32,24
9:31,99,Foul on Wayde Sims.,32,24
9:31,269,Markus Howard made Free Throw.,33,24
9:31,269,Markus Howard made Free Throw.,34,24
9:09,99,Daryl Edwards missed Three Point Jumper.,34,24
9:09,269,Marquette Defensive Rebound.,34,24
9:01,269,Andrew Rowsey made Three Point Jumper. Assisted by Markus Howard.,37,24
8:42,269,Foul on Markus Howard.,37,24
8:42,99,Wayde Sims made Free Throw.,37,25
8:42,99,Wayde Sims made Free Throw.,37,26
8:33,269,Markus Howard missed Three Point Jumper.,37,26
8:33,99,Wayde Sims Defensive Rebound.,37,26
8:23,99,Tremont Waters missed Three Point Jumper.,37,26
8:23,269,Markus Howard Defensive Rebound.,37,26
8:06,269,Jump Ball won by Marquette,37,26
7:58,269,Andrew Rowsey missed Three Point Jumper.,37,26
7:58,99,Brandon Rachal Defensive Rebound.,37,26
7:38,99,Brandon Rachal Turnover.,37,26
7:38,99,Official TV Timeout,37,26
7:21,269,Sam Hauser missed Jumper.,37,26
7:21,269,Matt Heldt Offensive Rebound.,37,26
7:12,269,Markus Howard missed Three Point Jumper.,37,26
7:12,99,Skylar Mays Defensive Rebound.,37,26
7:12,269,Foul on Sam Hauser.,37,26
6:54,99,Randy Onwuasor made Three Point Jumper. Assisted by Tremont Waters.,37,29
6:32,99,Foul on Wayde Sims.,37,29
6:32,269,Markus Howard made Free Throw.,38,29
6:32,269,Markus Howard made Free Throw.,39,29
6:19,99,Brandon Rachal made Layup.,39,31
6:19,269,Foul on Theo John.,39,31
6:19,99,Brandon Rachal made Free Throw.,39,32
6:04,269,Sam Hauser made Three Point Jumper. Assisted by Andrew Rowsey.,42,32
5:47,99,Tremont Waters made Layup.,42,34
5:22,269,Andrew Rowsey Turnover.,42,34
5:22,99,Brandon Rachal Steal.,42,34
5:18,99,Brandon Rachal made Dunk.,42,36
4:45,269,Andrew Rowsey Turnover.,42,36
4:23,99,Randy Onwuasor missed Layup.,42,36
4:23,269,Sam Hauser Block.,42,36
4:23,99,LSU Offensive Rebound.,42,36
4:14,99,Tremont Waters missed Three Point Jumper.,42,36
4:14,269,Matt Heldt Defensive Rebound.,42,36
4:06,269,Matt Heldt made Dunk. Assisted by Sam Hauser.,44,36
3:52,99,Tremont Waters missed Layup.,44,36
3:52,99,Brandon Rachal Offensive Rebound.,44,36
3:52,99,Brandon Rachal missed Two Point Tip Shot.,44,36
3:52,269,Sacar Anim Block.,44,36
3:52,269,Haanif Cheatham Defensive Rebound.,44,36
3:44,269,Sam Hauser missed Three Point Jumper.,44,36
3:44,269,Haanif Cheatham Offensive Rebound.,44,36
3:29,269,Sacar Anim missed Three Point Jumper.,44,36
3:29,269,Matt Heldt Offensive Rebound.,44,36
3:24,99,Official TV Timeout,44,36
3:24,99,Foul on Randy Onwuasor.,44,36
3:24,269,Haanif Cheatham made Free Throw.,45,36
3:24,269,Haanif Cheatham made Free Throw.,46,36
3:13,269,Foul on Sacar Anim.,46,36
3:05,99,Randy Onwuasor made Jumper.,46,38
2:34,269,Haanif Cheatham Turnover.,46,38
2:34,99,Tremont Waters Steal.,46,38
2:34,99,Jump Ball won by LSU,46,38
2:21,99,Wayde Sims missed Layup.,46,38
2:21,269,Matt Heldt Block.,46,38
2:21,99,LSU Offensive Rebound.,46,38
2:13,99,Wayde Sims missed Three Point Jumper.,46,38
2:13,99,Skylar Mays Offensive Rebound.,46,38
2:07,269,Foul on Sam Hauser.,46,38
2:07,99,Wayde Sims made Free Throw.,46,39
2:07,99,Wayde Sims missed Free Throw.,46,39
2:07,269,Marquette Defensive Rebound.,46,39
1:56,269,Haanif Cheatham missed Three Point Jumper.,46,39
1:56,99,Galen Alexander Defensive Rebound.,46,39
1:36,99,Wayde Sims made Layup. Assisted by Skylar Mays.,46,41
1:23,269,Marquette  Timeout,46,41
1:23,269,Marquette  Timeout,46,41
1:19,269,Markus Howard Turnover.,46,41
1:06,99,Randy Onwuasor made Layup.,46,43
1:06,269,Foul on Markus Howard.,46,43
1:06,99,Randy Onwuasor made Free Throw.,46,44
0:38,269,Andrew Rowsey Turnover.,46,44
0:32,99,Foul on Skylar Mays.,46,44
0:32,99,Skylar Mays Turnover.,46,44
0:06,269,Markus Howard Turnover.,46,44
0:06,99,Tremont Waters Steal.,46,44
0:00,99,End of 1st half,46,44
20:00,269,Jump Ball won by Marquette,46,44
19:52,269,Andrew Rowsey Turnover.,46,44
19:52,99,Tremont Waters Steal.,46,44
19:43,99,Duop Reath Turnover.,46,44
19:43,269,Haanif Cheatham Steal.,46,44
19:38,269,Markus Howard missed Three Point Jumper.,46,44
19:38,99,Skylar Mays Defensive Rebound.,46,44
19:29,99,Skylar Mays Turnover.,46,44
19:29,269,Haanif Cheatham Steal.,46,44
19:17,269,Markus Howard missed Three Point Jumper.,46,44
19:17,99,Tremont Waters Defensive Rebound.,46,44
18:56,99,Randy Onwuasor missed Jumper.,46,44
18:56,269,Sam Hauser Defensive Rebound.,46,44
18:38,269,Haanif Cheatham missed Three Point Jumper.,46,44
18:38,99,Duop Reath Defensive Rebound.,46,44
18:07,99,Randy Onwuasor missed Three Point Jumper.,46,44
18:07,269,Markus Howard Defensive Rebound.,46,44
17:55,99,Foul on Duop Reath.,46,44
17:55,269,Andrew Rowsey made Free Throw.,47,44
17:55,269,Andrew Rowsey made Free Throw.,48,44
17:55,269,Andrew Rowsey made Free Throw.,49,44
17:42,269,Foul on Matt Heldt.,49,44
17:42,99,Skylar Mays made Free Throw.,49,45
17:42,99,Skylar Mays made Free Throw.,49,46
17:27,269,Sam Hauser missed Three Point Jumper.,49,46
17:27,99,Wayde Sims Defensive Rebound.,49,46
17:06,99,Wayde Sims made Layup. Assisted by Skylar Mays.,49,48
16:46,269,Matt Heldt made Layup. Assisted by Sam Hauser.,51,48
16:31,99,Wayde Sims made Layup. Assisted by Tremont Waters.,51,50
16:07,269,Matt Heldt Turnover.,51,50
15:59,99,Randy Onwuasor missed Jumper.,51,50
15:59,269,Markus Howard Defensive Rebound.,51,50
15:44,269,Sacar Anim made Layup.,53,50
15:36,99,Mayan Kiir Turnover.,53,50
15:36,99,Official TV Timeout,53,50
15:29,269,Sam Hauser missed Jumper.,53,50
15:29,99,Brandon Rachal Defensive Rebound.,53,50
15:02,269,Foul on Sacar Anim.,53,50
14:54,99,Mayan Kiir Turnover.,53,50
14:54,269,Markus Howard Steal.,53,50
14:49,269,Greg Elliott made Layup. Assisted by Markus Howard.,55,50
14:26,99,Brandon Rachal missed Layup.,55,50
14:26,99,Mayan Kiir Offensive Rebound.,55,50
14:21,99,Mayan Kiir made Dunk.,55,52
14:07,269,Sacar Anim made Jumper.,57,52
13:55,99,Tremont Waters missed Three Point Jumper.,57,52
13:55,269,Sacar Anim Defensive Rebound.,57,52
13:49,99,Foul on Randy Onwuasor.,57,52
13:40,99,Foul on Daryl Edwards.,57,52
13:37,269,Theo John Turnover.,57,52
13:37,99,Daryl Edwards Steal.,57,52
13:28,269,Foul on Sam Hauser.,57,52
13:27,99,Wayde Sims missed Three Point Jumper.,57,52
13:27,269,Greg Elliott Defensive Rebound.,57,52
13:11,99,Foul on Tremont Waters.,57,52
12:53,269,Markus Howard made Jumper.,59,52
12:40,99,Tremont Waters made Layup.,59,54
12:20,269,Markus Howard made Jumper.,61,54
11:59,99,Tremont Waters made Three Point Jumper.,61,57
11:56,99,LSU  Timeout,61,57
11:56,99,Official TV Timeout,61,57
11:51,269,Markus Howard missed Three Point Jumper.,61,57
11:51,99,Wayde Sims Defensive Rebound.,61,57
11:31,99,Tremont Waters Turnover.,61,57
11:31,269,Sacar Anim Steal.,61,57
11:31,99,Official TV Timeout,61,57
11:12,99,Foul on Skylar Mays.,61,57
11:00,269,Markus Howard missed Jumper.,61,57
11:00,99,Wayde Sims Defensive Rebound.,61,57
10:51,99,Tremont Waters made Layup.,61,59
10:24,269,Greg Elliott made Jumper.,63,59
10:05,99,Brandon Rachal missed Jumper.,63,59
10:05,269,Greg Elliott Block.,63,59
10:05,99,Brandon Rachal Offensive Rebound.,63,59
9:51,99,Randy Onwuasor missed Jumper.,63,59
9:51,269,Matt Heldt Block.,63,59
9:51,99,LSU Offensive Rebound.,63,59
9:50,99,Wayde Sims missed Three Point Jumper.,63,59
9:50,269,Sam Hauser Defensive Rebound.,63,59
9:32,99,Foul on Randy Onwuasor.,63,59
9:30,269,Greg Elliott missed Layup.,63,59
9:30,99,Wayde Sims Block.,63,59
9:30,99,Skylar Mays Defensive Rebound.,63,59
9:25,269,Foul on Sam Hauser.,63,59
9:25,99,Skylar Mays made Free Throw.,63,60
9:25,99,Skylar Mays made Free Throw.,63,61
8:57,99,Foul on Brandon Rachal.,63,61
8:57,269,Andrew Rowsey made Free Throw.,64,61
8:57,269,Andrew Rowsey made Free Throw.,65,61
8:46,99,Tremont Waters Turnover.,65,61
8:46,269,Greg Elliott Steal.,65,61
8:46,99,Foul on Duop Reath.,65,61
8:46,269,Greg Elliott missed Free Throw.,65,61
8:46,99,Wayde Sims Defensive Rebound.,65,61
8:37,99,Foul on Wayde Sims.,65,61
8:37,99,Wayde Sims Turnover.,65,61
8:25,269,Sacar Anim made Three Point Jumper. Assisted by Andrew Rowsey.,68,61
8:04,99,Tremont Waters missed Three Point Jumper.,68,61
8:04,269,Greg Elliott Defensive Rebound.,68,61
7:31,269,Sacar Anim Turnover.,68,61
7:31,99,Official TV Timeout,68,61
7:25,99,Skylar Mays Turnover.,68,61
7:25,269,Sacar Anim Steal.,68,61
7:21,269,Sacar Anim made Dunk.,70,61
7:05,99,Tremont Waters Turnover.,70,61
7:05,269,Haanif Cheatham Steal.,70,61
6:58,269,Andrew Rowsey made Three Point Jumper.,73,61
6:35,99,Wayde Sims missed Three Point Jumper.,73,61
6:35,269,Andrew Rowsey Defensive Rebound.,73,61
6:15,99,Foul on Brandon Rachal.,73,61
6:15,269,Matt Heldt made Free Throw.,74,61
6:15,269,Matt Heldt made Free Throw.,75,61
6:05,99,Tremont Waters made Layup.,75,63
6:05,269,Foul on Sacar Anim.,75,63
6:05,99,Tremont Waters made Free Throw.,75,64
5:45,99,Foul on Galen Alexander.,75,64
5:45,269,Andrew Rowsey made Free Throw.,76,64
5:45,269,Andrew Rowsey made Free Throw.,77,64
5:45,269,Andrew Rowsey made Free Throw.,78,64
5:31,269,Foul on Markus Howard.,78,64
5:31,99,Skylar Mays made Free Throw.,78,65
5:31,99,Skylar Mays made Free Throw.,78,66
5:18,269,Andrew Rowsey made Layup.,80,66
5:10,99,Skylar Mays made Dunk.,80,68
4:40,269,Andrew Rowsey made Three Point Jumper.,83,68
4:19,269,Foul on Andrew Rowsey.,83,68
4:19,99,Duop Reath made Free Throw.,83,69
4:19,99,Duop Reath made Free Throw.,83,70
3:54,269,Andrew Rowsey missed Layup.,83,70
3:54,99,Skylar Mays Block.,83,70
3:54,99,Skylar Mays Defensive Rebound.,83,70
3:48,269,Foul on Greg Elliott.,83,70
3:48,99,Official TV Timeout,83,70
3:48,99,Skylar Mays made Free Throw.,83,71
3:48,99,Skylar Mays made Free Throw.,83,72
3:23,269,Sacar Anim missed Three Point Jumper.,83,72
3:23,99,Wayde Sims Defensive Rebound.,83,72
3:15,99,Tremont Waters Turnover.,83,72
3:15,269,Sacar Anim Steal.,83,72
2:44,269,Andrew Rowsey missed Three Point Jumper.,83,72
2:44,99,Wayde Sims Defensive Rebound.,83,72
2:29,269,Foul on Sacar Anim.,83,72
2:29,99,Tremont Waters made Free Throw.,83,73
2:29,99,Tremont Waters made Free Throw.,83,74
2:29,99,Tremont Waters missed Free Throw.,83,74
2:29,99,Tremont Waters Offensive Rebound.,83,74
2:29,269,Foul on Markus Howard.,83,74
2:29,99,Tremont Waters made Free Throw.,83,75
2:29,99,Tremont Waters made Free Throw.,83,76
2:27,269,Sam Hauser Turnover.,83,76
2:27,99,Randy Onwuasor Steal.,83,76
2:17,99,Skylar Mays missed Three Point Jumper.,83,76
2:17,269,Sam Hauser Defensive Rebound.,83,76
1:47,99,Foul on Skylar Mays.,83,76
1:47,269,Andrew Rowsey made Free Throw.,84,76
1:47,269,Andrew Rowsey made Free Throw.,85,76
1:41,99,Tremont Waters missed Three Point Jumper.,85,76
1:41,269,Markus Howard Defensive Rebound.,85,76
1:29,99,Foul on Skylar Mays.,85,76
1:29,269,Andrew Rowsey made Free Throw.,86,76
1:29,269,Andrew Rowsey made Free Throw.,87,76
1:28,269,Foul on Haanif Cheatham.,87,76
1:28,99,Tremont Waters missed Free Throw.,87,76
1:28,99,LSU Deadball Team Rebound.,87,76
1:28,99,Tremont Waters made Free Throw.,87,77
1:20,99,Foul on Brandon Rachal.,87,77
1:20,269,Matt Heldt missed Free Throw.,87,77
1:20,269,Marquette Deadball Team Rebound.,87,77
1:20,269,Matt Heldt made Free Throw.,88,77
1:13,99,Tremont Waters missed Layup.,88,77
1:13,269,Matt Heldt Block.,88,77
1:13,269,Matt Heldt Defensive Rebound.,88,77
0:58,99,Foul on Daryl Edwards.,88,77
0:58,269,Sam Hauser made Free Throw.,89,77
0:58,269,Sam Hauser made Free Throw.,90,77
0:50,99,Wayde Sims missed Three Point Jumper.,90,77
0:50,99,Brandon Rachal Offensive Rebound.,90,77
0:43,99,Randy Onwuasor made Three Point Jumper. Assisted by Brandon Rachal.,90,80
0:40,269,Marquette  Timeout,90,80
0:40,269,Sam Hauser Turnover.,90,80
0:40,99,Tremont Waters Steal.,90,80
0:38,269,Foul on Andrew Rowsey.,90,80
0:38,99,Tremont Waters made Free Throw.,90,81
0:38,99,Tremont Waters made Free Throw.,90,82
0:37,99,Foul on Randy Onwuasor.,90,82
0:37,269,Andrew Rowsey made Free Throw.,91,82
0:37,269,Andrew Rowsey made Free Throw.,92,82
0:32,99,Tremont Waters missed Three Point Jumper.,92,82
0:32,269,Andrew Rowsey Defensive Rebound.,92,82
0:30,99,Foul on Brandon Rachal.,92,82
0:30,269,Andrew Rowsey made Free Throw.,93,82
0:30,269,Andrew Rowsey made Free Throw.,94,82
0:24,99,Randy Onwuasor made Layup.,94,84
0:00,99,End of Game,94,84
