Idaho,2541,Santa Clara,70
2:07,2541,Matt Hauser made Layup. Assisted by Henrik Jadersten.,19,21
1:50,70,Victor Sanders missed Three Point Jumper.,19,21
1:50,70,Jordan Scott Offensive Rebound.,19,21
1:45,2541,Foul on Matt Turner.,19,21
1:45,70,Victor Sanders made Free Throw.,20,21
1:45,70,Victor Sanders made Free Throw.,21,21
1:33,2541,Josip Vrankic missed Jumper.,21,21
1:33,70,Jordan Scott Defensive Rebound.,21,21
1:11,70,Perrion Callandret missed Layup.,21,21
1:11,70,Nate Sherwood Offensive Rebound.,21,21
1:07,70,Nate Sherwood made Two Point Tip Shot.,23,21
0:45,2541,KJ Feagin missed Three Point Jumper.,23,21
0:45,70,Idaho Defensive Rebound.,23,21
0:40,70,Idaho  Timeout,23,21
0:09,70,Nate Sherwood made Jumper. Assisted by Perrion Callandret.,25,21
0:03,2541,Matt Hauser made Three Point Jumper.,25,24
0:00,2541,End of 1st half,25,24
19:41,70,Victor Sanders made Three Point Jumper. Assisted by Perrion Callandret.,28,24
19:05,2541,KJ Feagin made Layup.,28,26
18:46,70,Foul on Jordan Scott.,28,26
18:46,70,Jordan Scott Turnover.,28,26
18:35,2541,Foul on Emmanuel Ndumanya.,28,26
18:35,2541,Emmanuel Ndumanya Turnover.,28,26
18:21,70,Victor Sanders missed Jumper.,28,26
18:21,2541,Matt Hauser Defensive Rebound.,28,26
18:14,2541,Henry Caruso made Layup. Assisted by Matt Hauser.,28,28
17:45,70,Brayon Blake missed Layup.,28,28
17:45,2541,Henry Caruso Defensive Rebound.,28,28
17:36,2541,Emmanuel Ndumanya missed Layup.,28,28
17:36,2541,Josip Vrankic Offensive Rebound.,28,28
17:35,70,Foul on Jordan Scott.,28,28
17:35,2541,Josip Vrankic made Free Throw.,28,29
17:35,2541,Josip Vrankic made Free Throw.,28,30
17:26,70,Nate Sherwood missed Three Point Jumper.,28,30
17:26,2541,Josip Vrankic Defensive Rebound.,28,30
16:57,2541,KJ Feagin made Jumper. Assisted by Henry Caruso.,28,32
16:29,70,Victor Sanders made Layup.,30,32
16:08,2541,Henry Caruso made Layup. Assisted by KJ Feagin.,30,34
15:49,70,Brayon Blake made Three Point Jumper. Assisted by Perrion Callandret.,33,34
15:34,2541,KJ Feagin made Three Point Jumper. Assisted by Matt Hauser.,33,37
15:08,70,Victor Sanders made Layup.,35,37
14:50,2541,KJ Feagin Turnover.,35,37
14:50,2541,Official TV Timeout,35,37
14:34,70,Nate Sherwood missed Layup.,35,37
14:34,2541,Matt Turner Block.,35,37
14:32,2541,Josip Vrankic Defensive Rebound.,35,37
14:23,70,Foul on Victor Sanders.,35,37
14:23,2541,Matt Turner made Free Throw.,35,38
14:23,2541,Matt Turner missed Free Throw.,35,38
14:23,70,Brayon Blake Defensive Rebound.,35,38
14:07,70,Chad Sherwood missed Three Point Jumper.,35,38
14:07,2541,KJ Feagin Defensive Rebound.,35,38
13:57,2541,Josip Vrankic made Layup. Assisted by KJ Feagin.,35,40
13:39,70,Perrion Callandret made Jumper. Assisted by Chad Sherwood.,37,40
13:19,2541,KJ Feagin missed Three Point Jumper.,37,40
13:19,70,Victor Sanders Defensive Rebound.,37,40
13:07,70,Brayon Blake missed Jumper.,37,40
13:07,2541,Josip Vrankic Defensive Rebound.,37,40
12:56,2541,Henry Caruso made Three Point Jumper. Assisted by KJ Feagin.,37,43
12:43,70,Idaho  Timeout,37,43
12:33,70,Brayon Blake missed Layup.,37,43
12:33,2541,Emmanuel Ndumanya Defensive Rebound.,37,43
12:21,70,Foul on Chad Sherwood.,37,43
12:21,2541,Emmanuel Ndumanya made Free Throw.,37,44
12:21,2541,Emmanuel Ndumanya made Free Throw.,37,45
12:08,2541,Foul on Josip Vrankic.,37,45
12:03,70,Perrion Callandret missed Jumper.,37,45
12:03,2541,Josip Vrankic Defensive Rebound.,37,45
12:02,70,Foul on Victor Sanders.,37,45
11:52,2541,Emmanuel Ndumanya missed Layup.,37,45
11:52,70,Jordan Scott Block.,37,45
11:51,70,Nate Sherwood Defensive Rebound.,37,45
11:44,70,Nate Sherwood made Layup.,39,45
11:44,2541,Foul on Josip Vrankic.,39,45
11:44,2541,Official TV Timeout,39,45
11:44,70,Nate Sherwood made Free Throw.,40,45
11:28,2541,KJ Feagin made Three Point Jumper. Assisted by Henry Caruso.,40,48
11:03,70,Trevon Allen missed Three Point Jumper.,40,48
11:03,2541,Santa Clara Deadball Team Rebound.,40,48
11:01,70,Foul on Brayon Blake.,40,48
10:42,2541,Matt Turner Turnover.,40,48
10:32,70,Brayon Blake missed Layup.,40,48
10:32,2541,Emmanuel Ndumanya Defensive Rebound.,40,48
10:21,2541,Foul on Emmanuel Ndumanya.,40,48
10:21,2541,Emmanuel Ndumanya Turnover.,40,48
10:11,70,Foul on Brayon Blake.,40,48
10:11,70,Brayon Blake Turnover.,40,48
10:04,70,Foul on Brayon Blake.,40,48
10:03,2541,Henry Caruso made Free Throw.,40,49
10:03,2541,Henry Caruso made Free Throw.,40,50
9:44,2541,Foul on Matt Turner.,40,50
9:42,2541,Foul on Henrik Jadersten.,40,50
9:26,70,Trevon Allen made Jumper. Assisted by Perrion Callandret.,42,50
9:07,2541,Henry Caruso missed Three Point Jumper.,42,50
9:07,70,Jordan Scott Defensive Rebound.,42,50
8:47,2541,Foul on Henry Caruso.,42,50
8:47,70,Jordan Scott missed Free Throw.,42,50
8:47,70,Idaho Deadball Team Rebound.,42,50
8:47,70,Jordan Scott made Free Throw.,43,50
8:36,70,Foul on Chad Sherwood.,43,50
8:36,2541,Henry Caruso made Free Throw.,43,51
8:36,2541,Henry Caruso missed Free Throw.,43,51
8:36,70,Jordan Scott Defensive Rebound.,43,51
8:22,70,Perrion Callandret made Three Point Jumper.,46,51
7:59,70,Foul on Scott Blakney.,46,51
7:59,2541,Official TV Timeout,46,51
7:59,2541,KJ Feagin made Free Throw.,46,52
7:59,2541,KJ Feagin made Free Throw.,46,53
7:40,70,Trevon Allen made Three Point Jumper. Assisted by Jordan Scott.,49,53
7:07,2541,Shaquille Walters made Layup. Assisted by KJ Feagin.,49,55
6:47,70,Perrion Callandret made Three Point Jumper. Assisted by Trevon Allen.,52,55
6:29,70,Foul on Perrion Callandret.,52,55
6:29,2541,Henry Caruso made Free Throw.,52,56
6:29,2541,Henry Caruso made Free Throw.,52,57
6:13,70,Victor Sanders made Layup. Assisted by Perrion Callandret.,54,57
5:40,2541,Matt Hauser missed Three Point Jumper.,54,57
5:40,70,Jordan Scott Defensive Rebound.,54,57
5:33,2541,Foul on Emmanuel Ndumanya.,54,57
5:33,70,Perrion Callandret missed Free Throw.,54,57
5:33,70,Idaho Deadball Team Rebound.,54,57
5:33,70,Perrion Callandret made Free Throw.,55,57
5:13,2541,KJ Feagin made Layup.,55,59
4:50,70,Nate Sherwood missed Jumper.,55,59
4:50,70,Victor Sanders Offensive Rebound.,55,59
4:26,70,Victor Sanders missed Three Point Jumper.,55,59
4:26,2541,Josip Vrankic Defensive Rebound.,55,59
3:58,2541,KJ Feagin missed Three Point Jumper.,55,59
3:58,70,Perrion Callandret Defensive Rebound.,55,59
3:43,2541,Foul on Matt Turner.,55,59
3:43,2541,Official TV Timeout,55,59
3:43,70,Victor Sanders made Free Throw.,56,59
3:43,70,Victor Sanders made Free Throw.,57,59
3:18,2541,Matt Hauser Turnover.,57,59
3:08,70,Victor Sanders made Three Point Jumper. Assisted by Perrion Callandret.,60,59
3:02,2541,Santa Clara  Timeout,60,59
2:54,2541,Foul on Josip Vrankic.,60,59
2:54,2541,Josip Vrankic Turnover.,60,59
2:03,70,Victor Sanders missed Layup.,60,59
2:03,2541,Henrik Jadersten Defensive Rebound.,60,59
1:45,2541,Henrik Jadersten missed Layup.,60,59
1:45,70,Idaho Defensive Rebound.,60,59
1:25,70,Victor Sanders made Three Point Jumper. Assisted by Nate Sherwood.,63,59
1:14,2541,Santa Clara  Timeout,63,59
1:03,2541,KJ Feagin missed Three Point Jumper.,63,59
1:03,70,Idaho Defensive Rebound.,63,59
0:30,70,Nate Sherwood made Layup. Assisted by Victor Sanders.,65,59
0:22,2541,Henry Caruso missed Layup.,65,59
0:22,70,Victor Sanders Defensive Rebound.,65,59
0:21,2541,Foul on Henrik Jadersten.,65,59
0:21,70,Victor Sanders made Free Throw.,66,59
0:21,70,Victor Sanders made Free Throw.,67,59
0:14,2541,Matt Hauser missed Three Point Jumper.,67,59
0:14,70,Perrion Callandret Defensive Rebound.,67,59
0:05,2541,Foul on Shaquille Walters.,67,59
0:05,70,Perrion Callandret made Free Throw.,68,59
0:05,70,Perrion Callandret made Free Throw.,69,59
0:01,2541,Shaquille Walters missed Three Point Jumper.,69,59
0:01,2541,Santa Clara Deadball Team Rebound.,69,59
0:00,2541,End of Game,69,59
