Kennesaw State,52,Florida State,338
12:32,52,Ike Obiagu Defensive Rebound.,11,25
12:20,52,Ike Obiagu made Dunk. Assisted by CJ Walker.,11,27
12:04,338,James Scott Turnover.,11,27
12:04,52,CJ Walker Steal.,11,27
12:04,338,Foul on James Scott.,11,27
11:51,52,M.J. Walker missed Jumper.,11,27
11:51,338,Isaac Mbuyamba Defensive Rebound.,11,27
11:41,338,Tyler Hooker made Jumper.,13,27
11:21,52,PJ Savoy missed Three Point Jumper.,13,27
11:21,338,Nick Masterson Defensive Rebound.,13,27
11:15,52,Foul on Ike Obiagu.,13,27
11:15,52,Official TV Timeout,13,27
11:15,338,Tristan Jarrett made Free Throw.,14,27
11:15,338,Tristan Jarrett made Free Throw.,15,27
11:02,52,Trent Forrest made Layup.,15,29
10:41,338,Tyler Hooker made Jumper.,17,29
10:33,52,Wyatt Wilkes missed Three Point Jumper.,17,29
10:33,52,Phil Cofer Offensive Rebound.,17,29
10:13,52,Braian Angola Turnover.,17,29
10:12,338,Tyler Hooker Steal.,17,29
10:08,338,Nick Masterson made Three Point Jumper. Assisted by Tyler Hooker.,20,29
9:49,338,Foul on Bryson Lockley.,20,29
9:37,338,Foul on Tyler Hooker.,20,29
9:37,52,Trent Forrest made Free Throw.,20,30
9:37,52,Trent Forrest made Free Throw.,20,31
9:23,52,Foul on Phil Cofer.,20,31
9:23,338,Bryson Lockley missed Free Throw.,20,31
9:23,338,Kennesaw State Deadball Team Rebound.,20,31
9:23,338,Bryson Lockley made Free Throw.,21,31
9:08,52,Wyatt Wilkes missed Three Point Jumper.,21,31
9:08,52,Trent Forrest Offensive Rebound.,21,31
9:06,52,Trent Forrest made Layup.,21,33
8:40,338,Bryson Lockley Turnover.,21,33
8:15,52,Terance Mann missed Three Point Jumper.,21,33
8:15,52,Braian Angola Offensive Rebound.,21,33
8:14,52,Wyatt Wilkes Turnover.,21,33
7:53,338,Tristan Jarrett Turnover.,21,33
7:51,52,Wyatt Wilkes Steal.,21,33
7:47,52,Terance Mann made Layup. Assisted by Trent Forrest.,21,35
7:31,338,Tristan Jarrett made Layup.,23,35
7:16,52,Phil Cofer Turnover.,23,35
7:16,52,Official TV Timeout,23,35
6:52,338,Tyler Hooker missed Jumper.,23,35
6:52,52,Braian Angola Defensive Rebound.,23,35
6:45,52,CJ Walker missed Jumper.,23,35
6:45,338,James Scott Defensive Rebound.,23,35
6:35,52,Foul on M.J. Walker.,23,35
6:35,338,Tyler Hooker missed Free Throw.,23,35
6:35,338,Kennesaw State Deadball Team Rebound.,23,35
6:35,338,Tyler Hooker made Free Throw.,24,35
6:26,52,Ike Obiagu missed Jumper.,24,35
6:26,52,Ike Obiagu Offensive Rebound.,24,35
6:24,52,Ike Obiagu missed Layup.,24,35
6:24,52,Phil Cofer Offensive Rebound.,24,35
6:22,52,Phil Cofer made Layup.,24,37
5:58,338,Tyler Hooker missed Layup.,24,37
5:58,52,Braian Angola Defensive Rebound.,24,37
5:52,338,Foul on Kosta Jankovic.,24,37
5:44,52,CJ Walker missed Three Point Jumper.,24,37
5:44,52,Ike Obiagu Offensive Rebound.,24,37
5:22,52,Ike Obiagu made Dunk. Assisted by Braian Angola.,24,39
5:03,338,James Scott missed Jumper.,24,39
5:03,52,Braian Angola Defensive Rebound.,24,39
4:45,52,Phil Cofer made Three Point Jumper. Assisted by Terance Mann.,24,42
4:34,338,Jordan Jones made Dunk. Assisted by Kosta Jankovic.,26,42
4:12,52,CJ Walker made Layup.,26,44
3:52,338,Tyler Hooker made Three Point Jumper. Assisted by James Scott.,29,44
3:24,52,CJ Walker made Three Point Jumper. Assisted by Phil Cofer.,29,47
3:09,338,Nick Masterson missed Three Point Jumper.,29,47
3:09,52,Braian Angola Defensive Rebound.,29,47
2:58,52,Phil Cofer missed Jumper.,29,47
2:58,338,Kennesaw State Deadball Team Rebound.,29,47
2:56,52,Foul on Ike Obiagu.,29,47
2:56,52,Official TV Timeout,29,47
2:56,338,Jordan Jones made Free Throw.,30,47
2:56,338,Jordan Jones made Free Throw.,31,47
2:48,52,Terance Mann made Three Point Jumper.,31,50
2:29,338,Bryson Lockley missed Layup.,31,50
2:29,52,Phil Cofer Block.,31,50
2:29,338,Kennesaw State Offensive Rebound.,31,50
2:27,338,James Scott missed Jumper.,31,50
2:27,338,Tyler Hooker Offensive Rebound.,31,50
2:23,338,Kosta Jankovic made Three Point Jumper. Assisted by Tyler Hooker.,34,50
2:03,52,Phil Cofer made Layup. Assisted by Terance Mann.,34,52
1:44,338,Nick Masterson made Three Point Jumper. Assisted by James Scott.,37,52
1:43,52,Foul on PJ Savoy.,37,52
1:43,338,Nick Masterson made Free Throw.,38,52
1:30,52,Terance Mann made Layup.,38,54
1:09,338,Tyler Hooker made Jumper.,40,54
0:36,52,PJ Savoy missed Three Point Jumper.,40,54
0:36,338,Isaac Mbuyamba Defensive Rebound.,40,54
0:30,338,Kosta Jankovic made Layup. Assisted by James Scott.,42,54
0:03,52,Trent Forrest Turnover.,42,54
0:00,52,End of 1st half,42,54
19:48,52,Ike Obiagu missed Jumper.,42,54
19:48,338,James Scott Defensive Rebound.,42,54
19:22,338,James Scott made Three Point Jumper. Assisted by Jordan Jones.,45,54
19:02,52,CJ Walker made Layup.,45,56
18:50,338,Tyler Hooker Turnover.,45,56
18:32,52,Braian Angola made Three Point Jumper. Assisted by CJ Walker.,45,59
18:04,338,Jordan Jones missed Jumper.,45,59
18:04,52,Phil Cofer Defensive Rebound.,45,59
17:57,52,CJ Walker made Three Point Jumper.,45,62
17:34,338,James Scott missed Layup.,45,62
17:34,52,Phil Cofer Defensive Rebound.,45,62
17:21,52,Phil Cofer made Jumper.,45,64
17:11,338,Nick Masterson made Three Point Jumper. Assisted by Tyler Hooker.,48,64
16:45,52,Ike Obiagu missed Dunk.,48,64
16:45,338,Jordan Jones Defensive Rebound.,48,64
16:38,338,Tyler Hooker missed Three Point Jumper.,48,64
16:37,338,Kennesaw State Deadball Team Rebound.,48,64
16:36,52,Foul on Terance Mann.,48,64
16:33,338,Nick Masterson Turnover.,48,64
16:33,52,Terance Mann Steal.,48,64
16:25,52,Braian Angola made Jumper.,48,66
16:08,338,James Scott made Jumper.,50,66
15:44,52,Mfiondu Kabengele missed Jumper.,50,66
15:44,52,Braian Angola Offensive Rebound.,50,66
15:41,52,Braian Angola made Layup.,50,68
15:29,338,Foul on Tyler Hooker.,50,68
15:29,338,Tyler Hooker Turnover.,50,68
15:29,52,Official TV Timeout,50,68
15:03,52,Terance Mann made Dunk. Assisted by Trent Forrest.,50,70
14:44,338,Tyler Hooker made Layup. Assisted by Nick Masterson.,52,70
14:28,52,CJ Walker missed Three Point Jumper.,52,70
14:28,338,Bryson Lockley Defensive Rebound.,52,70
14:15,338,James Scott missed Jumper.,52,70
14:15,338,Nick Masterson Offensive Rebound.,52,70
14:09,338,James Scott missed Three Point Jumper.,52,70
14:09,338,Kennesaw State Deadball Team Rebound.,52,70
14:07,52,Foul on Mfiondu Kabengele.,52,70
14:00,338,James Scott made Layup. Assisted by Nick Masterson.,54,70
13:50,52,M.J. Walker missed Layup.,54,70
13:50,52,M.J. Walker Offensive Rebound.,54,70
13:47,52,M.J. Walker missed Layup.,54,70
13:47,338,Bryson Lockley Block.,54,70
13:44,338,Kennesaw State Defensive Rebound.,54,70
13:24,338,Tyler Hooker made Layup.,56,70
13:05,52,Terance Mann made Dunk. Assisted by Trent Forrest.,56,72
12:42,338,Nick Masterson Turnover.,56,72
12:29,52,M.J. Walker missed Three Point Jumper.,56,72
12:29,52,Mfiondu Kabengele Offensive Rebound.,56,72
12:19,52,CJ Walker Turnover.,56,72
12:19,338,James Scott Steal.,56,72
12:12,338,James Scott made Layup. Assisted by Tyler Hooker.,58,72
11:53,52,Trent Forrest missed Layup.,58,72
11:53,52,Trent Forrest Offensive Rebound.,58,72
11:50,52,Mfiondu Kabengele made Layup.,58,74
11:33,338,Tyler Hooker missed Jumper.,58,74
11:33,52,Trent Forrest Defensive Rebound.,58,74
11:26,52,M.J. Walker missed Jumper.,58,74
11:26,338,Bryson Lockley Defensive Rebound.,58,74
11:16,338,James Scott missed Three Point Jumper.,58,74
11:16,52,Mfiondu Kabengele Defensive Rebound.,58,74
10:50,52,Terance Mann missed Jumper.,58,74
10:50,52,Mfiondu Kabengele Offensive Rebound.,58,74
10:47,338,Foul on Nick Masterson.,58,74
10:47,52,Official TV Timeout,58,74
10:47,52,Mfiondu Kabengele made Free Throw.,58,75
10:47,52,Mfiondu Kabengele made Free Throw.,58,76
10:29,338,Tyler Hooker missed Jumper.,58,76
10:29,338,Kosta Jankovic Offensive Rebound.,58,76
10:27,338,Kosta Jankovic missed Layup.,58,76
10:27,52,Phil Cofer Defensive Rebound.,58,76
10:16,52,Terance Mann made Layup. Assisted by Braian Angola.,58,78
9:49,338,Tristan Jarrett missed Jumper.,58,78
9:49,338,Tristan Jarrett Offensive Rebound.,58,78
9:48,52,Foul on M.J. Walker.,58,78
9:34,338,Tristan Jarrett missed Three Point Jumper.,58,78
9:34,52,M.J. Walker Defensive Rebound.,58,78
9:18,52,Terance Mann missed Three Point Jumper.,58,78
9:18,52,Phil Cofer Offensive Rebound.,58,78
9:15,338,Foul on Jordan Jones.,58,78
9:15,52,Phil Cofer made Free Throw.,58,79
9:15,52,Phil Cofer made Free Throw.,58,80
8:53,338,James Scott missed Jumper.,58,80
8:53,52,Phil Cofer Defensive Rebound.,58,80
8:35,52,M.J. Walker missed Three Point Jumper.,58,80
8:35,338,Jordan Jones Defensive Rebound.,58,80
8:27,338,James Scott missed Three Point Jumper.,58,80
8:27,52,Trent Forrest Defensive Rebound.,58,80
8:22,52,Braian Angola made Layup. Assisted by Trent Forrest.,58,82
8:22,338,Foul on James Scott.,58,82
8:22,52,Braian Angola made Free Throw.,58,83
8:10,338,Isaac Mbuyamba made Layup. Assisted by Kosta Jankovic.,60,83
7:50,52,Official TV Timeout,60,83
7:44,338,Foul on Isaac Mbuyamba.,60,83
7:44,52,Mfiondu Kabengele missed Free Throw.,60,83
7:44,52,Florida State Deadball Team Rebound.,60,83
7:44,52,Mfiondu Kabengele missed Free Throw.,60,83
7:44,338,Kosta Jankovic Defensive Rebound.,60,83
7:19,338,Tristan Jarrett missed Jumper.,60,83
7:19,338,Kennesaw State Deadball Team Rebound.,60,83
7:19,52,Foul on Mfiondu Kabengele.,60,83
7:16,338,James Scott made Layup. Assisted by Tristan Jarrett.,62,83
6:55,52,Braian Angola made Dunk.,62,85
6:42,338,Kyle Clarke Turnover.,62,85
6:41,52,Trent Forrest Steal.,62,85
6:40,52,Trent Forrest made Dunk.,62,87
6:35,338,Kennesaw State  Timeout,62,87
6:35,52,Official TV Timeout,62,87
6:18,338,Tristan Jarrett missed Layup.,62,87
6:18,52,Ike Obiagu Block.,62,87
6:17,338,Kosta Jankovic Offensive Rebound.,62,87
6:16,338,Kosta Jankovic made Jumper.,64,87
5:53,52,Phil Cofer made Layup.,64,89
5:31,338,Kosta Jankovic made Three Point Jumper.,67,89
5:10,52,Braian Angola made Layup.,67,91
4:59,52,Foul on Braian Angola.,67,91
4:37,338,James Scott made Jumper.,69,91
4:21,52,Trent Forrest missed Three Point Jumper.,69,91
4:21,52,Braian Angola Offensive Rebound.,69,91
4:07,52,M.J. Walker Turnover.,69,91
3:52,338,Tyler Hooker missed Jumper.,69,91
3:52,338,Kosta Jankovic Offensive Rebound.,69,91
3:40,52,Foul on M.J. Walker.,69,91
3:40,52,Official TV Timeout,69,91
3:40,338,Tristan Jarrett missed Free Throw.,69,91
3:40,338,Kennesaw State Deadball Team Rebound.,69,91
3:40,338,Tristan Jarrett made Free Throw.,70,91
3:23,52,Phil Cofer made Layup.,70,93
3:08,338,James Scott missed Layup.,70,93
3:08,338,Tyler Hooker Offensive Rebound.,70,93
3:01,338,James Scott missed Jumper.,70,93
3:01,338,Kosta Jankovic Offensive Rebound.,70,93
2:41,338,Tristan Jarrett missed Jumper.,70,93
2:41,338,Kosta Jankovic Offensive Rebound.,70,93
2:36,338,Isaac Mbuyamba missed Layup.,70,93
2:36,52,Braian Angola Block.,70,93
2:35,52,Mfiondu Kabengele Defensive Rebound.,70,93
2:28,52,Braian Angola Turnover.,70,93
2:24,338,Isaac Mbuyamba Steal.,70,93
2:18,338,Isaac Mbuyamba missed Layup.,70,93
2:18,52,Phil Cofer Defensive Rebound.,70,93
2:06,52,Wyatt Wilkes Turnover.,70,93
2:05,338,Tristan Jarrett Steal.,70,93
2:03,338,Tristan Jarrett made Layup.,72,93
1:46,338,Foul on Bryson Lockley.,72,93
1:46,52,Florida State  Timeout,72,93
1:39,52,Wyatt Wilkes Turnover.,72,93
1:38,338,Tristan Jarrett Steal.,72,93
1:37,338,Tristan Jarrett made Layup.,74,93
1:17,52,PJ Savoy missed Three Point Jumper.,74,93
1:17,52,Florida State Deadball Team Rebound.,74,93
1:15,338,Foul on Tristan Jarrett.,74,93
1:15,52,Wyatt Wilkes missed Free Throw.,74,93
1:15,338,James Scott Defensive Rebound.,74,93
1:09,52,Foul on PJ Savoy.,74,93
1:09,338,James Scott made Free Throw.,75,93
1:09,338,James Scott made Free Throw.,76,93
1:00,52,CJ Walker missed Three Point Jumper.,76,93
1:00,338,James Scott Defensive Rebound.,76,93
0:44,338,Kosta Jankovic made Three Point Jumper. Assisted by James Scott.,79,93
0:35,338,Foul on Tristan Jarrett.,79,93
0:35,52,CJ Walker made Free Throw.,79,94
0:35,52,CJ Walker made Free Throw.,79,95
0:25,338,James Scott missed Three Point Jumper.,79,95
0:25,52,Brandon Allen Defensive Rebound.,79,95
0:02,52,PJ Savoy made Three Point Jumper. Assisted by CJ Walker.,79,98
0:00,52,End of Game,79,98
