Stetson,6,South Alabama,56
0:33,56,Luke Doyle made Jumper.,26,29
0:04,6,Herb McGee missed Three Point Jumper.,26,29
0:04,6,Josh Ajayi Offensive Rebound.,26,29
0:01,6,Josh Ajayi made Layup.,26,31
0:00,6,End of 1st half,26,31
19:45,6,Foul on Rozelle Nix.,26,31
19:45,56,Larry Dennis missed Free Throw.,26,31
19:45,56,Stetson Deadball Team Rebound.,26,31
19:45,56,Larry Dennis missed Free Throw.,26,31
19:45,56,Stetson Offensive Rebound.,26,31
19:34,56,Luke Doyle made Three Point Jumper.,29,31
19:19,6,Rodrick Sikes missed Three Point Jumper.,29,31
19:19,56,Larry Dennis Defensive Rebound.,29,31
19:08,56,Luke Doyle missed Three Point Jumper.,29,31
19:08,56,Luke Doyle Offensive Rebound.,29,31
19:03,56,Larry Dennis made Layup. Assisted by Luke Doyle.,31,31
18:59,6,South Alabama  Timeout,31,31
18:39,6,Trhae Mitchell made Layup. Assisted by Josh Ajayi.,31,33
18:19,56,Larry Dennis Turnover.,31,33
18:19,56,Foul on Larry Dennis.,31,33
18:03,6,Nick Davis missed Three Point Jumper.,31,33
18:03,6,Josh Ajayi Offensive Rebound.,31,33
18:00,6,Josh Ajayi made Layup.,31,35
17:36,56,Larry Dennis made Jumper.,33,35
17:13,6,Josh Ajayi missed Jumper.,33,35
17:13,56,Luke Doyle Defensive Rebound.,33,35
16:59,56,Larry Dennis made Layup. Assisted by B.J. Glasford.,35,35
16:38,6,Josh Ajayi missed Layup.,35,35
16:38,56,B.J. Glasford Defensive Rebound.,35,35
16:27,56,Angel Rivera Turnover.,35,35
16:26,6,Trhae Mitchell Steal.,35,35
16:19,56,Foul on Larry Dennis.,35,35
16:19,6,Rodrick Sikes made Free Throw.,35,36
16:19,6,Rodrick Sikes made Free Throw.,35,37
16:05,56,Luke Doyle Turnover.,35,37
16:00,6,Herb McGee missed Three Point Jumper.,35,37
16:00,56,Abayomi Iyiola Defensive Rebound.,35,37
15:57,6,Foul on Trhae Mitchell.,35,37
15:57,6,Official TV Timeout,35,37
15:36,56,Luke Doyle missed Three Point Jumper.,35,37
15:36,6,Trhae Mitchell Defensive Rebound.,35,37
15:25,56,Foul on Abayomi Iyiola.,35,37
15:25,6,Nick Davis missed Free Throw.,35,37
15:25,6,South Alabama Deadball Team Rebound.,35,37
15:25,6,Nick Davis missed Free Throw.,35,37
15:25,56,Luke Doyle Defensive Rebound.,35,37
15:04,56,Christiaan Jones made Three Point Jumper. Assisted by Angel Rivera.,38,37
14:46,6,Jordan Andrews missed Three Point Jumper.,38,37
14:46,56,Christiaan Jones Defensive Rebound.,38,37
14:39,56,Divine Myles Turnover.,38,37
14:13,6,Herb McGee Turnover.,38,37
14:12,56,Angel Rivera Steal.,38,37
14:04,56,Divine Myles missed Three Point Jumper.,38,37
14:04,6,Nick Davis Defensive Rebound.,38,37
13:45,56,Foul on Abayomi Iyiola.,38,37
13:44,6,Nick Davis made Layup. Assisted by Jordan Andrews.,38,39
13:23,56,Divine Myles made Layup.,40,39
13:23,6,Foul on Kevin Morris.,40,39
13:23,56,Divine Myles made Free Throw.,41,39
13:07,6,Kevin Morris made Layup. Assisted by Nick Davis.,41,41
12:50,56,Abayomi Iyiola made Jumper. Assisted by Angel Rivera.,43,41
12:35,6,Jordan Andrews made Three Point Jumper. Assisted by Herb McGee.,43,44
12:11,56,Divine Myles Turnover.,43,44
12:09,6,Jordan Andrews Steal.,43,44
12:06,6,Jordan Andrews made Jumper.,43,46
11:57,56,Stetson  Timeout,43,46
11:49,56,Luke Doyle missed Jumper.,43,46
11:49,6,Nick Davis Block.,43,46
11:49,56,Stetson Offensive Rebound.,43,46
11:38,56,B.J. Glasford made Three Point Jumper.,46,46
11:24,6,Rodrick Sikes made Jumper.,46,48
11:06,56,Abayomi Iyiola Turnover.,46,48
11:06,56,Foul on Abayomi Iyiola.,46,48
11:03,6,Rodrick Sikes made Three Point Jumper. Assisted by Dederick Lee.,46,51
10:47,56,Abayomi Iyiola made Dunk. Assisted by B.J. Glasford.,48,51
10:22,6,Nick Davis missed Three Point Jumper.,48,51
10:22,56,Stetson Defensive Rebound.,48,51
10:06,56,Abayomi Iyiola made Jumper. Assisted by Divine Myles.,50,51
9:53,6,Jordan Andrews missed Jumper.,50,51
9:53,56,Abayomi Iyiola Defensive Rebound.,50,51
9:45,56,Luke Doyle made Three Point Jumper. Assisted by Angel Rivera.,53,51
9:20,6,Rodrick Sikes Turnover.,53,51
9:20,56,Divine Myles Steal.,53,51
9:20,56,Stetson  Timeout,53,51
9:05,56,B.J. Glasford made Jumper.,55,51
8:44,6,Rodrick Sikes missed Three Point Jumper.,55,51
8:44,56,Divine Myles Defensive Rebound.,55,51
8:33,56,Divine Myles Turnover.,55,51
8:33,56,Foul on Divine Myles.,55,51
8:22,6,Trhae Mitchell Turnover.,55,51
8:21,56,B.J. Glasford Steal.,55,51
8:21,6,Foul on Dederick Lee.,55,51
8:14,56,Abayomi Iyiola missed Jumper.,55,51
8:14,56,Abayomi Iyiola Offensive Rebound.,55,51
8:10,56,Abayomi Iyiola made Layup.,57,51
7:42,6,Dederick Lee missed Layup.,57,51
7:42,6,Josh Ajayi Offensive Rebound.,57,51
7:37,6,Josh Ajayi made Layup.,57,53
7:26,56,Abayomi Iyiola missed Jumper.,57,53
7:26,6,Herb McGee Block.,57,53
7:24,6,Herb McGee Defensive Rebound.,57,53
7:19,56,Foul on Abayomi Iyiola.,57,53
7:19,6,Official TV Timeout,57,53
7:19,6,Rodrick Sikes made Free Throw.,57,54
7:19,6,Rodrick Sikes made Free Throw.,57,55
7:04,56,Divine Myles missed Three Point Jumper.,57,55
7:04,6,Trhae Mitchell Defensive Rebound.,57,55
6:55,6,Rodrick Sikes Turnover.,57,55
6:41,56,Luke Doyle Turnover.,57,55
6:29,6,Rodrick Sikes made Three Point Jumper. Assisted by Herb McGee.,57,58
6:07,56,Larry Dennis missed Layup.,57,58
6:07,56,Larry Dennis Offensive Rebound.,57,58
6:04,56,Larry Dennis Turnover.,57,58
6:03,6,Herb McGee Steal.,57,58
5:51,6,Josh Ajayi missed Jumper.,57,58
5:51,56,B.J. Glasford Defensive Rebound.,57,58
5:40,56,Divine Myles made Layup.,59,58
5:24,56,Foul on Luke Doyle.,59,58
5:24,6,Rodrick Sikes made Free Throw.,59,59
5:24,6,Rodrick Sikes made Free Throw.,59,60
5:09,56,Divine Myles Turnover.,59,60
5:00,6,Herb McGee missed Layup.,59,60
5:00,56,Larry Dennis Defensive Rebound.,59,60
4:47,56,B.J. Glasford made Three Point Jumper. Assisted by Luke Doyle.,62,60
4:27,6,Josh Ajayi Turnover.,62,60
4:25,56,Luke Doyle Steal.,62,60
4:17,56,B.J. Glasford made Three Point Jumper. Assisted by Angel Rivera.,65,60
3:51,6,Dederick Lee made Layup.,65,62
3:37,56,B.J. Glasford missed Three Point Jumper.,65,62
3:37,56,Larry Dennis Offensive Rebound.,65,62
3:30,56,Larry Dennis Turnover.,65,62
3:25,6,Rodrick Sikes missed Jumper.,65,62
3:25,56,B.J. Glasford Defensive Rebound.,65,62
2:58,56,Larry Dennis Turnover.,65,62
2:58,6,Official TV Timeout,65,62
2:39,6,Josh Ajayi made Layup.,65,64
2:08,56,Larry Dennis Turnover.,65,64
2:08,56,Foul on Larry Dennis.,65,64
1:44,6,Josh Ajayi made Layup. Assisted by Dederick Lee.,65,66
1:25,56,Angel Rivera made Layup.,67,66
1:24,6,Foul on Herb McGee.,67,66
1:24,56,Angel Rivera missed Free Throw.,67,66
1:24,6,Trhae Mitchell Defensive Rebound.,67,66
1:00,6,Rodrick Sikes missed Three Point Jumper.,67,66
1:00,56,Stetson Defensive Rebound.,67,66
0:31,56,Angel Rivera made Three Point Jumper. Assisted by Divine Myles.,70,66
0:22,56,Foul on Abayomi Iyiola.,70,66
0:22,6,Josh Ajayi missed Free Throw.,70,66
0:22,6,South Alabama Deadball Team Rebound.,70,66
0:22,6,Josh Ajayi made Free Throw.,70,67
0:19,6,Foul on Herb McGee.,70,67
0:16,56,Luke Doyle Turnover.,70,67
0:15,6,Dederick Lee Steal.,70,67
0:13,6,Rodrick Sikes missed Three Point Jumper.,70,67
0:13,6,Herb McGee Offensive Rebound.,70,67
0:12,6,South Alabama  Timeout,70,67
0:08,6,Jordan Andrews missed Three Point Jumper.,70,67
0:08,6,Josh Ajayi Offensive Rebound.,70,67
0:04,6,Rodrick Sikes made Three Point Jumper. Assisted by Josh Ajayi.,70,70
0:02,56,Stetson  Timeout,70,70
0:00,6,End of 2nd half,70,70
4:47,56,Angel Rivera made Three Point Jumper. Assisted by Divine Myles.,73,70
4:22,56,Foul on Angel Rivera.,73,70
4:22,6,Dederick Lee missed Free Throw.,73,70
4:22,6,South Alabama Deadball Team Rebound.,73,70
4:22,6,Dederick Lee made Free Throw.,73,71
3:56,56,Christiaan Jones missed Three Point Jumper.,73,71
3:56,56,B.J. Glasford Offensive Rebound.,73,71
3:41,56,Christiaan Jones made Three Point Jumper. Assisted by B.J. Glasford.,76,71
3:15,6,Dederick Lee missed Three Point Jumper.,76,71
3:15,6,South Alabama Offensive Rebound.,76,71
2:51,6,Trhae Mitchell missed Jumper.,76,71
2:51,6,Nick Davis Offensive Rebound.,76,71
2:47,6,Nick Davis missed Layup.,76,71
2:47,56,B.J. Glasford Defensive Rebound.,76,71
2:22,6,Foul on Rodrick Sikes.,76,71
2:22,56,Angel Rivera missed Free Throw.,76,71
2:22,56,Stetson Deadball Team Rebound.,76,71
2:22,56,Angel Rivera made Free Throw.,77,71
2:07,6,Josh Ajayi made Layup. Assisted by Jordan Andrews.,77,73
1:35,56,Angel Rivera Turnover.,77,73
1:33,6,Jordan Andrews Steal.,77,73
1:21,6,Jordan Andrews Turnover.,77,73
0:56,56,Divine Myles Turnover.,77,73
0:55,6,Nick Davis Steal.,77,73
0:44,6,Jordan Andrews missed Three Point Jumper.,77,73
0:44,56,Christiaan Jones Defensive Rebound.,77,73
0:32,6,Foul on Dederick Lee.,77,73
0:32,56,Divine Myles made Free Throw.,78,73
0:32,56,Divine Myles made Free Throw.,79,73
0:27,6,Dederick Lee missed Layup.,79,73
0:27,6,Josh Ajayi Offensive Rebound.,79,73
0:27,6,Josh Ajayi made Dunk.,79,75
0:27,6,South Alabama  Timeout,79,75
0:24,6,Foul on Nick Davis.,79,75
0:24,56,Luke Doyle made Free Throw.,80,75
0:24,56,Luke Doyle made Free Throw.,81,75
0:20,6,Josh Ajayi missed Three Point Jumper.,81,75
0:20,6,Herb McGee Offensive Rebound.,81,75
0:15,6,Herb McGee made Layup.,81,77
0:15,6,South Alabama  Timeout,81,77
0:13,6,Foul on Nick Davis.,81,77
0:13,56,Luke Doyle missed Free Throw.,81,77
0:13,56,Stetson Deadball Team Rebound.,81,77
0:13,56,Luke Doyle missed Free Throw.,81,77
0:13,6,Dederick Lee Defensive Rebound.,81,77
0:07,6,Herb McGee missed Three Point Jumper.,81,77
0:07,56,Angel Rivera Defensive Rebound.,81,77
0:00,6,End of Game,81,77
