Bethel (TN),Error,Austin Peay,2046
10:05,2046,Terry Taylor Defensive Rebound.,18,15
9:56,2046,Chris Porter-Bunton Turnover.,18,15
9:55,-1,Jarred Walker Steal.,18,15
9:52,-1,Jarred Walker missed Layup.,18,15
9:52,2046,Terry Taylor Defensive Rebound.,18,15
9:40,2046,Averyl Ugba made Layup. Assisted by Terry Taylor.,18,17
9:40,-1,Bethel (TN)  Timeout,18,17
9:25,-1,Chase Nappier missed Jumper.,18,17
9:25,2046,Chris Porter-Bunton Defensive Rebound.,18,17
9:13,2046,Averyl Ugba missed Layup.,18,17
9:13,2046,Averyl Ugba Offensive Rebound.,18,17
9:09,2046,Averyl Ugba made Layup.,18,19
9:01,-1,Isaac Edmondson missed Layup.,18,19
9:01,2046,Tre' Ivory Defensive Rebound.,18,19
8:54,2046,Tre' Ivory made Layup.,18,21
8:32,-1,Landen Castelli made Layup. Assisted by Isaac Edmondson.,20,21
8:14,2046,Averyl Ugba made Layup.,20,23
8:02,-1,Chase Nappier missed Jumper.,20,23
8:02,-1,Landen Castelli Offensive Rebound.,20,23
7:56,-1,Landen Castelli made Layup.,22,23
7:39,2046,Tre' Ivory missed Jumper.,22,23
7:39,-1,Chase Nappier Defensive Rebound.,22,23
7:26,2046,Foul on Terry Taylor.,22,23
7:23,-1,Bethel (TN)  Timeout,22,23
7:23,-1,Chase Nappier missed Free Throw.,22,23
7:23,-1,Bethel (TN) Deadball Team Rebound.,22,23
7:23,-1,Chase Nappier made Free Throw.,23,23
7:23,-1,Foul on Conner Boley.,23,23
6:59,2046,Tre' Ivory made Jumper.,23,25
6:47,-1,Chase Nappier made Layup.,25,25
6:33,2046,Tre' Ivory Turnover.,25,25
6:32,-1,Chase Nappier Steal.,25,25
6:30,-1,Chase Nappier made Layup.,27,25
5:56,2046,Tre' Ivory missed Jumper.,27,25
5:56,-1,Chase Nappier Defensive Rebound.,27,25
5:46,-1,Braxton Nappier missed Three Point Jumper.,27,25
5:46,2046,Richard Henderson Defensive Rebound.,27,25
5:45,-1,Foul on Conner Boley.,27,25
5:45,2046,Richard Henderson made Free Throw.,27,26
5:45,2046,Richard Henderson missed Free Throw.,27,26
5:45,2046,Deyshawn Martin Offensive Rebound.,27,26
5:41,2046,Deyshawn Martin made Jumper.,27,28
5:33,-1,Braxton Nappier Turnover.,27,28
5:33,2046,Deyshawn Martin Steal.,27,28
5:17,2046,Ferran Bernacer missed Three Point Jumper.,27,28
5:17,-1,Bradley Walker Defensive Rebound.,27,28
4:56,-1,Conner Boley missed Jumper.,27,28
4:56,2046,Deyshawn Martin Block.,27,28
4:55,2046,Ferran Bernacer Defensive Rebound.,27,28
4:55,2046,Ferran Bernacer Turnover.,27,28
4:53,2046,Foul on Acoydan McCarthy.,27,28
4:53,-1,Bradley Walker missed Free Throw.,27,28
4:53,-1,Bethel (TN) Deadball Team Rebound.,27,28
4:53,-1,Bradley Walker made Free Throw.,28,28
4:40,2046,Foul on Deyshawn Martin.,28,28
4:40,2046,Deyshawn Martin Turnover.,28,28
4:26,-1,Conner Boley missed Layup.,28,28
4:26,2046,Richard Henderson Defensive Rebound.,28,28
4:19,2046,Zach Glotta Turnover.,28,28
3:57,-1,Bradley Walker missed Jumper.,28,28
3:57,2046,Richard Henderson Block.,28,28
3:55,2046,Richard Henderson Defensive Rebound.,28,28
3:49,2046,Chris Porter-Bunton missed Three Point Jumper.,28,28
3:49,-1,Bradley Walker Defensive Rebound.,28,28
3:37,2046,Foul on Richard Henderson.,28,28
3:37,-1,Bethel (TN)  Timeout,28,28
3:37,-1,Cayden Edmonson missed Free Throw.,28,28
3:37,2046,Averyl Ugba Defensive Rebound.,28,28
3:18,2046,Tre' Ivory missed Jumper.,28,28
3:18,2046,Tre' Ivory Offensive Rebound.,28,28
3:14,-1,Foul on Bradley Walker.,28,28
3:14,2046,Tre' Ivory made Free Throw.,28,29
3:14,2046,Tre' Ivory made Free Throw.,28,30
3:04,-1,Jarred Walker missed Layup.,28,30
3:04,2046,Averyl Ugba Block.,28,30
3:04,-1,Bethel (TN) Offensive Rebound.,28,30
2:48,-1,Charles Cobb missed Jumper.,28,30
2:48,2046,Averyl Ugba Defensive Rebound.,28,30
2:40,2046,Zach Glotta missed Three Point Jumper.,28,30
2:40,-1,Cayden Edmonson Defensive Rebound.,28,30
2:25,-1,Charles Cobb Turnover.,28,30
2:24,2046,Chris Porter-Bunton Steal.,28,30
2:11,-1,Foul on Javonte Ellis.,28,30
2:11,2046,Chris Porter-Bunton made Free Throw.,28,31
2:11,2046,Chris Porter-Bunton made Free Throw.,28,32
1:49,-1,Charles Cobb missed Three Point Jumper.,28,32
1:49,2046,Tre' Ivory Defensive Rebound.,28,32
1:44,-1,Foul on Ryan Richardson.,28,32
1:44,2046,Richard Henderson made Free Throw.,28,33
1:44,2046,Richard Henderson missed Free Throw.,28,33
1:44,2046,Averyl Ugba Offensive Rebound.,28,33
1:36,2046,Zach Glotta missed Three Point Jumper.,28,33
1:36,-1,Ryan Richardson Defensive Rebound.,28,33
1:13,-1,Javonte Ellis missed Layup.,28,33
1:13,2046,Averyl Ugba Block.,28,33
1:10,2046,Tre' Ivory Defensive Rebound.,28,33
1:07,-1,Foul on Ryan Richardson.,28,33
1:07,2046,Richard Henderson missed Free Throw.,28,33
1:07,2046,Austin Peay Deadball Team Rebound.,28,33
1:07,2046,Richard Henderson missed Free Throw.,28,33
1:07,2046,Chris Porter-Bunton Offensive Rebound.,28,33
1:04,2046,Chris Porter-Bunton missed Jumper.,28,33
1:04,-1,Cayden Edmonson Defensive Rebound.,28,33
0:51,-1,Cayden Edmonson Turnover.,28,33
0:51,2046,Austin Peay  Timeout,28,33
0:35,2046,Zach Glotta missed Three Point Jumper.,28,33
0:35,2046,Chris Porter-Bunton Offensive Rebound.,28,33
0:27,2046,Averyl Ugba missed Layup.,28,33
0:27,-1,Bethel (TN) Defensive Rebound.,28,33
0:14,-1,Conner Boley made Layup. Assisted by Noah Chatman.,30,33
0:02,2046,Tre' Ivory Turnover.,30,33
0:01,-1,Javonte Ellis Steal.,30,33
0:00,-1,Javonte Ellis missed Jumper.,30,33
0:00,-1,Conner Boley Offensive Rebound.,30,33
0:00,2046,End of 1st half,30,33
19:46,-1,Isaac Edmondson Turnover.,30,33
19:45,2046,Terry Taylor Steal.,30,33
19:38,2046,Terry Taylor made Jumper. Assisted by Tre' Ivory.,30,35
19:26,-1,Foul on Javonte Ellis.,30,35
19:26,-1,Javonte Ellis Turnover.,30,35
19:07,-1,Foul on Isaac Edmondson.,30,35
19:04,2046,Chris Porter-Bunton made Free Throw.,30,36
19:04,2046,Chris Porter-Bunton made Free Throw.,30,37
18:37,2046,Foul on Zach Glotta.,30,37
18:23,-1,Chase Nappier missed Jumper.,30,37
18:23,-1,Javonte Ellis Offensive Rebound.,30,37
18:19,-1,Javonte Ellis made Layup.,32,37
18:05,2046,Terry Taylor missed Jumper.,32,37
18:05,2046,Averyl Ugba Offensive Rebound.,32,37
18:01,2046,Averyl Ugba made Layup.,32,39
17:51,-1,Isaac Edmondson made Jumper. Assisted by Braxton Nappier.,34,39
17:43,2046,Averyl Ugba Turnover.,34,39
17:41,-1,Javonte Ellis Steal.,34,39
17:38,-1,Chase Nappier made Jumper.,36,39
17:24,2046,Averyl Ugba made Layup. Assisted by Tre' Ivory.,36,41
17:10,-1,Chase Nappier missed Three Point Jumper.,36,41
17:10,-1,Javonte Ellis Offensive Rebound.,36,41
17:07,-1,Javonte Ellis made Jumper.,38,41
17:07,2046,Foul on Averyl Ugba.,38,41
17:07,-1,Javonte Ellis made Free Throw.,39,41
16:56,-1,Foul on Javonte Ellis.,39,41
16:51,2046,Richard Henderson missed Layup.,39,41
16:51,-1,Bradley Walker Defensive Rebound.,39,41
16:40,-1,Noah Chatman made Jumper. Assisted by Chase Nappier.,41,41
16:29,-1,Foul on Braxton Nappier.,41,41
16:22,2046,Steve Harris made Jumper.,41,43
16:06,-1,Isaac Edmondson made Layup. Assisted by Braxton Nappier.,43,43
15:52,-1,Foul on Braxton Nappier.,43,43
15:52,2046,Austin Peay  Timeout,43,43
15:52,2046,Tre' Ivory missed Free Throw.,43,43
15:52,2046,Austin Peay Deadball Team Rebound.,43,43
15:52,2046,Tre' Ivory missed Free Throw.,43,43
15:52,-1,Noah Chatman Defensive Rebound.,43,43
15:44,-1,Braxton Nappier Turnover.,43,43
15:43,2046,Deyshawn Martin Steal.,43,43
15:40,-1,Foul on Noah Chatman.,43,43
15:40,2046,Deyshawn Martin made Free Throw.,43,44
15:40,2046,Deyshawn Martin missed Free Throw.,43,44
15:40,-1,Bradley Walker Defensive Rebound.,43,44
15:24,-1,Bradley Walker missed Layup.,43,44
15:24,2046,Terry Taylor Defensive Rebound.,43,44
15:11,2046,Deyshawn Martin made Three Point Jumper. Assisted by Tre' Ivory.,43,47
14:56,-1,Isaac Edmondson missed Three Point Jumper.,43,47
14:56,2046,Dayton Gumm Defensive Rebound.,43,47
14:47,-1,Foul on Noah Chatman.,43,47
14:47,2046,Richard Henderson made Free Throw.,43,48
14:47,2046,Richard Henderson missed Free Throw.,43,48
14:47,-1,Noah Chatman Defensive Rebound.,43,48
14:17,-1,Chase Nappier missed Three Point Jumper.,43,48
14:17,2046,Terry Taylor Defensive Rebound.,43,48
14:07,-1,Foul on Noah Chatman.,43,48
14:07,2046,Richard Henderson missed Free Throw.,43,48
14:07,2046,Austin Peay Deadball Team Rebound.,43,48
14:07,2046,Richard Henderson missed Free Throw.,43,48
14:07,-1,Bethel (TN) Defensive Rebound.,43,48
13:50,-1,Bradley Walker missed Layup.,43,48
13:50,2046,Richard Henderson Block.,43,48
13:48,2046,Dayton Gumm Defensive Rebound.,43,48
13:43,2046,Richard Henderson Turnover.,43,48
13:42,-1,Chase Nappier Steal.,43,48
13:40,-1,Chase Nappier made Layup.,45,48
13:40,2046,Foul on Zach Glotta.,45,48
13:40,-1,Chase Nappier made Free Throw.,46,48
13:28,2046,Averyl Ugba made Layup. Assisted by Tre' Ivory.,46,50
13:28,-1,Foul on Bradley Walker.,46,50
13:28,2046,Averyl Ugba missed Free Throw.,46,50
13:28,2046,Dayton Gumm Offensive Rebound.,46,50
13:11,2046,Deyshawn Martin Turnover.,46,50
12:55,-1,Isaac Edmondson Turnover.,46,50
12:55,2046,Chris Porter-Bunton Steal.,46,50
12:55,2046,Chris Porter-Bunton Turnover.,46,50
12:40,-1,Jarred Walker missed Three Point Jumper.,46,50
12:40,2046,Chris Porter-Bunton Defensive Rebound.,46,50
12:23,2046,Averyl Ugba missed Jumper.,46,50
12:23,-1,Noah Chatman Defensive Rebound.,46,50
12:22,2046,Foul on Averyl Ugba.,46,50
12:05,-1,Jarred Walker missed Layup.,46,50
12:05,-1,Cayden Edmonson Offensive Rebound.,46,50
12:01,-1,Cayden Edmonson Turnover.,46,50
12:00,2046,Tre' Ivory Steal.,46,50
11:57,2046,Tre' Ivory Turnover.,46,50
11:56,-1,Isaac Edmondson Steal.,46,50
11:54,-1,Isaac Edmondson missed Layup.,46,50
11:54,-1,Bethel (TN) Offensive Rebound.,46,50
11:52,-1,Bethel (TN)  Timeout,46,50
11:48,-1,Chase Nappier Turnover.,46,50
11:28,2046,Foul on Tre' Ivory.,46,50
11:28,2046,Tre' Ivory Turnover.,46,50
11:17,-1,Jarred Walker Turnover.,46,50
11:16,2046,Terry Taylor Steal.,46,50
11:13,2046,Richard Henderson made Layup. Assisted by Terry Taylor.,46,52
11:01,-1,Isaac Edmondson missed Layup.,46,52
11:01,2046,Terry Taylor Defensive Rebound.,46,52
10:43,-1,Foul on Chase Nappier.,46,52
10:43,2046,Richard Henderson made Free Throw.,46,53
10:43,2046,Richard Henderson made Free Throw.,46,54
10:26,-1,Braxton Nappier missed Layup.,46,54
10:26,2046,Chris Porter-Bunton Defensive Rebound.,46,54
10:23,-1,Technical Foul on Bethel (TN).,46,54
10:23,2046,Zach Glotta made Free Throw.,46,55
10:23,2046,Zach Glotta made Free Throw.,46,56
10:03,-1,Foul on Bradley Walker.,46,56
10:03,2046,Richard Henderson made Free Throw.,46,57
10:03,2046,Richard Henderson missed Free Throw.,46,57
10:03,2046,Zach Glotta Offensive Rebound.,46,57
9:55,2046,Zach Glotta missed Three Point Jumper.,46,57
9:55,2046,Terry Taylor Offensive Rebound.,46,57
9:48,2046,Terry Taylor made Jumper.,46,59
9:32,2046,Foul on Dayton Gumm.,46,59
9:27,-1,Charles Cobb Turnover.,46,59
9:27,2046,Zach Glotta Steal.,46,59
9:25,2046,Dayton Gumm made Layup. Assisted by Zach Glotta.,46,61
9:19,2046,Foul on Dayton Gumm.,46,61
9:19,-1,Braxton Nappier made Free Throw.,47,61
9:19,-1,Braxton Nappier missed Free Throw.,47,61
9:19,2046,Averyl Ugba Defensive Rebound.,47,61
8:59,-1,Foul on Cayden Edmonson.,47,61
8:59,2046,Averyl Ugba made Free Throw.,47,62
8:59,2046,Averyl Ugba made Free Throw.,47,63
8:50,-1,Conner Boley Turnover.,47,63
8:25,-1,Foul on Cayden Edmonson.,47,63
8:25,2046,Terry Taylor missed Free Throw.,47,63
8:25,2046,Austin Peay Deadball Team Rebound.,47,63
8:25,2046,Terry Taylor made Free Throw.,47,64
8:03,-1,Cayden Edmonson missed Layup.,47,64
8:03,2046,Chris Porter-Bunton Defensive Rebound.,47,64
7:52,-1,Foul on Cayden Edmonson.,47,64
7:52,2046,Austin Peay  Timeout,47,64
7:52,2046,Averyl Ugba made Free Throw.,47,65
7:52,2046,Averyl Ugba made Free Throw.,47,66
7:44,-1,Noah Chatman missed Layup.,47,66
7:44,-1,Noah Chatman Offensive Rebound.,47,66
7:44,2046,Foul on Averyl Ugba.,47,66
7:44,-1,Noah Chatman made Free Throw.,48,66
7:44,-1,Noah Chatman made Free Throw.,49,66
7:30,2046,Terry Taylor Turnover.,49,66
7:29,-1,Braxton Nappier Steal.,49,66
7:27,2046,Foul on Zach Glotta.,49,66
7:27,-1,Braxton Nappier missed Free Throw.,49,66
7:27,-1,Bethel (TN) Deadball Team Rebound.,49,66
7:27,-1,Braxton Nappier made Free Throw.,50,66
7:17,2046,Chris Porter-Bunton missed Three Point Jumper.,50,66
7:17,2046,Richard Henderson Offensive Rebound.,50,66
7:10,2046,Richard Henderson missed Jumper.,50,66
7:10,-1,Bradley Walker Defensive Rebound.,50,66
7:03,-1,Aden Burton missed Three Point Jumper.,50,66
7:03,2046,Austin Peay Defensive Rebound.,50,66
6:49,2046,Tre' Ivory Turnover.,50,66
6:48,-1,Aden Burton Steal.,50,66
6:46,-1,Aden Burton Turnover.,50,66
6:45,2046,Tre' Ivory Steal.,50,66
6:42,2046,Richard Henderson made Layup. Assisted by Tre' Ivory.,50,68
6:29,-1,Braxton Nappier missed Three Point Jumper.,50,68
6:29,-1,Bradley Walker Offensive Rebound.,50,68
6:24,2046,Foul on Dayton Gumm.,50,68
6:24,-1,Bradley Walker made Free Throw.,51,68
6:24,-1,Bradley Walker missed Free Throw.,51,68
6:24,-1,Bethel (TN) Offensive Rebound.,51,68
6:15,-1,Bradley Walker missed Jumper.,51,68
6:15,2046,Chris Porter-Bunton Defensive Rebound.,51,68
6:10,2046,Deyshawn Martin made Dunk. Assisted by Chris Porter-Bunton.,51,70
6:10,-1,Foul on Noah Chatman.,51,70
6:10,2046,Deyshawn Martin made Free Throw.,51,71
5:55,-1,Braxton Nappier missed Layup.,51,71
5:55,2046,Richard Henderson Defensive Rebound.,51,71
5:50,2046,Steve Harris made Layup. Assisted by Deyshawn Martin.,51,73
5:39,-1,Bradley Walker made Layup.,53,73
5:39,2046,Foul on Deyshawn Martin.,53,73
5:39,-1,Bradley Walker missed Free Throw.,53,73
5:39,-1,Landen Castelli Offensive Rebound.,53,73
5:36,-1,Bradley Walker Turnover.,53,73
5:13,-1,Foul on Bradley Walker.,53,73
5:13,2046,Steve Harris missed Free Throw.,53,73
5:13,2046,Austin Peay Deadball Team Rebound.,53,73
5:13,2046,Steve Harris missed Free Throw.,53,73
5:13,-1,Braxton Nappier Defensive Rebound.,53,73
5:06,-1,Braxton Nappier missed Layup.,53,73
5:06,2046,Richard Henderson Defensive Rebound.,53,73
5:01,-1,Foul on Brandon Baucum.,53,73
5:01,2046,Deyshawn Martin made Free Throw.,53,74
5:01,2046,Deyshawn Martin missed Free Throw.,53,74
5:01,2046,Chris Porter-Bunton Offensive Rebound.,53,74
4:56,2046,Chris Porter-Bunton missed Two Point Tip Shot.,53,74
4:56,-1,Landen Castelli Defensive Rebound.,53,74
4:50,-1,Aden Burton missed Three Point Jumper.,53,74
4:50,2046,Deyshawn Martin Defensive Rebound.,53,74
4:42,2046,Zach Glotta missed Three Point Jumper.,53,74
4:42,-1,Landen Castelli Defensive Rebound.,53,74
4:31,-1,Landen Castelli Turnover.,53,74
4:30,2046,Tre' Ivory Steal.,53,74
4:29,-1,Foul on Braxton Nappier.,53,74
4:29,2046,Tre' Ivory missed Free Throw.,53,74
4:29,2046,Austin Peay Deadball Team Rebound.,53,74
4:29,2046,Tre' Ivory made Free Throw.,53,75
4:21,-1,Isaac Edmondson Turnover.,53,75
3:57,2046,Acoydan McCarthy missed Jumper.,53,75
3:57,-1,Braxton Nappier Defensive Rebound.,53,75
3:49,2046,Foul on Richard Henderson.,53,75
3:49,-1,Bethel (TN)  Timeout,53,75
3:49,-1,Brandon Baucum missed Free Throw.,53,75
3:49,-1,Bethel (TN) Deadball Team Rebound.,53,75
3:49,-1,Brandon Baucum missed Free Throw.,53,75
3:49,2046,Austin Peay Defensive Rebound.,53,75
3:34,2046,Foul on Ivan Cucak.,53,75
3:34,2046,Ivan Cucak Turnover.,53,75
3:20,-1,Landen Castelli Turnover.,53,75
3:06,2046,Ivan Cucak made Layup. Assisted by Acoydan McCarthy.,53,77
2:53,-1,Landen Castelli missed Three Point Jumper.,53,77
2:53,2046,Acoydan McCarthy Defensive Rebound.,53,77
2:43,2046,Acoydan McCarthy missed Three Point Jumper.,53,77
2:43,2046,Terry Taylor Offensive Rebound.,53,77
2:34,2046,Acoydan McCarthy made Jumper.,53,79
2:22,-1,Brandon Baucum Turnover.,53,79
2:12,2046,Dayton Gumm missed Jumper.,53,79
2:12,-1,Brandon Baucum Defensive Rebound.,53,79
2:04,-1,Trey Phifer made Three Point Jumper. Assisted by Isaac Edmondson.,56,79
1:56,2046,Acoydan McCarthy missed Layup.,56,79
1:56,-1,Trey Phifer Block.,56,79
1:56,2046,Austin Peay Offensive Rebound.,56,79
1:47,2046,Ivan Cucak made Jumper.,56,81
1:31,-1,Isaac Edmondson missed Jumper.,56,81
1:31,2046,Acoydan McCarthy Defensive Rebound.,56,81
1:30,-1,Foul on Isaac Edmondson.,56,81
1:30,2046,Acoydan McCarthy made Free Throw.,56,82
1:30,2046,Acoydan McCarthy missed Free Throw.,56,82
1:30,2046,Dayton Gumm Offensive Rebound.,56,82
1:25,2046,Ferran Bernacer missed Three Point Jumper.,56,82
1:25,-1,Jarred Walker Defensive Rebound.,56,82
1:18,-1,Jarred Walker Turnover.,56,82
1:16,2046,Dayton Gumm Steal.,56,82
1:11,2046,Ferran Bernacer Turnover.,56,82
1:10,-1,Ryan Richardson Steal.,56,82
1:05,-1,Jarred Walker missed Layup.,56,82
1:05,2046,Ivan Cucak Block.,56,82
1:05,-1,Bethel (TN) Offensive Rebound.,56,82
1:05,-1,Trey Phifer Turnover.,56,82
1:03,2046,Dayton Gumm Steal.,56,82
1:00,2046,Ferran Bernacer made Layup. Assisted by Dayton Gumm.,56,84
0:50,-1,Jarred Walker Turnover.,56,84
0:49,2046,Deyshawn Martin Steal.,56,84
0:47,2046,Deyshawn Martin made Dunk.,56,86
0:39,-1,Jarred Walker Turnover.,56,86
0:39,2046,Dayton Gumm Steal.,56,86
0:36,2046,Deyshawn Martin made Dunk. Assisted by Dayton Gumm.,56,88
0:26,-1,Trey Phifer Turnover.,56,88
0:25,2046,Dayton Gumm Steal.,56,88
0:23,2046,Dayton Gumm made Dunk.,56,90
0:14,-1,Javonte Ellis made Jumper.,58,90
0:00,2046,End of Game,58,90
