Evansville,2348,Louisiana Tech,339
10:19,2348,Joniah White Offensive Rebound.,48,47
10:13,2348,Joniah White missed Jumper.,48,47
10:13,339,Dainius Chatkevicius Block.,48,47
10:11,339,Dainius Chatkevicius Defensive Rebound.,48,47
9:49,339,Ryan Taylor missed Jumper.,48,47
9:49,339,Dainius Chatkevicius Offensive Rebound.,48,47
9:47,2348,Foul on Joniah White.,48,47
9:27,339,Dainius Chatkevicius missed Jumper.,48,47
9:27,2348,Anthony Duruji Defensive Rebound.,48,47
9:15,2348,Jalen Harris missed Jumper.,48,47
9:15,339,Dainius Chatkevicius Defensive Rebound.,48,47
8:51,339,Blake Simmons made Three Point Jumper. Assisted by Dru Smith.,51,47
8:48,2348,Louisiana Tech  Timeout,51,47
8:42,2348,Jalen Harris Turnover.,51,47
8:28,339,Duane Gibson Turnover.,51,47
8:27,2348,Derric Jean Steal.,51,47
8:25,2348,Derric Jean made Layup.,51,49
8:01,339,Dainius Chatkevicius missed Layup.,51,49
8:01,2348,Oliver Powell Block.,51,49
8:01,339,Evansville Offensive Rebound.,51,49
7:56,339,Ryan Taylor missed Three Point Jumper.,51,49
7:56,339,Dru Smith Offensive Rebound.,51,49
7:42,339,Blake Simmons Turnover.,51,49
7:42,2348,Official TV Timeout,51,49
7:26,2348,Jalen Harris missed Jumper.,51,49
7:26,339,Duane Gibson Defensive Rebound.,51,49
7:00,339,Dru Smith made Three Point Jumper. Assisted by Blake Simmons.,54,49
6:33,2348,Oliver Powell missed Layup.,54,49
6:33,339,Dainius Chatkevicius Block.,54,49
6:32,2348,Louisiana Tech Offensive Rebound.,54,49
6:30,2348,Oliver Powell missed Jumper.,54,49
6:30,2348,Jalen Harris Offensive Rebound.,54,49
6:28,2348,Jalen Harris made Layup.,54,51
6:08,339,Blake Simmons made Layup. Assisted by Dru Smith.,56,51
5:50,2348,Foul on Derric Jean.,56,51
5:50,2348,Derric Jean Turnover.,56,51
5:31,339,Dainius Chatkevicius made Dunk. Assisted by Duane Gibson.,58,51
5:06,339,Foul on Dainius Chatkevicius.,58,51
5:05,2348,Derric Jean missed Three Point Jumper.,58,51
5:05,2348,DaQuan Bracey Offensive Rebound.,58,51
4:58,2348,Derric Jean missed Layup.,58,51
4:58,339,Evansville Defensive Rebound.,58,51
4:36,339,Ryan Taylor missed Jumper.,58,51
4:36,2348,Jy'lan Washington Defensive Rebound.,58,51
4:23,2348,Oliver Powell missed Layup.,58,51
4:23,2348,Oliver Powell Offensive Rebound.,58,51
4:21,2348,Oliver Powell made Layup.,58,53
3:56,339,Duane Gibson missed Jumper.,58,53
3:56,339,Ryan Taylor Offensive Rebound.,58,53
3:23,339,Blake Simmons missed Three Point Jumper.,58,53
3:23,2348,Oliver Powell Defensive Rebound.,58,53
3:14,339,Foul on Dru Smith.,58,53
3:14,2348,Official TV Timeout,58,53
3:09,2348,Oliver Powell made Dunk. Assisted by DaQuan Bracey.,58,55
2:38,339,Duane Gibson missed Jumper.,58,55
2:38,2348,Derric Jean Defensive Rebound.,58,55
2:25,339,Foul on Dainius Chatkevicius.,58,55
2:25,2348,Jalen Harris made Free Throw.,58,56
2:25,2348,Jalen Harris made Free Throw.,58,57
2:10,2348,Foul on Derric Jean.,58,57
2:10,339,Duane Gibson made Free Throw.,59,57
2:10,339,Duane Gibson missed Free Throw.,59,57
2:10,2348,Jacobi Boykins Defensive Rebound.,59,57
1:55,339,Foul on Ryan Taylor.,59,57
1:47,2348,DaQuan Bracey missed Layup.,59,57
1:47,2348,Jacobi Boykins Offensive Rebound.,59,57
1:43,2348,Jalen Harris made Three Point Jumper. Assisted by Jacobi Boykins.,59,60
1:08,339,Duane Gibson missed Jumper.,59,60
1:08,2348,Oliver Powell Defensive Rebound.,59,60
0:37,2348,Oliver Powell missed Jumper.,59,60
0:28,339,Dainius Chatkevicius Defensive Rebound.,59,60
0:12,2348,Foul on DaQuan Bracey.,59,60
0:12,339,Dru Smith made Free Throw.,60,60
0:12,339,Dru Smith made Free Throw.,61,60
0:12,339,Evansville  Timeout,61,60
0:06,2348,Jalen Harris missed Three Point Jumper.,61,60
0:06,2348,Jacobi Boykins Offensive Rebound.,61,60
0:01,2348,Derric Jean made Three Point Jumper. Assisted by Jacobi Boykins.,61,63
0:01,339,Evansville  Timeout,61,63
0:00,2348,End of Game,61,60
