Chicago State,77,Northwestern,2130
3:35,2130,Patrick Szpir missed Free Throw.,6,44
3:35,77,Barret Benson Defensive Rebound.,6,44
3:23,77,Scottie Lindsey missed Three Point Jumper.,6,44
3:23,77,Scottie Lindsey Offensive Rebound.,6,44
3:18,77,Scottie Lindsey made Jumper.,6,46
2:59,2130,Montana Byrd missed Three Point Jumper.,6,46
2:59,77,Northwestern Defensive Rebound.,6,46
2:43,77,Scottie Lindsey made Three Point Jumper. Assisted by Jordan Ash.,6,49
2:11,2130,Patrick Szpir missed Layup.,6,49
2:11,2130,Patrick Szpir Offensive Rebound.,6,49
2:07,2130,Patrick Szpir missed Layup.,6,49
2:07,77,Barret Benson Defensive Rebound.,6,49
2:00,77,Bryant McIntosh made Three Point Jumper. Assisted by Scottie Lindsey.,6,52
1:36,2130,Foul on Montana Byrd.,6,52
1:36,2130,Montana Byrd Turnover.,6,52
1:23,2130,Foul on Montana Byrd.,6,52
1:23,77,Anthony Gaines made Free Throw.,6,53
1:23,77,Anthony Gaines missed Free Throw.,6,53
1:23,2130,Patrick Szpir Defensive Rebound.,6,53
1:12,77,Foul on Isiah Brown.,6,53
1:12,2130,Jelani Pruitt made Free Throw.,7,53
1:12,2130,Jelani Pruitt made Free Throw.,8,53
0:57,77,Scottie Lindsey missed Three Point Jumper.,8,53
0:57,2130,Glen Burns Defensive Rebound.,8,53
0:50,2130,Foul on Glen Burns.,8,53
0:50,2130,Glen Burns Turnover.,8,53
0:39,2130,Foul on Nathan Townsen Jr..,8,53
0:39,77,Isiah Brown made Free Throw.,8,54
0:39,77,Isiah Brown made Free Throw.,8,55
0:23,2130,Jelani Pruitt Turnover.,8,55
0:23,77,Northwestern  Timeout,8,55
0:01,77,Isiah Brown missed Jumper.,8,55
0:01,2130,Cameron Bowles Defensive Rebound.,8,55
0:00,77,End of 1st half,8,55
19:50,77,Vic Law missed Jumper.,8,55
19:50,2130,Glen Burns Defensive Rebound.,8,55
19:23,2130,Glen Burns made Three Point Jumper. Assisted by Montana Byrd.,11,55
19:09,77,Vic Law made Three Point Jumper. Assisted by Bryant McIntosh.,11,58
18:54,2130,Patrick Szpir Turnover.,11,58
18:53,77,Dererk Pardon Steal.,11,58
18:48,77,Bryant McIntosh missed Three Point Jumper.,11,58
18:48,2130,Fred Sims Jr. Defensive Rebound.,11,58
18:39,2130,Montana Byrd Turnover.,11,58
18:21,77,Aaron Falzon missed Three Point Jumper.,11,58
18:21,2130,Deionte Simmons Defensive Rebound.,11,58
18:10,2130,Glen Burns Turnover.,11,58
18:10,77,Dererk Pardon Steal.,11,58
18:10,2130,Foul on Montana Byrd.,11,58
17:50,77,Aaron Falzon made Three Point Jumper. Assisted by Bryant McIntosh.,11,61
17:48,2130,Technical Foul on Cameron Bowles.,11,61
17:48,2130,Foul on Cameron Bowles.,11,61
17:48,2130,Technical Foul on Glen Burns.,11,61
17:48,2130,Foul on Glen Burns.,11,61
17:48,77,Bryant McIntosh made Free Throw.,11,62
17:48,77,Bryant McIntosh made Free Throw.,11,63
17:48,77,Bryant McIntosh made Free Throw.,11,64
17:48,77,Bryant McIntosh made Free Throw.,11,65
17:32,2130,Foul on Simeon Henton.,11,65
17:32,77,Vic Law made Free Throw.,11,66
17:32,77,Vic Law made Free Throw.,11,67
17:08,2130,Jelani Pruitt made Layup. Assisted by Simeon Henton.,13,67
16:55,77,Aaron Falzon missed Three Point Jumper.,13,67
16:55,77,Dererk Pardon Offensive Rebound.,13,67
16:54,2130,Foul on Jelani Pruitt.,13,67
16:54,77,Dererk Pardon made Free Throw.,13,68
16:54,77,Dererk Pardon missed Free Throw.,13,68
16:54,2130,Deionte Simmons Defensive Rebound.,13,68
16:42,2130,Fred Sims Jr. missed Jumper.,13,68
16:42,77,Scottie Lindsey Block.,13,68
16:41,77,Vic Law Defensive Rebound.,13,68
16:36,77,Aaron Falzon missed Three Point Jumper.,13,68
16:36,2130,Jelani Pruitt Defensive Rebound.,13,68
16:09,2130,Simeon Henton missed Layup.,13,68
16:09,2130,Deionte Simmons Offensive Rebound.,13,68
16:06,2130,Deionte Simmons made Layup.,15,68
15:51,2130,Foul on Alex Dubovitskiy.,15,68
15:51,77,Official TV Timeout,15,68
15:47,77,Scottie Lindsey missed Three Point Jumper.,15,68
15:47,2130,Deionte Simmons Defensive Rebound.,15,68
15:42,77,Foul on Vic Law.,15,68
15:42,2130,Jelani Pruitt missed Free Throw.,15,68
15:42,2130,Chicago State Deadball Team Rebound.,15,68
15:42,2130,Jelani Pruitt made Free Throw.,16,68
15:25,77,Gavin Skelly missed Three Point Jumper.,16,68
15:25,2130,Chicago State Defensive Rebound.,16,68
15:06,2130,Fred Sims Jr. missed Layup.,16,68
15:06,77,Dererk Pardon Block.,16,68
15:04,77,Dererk Pardon Defensive Rebound.,16,68
15:00,77,Foul on Gavin Skelly.,16,68
15:00,77,Gavin Skelly Turnover.,16,68
14:33,77,Foul on Dererk Pardon.,16,68
14:31,2130,Jelani Pruitt missed Jumper.,16,68
14:31,77,Gavin Skelly Defensive Rebound.,16,68
14:25,77,Vic Law made Layup. Assisted by Bryant McIntosh.,16,70
14:25,2130,Foul on Deionte Simmons.,16,70
14:25,77,Vic Law made Free Throw.,16,71
13:59,2130,Cameron Bowles made Layup. Assisted by Fred Sims Jr..,18,71
13:38,77,Anthony Gaines missed Layup.,18,71
13:38,2130,Jelani Pruitt Defensive Rebound.,18,71
13:37,77,Foul on Vic Law.,18,71
13:26,2130,Jelani Pruitt missed Layup.,18,71
13:26,2130,Jelani Pruitt Offensive Rebound.,18,71
13:25,77,Foul on Gavin Skelly.,18,71
13:25,2130,Jelani Pruitt made Free Throw.,19,71
13:24,2130,Jelani Pruitt missed Free Throw.,19,71
13:23,77,Northwestern Defensive Rebound.,19,71
13:06,2130,Foul on Simeon Henton.,19,71
13:06,77,Dererk Pardon made Free Throw.,19,72
13:06,77,Dererk Pardon missed Free Throw.,19,72
13:06,77,Scottie Lindsey Offensive Rebound.,19,72
13:03,77,Scottie Lindsey missed Three Point Jumper.,19,72
13:03,77,Dererk Pardon Offensive Rebound.,19,72
13:00,77,Dererk Pardon made Layup.,19,74
12:36,2130,Nathan Townsen Jr. Turnover.,19,74
12:29,77,Foul on Aaron Falzon.,19,74
12:29,77,Aaron Falzon Turnover.,19,74
11:59,2130,Patrick Szpir missed Jumper.,19,74
11:59,77,Anthony Gaines Defensive Rebound.,19,74
11:34,77,Barret Benson Turnover.,19,74
11:34,77,Official TV Timeout,19,74
11:01,2130,Patrick Szpir Turnover.,19,74
11:00,77,Barret Benson Steal.,19,74
10:55,2130,Foul on Alex Dubovitskiy.,19,74
10:55,77,Isiah Brown missed Free Throw.,19,74
10:55,77,Northwestern Deadball Team Rebound.,19,74
10:55,77,Isiah Brown made Free Throw.,19,75
10:32,2130,Nathan Townsen Jr. missed Layup.,19,75
10:32,2130,Patrick Szpir Offensive Rebound.,19,75
10:01,2130,Cameron Bowles made Layup. Assisted by Nathan Townsen Jr..,21,75
9:44,2130,Foul on Cameron Bowles.,21,75
9:44,77,Anthony Gaines missed Free Throw.,21,75
9:44,77,Northwestern Deadball Team Rebound.,21,75
9:44,77,Anthony Gaines made Free Throw.,21,76
9:36,2130,Cameron Bowles Turnover.,21,76
9:35,77,Anthony Gaines Steal.,21,76
9:34,77,Anthony Gaines made Layup.,21,78
9:34,2130,Foul on Fred Sims Jr..,21,78
9:34,77,Anthony Gaines made Free Throw.,21,79
9:10,2130,Fred Sims Jr. missed Layup.,21,79
9:10,77,Gavin Skelly Defensive Rebound.,21,79
9:03,77,Jordan Ash missed Three Point Jumper.,21,79
9:03,77,Anthony Gaines Offensive Rebound.,21,79
8:48,2130,Foul on Montana Byrd.,21,79
8:48,77,Barret Benson made Free Throw.,21,80
8:48,77,Barret Benson made Free Throw.,21,81
8:24,2130,Nathan Townsen Jr. Turnover.,21,81
8:22,77,Jordan Ash Steal.,21,81
8:20,77,Jordan Ash made Dunk.,21,83
7:50,2130,Fred Sims Jr. missed Jumper.,21,83
7:48,77,Gavin Skelly Defensive Rebound.,21,83
7:48,77,Gavin Skelly Turnover.,21,83
7:48,77,Official TV Timeout,21,83
7:32,2130,Fred Sims Jr. missed Three Point Jumper.,21,83
7:32,77,Anthony Gaines Defensive Rebound.,21,83
7:08,77,Barret Benson Turnover.,21,83
7:08,2130,Alex Dubovitskiy Steal.,21,83
7:08,77,Foul on Barret Benson.,21,83
7:08,2130,Alex Dubovitskiy made Free Throw.,22,83
7:08,2130,Alex Dubovitskiy made Free Throw.,23,83
6:50,77,Gavin Skelly made Three Point Jumper. Assisted by Jordan Ash.,23,86
6:20,2130,Cameron Bowles missed Jumper.,23,86
6:20,77,Northwestern Defensive Rebound.,23,86
6:07,77,Gavin Skelly missed Three Point Jumper.,23,86
6:07,2130,Alex Dubovitskiy Defensive Rebound.,23,86
6:02,2130,Foul on Alex Dubovitskiy.,23,86
6:02,2130,Alex Dubovitskiy Turnover.,23,86
5:54,77,Isiah Brown missed Three Point Jumper.,23,86
5:54,2130,Chicago State Defensive Rebound.,23,86
5:30,77,Foul on Isiah Brown.,23,86
5:30,2130,Deionte Simmons made Free Throw.,24,86
5:30,2130,Deionte Simmons missed Free Throw.,24,86
5:30,77,Gavin Skelly Defensive Rebound.,24,86
5:17,77,Gavin Skelly Turnover.,24,86
5:17,2130,Cameron Bowles Steal.,24,86
5:17,77,Foul on Barret Benson.,24,86
5:17,2130,Cameron Bowles made Free Throw.,25,86
5:17,2130,Cameron Bowles made Free Throw.,26,86
4:48,77,Gavin Skelly missed Layup.,26,86
4:48,2130,Rob Shaw Defensive Rebound.,26,86
4:39,2130,Simeon Henton made Layup. Assisted by Glen Burns.,28,86
4:09,77,Barret Benson made Layup. Assisted by Gavin Skelly.,28,88
3:38,2130,Cameron Bowles missed Jumper.,28,88
3:38,77,Gavin Skelly Defensive Rebound.,28,88
3:30,77,Anthony Gaines made Layup.,28,90
3:14,77,Foul on Isiah Brown.,28,90
3:14,2130,Rob Shaw missed Free Throw.,28,90
3:14,2130,Chicago State Deadball Team Rebound.,28,90
3:14,2130,Rob Shaw made Free Throw.,29,90
2:53,77,Anthony Gaines made Dunk. Assisted by Tino Malnati.,29,92
2:45,2130,Jelani Pruitt missed Layup.,29,92
2:45,77,Gavin Skelly Defensive Rebound.,29,92
2:35,2130,Foul on Rob Shaw.,29,92
2:35,77,Isiah Brown made Free Throw.,29,93
2:35,77,Isiah Brown made Free Throw.,29,94
2:22,77,Foul on Isiah Brown.,29,94
2:22,2130,Nathan Townsen Jr. made Free Throw.,30,94
2:22,2130,Nathan Townsen Jr. made Free Throw.,31,94
2:10,77,Isiah Brown made Jumper.,31,96
1:46,2130,Nathan Townsen Jr. Turnover.,31,96
1:38,77,Foul on Isiah Brown.,31,96
1:38,77,Isiah Brown Turnover.,31,96
1:19,2130,Jelani Pruitt missed Layup.,31,96
1:19,77,Charlie Hall Block.,31,96
1:18,77,Gavin Skelly Defensive Rebound.,31,96
0:56,77,Tino Malnati missed Layup.,31,96
0:56,2130,Deionte Simmons Defensive Rebound.,31,96
0:47,2130,Simeon Henton missed Jumper.,31,96
0:47,77,Anthony Gaines Defensive Rebound.,31,96
0:18,77,Charlie Hall missed Three Point Jumper.,31,96
0:18,2130,Glen Burns Defensive Rebound.,31,96
0:12,2130,Glen Burns Turnover.,31,96
0:08,77,Jordan Ash Steal.,31,96
0:00,77,End of Game,31,96
