Florida Intl,58,South Florida,2229
1:14,58,Isaiah Manderson Defensive Rebound.,22,23
1:07,58,Payton Banks Turnover.,22,23
0:48,2229,Brian Beard Jr. made Jumper.,24,23
0:39,58,South Florida  Timeout,24,23
0:18,58,Terrence Samuel made Jumper.,24,25
0:00,2229,Trejon Jacob missed Three Point Jumper.,24,25
0:00,58,South Florida Defensive Rebound.,24,25
0:00,58,End of 1st half,24,25
19:49,58,Terrence Samuel Turnover.,24,25
19:48,2229,Trejon Jacob Steal.,24,25
19:46,2229,Trejon Jacob missed Layup.,24,25
19:46,2229,Eric Lockett Offensive Rebound.,24,25
19:44,2229,Eric Lockett made Layup.,26,25
19:29,58,Payton Banks Turnover.,26,25
18:57,2229,Eric Lockett made Jumper.,28,25
18:31,58,Stephan Jiggetts missed Layup.,28,25
18:31,2229,Elhadji Dieng Defensive Rebound.,28,25
18:10,58,Foul on Nikola Scekic.,28,25
18:10,2229,Hassan Hussein made Free Throw.,29,25
18:10,2229,Hassan Hussein missed Free Throw.,29,25
18:10,58,Tulio Da Silva Defensive Rebound.,29,25
17:51,58,Payton Banks missed Three Point Jumper.,29,25
17:51,2229,Eric Lockett Block.,29,25
17:50,58,South Florida Offensive Rebound.,29,25
17:43,58,Justin Brown missed Three Point Jumper.,29,25
17:43,2229,Hassan Hussein Defensive Rebound.,29,25
17:31,2229,Brian Beard Jr. missed Jumper.,29,25
17:31,58,Tulio Da Silva Defensive Rebound.,29,25
17:14,2229,Foul on Brian Beard Jr..,29,25
17:01,58,Tulio Da Silva made Jumper.,29,27
16:33,2229,Brian Beard Jr. made Three Point Jumper. Assisted by Eric Lockett.,32,27
16:20,2229,Foul on Elhadji Dieng.,32,27
16:10,58,Stephan Jiggetts missed Layup.,32,27
16:10,2229,Eric Lockett Block.,32,27
16:09,2229,Eric Lockett Defensive Rebound.,32,27
16:05,2229,Hassan Hussein made Layup. Assisted by Eric Lockett.,34,27
15:59,58,Official TV Timeout,34,27
15:52,58,Tulio Da Silva made Layup. Assisted by Payton Banks.,34,29
15:29,2229,Brian Beard Jr. made Three Point Jumper. Assisted by Trejon Jacob.,37,29
15:09,2229,Foul on Trejon Jacob.,37,29
15:09,58,Official TV Timeout,37,29
14:48,58,Payton Banks missed Three Point Jumper.,37,29
14:48,2229,Brian Beard Jr. Defensive Rebound.,37,29
14:43,2229,Eric Lockett made Dunk. Assisted by Brian Beard Jr..,39,29
14:23,58,Terrence Samuel missed Three Point Jumper.,39,29
14:23,2229,Trejon Jacob Defensive Rebound.,39,29
14:15,2229,Brian Beard Jr. made Three Point Jumper. Assisted by Eric Lockett.,42,29
14:07,58,South Florida  Timeout,42,29
13:53,58,Justin Brown made Layup.,42,31
13:37,2229,Brian Beard Jr. Turnover.,42,31
13:13,58,Payton Banks Turnover.,42,31
12:58,2229,Hassan Hussein made Jumper. Assisted by Trejon Jacob.,44,31
12:36,58,Stephan Jiggetts made Three Point Jumper.,44,34
12:17,2229,Trejon Jacob missed Three Point Jumper.,44,34
12:17,58,Malik Martin Defensive Rebound.,44,34
12:15,2229,Foul on Jay Harvey.,44,34
11:59,58,Malik Martin missed Layup.,44,34
11:59,2229,Trejon Jacob Defensive Rebound.,44,34
11:40,2229,Hassan Hussein made Jumper. Assisted by Eric Lockett.,46,34
11:25,58,Isaiah Manderson missed Jumper.,46,34
11:25,2229,Eric Lockett Defensive Rebound.,46,34
11:17,2229,Eric Lockett Turnover.,46,34
11:16,58,Stephan Jiggetts Steal.,46,34
11:13,58,Stephan Jiggetts missed Layup.,46,34
11:13,2229,Eric Lockett Block.,46,34
11:12,58,Justin Brown Offensive Rebound.,46,34
11:10,58,Justin Brown missed Layup.,46,34
11:10,2229,Cordell Veira Defensive Rebound.,46,34
11:08,58,Official TV Timeout,46,34
10:41,2229,Willy Nunez Jr. missed Jumper.,46,34
10:41,58,Terrence Samuel Defensive Rebound.,46,34
10:35,58,Stephan Jiggetts missed Layup.,46,34
10:35,2229,Cordell Veira Block.,46,34
10:32,58,Tulio Da Silva Offensive Rebound.,46,34
10:30,58,Tulio Da Silva missed Layup.,46,34
10:30,2229,Hassan Hussein Defensive Rebound.,46,34
10:24,2229,Cordell Veira missed Layup.,46,34
10:24,58,Malik Martin Block.,46,34
10:22,58,Tulio Da Silva Defensive Rebound.,46,34
10:22,2229,Foul on Jay Harvey.,46,34
10:08,58,Tulio Da Silva Turnover.,46,34
9:51,2229,Willy Nunez Jr. missed Jumper.,46,34
9:51,2229,Elhadji Dieng Offensive Rebound.,46,34
9:47,2229,Elhadji Dieng missed Layup.,46,34
9:47,58,Malik Martin Block.,46,34
9:45,58,Tulio Da Silva Defensive Rebound.,46,34
9:20,2229,Foul on Elhadji Dieng.,46,34
9:20,58,Payton Banks made Free Throw.,46,35
9:20,58,Payton Banks made Free Throw.,46,36
9:13,58,Foul on Payton Banks.,46,36
9:13,2229,Elhadji Dieng missed Free Throw.,46,36
9:13,2229,Florida International Deadball Team Rebound.,46,36
9:13,2229,Elhadji Dieng missed Free Throw.,46,36
9:13,58,Tulio Da Silva Defensive Rebound.,46,36
8:57,58,Tulio Da Silva missed Jumper.,46,36
8:57,2229,Brian Beard Jr. Defensive Rebound.,46,36
8:47,2229,Hassan Hussein made Jumper. Assisted by Brian Beard Jr..,48,36
8:23,58,Stephan Jiggetts missed Three Point Jumper.,48,36
8:23,2229,Brian Beard Jr. Defensive Rebound.,48,36
7:56,58,Official TV Timeout,48,36
7:41,2229,Willy Nunez Jr. missed Layup.,48,36
7:41,58,Terrence Samuel Defensive Rebound.,48,36
7:36,2229,Foul on Eric Lockett.,48,36
7:36,58,Terrence Samuel made Free Throw.,48,37
7:36,58,Terrence Samuel made Free Throw.,48,38
7:18,2229,Brian Beard Jr. missed Three Point Jumper.,48,38
7:18,58,Tulio Da Silva Defensive Rebound.,48,38
6:45,58,Payton Banks missed Three Point Jumper.,48,38
6:45,2229,Elhadji Dieng Defensive Rebound.,48,38
6:25,58,Foul on Payton Banks.,48,38
6:25,2229,Willy Nunez Jr. made Free Throw.,49,38
6:25,2229,Willy Nunez Jr. made Free Throw.,50,38
6:04,58,Terrence Samuel Turnover.,50,38
6:03,2229,Brian Beard Jr. Steal.,50,38
5:59,2229,Brian Beard Jr. Turnover.,50,38
5:58,58,Terrence Samuel Steal.,50,38
5:55,58,Stephan Jiggetts made Three Point Jumper. Assisted by Terrence Samuel.,50,41
5:20,2229,Elhadji Dieng missed Layup.,50,41
5:20,58,Malik Martin Block.,50,41
5:18,2229,Hassan Hussein Offensive Rebound.,50,41
5:16,2229,Hassan Hussein missed Layup.,50,41
5:16,58,Payton Banks Defensive Rebound.,50,41
5:12,58,Payton Banks Turnover.,50,41
5:11,2229,Brian Beard Jr. Steal.,50,41
5:10,2229,Brian Beard Jr. made Layup.,52,41
4:55,58,Stephan Jiggetts missed Jumper.,52,41
4:55,2229,Elhadji Dieng Defensive Rebound.,52,41
4:29,2229,Hassan Hussein missed Jumper.,52,41
4:29,2229,Florida International Offensive Rebound.,52,41
4:10,2229,Brian Beard Jr. made Layup.,54,41
3:57,58,Payton Banks Turnover.,54,41
3:57,58,Official TV Timeout,54,41
3:48,2229,Willy Nunez Jr. missed Three Point Jumper.,54,41
3:48,58,Terrence Samuel Defensive Rebound.,54,41
3:41,58,Terrence Samuel made Layup.,54,43
3:34,58,Foul on Tulio Da Silva.,54,43
3:06,2229,Brian Beard Jr. Turnover.,54,43
2:54,58,Payton Banks missed Jumper.,54,43
2:54,2229,Eric Lockett Defensive Rebound.,54,43
2:44,58,Foul on Payton Banks.,54,43
2:41,58,Foul on Stephan Jiggetts.,54,43
2:35,58,Foul on Tulio Da Silva.,54,43
2:35,2229,Hassan Hussein made Free Throw.,55,43
2:35,2229,Hassan Hussein made Free Throw.,56,43
2:20,58,Isaiah Manderson made Layup.,56,45
2:16,2229,Brian Beard Jr. Turnover.,56,45
2:08,58,Stephan Jiggetts missed Three Point Jumper.,56,45
2:08,2229,Eric Lockett Defensive Rebound.,56,45
1:59,2229,Willy Nunez Jr. Turnover.,56,45
1:45,58,Stephan Jiggetts made Three Point Jumper. Assisted by Isaiah Manderson.,56,48
1:32,58,Foul on Isaiah Manderson.,56,48
1:32,2229,Brian Beard Jr. made Free Throw.,57,48
1:32,2229,Brian Beard Jr. made Free Throw.,58,48
1:23,58,Isaiah Manderson made Layup. Assisted by Stephan Jiggetts.,58,50
1:17,58,Foul on Terrence Samuel.,58,50
1:17,2229,Brian Beard Jr. made Free Throw.,59,50
1:17,2229,Brian Beard Jr. missed Free Throw.,59,50
1:17,58,Tulio Da Silva Defensive Rebound.,59,50
1:02,58,Tulio Da Silva made Dunk. Assisted by Isaiah Manderson.,59,52
0:58,2229,Florida International  Timeout,59,52
0:56,58,Foul on Stephan Jiggetts.,59,52
0:56,2229,Brian Beard Jr. made Free Throw.,60,52
0:56,2229,Brian Beard Jr. missed Free Throw.,60,52
0:56,58,Tulio Da Silva Defensive Rebound.,60,52
0:54,2229,Foul on Brian Beard Jr..,60,52
0:54,58,Stephan Jiggetts made Free Throw.,60,53
0:54,58,Stephan Jiggetts missed Free Throw.,60,53
0:54,2229,Trejon Jacob Defensive Rebound.,60,53
0:52,58,Foul on Payton Banks.,60,53
0:52,2229,Trejon Jacob made Free Throw.,61,53
0:52,2229,Trejon Jacob made Free Throw.,62,53
0:41,58,Isaiah Manderson Turnover.,62,53
0:35,58,Foul on Payton Banks.,62,53
0:35,2229,Brian Beard Jr. made Free Throw.,63,53
0:35,2229,Brian Beard Jr. missed Free Throw.,63,53
0:35,58,Tulio Da Silva Defensive Rebound.,63,53
0:27,58,Stephan Jiggetts missed Three Point Jumper.,63,53
0:27,58,Tulio Da Silva Offensive Rebound.,63,53
0:24,2229,Foul on Trejon Jacob.,63,53
0:24,58,Tulio Da Silva missed Free Throw.,63,53
0:24,58,Justin Brown Offensive Rebound.,63,53
0:17,58,Terrence Samuel Turnover.,63,53
0:16,2229,Brian Beard Jr. Steal.,63,53
0:13,2229,Eric Lockett made Layup. Assisted by Brian Beard Jr..,65,53
0:00,58,End of Game,65,53
