Blue Mountain College,Error,Nicholls,2447
13:53,-1,Harrison Fancher Defensive Rebound.,7,13
13:44,-1,Dominic Hudson missed Three Point Jumper.,7,13
13:44,2447,Kevin Johnson Defensive Rebound.,7,13
13:31,2447,Legend Robertin made Dunk. Assisted by Kevin Johnson.,7,15
13:11,-1,Justin McClellon missed Jumper.,7,15
13:11,2447,Legend Robertin Block.,7,15
13:08,2447,Jahvaughn Powell Defensive Rebound.,7,15
13:04,2447,Stevie Repichowski made Three Point Jumper. Assisted by Jahvaughn Powell.,7,18
12:49,-1,Quan Cothron Turnover.,7,18
12:49,2447,Kevin Johnson Steal.,7,18
12:31,2447,Legend Robertin Turnover.,7,18
12:12,2447,Foul on Legend Robertin.,7,18
12:12,-1,Jaquez Johnson missed Free Throw.,7,18
12:12,-1,Blue Mountain Deadball Team Rebound.,7,18
12:12,-1,Jaquez Johnson missed Free Throw.,7,18
12:12,2447,Legend Robertin Defensive Rebound.,7,18
12:07,2447,Jahvaughn Powell Turnover.,7,18
12:07,-1,Tavares McGlaun Steal.,7,18
12:04,-1,Quan Cothron missed Layup.,7,18
12:04,2447,Legend Robertin Block.,7,18
12:02,2447,Kevin Johnson Defensive Rebound.,7,18
11:52,2447,Legend Robertin made Layup. Assisted by Kevin Johnson.,7,20
11:52,-1,Foul on Dominic Hudson.,7,20
11:52,2447,Official TV Timeout,7,20
11:52,2447,Legend Robertin missed Free Throw.,7,20
11:52,-1,Quan Cothron Defensive Rebound.,7,20
11:42,-1,Harrison Fancher made Three Point Jumper. Assisted by Quan Cothron.,10,20
11:32,2447,Jahvaughn Powell missed Three Point Jumper.,10,20
11:32,2447,Nicholls Offensive Rebound.,10,20
11:27,2447,Jahvaughn Powell Turnover.,10,20
11:22,-1,Jaquez Johnson made Layup. Assisted by Jaylon Bardley.,12,20
11:07,2447,Kevin Johnson made Jumper. Assisted by Jahvaughn Powell.,12,22
11:02,-1,Jaylon Bardley made Three Point Jumper.,15,22
10:59,2447,Nicholls  Timeout,15,22
10:48,2447,Lafayette Rutledge missed Jumper.,15,22
10:48,-1,Jaylon Bardley Defensive Rebound.,15,22
10:39,-1,Jaylon Bardley missed Three Point Jumper.,15,22
10:39,2447,Lafayette Rutledge Defensive Rebound.,15,22
10:33,2447,Kimani Jackson made Dunk. Assisted by Roddy Peters.,15,24
10:23,-1,Quan Cothron Turnover.,15,24
10:16,-1,Foul on Jaylon Bardley.,15,24
10:16,2447,Daniel Regis made Free Throw.,15,25
10:16,2447,Daniel Regis missed Free Throw.,15,25
10:16,-1,Quan Cothron Defensive Rebound.,15,25
10:06,-1,Quan Cothron Turnover.,15,25
10:05,2447,Lafayette Rutledge Steal.,15,25
9:59,2447,Roddy Peters made Layup.,15,27
9:51,-1,Quan Cothron made Layup. Assisted by Jaquez Johnson.,17,27
9:51,2447,Foul on Kimani Jackson.,17,27
9:51,-1,Quan Cothron missed Free Throw.,17,27
9:51,2447,Tevon Saddler Defensive Rebound.,17,27
9:40,2447,Lafayette Rutledge missed Three Point Jumper.,17,27
9:40,-1,Quan Cothron Defensive Rebound.,17,27
9:27,-1,Quan Cothron missed Layup.,17,27
9:27,2447,Daniel Regis Block.,17,27
9:27,-1,Blue Mountain Offensive Rebound.,17,27
9:10,-1,Viktor Lorenzen Turnover.,17,27
8:58,2447,Daniel Regis Turnover.,17,27
8:58,-1,Viktor Lorenzen Steal.,17,27
8:48,-1,Justin McClellon missed Three Point Jumper.,17,27
8:48,2447,Legend Robertin Defensive Rebound.,17,27
8:30,-1,Foul on Justin McClellon.,17,27
8:30,2447,Legend Robertin made Free Throw.,17,28
8:30,2447,Legend Robertin made Free Throw.,17,29
8:29,-1,Viktor Lorenzen Turnover.,17,29
8:29,2447,Tevon Saddler Steal.,17,29
8:22,2447,Roddy Peters made Layup.,17,31
8:11,-1,Tavares McGlaun Turnover.,17,31
8:11,2447,Kevin Johnson Steal.,17,31
8:10,2447,Tevon Saddler made Layup. Assisted by Kevin Johnson.,17,33
8:10,-1,Foul on Tavares McGlaun.,17,33
8:10,2447,Tevon Saddler missed Free Throw.,17,33
8:10,-1,Quan Cothron Defensive Rebound.,17,33
8:05,2447,Foul on Tevon Saddler.,17,33
7:57,-1,Harrison Fancher Turnover.,17,33
7:56,2447,Roddy Peters Steal.,17,33
7:49,2447,Jahvaughn Powell missed Three Point Jumper.,17,33
7:47,2447,Legend Robertin Offensive Rebound.,17,33
7:47,2447,Official TV Timeout,17,33
7:43,2447,Kevin Johnson Turnover.,17,33
7:42,-1,Jaquez Johnson Steal.,17,33
7:15,2447,Foul on Roddy Peters.,17,33
7:15,-1,Quan Cothron missed Free Throw.,17,33
7:15,-1,Blue Mountain Deadball Team Rebound.,17,33
7:15,-1,Quan Cothron made Free Throw.,18,33
7:08,2447,Lafayette Rutledge missed Three Point Jumper.,18,33
7:08,-1,Jaylon Bardley Defensive Rebound.,18,33
6:48,-1,Jaquez Johnson Turnover.,18,33
6:46,2447,Legend Robertin Steal.,18,33
6:30,2447,Tevon Saddler made Dunk.,18,35
6:14,-1,Quan Cothron missed Three Point Jumper.,18,35
6:14,2447,Roddy Peters Defensive Rebound.,18,35
6:00,2447,Roddy Peters made Jumper.,18,37
5:57,-1,Justin McClellon missed Layup.,18,37
5:57,2447,Legend Robertin Block.,18,37
5:55,2447,Roddy Peters Defensive Rebound.,18,37
5:52,2447,Roddy Peters made Layup.,18,39
5:37,-1,Harrison Fancher missed Three Point Jumper.,18,39
5:37,-1,LaByron Harris Offensive Rebound.,18,39
5:32,-1,LaByron Harris missed Layup.,18,39
5:32,-1,LaByron Harris Offensive Rebound.,18,39
5:28,-1,LaByron Harris made Layup.,20,39
5:21,2447,Tevon Saddler made Dunk.,20,41
4:56,-1,Jaylon Bardley missed Three Point Jumper.,20,41
4:56,-1,Quan Cothron Offensive Rebound.,20,41
4:44,2447,Foul on Kevin Johnson.,20,41
4:44,-1,Quan Cothron made Free Throw.,21,41
4:44,-1,Quan Cothron missed Free Throw.,21,41
4:44,2447,Tevon Saddler Defensive Rebound.,21,41
4:36,2447,Tevon Saddler missed Layup.,21,41
4:36,-1,LaByron Harris Block.,21,41
4:35,-1,Harrison Fancher Defensive Rebound.,21,41
4:27,-1,Jaylon Bardley missed Layup.,21,41
4:27,2447,Daniel Regis Block.,21,41
4:26,2447,Tevon Saddler Defensive Rebound.,21,41
4:21,2447,Lafayette Rutledge missed Three Point Jumper.,21,41
4:21,-1,LaByron Harris Defensive Rebound.,21,41
4:04,-1,Quan Cothron made Jumper.,23,41
3:44,2447,Tevon Saddler Turnover.,23,41
3:44,2447,Official TV Timeout,23,41
3:27,2447,Foul on Daniel Regis.,23,41
3:27,-1,Quan Cothron made Free Throw.,24,41
3:27,-1,Quan Cothron missed Free Throw.,24,41
3:27,2447,Tevon Saddler Defensive Rebound.,24,41
3:08,2447,Lafayette Rutledge missed Three Point Jumper.,24,41
3:08,-1,Tavares McGlaun Defensive Rebound.,24,41
2:38,-1,Justin McClellon missed Jumper.,24,41
2:38,2447,Daniel Regis Defensive Rebound.,24,41
2:29,2447,Stevie Repichowski missed Three Point Jumper.,24,41
2:29,2447,Daniel Regis Offensive Rebound.,24,41
2:15,2447,Daniel Regis Turnover.,24,41
2:12,-1,Justin McClellon Steal.,24,41
1:58,-1,Quan Cothron made Three Point Jumper.,27,41
1:46,2447,Jahvaughn Powell made Three Point Jumper. Assisted by Tevon Saddler.,27,44
1:30,-1,Quan Cothron made Layup.,29,44
1:21,2447,Tevon Saddler Turnover.,29,44
1:21,2447,Foul on Tevon Saddler.,29,44
1:08,-1,Quan Cothron missed Three Point Jumper.,29,44
1:08,2447,Stevie Repichowski Defensive Rebound.,29,44
0:58,2447,Stevie Repichowski made Three Point Jumper. Assisted by Jahvaughn Powell.,29,47
0:44,2447,Foul on Stevie Repichowski.,29,47
0:44,-1,Justin McClellon made Free Throw.,30,47
0:44,-1,Justin McClellon made Free Throw.,31,47
0:32,2447,Kimani Jackson made Dunk.,31,49
0:29,-1,LaByron Harris missed Layup.,31,49
0:29,2447,Daniel Regis Defensive Rebound.,31,49
0:01,2447,Kevin Johnson missed Three Point Jumper.,31,49
0:00,-1,Blue Mountain Defensive Rebound.,31,49
0:00,2447,End of 1st half,31,49
19:55,-1,LaByron Harris Turnover.,31,49
19:46,2447,Jahvaughn Powell made Three Point Jumper. Assisted by Tevon Saddler.,31,52
19:34,-1,Jaylon Bardley Turnover.,31,52
19:34,2447,Jahvaughn Powell Steal.,31,52
19:30,2447,Roddy Peters Turnover.,31,52
19:26,2447,Foul on Roddy Peters.,31,52
19:17,-1,Tavares McGlaun Turnover.,31,52
19:17,2447,Jahvaughn Powell Steal.,31,52
19:17,-1,Foul on Harrison Fancher.,31,52
19:17,2447,Kevin Johnson made Three Point Jumper. Assisted by Roddy Peters.,31,55
19:10,-1,Harrison Fancher Turnover.,31,55
19:10,2447,Kimani Jackson Steal.,31,55
18:58,2447,Foul on Tevon Saddler.,31,55
18:55,-1,Justin McClellon Turnover.,31,55
18:53,2447,Tevon Saddler Steal.,31,55
18:51,-1,Foul on Justin McClellon.,31,55
18:46,2447,Roddy Peters missed Three Point Jumper.,31,55
18:46,2447,Kevin Johnson Offensive Rebound.,31,55
18:39,2447,Kevin Johnson made Three Point Jumper.,31,58
18:25,-1,Blue Mountain  Timeout,31,58
18:25,2447,Official TV Timeout,31,58
18:17,2447,Foul on Kevin Johnson.,31,58
18:10,-1,Jaylon Bardley made Layup.,33,58
18:00,2447,Roddy Peters missed Jumper.,33,58
18:00,-1,LaByron Harris Defensive Rebound.,33,58
17:43,2447,Foul on Kevin Johnson.,33,58
17:41,-1,Chase Brittingham missed Layup.,33,58
17:41,2447,Kimani Jackson Defensive Rebound.,33,58
17:30,2447,Legend Robertin made Dunk. Assisted by Roddy Peters.,33,60
17:18,-1,LaByron Harris made Layup.,35,60
17:05,2447,Jahvaughn Powell missed Three Point Jumper.,35,60
17:05,-1,LaByron Harris Defensive Rebound.,35,60
16:47,-1,Harrison Fancher made Jumper. Assisted by Justin McClellon.,37,60
16:36,2447,Roddy Peters missed Jumper.,37,60
16:36,-1,LaByron Harris Defensive Rebound.,37,60
16:04,-1,Harrison Fancher missed Three Point Jumper.,37,60
16:04,2447,Roddy Peters Defensive Rebound.,37,60
15:57,2447,Kimani Jackson made Dunk. Assisted by Roddy Peters.,37,62
15:46,-1,Justin McClellon Turnover.,37,62
15:46,2447,Official TV Timeout,37,62
15:34,2447,Legend Robertin made Layup.,37,64
15:19,-1,LaByron Harris missed Three Point Jumper.,37,64
15:19,2447,Roddy Peters Defensive Rebound.,37,64
15:12,2447,Roddy Peters made Layup.,37,66
14:46,-1,Justin McClellon Turnover.,37,66
14:33,2447,Lafayette Rutledge missed Three Point Jumper.,37,66
14:33,2447,Daniel Regis Offensive Rebound.,37,66
14:28,2447,Daniel Regis Turnover.,37,66
14:27,-1,LaByron Harris Steal.,37,66
14:19,-1,Jaylon Bardley made Three Point Jumper.,40,66
14:08,2447,Roddy Peters Turnover.,40,66
14:07,-1,LaByron Harris Steal.,40,66
13:56,-1,LaByron Harris Turnover.,40,66
13:45,2447,Jahvaughn Powell made Layup.,40,68
13:33,-1,LaByron Harris made Layup.,42,68
13:29,2447,Jahvaughn Powell Turnover.,42,68
13:29,-1,Harrison Fancher Steal.,42,68
13:29,2447,Nicholls  Timeout,42,68
13:22,2447,Foul on Jahvaughn Powell.,42,68
13:05,-1,Dominic Hudson made Jumper.,44,68
12:37,2447,Lafayette Rutledge made Three Point Jumper. Assisted by Roddy Peters.,44,71
12:27,-1,Chase Brittingham Turnover.,44,71
12:16,2447,Ryghe Lyons missed Jumper.,44,71
12:16,-1,LaByron Harris Block.,44,71
12:13,-1,Jaylon Bardley Defensive Rebound.,44,71
12:08,-1,Blue Mountain  Timeout,44,71
12:08,2447,Official TV Timeout,44,71
11:51,-1,Quan Cothron missed Three Point Jumper.,44,71
11:51,2447,Kimani Jackson Defensive Rebound.,44,71
11:21,2447,Lafayette Rutledge missed Jumper.,44,71
11:21,-1,Chase Brittingham Defensive Rebound.,44,71
11:11,-1,LaByron Harris made Layup. Assisted by Jaylon Bardley.,46,71
11:01,-1,Foul on Dominic Hudson.,46,71
10:55,2447,Roddy Peters made Jumper.,46,73
10:44,-1,LaByron Harris missed Three Point Jumper.,46,73
10:44,-1,Blue Mountain Offensive Rebound.,46,73
10:44,2447,Foul on Roddy Peters.,46,73
10:42,-1,Jaylon Bardley Turnover.,46,73
10:41,2447,Kevin Johnson Steal.,46,73
10:37,2447,Lafayette Rutledge made Three Point Jumper. Assisted by Kevin Johnson.,46,76
10:22,-1,Jaylon Bardley Turnover.,46,76
10:21,2447,Stevie Repichowski Steal.,46,76
10:19,2447,Kimani Jackson made Layup.,46,78
10:07,2447,Foul on Stevie Repichowski.,46,78
10:07,-1,Chase Brittingham made Free Throw.,47,78
10:07,-1,Chase Brittingham missed Free Throw.,47,78
10:07,2447,Ryghe Lyons Defensive Rebound.,47,78
9:53,2447,Ryghe Lyons Turnover.,47,78
9:52,-1,Dominic Hudson Steal.,47,78
9:47,-1,LaByron Harris missed Layup.,47,78
9:47,2447,Ryghe Lyons Block.,47,78
9:45,2447,Kimani Jackson Defensive Rebound.,47,78
9:42,-1,Foul on Dominic Hudson.,47,78
9:32,2447,Lafayette Rutledge missed Three Point Jumper.,47,78
9:32,2447,Kimani Jackson Offensive Rebound.,47,78
9:23,2447,Lafayette Rutledge made Three Point Jumper. Assisted by Kevin Johnson.,47,81
9:09,-1,Kyler Mahar Turnover.,47,81
9:06,2447,Ryghe Lyons Steal.,47,81
9:02,2447,Kevin Johnson missed Three Point Jumper.,47,81
9:02,2447,Ryghe Lyons Offensive Rebound.,47,81
8:59,-1,Foul on Chase Brittingham.,47,81
8:59,2447,Ryghe Lyons made Free Throw.,47,82
8:59,2447,Ryghe Lyons made Free Throw.,47,83
8:45,-1,Kyler Mahar missed Jumper.,47,83
8:45,2447,Kevin Johnson Defensive Rebound.,47,83
8:38,2447,Daniel Regis made Dunk. Assisted by Kevin Johnson.,47,85
8:14,2447,Foul on Ryghe Lyons.,47,85
8:14,-1,Quan Cothron missed Free Throw.,47,85
8:14,-1,Blue Mountain Deadball Team Rebound.,47,85
8:14,-1,Quan Cothron missed Free Throw.,47,85
8:14,2447,Daniel Regis Defensive Rebound.,47,85
8:06,-1,Foul on Tavares McGlaun.,47,85
8:06,2447,Kevin Johnson missed Free Throw.,47,85
8:06,2447,Nicholls Deadball Team Rebound.,47,85
8:06,2447,Kevin Johnson made Free Throw.,47,86
7:59,2447,Official TV Timeout,47,86
7:44,-1,Quan Cothron Turnover.,47,86
7:43,2447,Lafayette Rutledge Steal.,47,86
7:41,2447,Lafayette Rutledge Turnover.,47,86
7:38,-1,Tavares McGlaun Steal.,47,86
7:36,-1,Dominic Hudson missed Three Point Jumper.,47,86
7:36,2447,Daniel Regis Defensive Rebound.,47,86
7:31,2447,Ryghe Lyons made Layup. Assisted by Lafayette Rutledge.,47,88
7:03,-1,Tavares McGlaun made Three Point Jumper.,50,88
6:41,2447,Daniel Regis made Layup.,50,90
6:10,-1,Jaquez Johnson missed Jumper.,50,90
6:10,2447,Ryghe Lyons Defensive Rebound.,50,90
5:59,2447,Kevin Johnson missed Layup.,50,90
5:59,2447,Daniel Regis Offensive Rebound.,50,90
5:54,2447,Daniel Regis made Two Point Tip Shot.,50,92
5:37,2447,Foul on Stevie Repichowski.,50,92
5:37,-1,Quan Cothron made Free Throw.,51,92
5:37,-1,Quan Cothron made Free Throw.,52,92
5:24,2447,Stevie Repichowski missed Three Point Jumper.,52,92
5:24,-1,Tavares McGlaun Defensive Rebound.,52,92
5:13,-1,Tavares McGlaun missed Three Point Jumper.,52,92
5:13,2447,Stevie Repichowski Defensive Rebound.,52,92
5:00,2447,Zach Young Turnover.,52,92
4:59,-1,Dominic Hudson Steal.,52,92
4:55,-1,Dominic Hudson made Layup.,54,92
4:49,2447,Lafayette Rutledge made Three Point Jumper. Assisted by Zach Young.,54,95
4:35,-1,Quan Cothron made Three Point Jumper.,57,95
4:17,-1,Foul on Viktor Lorenzen.,57,95
4:17,2447,Zach Young made Free Throw.,57,96
4:17,2447,Zach Young made Free Throw.,57,97
4:03,-1,Kyler Mahar missed Layup.,57,97
4:03,2447,Rafe Blades Defensive Rebound.,57,97
3:57,2447,Stevie Repichowski made Three Point Jumper. Assisted by Zach Young.,57,100
3:44,-1,Viktor Lorenzen made Jumper.,59,100
3:33,2447,Zach Young Turnover.,59,100
3:33,2447,Official TV Timeout,59,100
3:23,-1,Viktor Lorenzen missed Three Point Jumper.,59,100
3:23,2447,Lafayette Rutledge Defensive Rebound.,59,100
3:06,2447,Ryghe Lyons Turnover.,59,100
3:01,-1,Cole Hatcher missed Jumper.,59,100
3:01,2447,Ryghe Lyons Defensive Rebound.,59,100
2:51,2447,Ryghe Lyons made Layup.,59,102
2:23,-1,Jaquez Johnson missed Jumper.,59,102
2:23,-1,Jaquez Johnson Offensive Rebound.,59,102
2:18,-1,Jaquez Johnson made Layup.,61,102
2:11,2447,Zach Young Turnover.,61,102
2:00,-1,Jaquez Johnson made Jumper.,63,102
1:39,2447,Ryghe Lyons made Jumper. Assisted by Lafayette Rutledge.,63,104
1:20,2447,Foul on Rafe Blades.,63,104
1:20,-1,Viktor Lorenzen made Free Throw.,64,104
1:20,-1,Viktor Lorenzen made Free Throw.,65,104
1:03,2447,Zach Young missed Three Point Jumper.,65,104
1:03,-1,Dominic Hudson Defensive Rebound.,65,104
0:57,-1,Dominic Hudson Turnover.,65,104
0:57,2447,Ryghe Lyons Steal.,65,104
0:54,2447,Lafayette Rutledge missed Three Point Jumper.,65,104
0:54,-1,Cole Hatcher Defensive Rebound.,65,104
0:45,-1,Dominic Hudson made Three Point Jumper. Assisted by Cole Hatcher.,68,104
0:35,2447,Rafe Blades missed Three Point Jumper.,68,104
0:35,-1,Viktor Lorenzen Defensive Rebound.,68,104
0:23,-1,Kyler Mahar missed Jumper.,68,104
0:23,2447,Ryghe Lyons Block.,68,104
0:22,-1,Blue Mountain Offensive Rebound.,68,104
0:19,-1,Viktor Lorenzen Turnover.,68,104
0:18,2447,Zach Young Steal.,68,104
0:00,2447,End of Game,68,104
