Ohio State,153,North Carolina,194
13:36,153,Joel Berry II missed Three Point Jumper.,8,8
13:36,194,Jae'Sean Tate Defensive Rebound.,8,8
13:17,194,C.J. Jackson missed Three Point Jumper.,8,8
13:17,153,Luke Maye Defensive Rebound.,8,8
12:56,153,Sterling Manley missed Jumper.,8,8
12:56,194,C.J. Jackson Defensive Rebound.,8,8
12:37,194,C.J. Jackson missed Jumper.,8,8
12:37,153,Kenny Williams Defensive Rebound.,8,8
12:29,153,Cameron Johnson made Three Point Jumper. Assisted by Kenny Williams.,8,11
12:10,194,C.J. Jackson made Three Point Jumper. Assisted by Kaleb Wesson.,11,11
11:55,153,Cameron Johnson made Jumper. Assisted by Kenny Williams.,11,13
11:29,194,Jae'Sean Tate missed Layup.,11,13
11:29,153,Sterling Manley Defensive Rebound.,11,13
11:18,194,Foul on Jae'Sean Tate.,11,13
11:18,153,Official TV Timeout,11,13
10:59,153,Joel Berry II missed Three Point Jumper.,11,13
10:59,194,Keita Bates-Diop Defensive Rebound.,11,13
10:46,194,Andrew Dakich Turnover.,11,13
10:46,153,Cameron Johnson Steal.,11,13
10:45,194,Foul on Musa Jallow.,11,13
10:30,153,Theo Pinson missed Layup.,11,13
10:30,153,Andrew Platek Offensive Rebound.,11,13
10:26,153,Andrew Platek Turnover.,11,13
10:26,194,Andrew Dakich Steal.,11,13
10:02,194,Musa Jallow missed Three Point Jumper.,11,13
10:02,153,Cameron Johnson Defensive Rebound.,11,13
9:49,153,Cameron Johnson made Jumper.,11,15
9:29,194,Keita Bates-Diop made Jumper.,13,15
9:07,153,Cameron Johnson missed Three Point Jumper.,13,15
9:07,194,Keita Bates-Diop Defensive Rebound.,13,15
8:50,194,Keita Bates-Diop made Layup. Assisted by Andrew Dakich.,15,15
8:27,153,Theo Pinson made Layup.,15,17
8:08,194,Keita Bates-Diop missed Jumper.,15,17
8:08,153,Joel Berry II Defensive Rebound.,15,17
8:04,153,Foul on Joel Berry II.,15,17
8:04,153,Joel Berry II Turnover.,15,17
7:46,194,Keita Bates-Diop made Layup.,17,17
7:46,153,Foul on Brandon Robinson.,17,17
7:46,153,Official TV Timeout,17,17
7:46,194,Keita Bates-Diop made Free Throw.,18,17
7:33,153,Luke Maye missed Jumper.,18,17
7:33,153,Theo Pinson Offensive Rebound.,18,17
7:27,153,Jalek Felton Turnover.,18,17
7:27,194,Jae'Sean Tate Steal.,18,17
7:22,194,Jae'Sean Tate made Layup.,20,17
7:03,153,Jalek Felton made Three Point Jumper. Assisted by Brandon Robinson.,20,20
6:29,194,Jae'Sean Tate missed Three Point Jumper.,20,20
6:29,153,Jalek Felton Defensive Rebound.,20,20
6:16,153,Jalek Felton made Three Point Jumper. Assisted by Luke Maye.,20,23
5:58,194,Andrew Dakich made Layup.,22,23
5:47,153,Garrison Brooks missed Layup.,22,23
5:47,194,Micah Potter Block.,22,23
5:47,194,Andrew Dakich Defensive Rebound.,22,23
5:37,153,Foul on Theo Pinson.,22,23
5:37,194,Jae'Sean Tate missed Free Throw.,22,23
5:37,194,Ohio State Deadball Team Rebound.,22,23
5:37,194,Jae'Sean Tate made Free Throw.,23,23
5:25,153,Jalek Felton made Three Point Jumper. Assisted by Kenny Williams.,23,26
5:06,194,Foul on Jae'Sean Tate.,23,26
5:06,194,Jae'Sean Tate Turnover.,23,26
4:56,153,Kenny Williams made Three Point Jumper. Assisted by Jalek Felton.,23,29
4:27,194,Jae'Sean Tate missed Jumper.,23,29
4:27,153,Garrison Brooks Defensive Rebound.,23,29
4:26,153,Jump Ball won by North Carolina,23,29
4:12,153,Luke Maye missed Jumper.,23,29
4:12,194,C.J. Jackson Defensive Rebound.,23,29
3:56,194,Musa Jallow missed Dunk.,23,29
3:56,153,Jalek Felton Defensive Rebound.,23,29
3:52,153,Garrison Brooks made Layup. Assisted by Jalek Felton.,23,31
3:52,153,Official TV Timeout,23,31
3:52,194,Ohio State  Timeout,23,31
3:39,194,Kaleb Wesson Turnover.,23,31
3:39,153,Joel Berry II Steal.,23,31
3:30,153,Joel Berry II missed Three Point Jumper.,23,31
3:30,194,Kaleb Wesson Defensive Rebound.,23,31
3:23,153,Foul on Joel Berry II.,23,31
3:23,194,C.J. Jackson made Free Throw.,24,31
3:23,194,C.J. Jackson made Free Throw.,25,31
3:20,153,Joel Berry II Turnover.,25,31
3:20,194,C.J. Jackson Steal.,25,31
3:15,194,C.J. Jackson made Layup.,27,31
3:05,153,Cameron Johnson Turnover.,27,31
3:05,194,C.J. Jackson Steal.,27,31
2:59,194,Kam Williams missed Jumper.,27,31
2:59,153,Joel Berry II Defensive Rebound.,27,31
2:46,153,Joel Berry II made Three Point Jumper. Assisted by Sterling Manley.,27,34
2:29,194,C.J. Jackson Turnover.,27,34
2:26,153,Cameron Johnson made Three Point Jumper. Assisted by Jalek Felton.,27,37
2:08,194,C.J. Jackson Turnover.,27,37
1:43,153,Cameron Johnson missed Jumper.,27,37
1:43,153,Cameron Johnson Offensive Rebound.,27,37
1:36,153,Theo Pinson missed Three Point Jumper.,27,37
1:36,194,Andre Wesson Defensive Rebound.,27,37
1:36,153,Foul on Cameron Johnson.,27,37
1:15,194,Andre Wesson missed Three Point Jumper.,27,37
1:15,153,Jalek Felton Defensive Rebound.,27,37
1:09,153,Andrew Platek missed Jumper.,27,37
1:09,153,North Carolina Deadball Team Rebound.,27,37
1:09,194,Foul on Musa Jallow.,27,37
1:01,194,Foul on C.J. Jackson.,27,37
1:01,153,Theo Pinson made Free Throw.,27,38
1:01,153,Theo Pinson made Free Throw.,27,39
0:34,194,Kam Williams missed Jumper.,27,39
0:34,153,Sterling Manley Defensive Rebound.,27,39
0:05,194,Technical Foul on Ohio State.,27,39
0:05,194,Foul on Ohio State.,27,39
0:05,153,Joel Berry II missed Free Throw.,27,39
0:05,153,Joel Berry II made Free Throw.,27,40
0:05,194,Foul on Kaleb Wesson.,27,40
0:05,153,Sterling Manley missed Free Throw.,27,40
0:05,153,North Carolina Deadball Team Rebound.,27,40
0:05,153,Sterling Manley made Free Throw.,27,41
0:01,194,C.J. Jackson missed Jumper.,27,41
0:01,194,Ohio State Deadball Team Rebound.,27,41
0:00,153,End of 1st half,27,41
20:00,194,Jump Ball won by Ohio State,27,41
19:49,153,Foul on Luke Maye.,27,41
19:49,194,Keita Bates-Diop made Free Throw.,28,41
19:49,194,Keita Bates-Diop made Free Throw.,29,41
19:35,153,Luke Maye missed Three Point Jumper.,29,41
19:35,194,Kaleb Wesson Defensive Rebound.,29,41
19:29,194,Jae'Sean Tate missed Layup.,29,41
19:29,153,Kenny Williams Defensive Rebound.,29,41
19:12,153,Garrison Brooks missed Layup.,29,41
19:12,194,Keita Bates-Diop Defensive Rebound.,29,41
18:59,194,Kaleb Wesson missed Jumper.,29,41
18:59,153,Theo Pinson Defensive Rebound.,29,41
18:45,194,Foul on Kaleb Wesson.,29,41
18:45,153,Kenny Williams missed Free Throw.,29,41
18:45,153,North Carolina Deadball Team Rebound.,29,41
18:45,153,Kenny Williams missed Free Throw.,29,41
18:45,194,Jae'Sean Tate Defensive Rebound.,29,41
18:36,194,Keita Bates-Diop made Jumper.,31,41
18:16,153,Theo Pinson missed Jumper.,31,41
18:16,194,Jae'Sean Tate Defensive Rebound.,31,41
17:59,153,Foul on Joel Berry II.,31,41
17:59,194,C.J. Jackson made Free Throw.,32,41
17:59,194,C.J. Jackson missed Free Throw.,32,41
17:59,153,Luke Maye Defensive Rebound.,32,41
17:52,194,Foul on Kam Williams.,32,41
17:45,153,Joel Berry II made Three Point Jumper. Assisted by Theo Pinson.,32,44
17:28,194,Kaleb Wesson made Layup. Assisted by C.J. Jackson.,34,44
17:18,153,Foul on Kenny Williams.,34,44
17:18,153,Kenny Williams Turnover.,34,44
17:08,194,Keita Bates-Diop missed Three Point Jumper.,34,44
17:08,153,Cameron Johnson Defensive Rebound.,34,44
16:53,194,Foul on C.J. Jackson.,34,44
16:53,153,Luke Maye made Free Throw.,34,45
16:53,153,Luke Maye made Free Throw.,34,46
16:32,194,Kam Williams missed Jumper.,34,46
16:32,153,Luke Maye Defensive Rebound.,34,46
16:25,153,Garrison Brooks made Dunk. Assisted by Jalek Felton.,34,48
16:08,194,Kaleb Wesson made Layup.,36,48
16:08,153,Foul on Luke Maye.,36,48
16:08,194,Kaleb Wesson missed Free Throw.,36,48
16:08,153,Luke Maye Defensive Rebound.,36,48
15:55,153,Luke Maye made Three Point Jumper. Assisted by Jalek Felton.,36,51
15:36,194,Keita Bates-Diop missed Jumper.,36,51
15:36,153,Cameron Johnson Defensive Rebound.,36,51
15:23,153,Official TV Timeout,36,51
15:19,153,Jalek Felton Turnover.,36,51
15:19,194,Keita Bates-Diop Steal.,36,51
15:15,194,Keita Bates-Diop Turnover.,36,51
15:15,153,Theo Pinson Steal.,36,51
15:09,153,Theo Pinson missed Layup.,36,51
15:02,153,Theo Pinson Offensive Rebound.,36,51
14:51,153,Theo Pinson Turnover.,36,51
14:51,153,Jalek Felton missed Three Point Jumper.,36,51
14:51,194,C.J. Jackson Defensive Rebound.,36,51
14:43,194,Micah Potter missed Three Point Jumper.,36,51
14:43,153,Luke Maye Defensive Rebound.,36,51
14:16,153,Jalek Felton Turnover.,36,51
14:16,194,Jae'Sean Tate Steal.,36,51
14:12,194,Jump Ball won by Ohio State,36,51
13:56,194,Micah Potter made Layup. Assisted by Jae'Sean Tate.,38,51
13:38,153,Cameron Johnson Turnover.,38,51
13:32,194,C.J. Jackson made Layup.,40,51
13:19,153,Cameron Johnson Turnover.,40,51
13:05,194,Keita Bates-Diop Turnover.,40,51
13:05,153,Luke Maye Steal.,40,51
12:58,153,Luke Maye missed Layup.,40,51
12:58,194,Micah Potter Defensive Rebound.,40,51
12:50,194,Keita Bates-Diop made Jumper.,42,51
12:24,153,Sterling Manley missed Jumper.,42,51
12:24,194,Jae'Sean Tate Defensive Rebound.,42,51
12:02,194,C.J. Jackson missed Jumper.,42,51
12:02,194,Ohio State Offensive Rebound.,42,51
12:02,153,Foul on Cameron Johnson.,42,51
11:59,194,Keita Bates-Diop missed Three Point Jumper.,42,51
11:59,153,Joel Berry II Defensive Rebound.,42,51
11:52,153,Joel Berry II made Layup.,42,53
11:27,194,C.J. Jackson Turnover.,42,53
11:27,153,Official TV Timeout,42,53
11:05,153,Joel Berry II missed Three Point Jumper.,42,53
11:05,153,Garrison Brooks Offensive Rebound.,42,53
11:03,194,Foul on Jae'Sean Tate.,42,53
10:45,153,Joel Berry II missed Jumper.,42,53
10:45,153,Garrison Brooks Offensive Rebound.,42,53
10:34,153,Theo Pinson missed Jumper.,42,53
10:34,153,Brandon Robinson Offensive Rebound.,42,53
10:21,153,Joel Berry II made Layup.,42,55
10:21,194,Foul on Keita Bates-Diop.,42,55
10:21,153,Joel Berry II made Free Throw.,42,56
10:02,194,Keita Bates-Diop missed Three Point Jumper.,42,56
10:02,194,Jae'Sean Tate Offensive Rebound.,42,56
9:56,194,Jae'Sean Tate made Layup.,44,56
9:34,153,Joel Berry II missed Three Point Jumper.,44,56
9:34,194,Keita Bates-Diop Defensive Rebound.,44,56
9:25,194,Jae'Sean Tate made Jumper.,46,56
9:10,153,Foul on Brandon Robinson.,46,56
9:10,153,Brandon Robinson Turnover.,46,56
9:00,194,Jae'Sean Tate missed Jumper.,46,56
9:00,153,Luke Maye Block.,46,56
9:00,153,Jalek Felton Defensive Rebound.,46,56
8:48,194,Foul on Andre Wesson.,46,56
8:37,153,Jalek Felton made Three Point Jumper. Assisted by Brandon Robinson.,46,59
8:18,194,Kaleb Wesson made Jumper.,48,59
8:00,153,Brandon Robinson made Three Point Jumper.,48,62
7:39,153,Foul on Garrison Brooks.,48,62
7:39,153,Official TV Timeout,48,62
7:39,194,Kaleb Wesson made Free Throw.,49,62
7:39,194,Kaleb Wesson made Free Throw.,50,62
7:17,153,Brandon Robinson Turnover.,50,62
7:17,194,Kaleb Wesson Steal.,50,62
7:08,153,Foul on Sterling Manley.,50,62
7:08,194,Kaleb Wesson made Free Throw.,51,62
7:08,194,Kaleb Wesson made Free Throw.,52,62
6:49,194,Foul on Kaleb Wesson.,52,62
6:49,153,Cameron Johnson made Free Throw.,52,63
6:49,153,Cameron Johnson made Free Throw.,52,64
6:28,194,C.J. Jackson missed Three Point Jumper.,52,64
6:28,153,North Carolina Defensive Rebound.,52,64
6:26,194,Foul on Keita Bates-Diop.,52,64
6:26,153,Theo Pinson made Free Throw.,52,65
6:26,153,Theo Pinson made Free Throw.,52,66
6:13,153,Foul on Theo Pinson.,52,66
6:13,194,Kaleb Wesson made Free Throw.,53,66
6:13,194,Kaleb Wesson made Free Throw.,54,66
5:48,153,Theo Pinson made Dunk. Assisted by Luke Maye.,54,68
5:31,153,Foul on Kenny Williams.,54,68
5:31,194,C.J. Jackson missed Free Throw.,54,68
5:31,194,Ohio State Deadball Team Rebound.,54,68
5:31,194,C.J. Jackson made Free Throw.,55,68
5:14,153,Cameron Johnson missed Three Point Jumper.,55,68
5:14,194,C.J. Jackson Defensive Rebound.,55,68
5:02,194,Andrew Dakich missed Layup.,55,68
5:02,153,Luke Maye Defensive Rebound.,55,68
4:55,153,Theo Pinson made Layup.,55,70
4:35,194,Keita Bates-Diop missed Three Point Jumper.,55,70
4:35,153,Kenny Williams Defensive Rebound.,55,70
4:06,153,Joel Berry II missed Layup.,55,70
4:06,153,Luke Maye Offensive Rebound.,55,70
4:06,153,Luke Maye made Two Point Tip Shot.,55,72
3:43,194,Kam Williams Turnover.,55,72
3:37,153,Joel Berry II made Layup.,55,74
3:33,194,Ohio State  Timeout,55,74
3:22,194,Andrew Dakich made Layup. Assisted by Jae'Sean Tate.,57,74
3:00,153,Theo Pinson missed Layup.,57,74
3:00,194,Jae'Sean Tate Defensive Rebound.,57,74
2:45,194,Jae'Sean Tate made Layup.,59,74
2:25,153,Cameron Johnson Turnover.,59,74
2:25,194,Andrew Dakich Steal.,59,74
2:15,194,Keita Bates-Diop made Jumper. Assisted by Andrew Dakich.,61,74
2:04,153,Joel Berry II made Layup.,61,76
1:44,194,Keita Bates-Diop made Jumper.,63,76
1:44,153,Official TV Timeout,63,76
1:44,153,Foul on Theo Pinson.,63,76
1:44,194,Keita Bates-Diop made Free Throw.,64,76
1:43,153,Brandon Robinson Turnover.,64,76
1:37,194,Keita Bates-Diop made Jumper.,66,76
1:25,194,Foul on Andrew Dakich.,66,76
1:25,153,Brandon Robinson made Free Throw.,66,77
1:25,153,Brandon Robinson made Free Throw.,66,78
1:11,194,Keita Bates-Diop made Three Point Jumper. Assisted by Jae'Sean Tate.,69,78
1:10,194,Ohio State  Timeout,69,78
1:06,194,Foul on Musa Jallow.,69,78
1:06,153,Theo Pinson made Free Throw.,69,79
1:06,153,Theo Pinson made Free Throw.,69,80
1:00,194,Keita Bates-Diop missed Layup.,69,80
1:00,194,Jae'Sean Tate Offensive Rebound.,69,80
1:00,194,Jae'Sean Tate missed Two Point Tip Shot.,69,80
1:00,153,Theo Pinson Defensive Rebound.,69,80
0:59,194,Foul on Jae'Sean Tate.,69,80
0:59,153,Theo Pinson made Free Throw.,69,81
0:59,153,Theo Pinson made Free Throw.,69,82
0:52,194,Keita Bates-Diop made Three Point Jumper. Assisted by Jae'Sean Tate.,72,82
0:50,194,Foul on Keita Bates-Diop.,72,82
0:50,153,Theo Pinson made Free Throw.,72,83
0:50,153,Theo Pinson made Free Throw.,72,84
0:40,194,Foul on Kam Williams.,72,84
0:40,194,Kam Williams Turnover.,72,84
0:29,194,Foul on Jae'Sean Tate.,72,84
0:29,153,Cameron Johnson made Free Throw.,72,85
0:29,153,Cameron Johnson made Free Throw.,72,86
0:23,194,C.J. Jackson missed Jumper.,72,86
0:23,194,Kyle Young Offensive Rebound.,72,86
0:23,194,Kyle Young missed Two Point Tip Shot.,72,86
0:23,153,Shea Rush Defensive Rebound.,72,86
0:00,153,End of Game,72,86
