UCLA,96,Kentucky,26
1:39,96,Kevin Knox made Layup. Assisted by Nick Richards.,34,39
1:11,26,Kris Wilkes made Jumper.,36,39
0:52,96,Nick Richards missed Jumper.,36,39
0:52,26,Kris Wilkes Defensive Rebound.,36,39
0:29,26,Kris Wilkes made Three Point Jumper. Assisted by Jaylen Hands.,39,39
0:04,96,Kevin Knox Turnover.,39,39
0:04,26,Gyorgy Goloman Steal.,39,39
0:00,96,End of 1st half,39,39
20:00,26,Jump Ball won by UCLA,39,39
19:49,26,Prince Ali made Three Point Jumper.,42,39
19:27,96,PJ Washington missed Jumper.,42,39
19:27,26,Gyorgy Goloman Block.,42,39
19:27,26,Prince Ali Defensive Rebound.,42,39
19:20,26,Prince Ali missed Layup.,42,39
19:20,96,Nick Richards Defensive Rebound.,42,39
19:13,96,Hamidou Diallo missed Jumper.,42,39
19:13,26,Thomas Welsh Defensive Rebound.,42,39
19:04,26,Kris Wilkes missed Three Point Jumper.,42,39
19:04,26,Kris Wilkes Offensive Rebound.,42,39
18:47,26,Thomas Welsh made Three Point Jumper. Assisted by Aaron Holiday.,45,39
18:36,96,Kentucky  Timeout,45,39
18:34,96,Quade Green Turnover.,45,39
18:34,26,Aaron Holiday Steal.,45,39
18:29,26,Aaron Holiday made Dunk.,47,39
18:12,96,Kevin Knox Turnover.,47,39
18:12,96,Foul on Kevin Knox.,47,39
18:02,96,Foul on Shai Gilgeous-Alexander.,47,39
17:49,26,Prince Ali made Three Point Jumper. Assisted by Gyorgy Goloman.,50,39
17:33,96,Shai Gilgeous-Alexander made Jumper.,50,41
17:00,26,Aaron Holiday missed Three Point Jumper.,50,41
17:00,96,Kentucky Deadball Team Rebound.,50,41
16:49,96,Kevin Knox made Three Point Jumper. Assisted by Shai Gilgeous-Alexander.,50,44
16:34,26,Prince Ali missed Dunk.,50,44
16:34,96,Nick Richards Block.,50,44
16:34,96,Kevin Knox Defensive Rebound.,50,44
16:25,96,Hamidou Diallo made Jumper. Assisted by Shai Gilgeous-Alexander.,50,46
16:06,26,Thomas Welsh Turnover.,50,46
16:03,96,Kevin Knox made Dunk.,50,48
15:33,26,Kris Wilkes made Jumper. Assisted by Aaron Holiday.,52,48
15:14,26,Foul on Gyorgy Goloman.,52,48
15:14,96,Official TV Timeout,52,48
15:14,96,Wenyen Gabriel missed Free Throw.,52,48
15:14,96,Kentucky Deadball Team Rebound.,52,48
15:14,96,Wenyen Gabriel made Free Throw.,52,49
15:04,26,Kris Wilkes Turnover.,52,49
14:45,96,Kevin Knox made Three Point Jumper. Assisted by Shai Gilgeous-Alexander.,52,52
14:11,26,Kris Wilkes missed Three Point Jumper.,52,52
14:11,26,Alex Olesinski Offensive Rebound.,52,52
13:57,26,Thomas Welsh made Jumper. Assisted by Aaron Holiday.,54,52
13:41,96,Hamidou Diallo missed Jumper.,54,52
13:41,26,Thomas Welsh Defensive Rebound.,54,52
13:24,96,Foul on Hamidou Diallo.,54,52
13:24,26,Prince Ali made Free Throw.,55,52
13:24,26,Prince Ali missed Free Throw.,55,52
13:24,26,UCLA Deadball Team Rebound.,55,52
13:24,26,Prince Ali made Free Throw.,56,52
13:15,26,Foul on Alex Olesinski.,56,52
13:15,96,Nick Richards made Free Throw.,56,53
13:15,96,Nick Richards missed Free Throw.,56,53
13:15,26,Jaylen Hands Defensive Rebound.,56,53
12:47,26,Jaylen Hands missed Jumper.,56,53
12:47,96,Nick Richards Defensive Rebound.,56,53
12:40,96,Wenyen Gabriel missed Three Point Jumper.,56,53
12:40,26,Aaron Holiday Defensive Rebound.,56,53
12:29,26,Aaron Holiday missed Three Point Jumper.,56,53
12:29,26,Alex Olesinski Offensive Rebound.,56,53
12:26,96,Foul on Wenyen Gabriel.,56,53
12:26,26,Alex Olesinski made Free Throw.,57,53
12:26,26,Alex Olesinski made Free Throw.,58,53
12:05,96,Wenyen Gabriel made Three Point Jumper. Assisted by Shai Gilgeous-Alexander.,58,56
11:45,26,Kris Wilkes made Three Point Jumper. Assisted by Aaron Holiday.,61,56
11:26,96,Wenyen Gabriel made Three Point Jumper. Assisted by Shai Gilgeous-Alexander.,61,59
11:08,26,Thomas Welsh made Three Point Jumper. Assisted by Aaron Holiday.,64,59
10:40,96,Shai Gilgeous-Alexander missed Layup.,64,59
10:40,96,Wenyen Gabriel Offensive Rebound.,64,59
10:33,96,Quade Green missed Three Point Jumper.,64,59
10:33,96,Kentucky Deadball Team Rebound.,64,59
10:32,96,Kentucky  Turnover.,64,59
10:32,96,Official TV Timeout,64,59
10:11,96,Foul on Sacha Killeya-Jones.,64,59
10:03,26,Aaron Holiday Turnover.,64,59
10:03,96,PJ Washington Steal.,64,59
9:44,96,Quade Green missed Three Point Jumper.,64,59
9:44,26,Thomas Welsh Defensive Rebound.,64,59
9:35,26,Thomas Welsh missed Three Point Jumper.,64,59
9:35,26,Alex Olesinski Offensive Rebound.,64,59
9:27,26,Jaylen Hands made Three Point Jumper. Assisted by Kris Wilkes.,67,59
9:09,96,Kevin Knox missed Jumper.,67,59
9:09,26,Alex Olesinski Defensive Rebound.,67,59
8:50,96,Foul on Kevin Knox.,67,59
8:42,26,Jaylen Hands missed Three Point Jumper.,67,59
8:42,96,Shai Gilgeous-Alexander Defensive Rebound.,67,59
8:36,96,Wenyen Gabriel Turnover.,67,59
8:36,26,Aaron Holiday Steal.,67,59
8:29,26,Jaylen Hands made Layup. Assisted by Aaron Holiday.,69,59
8:10,26,Foul on Thomas Welsh.,69,59
8:04,96,Hamidou Diallo Turnover.,69,59
8:04,26,Alex Olesinski Steal.,69,59
7:35,26,Aaron Holiday missed Jumper.,69,59
7:35,26,Aaron Holiday Offensive Rebound.,69,59
7:33,96,Foul on Wenyen Gabriel.,69,59
7:33,96,Official TV Timeout,69,59
7:33,26,Aaron Holiday made Free Throw.,70,59
7:33,26,Aaron Holiday made Free Throw.,71,59
7:08,96,Kevin Knox missed Jumper.,71,59
7:08,26,Aaron Holiday Defensive Rebound.,71,59
6:47,26,Prince Ali Turnover.,71,59
6:47,96,Wenyen Gabriel Steal.,71,59
6:42,96,PJ Washington made Layup.,71,61
6:42,26,Foul on Gyorgy Goloman.,71,61
6:42,96,PJ Washington made Free Throw.,71,62
6:10,26,Aaron Holiday Turnover.,71,62
6:10,96,Kevin Knox Steal.,71,62
6:10,96,Kevin Knox Turnover.,71,62
6:10,26,Alex Olesinski Steal.,71,62
6:01,26,Aaron Holiday Turnover.,71,62
6:01,96,Shai Gilgeous-Alexander Steal.,71,62
5:50,96,Kevin Knox missed Three Point Jumper.,71,62
5:50,96,Wenyen Gabriel Offensive Rebound.,71,62
5:43,96,Wenyen Gabriel made Layup.,71,64
5:25,26,UCLA  Timeout,71,64
5:04,26,Aaron Holiday missed Jumper.,71,64
5:04,96,Hamidou Diallo Defensive Rebound.,71,64
4:53,96,Hamidou Diallo missed Layup.,71,64
4:53,96,PJ Washington Offensive Rebound.,71,64
4:53,96,PJ Washington made Two Point Tip Shot.,71,66
4:25,26,Kris Wilkes missed Three Point Jumper.,71,66
4:25,26,Prince Ali Offensive Rebound.,71,66
4:25,26,Prince Ali made Two Point Tip Shot.,73,66
4:12,26,Foul on Kris Wilkes.,73,66
4:12,96,Kevin Knox made Free Throw.,73,67
4:12,96,Kevin Knox missed Free Throw.,73,67
4:12,26,Prince Ali Defensive Rebound.,73,67
3:43,26,Alex Olesinski missed Jumper.,73,67
3:43,96,PJ Washington Block.,73,67
3:43,96,Shai Gilgeous-Alexander Defensive Rebound.,73,67
3:35,96,Hamidou Diallo made Jumper.,73,69
3:07,26,Jaylen Hands missed Three Point Jumper.,73,69
3:07,96,Kevin Knox Defensive Rebound.,73,69
3:02,96,Kevin Knox Turnover.,73,69
2:56,96,Official TV Timeout,73,69
2:26,26,Aaron Holiday made Jumper. Assisted by Jaylen Hands.,75,69
2:07,96,Hamidou Diallo missed Three Point Jumper.,75,69
2:07,26,Gyorgy Goloman Defensive Rebound.,75,69
1:42,26,Thomas Welsh missed Jumper.,75,69
1:42,96,Hamidou Diallo Defensive Rebound.,75,69
1:34,96,Hamidou Diallo made Jumper.,75,71
1:34,26,Foul on Aaron Holiday.,75,71
1:34,96,Hamidou Diallo missed Free Throw.,75,71
1:34,96,Wenyen Gabriel Offensive Rebound.,75,71
1:28,96,Kevin Knox missed Three Point Jumper.,75,71
1:28,26,Gyorgy Goloman Defensive Rebound.,75,71
1:06,96,Foul on Kevin Knox.,75,71
1:06,26,Kris Wilkes made Free Throw.,76,71
1:06,26,Kris Wilkes made Free Throw.,77,71
0:59,96,Shai Gilgeous-Alexander made Jumper.,77,73
0:55,26,UCLA  Timeout,77,73
0:36,26,Aaron Holiday made Layup.,79,73
0:29,96,Shai Gilgeous-Alexander Turnover.,79,73
0:29,26,Gyorgy Goloman Steal.,79,73
0:20,96,Foul on Kevin Knox.,79,73
0:20,26,Aaron Holiday made Free Throw.,80,73
0:20,26,Aaron Holiday made Free Throw.,81,73
0:14,96,Hamidou Diallo missed Three Point Jumper.,81,73
0:14,96,PJ Washington Offensive Rebound.,81,73
0:14,26,Foul on Thomas Welsh.,81,73
0:14,96,PJ Washington made Free Throw.,81,74
0:14,96,PJ Washington made Free Throw.,81,75
0:13,96,Foul on Shai Gilgeous-Alexander.,81,75
0:13,26,Jaylen Hands made Free Throw.,82,75
0:13,26,Jaylen Hands made Free Throw.,83,75
0:03,96,Quade Green Turnover.,83,75
0:03,26,Thomas Welsh Steal.,83,75
0:00,96,End of Game,83,75
