Davidson,62,Hawai'i,2166
10:33,62,Sheriff Drammeh missed Free Throw.,13,24
10:33,62,Hawai'i Deadball Team Rebound.,13,24
10:33,62,Sheriff Drammeh made Free Throw.,13,25
10:21,2166,Kellan Grady missed Three Point Jumper.,13,25
10:21,62,Hawai'i Defensive Rebound.,13,25
10:08,62,Jack Purchase missed Three Point Jumper.,13,25
10:08,2166,Will Magarity Defensive Rebound.,13,25
9:53,2166,Will Magarity missed Jumper.,13,25
9:53,62,Gibson Johnson Block.,13,25
9:53,2166,Davidson Offensive Rebound.,13,25
9:47,62,Foul on Brandon Thomas.,13,25
9:38,2166,Peyton Aldridge made Jumper.,15,25
9:16,62,Gibson Johnson made Layup. Assisted by Drew Buggs.,15,27
9:08,2166,Jon Axel Gudmundsson missed Jumper.,15,27
9:08,62,Brocke Stepteau Defensive Rebound.,15,27
8:55,62,Leland Green made Three Point Jumper. Assisted by Jack Purchase.,15,30
8:37,2166,Peyton Aldridge made Layup. Assisted by Rusty Reigel.,17,30
8:10,62,Brocke Stepteau missed Three Point Jumper.,17,30
8:10,2166,Jon Axel Gudmundsson Defensive Rebound.,17,30
8:07,62,Foul on Gibson Johnson.,17,30
7:55,2166,Will Magarity missed Three Point Jumper.,17,30
7:55,62,Leland Green Defensive Rebound.,17,30
7:29,2166,Foul on Will Magarity.,17,30
7:29,62,Official TV Timeout,17,30
7:29,62,Leland Green missed Free Throw.,17,30
7:29,62,Hawai'i Deadball Team Rebound.,17,30
7:29,62,Leland Green missed Free Throw.,17,30
7:29,2166,Jon Axel Gudmundsson Defensive Rebound.,17,30
7:16,62,Foul on Michael Thomas.,17,30
7:12,2166,Kellan Grady missed Jumper.,17,30
7:12,62,Jack Purchase Defensive Rebound.,17,30
6:54,62,Jack Purchase Turnover.,17,30
6:53,2166,Rusty Reigel Steal.,17,30
6:36,2166,Rusty Reigel made Layup. Assisted by Peyton Aldridge.,19,30
6:22,62,Leland Green missed Three Point Jumper.,19,30
6:22,2166,KiShawn Pritchett Defensive Rebound.,19,30
6:13,2166,Rusty Reigel Turnover.,19,30
6:13,2166,Foul on Rusty Reigel.,19,30
6:01,62,Sheriff Drammeh missed Three Point Jumper.,19,30
6:01,2166,KiShawn Pritchett Defensive Rebound.,19,30
5:34,2166,Rusty Reigel made Three Point Jumper. Assisted by Jon Axel Gudmundsson.,22,30
5:19,62,Gibson Johnson missed Layup.,22,30
5:19,2166,Kellan Grady Defensive Rebound.,22,30
5:09,2166,Kellan Grady made Layup.,24,30
5:07,62,Hawai'i  Timeout,24,30
4:48,62,Sheriff Drammeh Turnover.,24,30
4:33,2166,Peyton Aldridge missed Jumper.,24,30
4:33,62,Gibson Johnson Defensive Rebound.,24,30
4:27,62,Sheriff Drammeh made Layup. Assisted by Drew Buggs.,24,32
4:11,2166,Jon Axel Gudmundsson made Layup.,26,32
4:11,62,Foul on Brocke Stepteau.,26,32
4:11,2166,Jon Axel Gudmundsson made Free Throw.,27,32
3:58,62,Gibson Johnson made Layup. Assisted by Jack Purchase.,27,34
3:40,2166,KiShawn Pritchett missed Three Point Jumper.,27,34
3:40,62,Hawai'i Defensive Rebound.,27,34
3:35,62,Official TV Timeout,27,34
3:16,62,Drew Buggs Turnover.,27,34
3:15,2166,KiShawn Pritchett Steal.,27,34
3:11,2166,Peyton Aldridge made Three Point Jumper. Assisted by KiShawn Pritchett.,30,34
2:49,2166,Foul on KiShawn Pritchett.,30,34
2:49,62,Sheriff Drammeh missed Free Throw.,30,34
2:49,62,Hawai'i Deadball Team Rebound.,30,34
2:49,62,Sheriff Drammeh made Free Throw.,30,35
2:39,2166,KiShawn Pritchett missed Jumper.,30,35
2:39,62,Brocke Stepteau Defensive Rebound.,30,35
2:29,62,Brocke Stepteau missed Three Point Jumper.,30,35
2:29,62,Samuta Avea Offensive Rebound.,30,35
2:11,2166,Foul on KiShawn Pritchett.,30,35
2:11,62,Sheriff Drammeh made Free Throw.,30,36
2:11,62,Sheriff Drammeh made Free Throw.,30,37
2:02,62,Foul on Brocke Stepteau.,30,37
2:02,2166,Jon Axel Gudmundsson made Free Throw.,31,37
2:02,2166,Jon Axel Gudmundsson made Free Throw.,32,37
1:41,62,Sheriff Drammeh missed Jumper.,32,37
1:41,2166,Kellan Grady Defensive Rebound.,32,37
1:31,2166,Peyton Aldridge missed Three Point Jumper.,32,37
1:31,2166,Davidson Deadball Team Rebound.,32,37
1:27,62,Foul on Sheriff Drammeh.,32,37
1:27,2166,Oskar Michelsen missed Free Throw.,32,37
1:27,62,Samuta Avea Defensive Rebound.,32,37
1:12,62,Drew Buggs missed Three Point Jumper.,32,37
1:12,62,Gibson Johnson Offensive Rebound.,32,37
0:48,62,Sheriff Drammeh missed Three Point Jumper.,32,37
0:48,2166,Davidson Defensive Rebound.,32,37
0:38,2166,Peyton Aldridge missed Three Point Jumper.,32,37
0:38,62,Sheriff Drammeh Defensive Rebound.,32,37
0:12,62,Leland Green made Three Point Jumper. Assisted by Sheriff Drammeh.,32,40
0:02,2166,Jon Axel Gudmundsson Turnover.,32,40
0:00,62,End of 1st half,32,40
19:35,62,Leland Green missed Jumper.,32,40
19:35,2166,Davidson Defensive Rebound.,32,40
19:22,2166,Jon Axel Gudmundsson made Three Point Jumper. Assisted by Rusty Reigel.,35,40
18:50,62,Michael Thomas missed Jumper.,35,40
18:50,62,Gibson Johnson Offensive Rebound.,35,40
18:47,62,Gibson Johnson made Layup.,35,42
18:40,62,Foul on Michael Thomas.,35,42
18:31,62,Foul on Leland Green.,35,42
18:22,2166,Kellan Grady made Jumper.,37,42
18:08,62,Jack Purchase made Layup. Assisted by Gibson Johnson.,37,44
17:58,2166,Jon Axel Gudmundsson made Jumper.,39,44
17:45,62,Jack Purchase made Jumper. Assisted by Leland Green.,39,46
17:22,2166,Peyton Aldridge missed Jumper.,39,46
17:22,2166,Peyton Aldridge Offensive Rebound.,39,46
17:19,2166,Peyton Aldridge made Jumper.,41,46
16:59,62,Gibson Johnson made Layup. Assisted by Drew Buggs.,41,48
16:41,2166,Oskar Michelsen made Three Point Jumper. Assisted by Peyton Aldridge.,44,48
16:21,62,Sheriff Drammeh missed Three Point Jumper.,44,48
16:21,2166,Oskar Michelsen Defensive Rebound.,44,48
16:11,2166,Oskar Michelsen missed Three Point Jumper.,44,48
16:11,62,Sheriff Drammeh Defensive Rebound.,44,48
15:57,62,Gibson Johnson Turnover.,44,48
15:55,2166,Rusty Reigel Steal.,44,48
15:50,62,Foul on Jack Purchase.,44,48
15:50,62,Official TV Timeout,44,48
15:47,62,Foul on Drew Buggs.,44,48
15:47,2166,Jon Axel Gudmundsson missed Free Throw.,44,48
15:47,2166,Davidson Deadball Team Rebound.,44,48
15:47,2166,Jon Axel Gudmundsson made Free Throw.,45,48
15:20,62,Leland Green missed Three Point Jumper.,45,48
15:20,2166,Kellan Grady Defensive Rebound.,45,48
15:10,2166,Kellan Grady missed Jumper.,45,48
15:10,62,Drew Buggs Defensive Rebound.,45,48
15:03,2166,Foul on Jon Axel Gudmundsson.,45,48
14:58,62,Gibson Johnson made Jumper.,45,50
14:57,2166,Foul on Will Magarity.,45,50
14:57,62,Gibson Johnson made Free Throw.,45,51
14:37,2166,Peyton Aldridge Turnover.,45,51
14:35,62,Gibson Johnson Steal.,45,51
14:34,62,Drew Buggs made Layup.,45,53
14:34,2166,Foul on Kellan Grady.,45,53
14:34,62,Drew Buggs missed Free Throw.,45,53
14:34,2166,Will Magarity Defensive Rebound.,45,53
14:24,2166,Jon Axel Gudmundsson Turnover.,45,53
14:24,2166,Foul on Jon Axel Gudmundsson.,45,53
14:14,62,Sheriff Drammeh made Layup.,45,55
14:05,2166,Davidson  Timeout,45,55
13:48,2166,Peyton Aldridge Turnover.,45,55
13:46,62,Jack Purchase Steal.,45,55
13:29,2166,Foul on Kellan Grady.,45,55
13:29,62,Gibson Johnson made Free Throw.,45,56
13:29,62,Gibson Johnson made Free Throw.,45,57
13:16,2166,Kellan Grady missed Three Point Jumper.,45,57
13:16,62,Sheriff Drammeh Defensive Rebound.,45,57
12:50,62,Drew Buggs Turnover.,45,57
12:23,2166,Peyton Aldridge missed Three Point Jumper.,45,57
12:23,2166,Kellan Grady Offensive Rebound.,45,57
12:18,62,Foul on Sheriff Drammeh.,45,57
12:18,2166,Peyton Aldridge missed Free Throw.,45,57
12:18,2166,Davidson Deadball Team Rebound.,45,57
12:18,2166,Peyton Aldridge made Free Throw.,46,57
12:06,62,Sheriff Drammeh missed Three Point Jumper.,46,57
12:06,2166,Will Magarity Defensive Rebound.,46,57
11:58,2166,Jon Axel Gudmundsson Turnover.,46,57
11:58,2166,Foul on Jon Axel Gudmundsson.,46,57
11:57,62,Official TV Timeout,46,57
11:36,62,Leland Green missed Three Point Jumper.,46,57
11:36,62,Brocke Stepteau Offensive Rebound.,46,57
11:14,62,Ido Flaisher missed Jumper.,46,57
11:14,62,Ido Flaisher Offensive Rebound.,46,57
11:08,62,Brocke Stepteau Turnover.,46,57
10:59,62,Foul on Brocke Stepteau.,46,57
10:57,62,Foul on Jack Purchase.,46,57
10:57,2166,Peyton Aldridge made Free Throw.,47,57
10:57,2166,Peyton Aldridge made Free Throw.,48,57
10:34,62,Leland Green missed Three Point Jumper.,48,57
10:34,62,Michael Thomas Offensive Rebound.,48,57
10:28,62,Michael Thomas missed Jumper.,48,57
10:28,2166,Peyton Aldridge Defensive Rebound.,48,57
10:04,2166,Jon Axel Gudmundsson Turnover.,48,57
10:04,2166,Foul on Jon Axel Gudmundsson.,48,57
9:40,2166,Foul on Oskar Michelsen.,48,57
9:40,62,Sheriff Drammeh made Free Throw.,48,58
9:40,62,Sheriff Drammeh missed Free Throw.,48,58
9:40,2166,Rusty Reigel Defensive Rebound.,48,58
9:29,62,Foul on Gibson Johnson.,48,58
9:29,2166,Peyton Aldridge made Free Throw.,49,58
9:29,2166,Peyton Aldridge made Free Throw.,50,58
9:05,62,Brocke Stepteau made Three Point Jumper. Assisted by Sheriff Drammeh.,50,61
8:44,2166,Will Magarity missed Jumper.,50,61
8:44,62,Brocke Stepteau Defensive Rebound.,50,61
8:37,62,Michael Thomas Turnover.,50,61
8:37,62,Foul on Michael Thomas.,50,61
8:21,2166,Rusty Reigel made Three Point Jumper. Assisted by Kellan Grady.,53,61
7:55,62,Sheriff Drammeh Turnover.,53,61
7:55,62,Official TV Timeout,53,61
7:40,2166,Peyton Aldridge missed Jumper.,53,61
7:40,2166,Davidson Offensive Rebound.,53,61
7:31,2166,Peyton Aldridge missed Jumper.,53,61
7:31,62,Gibson Johnson Block.,53,61
7:30,2166,Davidson Offensive Rebound.,53,61
7:26,2166,Will Magarity Turnover.,53,61
7:10,62,Jack Purchase missed Jumper.,53,61
7:10,2166,Rusty Reigel Defensive Rebound.,53,61
6:50,2166,KiShawn Pritchett Turnover.,53,61
6:49,62,Drew Buggs Steal.,53,61
6:43,62,Jack Purchase made Three Point Jumper. Assisted by Sheriff Drammeh.,53,64
6:18,2166,Rusty Reigel missed Three Point Jumper.,53,64
6:18,62,Leland Green Defensive Rebound.,53,64
5:57,62,Jack Purchase missed Three Point Jumper.,53,64
5:57,2166,Davidson Deadball Team Rebound.,53,64
5:42,2166,Kellan Grady made Jumper.,55,64
5:24,62,Jack Purchase missed Three Point Jumper.,55,64
5:24,2166,Peyton Aldridge Defensive Rebound.,55,64
5:18,62,Foul on Jack Purchase.,55,64
5:18,2166,Oskar Michelsen missed Free Throw.,55,64
5:18,2166,Davidson Deadball Team Rebound.,55,64
5:18,2166,Oskar Michelsen missed Free Throw.,55,64
5:18,62,Sheriff Drammeh Defensive Rebound.,55,64
4:52,62,Sheriff Drammeh missed Three Point Jumper.,55,64
4:52,62,Drew Buggs Offensive Rebound.,55,64
4:42,62,Leland Green missed Jumper.,55,64
4:42,2166,Oskar Michelsen Block.,55,64
4:38,2166,Jon Axel Gudmundsson Defensive Rebound.,55,64
4:35,2166,Kellan Grady missed Three Point Jumper.,55,64
4:35,2166,Oskar Michelsen Offensive Rebound.,55,64
4:32,62,Foul on Michael Thomas.,55,64
4:32,2166,Peyton Aldridge made Free Throw.,56,64
4:32,2166,Peyton Aldridge made Free Throw.,57,64
4:12,62,Gibson Johnson missed Jumper.,57,64
4:12,2166,Davidson Defensive Rebound.,57,64
4:00,2166,Kellan Grady missed Jumper.,57,64
4:00,2166,Will Magarity Offensive Rebound.,57,64
3:56,2166,Will Magarity missed Jumper.,57,64
3:56,62,Drew Buggs Defensive Rebound.,57,64
3:51,62,Leland Green made Jumper.,57,66
3:47,62,Hawai'i  Timeout,57,66
3:47,62,Official TV Timeout,57,66
3:33,2166,Peyton Aldridge made Jumper.,59,66
3:06,2166,Foul on Oskar Michelsen.,59,66
3:06,62,Samuta Avea made Free Throw.,59,67
3:06,62,Samuta Avea made Free Throw.,59,68
2:56,2166,Peyton Aldridge missed Jumper.,59,68
2:56,2166,Peyton Aldridge Offensive Rebound.,59,68
2:51,2166,Peyton Aldridge Turnover.,59,68
2:51,62,Leland Green Steal.,59,68
2:47,62,Leland Green missed Layup.,59,68
2:47,62,Drew Buggs Offensive Rebound.,59,68
2:29,62,Gibson Johnson made Jumper. Assisted by Drew Buggs.,59,70
2:18,2166,Kellan Grady made Layup.,61,70
2:18,62,Foul on Samuta Avea.,61,70
2:18,2166,Kellan Grady missed Free Throw.,61,70
2:18,62,Sheriff Drammeh Defensive Rebound.,61,70
1:53,62,Sheriff Drammeh missed Jumper.,61,70
1:53,62,Gibson Johnson Offensive Rebound.,61,70
1:22,62,Brocke Stepteau made Jumper.,61,72
1:05,2166,Rusty Reigel missed Three Point Jumper.,61,72
1:05,62,Brocke Stepteau Defensive Rebound.,61,72
1:02,2166,Foul on Peyton Aldridge.,61,72
1:02,62,Brocke Stepteau made Free Throw.,61,73
1:02,62,Brocke Stepteau made Free Throw.,61,74
0:53,2166,Kellan Grady made Three Point Jumper. Assisted by Peyton Aldridge.,64,74
0:51,2166,Davidson  Timeout,64,74
0:48,2166,Foul on Carter Collins.,64,74
0:48,62,Brocke Stepteau made Free Throw.,64,75
0:48,62,Brocke Stepteau made Free Throw.,64,76
0:43,62,Foul on Gibson Johnson.,64,76
0:43,2166,Jon Axel Gudmundsson made Free Throw.,65,76
0:43,2166,Jon Axel Gudmundsson made Free Throw.,66,76
0:40,2166,Foul on Peyton Aldridge.,66,76
0:40,62,Sheriff Drammeh missed Free Throw.,66,76
0:40,62,Hawai'i Deadball Team Rebound.,66,76
0:40,62,Sheriff Drammeh made Free Throw.,66,77
0:32,2166,Peyton Aldridge made Dunk. Assisted by Jon Axel Gudmundsson.,68,77
0:32,2166,Davidson  Timeout,68,77
0:31,2166,Foul on Kellan Grady.,68,77
0:31,62,Sheriff Drammeh made Free Throw.,68,78
0:31,62,Sheriff Drammeh made Free Throw.,68,79
0:25,2166,Peyton Aldridge missed Three Point Jumper.,68,79
0:25,62,Sheriff Drammeh Defensive Rebound.,68,79
0:20,62,Sheriff Drammeh Turnover.,68,79
0:18,2166,Jon Axel Gudmundsson Steal.,68,79
0:16,2166,Peyton Aldridge made Three Point Jumper. Assisted by Jon Axel Gudmundsson.,71,79
0:13,62,Hawai'i  Timeout,71,79
0:00,62,End of Game,71,79
