Duquesne,79,Southern Illinois,2184
10:55,2184,Tydus Verhoeven Block.,12,14
10:55,79,Southern Illinois Offensive Rebound.,12,14
10:38,79,Jonathan Wiley Turnover.,12,14
10:36,2184,Eric James Steal.,12,14
10:30,2184,Mike Lewis II missed Three Point Jumper.,12,14
10:30,79,Kavion Pippen Defensive Rebound.,12,14
10:15,79,Sean Lloyd Jr. missed Dunk.,12,14
10:15,2184,Eric James Defensive Rebound.,12,14
10:10,2184,Eric James missed Three Point Jumper.,12,14
10:10,2184,Duquesne Offensive Rebound.,12,14
9:48,2184,Eric James Turnover.,12,14
9:20,79,Jonathan Wiley made Layup.,12,16
8:48,2184,Rene Castro-Caneddy made Layup.,14,16
8:33,79,Armon Fletcher made Layup.,14,18
8:33,2184,Foul on Eric James.,14,18
8:33,79,Armon Fletcher made Free Throw.,14,19
8:15,2184,Tarin Smith Turnover.,14,19
7:49,79,Aaron Cook Turnover.,14,19
7:47,2184,Chas Brown Steal.,14,19
7:44,2184,Tarin Smith made Layup.,16,19
7:33,79,Aaron Cook missed Layup.,16,19
7:33,2184,Chas Brown Defensive Rebound.,16,19
7:26,2184,Tarin Smith made Layup.,18,19
7:26,79,Foul on Jonathan Wiley.,18,19
7:26,79,Official TV Timeout,18,19
7:26,2184,Tarin Smith made Free Throw.,19,19
7:10,79,Sean Lloyd Jr. missed Three Point Jumper.,19,19
7:10,2184,Jordan Robinson Defensive Rebound.,19,19
6:48,2184,Eric Williams Jr. missed Three Point Jumper.,19,19
6:48,79,Kavion Pippen Defensive Rebound.,19,19
6:33,2184,Foul on Mike Lewis II.,19,19
6:33,79,Tyler Smithpeters missed Free Throw.,19,19
6:33,79,Southern Illinois Deadball Team Rebound.,19,19
6:33,79,Tyler Smithpeters missed Free Throw.,19,19
6:33,2184,Eric Williams Jr. Defensive Rebound.,19,19
6:18,79,Foul on Sean Lloyd Jr..,19,19
6:18,2184,Eric Williams Jr. missed Free Throw.,19,19
6:18,2184,Duquesne Deadball Team Rebound.,19,19
6:18,2184,Eric Williams Jr. made Free Throw.,20,19
6:00,79,Tyler Smithpeters missed Three Point Jumper.,20,19
6:00,2184,Jordan Robinson Defensive Rebound.,20,19
5:46,2184,Rene Castro-Caneddy missed Layup.,20,19
5:46,79,Kavion Pippen Block.,20,19
5:44,2184,Duquesne Offensive Rebound.,20,19
5:31,2184,Foul on Kellon Taylor.,20,19
5:31,2184,Kellon Taylor Turnover.,20,19
5:10,79,Kavion Pippen missed Jumper.,20,19
5:10,2184,Rene Castro-Caneddy Defensive Rebound.,20,19
5:02,2184,Mike Lewis II made Layup.,22,19
4:42,79,Tyler Smithpeters made Three Point Jumper. Assisted by Armon Fletcher.,22,22
4:19,2184,Foul on Mike Lewis II.,22,22
4:19,2184,Mike Lewis II Turnover.,22,22
3:57,79,Kavion Pippen made Layup.,22,24
3:41,79,Foul on Aaron Cook.,22,24
3:41,79,Official TV Timeout,22,24
3:39,2184,Tarin Smith Turnover.,22,24
3:37,79,Sean Lloyd Jr. Steal.,22,24
3:35,79,Sean Lloyd Jr. made Dunk.,22,26
3:21,2184,Tarin Smith made Jumper.,24,26
2:58,79,Aaron Cook made Layup.,24,28
2:41,2184,Eric Williams Jr. missed Three Point Jumper.,24,28
2:41,79,Sean Lloyd Jr. Defensive Rebound.,24,28
2:13,79,Tyler Smithpeters missed Three Point Jumper.,24,28
2:13,2184,Eric Williams Jr. Defensive Rebound.,24,28
2:03,79,Foul on Jonathan Wiley.,24,28
2:03,2184,Eric Williams Jr. made Free Throw.,25,28
2:03,2184,Eric Williams Jr. made Free Throw.,26,28
1:39,79,Tyler Smithpeters made Three Point Jumper. Assisted by Armon Fletcher.,26,31
1:17,79,Foul on Aaron Cook.,26,31
1:17,2184,Tarin Smith made Free Throw.,27,31
1:17,2184,Tarin Smith made Free Throw.,28,31
0:58,79,Sean Lloyd Jr. made Layup.,28,33
0:37,2184,Eric Williams Jr. missed Three Point Jumper.,28,33
0:37,2184,Duquesne Offensive Rebound.,28,33
0:33,2184,Duquesne  Timeout,28,33
0:05,2184,Tarin Smith made Layup.,30,33
0:00,79,End of 1st half,30,33
19:46,79,Sean Lloyd Jr. made Layup.,30,35
19:29,2184,Eric Williams Jr. Turnover.,30,35
19:28,79,Sean Lloyd Jr. Steal.,30,35
19:24,79,Armon Fletcher made Layup. Assisted by Sean Lloyd Jr..,30,37
18:57,2184,Rene Castro-Caneddy missed Jumper.,30,37
18:57,2184,Chas Brown Offensive Rebound.,30,37
18:55,79,Foul on Armon Fletcher.,30,37
18:49,2184,Chas Brown missed Layup.,30,37
18:49,2184,Mike Lewis II Offensive Rebound.,30,37
18:45,2184,Mike Lewis II made Jumper.,32,37
18:18,79,Aaron Cook missed Layup.,32,37
18:18,2184,Chas Brown Defensive Rebound.,32,37
17:54,2184,Chas Brown missed Layup.,32,37
17:54,79,Kavion Pippen Block.,32,37
17:52,79,Aaron Cook Defensive Rebound.,32,37
17:52,2184,Foul on Chas Brown.,32,37
17:31,79,Tyler Smithpeters missed Layup.,32,37
17:31,2184,Duquesne Defensive Rebound.,32,37
17:30,79,Foul on Kavion Pippen.,32,37
17:14,79,Foul on Armon Fletcher.,32,37
17:14,2184,Jordan Robinson missed Free Throw.,32,37
17:14,2184,Duquesne Deadball Team Rebound.,32,37
17:14,2184,Jordan Robinson made Free Throw.,33,37
17:00,79,Kavion Pippen made Dunk. Assisted by Aaron Cook.,33,39
16:28,2184,Mike Lewis II missed Layup.,33,39
16:28,79,Kavion Pippen Defensive Rebound.,33,39
16:16,79,Armon Fletcher missed Three Point Jumper.,33,39
16:16,2184,Tarin Smith Defensive Rebound.,33,39
16:07,2184,Tarin Smith made Layup.,35,39
15:49,79,Tyler Smithpeters missed Layup.,35,39
15:49,2184,Jordan Robinson Defensive Rebound.,35,39
15:36,2184,Kellon Taylor missed Layup.,35,39
15:36,2184,Jordan Robinson Offensive Rebound.,35,39
15:33,2184,Jordan Robinson made Layup.,37,39
15:09,79,Tyler Smithpeters missed Three Point Jumper.,37,39
15:09,2184,Jordan Robinson Defensive Rebound.,37,39
14:59,2184,Mike Lewis II made Three Point Jumper. Assisted by Rene Castro-Caneddy.,40,39
14:52,79,Southern Illinois  Timeout,40,39
14:42,2184,Foul on Eric Williams Jr..,40,39
14:42,79,Official TV Timeout,40,39
14:32,2184,Foul on Tarin Smith.,40,39
14:29,79,Jonathan Wiley made Layup.,40,41
14:12,2184,Mike Lewis II made Layup.,42,41
13:49,79,Sean Lloyd Jr. Turnover.,42,41
13:48,2184,Tarin Smith Steal.,42,41
13:47,79,Foul on Jonathan Wiley.,42,41
13:47,79,Technical Foul on Jonathan Wiley.,42,41
13:47,2184,Tarin Smith made Free Throw.,43,41
13:47,2184,Tarin Smith made Free Throw.,44,41
13:32,2184,Eric Williams Jr. Turnover.,44,41
13:29,79,Aaron Cook Steal.,44,41
13:26,79,Aaron Cook made Layup.,44,43
13:03,2184,Chas Brown missed Layup.,44,43
13:03,79,Kavion Pippen Defensive Rebound.,44,43
12:57,79,Sean Lloyd Jr. missed Jumper.,44,43
12:57,79,Sean Lloyd Jr. Offensive Rebound.,44,43
12:53,79,Armon Fletcher missed Three Point Jumper.,44,43
12:53,2184,Eric Williams Jr. Defensive Rebound.,44,43
12:37,2184,Tarin Smith made Layup.,46,43
12:33,79,Foul on Kavion Pippen.,46,43
12:33,2184,Tarin Smith missed Free Throw.,46,43
12:33,79,Rudy Stradnieks Defensive Rebound.,46,43
12:10,79,Aaron Cook missed Dunk.,46,43
12:10,2184,Tarin Smith Defensive Rebound.,46,43
12:04,79,Foul on Sean Lloyd Jr..,46,43
12:04,2184,Tarin Smith made Free Throw.,47,43
12:04,2184,Tarin Smith made Free Throw.,48,43
11:33,79,Aaron Cook missed Three Point Jumper.,48,43
11:33,79,Southern Illinois Offensive Rebound.,48,43
11:31,2184,Foul on Tydus Verhoeven.,48,43
11:31,79,Official TV Timeout,48,43
11:06,79,Armon Fletcher missed Layup.,48,43
11:06,2184,Rene Castro-Caneddy Defensive Rebound.,48,43
10:53,79,Foul on Aaron Cook.,48,43
10:53,2184,Eric Williams Jr. made Free Throw.,49,43
10:53,2184,Eric Williams Jr. made Free Throw.,50,43
10:36,79,Kavion Pippen missed Jumper.,50,43
10:36,79,Sean Lloyd Jr. Offensive Rebound.,50,43
10:33,2184,Foul on Tydus Verhoeven.,50,43
10:33,79,Sean Lloyd Jr. made Free Throw.,50,44
10:33,79,Sean Lloyd Jr. made Free Throw.,50,45
10:12,2184,Tarin Smith Turnover.,50,45
10:11,79,Aaron Cook Steal.,50,45
9:42,79,Aaron Cook missed Three Point Jumper.,50,45
9:42,2184,Kellon Taylor Defensive Rebound.,50,45
9:19,2184,Jordan Robinson missed Jumper.,50,45
9:19,79,Sean Lloyd Jr. Defensive Rebound.,50,45
9:03,79,Rudy Stradnieks missed Jumper.,50,45
9:03,2184,Jordan Robinson Defensive Rebound.,50,45
8:45,79,Foul on Sean Lloyd Jr..,50,45
8:45,2184,Jordan Robinson missed Free Throw.,50,45
8:45,2184,Duquesne Deadball Team Rebound.,50,45
8:45,2184,Jordan Robinson made Free Throw.,51,45
8:24,79,Kavion Pippen made Layup.,51,47
8:01,2184,Rene Castro-Caneddy missed Layup.,51,47
8:01,79,Jonathan Wiley Defensive Rebound.,51,47
7:47,79,Kavion Pippen missed Layup.,51,47
7:47,2184,Chas Brown Defensive Rebound.,51,47
7:38,2184,Eric Williams Jr. missed Dunk.,51,47
7:38,79,Southern Illinois Defensive Rebound.,51,47
7:38,79,Official TV Timeout,51,47
7:20,79,Rudy Stradnieks made Layup. Assisted by Tyler Smithpeters.,51,49
6:59,79,Foul on Jonathan Wiley.,51,49
6:59,2184,Eric Williams Jr. made Free Throw.,52,49
6:59,2184,Eric Williams Jr. made Free Throw.,53,49
6:46,79,Rudy Stradnieks made Layup. Assisted by Aaron Cook.,53,51
6:17,2184,Jordan Robinson missed Layup.,53,51
6:17,79,Kavion Pippen Block.,53,51
6:17,2184,Duquesne Offensive Rebound.,53,51
6:15,2184,Mike Lewis II missed Three Point Jumper.,53,51
6:15,79,Aaron Cook Defensive Rebound.,53,51
5:56,2184,Foul on Mike Lewis II.,53,51
5:47,79,Kavion Pippen missed Jumper.,53,51
5:47,79,Rudy Stradnieks Offensive Rebound.,53,51
5:43,79,Rudy Stradnieks made Layup.,53,53
5:37,2184,Duquesne  Timeout,53,53
5:16,2184,Tarin Smith missed Three Point Jumper.,53,53
5:16,79,Sean Lloyd Jr. Defensive Rebound.,53,53
5:04,2184,Foul on Jordan Robinson.,53,53
5:04,79,Aaron Cook made Free Throw.,53,54
5:04,79,Aaron Cook made Free Throw.,53,55
4:51,2184,Jordan Robinson made Dunk. Assisted by Tarin Smith.,55,55
4:25,79,Sean Lloyd Jr. made Layup.,55,57
4:09,2184,Jordan Robinson missed Layup.,55,57
4:09,79,Tyler Smithpeters Block.,55,57
4:05,79,Tyler Smithpeters Defensive Rebound.,55,57
3:54,79,Sean Lloyd Jr. made Layup. Assisted by Aaron Cook.,55,59
3:45,2184,Duquesne  Timeout,55,59
3:32,2184,Tarin Smith made Layup.,57,59
3:14,2184,Foul on Rene Castro-Caneddy.,57,59
3:14,79,Sean Lloyd Jr. made Free Throw.,57,60
3:14,79,Sean Lloyd Jr. made Free Throw.,57,61
2:57,2184,Rene Castro-Caneddy missed Three Point Jumper.,57,61
2:57,2184,Duquesne Offensive Rebound.,57,61
2:55,79,Foul on Armon Fletcher.,57,61
2:55,2184,Eric Williams Jr. made Free Throw.,58,61
2:55,2184,Eric Williams Jr. made Free Throw.,59,61
2:34,79,Kavion Pippen made Layup. Assisted by Sean Lloyd Jr..,59,63
2:16,2184,Tarin Smith made Three Point Jumper.,62,63
1:49,2184,Foul on Chas Brown.,62,63
1:49,79,Aaron Cook made Free Throw.,62,64
1:49,79,Aaron Cook made Free Throw.,62,65
1:40,79,Foul on Aaron Cook.,62,65
1:40,2184,Tarin Smith made Free Throw.,63,65
1:40,2184,Tarin Smith made Free Throw.,64,65
1:27,79,Aaron Cook made Layup.,64,67
0:58,2184,Eric Williams Jr. Turnover.,64,67
0:57,79,Tyler Smithpeters Steal.,64,67
0:57,2184,Foul on Chas Brown.,64,67
0:57,79,Tyler Smithpeters missed Free Throw.,64,67
0:57,79,Southern Illinois Deadball Team Rebound.,64,67
0:57,79,Tyler Smithpeters made Free Throw.,64,68
0:57,79,Southern Illinois  Timeout,64,68
0:48,2184,Tarin Smith Turnover.,64,68
0:47,79,Armon Fletcher Steal.,64,68
0:47,2184,Foul on Rene Castro-Caneddy.,64,68
0:47,79,Armon Fletcher made Free Throw.,64,69
0:47,79,Armon Fletcher made Free Throw.,64,70
0:40,2184,Tarin Smith missed Three Point Jumper.,64,70
0:40,79,Tyler Smithpeters Defensive Rebound.,64,70
0:35,79,Southern Illinois  Timeout,64,70
0:32,2184,Foul on Eric Williams Jr..,64,70
0:32,79,Armon Fletcher made Free Throw.,64,71
0:32,79,Armon Fletcher made Free Throw.,64,72
0:28,2184,Mike Lewis II missed Three Point Jumper.,64,72
0:28,79,Sean Lloyd Jr. Defensive Rebound.,64,72
0:16,2184,Foul on Rene Castro-Caneddy.,64,72
0:16,79,Sean Lloyd Jr. made Free Throw.,64,73
0:16,79,Sean Lloyd Jr. made Free Throw.,64,74
0:11,2184,Mike Lewis II missed Three Point Jumper.,64,74
0:11,79,Tyler Smithpeters Defensive Rebound.,64,74
0:00,79,End of Game,64,74
