Coppin State,252,BYU,2154
9:29,252,Yoeli Childs missed Free Throw.,14,26
9:29,2154,Terry Harris Jr. Defensive Rebound.,14,26
9:18,2154,Tre' Thomas missed Three Point Jumper.,14,26
9:18,252,Elijah Bryant Defensive Rebound.,14,26
9:09,252,Elijah Bryant Turnover.,14,26
9:08,2154,Terry Harris Jr. Steal.,14,26
8:55,2154,Dejuan Clayton made Layup.,16,26
8:40,252,Elijah Bryant missed Three Point Jumper.,16,26
8:40,252,Colby Leifson Offensive Rebound.,16,26
8:33,252,Davin Guinn missed Jumper.,16,26
8:33,2154,Keith Shivers Defensive Rebound.,16,26
8:24,252,Foul on Jamal Aytes.,16,26
8:24,2154,Terry Harris Jr. made Free Throw.,17,26
8:24,2154,Terry Harris Jr. made Free Throw.,18,26
8:14,252,Colby Leifson missed Three Point Jumper.,18,26
8:14,252,Yoeli Childs Offensive Rebound.,18,26
8:10,252,Yoeli Childs made Jumper.,18,28
7:57,2154,Terry Harris Jr. missed Jumper.,18,28
7:57,252,Elijah Bryant Defensive Rebound.,18,28
7:54,2154,Foul on Terry Harris Jr..,18,28
7:54,252,Official TV Timeout,18,28
7:54,252,Elijah Bryant made Free Throw.,18,29
7:54,252,Elijah Bryant made Free Throw.,18,30
7:46,2154,Dejuan Clayton missed Three Point Jumper.,18,30
7:46,252,BYU Defensive Rebound.,18,30
7:37,252,Jamal Aytes Turnover.,18,30
7:37,252,Foul on Jamal Aytes.,18,30
7:26,2154,Keith Shivers made Jumper.,20,30
7:26,252,Foul on Jamal Aytes.,20,30
7:26,2154,Keith Shivers missed Free Throw.,20,30
7:26,252,Yoeli Childs Defensive Rebound.,20,30
7:11,252,Eric Mika Turnover.,20,30
7:08,2154,Joseph Gripper Steal.,20,30
7:05,2154,Joshua Treadwell missed Jumper.,20,30
7:05,252,Eric Mika Block.,20,30
7:05,2154,Coppin St Offensive Rebound.,20,30
7:00,2154,Izais Hicks made Jumper.,22,30
6:47,252,Nick Emery made Jumper.,22,32
6:47,2154,Foul on Keith Shivers.,22,32
6:47,252,Nick Emery made Free Throw.,22,33
6:31,2154,Joshua Treadwell made Jumper.,24,33
6:25,252,Nick Emery made Three Point Jumper. Assisted by L.J. Rose.,24,36
6:12,2154,Tre' Thomas missed Three Point Jumper.,24,36
6:12,252,Nick Emery Defensive Rebound.,24,36
5:59,252,TJ Haws Turnover.,24,36
5:59,252,Foul on TJ Haws.,24,36
5:42,2154,Tre' Thomas missed Jumper.,24,36
5:42,252,Eric Mika Defensive Rebound.,24,36
5:30,2154,Foul on Joshua Treadwell.,24,36
5:30,252,Eric Mika missed Free Throw.,24,36
5:30,252,BYU Deadball Team Rebound.,24,36
5:30,252,Eric Mika made Free Throw.,24,37
5:05,252,Foul on TJ Haws.,24,37
5:05,2154,Dejuan Clayton missed Free Throw.,24,37
5:05,252,Kyle Davis Defensive Rebound.,24,37
4:51,252,Nick Emery missed Three Point Jumper.,24,37
4:51,2154,Coppin St Deadball Team Rebound.,24,37
4:33,2154,Dejuan Clayton Turnover.,24,37
4:25,252,Kyle Davis missed Jumper.,24,37
4:25,2154,Blake Simpson Defensive Rebound.,24,37
4:12,2154,Tre' Thomas missed Jumper.,24,37
4:12,252,BYU Defensive Rebound.,24,37
3:55,252,L.J. Rose made Three Point Jumper. Assisted by Nick Emery.,24,40
3:30,2154,Dejuan Clayton made Three Point Jumper. Assisted by Terry Harris Jr..,27,40
3:19,252,L.J. Rose missed Three Point Jumper.,27,40
3:19,2154,Blake Simpson Defensive Rebound.,27,40
3:16,252,Foul on Eric Mika.,27,40
3:16,252,Official TV Timeout,27,40
3:16,2154,Blake Simpson missed Free Throw.,27,40
3:16,252,Kyle Davis Defensive Rebound.,27,40
3:02,2154,Foul on Dejuan Clayton.,27,40
3:02,252,Eric Mika made Free Throw.,27,41
3:02,252,Eric Mika made Free Throw.,27,42
2:49,2154,Juwan Davenport made Jumper.,29,42
2:49,252,Foul on Kyle Davis.,29,42
2:49,2154,Juwan Davenport missed Free Throw.,29,42
2:49,252,Yoeli Childs Defensive Rebound.,29,42
2:34,252,Elijah Bryant Turnover.,29,42
2:33,2154,Terry Harris Jr. Steal.,29,42
2:18,2154,Lucian Brownlee missed Jumper.,29,42
2:18,252,Yoeli Childs Defensive Rebound.,29,42
2:12,252,Nick Emery made Jumper.,29,44
1:55,2154,Lucian Brownlee missed Three Point Jumper.,29,44
1:55,252,Yoeli Childs Defensive Rebound.,29,44
1:39,252,Kyle Davis Turnover.,29,44
1:38,2154,Juwan Davenport Steal.,29,44
1:35,2154,Lucian Brownlee missed Jumper.,29,44
1:35,2154,Terry Harris Jr. Offensive Rebound.,29,44
1:29,2154,Terry Harris Jr. Turnover.,29,44
1:28,252,Kyle Davis Steal.,29,44
1:25,2154,Foul on Dejuan Clayton.,29,44
1:25,252,Nick Emery made Free Throw.,29,45
1:25,252,Nick Emery made Free Throw.,29,46
1:17,2154,Juwan Davenport missed Jumper.,29,46
1:17,2154,Juwan Davenport Offensive Rebound.,29,46
1:12,2154,Tre' Thomas missed Three Point Jumper.,29,46
1:12,2154,Coppin St Offensive Rebound.,29,46
1:04,2154,Mufaro Murinda missed Three Point Jumper.,29,46
1:04,252,Yoeli Childs Defensive Rebound.,29,46
0:51,252,Payton Dastrup missed Jumper.,29,46
0:51,252,Yoeli Childs Offensive Rebound.,29,46
0:46,252,Payton Dastrup made Jumper. Assisted by Yoeli Childs.,29,48
0:21,252,Foul on Payton Dastrup.,29,48
0:21,2154,Mufaro Murinda made Free Throw.,30,48
0:21,2154,Mufaro Murinda missed Free Throw.,30,48
0:21,252,Yoeli Childs Defensive Rebound.,30,48
0:09,252,Nick Emery Turnover.,30,48
0:08,2154,Juwan Davenport Steal.,30,48
0:05,2154,Juwan Davenport made Layup.,32,48
0:00,252,End of 1st half,32,48
19:44,252,Kyle Davis Turnover.,32,48
19:44,252,Foul on Kyle Davis.,32,48
19:30,2154,Terry Harris Jr. missed Three Point Jumper.,32,48
19:30,252,BYU Defensive Rebound.,32,48
19:20,2154,Foul on Joseph Gripper.,32,48
19:19,252,Kyle Davis missed Jumper.,32,48
19:19,252,Kyle Davis Offensive Rebound.,32,48
19:16,252,Kyle Davis missed Jumper.,32,48
19:16,252,BYU Offensive Rebound.,32,48
19:03,252,Eric Mika made Jumper. Assisted by L.J. Rose.,32,50
19:03,2154,Terry Harris Jr. missed Jumper.,32,50
19:03,252,Eric Mika Block.,32,50
19:03,252,TJ Haws Defensive Rebound.,32,50
18:40,252,L.J. Rose Turnover.,32,50
18:18,2154,Joshua Treadwell missed Three Point Jumper.,32,50
18:18,252,L.J. Rose Defensive Rebound.,32,50
18:10,2154,Foul on Joshua Treadwell.,32,50
18:00,2154,Foul on Blake Simpson.,32,50
17:50,252,Yoeli Childs made Dunk. Assisted by Nick Emery.,32,52
17:40,2154,Joshua Treadwell missed Three Point Jumper.,32,52
17:39,252,TJ Haws Defensive Rebound.,32,52
17:20,252,Eric Mika made Dunk.,32,54
17:20,2154,Coppin St  Timeout,32,54
17:10,2154,Joseph Gripper missed Jumper.,32,54
17:10,252,Yoeli Childs Defensive Rebound.,32,54
16:55,252,Eric Mika made Jumper. Assisted by Nick Emery.,32,56
16:55,2154,Foul on Terry Harris Jr..,32,56
16:55,252,Eric Mika made Free Throw.,32,57
16:45,2154,Joshua Treadwell missed Three Point Jumper.,32,57
16:45,2154,Joshua Treadwell Offensive Rebound.,32,57
16:34,2154,Terry Harris Jr. missed Jumper.,32,57
16:34,252,Yoeli Childs Defensive Rebound.,32,57
16:30,252,Yoeli Childs Turnover.,32,57
16:29,2154,Joseph Gripper Steal.,32,57
16:25,2154,Joseph Gripper missed Jumper.,32,57
16:25,252,TJ Haws Defensive Rebound.,32,57
16:25,252,TJ Haws Turnover.,32,57
16:12,2154,Terry Harris Jr. missed Jumper.,32,57
16:12,252,Yoeli Childs Block.,32,57
16:11,2154,Terry Harris Jr. Offensive Rebound.,32,57
16:08,2154,Joshua Treadwell Turnover.,32,57
15:59,252,Eric Mika made Jumper.,32,59
15:42,2154,Keith Shivers missed Jumper.,32,59
15:42,2154,Terry Harris Jr. Offensive Rebound.,32,59
15:39,2154,Terry Harris Jr. made Jumper.,34,59
15:26,252,Eric Mika Turnover.,34,59
15:25,2154,Keith Shivers Steal.,34,59
15:19,2154,Joshua Treadwell missed Three Point Jumper.,34,59
15:19,252,Nick Emery Defensive Rebound.,34,59
15:09,252,Yoeli Childs made Dunk. Assisted by Eric Mika.,34,61
14:48,252,Official TV Timeout,34,61
14:36,2154,Dejuan Clayton missed Jumper.,34,61
14:36,252,Elijah Bryant Defensive Rebound.,34,61
14:26,252,Nick Emery missed Three Point Jumper.,34,61
14:26,2154,Blake Simpson Defensive Rebound.,34,61
14:17,2154,Keith Shivers made Dunk.,36,61
14:01,252,TJ Haws missed Three Point Jumper.,36,61
14:01,252,Yoeli Childs Offensive Rebound.,36,61
13:55,252,Yoeli Childs Turnover.,36,61
13:54,2154,Keith Shivers Steal.,36,61
13:45,252,Foul on Jamal Aytes.,36,61
13:45,2154,Keith Shivers made Free Throw.,37,61
13:45,2154,Keith Shivers made Free Throw.,38,61
13:34,252,Elijah Bryant made Jumper. Assisted by TJ Haws.,38,63
13:09,2154,Tre' Thomas made Three Point Jumper. Assisted by Dejuan Clayton.,41,63
12:58,252,Jamal Aytes made Jumper. Assisted by Elijah Bryant.,41,65
12:45,2154,Joshua Treadwell made Three Point Jumper. Assisted by Tre' Thomas.,44,65
12:32,252,Nick Emery made Three Point Jumper. Assisted by Yoeli Childs.,44,68
12:06,2154,Joshua Treadwell Turnover.,44,68
12:06,252,Elijah Bryant Steal.,44,68
12:06,252,BYU  Timeout,44,68
12:00,252,TJ Haws missed Three Point Jumper.,44,68
12:00,2154,Joshua Treadwell Defensive Rebound.,44,68
11:43,2154,Joshua Treadwell missed Three Point Jumper.,44,68
11:43,252,Yoeli Childs Defensive Rebound.,44,68
11:31,2154,Foul on Keith Shivers.,44,68
11:31,252,Jamal Aytes missed Free Throw.,44,68
11:31,252,BYU Deadball Team Rebound.,44,68
11:31,252,Jamal Aytes made Free Throw.,44,69
11:23,252,Foul on Colby Leifson.,44,69
11:09,2154,Tre' Thomas missed Three Point Jumper.,44,69
11:09,252,Yoeli Childs Defensive Rebound.,44,69
11:00,252,Elijah Bryant made Layup.,44,71
11:00,2154,Foul on Tre' Thomas.,44,71
11:00,252,Elijah Bryant made Free Throw.,44,72
10:56,2154,Terry Harris Jr. missed Three Point Jumper.,44,72
10:56,252,Elijah Bryant Defensive Rebound.,44,72
10:47,252,Elijah Bryant missed Jumper.,44,72
10:47,252,Jamal Aytes Offensive Rebound.,44,72
10:44,252,Jamal Aytes made Jumper.,44,74
10:31,2154,Keith Shivers missed Jumper.,44,74
10:31,252,Yoeli Childs Defensive Rebound.,44,74
10:25,252,TJ Haws made Three Point Jumper. Assisted by Colby Leifson.,44,77
10:02,2154,Blake Simpson made Jumper.,46,77
9:52,252,Colby Leifson made Three Point Jumper. Assisted by Yoeli Childs.,46,80
9:37,2154,Dejuan Clayton made Jumper.,48,80
9:19,252,Yoeli Childs missed Jumper.,48,80
9:19,2154,Tre' Thomas Defensive Rebound.,48,80
9:14,2154,Tre' Thomas missed Three Point Jumper.,48,80
9:14,2154,Terry Harris Jr. Offensive Rebound.,48,80
9:06,2154,Terry Harris Jr. Turnover.,48,80
9:05,252,Yoeli Childs Steal.,48,80
9:02,252,Yoeli Childs Turnover.,48,80
9:01,2154,Dejuan Clayton Steal.,48,80
8:53,252,Foul on Elijah Bryant.,48,80
8:53,2154,Terry Harris Jr. made Free Throw.,49,80
8:53,2154,Terry Harris Jr. missed Free Throw.,49,80
8:53,252,Colby Leifson Defensive Rebound.,49,80
8:45,252,Payton Dastrup Turnover.,49,80
8:44,2154,Terry Harris Jr. Steal.,49,80
8:36,2154,Tre' Thomas Turnover.,49,80
8:35,252,Elijah Bryant Steal.,49,80
8:28,252,Payton Dastrup made Jumper. Assisted by Elijah Bryant.,49,82
8:13,2154,Dejuan Clayton missed Jumper.,49,82
8:13,2154,Terry Harris Jr. Offensive Rebound.,49,82
8:10,2154,Terry Harris Jr. missed Jumper.,49,82
8:10,2154,Izais Hicks Offensive Rebound.,49,82
8:07,252,Foul on Yoeli Childs.,49,82
8:07,2154,Izais Hicks missed Free Throw.,49,82
8:07,2154,Coppin St Deadball Team Rebound.,49,82
8:07,2154,Izais Hicks missed Free Throw.,49,82
8:07,252,Braiden Shaw Defensive Rebound.,49,82
7:51,252,Colby Leifson missed Three Point Jumper.,49,82
7:51,2154,Terry Harris Jr. Defensive Rebound.,49,82
7:43,2154,Lucian Brownlee missed Three Point Jumper.,49,82
7:43,2154,Coppin St Offensive Rebound.,49,82
7:41,252,Foul on Colby Leifson.,49,82
7:41,252,Official TV Timeout,49,82
7:36,2154,Izais Hicks missed Jumper.,49,82
7:36,2154,Juwan Davenport Offensive Rebound.,49,82
7:10,2154,Dejuan Clayton missed Jumper.,49,82
7:10,252,Zach Frampton Defensive Rebound.,49,82
6:52,252,Elijah Bryant missed Three Point Jumper.,49,82
6:52,252,Braiden Shaw Offensive Rebound.,49,82
6:48,252,Braiden Shaw made Jumper.,49,84
6:33,2154,Joshua Treadwell missed Three Point Jumper.,49,84
6:33,252,L.J. Rose Defensive Rebound.,49,84
6:06,252,Payton Dastrup missed Jumper.,49,84
6:06,2154,Dejuan Clayton Defensive Rebound.,49,84
5:56,2154,Joshua Treadwell missed Jumper.,49,84
5:56,2154,Joshua Treadwell Offensive Rebound.,49,84
5:53,252,Foul on Zach Frampton.,49,84
5:53,2154,Joshua Treadwell made Free Throw.,50,84
5:53,2154,Joshua Treadwell made Free Throw.,51,84
5:47,2154,Foul on Izais Hicks.,51,84
5:47,252,Elijah Bryant made Free Throw.,51,85
5:47,252,Elijah Bryant made Free Throw.,51,86
5:36,2154,Juwan Davenport missed Jumper.,51,86
5:36,252,Payton Dastrup Defensive Rebound.,51,86
5:13,2154,Foul on Rasool Hinson.,51,86
5:13,252,Steven Beo missed Free Throw.,51,86
5:13,2154,Rasool Hinson Defensive Rebound.,51,86
4:45,2154,Rasool Hinson missed Jumper.,51,86
4:45,252,Zach Frampton Defensive Rebound.,51,86
4:31,252,Payton Dastrup made Three Point Jumper. Assisted by Davin Guinn.,51,89
4:16,252,Foul on Payton Dastrup.,51,89
4:16,2154,Izais Hicks missed Free Throw.,51,89
4:16,2154,Coppin St Deadball Team Rebound.,51,89
4:16,2154,Izais Hicks missed Free Throw.,51,89
4:16,252,Payton Dastrup Defensive Rebound.,51,89
4:02,252,Zach Frampton missed Jumper.,51,89
4:02,2154,Juwan Davenport Defensive Rebound.,51,89
3:54,2154,Juwan Davenport Turnover.,51,89
3:53,252,Davin Guinn Steal.,51,89
3:51,252,Davin Guinn made Three Point Jumper.,51,92
3:41,2154,Lucian Brownlee missed Three Point Jumper.,51,92
3:41,2154,Juwan Davenport Offensive Rebound.,51,92
3:37,252,Foul on Zach Frampton.,51,92
3:37,252,Official TV Timeout,51,92
3:37,2154,Juwan Davenport missed Free Throw.,51,92
3:37,2154,Izais Hicks Offensive Rebound.,51,92
3:34,252,Foul on Payton Dastrup.,51,92
3:34,2154,Izais Hicks made Free Throw.,52,92
3:34,2154,Izais Hicks missed Free Throw.,52,92
3:34,252,Zach Frampton Defensive Rebound.,52,92
3:27,252,Davin Guinn missed Jumper.,52,92
3:27,2154,Izais Hicks Block.,52,92
3:25,2154,Juwan Davenport Defensive Rebound.,52,92
3:19,2154,Rasool Hinson made Layup.,54,92
3:13,2154,Foul on Lucian Brownlee.,54,92
3:13,252,Davin Guinn made Free Throw.,54,93
3:13,252,Davin Guinn made Free Throw.,54,94
2:46,2154,Izais Hicks missed Jumper.,54,94
2:46,252,Zach Frampton Defensive Rebound.,54,94
2:34,252,Payton Dastrup made Jumper. Assisted by Steven Beo.,54,96
2:11,2154,Juwan Davenport missed Three Point Jumper.,54,96
2:11,252,BYU Defensive Rebound.,54,96
1:55,252,Braiden Shaw Turnover.,54,96
1:55,252,Foul on Braiden Shaw.,54,96
1:33,252,Foul on Steven Beo.,54,96
1:33,2154,Dejuan Clayton made Free Throw.,55,96
1:33,2154,Dejuan Clayton made Free Throw.,56,96
1:17,252,Steven Beo missed Three Point Jumper.,56,96
1:17,2154,Lucian Brownlee Defensive Rebound.,56,96
1:09,2154,Rasool Hinson made Jumper.,58,96
1:09,2154,Rasool Hinson made Free Throw.,59,96
1:09,252,Colby Leifson missed Three Point Jumper.,59,96
1:09,2154,Mufaro Murinda Defensive Rebound.,59,96
1:09,252,Foul on Braiden Shaw.,58,96
0:24,2154,Juwan Davenport missed Jumper.,59,96
0:24,252,Steven Beo Defensive Rebound.,59,96
0:00,252,End of Game,59,96
