Mississippi State,2116,UCF,344
12:50,2116,Tacko Fall made Dunk.,10,24
12:37,344,Mario Kegler made Three Point Jumper. Assisted by Tyson Carter.,13,24
12:25,344,Foul on Eli Wright.,13,24
12:25,2116,Tanksley Efianayi missed Free Throw.,13,24
12:25,2116,UCF Deadball Team Rebound.,13,24
12:25,2116,Tanksley Efianayi missed Free Throw.,13,24
12:25,2116,UCF Deadball Team Rebound.,13,24
12:25,2116,Tanksley Efianayi made Free Throw.,13,25
12:07,344,Tyson Carter missed Three Point Jumper.,13,25
12:07,2116,Nick Banyard Defensive Rebound.,13,25
11:56,2116,Tacko Fall made Jumper. Assisted by Tanksley Efianayi.,13,27
11:38,344,Tyson Carter missed Three Point Jumper.,13,27
11:38,2116,Nick Banyard Defensive Rebound.,13,27
11:23,344,Foul on Mario Kegler.,13,27
11:23,2116,Official TV Timeout,13,27
11:23,2116,Nick Banyard missed Free Throw.,13,27
11:23,344,Tyson Carter Defensive Rebound.,13,27
10:57,344,I.J. Ready missed Three Point Jumper.,13,27
10:57,2116,Nick Banyard Defensive Rebound.,13,27
10:33,2116,B.J. Taylor made Layup.,13,29
10:24,2116,Foul on B.J. Taylor.,13,29
10:21,344,Aric Holman missed Three Point Jumper.,13,29
10:21,2116,B.J. Taylor Defensive Rebound.,13,29
9:54,2116,B.J. Taylor made Jumper.,13,31
9:36,344,Quinndary Weatherspoon missed Jumper.,13,31
9:36,2116,Matt Williams Defensive Rebound.,13,31
9:28,2116,Matt Williams missed Jumper.,13,31
9:28,344,Quinndary Weatherspoon Defensive Rebound.,13,31
9:20,344,Tyson Carter missed Three Point Jumper.,13,31
9:20,344,Quinndary Weatherspoon Offensive Rebound.,13,31
9:17,2116,Foul on Chad Brown.,13,31
9:17,344,Quinndary Weatherspoon made Free Throw.,14,31
9:17,344,Quinndary Weatherspoon made Free Throw.,15,31
9:03,2116,Tanksley Efianayi made Layup.,15,33
8:47,344,Tyson Carter missed Jumper.,15,33
8:47,2116,B.J. Taylor Defensive Rebound.,15,33
8:42,344,Foul on Schnider Herard.,15,33
8:42,2116,B.J. Taylor made Free Throw.,15,34
8:42,2116,B.J. Taylor made Free Throw.,15,35
8:35,344,I.J. Ready missed Three Point Jumper.,15,35
8:35,2116,B.J. Taylor Defensive Rebound.,15,35
8:23,2116,Tanksley Efianayi made Three Point Jumper. Assisted by B.J. Taylor.,15,38
8:22,344,Foul on E.J. Datcher.,15,38
8:22,2116,Tacko Fall missed Free Throw.,15,38
8:22,2116,UCF Deadball Team Rebound.,15,38
8:22,2116,Tacko Fall missed Free Throw.,15,38
8:22,2116,Tanksley Efianayi Offensive Rebound.,15,38
8:22,2116,Tanksley Efianayi Turnover.,15,38
8:22,344,Aric Holman Steal.,15,38
8:08,344,Quinndary Weatherspoon missed Jumper.,15,38
8:08,2116,B.J. Taylor Defensive Rebound.,15,38
7:48,2116,Tacko Fall made Dunk.,15,40
7:24,344,I.J. Ready made Jumper.,17,40
6:59,2116,Matt Williams made Jumper.,17,42
6:59,344,Foul on Eli Wright.,17,42
6:59,2116,Official TV Timeout,17,42
6:59,2116,Matt Williams made Free Throw.,17,43
6:36,2116,Foul on Tanksley Efianayi.,17,43
6:30,344,E.J. Datcher made Jumper. Assisted by I.J. Ready.,19,43
6:15,344,Foul on Tyson Carter.,19,43
6:15,2116,Tanksley Efianayi made Free Throw.,19,44
6:15,2116,Tanksley Efianayi made Free Throw.,19,45
6:01,344,Quinndary Weatherspoon missed Jumper.,19,45
6:01,2116,Tacko Fall Defensive Rebound.,19,45
5:47,2116,Tacko Fall made Dunk. Assisted by B.J. Taylor.,19,47
5:19,344,I.J. Ready missed Three Point Jumper.,19,47
5:19,344,Aric Holman Offensive Rebound.,19,47
5:09,344,Aric Holman made Layup.,21,47
5:09,2116,Foul on Tacko Fall.,21,47
5:09,344,Aric Holman made Free Throw.,22,47
4:53,2116,Chad Brown missed Layup.,22,47
4:53,344,E.J. Datcher Block.,22,47
4:53,2116,UCF Offensive Rebound.,22,47
4:52,344,Foul on E.J. Datcher.,22,47
4:52,2116,Chad Brown made Free Throw.,22,48
4:52,2116,Chad Brown made Free Throw.,22,49
4:39,344,Aric Holman made Dunk. Assisted by Quinndary Weatherspoon.,24,49
4:25,2116,Matt Williams missed Three Point Jumper.,24,49
4:25,344,Mississippi St Defensive Rebound.,24,49
4:17,344,Aric Holman Turnover.,24,49
4:17,2116,Chad Brown Steal.,24,49
3:49,2116,Foul on Tanksley Efianayi.,24,49
3:49,2116,Tanksley Efianayi Turnover.,24,49
3:49,2116,Official TV Timeout,24,49
3:29,344,Quinndary Weatherspoon missed Jumper.,24,49
3:29,2116,Chad Brown Defensive Rebound.,24,49
3:03,2116,B.J. Taylor missed Layup.,24,49
3:03,344,Quinndary Weatherspoon Defensive Rebound.,24,49
2:57,344,I.J. Ready made Layup. Assisted by Quinndary Weatherspoon.,26,49
2:53,2116,UCF  Timeout,26,49
2:42,2116,B.J. Taylor missed Layup.,26,49
2:42,344,E.J. Datcher Block.,26,49
2:42,344,E.J. Datcher Defensive Rebound.,26,49
2:35,2116,Foul on Nathan Laing.,26,49
2:35,344,Quinndary Weatherspoon made Free Throw.,27,49
2:35,344,Quinndary Weatherspoon made Free Throw.,28,49
2:17,2116,Tacko Fall missed Jumper.,28,49
2:17,344,Tyson Carter Defensive Rebound.,28,49
2:03,344,Tyson Carter made Three Point Jumper. Assisted by Quinndary Weatherspoon.,31,49
1:39,2116,Nick Banyard made Layup. Assisted by B.J. Taylor.,31,51
1:31,344,Quinndary Weatherspoon missed Layup.,31,51
1:31,2116,Tacko Fall Block.,31,51
1:31,2116,Nathan Laing Defensive Rebound.,31,51
1:11,2116,Matt Williams made Jumper. Assisted by B.J. Taylor.,31,53
0:48,344,E.J. Datcher missed Jumper.,31,53
0:48,344,Aric Holman Offensive Rebound.,31,53
0:35,344,I.J. Ready made Jumper.,33,53
0:10,2116,B.J. Taylor missed Jumper.,33,53
0:10,344,Mississippi St Defensive Rebound.,33,53
0:04,2116,Foul on Tacko Fall.,33,53
0:04,344,E.J. Datcher missed Free Throw.,33,53
0:04,344,Quinndary Weatherspoon Offensive Rebound.,33,53
0:02,344,Quinndary Weatherspoon Turnover.,33,53
0:00,2116,End of 1st half,33,53
20:00,2116,Jump Ball won by UCF,33,53
19:50,2116,B.J. Taylor missed Jumper.,33,53
19:50,344,E.J. Datcher Block.,33,53
19:50,2116,Tanksley Efianayi Offensive Rebound.,33,53
19:43,2116,Tacko Fall made Dunk. Assisted by Tanksley Efianayi.,33,55
19:15,344,I.J. Ready missed Jumper.,33,55
19:15,2116,Nick Banyard Defensive Rebound.,33,55
19:06,2116,Nick Banyard Turnover.,33,55
19:06,344,I.J. Ready Steal.,33,55
19:02,344,I.J. Ready made Layup.,35,55
18:53,2116,Tacko Fall made Dunk.,35,57
18:38,344,Tyson Carter missed Jumper.,35,57
18:38,2116,Nick Banyard Defensive Rebound.,35,57
18:14,2116,Nick Banyard missed Three Point Jumper.,35,57
18:14,344,E.J. Datcher Defensive Rebound.,35,57
18:04,344,Quinndary Weatherspoon missed Three Point Jumper.,35,57
18:04,2116,B.J. Taylor Defensive Rebound.,35,57
17:47,2116,Tanksley Efianayi missed Jumper.,35,57
17:47,344,Aric Holman Defensive Rebound.,35,57
17:34,344,I.J. Ready Turnover.,35,57
17:31,2116,B.J. Taylor missed Three Point Jumper.,35,57
17:31,344,Quinndary Weatherspoon Defensive Rebound.,35,57
17:14,344,Mario Kegler Turnover.,35,57
17:02,344,Foul on E.J. Datcher.,35,57
16:55,2116,Matt Williams missed Three Point Jumper.,35,57
16:55,344,Quinndary Weatherspoon Defensive Rebound.,35,57
16:46,344,Tyson Carter made Three Point Jumper. Assisted by I.J. Ready.,38,57
16:25,2116,B.J. Taylor missed Jumper.,38,57
16:25,344,I.J. Ready Defensive Rebound.,38,57
16:20,344,I.J. Ready missed Jumper.,38,57
16:20,344,I.J. Ready Offensive Rebound.,38,57
16:13,344,Quinndary Weatherspoon missed Three Point Jumper.,38,57
16:13,2116,Nick Banyard Defensive Rebound.,38,57
16:00,2116,Tanksley Efianayi missed Three Point Jumper.,38,57
16:00,2116,Tacko Fall Offensive Rebound.,38,57
15:57,2116,Tacko Fall missed Jumper.,38,57
15:57,344,Mississippi St Defensive Rebound.,38,57
15:57,2116,Official TV Timeout,38,57
15:47,344,Tyson Carter missed Three Point Jumper.,38,57
15:47,2116,Nick Banyard Defensive Rebound.,38,57
15:28,2116,Tacko Fall Turnover.,38,57
15:28,344,Mario Kegler Steal.,38,57
15:22,2116,Foul on Matt Williams.,38,57
15:22,344,Tyson Carter made Free Throw.,39,57
15:22,344,Tyson Carter made Free Throw.,40,57
15:08,2116,B.J. Taylor made Three Point Jumper. Assisted by Tacko Fall.,40,60
14:49,344,Tyson Carter missed Three Point Jumper.,40,60
14:49,2116,Tacko Fall Defensive Rebound.,40,60
14:24,2116,Tanksley Efianayi missed Three Point Jumper.,40,60
14:24,344,Quinndary Weatherspoon Defensive Rebound.,40,60
14:19,344,Quinndary Weatherspoon made Layup.,42,60
14:02,344,Foul on Mario Kegler.,42,60
14:01,2116,Nick Banyard missed Jumper.,42,60
14:01,344,Aric Holman Defensive Rebound.,42,60
13:56,344,Aric Holman Turnover.,42,60
13:56,2116,B.J. Taylor Steal.,42,60
13:48,2116,B.J. Taylor made Jumper.,42,62
13:31,2116,Foul on Chad Brown.,42,62
13:31,344,Schnider Herard made Free Throw.,43,62
13:31,344,Schnider Herard made Free Throw.,44,62
13:22,2116,Matt Williams made Three Point Jumper. Assisted by B.J. Taylor.,44,65
13:03,2116,Foul on Chad Brown.,44,65
13:03,344,Eli Wright made Free Throw.,45,65
13:03,344,Eli Wright made Free Throw.,46,65
12:52,2116,Foul on Nick Banyard.,46,65
12:52,2116,Nick Banyard Turnover.,46,65
12:34,2116,Foul on Chad Brown.,46,65
12:34,344,Aric Holman made Free Throw.,47,65
12:34,344,Aric Holman missed Free Throw.,47,65
12:34,2116,Tacko Fall Defensive Rebound.,47,65
12:14,2116,Tanksley Efianayi missed Layup.,47,65
12:14,2116,Tanksley Efianayi Offensive Rebound.,47,65
12:04,2116,Tanksley Efianayi Turnover.,47,65
12:04,344,Quinndary Weatherspoon Steal.,47,65
12:02,344,Tyson Carter missed Three Point Jumper.,47,65
12:02,2116,Matt Williams Defensive Rebound.,47,65
12:02,344,Foul on Tyson Carter.,47,65
12:02,2116,Matt Williams made Free Throw.,47,66
12:02,2116,Matt Williams made Free Throw.,47,67
11:46,344,I.J. Ready Turnover.,47,67
11:46,2116,Official TV Timeout,47,67
11:34,344,Foul on Schnider Herard.,47,67
11:11,2116,Tanksley Efianayi Turnover.,47,67
11:11,344,Tyson Carter Steal.,47,67
11:04,344,I.J. Ready missed Jumper.,47,67
11:04,2116,Matt Williams Defensive Rebound.,47,67
10:42,344,Foul on E.J. Datcher.,47,67
10:14,2116,Tacko Fall made Dunk. Assisted by B.J. Taylor.,47,69
9:56,344,Eli Wright missed Three Point Jumper.,47,69
9:56,2116,Tacko Fall Defensive Rebound.,47,69
9:42,2116,Tacko Fall made Dunk. Assisted by Nathan Laing.,47,71
9:36,344,Quinndary Weatherspoon made Layup.,49,71
9:36,2116,Foul on Matt Williams.,49,71
9:36,344,Quinndary Weatherspoon made Free Throw.,50,71
9:11,2116,Tanksley Efianayi made Jumper.,50,73
8:57,344,Quinndary Weatherspoon made Layup.,52,73
8:42,2116,Tanksley Efianayi missed Three Point Jumper.,52,73
8:42,2116,Tanksley Efianayi Offensive Rebound.,52,73
8:42,2116,Tanksley Efianayi missed Two Point Tip Shot.,52,73
8:42,344,Schnider Herard Defensive Rebound.,52,73
8:30,344,Quinndary Weatherspoon missed Layup.,52,73
8:30,344,Aric Holman Offensive Rebound.,52,73
8:30,344,Aric Holman missed Two Point Tip Shot.,52,73
8:30,2116,Tanksley Efianayi Defensive Rebound.,52,73
8:10,2116,Tanksley Efianayi Turnover.,52,73
8:10,344,Tyson Carter Steal.,52,73
7:39,344,Quinndary Weatherspoon missed Three Point Jumper.,52,73
7:39,2116,Chad Brown Defensive Rebound.,52,73
7:12,2116,Chad Brown made Layup. Assisted by B.J. Taylor.,52,75
7:04,2116,Foul on Chad Brown.,52,75
7:04,2116,Official TV Timeout,52,75
7:04,344,Schnider Herard missed Free Throw.,52,75
7:04,344,Mario Kegler Offensive Rebound.,52,75
7:04,344,Mario Kegler missed Layup.,52,75
7:04,2116,Tacko Fall Defensive Rebound.,52,75
6:57,2116,Tacko Fall missed Jumper.,52,75
6:57,2116,Nick Banyard Offensive Rebound.,52,75
6:43,344,Foul on E.J. Datcher.,52,75
6:43,2116,Nick Banyard made Free Throw.,52,76
6:43,2116,Nick Banyard missed Free Throw.,52,76
6:43,344,Mario Kegler Defensive Rebound.,52,76
6:29,344,Mario Kegler missed Jumper.,52,76
6:29,2116,Nick Banyard Defensive Rebound.,52,76
5:59,2116,Nathan Laing missed Layup.,52,76
5:59,2116,Tacko Fall Offensive Rebound.,52,76
5:45,2116,Tacko Fall made Layup.,52,78
5:36,344,I.J. Ready made Jumper.,54,78
5:00,2116,B.J. Taylor missed Three Point Jumper.,54,78
5:00,2116,Nick Banyard Offensive Rebound.,54,78
4:59,344,Foul on Eli Wright.,54,78
4:59,2116,Nick Banyard missed Free Throw.,54,78
4:59,344,Schnider Herard Defensive Rebound.,54,78
4:45,344,I.J. Ready made Three Point Jumper. Assisted by Quinndary Weatherspoon.,57,78
4:19,2116,Matt Williams missed Three Point Jumper.,57,78
4:19,344,I.J. Ready Defensive Rebound.,57,78
4:13,2116,Foul on Nick Banyard.,57,78
4:13,344,I.J. Ready made Free Throw.,58,78
4:13,344,I.J. Ready made Free Throw.,59,78
3:59,344,Foul on I.J. Ready.,59,78
3:59,2116,Official TV Timeout,59,78
3:59,2116,B.J. Taylor made Free Throw.,59,79
3:59,2116,B.J. Taylor made Free Throw.,59,80
3:50,344,I.J. Ready missed Three Point Jumper.,59,80
3:50,2116,Tacko Fall Defensive Rebound.,59,80
3:20,2116,Tacko Fall made Layup. Assisted by Nathan Laing.,59,82
3:09,344,I.J. Ready missed Layup.,59,82
3:09,2116,Tacko Fall Block.,59,82
3:09,2116,B.J. Taylor Defensive Rebound.,59,82
2:57,2116,B.J. Taylor made Layup.,59,84
2:39,344,Quinndary Weatherspoon missed Jumper.,59,84
2:39,344,Mississippi St Offensive Rebound.,59,84
2:36,344,Mario Kegler made Jumper. Assisted by Tyson Carter.,61,84
2:19,2116,Tacko Fall Turnover.,61,84
2:19,344,Mario Kegler Steal.,61,84
2:14,2116,Foul on Nathan Laing.,61,84
2:14,344,Tyson Carter missed Free Throw.,61,84
2:14,344,Mississippi St Deadball Team Rebound.,61,84
2:14,344,Tyson Carter missed Free Throw.,61,84
2:14,2116,Tanksley Efianayi Defensive Rebound.,61,84
1:55,2116,Brock Stephenson missed Jumper.,61,84
1:55,344,Mario Kegler Defensive Rebound.,61,84
1:44,344,Mario Kegler missed Three Point Jumper.,61,84
1:44,344,L.J. Singleton Offensive Rebound.,61,84
1:35,344,Schnider Herard missed Layup.,61,84
1:35,2116,Nick Banyard Defensive Rebound.,61,84
1:26,2116,Tanksley Efianayi missed Three Point Jumper.,61,84
1:26,2116,Brock Stephenson Offensive Rebound.,61,84
1:10,2116,Nathan Laing missed Jumper.,61,84
1:10,344,Mario Kegler Defensive Rebound.,61,84
1:04,344,Mario Kegler Turnover.,61,84
1:04,2116,Nathan Laing Steal.,61,84
0:57,2116,Nick Banyard missed Layup.,61,84
0:57,344,L.J. Singleton Defensive Rebound.,61,84
0:50,344,Schnider Herard missed Jumper.,61,84
0:50,2116,Nick Banyard Defensive Rebound.,61,84
0:25,2116,Tanksley Efianayi made Layup.,61,86
0:12,344,Tyson Carter missed Layup.,61,86
0:12,2116,Tanksley Efianayi Defensive Rebound.,61,86
