Antelope Valley,Error,Sacramento State,16
5:31,16,Nick Hornsby Turnover.,17,26
5:29,-1,Aragad Abramian Steal.,17,26
5:21,-1,Shane Shelton missed Three Point Jumper.,17,26
5:21,16,Trevis Jackson Defensive Rebound.,17,26
5:08,16,Justin Strings missed Three Point Jumper.,17,26
5:08,-1,Franky Teran Defensive Rebound.,17,26
5:05,16,Foul on Nick Hornsby.,17,26
4:48,-1,Franky Teran made Layup. Assisted by Shane Shelton.,19,26
4:48,16,Foul on Trevis Jackson.,19,26
4:48,-1,Franky Teran made Free Throw.,20,26
4:28,-1,Foul on Aragad Abramian.,20,26
4:28,16,Trevis Jackson made Free Throw.,20,27
4:28,16,Trevis Jackson made Free Throw.,20,28
4:13,-1,Shane Shelton made Three Point Jumper. Assisted by Jacob Bowman.,23,28
3:54,16,Justin Strings Turnover.,23,28
3:54,16,Official TV Timeout,23,28
3:38,-1,Shane Shelton missed Three Point Jumper.,23,28
3:38,-1,Franky Teran Offensive Rebound.,23,28
3:31,-1,Jacob Bowman missed Jumper.,23,28
3:31,16,Izayah M Le'Afa Defensive Rebound.,23,28
3:00,16,Grant Dressler missed Dunk.,23,28
3:00,-1,Devonne Nolan Defensive Rebound.,23,28
2:54,-1,Franky Teran missed Layup.,23,28
2:54,16,Jiday Ugbaja Defensive Rebound.,23,28
2:47,16,Marcus Graves made Layup. Assisted by Grant Dressler.,23,30
2:47,-1,Foul on Steve Bush.,23,30
2:47,16,Marcus Graves made Free Throw.,23,31
2:37,-1,Devonne Nolan made Jumper.,25,31
2:18,16,Marcus Graves made Layup. Assisted by Jiday Ugbaja.,25,33
1:58,-1,Shane Shelton made Three Point Jumper. Assisted by Jacob Bowman.,28,33
1:42,16,Nick Hornsby missed Jumper.,28,33
1:42,-1,Jacob Bowman Block.,28,33
1:40,-1,Jonathan Parker Defensive Rebound.,28,33
1:35,16,Foul on Jiday Ugbaja.,28,33
1:35,-1,Devonne Nolan Turnover.,28,33
1:33,16,Trevis Jackson Steal.,28,33
1:31,16,Nick Hornsby made Layup. Assisted by Izayah M Le'Afa.,28,35
1:18,-1,Franky Teran made Layup.,30,35
1:06,-1,Foul on Jacob Bowman.,30,35
1:06,16,Grant Dressler made Free Throw.,30,36
1:06,16,Grant Dressler missed Free Throw.,30,36
1:06,-1,Jacob Bowman Defensive Rebound.,30,36
0:46,-1,Franky Teran made Three Point Jumper. Assisted by Jacob Bowman.,33,36
0:22,16,Grant Dressler missed Three Point Jumper.,33,36
0:22,-1,Jonathan Parker Defensive Rebound.,33,36
0:01,-1,Foul on Devonne Nolan.,33,36
0:01,-1,Devonne Nolan Turnover.,33,36
0:00,16,End of 1st half,33,36
19:50,-1,Jonathan Parker made Layup. Assisted by Aragad Abramian.,35,36
19:37,16,Marcus Graves missed Three Point Jumper.,35,36
19:37,-1,Jonathan Parker Defensive Rebound.,35,36
19:19,-1,Aragad Abramian missed Three Point Jumper.,35,36
19:19,16,Nick Hornsby Defensive Rebound.,35,36
19:10,16,Nick Hornsby Turnover.,35,36
19:09,-1,Franky Teran Steal.,35,36
19:02,-1,Aragad Abramian made Three Point Jumper. Assisted by Terrence Blum.,38,36
18:35,16,Foul on Eric Stuteville.,38,36
18:35,16,Eric Stuteville Turnover.,38,36
18:22,-1,Devonne Nolan Turnover.,38,36
18:21,16,Nick Hornsby Steal.,38,36
18:15,16,Justin Strings missed Three Point Jumper.,38,36
18:15,16,Nick Hornsby Offensive Rebound.,38,36
18:10,16,Nick Hornsby made Layup.,38,38
17:43,-1,Jonathan Parker missed Layup.,38,38
17:43,-1,Jonathan Parker Offensive Rebound.,38,38
17:39,-1,Jonathan Parker Turnover.,38,38
17:38,16,Trevis Jackson Steal.,38,38
17:36,16,Trevis Jackson made Layup.,38,40
17:17,-1,Terrence Blum missed Three Point Jumper.,38,40
17:17,16,Nick Hornsby Defensive Rebound.,38,40
17:09,16,Marcus Graves made Jumper.,38,42
16:52,-1,Aragad Abramian missed Layup.,38,42
16:52,16,Eric Stuteville Block.,38,42
16:50,16,Justin Strings Defensive Rebound.,38,42
16:44,16,Marcus Graves made Layup. Assisted by Justin Strings.,38,44
16:25,-1,Devonne Nolan made Layup. Assisted by Aragad Abramian.,40,44
16:02,16,Marcus Graves made Jumper.,40,46
15:44,16,Foul on Trevis Jackson.,40,46
15:44,16,Official TV Timeout,40,46
15:36,-1,Jonathan Parker made Jumper. Assisted by Jacob Bowman.,42,46
15:17,16,Eric Stuteville made Jumper.,42,48
14:46,-1,Aragad Abramian missed Jumper.,42,48
14:46,16,Justin Strings Defensive Rebound.,42,48
14:42,-1,Foul on Jonathan Parker.,42,48
14:42,16,Marcus Graves missed Free Throw.,42,48
14:42,16,Sacramento St Deadball Team Rebound.,42,48
14:42,16,Marcus Graves made Free Throw.,42,49
14:30,16,Foul on Jeff Wu.,42,49
14:30,-1,Shane Shelton made Free Throw.,43,49
14:30,-1,Shane Shelton made Free Throw.,44,49
14:08,16,Grant Dressler made Three Point Jumper. Assisted by Marcus Graves.,44,52
13:43,-1,Devonne Nolan missed Jumper.,44,52
13:43,-1,Franky Teran Offensive Rebound.,44,52
13:39,-1,Franky Teran missed Layup.,44,52
13:39,16,Eric Stuteville Block.,44,52
13:37,16,Marcus Graves Defensive Rebound.,44,52
13:34,16,Marcus Graves Turnover.,44,52
13:04,-1,Devonne Nolan Turnover.,44,52
13:04,16,Grant Dressler Steal.,44,52
12:44,16,Marcus Graves missed Jumper.,44,52
12:44,-1,Jacob Bowman Defensive Rebound.,44,52
12:28,-1,Jacob Bowman made Jumper. Assisted by Devonne Nolan.,46,52
12:05,16,Jeff Wu missed Jumper.,46,52
12:05,-1,Jonathan Parker Block.,46,52
12:02,-1,Franky Teran Defensive Rebound.,46,52
11:59,-1,Shane Shelton missed Jumper.,46,52
11:59,16,Matt Battaglia Block.,46,52
11:59,16,Matt Battaglia Defensive Rebound.,46,52
11:59,16,Official TV Timeout,46,52
11:46,16,Izayah M Le'Afa missed Three Point Jumper.,46,52
11:46,-1,Jonathan Parker Defensive Rebound.,46,52
11:33,-1,Franky Teran missed Layup.,46,52
11:33,16,Matt Battaglia Defensive Rebound.,46,52
11:15,16,Matt Battaglia made Three Point Jumper. Assisted by Marcus Graves.,46,55
10:58,-1,Franky Teran made Jumper. Assisted by Jacob Bowman.,48,55
10:53,16,Izayah M Le'Afa Turnover.,48,55
10:29,-1,Jacob Bowman missed Jumper.,48,55
10:29,-1,Jonathan Parker Offensive Rebound.,48,55
10:26,16,Foul on Trevis Jackson.,48,55
10:26,-1,Jonathan Parker made Free Throw.,49,55
10:26,-1,Jonathan Parker missed Free Throw.,49,55
10:26,16,Izayah M Le'Afa Defensive Rebound.,49,55
10:15,16,Matt Battaglia made Three Point Jumper. Assisted by Izayah M Le'Afa.,49,58
9:46,-1,Jonathan Parker made Three Point Jumper. Assisted by Shane Shelton.,52,58
9:29,16,Izayah M Le'Afa missed Layup.,52,58
9:29,-1,Jacob Bowman Defensive Rebound.,52,58
9:20,-1,Jacob Bowman made Jumper.,54,58
9:04,16,Justin Strings missed Jumper.,54,58
9:04,-1,Franky Teran Defensive Rebound.,54,58
8:48,-1,Jonathan Parker missed Jumper.,54,58
8:48,16,Justin Strings Defensive Rebound.,54,58
8:28,16,Izayah M Le'Afa Turnover.,54,58
8:26,-1,Aragad Abramian Steal.,54,58
8:25,16,Foul on Izayah M Le'Afa.,54,58
8:21,-1,Foul on Franky Teran.,54,58
8:21,-1,Franky Teran Turnover.,54,58
8:11,16,Nick Hornsby missed Jumper.,54,58
8:11,-1,Antelope Valley Defensive Rebound.,54,58
8:01,-1,Devonne Nolan missed Jumper.,54,58
8:01,16,Eric Stuteville Defensive Rebound.,54,58
7:33,16,Nick Hornsby missed Jumper.,54,58
7:33,-1,Aragad Abramian Defensive Rebound.,54,58
7:24,-1,Aragad Abramian missed Three Point Jumper.,54,58
7:24,16,Matt Battaglia Defensive Rebound.,54,58
7:14,16,Marcus Graves made Layup.,54,60
6:47,16,Foul on Trevis Jackson.,54,60
6:47,16,Official TV Timeout,54,60
6:32,-1,Terrence Blum missed Jumper.,54,60
6:32,16,Justin Strings Defensive Rebound.,54,60
6:26,16,Matt Battaglia missed Three Point Jumper.,54,60
6:26,-1,Terrence Blum Defensive Rebound.,54,60
6:16,16,Foul on Grant Dressler.,54,60
6:16,-1,Franky Teran made Free Throw.,55,60
6:16,-1,Franky Teran missed Free Throw.,55,60
6:16,16,Justin Strings Defensive Rebound.,55,60
6:03,16,Justin Strings missed Jumper.,55,60
6:03,-1,Terrence Blum Defensive Rebound.,55,60
5:56,-1,Aragad Abramian Turnover.,55,60
5:42,16,Matt Battaglia made Three Point Jumper. Assisted by Marcus Graves.,55,63
5:30,16,Foul on Grant Dressler.,55,63
5:30,-1,Franky Teran made Free Throw.,56,63
5:30,-1,Franky Teran missed Free Throw.,56,63
5:30,16,Justin Strings Defensive Rebound.,56,63
5:21,-1,Foul on Terrence Blum.,56,63
5:17,16,Justin Strings missed Jumper.,56,63
5:17,16,Eric Stuteville Offensive Rebound.,56,63
5:14,16,Eric Stuteville made Layup.,56,65
5:05,-1,Jacob Bowman made Jumper.,58,65
4:48,16,Grant Dressler made Jumper. Assisted by Matt Battaglia.,58,67
4:28,-1,Jacob Bowman missed Three Point Jumper.,58,67
4:28,16,Eric Stuteville Block.,58,67
4:26,16,Grant Dressler Defensive Rebound.,58,67
4:12,16,Grant Dressler missed Layup.,58,67
4:12,16,Eric Stuteville Offensive Rebound.,58,67
4:09,16,Eric Stuteville made Layup.,58,69
3:52,16,Foul on Matt Battaglia.,58,69
3:52,16,Official TV Timeout,58,69
3:52,-1,Devonne Nolan missed Free Throw.,58,69
3:52,-1,Antelope Valley Deadball Team Rebound.,58,69
3:52,-1,Devonne Nolan missed Free Throw.,58,69
3:52,16,Justin Strings Defensive Rebound.,58,69
3:36,-1,Foul on Jonathan Parker.,58,69
3:36,16,Eric Stuteville missed Free Throw.,58,69
3:36,16,Sacramento St Deadball Team Rebound.,58,69
3:36,16,Eric Stuteville made Free Throw.,58,70
3:18,-1,Devonne Nolan missed Jumper.,58,70
3:18,16,Grant Dressler Defensive Rebound.,58,70
3:03,16,Justin Strings made Jumper. Assisted by Grant Dressler.,58,72
2:46,-1,Jonathan Parker missed Three Point Jumper.,58,72
2:46,16,Justin Strings Defensive Rebound.,58,72
2:35,16,Matt Battaglia made Three Point Jumper. Assisted by Grant Dressler.,58,75
2:29,-1,Antelope Valley  Timeout,58,75
2:16,-1,Devonne Nolan made Jumper.,60,75
2:05,-1,Foul on Jonathan Parker.,60,75
1:48,16,Justin Strings missed Jumper.,60,75
1:48,-1,Shane Shelton Defensive Rebound.,60,75
1:33,-1,Devonne Nolan missed Three Point Jumper.,60,75
1:33,16,Marcus Graves Defensive Rebound.,60,75
1:32,-1,Foul on Franky Teran.,60,75
1:09,16,Marcus Graves missed Layup.,60,75
1:09,16,Justin Strings Offensive Rebound.,60,75
1:06,16,Justin Strings made Layup.,60,77
1:05,-1,Foul on Jonathan Parker.,60,77
1:05,16,Justin Strings made Free Throw.,60,78
0:53,-1,Shane Shelton missed Three Point Jumper.,60,78
0:53,16,Eric Stuteville Defensive Rebound.,60,78
0:44,-1,Foul on Franky Teran.,60,78
0:44,16,Marcus Graves made Free Throw.,60,79
0:44,16,Marcus Graves made Free Throw.,60,80
0:37,-1,Franky Teran missed Three Point Jumper.,60,80
0:37,16,Marcus Graves Defensive Rebound.,60,80
0:31,16,Grant Dressler made Dunk. Assisted by Marcus Graves.,60,82
0:15,-1,Devonne Nolan missed Jumper.,60,82
0:15,16,Justin Strings Defensive Rebound.,60,82
0:00,16,End of Game,60,82
