Lehigh,43,Yale,2329
5:17,2329,Austin Price missed Layup.,24,27
5:17,43,Miye Oni Block.,24,27
5:16,43,Blake Reynolds Defensive Rebound.,24,27
5:03,43,Sam Downey missed Layup.,24,27
5:03,2329,Lehigh Defensive Rebound.,24,27
4:45,2329,Kyle Leufroy made Three Point Jumper. Assisted by Austin Price.,27,27
4:18,2329,Foul on Pat Andree.,27,27
4:18,43,Anthony Dallier made Free Throw.,27,28
4:18,43,Anthony Dallier made Free Throw.,27,29
4:05,43,Foul on Miye Oni.,27,29
4:05,2329,Kyle Leufroy made Free Throw.,28,29
4:05,2329,Kyle Leufroy made Free Throw.,29,29
4:00,2329,Foul on Kahron Ross.,29,29
4:00,43,Anthony Dallier made Free Throw.,29,30
4:00,43,Anthony Dallier missed Free Throw.,29,30
4:00,2329,Tim Kempton Defensive Rebound.,29,30
3:42,2329,Tim Kempton missed Jumper.,29,30
3:42,43,Miye Oni Defensive Rebound.,29,30
3:26,43,Sam Downey missed Layup.,29,30
3:26,2329,Pat Andree Defensive Rebound.,29,30
3:18,43,Foul on Blake Reynolds.,29,30
3:18,43,Official TV Timeout,29,30
3:18,2329,Tim Kempton missed Free Throw.,29,30
3:18,2329,Lehigh Deadball Team Rebound.,29,30
3:18,2329,Tim Kempton made Free Throw.,30,30
2:53,43,Miye Oni made Dunk. Assisted by Anthony Dallier.,30,32
2:49,2329,Tim Kempton Turnover.,30,32
2:47,43,Anthony Dallier Steal.,30,32
2:46,43,Anthony Dallier made Layup.,30,34
2:30,43,Foul on Sam Downey.,30,34
2:30,2329,Tim Kempton made Free Throw.,31,34
2:30,2329,Tim Kempton made Free Throw.,32,34
2:07,43,Sam Downey missed Three Point Jumper.,32,34
2:07,43,Trey Phills Offensive Rebound.,32,34
2:04,43,Trey Phills made Two Point Tip Shot.,32,36
1:47,2329,Kyle Leufroy made Three Point Jumper. Assisted by Jordan Cohen.,35,36
1:09,43,Sam Downey missed Three Point Jumper.,35,36
1:09,2329,Austin Price Defensive Rebound.,35,36
0:57,2329,Tim Kempton missed Layup.,35,36
0:57,43,Sam Downey Defensive Rebound.,35,36
0:51,43,Yale  Timeout,35,36
0:40,43,Alex Copeland made Layup.,35,38
0:20,2329,Kyle Leufroy missed Three Point Jumper.,35,38
0:20,2329,Pat Andree Offensive Rebound.,35,38
0:14,2329,Pat Andree Turnover.,35,38
0:13,43,Sam Downey Steal.,35,38
0:02,43,Alex Copeland made Jumper.,35,40
0:00,43,End of 1st half,35,40
19:48,2329,Tim Kempton missed Jumper.,35,40
19:48,43,Miye Oni Defensive Rebound.,35,40
19:37,43,Blake Reynolds Turnover.,35,40
19:22,2329,Tim Kempton made Jumper. Assisted by Matt Holba.,37,40
19:01,43,Miye Oni missed Three Point Jumper.,37,40
19:01,43,Blake Reynolds Offensive Rebound.,37,40
18:59,2329,Foul on Austin Price.,37,40
18:43,43,Trey Phills made Layup. Assisted by Anthony Dallier.,37,42
18:23,43,Foul on Sam Downey.,37,42
18:17,2329,Tim Kempton made Layup.,39,42
17:57,2329,Foul on Brandon Alston.,39,42
17:47,43,Sam Downey missed Layup.,39,42
17:47,2329,Tim Kempton Defensive Rebound.,39,42
17:38,2329,Matt Holba missed Three Point Jumper.,39,42
17:38,43,Trey Phills Defensive Rebound.,39,42
17:28,43,Foul on Blake Reynolds.,39,42
17:28,43,Blake Reynolds Turnover.,39,42
17:12,2329,Tim Kempton missed Jumper.,39,42
17:12,43,Miye Oni Defensive Rebound.,39,42
16:56,43,Sam Downey made Jumper. Assisted by Anthony Dallier.,39,44
16:46,2329,Kyle Leufroy made Three Point Jumper. Assisted by Matt Holba.,42,44
16:31,43,Austin Williams made Layup. Assisted by Miye Oni.,42,46
16:22,43,Foul on Miye Oni.,42,46
16:18,43,Foul on Austin Williams.,42,46
16:15,2329,Kyle Leufroy Turnover.,42,46
15:57,43,Trey Phills missed Layup.,42,46
15:57,2329,Tim Kempton Defensive Rebound.,42,46
15:42,2329,Tim Kempton made Layup. Assisted by Matt Holba.,44,46
15:16,43,Austin Williams missed Layup.,44,46
15:16,2329,Tim Kempton Defensive Rebound.,44,46
14:58,43,Official TV Timeout,44,46
14:47,2329,Kahron Ross missed Jumper.,44,46
14:47,43,Miye Oni Block.,44,46
14:44,43,Yale Defensive Rebound.,44,46
14:37,43,Anthony Dallier Turnover.,44,46
14:36,2329,Kyle Leufroy Steal.,44,46
14:27,2329,Matt Holba made Layup. Assisted by Kyle Leufroy.,46,46
14:11,43,Miye Oni made Three Point Jumper. Assisted by Anthony Dallier.,46,49
13:47,2329,Matt Holba made Jumper. Assisted by Kahron Ross.,48,49
13:17,43,Austin Williams made Jumper. Assisted by Anthony Dallier.,48,51
13:10,43,Foul on Anthony Dallier.,48,51
13:10,2329,Kyle Leufroy made Free Throw.,49,51
13:10,2329,Kyle Leufroy made Free Throw.,50,51
12:45,43,Sam Downey made Jumper. Assisted by Alex Copeland.,50,53
12:28,2329,Tim Kempton made Jumper.,52,53
12:03,43,Austin Williams missed Layup.,52,53
12:03,2329,Kyle Leufroy Defensive Rebound.,52,53
11:57,2329,Kyle Leufroy missed Layup.,52,53
11:57,2329,Lehigh Offensive Rebound.,52,53
11:56,43,Foul on Austin Williams.,52,53
11:56,43,Official TV Timeout,52,53
11:47,2329,Matt Holba made Layup. Assisted by Kahron Ross.,54,53
11:22,43,Anthony Dallier missed Three Point Jumper.,54,53
11:22,2329,Tim Kempton Defensive Rebound.,54,53
11:14,2329,Kyle Leufroy missed Three Point Jumper.,54,53
11:14,2329,Matt Holba Offensive Rebound.,54,53
11:02,2329,Kyle Leufroy missed Three Point Jumper.,54,53
11:02,2329,Matt Holba Offensive Rebound.,54,53
10:59,43,Foul on Blake Reynolds.,54,53
10:59,2329,Matt Holba made Free Throw.,55,53
10:59,2329,Matt Holba made Free Throw.,56,53
10:49,43,Alex Copeland made Jumper.,56,55
10:29,2329,Kyle Leufroy made Three Point Jumper. Assisted by Pat Andree.,59,55
10:01,43,Sam Downey made Jumper. Assisted by Alex Copeland.,59,57
10:01,2329,Foul on Tim Kempton.,59,57
10:01,43,Sam Downey made Free Throw.,59,58
9:53,2329,Tim Kempton Turnover.,59,58
9:29,43,Alex Copeland missed Layup.,59,58
9:29,2329,Tim Kempton Defensive Rebound.,59,58
9:16,43,Foul on Miye Oni.,59,58
9:16,2329,Tim Kempton made Free Throw.,60,58
9:16,2329,Tim Kempton made Free Throw.,61,58
8:52,43,Eric Anderson missed Jumper.,61,58
8:52,2329,Brandon Alston Defensive Rebound.,61,58
8:31,2329,Kahron Ross Turnover.,61,58
8:30,43,Trey Phills Steal.,61,58
8:26,43,Trey Phills missed Layup.,61,58
8:26,2329,Matt Holba Block.,61,58
8:25,2329,Austin Price Defensive Rebound.,61,58
8:08,2329,Kahron Ross missed Jumper.,61,58
8:08,43,Sam Downey Defensive Rebound.,61,58
7:59,2329,Foul on Austin Price.,61,58
7:45,43,Trey Phills made Layup.,61,60
7:33,2329,Brandon Alston missed Layup.,61,60
7:33,43,Eric Anderson Defensive Rebound.,61,60
7:27,43,Eric Anderson Turnover.,61,60
7:27,43,Official TV Timeout,61,60
7:02,2329,Kahron Ross made Layup.,63,60
6:45,43,Alex Copeland missed Layup.,63,60
6:45,2329,Pat Andree Defensive Rebound.,63,60
6:35,2329,Pat Andree made Three Point Jumper. Assisted by Kahron Ross.,66,60
6:08,43,Anthony Dallier missed Layup.,66,60
6:08,2329,Tim Kempton Defensive Rebound.,66,60
5:49,2329,Tim Kempton missed Layup.,66,60
5:49,43,Anthony Dallier Block.,66,60
5:47,43,Eric Anderson Defensive Rebound.,66,60
5:31,43,Anthony Dallier made Layup. Assisted by Alex Copeland.,66,62
5:14,2329,Tim Kempton made Layup. Assisted by Kyle Leufroy.,68,62
4:52,43,Eric Anderson made Layup.,68,64
4:39,43,Foul on Sam Downey.,68,64
4:39,2329,Tim Kempton missed Free Throw.,68,64
4:39,2329,Lehigh Deadball Team Rebound.,68,64
4:39,2329,Tim Kempton made Free Throw.,69,64
4:23,2329,Foul on Jordan Cohen.,69,64
4:14,43,Miye Oni missed Jumper.,69,64
4:14,43,Trey Phills Offensive Rebound.,69,64
4:11,2329,Foul on Tim Kempton.,69,64
4:10,43,Miye Oni missed Jumper.,69,64
4:10,2329,Kahron Ross Defensive Rebound.,69,64
3:48,2329,Tim Kempton made Dunk.,71,64
3:35,43,Yale  Timeout,71,64
3:16,43,Blake Reynolds made Layup. Assisted by Alex Copeland.,71,66
2:58,2329,Foul on Tim Kempton.,71,66
2:58,2329,Tim Kempton Turnover.,71,66
2:58,43,Official TV Timeout,71,66
2:58,43,Anthony Dallier missed Layup.,71,66
2:58,2329,Austin Price Block.,71,66
2:55,43,Yale Offensive Rebound.,71,66
2:41,43,Blake Reynolds missed Three Point Jumper.,71,66
2:41,2329,Austin Price Defensive Rebound.,71,66
2:25,2329,Pat Andree missed Three Point Jumper.,71,66
2:25,43,Blake Reynolds Defensive Rebound.,71,66
2:09,43,Sam Downey made Jumper. Assisted by Alex Copeland.,71,68
2:01,2329,Lehigh  Timeout,71,68
1:40,2329,Austin Price missed Layup.,71,68
1:40,43,Miye Oni Block.,71,68
1:38,2329,Lehigh Offensive Rebound.,71,68
1:34,2329,Lehigh  Turnover.,71,68
1:18,43,Blake Reynolds made Three Point Jumper. Assisted by Sam Downey.,71,71
1:14,2329,Lehigh  Timeout,71,71
0:58,2329,Kahron Ross made Jumper.,73,71
0:40,43,Yale  Timeout,73,71
0:26,43,Alex Copeland made Layup.,73,73
0:21,2329,Lehigh  Timeout,73,73
0:01,2329,Technical Foul on Tim Kempton.,73,73
0:01,43,Sam Downey missed Free Throw.,73,73
0:01,43,Yale Deadball Team Rebound.,73,73
0:00,43,End of 2nd half,73,73
4:39,2329,Tim Kempton made Layup.,75,73
4:28,43,Foul on Miye Oni.,75,73
4:28,43,Miye Oni Turnover.,75,73
4:15,2329,Kyle Leufroy Turnover.,75,73
4:13,43,Miye Oni Steal.,75,73
3:52,43,Blake Reynolds missed Layup.,75,73
3:52,43,Sam Downey Offensive Rebound.,75,73
3:47,43,Sam Downey made Jumper.,75,75
3:24,43,Foul on Trey Phills.,75,75
3:24,2329,Matt Holba missed Free Throw.,75,75
3:24,2329,Lehigh Deadball Team Rebound.,75,75
3:24,2329,Matt Holba missed Free Throw.,75,75
3:24,2329,Lehigh Deadball Team Rebound.,75,75
3:13,43,Sam Downey missed Layup.,75,75
3:13,2329,Matt Holba Block.,75,75
3:11,2329,Austin Price Defensive Rebound.,75,75
3:05,2329,Kyle Leufroy missed Three Point Jumper.,75,75
3:05,43,Miye Oni Defensive Rebound.,75,75
2:56,43,Yale  Timeout,75,75
2:44,43,Blake Reynolds made Three Point Jumper. Assisted by Anthony Dallier.,75,78
2:21,2329,Tim Kempton made Layup.,77,78
2:21,43,Foul on Sam Downey.,77,78
2:21,2329,Tim Kempton made Free Throw.,78,78
2:02,43,Sam Downey missed Three Point Jumper.,78,78
2:02,43,Miye Oni Offensive Rebound.,78,78
1:58,43,Miye Oni missed Jumper.,78,78
1:58,2329,Kyle Leufroy Defensive Rebound.,78,78
1:53,2329,Austin Price made Dunk. Assisted by Kyle Leufroy.,80,78
1:23,2329,Foul on Tim Kempton.,80,78
1:23,43,Sam Downey made Free Throw.,80,79
1:23,43,Sam Downey made Free Throw.,80,80
1:08,2329,Kahron Ross missed Three Point Jumper.,80,80
1:08,43,Sam Downey Defensive Rebound.,80,80
0:51,43,Miye Oni made Three Point Jumper. Assisted by Sam Downey.,80,83
0:40,2329,Lehigh  Timeout,80,83
0:29,2329,Kyle Leufroy missed Jumper.,80,83
0:29,43,Sam Downey Defensive Rebound.,80,83
0:24,43,Yale  Timeout,80,83
0:19,2329,Foul on Brandon Alston.,80,83
0:19,43,Alex Copeland made Free Throw.,80,84
0:19,43,Alex Copeland made Free Throw.,80,85
0:12,2329,Kahron Ross missed Layup.,80,85
0:12,2329,Matt Holba Offensive Rebound.,80,85
0:10,43,Foul on Anthony Dallier.,80,85
0:10,2329,Matt Holba missed Free Throw.,80,85
0:10,2329,Lehigh Deadball Team Rebound.,80,85
0:10,2329,Matt Holba made Free Throw.,81,85
0:09,2329,Foul on Kyle Leufroy.,81,85
0:09,43,Alex Copeland made Free Throw.,81,86
0:09,43,Alex Copeland made Free Throw.,81,87
0:05,2329,Kahron Ross Turnover.,81,87
0:04,43,Trey Phills Steal.,81,87
0:00,43,Alex Copeland made Layup. Assisted by Trey Phills.,81,89
0:00,43,End of Game,81,89
