Middle Georgia St,Error,Savannah State,2542
5:50,2542,Isaiah Felder missed Three Point Jumper.,30,38
5:50,2542,Savannah St Offensive Rebound.,30,38
5:41,2542,Austin Dasent made Three Point Jumper.,30,41
5:16,-1,Kieston Standfield missed Jumper.,30,41
5:16,-1,Middle Georgia State College Offensive Rebound.,30,41
5:10,-1,Roshaun Milline missed Three Point Jumper.,30,41
5:10,-1,JeVaughn Sanchez Offensive Rebound.,30,41
5:04,-1,JeVaughn Sanchez missed Layup.,30,41
5:04,2542,Savannah St Defensive Rebound.,30,41
4:59,-1,Foul on Roshaun Milline.,30,41
4:59,2542,Troyce Manassa made Free Throw.,30,42
4:59,2542,Troyce Manassa missed Free Throw.,30,42
4:59,-1,Kieston Standfield Defensive Rebound.,30,42
4:54,-1,Marques Hinton Turnover.,30,42
4:53,2542,Isaiah Felder Steal.,30,42
4:51,-1,Foul on Marques Hinton.,30,42
4:51,2542,Joshua Floyd made Free Throw.,30,43
4:51,-1,Middle Georgia State College  Timeout,30,43
4:51,2542,Joshua Floyd made Free Throw.,30,44
4:35,-1,JeVaughn Sanchez missed Layup.,30,44
4:35,-1,Kieston Standfield Offensive Rebound.,30,44
4:33,-1,Kieston Standfield made Layup.,32,44
4:31,2542,Austin Dasent made Three Point Jumper. Assisted by Troyce Manassa.,32,47
4:19,-1,JeVaughn Sanchez made Layup. Assisted by Kevin Ford.,34,47
4:01,-1,Foul on JeVaughn Sanchez.,34,47
4:01,2542,Austin Dasent made Free Throw.,34,48
4:01,2542,Austin Dasent made Free Throw.,34,49
3:46,-1,JeVaughn Sanchez missed Three Point Jumper.,34,49
3:46,-1,Brandon Ingleton Offensive Rebound.,34,49
3:41,-1,Brandon Ingleton made Layup.,36,49
3:28,-1,Foul on Brandon Ingleton.,36,49
3:28,2542,Official TV Timeout,36,49
3:28,2542,Jahir Cabeza missed Free Throw.,36,49
3:28,2542,Savannah St Deadball Team Rebound.,36,49
3:28,2542,Jahir Cabeza missed Free Throw.,36,49
3:28,-1,JeVaughn Sanchez Defensive Rebound.,36,49
3:12,-1,Roshaun Milline missed Jumper.,36,49
3:12,2542,Isaiah Felder Defensive Rebound.,36,49
3:09,-1,Foul on JeVaughn Sanchez.,36,49
3:09,2542,Isaiah Felder made Free Throw.,36,50
3:09,2542,Isaiah Felder made Free Throw.,36,51
2:51,-1,Roshaun Milline missed Jumper.,36,51
2:51,2542,Austin Dasent Defensive Rebound.,36,51
2:37,2542,Austin Dasent made Three Point Jumper. Assisted by Dexter McClanahan.,36,54
2:21,-1,Brandon Ingleton missed Three Point Jumper.,36,54
2:21,2542,Savannah St Defensive Rebound.,36,54
2:12,2542,Isaiah Felder missed Jumper.,36,54
2:12,-1,Kieston Standfield Defensive Rebound.,36,54
2:04,-1,Brandon Ingleton missed Jumper.,36,54
2:04,2542,Jahir Cabeza Defensive Rebound.,36,54
1:56,2542,Dexter McClanahan made Three Point Jumper. Assisted by Jahir Cabeza.,36,57
1:44,-1,Corbyn Moye Turnover.,36,57
1:27,2542,Jahir Cabeza missed Three Point Jumper.,36,57
1:27,-1,Brandon Ingleton Defensive Rebound.,36,57
1:12,-1,Corbyn Moye missed Three Point Jumper.,36,57
1:12,2542,Dexter McClanahan Defensive Rebound.,36,57
1:03,2542,Jahir Cabeza missed Layup.,36,57
1:03,-1,Brandon Ingleton Defensive Rebound.,36,57
0:55,-1,Corbyn Moye made Layup. Assisted by Kevin Ford.,38,57
0:55,2542,Foul on Dexter McClanahan.,38,57
0:55,-1,Corbyn Moye missed Free Throw.,38,57
0:55,2542,Dexter McClanahan Defensive Rebound.,38,57
0:40,2542,Joshua Floyd missed Three Point Jumper.,38,57
0:40,-1,Kieston Standfield Defensive Rebound.,38,57
0:22,-1,Kieston Standfield missed Jumper.,38,57
0:22,2542,Joshua Floyd Defensive Rebound.,38,57
0:16,2542,Dexter McClanahan missed Three Point Jumper.,38,57
0:16,-1,Kevin Ford Defensive Rebound.,38,57
0:07,-1,Kieston Standfield made Layup. Assisted by Kevin Ford.,40,57
0:02,2542,Austin Dasent missed Three Point Jumper.,40,57
0:02,2542,Joshua Floyd Offensive Rebound.,40,57
0:01,2542,Joshua Floyd made Layup.,40,59
0:00,2542,End of 1st half,40,59
19:46,-1,Brandon Ingleton missed Layup.,40,59
19:46,2542,Joshua Floyd Defensive Rebound.,40,59
19:40,2542,Troyce Manassa missed Three Point Jumper.,40,59
19:40,-1,JeVaughn Sanchez Defensive Rebound.,40,59
19:30,2542,Foul on Austin Dasent.,40,59
19:16,-1,JeVaughn Sanchez missed Three Point Jumper.,40,59
19:16,2542,Robert Kelly Jr. Defensive Rebound.,40,59
19:09,2542,Troyce Manassa made Layup.,40,61
18:48,-1,Roshaun Milline missed Three Point Jumper.,40,61
18:48,2542,Troyce Manassa Defensive Rebound.,40,61
18:33,2542,Troyce Manassa Turnover.,40,61
18:31,-1,Brandon Ingleton Steal.,40,61
18:29,-1,Brandon Ingleton Turnover.,40,61
18:27,2542,Robert Kelly Jr. Steal.,40,61
18:26,2542,Jahir Cabeza missed Layup.,40,61
18:26,2542,Joshua Floyd Offensive Rebound.,40,61
18:23,2542,Joshua Floyd made Jumper.,40,63
18:09,-1,Brandon Ingleton made Layup. Assisted by Kieston Standfield.,42,63
17:58,-1,Foul on JeVaughn Sanchez.,42,63
17:51,2542,Jahir Cabeza made Three Point Jumper. Assisted by Troyce Manassa.,42,66
17:23,-1,Pat Edmonds Turnover.,42,66
17:15,2542,Robert Kelly Jr. made Layup. Assisted by Joshua Floyd.,42,68
17:07,-1,Pat Edmonds Turnover.,42,68
17:06,-1,Middle Georgia State College  Timeout,42,68
17:00,2542,Jahir Cabeza made Three Point Jumper. Assisted by Joshua Floyd.,42,71
16:47,-1,Kieston Standfield Turnover.,42,71
16:45,2542,Austin Dasent Steal.,42,71
16:16,2542,Savannah St  Turnover.,42,71
16:05,-1,Corbyn Moye missed Three Point Jumper.,42,71
16:05,-1,Pat Edmonds Offensive Rebound.,42,71
15:48,-1,Corbyn Moye missed Jumper.,42,71
15:48,2542,Robert Kelly Jr. Block.,42,71
15:45,2542,Robert Kelly Jr. Defensive Rebound.,42,71
15:37,2542,Robert Kelly Jr. missed Layup.,42,71
15:37,-1,Corbyn Moye Defensive Rebound.,42,71
15:24,-1,Joe Howard missed Layup.,42,71
15:24,2542,Jahir Cabeza Block.,42,71
15:22,-1,Joe Howard Offensive Rebound.,42,71
15:20,-1,Cory Reid made Layup. Assisted by Joe Howard.,44,71
15:19,2542,Official TV Timeout,44,71
15:03,2542,Austin Dasent missed Three Point Jumper.,44,71
15:03,-1,Cory Reid Defensive Rebound.,44,71
14:50,-1,Corbyn Moye missed Three Point Jumper.,44,71
14:50,2542,Jahir Cabeza Defensive Rebound.,44,71
14:38,2542,Jordan Gaines missed Jumper.,44,71
14:38,-1,Joe Howard Block.,44,71
14:38,2542,Savannah St Offensive Rebound.,44,71
14:37,2542,Zach Sellers Turnover.,44,71
14:35,-1,Brian Hill Steal.,44,71
14:33,-1,Brian Hill made Jumper.,46,71
14:06,2542,Jahir Cabeza missed Three Point Jumper.,46,71
14:06,-1,Cory Reid Defensive Rebound.,46,71
13:47,-1,Pat Edmonds missed Jumper.,46,71
13:47,2542,Jahir Cabeza Defensive Rebound.,46,71
13:33,2542,Austin Dasent missed Three Point Jumper.,46,71
13:33,2542,Jahir Cabeza Offensive Rebound.,46,71
13:29,2542,Jahir Cabeza missed Three Point Jumper.,46,71
13:29,-1,Joe Howard Defensive Rebound.,46,71
13:24,-1,Brian Hill missed Layup.,46,71
13:24,-1,Joe Howard Offensive Rebound.,46,71
13:21,-1,Joe Howard missed Layup.,46,71
13:21,2542,Jahir Cabeza Block.,46,71
13:19,-1,Joe Howard Offensive Rebound.,46,71
13:18,-1,Joe Howard made Layup.,48,71
13:09,2542,Zach Sellers missed Three Point Jumper.,48,71
13:09,-1,Joe Howard Defensive Rebound.,48,71
13:03,-1,Brian Hill Turnover.,48,71
12:56,2542,Isaiah Felder made Three Point Jumper. Assisted by Zach Sellers.,48,74
12:26,-1,Pat Edmonds missed Three Point Jumper.,48,74
12:26,2542,Jahir Cabeza Block.,48,74
12:24,2542,Isaiah Felder Defensive Rebound.,48,74
12:17,2542,Zach Sellers made Three Point Jumper. Assisted by Isaiah Felder.,48,77
11:55,2542,Foul on Isaiah Felder.,48,77
11:55,2542,Official TV Timeout,48,77
11:55,-1,Pat Edmonds made Free Throw.,49,77
11:55,-1,Pat Edmonds made Free Throw.,50,77
11:45,2542,Kamil Williams missed Three Point Jumper.,50,77
11:45,2542,Savannah St Offensive Rebound.,50,77
11:37,2542,Kamil Williams missed Three Point Jumper.,50,77
11:37,-1,Cory Reid Defensive Rebound.,50,77
11:25,-1,Alex Jordan missed Three Point Jumper.,50,77
11:25,2542,Maricus Glenn Defensive Rebound.,50,77
11:19,-1,Foul on Corbyn Moye.,50,77
11:11,2542,Isaiah Felder missed Three Point Jumper.,50,77
11:11,-1,Corbyn Moye Defensive Rebound.,50,77
11:05,-1,Corbyn Moye Turnover.,50,77
11:04,2542,Kamil Williams Steal.,50,77
10:55,2542,Isaiah Felder Turnover.,50,77
10:53,-1,Corbyn Moye Steal.,50,77
10:52,-1,Corbyn Moye missed Layup.,50,77
10:52,2542,Kamil Williams Defensive Rebound.,50,77
10:43,2542,Maricus Glenn missed Layup.,50,77
10:43,-1,Cory Reid Defensive Rebound.,50,77
10:31,-1,Corbyn Moye made Three Point Jumper. Assisted by Joe Howard.,53,77
10:14,2542,Dexter McClanahan made Three Point Jumper. Assisted by Zach Sellers.,53,80
9:48,-1,Corbyn Moye made Three Point Jumper. Assisted by Alex Jordan.,56,80
9:36,2542,Dexter McClanahan Turnover.,56,80
9:34,-1,Brian Hill Steal.,56,80
9:34,-1,Brian Hill made Layup.,58,80
9:34,2542,Foul on Dexter McClanahan.,58,80
9:34,-1,Brian Hill missed Free Throw.,58,80
9:34,2542,Maricus Glenn Defensive Rebound.,58,80
9:27,2542,Casey Wells made Three Point Jumper. Assisted by Zach Sellers.,58,83
8:58,-1,Brandon Sharper made Three Point Jumper. Assisted by Alex Jordan.,61,83
8:51,2542,Dexter McClanahan missed Three Point Jumper.,61,83
8:51,-1,Cory Reid Defensive Rebound.,61,83
8:49,2542,Foul on Maricus Glenn.,61,83
8:30,-1,Cory Reid missed Jumper.,61,83
8:30,2542,Jahir Cabeza Block.,61,83
8:30,-1,Middle Georgia State College Offensive Rebound.,61,83
8:25,-1,Alex Jordan made Three Point Jumper.,64,83
8:11,2542,Dexter McClanahan Turnover.,64,83
8:10,-1,Brandon Sharper Steal.,64,83
8:01,-1,Alex Jordan missed Jumper.,64,83
8:01,2542,Zach Sellers Defensive Rebound.,64,83
7:57,2542,Isaiah Felder missed Three Point Jumper.,64,83
7:57,-1,Cory Reid Defensive Rebound.,64,83
7:39,-1,Brian Hill made Jumper.,66,83
7:31,2542,Zach Sellers missed Layup.,66,83
7:31,2542,Jahir Cabeza Offensive Rebound.,66,83
7:29,-1,Foul on Joe Howard.,66,83
7:29,2542,Official TV Timeout,66,83
7:29,2542,Jahir Cabeza missed Free Throw.,66,83
7:29,2542,Savannah St Deadball Team Rebound.,66,83
7:27,2542,Jahir Cabeza missed Three Point Jumper.,66,83
7:27,-1,Cory Reid Defensive Rebound.,66,83
7:13,-1,Alex Jordan missed Layup.,66,83
7:13,2542,Jahir Cabeza Block.,66,83
7:12,-1,Kevin Ford Offensive Rebound.,66,83
7:02,-1,Titus Benjamin made Jumper.,68,83
6:54,2542,Casey Wells made Three Point Jumper. Assisted by Zach Sellers.,68,86
6:43,-1,Alex Jordan made Three Point Jumper.,71,86
6:24,-1,Alex Jordan missed Three Point Jumper.,71,86
6:24,2542,Troyce Manassa Defensive Rebound.,71,86
6:21,-1,Foul on Cory Reid.,71,86
6:20,2542,Troyce Manassa Turnover.,71,86
6:20,-1,Brandon Sharper Steal.,71,86
6:20,-1,Brandon Sharper Turnover.,71,86
6:08,2542,Casey Wells missed Three Point Jumper.,71,86
6:08,-1,Cory Reid Defensive Rebound.,71,86
5:57,-1,Alex Jordan made Three Point Jumper. Assisted by Cory Reid.,74,86
5:47,2542,Casey Wells Turnover.,74,86
5:31,-1,Cory Reid missed Layup.,74,86
5:31,-1,Cory Reid Offensive Rebound.,74,86
5:28,-1,Cory Reid missed Layup.,74,86
5:28,-1,Alex Jordan Offensive Rebound.,74,86
5:28,-1,Titus Benjamin Turnover.,74,86
5:13,2542,Maricus Glenn Turnover.,74,86
5:11,-1,Kevin Ford Turnover.,74,86
5:10,2542,Casey Wells Steal.,74,86
5:07,2542,Joshua Floyd missed Layup.,74,86
5:07,-1,Titus Benjamin Defensive Rebound.,74,86
5:01,-1,Alex Jordan missed Three Point Jumper.,74,86
5:01,2542,Maricus Glenn Defensive Rebound.,74,86
4:42,2542,Joshua Floyd Turnover.,74,86
4:26,-1,Brandon Sharper made Three Point Jumper. Assisted by Titus Benjamin.,77,86
4:10,-1,Foul on Kevin Ford.,77,86
4:10,2542,Austin Dasent made Free Throw.,77,87
4:10,2542,Austin Dasent missed Free Throw.,77,87
4:10,-1,Cory Reid Defensive Rebound.,77,87
3:49,-1,Brandon Sharper made Three Point Jumper. Assisted by Titus Benjamin.,80,87
3:35,2542,Austin Dasent missed Three Point Jumper.,80,87
3:35,-1,Titus Benjamin Defensive Rebound.,80,87
3:25,-1,Brandon Sharper missed Three Point Jumper.,80,87
3:25,2542,Jahir Cabeza Defensive Rebound.,80,87
3:14,2542,Zach Sellers made Three Point Jumper.,80,90
3:00,-1,Titus Benjamin made Three Point Jumper.,83,90
2:51,2542,Zach Sellers missed Three Point Jumper.,83,90
2:51,-1,Titus Benjamin Defensive Rebound.,83,90
2:40,-1,Kieston Standfield missed Three Point Jumper.,83,90
2:40,-1,Kieston Standfield Offensive Rebound.,83,90
2:35,2542,Foul on Jahir Cabeza.,83,90
2:35,2542,Official TV Timeout,83,90
2:35,-1,Kieston Standfield missed Free Throw.,83,90
2:35,-1,Middle Georgia State College Deadball Team Rebound.,83,90
2:35,-1,Kieston Standfield made Free Throw.,84,90
2:28,2542,Joshua Floyd made Three Point Jumper. Assisted by Zach Sellers.,84,93
2:16,2542,Foul on Austin Dasent.,84,93
2:06,-1,Brandon Sharper made Three Point Jumper. Assisted by Kevin Ford.,87,93
1:49,-1,Foul on Kieston Standfield.,87,93
1:36,2542,Troyce Manassa made Three Point Jumper. Assisted by Austin Dasent.,87,96
1:19,-1,Kieston Standfield made Free Throw.,89,96
1:19,-1,Kieston Standfield made Free Throw.,88,96
1:19,2542,Foul on Troyce Manassa.,88,96
1:18,-1,Kieston Standfield missed Layup.,89,96
1:18,2542,Troyce Manassa Block.,89,96
1:18,-1,Kieston Standfield Offensive Rebound.,89,96
1:14,-1,Foul on Kieston Standfield.,89,96
1:14,2542,Joshua Floyd made Free Throw.,89,97
1:14,2542,Joshua Floyd made Free Throw.,89,98
1:01,-1,Cory Reid missed Three Point Jumper.,89,98
1:01,-1,Alex Jordan Offensive Rebound.,89,98
0:55,-1,Alex Jordan missed Layup.,89,98
0:55,2542,Troyce Manassa Block.,89,98
0:53,2542,Austin Dasent Defensive Rebound.,89,98
0:46,-1,Foul on Kevin Ford.,89,98
0:46,2542,Austin Dasent missed Free Throw.,89,98
0:46,-1,Kieston Standfield Defensive Rebound.,89,98
0:35,-1,Alex Jordan missed Three Point Jumper.,89,98
0:35,2542,Joshua Floyd Defensive Rebound.,89,98
0:34,-1,Foul on Kevin Ford.,89,98
0:34,2542,Joshua Floyd missed Free Throw.,89,98
0:34,-1,Kieston Standfield Defensive Rebound.,89,98
0:24,-1,Kieston Standfield made Layup.,91,98
0:24,-1,Middle Georgia State College  Timeout,91,98
0:20,-1,Foul on Kevin Ford.,91,98
0:20,2542,Troyce Manassa missed Free Throw.,91,98
0:20,2542,Savannah St Deadball Team Rebound.,91,98
0:20,2542,Troyce Manassa made Free Throw.,91,99
0:15,-1,Kevin Ford Turnover.,91,99
0:13,2542,Troyce Manassa Turnover.,91,99
0:11,-1,Alex Jordan Steal.,91,99
0:10,-1,Alex Jordan Turnover.,91,99
0:08,-1,Foul on Brandon Sharper.,91,99
0:08,2542,Zach Sellers made Free Throw.,91,100
0:08,2542,Zach Sellers made Free Throw.,91,101
0:01,-1,Kieston Standfield made Layup.,93,101
0:00,2542,End of Game,93,101
