Mississippi College,Error,Nicholls,2447
7:50,-1,Brandon Boston missed Layup.,13,24
7:50,2447,Liam Thomas Defensive Rebound.,13,24
7:38,2447,Johnathan Bell missed Three Point Jumper.,13,24
7:38,2447,Liam Thomas Offensive Rebound.,13,24
7:34,2447,Stevie Repichowski missed Three Point Jumper.,13,24
7:34,-1,Darius Kennedy Defensive Rebound.,13,24
7:32,2447,Foul on Johnathan Bell.,13,24
7:32,2447,Official TV Timeout,13,24
7:08,-1,DeOndre Haynes missed Jumper.,13,24
7:08,-1,Byron McCall Offensive Rebound.,13,24
7:05,-1,Byron McCall missed Layup.,13,24
7:05,2447,Ja'Dante' Frye Defensive Rebound.,13,24
6:58,2447,Johnathan Bell made Layup. Assisted by Liam Thomas.,13,26
6:41,-1,DeOndre Haynes Turnover.,13,26
6:41,2447,Jahvaughn Powell Steal.,13,26
6:28,2447,Liam Thomas missed Layup.,13,26
6:28,-1,Stacey Mack Defensive Rebound.,13,26
6:08,-1,Tristan Hunter missed Three Point Jumper.,13,26
6:08,2447,Nicholls Defensive Rebound.,13,26
6:07,-1,Foul on Stacey Mack.,13,26
5:46,2447,Lafayette Rutledge missed Three Point Jumper.,13,26
5:46,-1,DeOndre Haynes Defensive Rebound.,13,26
5:39,2447,Foul on DeAndre Harris.,13,26
5:39,-1,DeOndre Haynes missed Free Throw.,13,26
5:39,2447,Johnathan Bell Defensive Rebound.,13,26
5:15,-1,Foul on Byron McCall.,13,26
5:09,2447,Tre O'Neal missed Three Point Jumper.,13,26
5:09,-1,David Fisher Defensive Rebound.,13,26
4:59,-1,Antonio Johnson Turnover.,13,26
4:41,2447,Liam Thomas made Layup. Assisted by Johnathan Bell.,13,28
4:28,-1,Brandon Boston made Jumper.,15,28
3:56,2447,Lafayette Rutledge made Three Point Jumper. Assisted by Tre O'Neal.,15,31
3:38,-1,Brandon Boston made Jumper.,17,31
3:12,2447,Lafayette Rutledge made Three Point Jumper. Assisted by Ja'Dante' Frye.,17,34
2:59,-1,Brandon Boston made Layup.,19,34
2:57,2447,Nicholls  Timeout,19,34
2:38,2447,Liam Thomas Turnover.,19,34
2:12,-1,DeOndre Haynes Turnover.,19,34
2:00,2447,Johnathan Bell missed Layup.,19,34
2:00,-1,Byron McCall Defensive Rebound.,19,34
1:45,-1,Byron McCall missed Jumper.,19,34
1:45,2447,Johnathan Bell Defensive Rebound.,19,34
1:40,-1,Foul on David Fisher.,19,34
1:34,2447,Ja'Dante' Frye made Layup. Assisted by Jahvaughn Powell.,19,36
1:14,-1,Brandon Boston made Layup.,21,36
0:54,2447,Liam Thomas made Layup. Assisted by Jahvaughn Powell.,21,38
0:40,-1,Tucker Campbell Turnover.,21,38
0:19,2447,Ja'Dante' Frye made Layup. Assisted by Jahvaughn Powell.,21,40
0:04,-1,Antonio Johnson made Jumper.,23,40
0:00,2447,End of 1st half,23,40
19:43,-1,Foul on Stacey Mack.,23,40
19:29,2447,Foul on Liam Thomas.,23,40
19:29,2447,Liam Thomas Turnover.,23,40
19:05,-1,Byron McCall missed Layup.,23,40
19:05,-1,Stacey Mack Offensive Rebound.,23,40
19:01,-1,Stacey Mack Turnover.,23,40
18:33,2447,Tre O'Neal made Jumper.,23,42
18:04,-1,David Fisher missed Three Point Jumper.,23,42
18:04,2447,Liam Thomas Defensive Rebound.,23,42
17:56,2447,Jahvaughn Powell made Three Point Jumper. Assisted by Ja'Dante' Frye.,23,45
17:44,-1,Byron McCall missed Layup.,23,45
17:44,2447,Liam Thomas Block.,23,45
17:41,2447,Jahvaughn Powell Defensive Rebound.,23,45
17:35,2447,Ja'Dante' Frye made Three Point Jumper. Assisted by Tre O'Neal.,23,48
17:22,-1,Mississippi College  Timeout,23,48
17:07,-1,Brandon Boston missed Jumper.,23,48
17:07,2447,Nicholls Defensive Rebound.,23,48
16:47,-1,Foul on Byron McCall.,23,48
16:43,2447,DeAndre Harris made Layup.,23,50
16:43,-1,Foul on David Fisher.,23,50
16:43,2447,DeAndre Harris made Free Throw.,23,51
16:33,-1,Stacey Mack made Layup. Assisted by Antonio Johnson.,25,51
16:18,2447,DeAndre Harris made Three Point Jumper.,25,54
15:59,2447,Foul on Tre O'Neal.,25,54
15:59,2447,Official TV Timeout,25,54
15:50,-1,Stacey Mack missed Three Point Jumper.,25,54
15:50,2447,Stevie Repichowski Defensive Rebound.,25,54
15:46,2447,Stevie Repichowski Turnover.,25,54
15:45,-1,Antonio Johnson Steal.,25,54
15:43,2447,Foul on Stevie Repichowski.,25,54
15:43,-1,DeOndre Haynes made Free Throw.,26,54
15:43,-1,DeOndre Haynes missed Free Throw.,26,54
15:43,-1,Stacey Mack Offensive Rebound.,26,54
15:42,-1,Stacey Mack made Layup.,28,54
15:38,2447,Nicholls  Timeout,28,54
15:28,2447,Stevie Repichowski made Three Point Jumper. Assisted by DeAndre Harris.,28,57
15:00,-1,Darius Kennedy missed Three Point Jumper.,28,57
15:00,2447,Ja'Dante' Frye Defensive Rebound.,28,57
14:54,2447,Lafayette Rutledge missed Three Point Jumper.,28,57
14:54,-1,Mississippi College Defensive Rebound.,28,57
14:38,-1,Brandon Boston missed Jumper.,28,57
14:38,-1,Mississippi College Offensive Rebound.,28,57
14:36,2447,Foul on Ja'Dante' Frye.,28,57
14:33,2447,Foul on Lafayette Rutledge.,28,57
14:30,-1,Otis Harvey Turnover.,28,57
14:28,2447,DeAndre Harris Steal.,28,57
14:25,2447,DeAndre Harris made Layup.,28,59
14:11,-1,Brandon Boston Turnover.,28,59
14:08,2447,Stevie Repichowski Steal.,28,59
14:03,2447,DeAndre Harris made Three Point Jumper.,28,62
13:48,-1,Otis Harvey missed Jumper.,28,62
13:48,2447,Stevie Repichowski Defensive Rebound.,28,62
13:27,2447,Lafayette Rutledge missed Three Point Jumper.,28,62
13:27,2447,Adam Ward Offensive Rebound.,28,62
13:02,2447,DeAndre Harris made Jumper.,28,64
12:41,-1,Tucker Campbell missed Jumper.,28,64
12:41,2447,Johnathan Bell Defensive Rebound.,28,64
12:33,2447,Stevie Repichowski made Three Point Jumper. Assisted by Adam Ward.,28,67
12:20,-1,Brandon Boston missed Jumper.,28,67
12:20,2447,DeAndre Harris Defensive Rebound.,28,67
12:12,2447,DeAndre Harris missed Jumper.,28,67
12:12,2447,Adam Ward Offensive Rebound.,28,67
11:43,2447,DeAndre Harris made Layup.,28,69
11:24,-1,Tucker Campbell missed Three Point Jumper.,28,69
11:24,-1,Stacey Mack Offensive Rebound.,28,69
11:20,-1,Stacey Mack made Layup.,30,69
10:56,2447,Lafayette Rutledge missed Three Point Jumper.,30,69
10:56,-1,Otis Harvey Defensive Rebound.,30,69
10:40,-1,Stacey Mack made Dunk. Assisted by Darius Kennedy.,32,69
10:23,2447,DeAndre Harris missed Three Point Jumper.,32,69
10:23,2447,Adam Ward Offensive Rebound.,32,69
10:12,2447,Johnathan Bell missed Layup.,32,69
10:12,-1,Stacey Mack Defensive Rebound.,32,69
10:05,-1,Darius Kennedy Turnover.,32,69
10:01,2447,Johnathan Bell Steal.,32,69
9:58,2447,Johnathan Bell made Layup.,32,71
9:47,-1,Otis Harvey missed Three Point Jumper.,32,71
9:47,-1,Stacey Mack Offensive Rebound.,32,71
9:43,-1,Stacey Mack missed Layup.,32,71
9:43,-1,Mississippi College Offensive Rebound.,32,71
9:43,2447,Official TV Timeout,32,71
9:40,-1,Antonio Johnson Turnover.,32,71
9:39,2447,Johnathan Bell Steal.,32,71
9:37,-1,Foul on Byron McCall.,32,71
9:37,2447,Johnathan Bell made Free Throw.,32,72
9:37,2447,Johnathan Bell made Free Throw.,32,73
9:14,-1,Antonio Johnson missed Three Point Jumper.,32,73
9:14,2447,Jahvaughn Powell Defensive Rebound.,32,73
9:09,2447,Jahvaughn Powell Turnover.,32,73
8:44,-1,Byron McCall Turnover.,32,73
8:41,2447,Tre O'Neal Steal.,32,73
8:39,2447,Jahvaughn Powell made Layup. Assisted by Tre O'Neal.,32,75
8:32,-1,Stacey Mack made Layup. Assisted by Tucker Campbell.,34,75
8:32,2447,Foul on Tre O'Neal.,34,75
8:32,-1,Stacey Mack made Free Throw.,35,75
8:16,2447,Stevie Repichowski made Three Point Jumper. Assisted by Tre O'Neal.,35,78
7:51,-1,Stacey Mack missed Layup.,35,78
7:51,2447,Johnathan Bell Defensive Rebound.,35,78
7:40,2447,Luka Kamber missed Three Point Jumper.,35,78
7:40,2447,Jahvaughn Powell Offensive Rebound.,35,78
7:35,2447,Johnathan Bell Turnover.,35,78
7:33,-1,Stacey Mack Steal.,35,78
7:22,-1,Brandon Boston made Jumper. Assisted by Antonio Johnson.,37,78
7:01,2447,Stevie Repichowski missed Three Point Jumper.,37,78
7:01,-1,Antonio Johnson Defensive Rebound.,37,78
6:41,2447,Foul on Stevie Repichowski.,37,78
6:41,2447,Official TV Timeout,37,78
6:41,-1,Brandon Boston missed Free Throw.,37,78
6:41,-1,Stacey Mack Offensive Rebound.,37,78
6:39,-1,Stacey Mack made Layup.,39,78
6:27,2447,Tre O'Neal missed Layup.,39,78
6:27,-1,Stacey Mack Block.,39,78
6:24,-1,Stacey Mack Defensive Rebound.,39,78
6:22,2447,Foul on Jahvaughn Powell.,39,78
6:22,-1,Hunter Ray made Free Throw.,40,78
6:22,-1,Hunter Ray made Free Throw.,41,78
6:08,2447,Lafayette Rutledge missed Three Point Jumper.,41,78
6:08,-1,Brandon Boston Defensive Rebound.,41,78
5:56,-1,Stacey Mack Turnover.,41,78
5:40,2447,Jahvaughn Powell Turnover.,41,78
5:38,-1,Brandon Boston Steal.,41,78
5:36,-1,Brandon Boston missed Layup.,41,78
5:36,2447,Luka Kamber Defensive Rebound.,41,78
5:11,2447,Lafayette Rutledge made Three Point Jumper. Assisted by Zach Young.,41,81
4:54,2447,Foul on Stevie Repichowski.,41,81
4:54,-1,Tristan Hunter made Free Throw.,42,81
4:54,-1,Tristan Hunter made Free Throw.,43,81
4:46,2447,Stevie Repichowski missed Three Point Jumper.,43,81
4:46,-1,Brandon Boston Defensive Rebound.,43,81
4:38,-1,Byron McCall made Layup. Assisted by Tucker Campbell.,45,81
4:38,2447,Foul on Stevie Repichowski.,45,81
4:38,-1,Byron McCall missed Free Throw.,45,81
4:38,2447,Stevie Repichowski Defensive Rebound.,45,81
4:17,2447,Luka Kamber missed Three Point Jumper.,45,81
4:17,-1,Byron McCall Defensive Rebound.,45,81
4:17,-1,Tristan Hunter Turnover.,45,81
4:17,2447,Jahvaughn Powell Steal.,45,81
4:17,2447,Jahvaughn Powell made Layup.,45,83
4:17,-1,Tucker Campbell missed Three Point Jumper.,45,83
4:17,2447,Jahvaughn Powell Defensive Rebound.,45,83
3:33,2447,Brett Weaver missed Three Point Jumper.,45,83
3:33,2447,Nicholls Offensive Rebound.,45,83
3:33,-1,Foul on Byron McCall.,45,83
3:33,2447,Official TV Timeout,45,83
3:16,2447,Brett Weaver missed Three Point Jumper.,45,83
3:16,-1,Tucker Campbell Defensive Rebound.,45,83
3:00,-1,Brandon Boston made Jumper.,47,83
2:46,2447,Zach Young missed Three Point Jumper.,47,83
2:46,-1,Brandon Boston Defensive Rebound.,47,83
2:39,2447,Foul on Brett Weaver.,47,83
2:39,-1,Tristan Hunter missed Free Throw.,47,83
2:39,-1,Mississippi College Deadball Team Rebound.,47,83
2:39,-1,Tristan Hunter missed Free Throw.,47,83
2:39,2447,Jahvaughn Powell Defensive Rebound.,47,83
2:30,2447,Jahvaughn Powell Turnover.,47,83
2:17,-1,Brandon Boston made Jumper. Assisted by Tristan Hunter.,49,83
1:49,-1,Foul on Jared Case.,49,83
1:46,2447,Brett Weaver made Three Point Jumper. Assisted by Jahvaughn Powell.,49,86
1:34,-1,Hunter Ray made Jumper.,51,86
1:06,2447,Jahvaughn Powell missed Layup.,51,86
1:06,-1,Brandon Boston Block.,51,86
1:03,-1,Tristan Hunter Defensive Rebound.,51,86
0:59,-1,Tristan Hunter made Layup.,53,86
0:31,2447,Brett Weaver missed Jumper.,53,86
0:31,-1,Tucker Campbell Defensive Rebound.,53,86
0:26,2447,Foul on Stevie Repichowski.,53,86
0:26,-1,Hunter Ray made Free Throw.,54,86
0:26,-1,Hunter Ray made Free Throw.,55,86
0:00,2447,End of Game,55,86
