Eastern Kentucky,2,Auburn,2198
17:08,2,Bryce Brown missed Three Point Jumper.,7,10
17:08,2198,Eastern Kentucky Deadball Team Rebound.,7,10
17:07,2,Foul on Mustapha Heron.,7,10
16:48,2198,Foul on Jaylen Babb-Harrison.,7,10
16:48,2198,Jaylen Babb-Harrison Turnover.,7,10
16:37,2,Bryce Brown missed Jumper.,7,10
16:37,2,Danjel Purifoy Offensive Rebound.,7,10
16:31,2,Jared Harper missed Three Point Jumper.,7,10
16:31,2198,Jaylen Babb-Harrison Defensive Rebound.,7,10
16:23,2198,Jaylen Babb-Harrison made Three Point Jumper.,10,10
16:10,2,Jared Harper Turnover.,10,10
15:57,2198,Isaac McGlone missed Layup.,10,10
15:57,2,T.J. Dunans Defensive Rebound.,10,10
15:51,2,Danjel Purifoy missed Three Point Jumper.,10,10
15:51,2,Mustapha Heron Offensive Rebound.,10,10
15:46,2,Mustapha Heron made Layup.,10,12
15:30,2198,Dillon Avare missed Three Point Jumper.,10,12
15:30,2,Danjel Purifoy Defensive Rebound.,10,12
15:19,2,Foul on Mustapha Heron.,10,12
15:19,2,Mustapha Heron Turnover.,10,12
15:19,2,Official TV Timeout,10,12
15:01,2198,Nick Mayo missed Jumper.,10,12
15:01,2,Anfernee McLemore Defensive Rebound.,10,12
14:50,2,TJ Lang missed Three Point Jumper.,10,12
14:50,2198,Isaac McGlone Defensive Rebound.,10,12
14:38,2198,Nick Mayo made Three Point Jumper. Assisted by Isaac McGlone.,13,12
14:09,2198,Foul on Marlon Adams.,13,12
14:09,2,Jared Harper missed Free Throw.,13,12
14:09,2,Auburn Deadball Team Rebound.,13,12
14:09,2,Jared Harper missed Free Throw.,13,12
14:09,2,LaRon Smith Offensive Rebound.,13,12
14:09,2,Foul on LaRon Smith.,13,12
14:09,2,LaRon Smith Turnover.,13,12
14:09,2198,Isaac McGlone Turnover.,13,12
14:09,2,TJ Lang Steal.,13,12
14:09,2,T.J. Dunans missed Layup.,13,12
14:09,2198,Marlon Adams Defensive Rebound.,13,12
14:09,2,Foul on LaRon Smith.,13,12
13:29,2198,Isaac McGlone made Three Point Jumper.,16,12
13:29,2,Auburn  Timeout,16,12
13:10,2,TJ Lang missed Three Point Jumper.,16,12
13:10,2198,Parker Chitty Defensive Rebound.,16,12
12:43,2,Foul on TJ Lang.,16,12
12:43,2198,Nick Mayo missed Free Throw.,16,12
12:43,2198,Eastern Kentucky Deadball Team Rebound.,16,12
12:43,2198,Nick Mayo made Free Throw.,17,12
12:22,2,T.J. Dunans missed Jumper.,17,12
12:22,2198,Eastern Kentucky Deadball Team Rebound.,17,12
12:16,2198,Dillon Avare missed Three Point Jumper.,17,12
12:16,2198,Dillon Avare Offensive Rebound.,17,12
12:10,2198,Nick Mayo missed Layup.,17,12
12:10,2,Horace Spencer Block.,17,12
12:08,2,TJ Lang Defensive Rebound.,17,12
11:45,2,T.J. Dunans missed Jumper.,17,12
11:45,2198,DeAndre Dishman Defensive Rebound.,17,12
11:27,2198,Nick Mayo missed Jumper.,17,12
11:27,2,Horace Spencer Defensive Rebound.,17,12
11:25,2,T.J. Dunans Turnover.,17,12
11:25,2198,Parker Chitty Steal.,17,12
11:24,2198,Parker Chitty missed Three Point Jumper.,17,12
11:24,2,Horace Spencer Defensive Rebound.,17,12
11:21,2198,Foul on Nick Mayo.,17,12
11:21,2,Official TV Timeout,17,12
11:21,2,Horace Spencer missed Free Throw.,17,12
11:21,2198,Zach Charles Defensive Rebound.,17,12
10:50,2198,Zach Charles Turnover.,17,12
10:32,2,Ronnie Johnson missed Jumper.,17,12
10:32,2,Horace Spencer Offensive Rebound.,17,12
10:28,2,Horace Spencer made Dunk.,17,14
9:59,2198,DeAndre Dishman made Layup. Assisted by Isaac McGlone.,19,14
9:51,2,Danjel Purifoy missed Jumper.,19,14
9:51,2198,Asante Gist Defensive Rebound.,19,14
9:42,2198,Asante Gist Turnover.,19,14
9:40,2,Mustapha Heron Steal.,19,14
9:38,2,Mustapha Heron made Layup.,19,16
9:21,2,Foul on Ronnie Johnson.,19,16
9:21,2198,Asante Gist made Free Throw.,20,16
9:21,2198,Asante Gist missed Free Throw.,20,16
9:21,2,Bryce Brown Defensive Rebound.,20,16
9:09,2198,Foul on Isaac McGlone.,20,16
9:09,2,Mustapha Heron missed Free Throw.,20,16
9:09,2,Auburn Deadball Team Rebound.,20,16
9:09,2,Mustapha Heron made Free Throw.,20,17
8:56,2198,DeAndre Dishman made Jumper. Assisted by Asante Gist.,22,17
8:37,2,Mustapha Heron made Layup. Assisted by Horace Spencer.,22,19
8:22,2198,Zach Charles Turnover.,22,19
8:14,2198,Foul on DeAndre Dishman.,22,19
8:14,2,Mustapha Heron missed Free Throw.,22,19
8:14,2,Auburn Deadball Team Rebound.,22,19
8:14,2,Mustapha Heron missed Free Throw.,22,19
8:14,2198,Jaylen Babb-Harrison Defensive Rebound.,22,19
7:57,2,Foul on Bryce Brown.,22,19
7:57,2,Official TV Timeout,22,19
7:57,2198,Jaylen Babb-Harrison made Free Throw.,23,19
7:57,2198,Jaylen Babb-Harrison made Free Throw.,24,19
7:50,2,LaRon Smith made Dunk. Assisted by Danjel Purifoy.,24,21
7:38,2198,Isaac McGlone missed Three Point Jumper.,24,21
7:38,2198,Asante Gist Offensive Rebound.,24,21
7:24,2198,Foul on Isaac McGlone.,24,21
7:24,2198,Isaac McGlone Turnover.,24,21
7:05,2,T.J. Dunans missed Layup.,24,21
7:05,2198,Marlon Adams Defensive Rebound.,24,21
6:45,2198,Nick Mayo made Three Point Jumper. Assisted by Asante Gist.,27,21
6:17,2,Danjel Purifoy made Three Point Jumper. Assisted by TJ Lang.,27,24
5:57,2198,Jaylen Babb-Harrison missed Three Point Jumper.,27,24
5:57,2,TJ Lang Defensive Rebound.,27,24
5:17,2,T.J. Dunans missed Jumper.,27,24
5:17,2,T.J. Dunans Offensive Rebound.,27,24
5:17,2,T.J. Dunans missed Two Point Tip Shot.,27,24
5:17,2198,Asante Gist Defensive Rebound.,27,24
5:17,2198,Nick Mayo missed Three Point Jumper.,27,24
5:17,2,Auburn Deadball Team Rebound.,27,24
5:16,2198,Foul on Marlon Adams.,27,24
5:16,2,Jared Harper made Free Throw.,27,25
5:16,2,Jared Harper made Free Throw.,27,26
4:59,2198,Nick Mayo Turnover.,27,26
4:46,2,Jared Harper missed Layup.,27,26
4:46,2198,Eastern Kentucky Defensive Rebound.,27,26
4:40,2198,DeAndre Dishman made Layup.,29,26
4:13,2,T.J. Dunans Turnover.,29,26
4:13,2198,Jaylen Babb-Harrison Steal.,29,26
3:57,2198,Asante Gist missed Three Point Jumper.,29,26
3:57,2,Danjel Purifoy Defensive Rebound.,29,26
3:47,2198,Foul on Dillon Avare.,29,26
3:47,2,Official TV Timeout,29,26
3:47,2,Danjel Purifoy made Free Throw.,29,27
3:47,2,Danjel Purifoy made Free Throw.,29,28
3:29,2198,Dillon Avare made Three Point Jumper. Assisted by Asante Gist.,32,28
3:14,2,Danjel Purifoy Turnover.,32,28
3:13,2198,DeAndre Dishman Steal.,32,28
3:00,2198,Jaylen Babb-Harrison missed Three Point Jumper.,32,28
3:00,2,Bryce Brown Defensive Rebound.,32,28
2:51,2,TJ Lang made Three Point Jumper. Assisted by Bryce Brown.,32,31
2:30,2198,Asante Gist Turnover.,32,31
2:29,2,Bryce Brown Steal.,32,31
2:26,2,Bryce Brown made Dunk. Assisted by Jared Harper.,32,33
2:03,2198,DeAndre Dishman Turnover.,32,33
2:01,2,Danjel Purifoy Steal.,32,33
1:56,2,Danjel Purifoy made Three Point Jumper. Assisted by Jared Harper.,32,36
1:30,2198,DeAndre Dishman missed Layup.,32,36
1:30,2,Danjel Purifoy Defensive Rebound.,32,36
1:18,2,Danjel Purifoy Turnover.,32,36
0:56,2198,Nick Mayo missed Layup.,32,36
0:56,2,Danjel Purifoy Defensive Rebound.,32,36
0:31,2,Jared Harper missed Three Point Jumper.,32,36
0:31,2,TJ Lang Offensive Rebound.,32,36
0:29,2198,Foul on DeAndre Dishman.,32,36
0:29,2,TJ Lang missed Free Throw.,32,36
0:29,2,Auburn Deadball Team Rebound.,32,36
0:29,2,TJ Lang made Free Throw.,32,37
0:04,2198,Asante Gist missed Layup.,32,37
0:04,2198,DeAndre Dishman Offensive Rebound.,32,37
0:00,2198,DeAndre Dishman missed Layup.,32,37
0:00,2,Anfernee McLemore Block.,32,37
0:00,2198,Dillon Avare Offensive Rebound.,32,37
0:00,2198,Dillon Avare made Jumper.,34,37
0:00,2,End of 1st half,32,37
19:50,2,Horace Spencer missed Jumper.,34,37
19:50,2198,Zach Charles Defensive Rebound.,34,37
19:29,2198,Zach Charles made Layup. Assisted by Asante Gist.,36,37
19:07,2,Mustapha Heron made Layup.,36,39
18:42,2198,Asante Gist missed Three Point Jumper.,36,39
18:42,2,Bryce Brown Defensive Rebound.,36,39
18:35,2,Bryce Brown missed Layup.,36,39
18:35,2,Horace Spencer Offensive Rebound.,36,39
18:32,2,Horace Spencer missed Layup.,36,39
18:32,2198,Jaylen Babb-Harrison Defensive Rebound.,36,39
18:28,2198,Jaylen Babb-Harrison made Layup.,38,39
18:20,2198,Foul on Isaac McGlone.,38,39
18:20,2,Jared Harper made Free Throw.,38,40
18:20,2,Jared Harper missed Free Throw.,38,40
18:20,2,Auburn Offensive Rebound.,38,40
17:59,2,Mustapha Heron made Layup. Assisted by Danjel Purifoy.,38,42
17:59,2198,Foul on Jaylen Babb-Harrison.,38,42
17:59,2,Mustapha Heron missed Free Throw.,38,42
17:59,2,Horace Spencer Offensive Rebound.,38,42
17:57,2,Horace Spencer made Layup.,38,44
17:44,2,Foul on Bryce Brown.,38,44
17:27,2198,Nick Mayo missed Three Point Jumper.,38,44
17:27,2,Mustapha Heron Defensive Rebound.,38,44
17:18,2,Jared Harper missed Jumper.,38,44
17:18,2198,Eastern Kentucky Defensive Rebound.,38,44
17:00,2198,Nick Mayo made Layup.,40,44
16:33,2,Mustapha Heron made Layup. Assisted by Bryce Brown.,40,46
16:14,2198,Isaac McGlone missed Three Point Jumper.,40,46
16:14,2198,Isaac McGlone Offensive Rebound.,40,46
16:11,2198,Isaac McGlone missed Three Point Jumper.,40,46
16:11,2198,Marlon Adams Offensive Rebound.,40,46
16:07,2198,Marlon Adams made Layup.,42,46
15:57,2198,Foul on Isaac McGlone.,42,46
15:57,2,Official TV Timeout,42,46
15:57,2,Bryce Brown missed Free Throw.,42,46
15:57,2,Auburn Deadball Team Rebound.,42,46
15:57,2,Bryce Brown made Free Throw.,42,47
15:44,2198,Marlon Adams missed Layup.,42,47
15:44,2,T.J. Dunans Defensive Rebound.,42,47
15:36,2,Danjel Purifoy missed Three Point Jumper.,42,47
15:36,2,Mustapha Heron Offensive Rebound.,42,47
15:32,2198,Foul on Marlon Adams.,42,47
15:32,2,Mustapha Heron missed Free Throw.,42,47
15:32,2,Auburn Deadball Team Rebound.,42,47
15:32,2,Mustapha Heron made Free Throw.,42,48
15:09,2,Foul on Danjel Purifoy.,42,48
15:09,2198,Nick Mayo missed Free Throw.,42,48
15:09,2198,Eastern Kentucky Deadball Team Rebound.,42,48
15:09,2198,Nick Mayo made Free Throw.,43,48
14:56,2,Foul on Mustapha Heron.,43,48
14:56,2,Mustapha Heron Turnover.,43,48
14:44,2198,Asante Gist missed Layup.,43,48
14:44,2,Danjel Purifoy Defensive Rebound.,43,48
14:31,2,Foul on Ronnie Johnson.,43,48
14:31,2,Ronnie Johnson Turnover.,43,48
14:13,2198,Dillon Avare made Three Point Jumper. Assisted by Parker Chitty.,46,48
13:48,2,T.J. Dunans Turnover.,46,48
13:46,2198,Marlon Adams Steal.,46,48
13:45,2198,Marlon Adams missed Layup.,46,48
13:45,2,T.J. Dunans Defensive Rebound.,46,48
13:42,2198,Foul on Marlon Adams.,46,48
13:32,2198,Foul on Parker Chitty.,46,48
13:32,2,Bryce Brown missed Free Throw.,46,48
13:32,2,Auburn Deadball Team Rebound.,46,48
13:32,2,Bryce Brown missed Free Throw.,46,48
13:32,2198,Nick Mayo Defensive Rebound.,46,48
13:17,2,Foul on TJ Lang.,46,48
13:11,2198,Nick Mayo missed Three Point Jumper.,46,48
13:11,2,Bryce Brown Defensive Rebound.,46,48
13:09,2198,Foul on DeAndre Dishman.,46,48
13:09,2,Bryce Brown made Free Throw.,46,49
13:09,2,Bryce Brown made Free Throw.,46,50
13:08,2198,Dillon Avare Turnover.,46,50
13:06,2,Danjel Purifoy Steal.,46,50
13:03,2,Danjel Purifoy Turnover.,46,50
13:00,2198,Asante Gist made Layup.,48,50
12:31,2,Ronnie Johnson made Layup.,48,52
11:48,2198,Nick Mayo missed Three Point Jumper.,48,52
11:48,2198,DeAndre Dishman Offensive Rebound.,48,52
11:42,2198,DeAndre Dishman missed Layup.,48,52
11:42,2,LaRon Smith Defensive Rebound.,48,52
11:33,2,Anfernee McLemore made Dunk. Assisted by Ronnie Johnson.,48,54
11:11,2198,Nick Mayo missed Jumper.,48,54
11:11,2198,Eastern Kentucky Offensive Rebound.,48,54
11:09,2,Official TV Timeout,48,54
10:53,2198,Asante Gist Turnover.,48,54
10:50,2,Ronnie Johnson Steal.,48,54
10:48,2,Ronnie Johnson missed Layup.,48,54
10:48,2198,DeAndre Dishman Block.,48,54
10:46,2,Anfernee McLemore Offensive Rebound.,48,54
10:43,2,Anfernee McLemore made Layup.,48,56
10:22,2,Foul on Horace Spencer.,48,56
10:22,2198,Nick Mayo made Free Throw.,49,56
10:22,2198,Nick Mayo made Free Throw.,50,56
10:11,2198,Foul on Parker Chitty.,50,56
10:11,2,Ronnie Johnson made Free Throw.,50,57
10:11,2,Ronnie Johnson made Free Throw.,50,58
9:42,2198,Isaac McGlone missed Three Point Jumper.,50,58
9:42,2,Anfernee McLemore Defensive Rebound.,50,58
9:37,2,Mustapha Heron made Layup. Assisted by Ronnie Johnson.,50,60
9:36,2198,Eastern Kentucky  Timeout,50,60
9:15,2198,Asante Gist Turnover.,50,60
9:14,2,Bryce Brown Steal.,50,60
9:12,2,Ronnie Johnson made Layup. Assisted by Bryce Brown.,50,62
8:55,2198,Jaylen Babb-Harrison missed Jumper.,50,62
8:55,2,Horace Spencer Defensive Rebound.,50,62
8:39,2,Bryce Brown missed Three Point Jumper.,50,62
8:39,2,Anfernee McLemore Offensive Rebound.,50,62
8:35,2,Anfernee McLemore made Layup.,50,64
8:16,2198,Asante Gist missed Three Point Jumper.,50,64
8:16,2,Horace Spencer Defensive Rebound.,50,64
8:01,2,Ronnie Johnson missed Jumper.,50,64
8:01,2198,Nick Mayo Defensive Rebound.,50,64
7:36,2198,Jaylen Babb-Harrison missed Jumper.,50,64
7:36,2,Ronnie Johnson Defensive Rebound.,50,64
7:30,2198,Foul on Isaac McGlone.,50,64
7:30,2,Official TV Timeout,50,64
7:30,2,Mustapha Heron missed Free Throw.,50,64
7:30,2,Auburn Deadball Team Rebound.,50,64
7:30,2,Mustapha Heron made Free Throw.,50,65
7:22,2198,Jaylen Babb-Harrison made Jumper.,52,65
7:11,2,LaRon Smith Turnover.,52,65
7:09,2198,Jaylen Babb-Harrison Steal.,52,65
7:07,2198,Jaylen Babb-Harrison missed Dunk.,52,65
7:07,2,LaRon Smith Block.,52,65
7:05,2198,Asante Gist Offensive Rebound.,52,65
7:02,2198,Asante Gist missed Layup.,52,65
7:02,2,Mustapha Heron Defensive Rebound.,52,65
6:58,2,Bryce Brown missed Layup.,52,65
6:58,2198,Nick Mayo Defensive Rebound.,52,65
6:52,2198,Jaylen Babb-Harrison missed Three Point Jumper.,52,65
6:52,2,Bryce Brown Defensive Rebound.,52,65
6:28,2,Ronnie Johnson made Jumper.,52,67
6:04,2198,Nick Mayo missed Layup.,52,67
6:04,2,Mustapha Heron Defensive Rebound.,52,67
5:47,2198,Foul on Asante Gist.,52,67
5:47,2,Ronnie Johnson missed Free Throw.,52,67
5:47,2,Auburn Deadball Team Rebound.,52,67
5:47,2,Ronnie Johnson made Free Throw.,52,68
5:28,2198,DeAndre Dishman made Layup. Assisted by Parker Chitty.,54,68
5:20,2,T.J. Dunans made Layup.,54,70
4:58,2198,Nick Mayo made Jumper.,56,70
4:41,2,Ronnie Johnson made Jumper.,56,72
4:19,2198,Dillon Avare missed Three Point Jumper.,56,72
4:19,2,T.J. Dunans Defensive Rebound.,56,72
4:00,2198,Foul on DeAndre Dishman.,56,72
4:00,2,T.J. Dunans made Free Throw.,56,73
3:59,2,Horace Spencer Offensive Rebound.,56,73
3:59,2,T.J. Dunans missed Free Throw.,56,73
3:51,2,Danjel Purifoy made Three Point Jumper. Assisted by Ronnie Johnson.,56,76
3:40,2198,Parker Chitty missed Three Point Jumper.,56,76
3:40,2,Mustapha Heron Defensive Rebound.,56,76
3:23,2,Horace Spencer missed Dunk.,56,76
3:23,2198,Parker Chitty Defensive Rebound.,56,76
3:17,2,Foul on Horace Spencer.,56,76
3:17,2,Official TV Timeout,56,76
3:17,2198,Nick Mayo made Free Throw.,57,76
3:17,2198,Nick Mayo made Free Throw.,58,76
3:06,2,Ronnie Johnson made Layup.,58,78
2:40,2198,Dillon Avare made Three Point Jumper. Assisted by Parker Chitty.,61,78
2:32,2,Mustapha Heron made Three Point Jumper. Assisted by Ronnie Johnson.,61,81
2:13,2198,Dillon Avare missed Three Point Jumper.,61,81
2:13,2198,DeAndre Dishman Offensive Rebound.,61,81
2:08,2198,Parker Chitty missed Three Point Jumper.,61,81
2:08,2198,Nick Mayo Offensive Rebound.,61,81
2:03,2198,Nick Mayo made Dunk.,63,81
1:39,2,Foul on Mustapha Heron.,63,81
1:39,2,Mustapha Heron Turnover.,63,81
1:26,2,Foul on Jared Harper.,63,81
1:26,2198,Marlon Adams missed Free Throw.,63,81
1:26,2198,Eastern Kentucky Deadball Team Rebound.,63,81
1:26,2198,Marlon Adams made Free Throw.,64,81
1:08,2,T.J. Dunans missed Three Point Jumper.,64,81
1:08,2,Mustapha Heron Offensive Rebound.,64,81
1:03,2198,Foul on Dillon Avare.,64,81
1:03,2,Mustapha Heron made Free Throw.,64,82
1:03,2,Mustapha Heron made Free Throw.,64,83
0:52,2198,Lachlan Anderson missed Three Point Jumper.,64,83
0:52,2,Danjel Purifoy Defensive Rebound.,64,83
0:41,2,Will Macoy missed Three Point Jumper.,64,83
0:41,2198,Parker Chitty Defensive Rebound.,64,83
0:35,2198,Marlon Adams missed Layup.,64,83
0:35,2,LaRon Smith Block.,64,83
0:33,2,T.J. Dunans Defensive Rebound.,64,83
0:10,2,T.J. Dunans missed Layup.,64,83
0:10,2,LaRon Smith Offensive Rebound.,64,83
0:07,2,LaRon Smith made Two Point Tip Shot.,64,85
0:03,2198,Dillon Avare missed Three Point Jumper.,64,85
0:03,2198,Marlon Adams Offensive Rebound.,64,85
0:01,2198,Marlon Adams missed Layup.,64,85
0:01,2,LaRon Smith Defensive Rebound.,64,85
0:00,2,End of Game,64,85
