Yale,258,Virginia,43
4:41,43,Sam Downey missed Layup.,35,57
4:41,43,Eric Anderson Offensive Rebound.,35,57
4:37,43,Eric Anderson missed Layup.,35,57
4:37,258,Mamadi Diakite Defensive Rebound.,35,57
4:17,258,Mamadi Diakite made Layup. Assisted by Darius Thompson.,35,59
3:48,43,Trey Phills missed Layup.,35,59
3:48,258,Jack Salt Block.,35,59
3:46,258,Mamadi Diakite Defensive Rebound.,35,59
3:43,258,Virginia  Timeout,35,59
3:26,258,Devon Hall missed Layup.,35,59
3:26,43,Blake Reynolds Defensive Rebound.,35,59
3:21,43,Anthony Dallier Turnover.,35,59
3:11,43,Foul on Eric Monroe.,35,59
3:11,258,Kyle Guy made Free Throw.,35,60
3:11,258,Kyle Guy made Free Throw.,35,61
2:50,43,Eric Monroe made Three Point Jumper. Assisted by Anthony Dallier.,38,61
2:20,258,Devon Hall missed Three Point Jumper.,38,61
2:20,43,Blake Reynolds Defensive Rebound.,38,61
2:13,43,Anthony Dallier Turnover.,38,61
1:56,258,Jack Salt missed Layup.,38,61
1:56,258,Jack Salt Offensive Rebound.,38,61
1:53,258,Jack Salt missed Layup.,38,61
1:53,258,Mamadi Diakite Offensive Rebound.,38,61
1:29,43,Foul on Alex Copeland.,38,61
1:29,258,Mamadi Diakite missed Free Throw.,38,61
1:29,258,Virginia Deadball Team Rebound.,38,61
1:29,258,Mamadi Diakite made Free Throw.,38,62
1:12,43,Alex Copeland missed Three Point Jumper.,38,62
1:12,258,Mamadi Diakite Defensive Rebound.,38,62
0:52,258,Justice Bartley Turnover.,38,62
0:51,43,Eric Monroe Steal.,38,62
0:47,258,Foul on Justice Bartley.,38,62
0:47,43,Eric Anderson missed Free Throw.,38,62
0:47,43,Yale Deadball Team Rebound.,38,62
0:47,43,Eric Anderson missed Free Throw.,38,62
0:47,258,Jack Salt Defensive Rebound.,38,62
0:30,258,Trevon Gross Jr. missed Layup.,38,62
0:30,43,Austin Williams Defensive Rebound.,38,62
0:24,258,Foul on Justice Bartley.,38,62
0:17,43,Eric Monroe Turnover.,38,62
0:16,258,Trevon Gross Jr. Steal.,38,62
0:00,258,End of Game,38,62
