Green Bay,189,Bowling Green,2739
9:37,189,Antwon Lillard Defensive Rebound.,11,4
9:25,2739,Foul on David Jesperson.,11,4
9:23,189,Dylan Frye Turnover.,11,4
9:23,189,Foul on Dylan Frye.,11,4
8:51,2739,Charles Cooper missed Three Point Jumper.,11,4
8:51,2739,Green Bay Offensive Rebound.,11,4
8:51,2739,Green Bay  Turnover.,11,4
8:34,189,Ismail Ali made Three Point Jumper. Assisted by Dylan Frye.,11,7
8:14,2739,Khalil Small Turnover.,11,7
8:02,189,Rasheed Worrell Turnover.,11,7
8:02,189,Foul on Rasheed Worrell.,11,7
7:52,2739,Kerem Kanter Turnover.,11,7
7:51,189,Official TV Timeout,11,7
7:38,189,Dylan Frye made Layup.,11,9
7:30,2739,Khalil Small missed Layup.,11,9
7:30,2739,Warren Jones Offensive Rebound.,11,9
7:27,2739,Warren Jones made Layup.,13,9
7:12,189,Dylan Frye missed Three Point Jumper.,13,9
7:12,2739,Khalil Small Defensive Rebound.,13,9
7:05,2739,Warren Jones Turnover.,13,9
6:54,2739,Foul on Kerem Kanter.,13,9
6:39,189,Ismail Ali missed Layup.,13,9
6:39,2739,Kerem Kanter Defensive Rebound.,13,9
6:27,2739,Jamar Hurdle missed Jumper.,13,9
6:27,189,Ismail Ali Defensive Rebound.,13,9
6:21,189,Zack Denny made Three Point Jumper. Assisted by Ismail Ali.,13,12
6:08,2739,Warren Jones made Three Point Jumper.,16,12
5:45,189,Wes Alcegaire missed Three Point Jumper.,16,12
5:45,2739,Kerem Kanter Defensive Rebound.,16,12
5:39,2739,Charles Cooper missed Layup.,16,12
5:39,2739,Jamar Hurdle Offensive Rebound.,16,12
5:37,2739,Jamar Hurdle made Layup.,18,12
5:22,2739,Foul on Kerem Kanter.,18,12
5:22,189,Demajeo Wiggins made Free Throw.,18,13
5:22,189,Demajeo Wiggins missed Free Throw.,18,13
5:22,189,Bowling Green Offensive Rebound.,18,13
5:00,189,Demajeo Wiggins Turnover.,18,13
5:00,189,Foul on Demajeo Wiggins.,18,13
4:44,2739,Warren Jones Turnover.,18,13
4:26,189,Zack Denny made Layup.,18,15
4:10,2739,Jamar Hurdle missed Jumper.,18,15
4:10,189,Rodrick Caldwell Defensive Rebound.,18,15
4:01,189,Zack Denny missed Three Point Jumper.,18,15
4:01,2739,Warren Jones Defensive Rebound.,18,15
3:55,2739,Turner Botz missed Three Point Jumper.,18,15
3:55,189,Demajeo Wiggins Defensive Rebound.,18,15
3:46,2739,Foul on Kerem Kanter.,18,15
3:46,189,Official TV Timeout,18,15
3:46,189,Rodrick Caldwell made Free Throw.,18,16
3:46,189,Rodrick Caldwell made Free Throw.,18,17
3:32,2739,Khalil Small missed Three Point Jumper.,18,17
3:32,189,Demajeo Wiggins Defensive Rebound.,18,17
3:15,189,Dylan Frye missed Three Point Jumper.,18,17
3:15,2739,Charles Cooper Defensive Rebound.,18,17
3:07,2739,Trevor Anderson missed Three Point Jumper.,18,17
3:07,2739,Khalil Small Offensive Rebound.,18,17
3:00,2739,Khalil Small made Layup.,20,17
2:27,189,Zack Denny missed Three Point Jumper.,20,17
2:27,189,Demajeo Wiggins Offensive Rebound.,20,17
2:22,189,Demajeo Wiggins missed Layup.,20,17
2:22,189,Demajeo Wiggins Offensive Rebound.,20,17
2:20,2739,Foul on David Jesperson.,20,17
2:19,189,Demajeo Wiggins made Free Throw.,20,18
2:19,189,Demajeo Wiggins missed Free Throw.,20,18
2:19,2739,Charles Cooper Defensive Rebound.,20,18
2:10,2739,Charles Cooper missed Layup.,20,18
2:10,189,Wes Alcegaire Defensive Rebound.,20,18
2:08,189,Zack Denny made Layup. Assisted by Rodrick Caldwell.,20,20
2:07,2739,Green Bay  Timeout,20,20
1:55,2739,David Jesperson missed Three Point Jumper.,20,20
1:55,189,Wes Alcegaire Defensive Rebound.,20,20
1:44,2739,Foul on David Jesperson.,20,20
1:44,189,Wes Alcegaire missed Free Throw.,20,20
1:44,189,Bowling Green Deadball Team Rebound.,20,20
1:44,189,Wes Alcegaire missed Free Throw.,20,20
1:44,2739,Turner Botz Defensive Rebound.,20,20
1:42,189,Foul on Dylan Frye.,20,20
1:42,2739,Turner Botz made Free Throw.,21,20
1:42,2739,Turner Botz made Free Throw.,22,20
1:20,189,Ismail Ali missed Jumper.,22,20
1:20,2739,Charles Cooper Defensive Rebound.,22,20
1:18,189,Foul on Zack Denny.,22,20
1:18,2739,Charles Cooper missed Free Throw.,22,20
1:18,189,Bowling Green Defensive Rebound.,22,20
1:18,2739,Foul on Turner Botz.,22,20
1:18,189,Matt Fox missed Free Throw.,22,20
1:18,189,Bowling Green Deadball Team Rebound.,22,20
1:18,189,Matt Fox made Free Throw.,22,21
1:16,189,Foul on Zack Denny.,22,21
1:16,2739,Khalil Small made Free Throw.,23,21
1:16,2739,Khalil Small made Free Throw.,24,21
0:57,189,Rodrick Caldwell missed Three Point Jumper.,24,21
0:57,189,Antwon Lillard Offensive Rebound.,24,21
0:55,2739,Foul on Charles Cooper.,24,21
0:55,189,Antwon Lillard missed Free Throw.,24,21
0:55,189,Bowling Green Deadball Team Rebound.,24,21
0:55,189,Antwon Lillard missed Free Throw.,24,21
0:55,2739,Trevor Anderson Defensive Rebound.,24,21
0:48,2739,Kameron Hankerson missed Three Point Jumper.,24,21
0:48,189,Ismail Ali Defensive Rebound.,24,21
0:40,189,Ismail Ali made Layup.,24,23
0:08,2739,Trevor Anderson made Jumper.,26,23
0:00,189,Antwon Lillard made Layup.,26,25
0:00,189,End of 1st half,26,25
19:53,2739,Charles Cooper missed Jumper.,26,25
19:53,189,Demajeo Wiggins Defensive Rebound.,26,25
19:40,189,Antwon Lillard made Layup. Assisted by Wes Alcegaire.,26,27
19:29,2739,Khalil Small missed Layup.,26,27
19:29,189,Antwon Lillard Defensive Rebound.,26,27
19:07,189,Demajeo Wiggins made Layup. Assisted by Wes Alcegaire.,26,29
18:57,2739,Charles Cooper made Layup.,28,29
18:51,189,Wes Alcegaire Turnover.,28,29
18:48,2739,Charles Cooper made Layup.,30,29
18:26,189,Wes Alcegaire Turnover.,30,29
18:24,2739,Kenneth Lowe Steal.,30,29
18:21,2739,Khalil Small Turnover.,30,29
18:20,189,Ismail Ali Steal.,30,29
18:16,189,Zack Denny missed Layup.,30,29
18:16,2739,Kenneth Lowe Block.,30,29
18:12,2739,Kenneth Lowe Defensive Rebound.,30,29
18:10,2739,Khalil Small made Layup.,32,29
18:10,189,Foul on Antwon Lillard.,32,29
18:10,2739,Khalil Small made Free Throw.,33,29
17:46,189,Demajeo Wiggins missed Layup.,33,29
17:46,189,Demajeo Wiggins Offensive Rebound.,33,29
17:43,189,Demajeo Wiggins missed Layup.,33,29
17:43,2739,Green Bay Defensive Rebound.,33,29
17:28,2739,Kenneth Lowe made Layup.,35,29
17:02,2739,Foul on Khalil Small.,35,29
16:59,189,Zack Denny missed Jumper.,35,29
16:59,189,Demajeo Wiggins Offensive Rebound.,35,29
16:57,2739,Foul on Kenneth Lowe.,35,29
16:57,189,Demajeo Wiggins missed Free Throw.,35,29
16:57,189,Bowling Green Deadball Team Rebound.,35,29
16:57,189,Demajeo Wiggins missed Free Throw.,35,29
16:57,2739,Kenneth Lowe Defensive Rebound.,35,29
16:57,189,Foul on Antwon Lillard.,35,29
16:47,2739,Kenneth Lowe missed Layup.,35,29
16:47,189,Wes Alcegaire Defensive Rebound.,35,29
16:39,2739,Foul on Khalil Small.,35,29
16:35,189,Wes Alcegaire missed Layup.,35,29
16:35,2739,Kerem Kanter Defensive Rebound.,35,29
16:16,2739,Kerem Kanter made Three Point Jumper. Assisted by Warren Jones.,38,29
16:15,189,Foul on Demajeo Wiggins.,38,29
16:15,2739,Kerem Kanter made Free Throw.,39,29
15:56,189,Zack Denny missed Jumper.,39,29
15:56,2739,Green Bay Defensive Rebound.,39,29
15:56,189,Official TV Timeout,39,29
15:39,2739,Turner Botz made Three Point Jumper. Assisted by Charles Cooper.,42,29
15:34,2739,Foul on Warren Jones.,42,29
15:18,2739,Foul on Turner Botz.,42,29
15:14,189,Wes Alcegaire made Jumper.,42,31
15:03,2739,Warren Jones Turnover.,42,31
14:45,2739,Foul on Kerem Kanter.,42,31
14:41,2739,Foul on David Jesperson.,42,31
14:41,189,Wes Alcegaire missed Free Throw.,42,31
14:41,189,Antwon Lillard Offensive Rebound.,42,31
14:38,189,Antwon Lillard made Layup.,42,33
14:19,2739,Turner Botz missed Three Point Jumper.,42,33
14:19,189,Wes Alcegaire Defensive Rebound.,42,33
14:09,189,Zack Denny made Three Point Jumper. Assisted by Ismail Ali.,42,36
14:05,2739,Green Bay  Timeout,42,36
13:49,2739,Charles Cooper missed Layup.,42,36
13:49,189,Rasheed Worrell Defensive Rebound.,42,36
13:46,189,Rasheed Worrell Turnover.,42,36
13:27,2739,Turner Botz missed Layup.,42,36
13:27,189,Ismail Ali Defensive Rebound.,42,36
13:19,189,Wes Alcegaire made Three Point Jumper. Assisted by Ismail Ali.,42,39
13:00,2739,Kameron Hankerson Turnover.,42,39
13:00,2739,Foul on Kameron Hankerson.,42,39
13:00,189,Wes Alcegaire Turnover.,42,39
12:51,189,Foul on Ismail Ali.,42,39
12:43,189,Foul on Ismail Ali.,42,39
12:43,2739,Trevor Anderson made Free Throw.,43,39
12:43,2739,Trevor Anderson made Free Throw.,44,39
12:15,189,Rasheed Worrell missed Jumper.,44,39
12:15,2739,Trevor Anderson Defensive Rebound.,44,39
12:11,189,Foul on Rasheed Worrell.,44,39
12:00,2739,Trevor Anderson Turnover.,44,39
11:58,189,Rodrick Caldwell Steal.,44,39
11:57,189,Wes Alcegaire made Dunk. Assisted by Rodrick Caldwell.,44,41
11:45,2739,Khalil Small missed Three Point Jumper.,44,41
11:45,189,Rasheed Worrell Defensive Rebound.,44,41
11:42,189,Official TV Timeout,44,41
11:25,189,Dylan Frye missed Jumper.,44,41
11:25,189,Rasheed Worrell Offensive Rebound.,44,41
11:21,189,Rasheed Worrell made Layup.,44,43
11:14,2739,Warren Jones Turnover.,44,43
10:57,189,Rodrick Caldwell missed Layup.,44,43
10:57,2739,Kenneth Lowe Defensive Rebound.,44,43
10:47,2739,Trevor Anderson made Jumper. Assisted by Khalil Small.,46,43
10:22,189,Wes Alcegaire missed Three Point Jumper.,46,43
10:22,189,Bowling Green Offensive Rebound.,46,43
10:17,189,Dylan Frye made Jumper. Assisted by Rodrick Caldwell.,46,45
10:05,189,Foul on Wes Alcegaire.,46,45
10:05,2739,Trevor Anderson made Free Throw.,47,45
10:05,2739,Trevor Anderson made Free Throw.,48,45
9:45,189,Rasheed Worrell Turnover.,48,45
9:45,189,Foul on Rasheed Worrell.,48,45
9:29,2739,Charles Cooper missed Three Point Jumper.,48,45
9:29,189,Bowling Green Defensive Rebound.,48,45
9:03,189,Dylan Frye missed Layup.,48,45
9:03,2739,Trevor Anderson Defensive Rebound.,48,45
8:44,2739,Khalil Small made Layup.,50,45
8:15,189,Demajeo Wiggins missed Layup.,50,45
8:15,2739,Turner Botz Defensive Rebound.,50,45
7:59,189,Foul on Rodrick Caldwell.,50,45
7:59,189,Official TV Timeout,50,45
7:59,2739,Charles Cooper made Free Throw.,51,45
7:59,2739,Charles Cooper made Free Throw.,52,45
7:49,189,Antwon Lillard Turnover.,52,45
7:49,2739,Charles Cooper Steal.,52,45
7:49,189,Foul on Antwon Lillard.,52,45
7:49,2739,Charles Cooper made Free Throw.,53,45
7:49,2739,Charles Cooper made Free Throw.,54,45
7:32,189,Dylan Frye missed Layup.,54,45
7:32,2739,Charles Cooper Defensive Rebound.,54,45
7:24,2739,Turner Botz made Layup. Assisted by Khalil Small.,56,45
7:15,189,Bowling Green  Timeout,56,45
7:03,2739,Foul on Kenneth Lowe.,56,45
7:03,189,Demajeo Wiggins made Free Throw.,56,46
7:03,189,Demajeo Wiggins made Free Throw.,56,47
7:03,2739,Turner Botz Turnover.,56,47
7:01,189,Antwon Lillard missed Three Point Jumper.,56,47
7:01,2739,Turner Botz Defensive Rebound.,56,47
6:55,189,Foul on Zack Denny.,56,47
6:55,2739,Charles Cooper made Free Throw.,57,47
6:55,2739,Charles Cooper made Free Throw.,58,47
6:38,2739,Foul on Turner Botz.,58,47
6:38,189,Zack Denny made Free Throw.,58,48
6:38,189,Zack Denny made Free Throw.,58,49
6:24,2739,Kerem Kanter made Layup.,60,49
5:56,189,Ismail Ali missed Layup.,60,49
5:56,189,Bowling Green Offensive Rebound.,60,49
5:43,189,Antwon Lillard made Jumper.,60,51
5:21,2739,Trevor Anderson made Three Point Jumper. Assisted by Charles Cooper.,63,51
5:01,189,Rasheed Worrell made Layup.,63,53
4:44,2739,Turner Botz made Three Point Jumper. Assisted by Trevor Anderson.,66,53
4:31,189,Antwon Lillard made Three Point Jumper. Assisted by Ismail Ali.,66,56
3:59,2739,Trevor Anderson made Jumper. Assisted by Khalil Small.,68,56
3:44,189,Ismail Ali missed Layup.,68,56
3:44,2739,Green Bay Defensive Rebound.,68,56
3:32,2739,Turner Botz made Three Point Jumper. Assisted by Warren Jones.,71,56
3:02,189,Zack Denny Turnover.,71,56
3:01,2739,Turner Botz Steal.,71,56
2:35,2739,Trevor Anderson made Three Point Jumper. Assisted by Charles Cooper.,74,56
2:21,189,Antwon Lillard made Layup.,74,58
2:03,2739,Trevor Anderson Turnover.,74,58
2:02,189,Rodrick Caldwell Steal.,74,58
1:59,189,Wes Alcegaire missed Three Point Jumper.,74,58
1:59,2739,Trevor Anderson Defensive Rebound.,74,58
1:29,2739,Khalil Small made Jumper.,76,58
1:11,189,Rodrick Caldwell made Three Point Jumper.,76,61
0:37,2739,Khalil Small missed Layup.,76,61
0:37,189,Antwon Lillard Defensive Rebound.,76,61
0:29,189,Zack Denny missed Three Point Jumper.,76,61
0:29,2739,Turner Botz Defensive Rebound.,76,61
0:17,189,Foul on Rodrick Caldwell.,76,61
0:17,2739,Charles Cooper missed Free Throw.,76,61
0:17,2739,Green Bay Deadball Team Rebound.,76,61
0:17,2739,Charles Cooper made Free Throw.,77,61
0:00,189,End of Game,77,61
