Florida A&amp;M,2005,Air Force,50
2:00,2005,Dane Norman made Free Throw.,22,37
1:44,50,Elijah Mays missed Jumper.,22,37
1:44,50,Nick Severado Offensive Rebound.,22,37
1:39,50,Nick Severado Turnover.,22,37
1:26,50,Foul on Elijah Mays.,22,37
1:26,50,Technical Foul on Florida A&M.,22,37
1:26,2005,CJ Siples made Free Throw.,22,38
1:26,2005,CJ Siples made Free Throw.,22,39
1:26,2005,CJ Siples missed Free Throw.,22,39
1:26,2005,Air Force Deadball Team Rebound.,22,39
1:26,2005,CJ Siples missed Free Throw.,22,39
1:26,50,K'Ja Johnson Defensive Rebound.,22,39
1:10,50,K'Ja Johnson made Jumper.,24,39
1:10,2005,Foul on CJ Siples.,24,39
1:10,50,K'Ja Johnson made Free Throw.,25,39
0:43,2005,Pervis Louder missed Jumper.,25,39
0:43,50,Florida A&M Defensive Rebound.,25,39
0:23,50,Justin Ravenel missed Three Point Jumper.,25,39
0:23,2005,Jacob Van Defensive Rebound.,25,39
0:10,2005,Air Force  Timeout,25,39
0:02,2005,Jacob Van missed Jumper.,25,39
0:02,2005,Jacob Van Offensive Rebound.,25,39
0:00,2005,Jacob Van missed Layup.,25,39
0:00,50,Desmond Williams Defensive Rebound.,25,39
0:00,2005,End of 1st half,25,39
19:46,50,Foul on Elijah Mays.,25,39
19:25,2005,Hayden Graham Turnover.,25,39
19:25,50,Elijah Mays Steal.,25,39
19:25,2005,Foul on Hayden Graham.,25,39
19:13,50,Desmond Williams missed Jumper.,25,39
19:13,50,Desmond Williams Offensive Rebound.,25,39
19:10,50,Desmond Williams missed Layup.,25,39
19:10,50,Desmond Williams Offensive Rebound.,25,39
19:06,50,Desmond Williams made Layup.,27,39
18:55,2005,Jacob Van made Three Point Jumper. Assisted by Zach Kocur.,27,42
18:33,50,Elijah Mays missed Three Point Jumper.,27,42
18:33,2005,Zach Kocur Defensive Rebound.,27,42
18:21,2005,Jacob Van missed Three Point Jumper.,27,42
18:21,2005,Zach Kocur Offensive Rebound.,27,42
18:16,50,Foul on Trey Warren.,27,42
18:14,2005,Hayden Graham Turnover.,27,42
18:12,50,Marcus Barnham Steal.,27,42
18:09,50,Desmond Williams made Layup. Assisted by Marcus Barnham.,29,42
17:37,2005,Trevor Lyons missed Jumper.,29,42
17:37,50,Desmond Williams Defensive Rebound.,29,42
17:31,50,Foul on Trey Warren.,29,42
17:31,50,Trey Warren Turnover.,29,42
17:14,2005,Frank Toohey made Jumper.,29,44
17:01,50,Desmond Williams missed Jumper.,29,44
17:01,2005,Zach Kocur Defensive Rebound.,29,44
16:54,2005,Hayden Graham made Layup. Assisted by Zach Kocur.,29,46
16:39,50,Craig Bowman missed Three Point Jumper.,29,46
16:39,2005,Trevor Lyons Defensive Rebound.,29,46
16:35,50,Foul on Craig Bowman.,29,46
16:32,50,Foul on Nick Severado.,29,46
16:32,2005,Frank Toohey made Free Throw.,29,47
16:32,2005,Frank Toohey made Free Throw.,29,48
16:07,50,Desmond Williams made Jumper.,31,48
15:51,2005,Hayden Graham made Layup.,31,50
15:41,50,Desmond Williams missed Jumper.,31,50
15:41,2005,Zach Kocur Defensive Rebound.,31,50
15:30,2005,Jacob Van missed Jumper.,31,50
15:30,50,K'Ja Johnson Block.,31,50
15:27,2005,Jacob Van Offensive Rebound.,31,50
15:21,2005,Zach Kocur made Three Point Jumper. Assisted by Jacob Van.,31,53
15:00,2005,Foul on Frank Toohey.,31,53
15:00,2005,Official TV Timeout,31,53
14:45,50,Foul on Derrick Dandridge.,31,53
14:45,50,Derrick Dandridge Turnover.,31,53
14:28,2005,Zach Kocur Turnover.,31,53
14:27,50,K'Ja Johnson Steal.,31,53
14:23,50,K'Ja Johnson made Layup.,33,53
13:58,2005,Jacob Van made Jumper. Assisted by Zach Kocur.,33,55
13:37,50,Nick Severado missed Jumper.,33,55
13:37,2005,Kyle Broekhuis Block.,33,55
13:36,2005,Lavelle Scottie Defensive Rebound.,33,55
13:31,2005,Jacob Van Turnover.,33,55
13:28,50,Justin Ravenel Steal.,33,55
13:23,50,Nick Severado missed Jumper.,33,55
13:23,2005,Jacob Van Defensive Rebound.,33,55
13:01,2005,Kyle Broekhuis Turnover.,33,55
12:52,50,K'Ja Johnson made Three Point Jumper.,36,55
12:31,2005,Trevor Lyons Turnover.,36,55
12:08,50,Leon Williams missed Jumper.,36,55
12:08,2005,Lavelle Scottie Defensive Rebound.,36,55
11:50,50,Foul on Leon Williams.,36,55
11:50,2005,Official TV Timeout,36,55
11:50,2005,Trevor Lyons made Free Throw.,36,56
11:50,2005,Trevor Lyons made Free Throw.,36,57
11:42,50,Justin Ravenel Turnover.,36,57
11:32,2005,Kyle Broekhuis Turnover.,36,57
11:32,50,Leon Williams Steal.,36,57
11:22,50,Desmond Williams made Jumper. Assisted by K'Ja Johnson.,38,57
10:59,2005,Ryan Manning made Three Point Jumper. Assisted by Lavelle Scottie.,38,60
10:50,50,Desmond Williams missed Jumper.,38,60
10:50,50,Desmond Williams Offensive Rebound.,38,60
10:42,50,K'Ja Johnson made Jumper.,40,60
10:14,2005,CJ Siples missed Jumper.,40,60
10:14,50,Desmond Williams Defensive Rebound.,40,60
10:13,2005,Foul on CJ Siples.,40,60
9:55,50,Leon Williams missed Jumper.,40,60
9:55,2005,Ryan Manning Defensive Rebound.,40,60
9:38,50,Foul on Leon Williams.,40,60
9:38,2005,Frank Toohey made Free Throw.,40,61
9:38,2005,Frank Toohey made Free Throw.,40,62
9:37,50,Desmond Williams made Jumper.,42,62
9:05,50,Foul on Nick Severado.,42,62
9:05,2005,Frank Toohey made Free Throw.,42,63
9:05,2005,Frank Toohey made Free Throw.,42,64
8:45,2005,Foul on Frank Toohey.,42,64
8:43,50,Foul on Marcus Barnham.,42,64
8:43,50,Marcus Barnham Turnover.,42,64
8:18,2005,Ryan Manning made Jumper. Assisted by Jacob Van.,42,66
8:09,50,Desmond Williams made Jumper.,44,66
7:55,2005,Zach Kocur Turnover.,44,66
7:54,2005,Official TV Timeout,44,66
7:40,50,Desmond Williams made Jumper.,46,66
7:22,50,Foul on Nasir Core.,46,66
7:22,2005,Jacob Van made Free Throw.,46,67
7:22,2005,Jacob Van made Free Throw.,46,68
7:15,50,Desmond Williams missed Jumper.,46,68
7:15,2005,Jacob Van Defensive Rebound.,46,68
6:51,2005,Zach Kocur missed Three Point Jumper.,46,68
6:51,2005,Hayden Graham Offensive Rebound.,46,68
6:48,2005,Hayden Graham made Layup.,46,70
6:48,50,Foul on Nick Severado.,46,70
6:48,2005,Hayden Graham made Free Throw.,46,71
6:33,50,Craig Bowman missed Three Point Jumper.,46,71
6:33,50,Trey Warren Offensive Rebound.,46,71
6:29,50,Trey Warren missed Jumper.,46,71
6:29,50,Trey Warren Offensive Rebound.,46,71
6:24,2005,Foul on Hayden Graham.,46,71
6:16,50,Foul on Craig Bowman.,46,71
6:16,50,Craig Bowman Turnover.,46,71
6:16,50,Technical Foul on Craig Bowman.,46,71
6:16,50,Foul on Florida A&M.,46,71
6:16,2005,Jacob Van made Free Throw.,46,72
6:16,2005,Jacob Van made Free Throw.,46,73
6:06,50,Foul on Derrick Dandridge.,46,73
6:06,2005,Lavelle Scottie missed Free Throw.,46,73
6:06,2005,Air Force Deadball Team Rebound.,46,73
6:06,2005,Lavelle Scottie made Free Throw.,46,74
5:49,50,Derrick Dandridge missed Three Point Jumper.,46,74
5:49,2005,Caleb Morris Defensive Rebound.,46,74
5:38,2005,Caleb Morris Turnover.,46,74
5:32,2005,Foul on Dane Norman.,46,74
5:32,50,Trey Warren missed Free Throw.,46,74
5:32,50,Florida A&M Deadball Team Rebound.,46,74
5:32,50,Trey Warren missed Free Throw.,46,74
5:32,2005,Sid Tomes Defensive Rebound.,46,74
5:25,2005,Sid Tomes Turnover.,46,74
5:13,50,Elijah Mays made Jumper.,48,74
4:56,50,Foul on Elijah Mays.,48,74
4:56,2005,LeSean Brown made Free Throw.,48,75
4:56,2005,LeSean Brown missed Free Throw.,48,75
4:56,50,Trey Warren Defensive Rebound.,48,75
4:39,50,Trey Warren missed Jumper.,48,75
4:39,2005,Caleb Morris Defensive Rebound.,48,75
4:30,2005,Sid Tomes made Three Point Jumper. Assisted by LeSean Brown.,48,78
4:05,50,Justin Ravenel made Jumper.,50,78
3:36,2005,Caleb Morris missed Three Point Jumper.,50,78
3:36,50,Leon Williams Defensive Rebound.,50,78
3:31,2005,Foul on Caleb Morris.,50,78
3:31,2005,Official TV Timeout,50,78
3:31,50,Nasir Core made Free Throw.,51,78
3:31,50,Nasir Core made Free Throw.,52,78
3:24,2005,Pervis Louder Turnover.,52,78
3:22,50,Nasir Core Steal.,52,78
3:15,50,Nasir Core missed Three Point Jumper.,52,78
3:15,50,Leon Williams Offensive Rebound.,52,78
3:13,2005,Foul on Dane Norman.,52,78
3:13,50,Leon Williams missed Free Throw.,52,78
3:13,50,Florida A&M Deadball Team Rebound.,52,78
3:06,50,Leon Williams made Jumper. Assisted by K'Ja Johnson.,54,78
2:38,2005,Pervis Louder Turnover.,54,78
2:23,2005,Foul on Dane Norman.,54,78
2:23,50,Nick Severado missed Free Throw.,54,78
2:23,50,Florida A&M Deadball Team Rebound.,54,78
2:23,50,Nick Severado made Free Throw.,55,78
2:18,50,Foul on Leon Williams.,55,78
2:18,2005,Caleb Morris made Free Throw.,55,79
2:18,2005,Caleb Morris made Free Throw.,55,80
2:12,50,Justin Ravenel missed Three Point Jumper.,55,80
2:12,2005,Pervis Louder Defensive Rebound.,55,80
2:03,2005,Caleb Morris made Jumper. Assisted by Pervis Louder.,55,82
1:41,50,K'Ja Johnson made Three Point Jumper. Assisted by Leon Williams.,58,82
1:41,50,Florida A&M  Timeout,58,82
1:13,2005,Caleb Morris missed Jumper.,58,82
1:13,2005,Dane Norman Offensive Rebound.,58,82
1:10,2005,Dane Norman missed Layup.,58,82
1:10,50,Justin Ravenel Defensive Rebound.,58,82
1:01,2005,Foul on Caleb Morris.,58,82
1:01,50,Leon Williams missed Free Throw.,58,82
1:01,50,Florida A&M Deadball Team Rebound.,58,82
1:01,50,Leon Williams made Free Throw.,59,82
0:46,50,Foul on Leon Williams.,59,82
0:46,2005,Dane Norman made Free Throw.,59,83
0:46,2005,Dane Norman made Free Throw.,59,84
0:40,50,Nasir Core missed Jumper.,59,84
0:40,2005,Pervis Louder Defensive Rebound.,59,84
0:12,2005,Pervis Louder made Layup.,59,86
0:12,50,Foul on Rashad Austin.,59,86
0:12,2005,Pervis Louder made Free Throw.,59,87
0:05,50,Justin Ravenel made Three Point Jumper. Assisted by K'Ja Johnson.,62,87
0:00,2005,End of Game,62,87
