NC State,156,Creighton,152
4:58,156,Toby Hegner made Free Throw.,39,44
4:58,156,Toby Hegner missed Free Throw.,39,44
4:58,152,BeeJay Anya Defensive Rebound.,39,44
4:58,152,Dennis Smith Jr. missed Layup.,39,44
4:58,156,Toby Hegner Block.,39,44
4:58,156,Creighton Defensive Rebound.,39,44
4:36,156,Tyler Clement Turnover.,39,44
4:27,152,Torin Dorn missed Layup.,39,44
4:27,156,Justin Patton Defensive Rebound.,39,44
4:22,156,Marcus Foster Turnover.,39,44
3:56,152,Dennis Smith Jr. missed Three Point Jumper.,39,44
3:56,156,Zach Hanson Defensive Rebound.,39,44
3:46,152,Foul on Shaun Kirk.,39,44
3:46,156,Official TV Timeout,39,44
3:46,156,Isaiah Zierden missed Free Throw.,39,44
3:46,152,Torin Dorn Defensive Rebound.,39,44
3:28,152,Shaun Kirk made Three Point Jumper. Assisted by Dennis Smith Jr..,42,44
3:11,156,Maurice Watson Jr. Turnover.,42,44
3:07,152,Terry Henderson made Dunk. Assisted by Torin Dorn.,44,44
2:56,152,Foul on Shaun Kirk.,44,44
2:56,156,Cole Huff made Free Throw.,44,45
2:56,156,Cole Huff made Free Throw.,44,46
2:47,156,Foul on Isaiah Zierden.,44,46
2:46,152,Dennis Smith Jr. made Three Point Jumper. Assisted by Torin Dorn.,47,46
2:31,156,Maurice Watson Jr. made Layup.,47,48
2:30,152,Foul on BeeJay Anya.,47,48
2:30,156,Maurice Watson Jr. made Free Throw.,47,49
2:17,152,Torin Dorn missed Jumper.,47,49
2:17,156,Isaiah Zierden Defensive Rebound.,47,49
1:48,156,Tyler Clement made Layup.,47,51
1:32,152,Foul on Shaun Kirk.,47,51
1:32,152,Shaun Kirk Turnover.,47,51
1:17,156,Tyler Clement made Three Point Jumper. Assisted by Khyri Thomas.,47,54
0:56,152,Dennis Smith Jr. missed Three Point Jumper.,47,54
0:56,156,Cole Huff Defensive Rebound.,47,54
0:51,156,Khyri Thomas missed Three Point Jumper.,47,54
0:51,152,Shaun Kirk Defensive Rebound.,47,54
0:22,152,Darius Hicks missed Jumper.,47,54
0:22,152,Darius Hicks Offensive Rebound.,47,54
0:21,156,Foul on Justin Patton.,47,54
0:21,152,Darius Hicks made Free Throw.,48,54
0:21,152,Darius Hicks missed Free Throw.,48,54
0:21,156,Cole Huff Defensive Rebound.,48,54
0:20,156,Creighton  Timeout,48,54
0:03,156,Foul on Marcus Foster.,48,54
0:03,156,Marcus Foster Turnover.,48,54
0:00,156,End of 1st half,48,54
19:49,152,BeeJay Anya made Jumper.,50,54
19:27,156,Cole Huff made Three Point Jumper. Assisted by Marcus Foster.,50,57
19:27,152,Foul on Abdul-Malik Abu.,50,57
19:27,156,Cole Huff made Free Throw.,50,58
19:11,152,Abdul-Malik Abu missed Jumper.,50,58
19:11,156,Cole Huff Defensive Rebound.,50,58
18:52,156,Khyri Thomas missed Three Point Jumper.,50,58
18:52,156,Justin Patton Offensive Rebound.,50,58
18:51,152,Foul on BeeJay Anya.,50,58
18:51,156,Justin Patton made Free Throw.,50,59
18:51,156,Justin Patton made Free Throw.,50,60
18:28,152,BeeJay Anya missed Layup.,50,60
18:28,156,Marcus Foster Defensive Rebound.,50,60
18:25,156,Justin Patton made Dunk. Assisted by Khyri Thomas.,50,62
18:18,152,NC State  Timeout,50,62
18:14,152,Dennis Smith Jr. made Jumper.,52,62
17:56,156,Maurice Watson Jr. missed Layup.,52,62
17:56,152,Markell Johnson Block.,52,62
17:56,156,Creighton Offensive Rebound.,52,62
17:50,156,Cole Huff missed Jumper.,52,62
17:50,152,Dennis Smith Jr. Defensive Rebound.,52,62
17:21,152,Dennis Smith Jr. missed Jumper.,52,62
17:21,156,Cole Huff Defensive Rebound.,52,62
17:15,156,Marcus Foster Turnover.,52,62
17:01,156,Foul on Marcus Foster.,52,62
17:01,152,Terry Henderson made Free Throw.,53,62
17:01,152,Terry Henderson missed Free Throw.,53,62
17:01,156,Justin Patton Defensive Rebound.,53,62
16:41,152,Foul on BeeJay Anya.,53,62
16:34,152,Foul on Terry Henderson.,53,62
16:28,156,Marcus Foster made Three Point Jumper.,53,65
16:28,156,Foul on Marcus Foster.,53,65
16:28,156,Technical Foul on Marcus Foster.,53,65
16:28,152,Terry Henderson made Free Throw.,54,65
16:28,152,Terry Henderson missed Free Throw.,54,65
16:28,152,NC State Deadball Team Rebound.,54,65
16:28,152,Torin Dorn made Three Point Jumper. Assisted by Dennis Smith Jr..,57,65
16:07,156,Maurice Watson Jr. made Jumper.,57,67
15:56,156,Foul on Khyri Thomas.,57,67
15:56,156,Official TV Timeout,57,67
15:48,152,Torin Dorn made Three Point Jumper. Assisted by Dennis Smith Jr..,60,67
15:26,156,Cole Huff missed Jumper.,60,67
15:26,152,NC State Defensive Rebound.,60,67
15:17,152,Dennis Smith Jr. missed Three Point Jumper.,60,67
15:17,156,Isaiah Zierden Defensive Rebound.,60,67
14:54,156,Khyri Thomas made Layup. Assisted by Justin Patton.,60,69
14:54,152,Foul on Terry Henderson.,60,69
14:54,156,Khyri Thomas made Free Throw.,60,70
14:33,152,Torin Dorn missed Three Point Jumper.,60,70
14:33,156,Cole Huff Defensive Rebound.,60,70
14:20,156,Justin Patton made Dunk. Assisted by Maurice Watson Jr..,60,72
14:17,156,Foul on Justin Patton.,60,72
14:17,156,Technical Foul on Justin Patton.,60,72
14:17,152,Dennis Smith Jr. made Free Throw.,61,72
14:17,152,Dennis Smith Jr. missed Free Throw.,61,72
14:17,152,NC State Deadball Team Rebound.,61,72
14:05,152,Abdul-Malik Abu made Jumper.,63,72
13:49,156,Toby Hegner missed Three Point Jumper.,63,72
13:49,152,NC State Defensive Rebound.,63,72
13:36,156,Foul on Zach Hanson.,63,72
13:36,152,Dennis Smith Jr. made Free Throw.,64,72
13:36,152,Dennis Smith Jr. made Free Throw.,65,72
13:15,156,Toby Hegner made Three Point Jumper. Assisted by Khyri Thomas.,65,75
12:58,152,Markell Johnson missed Layup.,65,75
12:58,156,Zach Hanson Defensive Rebound.,65,75
12:58,152,Foul on Abdul-Malik Abu.,65,75
12:30,156,Maurice Watson Jr. missed Three Point Jumper.,65,75
12:30,152,BeeJay Anya Defensive Rebound.,65,75
12:23,152,Dennis Smith Jr. made Layup.,67,75
12:23,156,Foul on Khyri Thomas.,67,75
12:23,152,Dennis Smith Jr. made Free Throw.,68,75
12:14,152,Foul on Dennis Smith Jr..,68,75
12:14,156,Toby Hegner made Free Throw.,68,76
12:14,156,Toby Hegner made Free Throw.,68,77
12:03,156,Foul on Zach Hanson.,68,77
12:03,152,BeeJay Anya missed Free Throw.,68,77
12:03,152,NC State Deadball Team Rebound.,68,77
12:03,152,BeeJay Anya missed Free Throw.,68,77
12:03,156,Toby Hegner Defensive Rebound.,68,77
11:47,156,Zach Hanson made Layup. Assisted by Maurice Watson Jr..,68,79
11:47,152,Foul on Dennis Smith Jr..,68,79
11:47,156,Official TV Timeout,68,79
11:47,156,Zach Hanson made Free Throw.,68,80
11:35,152,Dennis Smith Jr. missed Jumper.,68,80
11:35,156,Zach Hanson Defensive Rebound.,68,80
11:30,156,Marcus Foster made Layup.,68,82
11:11,152,Foul on Shaun Kirk.,68,82
11:11,152,Shaun Kirk Turnover.,68,82
10:55,156,Zach Hanson made Layup.,68,84
10:38,152,Dennis Smith Jr. missed Layup.,68,84
10:38,156,Toby Hegner Defensive Rebound.,68,84
10:38,152,Foul on BeeJay Anya.,68,84
10:38,152,NC State  Timeout,68,84
10:38,156,Toby Hegner made Free Throw.,68,85
10:38,156,Toby Hegner made Free Throw.,68,86
10:10,152,Markell Johnson made Three Point Jumper. Assisted by Dennis Smith Jr..,71,86
9:51,156,Toby Hegner missed Three Point Jumper.,71,86
9:51,152,Torin Dorn Defensive Rebound.,71,86
9:48,156,Foul on Maurice Watson Jr..,71,86
9:48,152,Torin Dorn made Free Throw.,72,86
9:48,152,Torin Dorn made Free Throw.,73,86
9:25,156,Marcus Foster missed Three Point Jumper.,73,86
9:25,152,Torin Dorn Defensive Rebound.,73,86
9:19,152,Torin Dorn missed Layup.,73,86
9:19,156,Maurice Watson Jr. Defensive Rebound.,73,86
9:15,156,Maurice Watson Jr. made Layup.,73,88
9:07,152,Terry Henderson missed Three Point Jumper.,73,88
9:07,156,Cole Huff Defensive Rebound.,73,88
8:38,156,Marcus Foster made Layup. Assisted by Khyri Thomas.,73,90
8:15,152,Dennis Smith Jr. made Jumper.,75,90
7:58,156,Marcus Foster made Three Point Jumper. Assisted by Khyri Thomas.,75,93
7:39,156,Foul on Khyri Thomas.,75,93
7:39,156,Official TV Timeout,75,93
7:39,152,Dennis Smith Jr. missed Free Throw.,75,93
7:39,152,NC State Deadball Team Rebound.,75,93
7:39,152,Dennis Smith Jr. made Free Throw.,76,93
7:11,156,Zach Hanson made Layup.,76,95
6:55,156,Foul on Marcus Foster.,76,95
6:55,152,Terry Henderson made Layup.,78,95
6:55,156,Foul on Ronnie Harrell Jr..,78,95
6:55,152,Terry Henderson made Free Throw.,79,95
6:41,156,Isaiah Zierden made Three Point Jumper. Assisted by Marcus Foster.,79,98
6:22,152,Terry Henderson missed Jumper.,79,98
6:22,156,Isaiah Zierden Defensive Rebound.,79,98
6:06,156,Isaiah Zierden made Three Point Jumper. Assisted by Tyler Clement.,79,101
5:46,152,Torin Dorn missed Jumper.,79,101
5:46,152,Abdul-Malik Abu Offensive Rebound.,79,101
5:44,152,Abdul-Malik Abu missed Two Point Tip Shot.,79,101
5:44,156,Cole Huff Defensive Rebound.,79,101
5:17,152,Foul on Dennis Smith Jr..,79,101
5:17,156,Cole Huff made Free Throw.,79,102
5:17,156,Cole Huff made Free Throw.,79,103
5:12,152,Terry Henderson made Three Point Jumper. Assisted by Markell Johnson.,82,103
4:42,156,Maurice Watson Jr. made Jumper.,82,105
4:34,152,Dennis Smith Jr. Turnover.,82,105
4:08,156,Maurice Watson Jr. Turnover.,82,105
4:07,152,Abdul-Malik Abu Steal.,82,105
4:05,152,Markell Johnson missed Three Point Jumper.,82,105
4:05,152,NC State Deadball Team Rebound.,82,105
4:02,156,Foul on Isaiah Zierden.,82,105
4:02,152,Dennis Smith Jr. made Free Throw.,83,105
4:02,152,Dennis Smith Jr. made Free Throw.,84,105
3:34,156,Maurice Watson Jr. missed Layup.,84,105
3:34,152,Dennis Smith Jr. Defensive Rebound.,84,105
3:26,156,Foul on Zach Hanson.,84,105
3:26,156,Official TV Timeout,84,105
3:26,152,Abdul-Malik Abu made Free Throw.,85,105
3:26,152,Abdul-Malik Abu made Free Throw.,86,105
2:59,156,Khyri Thomas made Layup.,86,107
2:40,152,Abdul-Malik Abu missed Layup.,86,107
2:40,156,Zach Hanson Defensive Rebound.,86,107
2:15,156,Maurice Watson Jr. Turnover.,86,107
2:10,152,Torin Dorn made Layup.,88,107
1:41,156,Isaiah Zierden made Three Point Jumper. Assisted by Maurice Watson Jr..,88,110
1:24,152,Terry Henderson made Three Point Jumper. Assisted by Markell Johnson.,91,110
1:08,156,Ronnie Harrell Jr. missed Layup.,91,110
1:08,152,Darius Hicks Defensive Rebound.,91,110
1:01,152,Markell Johnson missed Layup.,91,110
1:01,156,Ronnie Harrell Jr. Block.,91,110
0:59,156,Tyler Clement Defensive Rebound.,91,110
0:44,156,Davion Mintz Turnover.,91,110
0:43,152,Terry Henderson missed Three Point Jumper.,91,110
0:40,152,Abdul-Malik Abu Offensive Rebound.,91,110
0:40,156,Foul on Ronnie Harrell Jr..,91,110
0:40,152,Abdul-Malik Abu made Free Throw.,92,110
0:40,152,Abdul-Malik Abu missed Free Throw.,92,110
0:40,156,Ronnie Harrell Jr. Defensive Rebound.,92,110
0:28,156,Tyler Clement made Layup. Assisted by Davion Mintz.,92,112
0:12,152,Abdul-Malik Abu missed Layup.,92,112
0:12,152,Abdul-Malik Abu Offensive Rebound.,92,112
0:12,152,Abdul-Malik Abu made Two Point Tip Shot.,94,112
0:00,156,End of Game,94,112
