Texas Southern,12,Arizona,2640
9:23,12,Rawle Alkins missed Three Point Jumper.,13,27
9:20,12,Arizona Deadball Team Rebound.,13,27
9:20,2640,Foul on Dulani Robinson.,13,27
9:20,12,Dusan Ristic missed Free Throw.,13,27
9:20,2640,Derrick Griffin Defensive Rebound.,13,27
9:15,2640,Jalan McCloud made Three Point Jumper. Assisted by Dulani Robinson.,16,27
8:52,12,Rawle Alkins made Layup. Assisted by Lauri Markkanen.,16,29
8:27,2640,Jalan McCloud missed Jumper.,16,29
8:27,12,Lauri Markkanen Block.,16,29
8:27,2640,Derrick Griffin Offensive Rebound.,16,29
8:22,2640,Derrick Griffin made Layup.,18,29
8:10,12,Kobi Simmons made Jumper.,18,31
7:47,2640,Zach Lofton Turnover.,18,31
7:41,12,Official TV Timeout,18,31
7:30,12,Foul on Dusan Ristic.,18,31
7:30,12,Dusan Ristic Turnover.,18,31
7:15,2640,Kevin Scott Turnover.,18,31
7:04,12,Kadeem Allen made Dunk. Assisted by Kobi Simmons.,18,33
6:47,2640,Jalan McCloud Turnover.,18,33
6:47,12,Kadeem Allen Steal.,18,33
6:43,12,Kobi Simmons made Dunk. Assisted by Kadeem Allen.,18,35
6:32,2640,Texas Southern  Timeout,18,35
6:06,2640,Texas Southern  Turnover.,18,35
5:51,12,Chance Comanche missed Jumper.,18,35
5:51,12,Chance Comanche Offensive Rebound.,18,35
5:51,12,Chance Comanche missed Two Point Tip Shot.,18,35
5:51,2640,Jalan McCloud Defensive Rebound.,18,35
5:27,2640,Jalan McCloud made Layup.,20,35
5:10,12,Kadeem Allen made Layup.,20,37
4:52,2640,Kevin Scott missed Layup.,20,37
4:52,12,Keanu Pinder Block.,20,37
4:52,12,Kadeem Allen Defensive Rebound.,20,37
4:30,12,Kobi Simmons missed Layup.,20,37
4:30,2640,Jerron Martin Defensive Rebound.,20,37
4:23,2640,Jalan McCloud Turnover.,20,37
4:23,12,Keanu Pinder Steal.,20,37
4:16,12,Kobi Simmons made Layup. Assisted by Keanu Pinder.,20,39
3:57,2640,Derrick Griffin missed Layup.,20,39
3:57,12,Kobi Simmons Defensive Rebound.,20,39
3:25,12,Kadeem Allen made Jumper.,20,41
3:07,2640,Kevin Scott Turnover.,20,41
3:01,12,Kadeem Allen made Layup.,20,43
2:32,2640,Dulani Robinson missed Three Point Jumper.,20,43
2:32,12,Kadeem Allen Defensive Rebound.,20,43
2:21,12,Arizona  Timeout,20,43
2:06,12,Dusan Ristic missed Jumper.,20,43
2:06,2640,Marvin Jones Defensive Rebound.,20,43
2:05,12,Foul on Rawle Alkins.,20,43
2:05,2640,Marvin Jones made Free Throw.,21,43
2:05,2640,Marvin Jones made Free Throw.,22,43
1:49,12,Rawle Alkins missed Three Point Jumper.,22,43
1:49,2640,Texas Southern Defensive Rebound.,22,43
1:36,2640,Marvin Jones made Jumper.,24,43
1:10,12,Keanu Pinder missed Three Point Jumper.,24,43
1:10,12,Lauri Markkanen Offensive Rebound.,24,43
1:04,12,Lauri Markkanen missed Layup.,24,43
1:04,12,Dusan Ristic Offensive Rebound.,24,43
1:04,12,Dusan Ristic missed Layup.,24,43
1:04,12,Dusan Ristic Offensive Rebound.,24,43
1:04,12,Dusan Ristic made Two Point Tip Shot.,24,45
0:40,2640,Derrick Griffin made Layup. Assisted by Dulani Robinson.,26,45
0:08,12,Kadeem Allen missed Jumper.,26,45
0:08,12,Arizona Deadball Team Rebound.,26,45
0:03,12,Arizona  Turnover.,26,45
0:01,2640,Dulani Robinson missed Jumper.,26,45
0:01,2640,Texas Southern Deadball Team Rebound.,26,45
0:00,12,End of 1st half,26,45
20:00,12,Jump Ball won by Arizona,26,45
19:49,12,Lauri Markkanen missed Three Point Jumper.,26,45
19:49,2640,Marvin Jones Defensive Rebound.,26,45
19:20,2640,Dulani Robinson made Jumper.,28,45
18:53,12,Kobi Simmons made Three Point Jumper. Assisted by Lauri Markkanen.,28,48
18:21,12,Foul on Kobi Simmons.,28,48
18:11,2640,Zach Lofton missed Jumper.,28,48
18:11,2640,Marvin Jones Offensive Rebound.,28,48
18:04,2640,Marvin Jones missed Dunk.,28,48
18:04,2640,Derrick Griffin Offensive Rebound.,28,48
17:59,2640,Marvin Jones missed Layup.,28,48
17:59,2640,Derrick Griffin Offensive Rebound.,28,48
17:59,2640,Derrick Griffin missed Jumper.,28,48
17:59,12,Lauri Markkanen Block.,28,48
17:59,12,Kadeem Allen Defensive Rebound.,28,48
17:54,12,Kobi Simmons made Layup. Assisted by Kadeem Allen.,28,50
17:23,2640,Jalan McCloud made Jumper. Assisted by Dulani Robinson.,30,50
16:53,12,Kobi Simmons missed Three Point Jumper.,30,50
16:53,2640,Jalan McCloud Defensive Rebound.,30,50
16:34,2640,Marvin Jones made Layup. Assisted by Zach Lofton.,32,50
16:34,12,Foul on Rawle Alkins.,32,50
16:34,2640,Marvin Jones missed Free Throw.,32,50
16:34,12,Lauri Markkanen Defensive Rebound.,32,50
16:20,12,Rawle Alkins made Three Point Jumper. Assisted by Lauri Markkanen.,32,53
16:04,2640,Zach Lofton made Three Point Jumper. Assisted by Dulani Robinson.,35,53
15:34,2640,Foul on Marvin Jones.,35,53
15:34,12,Official TV Timeout,35,53
15:34,12,Rawle Alkins missed Free Throw.,35,53
15:34,12,Arizona Deadball Team Rebound.,35,53
15:34,12,Rawle Alkins made Free Throw.,35,54
15:24,2640,Dulani Robinson made Three Point Jumper. Assisted by Jalan McCloud.,38,54
15:02,12,Kadeem Allen missed Jumper.,38,54
15:02,2640,Zach Lofton Defensive Rebound.,38,54
14:32,2640,Zach Lofton missed Layup.,38,54
14:32,12,Keanu Pinder Block.,38,54
14:32,2640,Texas Southern Offensive Rebound.,38,54
14:26,2640,Jerron Martin missed Jumper.,38,54
14:26,12,Chance Comanche Defensive Rebound.,38,54
14:11,12,Keanu Pinder made Dunk. Assisted by Kadeem Allen.,38,56
13:55,2640,Dulani Robinson missed Three Point Jumper.,38,56
13:55,12,Chance Comanche Defensive Rebound.,38,56
13:33,12,Lauri Markkanen made Three Point Jumper. Assisted by Kadeem Allen.,38,59
13:08,2640,Zach Lofton missed Layup.,38,59
13:08,12,Chance Comanche Defensive Rebound.,38,59
12:38,12,Chance Comanche made Layup.,38,61
12:23,2640,Jalan McCloud made Three Point Jumper. Assisted by Dulani Robinson.,41,61
12:03,12,Lauri Markkanen made Three Point Jumper. Assisted by Kadeem Allen.,41,64
11:39,2640,Jalan McCloud made Three Point Jumper. Assisted by Dulani Robinson.,44,64
11:39,12,Chance Comanche Turnover.,44,64
11:39,2640,Derrick Griffin Steal.,44,64
11:14,2640,Dulani Robinson missed Layup.,44,64
11:14,12,Rawle Alkins Block.,44,64
11:14,2640,Texas Southern Offensive Rebound.,44,64
11:09,12,Official TV Timeout,44,64
11:02,12,Foul on Kobi Simmons.,44,64
11:02,2640,Dulani Robinson made Free Throw.,45,64
11:02,2640,Dulani Robinson made Free Throw.,46,64
10:40,12,Rawle Alkins Turnover.,46,64
10:40,2640,Derrick Griffin Steal.,46,64
10:22,12,Foul on Dusan Ristic.,46,64
10:22,2640,Jalan McCloud made Free Throw.,47,64
10:22,2640,Jalan McCloud missed Free Throw.,47,64
10:22,12,Kobi Simmons Defensive Rebound.,47,64
10:03,12,Rawle Alkins made Dunk. Assisted by Lauri Markkanen.,47,66
9:48,2640,Jamie Rutherford missed Three Point Jumper.,47,66
9:48,12,Lauri Markkanen Defensive Rebound.,47,66
9:29,2640,Foul on Derrick Griffin.,47,66
9:20,12,Kadeem Allen made Jumper.,47,68
8:53,2640,Zach Lofton made Three Point Jumper. Assisted by Jalan McCloud.,50,68
8:49,2640,Foul on Derrick Griffin.,50,68
8:35,2640,Foul on Zach Lofton.,50,68
8:25,12,Lauri Markkanen made Layup. Assisted by Keanu Pinder.,50,70
8:10,2640,Jamie Rutherford made Three Point Jumper. Assisted by Dulani Robinson.,53,70
7:50,12,Tyler Trillo missed Three Point Jumper.,53,70
7:50,2640,Dulani Robinson Defensive Rebound.,53,70
7:40,2640,Jamie Rutherford missed Three Point Jumper.,53,70
7:40,2640,Derrick Griffin Offensive Rebound.,53,70
7:40,2640,Derrick Griffin made Two Point Tip Shot.,55,70
7:40,12,Foul on Tyler Trillo.,55,70
7:40,12,Official TV Timeout,55,70
7:40,2640,Derrick Griffin missed Free Throw.,55,70
7:40,12,Lauri Markkanen Defensive Rebound.,55,70
7:20,12,Dusan Ristic missed Jumper.,55,70
7:20,2640,Derrick Griffin Defensive Rebound.,55,70
7:00,2640,Jalan McCloud missed Jumper.,55,70
7:00,12,Kadeem Allen Defensive Rebound.,55,70
6:36,12,Dusan Ristic Turnover.,55,70
6:33,2640,Zach Lofton made Layup. Assisted by Dulani Robinson.,57,70
6:11,2640,Foul on Zach Lofton.,57,70
6:03,2640,Foul on Dulani Robinson.,57,70
6:03,12,Kadeem Allen made Free Throw.,57,71
6:03,12,Kadeem Allen made Free Throw.,57,72
5:54,2640,Jamie Rutherford missed Three Point Jumper.,57,72
5:54,12,Rawle Alkins Defensive Rebound.,57,72
5:29,12,Kobi Simmons made Jumper.,57,74
5:11,2640,Zach Lofton missed Three Point Jumper.,57,74
5:11,12,Keanu Pinder Defensive Rebound.,57,74
4:59,12,Kobi Simmons missed Dunk.,57,74
4:59,12,Arizona Offensive Rebound.,57,74
4:46,2640,Foul on Marvin Jones.,57,74
4:46,12,Keanu Pinder missed Free Throw.,57,74
4:46,12,Arizona Deadball Team Rebound.,57,74
4:46,12,Keanu Pinder missed Free Throw.,57,74
4:46,2640,Marvin Jones Defensive Rebound.,57,74
4:23,2640,Jalan McCloud missed Three Point Jumper.,57,74
4:23,12,Kadeem Allen Defensive Rebound.,57,74
3:53,12,Keanu Pinder made Dunk. Assisted by Kadeem Allen.,57,76
3:32,2640,Zach Lofton made Layup.,59,76
3:12,12,Kobi Simmons made Jumper.,59,78
2:54,2640,Jalan McCloud missed Layup.,59,78
2:54,2640,Derrick Griffin Offensive Rebound.,59,78
2:54,2640,Derrick Griffin made Two Point Tip Shot.,61,78
2:35,12,Rawle Alkins made Jumper.,61,80
2:28,12,Arizona  Timeout,61,80
2:13,2640,Zach Lofton missed Three Point Jumper.,61,80
2:13,12,Keanu Pinder Defensive Rebound.,61,80
1:56,12,Keanu Pinder made Three Point Jumper. Assisted by Kobi Simmons.,61,83
1:34,2640,Dulani Robinson missed Three Point Jumper.,61,83
1:34,12,Dusan Ristic Defensive Rebound.,61,83
1:12,12,Dusan Ristic made Jumper.,61,85
0:44,12,Foul on Lauri Markkanen.,61,85
0:44,12,Official TV Timeout,61,85
0:44,2640,Zach Lofton made Free Throw.,62,85
0:44,2640,Zach Lofton made Free Throw.,63,85
0:29,12,Paulo Cruz Turnover.,63,85
0:15,2640,Zach Lofton missed Layup.,63,85
0:15,12,Dusan Ristic Block.,63,85
0:15,12,Dusan Ristic Defensive Rebound.,63,85
0:00,12,End of Game,63,85
