Colorado State,38,Colorado,36
8:58,38,Foul on Xavier Johnson.,11,17
8:51,38,Foul on Wesley Gordon.,11,17
8:51,36,Emmanuel Omogbo made Free Throw.,12,17
8:51,36,Emmanuel Omogbo made Free Throw.,13,17
8:25,36,Foul on Emmanuel Omogbo.,13,17
8:25,38,Xavier Johnson missed Free Throw.,13,17
8:25,36,Emmanuel Omogbo Defensive Rebound.,13,17
8:14,36,Che Bob missed Jumper.,13,17
8:14,36,Kimani Jackson Offensive Rebound.,13,17
8:08,36,Kimani Jackson missed Layup.,13,17
8:08,38,Wesley Gordon Block.,13,17
8:06,38,Derrick White Defensive Rebound.,13,17
8:03,38,Derrick White made Layup.,13,19
7:46,36,Emmanuel Omogbo Turnover.,13,19
7:45,38,George King Steal.,13,19
7:41,38,Foul on George King.,13,19
7:41,38,George King Turnover.,13,19
7:41,38,Official TV Timeout,13,19
7:25,36,Emmanuel Omogbo missed Jumper.,13,19
7:25,38,Wesley Gordon Defensive Rebound.,13,19
6:55,38,George King Turnover.,13,19
6:54,36,Emmanuel Omogbo Steal.,13,19
6:43,36,Anthony Bonner missed Three Point Jumper.,13,19
6:43,38,Derrick White Defensive Rebound.,13,19
6:36,38,Derrick White Turnover.,13,19
6:13,36,Anthony Bonner made Layup.,15,19
5:57,38,Wesley Gordon missed Layup.,15,19
5:57,36,Emmanuel Omogbo Defensive Rebound.,15,19
5:46,36,Kimani Jackson Turnover.,15,19
5:29,38,Xavier Johnson missed Jumper.,15,19
5:29,36,Kimani Jackson Defensive Rebound.,15,19
5:19,36,Emmanuel Omogbo missed Jumper.,15,19
5:19,38,Josh Fortune Defensive Rebound.,15,19
5:08,38,Derrick White missed Layup.,15,19
5:08,36,J.D. Paige Block.,15,19
5:06,36,Emmanuel Omogbo Defensive Rebound.,15,19
5:03,36,Devocio Butler missed Layup.,15,19
5:03,36,Emmanuel Omogbo Offensive Rebound.,15,19
5:03,38,Foul on Xavier Johnson.,15,19
4:59,36,Emmanuel Omogbo made Free Throw.,16,19
4:59,36,Emmanuel Omogbo made Free Throw.,17,19
4:45,38,Josh Fortune Turnover.,17,19
4:33,38,Foul on Josh Fortune.,17,19
4:33,36,Devocio Butler made Free Throw.,18,19
4:33,36,Devocio Butler made Free Throw.,19,19
4:15,38,Wesley Gordon made Layup. Assisted by Deleon Brown.,19,21
3:54,36,Emmanuel Omogbo made Dunk.,21,21
3:36,38,Bryce Peters missed Jumper.,21,21
3:36,36,Anthony Bonner Defensive Rebound.,21,21
3:19,36,Emmanuel Omogbo made Three Point Jumper.,24,21
3:17,38,Colorado  Timeout,24,21
3:17,38,Official TV Timeout,24,21
3:05,38,Derrick White made Three Point Jumper.,24,24
2:52,36,Nico Carvacho Turnover.,24,24
2:44,38,Foul on Wesley Gordon.,24,24
2:44,38,Wesley Gordon Turnover.,24,24
2:34,36,Devocio Butler made Layup. Assisted by Che Bob.,26,24
2:07,38,Thomas Akyazili missed Three Point Jumper.,26,24
2:07,36,Devocio Butler Defensive Rebound.,26,24
1:54,36,J.D. Paige missed Three Point Jumper.,26,24
1:54,36,Nico Carvacho Offensive Rebound.,26,24
1:52,36,Nico Carvacho made Layup.,28,24
1:29,38,Derrick White missed Jumper.,28,24
1:29,38,Wesley Gordon Offensive Rebound.,28,24
1:24,36,Foul on J.D. Paige.,28,24
1:24,38,Wesley Gordon missed Free Throw.,28,24
1:24,38,Colorado Deadball Team Rebound.,28,24
1:24,38,Wesley Gordon made Free Throw.,28,25
0:54,36,Nico Carvacho missed Layup.,28,25
0:54,36,Nico Carvacho Offensive Rebound.,28,25
0:54,38,Foul on Tory Miller.,28,25
0:54,36,Nico Carvacho made Free Throw.,29,25
0:54,36,Nico Carvacho made Free Throw.,30,25
0:45,36,Foul on Nico Carvacho.,30,25
0:45,38,Deleon Brown missed Free Throw.,30,25
0:45,38,Colorado Deadball Team Rebound.,30,25
0:45,38,Deleon Brown missed Free Throw.,30,25
0:45,36,Devocio Butler Defensive Rebound.,30,25
0:28,36,Anthony Bonner missed Three Point Jumper.,30,25
0:28,38,Deleon Brown Defensive Rebound.,30,25
0:17,38,Tory Miller made Layup. Assisted by Thomas Akyazili.,30,27
0:17,36,Foul on Braden Koelliker.,30,27
0:17,38,Tory Miller missed Free Throw.,30,27
0:17,36,Colorado St Defensive Rebound.,30,27
0:03,36,Che Bob missed Layup.,30,27
0:03,38,George King Defensive Rebound.,30,27
0:00,38,End of 1st half,30,27
19:40,36,Nico Carvacho made Layup. Assisted by Emmanuel Omogbo.,32,27
19:18,38,Josh Fortune Turnover.,32,27
19:17,36,Emmanuel Omogbo Steal.,32,27
19:02,36,Prentiss Nixon missed Three Point Jumper.,32,27
19:02,38,Xavier Johnson Defensive Rebound.,32,27
18:51,38,Josh Fortune missed Jumper.,32,27
18:51,36,Nico Carvacho Defensive Rebound.,32,27
18:27,36,J.D. Paige missed Three Point Jumper.,32,27
18:27,38,Josh Fortune Defensive Rebound.,32,27
18:21,36,Foul on J.D. Paige.,32,27
18:21,38,George King missed Free Throw.,32,27
18:21,38,Colorado Deadball Team Rebound.,32,27
18:21,38,George King made Free Throw.,32,28
18:10,36,Colorado St  Timeout,32,28
17:49,36,Nico Carvacho made Three Point Jumper.,35,28
17:20,38,George King missed Three Point Jumper.,35,28
17:20,38,Derrick White Offensive Rebound.,35,28
17:15,38,Xavier Johnson made Dunk. Assisted by Derrick White.,35,30
16:48,36,Emmanuel Omogbo made Three Point Jumper. Assisted by Nico Carvacho.,38,30
16:26,36,Foul on Kimani Jackson.,38,30
16:26,38,Wesley Gordon missed Free Throw.,38,30
16:26,38,Colorado Deadball Team Rebound.,38,30
16:26,38,Wesley Gordon made Free Throw.,38,31
16:20,38,Foul on Derrick White.,38,31
16:14,36,Che Bob missed Layup.,38,31
16:14,38,Xavier Johnson Defensive Rebound.,38,31
16:06,38,Foul on George King.,38,31
16:06,38,George King Turnover.,38,31
15:57,36,Prentiss Nixon made Layup.,40,31
15:43,36,Foul on Emmanuel Omogbo.,40,31
15:43,38,Official TV Timeout,40,31
15:41,36,Foul on Emmanuel Omogbo.,40,31
15:28,38,Xavier Johnson missed Three Point Jumper.,40,31
15:28,38,Derrick White Offensive Rebound.,40,31
15:19,38,Derrick White missed Jumper.,40,31
15:19,38,Derrick White Offensive Rebound.,40,31
15:09,38,Derrick White missed Jumper.,40,31
15:09,36,Prentiss Nixon Defensive Rebound.,40,31
14:49,36,Prentiss Nixon missed Layup.,40,31
14:49,38,Xavier Johnson Defensive Rebound.,40,31
14:48,36,Foul on Che Bob.,40,31
14:48,38,Derrick White made Free Throw.,40,32
14:48,38,Derrick White made Free Throw.,40,33
14:32,38,Foul on Derrick White.,40,33
14:25,36,Prentiss Nixon missed Layup.,40,33
14:25,38,Tory Miller Defensive Rebound.,40,33
14:19,38,Thomas Akyazili missed Layup.,40,33
14:19,38,Xavier Johnson Offensive Rebound.,40,33
14:19,36,Foul on Che Bob.,40,33
14:19,38,Xavier Johnson made Free Throw.,40,34
14:19,38,Xavier Johnson missed Free Throw.,40,34
14:19,36,Che Bob Defensive Rebound.,40,34
13:59,36,Che Bob Turnover.,40,34
13:59,38,Xavier Johnson Steal.,40,34
13:46,38,Josh Fortune made Jumper.,40,36
13:24,36,Emmanuel Omogbo missed Jumper.,40,36
13:24,36,Colorado St Offensive Rebound.,40,36
13:12,38,Foul on Bryce Peters.,40,36
12:53,36,Emmanuel Omogbo made Layup.,42,36
12:39,36,Foul on J.D. Paige.,42,36
12:39,38,Bryce Peters made Free Throw.,42,37
12:39,38,Bryce Peters missed Free Throw.,42,37
12:39,36,Emmanuel Omogbo Defensive Rebound.,42,37
12:10,36,Foul on Nico Carvacho.,42,37
12:10,36,Nico Carvacho Turnover.,42,37
11:51,38,Wesley Gordon missed Jumper.,42,37
11:51,36,Nico Carvacho Defensive Rebound.,42,37
11:43,36,Prentiss Nixon missed Jumper.,42,37
11:43,38,Wesley Gordon Block.,42,37
11:43,36,Colorado St Offensive Rebound.,42,37
11:43,38,Official TV Timeout,42,37
11:18,38,Foul on Josh Fortune.,42,37
11:09,36,Foul on Emmanuel Omogbo.,42,37
11:09,36,Emmanuel Omogbo Turnover.,42,37
11:09,38,Josh Fortune missed Three Point Jumper.,42,37
11:09,36,Devocio Butler Defensive Rebound.,42,37
11:07,36,Anthony Bonner missed Jumper.,42,37
11:07,38,George King Defensive Rebound.,42,37
11:02,38,Thomas Akyazili made Layup.,42,39
10:55,36,Foul on Devocio Butler.,42,39
10:54,38,Thomas Akyazili made Free Throw.,42,40
10:18,38,Foul on Wesley Gordon.,42,40
10:18,36,Devocio Butler made Free Throw.,43,40
10:18,36,Devocio Butler made Free Throw.,44,40
10:08,38,Deleon Brown missed Three Point Jumper.,44,40
10:08,38,George King Offensive Rebound.,44,40
10:04,38,George King missed Two Point Tip Shot.,44,40
10:04,36,Anthony Bonner Defensive Rebound.,44,40
10:04,38,Foul on George King.,44,40
10:04,36,Anthony Bonner made Free Throw.,45,40
10:04,36,Anthony Bonner made Free Throw.,46,40
9:42,36,Foul on Nico Carvacho.,46,40
9:42,38,George King made Free Throw.,46,41
9:42,38,George King made Free Throw.,46,42
9:29,36,Prentiss Nixon missed Three Point Jumper.,46,42
9:29,38,Xavier Johnson Defensive Rebound.,46,42
9:13,38,Derrick White missed Three Point Jumper.,46,42
9:13,38,Xavier Johnson Offensive Rebound.,46,42
9:09,36,Foul on Kimani Jackson.,46,42
9:09,38,Xavier Johnson missed Free Throw.,46,42
9:09,38,Colorado Deadball Team Rebound.,46,42
9:09,38,Xavier Johnson missed Free Throw.,46,42
9:09,36,Braden Koelliker Defensive Rebound.,46,42
8:44,36,Prentiss Nixon missed Layup.,46,42
8:44,36,Kimani Jackson Offensive Rebound.,46,42
8:32,36,Anthony Bonner made Jumper. Assisted by Devocio Butler.,48,42
8:10,38,Foul on George King.,48,42
8:10,38,George King Turnover.,48,42
7:49,36,Foul on Prentiss Nixon.,48,42
7:49,36,Prentiss Nixon Turnover.,48,42
7:49,38,Official TV Timeout,48,42
7:45,38,Xavier Johnson missed Three Point Jumper.,48,42
7:44,38,Xavier Johnson Offensive Rebound.,48,42
7:40,38,Xavier Johnson missed Layup.,48,42
7:40,38,Wesley Gordon Offensive Rebound.,48,42
7:40,38,Wesley Gordon made Layup.,48,44
7:40,36,Foul on Anthony Bonner.,48,44
7:40,38,Wesley Gordon missed Free Throw.,48,44
7:40,38,Colorado Offensive Rebound.,48,44
7:32,38,Derrick White missed Layup.,48,44
7:32,38,Wesley Gordon Offensive Rebound.,48,44
7:29,38,Wesley Gordon missed Layup.,48,44
7:29,36,Nico Carvacho Defensive Rebound.,48,44
6:55,38,Foul on Xavier Johnson.,48,44
6:55,36,Emmanuel Omogbo made Free Throw.,49,44
6:55,36,Emmanuel Omogbo made Free Throw.,50,44
6:42,38,Derrick White missed Layup.,50,44
6:42,36,Nico Carvacho Defensive Rebound.,50,44
6:17,36,Emmanuel Omogbo missed Layup.,50,44
6:17,38,Josh Fortune Defensive Rebound.,50,44
6:05,36,Foul on Nico Carvacho.,50,44
6:05,38,Xavier Johnson made Free Throw.,50,45
6:05,38,Xavier Johnson made Free Throw.,50,46
5:58,36,J.D. Paige Turnover.,50,46
5:56,38,Deleon Brown Steal.,50,46
5:55,38,Deleon Brown Turnover.,50,46
5:54,36,J.D. Paige Steal.,50,46
5:52,36,J.D. Paige made Layup.,52,46
5:39,38,Wesley Gordon made Layup. Assisted by Deleon Brown.,52,48
5:09,36,Che Bob made Layup.,54,48
5:00,38,Derrick White missed Jumper.,54,48
5:00,38,Colorado Offensive Rebound.,54,48
4:58,36,Foul on Anthony Bonner.,54,48
4:58,38,Xavier Johnson missed Free Throw.,54,48
4:58,38,Colorado Deadball Team Rebound.,54,48
4:58,38,Xavier Johnson made Free Throw.,54,49
4:35,38,Foul on Deleon Brown.,54,49
4:35,36,Che Bob made Free Throw.,55,49
4:35,36,Che Bob made Free Throw.,56,49
4:21,36,Foul on Anthony Bonner.,56,49
4:21,38,Derrick White made Free Throw.,56,50
4:21,38,Derrick White made Free Throw.,56,51
3:52,38,Foul on Xavier Johnson.,56,51
3:52,36,Che Bob made Free Throw.,57,51
3:52,36,Che Bob missed Free Throw.,57,51
3:52,38,George King Defensive Rebound.,57,51
3:39,38,Derrick White missed Jumper.,57,51
3:39,36,Che Bob Defensive Rebound.,57,51
3:30,36,Colorado St  Timeout,57,51
3:12,36,J.D. Paige made Three Point Jumper.,60,51
3:01,38,Wesley Gordon missed Layup.,60,51
3:01,36,Che Bob Block.,60,51
3:00,38,Bryce Peters Offensive Rebound.,60,51
2:56,38,Bryce Peters missed Jumper.,60,51
2:56,38,Wesley Gordon Offensive Rebound.,60,51
2:54,38,Wesley Gordon missed Two Point Tip Shot.,60,51
2:54,38,Josh Fortune Offensive Rebound.,60,51
2:50,38,Josh Fortune missed Three Point Jumper.,60,51
2:50,36,Che Bob Defensive Rebound.,60,51
2:50,38,Foul on Josh Fortune.,60,51
2:50,36,Che Bob missed Free Throw.,60,51
2:50,36,Colorado St Deadball Team Rebound.,60,51
2:50,36,Che Bob made Free Throw.,61,51
2:40,38,Xavier Johnson missed Three Point Jumper.,61,51
2:40,36,Emmanuel Omogbo Defensive Rebound.,61,51
2:22,36,Devocio Butler made Layup.,63,51
2:13,38,Josh Fortune made Three Point Jumper. Assisted by Xavier Johnson.,63,54
2:11,38,Colorado  Timeout,63,54
2:08,38,Foul on Josh Fortune.,63,54
2:08,36,J.D. Paige made Free Throw.,64,54
2:08,36,J.D. Paige missed Free Throw.,64,54
2:08,36,Colorado St Offensive Rebound.,64,54
2:07,38,Foul on Xavier Johnson.,64,54
2:07,36,Che Bob made Free Throw.,65,54
2:07,36,Che Bob missed Free Throw.,65,54
2:07,38,George King Defensive Rebound.,65,54
1:58,38,Thomas Akyazili Turnover.,65,54
1:53,36,Devocio Butler made Layup. Assisted by Emmanuel Omogbo.,67,54
1:40,38,Foul on Wesley Gordon.,67,54
1:40,36,J.D. Paige made Free Throw.,68,54
1:40,36,J.D. Paige made Free Throw.,69,54
1:30,38,Bryce Peters missed Three Point Jumper.,69,54
1:30,36,Emmanuel Omogbo Defensive Rebound.,69,54
1:28,38,Foul on Thomas Akyazili.,69,54
1:28,36,Emmanuel Omogbo missed Free Throw.,69,54
1:28,36,Colorado St Deadball Team Rebound.,69,54
1:28,36,Emmanuel Omogbo missed Free Throw.,69,54
1:28,38,Lucas Siewert Defensive Rebound.,69,54
1:19,38,Derrick White missed Three Point Jumper.,69,54
1:19,36,Prentiss Nixon Defensive Rebound.,69,54
1:11,38,Foul on Bryce Peters.,69,54
1:08,36,Prentiss Nixon missed Free Throw.,69,54
1:08,36,Colorado St Deadball Team Rebound.,69,54
1:08,36,Prentiss Nixon made Free Throw.,70,54
0:59,38,Bryce Peters missed Three Point Jumper.,70,54
0:59,38,Wesley Gordon Offensive Rebound.,70,54
0:52,38,Wesley Gordon made Jumper. Assisted by Thomas Akyazili.,70,56
0:50,38,Colorado  Timeout,70,56
0:25,38,Foul on Lucas Siewert.,70,56
0:25,36,Prentiss Nixon made Free Throw.,71,56
0:25,36,Prentiss Nixon made Free Throw.,72,56
0:18,38,Derrick White made Jumper.,72,58
0:00,38,End of Game,72,58
