Louisiana Tech,25,California,2348
5:49,2348,Jy'lan Washington Turnover.,20,25
5:36,25,Ivan Rabb Turnover.,20,25
5:31,2348,Erik McCree missed Three Point Jumper.,20,25
5:31,25,Sam Singer Defensive Rebound.,20,25
5:12,25,Stephen Domingo missed Three Point Jumper.,20,25
5:12,2348,Jacobi Boykins Defensive Rebound.,20,25
5:00,2348,Erik McCree Turnover.,20,25
4:52,25,Ivan Rabb made Layup. Assisted by Sam Singer.,20,27
4:33,25,Foul on Sam Singer.,20,27
4:16,2348,Erik McCree missed Layup.,20,27
4:16,25,Kingsley Okoroh Defensive Rebound.,20,27
4:08,25,Charlie Moore Turnover.,20,27
4:06,2348,Jy'lan Washington Steal.,20,27
4:02,25,Foul on Charlie Moore.,20,27
4:02,2348,DaQuan Bracey made Free Throw.,21,27
4:02,2348,DaQuan Bracey made Free Throw.,22,27
3:36,25,Charlie Moore missed Layup.,22,27
3:36,25,Ivan Rabb Offensive Rebound.,22,27
3:32,25,Ivan Rabb made Layup.,22,29
3:09,2348,Erik McCree missed Jumper.,22,29
3:09,25,Kingsley Okoroh Block.,22,29
3:07,2348,DaQuan Bracey Offensive Rebound.,22,29
3:05,2348,DaQuan Bracey missed Layup.,22,29
3:05,2348,Louisiana Tech Offensive Rebound.,22,29
3:02,25,Official TV Timeout,22,29
3:02,2348,Louisiana Tech  Timeout,22,29
3:00,2348,Qiydar Davis missed Jumper.,22,29
3:00,25,Kingsley Okoroh Defensive Rebound.,22,29
2:44,2348,Foul on Qiydar Davis.,22,29
2:44,25,Grant Mullins missed Free Throw.,22,29
2:44,2348,Erik McCree Defensive Rebound.,22,29
2:23,2348,Joniah White missed Jumper.,22,29
2:23,25,Ivan Rabb Defensive Rebound.,22,29
2:13,25,Charlie Moore made Layup.,22,31
2:03,25,Foul on Kingsley Okoroh.,22,31
2:03,2348,Derric Jean made Free Throw.,23,31
2:03,2348,Derric Jean made Free Throw.,24,31
1:43,25,Don Coleman missed Jumper.,24,31
1:43,2348,Erik McCree Defensive Rebound.,24,31
1:29,25,Foul on Don Coleman.,24,31
1:29,2348,Derric Jean made Free Throw.,25,31
1:29,2348,Derric Jean made Free Throw.,26,31
1:26,25,Grant Mullins Turnover.,26,31
1:24,2348,Derric Jean Steal.,26,31
1:21,2348,Derric Jean missed Layup.,26,31
1:21,2348,Louisiana Tech Offensive Rebound.,26,31
1:10,2348,Jacobi Boykins made Jumper. Assisted by Derric Jean.,28,31
0:58,25,Grant Mullins missed Three Point Jumper.,28,31
0:58,2348,Joniah White Defensive Rebound.,28,31
0:58,25,Foul on Ivan Rabb.,28,31
0:58,2348,Joniah White missed Free Throw.,28,31
0:58,2348,Louisiana Tech Deadball Team Rebound.,28,31
0:58,2348,Joniah White made Free Throw.,29,31
0:42,25,Charlie Moore missed Layup.,29,31
0:42,2348,Jacobi Boykins Defensive Rebound.,29,31
0:18,2348,Foul on DaQuan Bracey.,29,31
0:18,2348,DaQuan Bracey Turnover.,29,31
0:13,25,California  Timeout,29,31
0:04,25,Sam Singer missed Three Point Jumper.,29,31
0:04,2348,Erik McCree Defensive Rebound.,29,31
0:00,25,End of 1st half,29,31
19:41,25,Charlie Moore missed Three Point Jumper.,29,31
19:41,2348,Louisiana Tech Defensive Rebound.,29,31
19:20,2348,Qiydar Davis Turnover.,29,31
19:18,25,Ivan Rabb Steal.,29,31
19:16,25,Charlie Moore Turnover.,29,31
18:57,2348,Erik McCree missed Jumper.,29,31
18:57,25,Grant Mullins Defensive Rebound.,29,31
18:39,25,Roger Moute A Bidias missed Layup.,29,31
18:39,25,Roger Moute A Bidias Offensive Rebound.,29,31
18:36,25,Roger Moute A Bidias missed Jumper.,29,31
18:36,2348,Derric Jean Defensive Rebound.,29,31
18:31,2348,Derric Jean made Layup.,31,31
18:01,25,Ivan Rabb Turnover.,31,31
18:00,2348,Omar Sherman Steal.,31,31
17:52,2348,Jacobi Boykins missed Jumper.,31,31
17:52,25,California Defensive Rebound.,31,31
17:26,25,Charlie Moore missed Three Point Jumper.,31,31
17:26,25,Kingsley Okoroh Offensive Rebound.,31,31
17:13,25,Foul on Charlie Moore.,31,31
17:13,25,Charlie Moore Turnover.,31,31
16:56,2348,Erik McCree Turnover.,31,31
16:43,25,Charlie Moore Turnover.,31,31
16:41,2348,Derric Jean Steal.,31,31
16:39,2348,Louisiana Tech  Timeout,31,31
16:24,2348,Derric Jean Turnover.,31,31
16:23,25,Kingsley Okoroh Steal.,31,31
15:58,25,Roger Moute A Bidias missed Three Point Jumper.,31,31
15:58,2348,Erik McCree Defensive Rebound.,31,31
15:48,2348,Derric Jean missed Three Point Jumper.,31,31
15:48,25,Roger Moute A Bidias Defensive Rebound.,31,31
15:36,25,Roger Moute A Bidias made Jumper. Assisted by Sam Singer.,31,33
15:34,25,Official TV Timeout,31,33
15:19,2348,Derric Jean missed Three Point Jumper.,31,33
15:19,25,Charlie Moore Defensive Rebound.,31,33
15:11,25,Charlie Moore made Layup.,31,35
14:40,2348,DaQuan Bracey missed Layup.,31,35
14:40,2348,Erik McCree Offensive Rebound.,31,35
14:35,2348,Erik McCree made Layup.,33,35
14:19,25,Charlie Moore missed Three Point Jumper.,33,35
14:19,2348,Omar Sherman Defensive Rebound.,33,35
14:09,2348,DaQuan Bracey missed Jumper.,33,35
14:09,2348,Omar Sherman Offensive Rebound.,33,35
13:43,25,Foul on Ivan Rabb.,33,35
13:43,2348,Jacobi Boykins made Free Throw.,34,35
13:43,2348,Jacobi Boykins made Free Throw.,35,35
13:33,25,Don Coleman missed Jumper.,35,35
13:33,25,Don Coleman Offensive Rebound.,35,35
13:30,25,Don Coleman missed Jumper.,35,35
13:30,2348,Erik McCree Defensive Rebound.,35,35
13:21,2348,Erik McCree made Three Point Jumper. Assisted by Derric Jean.,38,35
13:12,2348,Foul on DaQuan Bracey.,38,35
13:12,25,California  Timeout,38,35
12:55,2348,Foul on Derric Jean.,38,35
12:54,25,Ivan Rabb made Jumper. Assisted by Charlie Moore.,38,37
12:30,2348,Jacobi Boykins missed Three Point Jumper.,38,37
12:30,25,Ivan Rabb Defensive Rebound.,38,37
12:18,25,Charlie Moore missed Jumper.,38,37
12:18,2348,Jy'lan Washington Block.,38,37
12:16,25,Ivan Rabb Offensive Rebound.,38,37
12:14,25,Ivan Rabb missed Layup.,38,37
12:14,2348,Joniah White Defensive Rebound.,38,37
12:00,25,Foul on Kingsley Okoroh.,38,37
12:00,2348,Derric Jean made Free Throw.,39,37
12:00,2348,Derric Jean made Free Throw.,40,37
11:42,2348,Foul on Joniah White.,40,37
11:42,25,Official TV Timeout,40,37
11:24,25,Kingsley Okoroh made Layup. Assisted by Ivan Rabb.,40,39
11:06,2348,Jy'lan Washington missed Jumper.,40,39
11:06,25,Ivan Rabb Defensive Rebound.,40,39
10:53,25,Ivan Rabb made Jumper. Assisted by Charlie Moore.,40,41
10:23,2348,Jacobi Boykins missed Three Point Jumper.,40,41
10:23,25,Ivan Rabb Defensive Rebound.,40,41
9:53,25,Kingsley Okoroh made Dunk. Assisted by Ivan Rabb.,40,43
9:40,2348,Louisiana Tech  Timeout,40,43
9:26,2348,Foul on Omar Sherman.,40,43
9:26,2348,Omar Sherman Turnover.,40,43
9:05,2348,Foul on Jacobi Boykins.,40,43
8:55,25,Ivan Rabb Turnover.,40,43
8:50,2348,DaQuan Bracey missed Layup.,40,43
8:50,25,Roger Moute A Bidias Block.,40,43
8:50,2348,Louisiana Tech Offensive Rebound.,40,43
8:32,2348,Erik McCree missed Jumper.,40,43
8:32,25,Ivan Rabb Defensive Rebound.,40,43
8:19,25,Charlie Moore Turnover.,40,43
7:56,2348,Erik McCree Turnover.,40,43
7:56,25,Official TV Timeout,40,43
7:40,25,Sam Singer made Layup. Assisted by Kingsley Okoroh.,40,45
7:22,25,Foul on Ivan Rabb.,40,45
7:22,2348,Omar Sherman made Free Throw.,41,45
7:22,2348,Omar Sherman made Free Throw.,42,45
6:53,25,Kingsley Okoroh made Jumper. Assisted by Grant Mullins.,42,47
6:34,2348,DaQuan Bracey made Jumper.,44,47
6:34,25,Foul on Sam Singer.,44,47
6:34,2348,DaQuan Bracey made Free Throw.,45,47
6:27,25,Stephen Domingo made Dunk.,45,49
6:03,2348,Derric Jean missed Jumper.,45,49
6:03,25,Kingsley Okoroh Block.,45,49
6:03,25,Roger Moute A Bidias Defensive Rebound.,45,49
5:55,2348,Foul on DaQuan Bracey.,45,49
5:41,25,Roger Moute A Bidias missed Three Point Jumper.,45,49
5:41,2348,Louisiana Tech Defensive Rebound.,45,49
5:23,2348,Derric Jean made Three Point Jumper. Assisted by Omar Sherman.,48,49
5:04,25,Roger Moute A Bidias Turnover.,48,49
5:03,2348,Jacobi Boykins Steal.,48,49
5:02,25,Foul on Sam Singer.,48,49
4:53,2348,Omar Sherman missed Jumper.,48,49
4:53,25,Stephen Domingo Defensive Rebound.,48,49
4:26,25,Charlie Moore missed Jumper.,48,49
4:26,2348,Louisiana Tech Deadball Team Rebound.,48,49
4:25,25,Foul on Stephen Domingo.,48,49
4:25,2348,Erik McCree made Free Throw.,49,49
4:25,2348,Erik McCree made Free Throw.,50,49
4:09,25,Stephen Domingo missed Jumper.,50,49
4:09,2348,Louisiana Tech Defensive Rebound.,50,49
3:50,2348,Omar Sherman missed Jumper.,50,49
3:50,25,Charlie Moore Defensive Rebound.,50,49
3:35,25,Charlie Moore made Three Point Jumper. Assisted by Sam Singer.,50,52
3:19,2348,Derric Jean Turnover.,50,52
3:14,25,Stephen Domingo Steal.,50,52
3:10,25,Stephen Domingo missed Jumper.,50,52
3:09,2348,Erik McCree Block.,50,52
3:08,2348,Derric Jean Defensive Rebound.,50,52
3:06,2348,Jacobi Boykins made Three Point Jumper. Assisted by Derric Jean.,53,52
2:45,25,Sam Singer missed Three Point Jumper.,53,52
2:45,2348,Derric Jean Defensive Rebound.,53,52
2:36,25,Official TV Timeout,53,52
2:29,2348,Derric Jean missed Jumper.,53,52
2:29,2348,Derric Jean Offensive Rebound.,53,52
2:00,2348,Omar Sherman missed Three Point Jumper.,53,52
2:00,25,Kingsley Okoroh Defensive Rebound.,53,52
1:44,25,Grant Mullins missed Three Point Jumper.,53,52
1:44,25,Kingsley Okoroh Offensive Rebound.,53,52
1:41,25,Charlie Moore made Three Point Jumper. Assisted by Kingsley Okoroh.,53,55
1:19,2348,Omar Sherman missed Jumper.,53,55
1:19,25,Kingsley Okoroh Block.,53,55
1:19,2348,Louisiana Tech Offensive Rebound.,53,55
1:07,25,Foul on Charlie Moore.,53,55
1:07,2348,DaQuan Bracey made Free Throw.,54,55
1:07,2348,DaQuan Bracey made Free Throw.,55,55
0:40,25,Sam Singer made Jumper.,55,57
0:17,2348,Erik McCree made Layup.,57,57
0:00,25,Sam Singer missed Jumper.,57,57
0:00,25,California Deadball Team Rebound.,57,57
0:00,25,End of 2nd half,57,57
4:44,2348,Erik McCree missed Jumper.,57,57
4:44,2348,Omar Sherman Offensive Rebound.,57,57
4:42,2348,Omar Sherman missed Jumper.,57,57
4:42,25,Kingsley Okoroh Defensive Rebound.,57,57
4:39,2348,Foul on Erik McCree.,57,57
4:38,25,Kingsley Okoroh missed Free Throw.,57,57
4:38,2348,Omar Sherman Defensive Rebound.,57,57
4:18,2348,Erik McCree made Jumper.,59,57
3:52,2348,Foul on Omar Sherman.,59,57
3:52,25,Ivan Rabb made Free Throw.,59,58
3:52,25,Ivan Rabb missed Free Throw.,59,58
3:52,2348,Omar Sherman Defensive Rebound.,59,58
3:35,2348,Erik McCree missed Three Point Jumper.,59,58
3:35,25,Sam Singer Defensive Rebound.,59,58
3:15,25,Grant Mullins missed Three Point Jumper.,59,58
3:15,2348,Omar Sherman Defensive Rebound.,59,58
2:50,2348,Omar Sherman missed Jumper.,59,58
2:50,25,Sam Singer Defensive Rebound.,59,58
2:30,25,Grant Mullins made Three Point Jumper. Assisted by Sam Singer.,59,61
1:57,2348,DaQuan Bracey missed Layup.,59,61
1:57,2348,Erik McCree Offensive Rebound.,59,61
1:56,2348,Erik McCree missed Jumper.,59,61
1:56,25,California Defensive Rebound.,59,61
1:32,2348,Foul on Omar Sherman.,59,61
1:32,25,Ivan Rabb made Free Throw.,59,62
1:32,25,Ivan Rabb made Free Throw.,59,63
1:14,2348,Jacobi Boykins missed Three Point Jumper.,59,63
1:14,25,Kingsley Okoroh Defensive Rebound.,59,63
0:46,25,Grant Mullins missed Three Point Jumper.,59,63
0:46,25,Kingsley Okoroh Offensive Rebound.,59,63
0:34,2348,Foul on Derric Jean.,59,63
0:34,25,Grant Mullins missed Free Throw.,59,63
0:34,25,California Deadball Team Rebound.,59,63
0:34,25,Grant Mullins missed Free Throw.,59,63
0:34,2348,Erik McCree Defensive Rebound.,59,63
0:27,2348,Jacobi Boykins Turnover.,59,63
0:25,2348,Foul on Jacobi Boykins.,59,63
0:25,2348,Louisiana Tech  Timeout,59,63
0:25,25,Charlie Moore missed Free Throw.,59,63
0:25,25,California Deadball Team Rebound.,59,63
0:25,25,Charlie Moore made Free Throw.,59,64
0:20,2348,Jacobi Boykins missed Three Point Jumper.,59,64
0:20,2348,Derric Jean Offensive Rebound.,59,64
0:15,25,Foul on Grant Mullins.,59,64
0:15,2348,Derric Jean missed Free Throw.,59,64
0:15,25,Ivan Rabb Defensive Rebound.,59,64
0:13,2348,Foul on Jacobi Boykins.,59,64
0:13,25,Ivan Rabb made Free Throw.,59,65
0:13,25,Ivan Rabb made Free Throw.,59,66
0:05,2348,Erik McCree missed Layup.,59,66
0:05,2348,Derric Jean Offensive Rebound.,59,66
0:01,2348,Derric Jean missed Two Point Tip Shot.,59,66
0:01,25,Charlie Moore Defensive Rebound.,59,66
0:01,2348,Foul on Derric Jean.,59,66
0:01,25,Charlie Moore made Free Throw.,59,67
0:01,25,Charlie Moore made Free Throw.,59,68
0:00,25,End of Game,59,66
